CAN Message; 0x39:0fd640423fc8bb07
Timestamp;Amplitude
1739209900.876307;-35.57807855764607
1739209900.8763194;-38.13080360867914
1739209900.8763318;-33.981070128970906
1739209900.8763442;-45.120503652039325
1739209900.8763566;-38.13080360867914
1739209900.876369;-45.120503652039325
1739209900.8763816;-38.13080360867914
1739209900.876394;-45.120503652039325
1739209900.8764064;-38.13080360867914
1739209900.8764188;-45.120503652039325
1739209900.8764312;-45.120503652039325
1739209900.8764436;-38.13080360867914
1739209900.876456;-38.13080360867914
1739209900.8764684;-45.120503652039325
1739209900.8764808;-45.120503652039325
1739209900.8764932;-38.13080360867914
1739209900.8765056;-35.57807855764607
1739209900.876518;-38.13080360867914
1739209900.8765304;-35.57807855764607
1739209900.876543;-38.13080360867914
1739209900.8765554;-38.13080360867914
1739209900.8765678;-38.13080360867914
1739209900.8765802;-35.57807855764607
1739209900.8765926;-45.120503652039325
1739209900.876605;-45.120503652039325
1739209900.8766174;-45.120503652039325
1739209900.8766298;-45.120503652039325
1739209900.8766422;-45.120503652039325
1739209900.8766546;-45.120503652039325
1739209900.876667;-45.120503652039325
1739209900.8766794;-45.120503652039325
1739209900.8766918;-38.13080360867914
1739209900.8767045;-45.120503652039325
1739209900.8767169;-38.13080360867914
1739209900.8767292;-45.120503652039325
1739209900.8767416;-38.13080360867914
1739209900.876754;-45.120503652039325
1739209900.8767664;-38.13080360867914
1739209900.8767788;-35.57807855764607
1739209900.8767912;-45.120503652039325
1739209900.8768036;-45.120503652039325
1739209900.876816;-33.981070128970906
1739209900.8768284;-33.981070128970906
1739209900.8768408;-38.13080360867914
1739209900.8768535;-38.13080360867914
1739209900.8768659;-33.981070128970906
1739209900.8768783;-45.120503652039325
1739209900.8768907;-38.13080360867914
1739209900.876903;-33.981070128970906
1739209900.8769155;-33.981070128970906
1739209900.8769279;-32.81601443825658
1739209900.8769403;-33.981070128970906
1739209900.8769526;-33.981070128970906
1739209900.876965;-45.120503652039325
1739209900.8769774;-38.13080360867914
1739209900.8769898;-38.13080360867914
1739209900.8770022;-45.120503652039325
1739209900.8770149;-45.120503652039325
1739209900.8770273;-31.141103565318915
1739209900.8770397;-33.981070128970906
1739209900.877052;-45.120503652039325
1739209900.8770645;-38.13080360867914
1739209900.8770769;-38.13080360867914
1739209900.8770893;-35.57807855764607
1739209900.8771017;-38.13080360867914
1739209900.877114;-38.13080360867914
1739209900.8771265;-45.120503652039325
1739209900.8771389;-33.981070128970906
1739209900.8771513;-45.120503652039325
1739209900.8771636;-45.120503652039325
1739209900.8771763;-45.120503652039325
1739209900.8771887;-33.981070128970906
1739209900.877201;-38.13080360867914
1739209900.8772135;-38.13080360867914
1739209900.8772259;-38.13080360867914
1739209900.8772383;-38.13080360867914
1739209900.8772507;-33.981070128970906
1739209900.877263;-38.13080360867914
1739209900.8772755;-45.120503652039325
1739209900.8772879;-45.120503652039325
1739209900.8773003;-38.13080360867914
1739209900.8773127;-45.120503652039325
1739209900.877325;-33.981070128970906
1739209900.8773377;-33.981070128970906
1739209900.87735;-38.13080360867914
1739209900.8773625;-38.13080360867914
1739209900.877375;-38.13080360867914
1739209900.8773873;-35.57807855764607
1739209900.8773997;-45.120503652039325
1739209900.877412;-33.981070128970906
1739209900.8774245;-32.816014438256545
1739209900.8774369;-28.992665084841942
1739209900.8774493;-32.816014438256545
1739209900.8774617;-38.13080360867914
1739209900.877474;-45.120503652039325
1739209900.8774867;-45.120503652039325
1739209900.877499;-33.981070128970906
1739209900.8775115;-45.120503652039325
1739209900.877524;-45.120503652039325
1739209900.8775363;-32.816014438256545
1739209900.8775487;-35.57807855764607
1739209900.877561;-45.120503652039325
1739209900.8775735;-45.120503652039325
1739209900.877586;-32.816014438256545
1739209900.8775983;-31.141103565318893
1739209900.8776107;-35.57807855764607
1739209900.877623;-38.13080360867914
1739209900.8776355;-38.13080360867914
1739209900.877648;-38.13080360867914
1739209900.8776605;-38.13080360867914
1739209900.877673;-45.120503652039325
1739209900.8776853;-45.120503652039325
1739209900.8776977;-38.13080360867914
1739209900.87771;-38.13080360867914
1739209900.8777225;-45.120503652039325
1739209900.877735;-35.57807855764607
1739209900.8777473;-35.57807855764607
1739209900.8777597;-45.120503652039325
1739209900.877772;-38.13080360867914
1739209900.8777845;-38.13080360867914
1739209900.877797;-33.981070128970906
1739209900.8778095;-38.13080360867914
1739209900.877822;-38.13080360867914
1739209900.8778343;-38.13080360867914
1739209900.8778467;-35.57807855764607
1739209900.877859;-38.13080360867914
1739209900.8778715;-45.120503652039325
1739209900.877884;-38.13080360867914
1739209900.8778963;-32.816014438256545
1739209900.8779087;-45.120503652039325
1739209900.877921;-45.120503652039325
1739209900.8779335;-33.981070128970906
1739209900.877946;-45.120503652039325
1739209900.8779583;-38.13080360867914
1739209900.877971;-45.120503652039325
1739209900.8779833;-38.13080360867914
1739209900.8779957;-38.13080360867914
1739209900.8780081;-38.13080360867914
1739209900.8780205;-45.120503652039325
1739209900.878033;-38.13080360867914
1739209900.8780453;-35.57807855764607
1739209900.8780577;-33.981070128970906
1739209900.87807;-38.13080360867914
1739209900.8780825;-38.13080360867914
1739209900.878095;-35.57807855764607
1739209900.8781073;-38.13080360867914
1739209900.8781197;-45.120503652039325
1739209900.8781323;-32.816014438256545
1739209900.8781447;-29.438486411369333
1739209900.8781571;-45.120503652039325
1739209900.8781695;-45.120503652039325
1739209900.878182;-45.120503652039325
1739209900.8781943;-35.57807855764607
1739209900.8782067;-45.120503652039325
1739209900.8782191;-45.120503652039325
1739209900.8782315;-38.13080360867914
1739209900.878244;-38.13080360867914
1739209900.8782563;-45.120503652039325
1739209900.8782687;-45.120503652039325
1739209900.878281;-33.981070128970906
1739209900.8782938;-38.13080360867914
1739209900.8783062;-33.981070128970906
1739209900.8783185;-45.120503652039325
1739209900.878331;-32.816014438256545
1739209900.8783433;-29.438486411369333
1739209900.8783557;-45.120503652039325
1739209900.8783681;-45.120503652039325
1739209900.8783805;-45.120503652039325
1739209900.878393;-38.13080360867914
1739209900.8784053;-45.120503652039325
1739209900.8784177;-45.120503652039325
1739209900.8784301;-45.120503652039325
1739209900.8784428;-45.120503652039325
1739209900.8784552;-45.120503652039325
1739209900.8784676;-38.13080360867914
1739209900.87848;-35.57807855764607
1739209900.8784924;-45.120503652039325
