CAN Message; 0x1bb:0000e9f3defbe61b
1739209719.7751157;-45.120503652039325
1739209719.7751212;-45.120503652039325
1739209719.7751267;-45.120503652039325
1739209719.7751322;-45.120503652039325
1739209719.7751377;-38.13080360867914
1739209719.7751434;-35.57807855764607
1739209719.7751489;-38.13080360867914
1739209719.7751544;-38.13080360867914
1739209719.7751598;-45.120503652039325
1739209719.7751653;-45.120503652039325
1739209719.775171;-38.13080360867914
1739209719.7751765;-35.57807855764607
1739209719.775182;-45.120503652039325
1739209719.7751875;-45.120503652039325
1739209719.775193;-45.120503652039325
1739209719.7751987;-32.816014438256545
1739209719.7752042;-38.13080360867914
1739209719.7752097;-45.120503652039325
1739209719.7752151;-45.120503652039325
1739209719.7752209;-45.120503652039325
1739209719.7752264;-45.120503652039325
1739209719.7752318;-45.120503652039325
1739209719.7752373;-38.13080360867914
1739209719.7752428;-38.13080360867914
1739209719.7752485;-45.120503652039325
1739209719.775254;-45.120503652039325
1739209719.7752595;-38.13080360867914
1739209719.775265;-35.57807855764607
1739209719.7752705;-45.120503652039325
1739209719.7752762;-45.120503652039325
1739209719.7752817;-38.13080360867914
1739209719.7752872;-25.252786309376837
1739209719.7752926;-31.141103565318915
1739209719.775298;-45.120503652039325
1739209719.7753038;-38.13080360867914
1739209719.7753093;-32.816014438256545
1739209719.7753148;-38.13080360867914
1739209719.7753203;-45.120503652039325
1739209719.7753258;-38.13080360867914
1739209719.7753315;-38.13080360867914
1739209719.775337;-38.13080360867914
1739209719.7753425;-45.120503652039325
1739209719.775348;-38.13080360867914
1739209719.7753534;-35.57807855764607
1739209719.7753592;-38.13080360867914
1739209719.7753646;-45.120503652039325
1739209719.7753701;-45.120503652039325
1739209719.7753756;-45.120503652039325
1739209719.7753813;-45.120503652039325
1739209719.7753868;-38.13080360867914
1739209719.7753923;-35.57807855764607
1739209719.7753978;-38.13080360867914
1739209719.7754033;-45.120503652039325
1739209719.775409;-38.13080360867914
1739209719.7754145;-45.120503652039325
1739209719.77542;-28.992665084841942
1739209719.7754254;-33.981070128970906
1739209719.775431;-45.120503652039325
1739209719.7754366;-38.13080360867914
1739209719.7754421;-32.816014438256545
1739209719.7754476;-35.57807855764607
1739209719.775453;-38.13080360867914
1739209719.7754586;-38.13080360867914
1739209719.7754643;-38.13080360867914
1739209719.7754698;-38.13080360867914
1739209719.7754753;-38.13080360867914
1739209719.7754807;-38.13080360867914
1739209719.7754862;-45.120503652039325
1739209719.775492;-45.120503652039325
1739209719.7754974;-45.120503652039325
1739209719.775503;-38.13080360867914
1739209719.7755084;-28.992665084841942
1739209719.775514;-31.141103565318915
1739209719.7755196;-38.13080360867914
1739209719.775525;-45.120503652039325
1739209719.7755306;-38.13080360867914
1739209719.775536;-35.57807855764607
1739209719.7755418;-35.57807855764607
1739209719.7755473;-38.13080360867914
1739209719.7755527;-38.13080360867914
1739209719.7755582;-38.13080360867914
1739209719.7755637;-45.120503652039325
1739209719.7755694;-38.13080360867914
1739209719.775575;-45.120503652039325
1739209719.7755804;-38.13080360867914
1739209719.775586;-35.57807855764607
1739209719.7755914;-38.13080360867914
1739209719.775597;-38.13080360867914
1739209719.7756026;-38.13080360867914
1739209719.775608;-45.120503652039325
1739209719.7756135;-38.13080360867914
1739209719.775619;-38.13080360867914
1739209719.7756248;-45.120503652039325
1739209719.7756302;-33.981070128970906
1739209719.7756357;-45.120503652039325
1739209719.7756412;-45.120503652039325
1739209719.7756467;-32.816014438256545
1739209719.7756524;-38.13080360867914
1739209719.775658;-45.120503652039325
1739209719.7756634;-45.120503652039325
1739209719.7756689;-31.141103565318915
1739209719.7756743;-35.57807855764607
1739209719.77568;-38.13080360867914
1739209719.7756855;-45.120503652039325
1739209719.775691;-38.13080360867914
1739209719.7756965;-33.981070128970906
1739209719.7757022;-38.13080360867914
1739209719.7757077;-38.13080360867914
1739209719.7757132;-45.120503652039325
1739209719.7757187;-33.981070128970906
1739209719.7757242;-45.120503652039325
1739209719.77573;-45.120503652039325
1739209719.7757354;-35.57807855764607
1739209719.7757409;-38.13080360867914
1739209719.7757463;-38.13080360867914
1739209719.7757518;-45.120503652039325
1739209719.7757576;-38.13080360867914
1739209719.775763;-45.120503652039325
1739209719.7757685;-45.120503652039325
1739209719.775774;-38.13080360867914
1739209719.7757795;-38.13080360867914
1739209719.7757852;-33.981070128970906
1739209719.7757907;-45.120503652039325
1739209719.7757962;-45.120503652039325
1739209719.7758017;-38.13080360867914
1739209719.7758071;-38.13080360867914
1739209719.7758129;-35.57807855764607
1739209719.7758183;-45.120503652039325
1739209719.7758238;-45.120503652039325
1739209719.7758293;-45.120503652039325
1739209719.7758348;-45.120503652039325
1739209719.7758405;-38.13080360867914
1739209719.775846;-38.13080360867914
1739209719.7758515;-45.120503652039325
1739209719.775857;-45.120503652039325
1739209719.7758627;-45.120503652039325
1739209719.7758682;-35.57807855764607
1739209719.7758737;-33.981070128970906
1739209719.7758791;-45.120503652039325
1739209719.7758846;-45.120503652039325
1739209719.7758904;-38.13080360867914
1739209719.7758958;-35.57807855764607
1739209719.7759013;-38.13080360867914
1739209719.7759068;-38.13080360867914
1739209719.7759123;-45.120503652039325
1739209719.775918;-45.120503652039325
1739209719.7759235;-45.120503652039325
1739209719.775929;-45.120503652039325
1739209719.7759345;-45.120503652039325
1739209719.77594;-45.120503652039325
1739209719.7759457;-38.13080360867914
1739209719.7759511;-45.120503652039325
1739209719.7759566;-38.13080360867914
1739209719.775962;-32.816014438256545
1739209719.7759676;-38.13080360867914
1739209719.7759733;-38.13080360867914
1739209719.7759788;-33.981070128970906
1739209719.7759843;-31.141103565318893
1739209719.7759898;-45.120503652039325
1739209719.7759953;-45.120503652039325
1739209719.776001;-45.120503652039325
1739209719.7760065;-45.120503652039325
1739209719.776012;-45.120503652039325
1739209719.7760174;-38.13080360867914
1739209719.7760231;-45.120503652039325
1739209719.7760286;-45.120503652039325
1739209719.776034;-38.13080360867914
1739209719.7760396;-38.13080360867914
1739209719.776045;-45.120503652039325
1739209719.7760508;-45.120503652039325
1739209719.7760563;-38.13080360867914
1739209719.7760618;-45.120503652039325
1739209719.7760673;-38.13080360867914
1739209719.7760727;-35.57807855764607
1739209719.7760785;-38.13080360867914
1739209719.776084;-45.120503652039325
1739209719.7760894;-33.981070128970906
1739209719.776095;-28.21854285175415
1739209719.7761004;-45.120503652039325
1739209719.776106;-45.120503652039325
1739209719.7761116;-38.13080360867914
1739209719.776117;-35.57807855764607
1739209719.7761226;-38.13080360867914
1739209719.776128;-32.816014438256545
1739209719.7761338;-45.120503652039325
1739209719.7761393;-45.120503652039325
1739209719.7761447;-38.13080360867914
1739209719.7761502;-35.57807855764607
1739209719.776156;-45.120503652039325
1739209719.7761614;-45.120503652039325
1739209719.776167;-38.13080360867914
1739209719.7761724;-45.120503652039325
1739209719.776178;-38.13080360867914
1739209719.7761836;-45.120503652039325
1739209719.776189;-45.120503652039325
1739209719.7761946;-45.120503652039325
1739209719.7762;-45.120503652039325
1739209719.7762055;-45.120503652039325
1739209719.7762113;-38.13080360867914
1739209719.7762167;-35.57807855764607
1739209719.7762222;-38.13080360867914
1739209719.7762277;-32.816014438256545
1739209719.7762332;-38.13080360867914
1739209719.776239;-30.49652367304973
1739209719.7762444;-33.981070128970906
1739209719.77625;-35.57807855764607
1739209719.7762554;-38.13080360867914
1739209719.7762609;-35.57807855764607
1739209719.7762666;-38.13080360867914
1739209719.776272;-33.981070128970956
1739209719.7762775;-38.13080360867914
1739209719.776283;-35.57807855764607
1739209719.7762885;-45.120503652039325
1739209719.7762942;-45.120503652039325
1739209719.7762997;-38.13080360867914
1739209719.7763052;-38.13080360867914
1739209719.7763107;-38.13080360867914
1739209719.7763164;-32.816014438256545
1739209719.776322;-45.120503652039325
1739209719.7763274;-45.120503652039325
1739209719.7763329;-38.13080360867914
1739209719.7763383;-45.120503652039325
1739209719.776344;-38.13080360867914
1739209719.7763495;-32.816014438256545
1739209719.776355;-38.13080360867914
1739209719.7763605;-38.13080360867914
1739209719.776366;-33.981070128970906
1739209719.7763717;-38.13080360867914
1739209719.7763772;-33.981070128970906
1739209719.7763827;-38.13080360867914
1739209719.7763882;-38.13080360867914
1739209719.7763937;-35.57807855764607
1739209719.7763994;-45.120503652039325
1739209719.7764049;-45.120503652039325
1739209719.7764103;-45.120503652039325
1739209719.7764158;-45.120503652039325
1739209719.7764213;-38.13080360867914
1739209719.776427;-45.120503652039325
1739209719.7764325;-38.13080360867914
1739209719.776438;-38.13080360867914
1739209719.7764435;-38.13080360867914
1739209719.776449;-38.13080360867914
1739209719.7764547;-45.120503652039325
1739209719.7764602;-35.57807855764607
1739209719.7764657;-38.13080360867914
1739209719.7764711;-45.120503652039325
1739209719.7764769;-45.120503652039325
1739209719.7764823;-45.120503652039325
1739209719.7764878;-45.120503652039325
1739209719.7764933;-45.120503652039325
1739209719.7764988;-38.13080360867914
1739209719.7765045;-45.120503652039325
1739209719.77651;-45.120503652039325
1739209719.7765155;-38.13080360867914
1739209719.776521;-45.120503652039325
1739209719.7765265;-45.120503652039325
1739209719.7765322;-38.13080360867914
1739209719.7765377;-45.120503652039325
1739209719.7765431;-31.14110356531892
1739209719.7765486;-45.120503652039325
1739209719.776554;-38.13080360867914
1739209719.7765598;-45.120503652039325
1739209719.7765653;-38.13080360867914
1739209719.7765708;-45.120503652039325
1739209719.7765763;-38.13080360867914
1739209719.7765818;-35.57807855764607
1739209719.7765875;-38.13080360867914
1739209719.776593;-45.120503652039325
1739209719.7765985;-45.120503652039325
1739209719.776604;-38.13080360867914
1739209719.7766094;-38.13080360867914
1739209719.7766151;-45.120503652039325
1739209719.7766206;-45.120503652039325
1739209719.776626;-45.120503652039325
1739209719.7766316;-33.981070128970906
1739209719.7766373;-38.13080360867914
1739209719.7766428;-38.13080360867914
1739209719.7766483;-35.57807855764607
1739209719.7766538;-45.120503652039325
1739209719.7766593;-45.120503652039325
1739209719.776665;-45.120503652039325
1739209719.7766705;-45.120503652039325
1739209719.776676;-33.981070128970906
1739209719.7766814;-38.13080360867914
1739209719.776687;-38.13080360867914
1739209719.7766926;-45.120503652039325
1739209719.776698;-38.13080360867914
1739209719.7767036;-45.120503652039325
1739209719.776709;-45.120503652039325
1739209719.7767146;-45.120503652039325
1739209719.7767203;-31.141103565318915
1739209719.7767258;-35.57807855764607
1739209719.7767313;-38.13080360867914
1739209719.7767367;-45.120503652039325
1739209719.7767422;-38.13080360867914
1739209719.776748;-38.13080360867914
1739209719.7767534;-45.120503652039325
1739209719.776759;-45.120503652039325
1739209719.7767644;-33.981070128970906
1739209719.7767699;-35.57807855764607
1739209719.7767756;-38.13080360867914
1739209719.776781;-45.120503652039325
1739209719.7767866;-38.13080360867914
1739209719.776792;-35.57807855764607
1739209719.7767978;-38.13080360867914
1739209719.7768033;-38.13080360867914
1739209719.7768087;-38.13080360867914
1739209719.7768142;-45.120503652039325
1739209719.7768197;-38.13080360867914
1739209719.7768254;-35.57807855764607
1739209719.776831;-38.13080360867914
1739209719.7768364;-32.816014438256545
1739209719.7768419;-38.13080360867914
1739209719.7768474;-45.120503652039325
1739209719.776853;-25.826314394896357
1739209719.7768586;-33.981070128970906
1739209719.776864;-45.120503652039325
1739209719.7768695;-45.120503652039325
1739209719.776875;-33.981070128970906
1739209719.7768807;-38.13080360867914
1739209719.7768862;-38.13080360867914
1739209719.7768917;-38.13080360867914
1739209719.7768972;-45.120503652039325
1739209719.7769027;-38.13080360867914
1739209719.7769084;-38.13080360867914
1739209719.776914;-45.120503652039325
1739209719.7769194;-38.13080360867914
1739209719.7769248;-38.13080360867914
1739209719.7769303;-38.13080360867914
1739209719.776936;-45.120503652039325
1739209719.7769415;-45.120503652039325
1739209719.776947;-38.13080360867914
1739209719.7769525;-38.13080360867914
1739209719.7769582;-45.120503652039325
1739209719.7769637;-38.13080360867914
1739209719.7769692;-35.57807855764607
1739209719.7769747;-45.120503652039325
1739209719.7769802;-45.120503652039325
1739209719.776986;-38.13080360867914
1739209719.7769914;-38.13080360867914
1739209719.7769969;-45.120503652039325
1739209719.7770023;-45.120503652039325
1739209719.7770078;-38.13080360867914
1739209719.7770135;-45.120503652039325
1739209719.777019;-33.981070128970906
1739209719.7770245;-45.120503652039325
1739209719.77703;-45.120503652039325
1739209719.7770355;-33.981070128970906
1739209719.7770412;-38.13080360867914
1739209719.7770467;-45.120503652039325
1739209719.7770522;-45.120503652039325
1739209719.7770576;-32.816014438256545
1739209719.7770631;-38.13080360867914
1739209719.7770689;-45.120503652039325
1739209719.7770743;-45.120503652039325
1739209719.7770798;-38.13080360867914
1739209719.7770853;-38.13080360867914
1739209719.7770908;-45.120503652039325
1739209719.7770965;-45.120503652039325
1739209719.777102;-45.120503652039325
1739209719.7771075;-45.120503652039325
1739209719.777113;-45.120503652039325
1739209719.7771187;-38.13080360867914
1739209719.7771242;-45.120503652039325
1739209719.7771297;-45.120503652039325
1739209719.7771351;-45.120503652039325
1739209719.7771406;-38.13080360867914
1739209719.7771463;-38.13080360867914
1739209719.7771518;-45.120503652039325
1739209719.7771573;-45.120503652039325
1739209719.7771628;-45.120503652039325
1739209719.7771683;-32.816014438256545
1739209719.777174;-38.13080360867914
1739209719.7771795;-45.120503652039325
1739209719.777185;-38.13080360867914
1739209719.7771904;-29.438486411369333
1739209719.777196;-33.981070128970956
1739209719.7772017;-27.267205301931607
1739209719.7772071;-25.826314394896357
1739209719.7772126;-38.13080360867914
1739209719.777218;-32.81601443825658
1739209719.7772236;-38.13080360867914
1739209719.7772293;-33.981070128970906
1739209719.7772348;-31.141103565318915
1739209719.7772403;-31.141103565318915
1739209719.7772458;-45.120503652039325
1739209719.7772512;-33.981070128970906
1739209719.777257;-33.981070128970956
1739209719.7772624;-29.438486411369333
1739209719.777268;-23.273589343863303
1739209719.7772734;-25.826314394896364
1739209719.7772791;-32.816014438256545
1739209719.7772846;-29.438486411369347
1739209719.77729;-45.120503652039325
1739209719.7772956;-28.992665084841942
1739209719.777301;-30.49652367304973
1739209719.7773068;-33.981070128970906
1739209719.7773123;-35.57807855764607
1739209719.7773178;-33.981070128970906
1739209719.7773232;-28.21854285175415
1739209719.7773287;-33.981070128970906
1739209719.7773345;-23.273589343863303
1739209719.77734;-24.15140352195873
1739209719.7773454;-38.13080360867914
1739209719.777351;-38.13080360867914
1739209719.7773564;-26.487275050834715
1739209719.777362;-31.141103565318915
1739209719.7773676;-45.120503652039325
1739209719.777373;-33.981070128970906
1739209719.7773786;-45.120503652039325
1739209719.777384;-38.13080360867914
1739209719.7773898;-38.13080360867914
1739209719.7773952;-38.13080360867914
1739209719.7774007;-27.877744956031417
1739209719.7774062;-22.264930561961556
1739209719.777412;-24.151403521958727
1739209719.7774174;-31.141103565318915
1739209719.777423;-24.151403521958727
1739209719.7774284;-38.13080360867914
1739209719.7774339;-38.13080360867914
1739209719.7774396;-30.49652367304973
1739209719.777445;-45.120503652039325
1739209719.7774506;-38.13080360867914
1739209719.777456;-45.120503652039325
1739209719.7774615;-33.981070128970906
1739209719.7774673;-26.991370085610754
1739209719.7774727;-25.62660358559016
1739209719.7774782;-28.992665084841942
1739209719.7774837;-33.981070128970906
1739209719.7774892;-38.13080360867914
1739209719.777495;-33.981070128970906
1739209719.7775004;-35.57807855764607
1739209719.7775059;-33.981070128970906
1739209719.7775114;-35.57807855764607
1739209719.7775168;-45.120503652039325
1739209719.7775226;-38.13080360867914
1739209719.777528;-35.57807855764607
1739209719.7775335;-27.8777449560314
1739209719.777539;-24.15140352195873
1739209719.7775445;-24.151403521958734
1739209719.7775502;-30.49652367304973
1739209719.7775557;-30.49652367304973
1739209719.7775612;-32.816014438256545
1739209719.7775667;-31.141103565318915
1739209719.7775724;-28.58837851428586
1739209719.7775779;-33.981070128970906
1739209719.7775834;-33.981070128970906
1739209719.7775888;-32.816014438256545
1739209719.7775943;-28.992665084841942
1739209719.7776;-38.13080360867914
1739209719.7776055;-22.54371790334745
1739209719.777611;-21.676580915188183
1739209719.7776165;-28.992665084841967
1739209719.777622;-35.57807855764607
1739209719.7776277;-32.816014438256545
1739209719.7776332;-31.141103565318915
1739209719.7776387;-28.992665084841942
1739209719.7776442;-38.13080360867914
1739209719.7776496;-38.13080360867914
1739209719.7776554;-38.13080360867914
1739209719.7776608;-45.120503652039325
1739209719.7776663;-31.141103565318915
1739209719.7776718;-24.151403521958727
1739209719.7776773;-23.273589343863303
1739209719.777683;-30.49652367304976
1739209719.7776885;-31.141103565318915
1739209719.777694;-31.141103565318915
1739209719.7776995;-31.141103565318915
1739209719.777705;-45.120503652039325
1739209719.7777107;-33.981070128970906
1739209719.7777162;-38.13080360867914
1739209719.7777216;-33.981070128970906
1739209719.7777271;-31.141103565318893
1739209719.7777328;-33.981070128970906
1739209719.7777383;-32.816014438256545
1739209719.7777438;-21.522148828640407
1739209719.7777493;-26.487275050834725
1739209719.7777548;-38.13080360867914
1739209719.7777605;-24.589719217205094
1739209719.777766;-30.49652367304973
1739209719.7777715;-45.120503652039325
1739209719.777777;-45.120503652039325
1739209719.7777824;-45.120503652039325
1739209719.7777882;-38.13080360867914
1739209719.7777936;-30.49652367304973
1739209719.7777991;-33.981070128970906
1739209719.7778046;-45.120503652039325
1739209719.77781;-38.13080360867914
1739209719.7778158;-35.57807855764607
1739209719.7778213;-38.13080360867914
1739209719.7778268;-38.13080360867914
1739209719.7778323;-35.57807855764607
1739209719.7778378;-38.13080360867914
1739209719.7778435;-45.120503652039325
1739209719.777849;-38.13080360867914
1739209719.7778544;-35.57807855764607
1739209719.77786;-38.13080360867914
1739209719.7778654;-45.120503652039325
1739209719.7778711;-38.13080360867914
1739209719.7778766;-35.57807855764607
1739209719.777882;-45.120503652039325
1739209719.7778876;-45.120503652039325
1739209719.7778933;-38.13080360867914
1739209719.7778988;-32.816014438256545
1739209719.7779043;-38.13080360867914
1739209719.7779098;-45.120503652039325
1739209719.7779152;-38.13080360867914
1739209719.777921;-38.13080360867914
1739209719.7779264;-32.816014438256545
1739209719.777932;-28.58837851428586
1739209719.7779374;-45.120503652039325
1739209719.777943;-38.13080360867914
1739209719.7779486;-38.13080360867914
1739209719.777954;-45.120503652039325
1739209719.7779596;-38.13080360867914
1739209719.777965;-38.13080360867914
1739209719.7779706;-35.57807855764607
1739209719.7779763;-38.13080360867914
1739209719.7779818;-35.57807855764607
1739209719.7779872;-38.13080360867914
1739209719.7779927;-38.13080360867914
1739209719.7779982;-45.120503652039325
1739209719.778004;-31.141103565318915
1739209719.7780094;-32.816014438256545
1739209719.778015;-38.13080360867914
1739209719.7780204;-32.816014438256545
1739209719.7780259;-38.13080360867914
1739209719.7780316;-45.120503652039325
1739209719.778037;-38.13080360867914
1739209719.7780426;-38.13080360867914
1739209719.778048;-45.120503652039325
1739209719.7780538;-32.816014438256545
1739209719.7780592;-45.120503652039325
1739209719.7780647;-45.120503652039325
1739209719.7780702;-45.120503652039325
1739209719.7780757;-45.120503652039325
1739209719.7780814;-38.13080360867914
1739209719.778087;-45.120503652039325
1739209719.7780924;-45.120503652039325
1739209719.7780979;-38.13080360867914
1739209719.7781034;-45.120503652039325
1739209719.778109;-45.120503652039325
1739209719.7781146;-38.13080360867914
1739209719.77812;-45.120503652039325
1739209719.7781255;-45.120503652039325
1739209719.778131;-45.120503652039325
1739209719.7781367;-35.57807855764607
1739209719.7781422;-38.13080360867914
1739209719.7781477;-38.13080360867914
1739209719.7781532;-28.21854285175415
1739209719.7781587;-45.120503652039325
1739209719.7781644;-45.120503652039325
1739209719.7781699;-33.981070128970906
1739209719.7781754;-38.13080360867914
1739209719.7781808;-45.120503652039325
1739209719.7781863;-45.120503652039325
1739209719.778192;-45.120503652039325
1739209719.7781975;-45.120503652039325
1739209719.778203;-38.13080360867914
1739209719.7782085;-45.120503652039325
