CAN Message; 0x1b8:030064e47c9b88f7
1739209705.4137583;-38.13080360867914
1739209705.4137716;-38.13080360867914
1739209705.413785;-45.120503652039325
1739209705.4137983;-45.120503652039325
1739209705.4138117;-38.13080360867914
1739209705.413825;-35.57807855764607
1739209705.4138384;-38.13080360867914
1739209705.4138517;-38.13080360867914
1739209705.413865;-38.13080360867914
1739209705.4138784;-45.120503652039325
1739209705.4138918;-38.13080360867914
1739209705.4139051;-35.57807855764607
1739209705.4139185;-38.13080360867914
1739209705.4139318;-45.120503652039325
1739209705.4139452;-38.13080360867914
1739209705.4139585;-45.120503652039325
1739209705.413972;-45.120503652039325
1739209705.4139853;-45.120503652039325
1739209705.4139986;-38.13080360867914
1739209705.414012;-35.57807855764607
1739209705.4140253;-38.13080360867914
1739209705.4140387;-45.120503652039325
1739209705.414052;-45.120503652039325
1739209705.4140654;-45.120503652039325
1739209705.4140787;-32.816014438256545
1739209705.414092;-38.13080360867914
1739209705.4141054;-38.13080360867914
1739209705.4141188;-38.13080360867914
1739209705.414132;-45.120503652039325
1739209705.4141455;-32.816014438256545
1739209705.4141588;-45.120503652039325
1739209705.4141722;-45.120503652039325
1739209705.4141855;-45.120503652039325
1739209705.4141989;-45.120503652039325
1739209705.4142122;-38.13080360867914
1739209705.4142256;-45.120503652039325
1739209705.414239;-33.981070128970906
1739209705.4142523;-45.120503652039325
1739209705.4142656;-33.981070128970906
1739209705.414279;-45.120503652039325
1739209705.4142923;-35.57807855764607
1739209705.4143057;-32.816014438256545
1739209705.414319;-38.13080360867914
1739209705.4143324;-38.13080360867914
1739209705.4143457;-45.120503652039325
1739209705.414359;-35.57807855764607
1739209705.4143724;-45.120503652039325
1739209705.4143858;-45.120503652039325
1739209705.4143991;-45.120503652039325
1739209705.4144125;-45.120503652039325
1739209705.4144258;-45.120503652039325
1739209705.4144392;-35.57807855764607
1739209705.4144526;-45.120503652039325
1739209705.414466;-45.120503652039325
1739209705.4144793;-38.13080360867914
1739209705.4144926;-45.120503652039325
1739209705.414506;-45.120503652039325
1739209705.4145193;-45.120503652039325
1739209705.414533;-45.120503652039325
1739209705.4145463;-45.120503652039325
1739209705.4145596;-38.13080360867914
1739209705.414573;-38.13080360867914
1739209705.4145863;-45.120503652039325
1739209705.4145997;-45.120503652039325
1739209705.414613;-35.57807855764607
1739209705.4146264;-26.991370085610736
1739209705.4146397;-38.13080360867914
1739209705.414653;-45.120503652039325
1739209705.4146664;-33.981070128970906
1739209705.4146798;-29.438486411369333
1739209705.414693;-38.13080360867914
1739209705.4147065;-38.13080360867914
1739209705.4147198;-45.120503652039325
1739209705.4147332;-45.120503652039325
1739209705.4147465;-45.120503652039325
1739209705.4147599;-45.120503652039325
1739209705.4147732;-38.13080360867914
1739209705.4147866;-38.13080360867914
1739209705.4148;-38.13080360867914
1739209705.4148133;-45.120503652039325
1739209705.4148266;-45.120503652039325
1739209705.41484;-45.120503652039325
1739209705.4148533;-38.13080360867914
1739209705.4148667;-38.13080360867914
1739209705.41488;-38.13080360867914
1739209705.4148934;-45.120503652039325
1739209705.4149067;-45.120503652039325
1739209705.41492;-45.120503652039325
1739209705.4149334;-45.120503652039325
1739209705.4149468;-33.981070128970906
1739209705.4149601;-38.13080360867914
1739209705.4149735;-45.120503652039325
1739209705.4149868;-45.120503652039325
1739209705.4150002;-35.57807855764607
1739209705.4150136;-38.13080360867914
1739209705.415027;-38.13080360867914
1739209705.4150403;-38.13080360867914
1739209705.4150536;-33.981070128970956
1739209705.415067;-45.120503652039325
1739209705.4150803;-38.13080360867914
1739209705.4150937;-45.120503652039325
1739209705.415107;-45.120503652039325
1739209705.4151204;-38.13080360867914
1739209705.4151337;-38.13080360867914
1739209705.415147;-38.13080360867914
1739209705.4151604;-30.49652367304973
1739209705.4151738;-35.57807855764607
1739209705.4151871;-38.13080360867914
1739209705.4152005;-45.120503652039325
1739209705.4152138;-38.13080360867914
1739209705.4152272;-45.120503652039325
1739209705.4152405;-45.120503652039325
1739209705.4152539;-45.120503652039325
1739209705.4152672;-38.13080360867914
1739209705.4152806;-45.120503652039325
1739209705.415294;-45.120503652039325
1739209705.4153073;-38.13080360867914
1739209705.4153206;-32.816014438256545
1739209705.4153342;-38.13080360867914
1739209705.4153476;-45.120503652039325
1739209705.415361;-38.13080360867914
1739209705.4153743;-38.13080360867914
1739209705.4153876;-38.13080360867914
1739209705.415401;-45.120503652039325
1739209705.4154143;-38.13080360867914
1739209705.4154277;-38.13080360867914
1739209705.415441;-45.120503652039325
1739209705.4154544;-45.120503652039325
1739209705.4154677;-38.13080360867914
1739209705.415481;-38.13080360867914
1739209705.4154944;-35.57807855764607
1739209705.4155078;-45.120503652039325
1739209705.4155211;-38.13080360867914
1739209705.4155345;-38.13080360867914
1739209705.4155478;-33.981070128970906
1739209705.4155612;-45.120503652039325
1739209705.4155746;-45.120503652039325
1739209705.415588;-45.120503652039325
1739209705.4156013;-45.120503652039325
1739209705.4156146;-45.120503652039325
1739209705.415628;-45.120503652039325
1739209705.4156413;-45.120503652039325
1739209705.4156547;-38.13080360867914
1739209705.415668;-38.13080360867914
1739209705.4156814;-33.981070128970906
1739209705.4156947;-38.13080360867914
1739209705.415708;-38.13080360867914
1739209705.4157214;-45.120503652039325
1739209705.4157348;-38.13080360867914
1739209705.4157481;-38.13080360867914
1739209705.4157615;-38.13080360867914
1739209705.4157748;-45.120503652039325
1739209705.4157882;-38.13080360867914
1739209705.4158015;-45.120503652039325
1739209705.4158149;-38.13080360867914
1739209705.4158282;-45.120503652039325
1739209705.4158416;-38.13080360867914
1739209705.415855;-33.981070128970906
1739209705.4158683;-31.141103565318915
1739209705.4158816;-45.120503652039325
1739209705.415895;-45.120503652039325
1739209705.4159083;-31.141103565318893
1739209705.4159217;-33.981070128970906
1739209705.415935;-45.120503652039325
1739209705.4159484;-45.120503652039325
1739209705.4159617;-45.120503652039325
1739209705.415975;-45.120503652039325
1739209705.4159884;-45.120503652039325
1739209705.4160018;-38.13080360867914
1739209705.4160151;-45.120503652039325
1739209705.4160285;-33.981070128970906
1739209705.4160419;-38.13080360867914
1739209705.4160552;-45.120503652039325
1739209705.4160686;-38.13080360867914
1739209705.416082;-35.57807855764607
1739209705.4160953;-38.13080360867914
1739209705.4161086;-38.13080360867914
1739209705.416122;-38.13080360867914
1739209705.4161355;-38.13080360867914
1739209705.416149;-38.13080360867914
1739209705.4161623;-45.120503652039325
1739209705.4161756;-38.13080360867914
1739209705.416189;-33.981070128970906
1739209705.4162023;-45.120503652039325
1739209705.4162157;-38.13080360867914
1739209705.416229;-32.816014438256545
1739209705.4162424;-33.981070128970906
1739209705.4162557;-38.13080360867914
1739209705.416269;-38.13080360867914
1739209705.4162824;-35.57807855764607
1739209705.4162958;-45.120503652039325
1739209705.416309;-38.13080360867914
1739209705.4163225;-35.57807855764607
1739209705.4163358;-45.120503652039325
1739209705.4163492;-33.981070128970906
1739209705.4163625;-38.13080360867914
1739209705.4163759;-45.120503652039325
1739209705.4163892;-45.120503652039325
1739209705.4164026;-45.120503652039325
1739209705.416416;-38.13080360867914
1739209705.4164293;-45.120503652039325
1739209705.4164426;-45.120503652039325
1739209705.416456;-35.57807855764607
1739209705.4164693;-38.13080360867914
1739209705.4164827;-38.13080360867914
1739209705.416496;-45.120503652039325
1739209705.4165094;-45.120503652039325
1739209705.4165227;-38.13080360867914
1739209705.416536;-38.13080360867914
1739209705.4165494;-45.120503652039325
1739209705.4165628;-28.992665084841942
1739209705.4165761;-30.49652367304973
1739209705.4165895;-38.13080360867914
1739209705.4166028;-38.13080360867914
1739209705.4166162;-38.13080360867914
1739209705.4166296;-38.13080360867914
1739209705.416643;-38.13080360867914
1739209705.4166563;-38.13080360867914
1739209705.4166696;-38.13080360867914
1739209705.416683;-45.120503652039325
1739209705.4166963;-38.13080360867914
1739209705.4167097;-45.120503652039325
1739209705.416723;-38.13080360867914
1739209705.4167364;-35.57807855764607
1739209705.4167497;-45.120503652039325
1739209705.416763;-35.57807855764607
1739209705.4167764;-38.13080360867914
1739209705.4167898;-45.120503652039325
1739209705.4168031;-38.13080360867914
1739209705.4168165;-38.13080360867914
1739209705.4168298;-45.120503652039325
1739209705.4168432;-45.120503652039325
1739209705.4168565;-33.981070128970906
1739209705.4168699;-45.120503652039325
1739209705.4168832;-31.141103565318915
1739209705.4168966;-28.58837851428586
1739209705.41691;-38.13080360867914
1739209705.4169233;-38.13080360867914
1739209705.4169369;-35.57807855764607
1739209705.4169502;-38.13080360867914
1739209705.4169636;-38.13080360867914
1739209705.416977;-35.57807855764607
1739209705.4169903;-45.120503652039325
1739209705.4170036;-38.13080360867914
1739209705.417017;-38.13080360867914
1739209705.4170303;-35.57807855764607
1739209705.4170437;-38.13080360867914
1739209705.417057;-38.13080360867914
1739209705.4170704;-35.57807855764607
1739209705.4170837;-38.13080360867914
1739209705.417097;-32.816014438256545
1739209705.4171104;-33.981070128970906
1739209705.4171238;-38.13080360867914
1739209705.4171371;-35.57807855764607
1739209705.4171505;-35.57807855764607
1739209705.4171638;-45.120503652039325
1739209705.4171772;-45.120503652039325
1739209705.4171906;-45.120503652039325
1739209705.417204;-45.120503652039325
1739209705.4172173;-45.120503652039325
1739209705.4172306;-45.120503652039325
1739209705.417244;-45.120503652039325
1739209705.4172573;-33.981070128970906
1739209705.4172707;-32.816014438256545
1739209705.417284;-38.13080360867914
1739209705.4172974;-38.13080360867914
1739209705.4173107;-38.13080360867914
1739209705.417324;-45.120503652039325
1739209705.4173374;-38.13080360867914
1739209705.4173508;-35.57807855764607
1739209705.4173641;-45.120503652039325
1739209705.4173775;-33.981070128970906
1739209705.4173908;-33.981070128970906
1739209705.4174042;-45.120503652039325
1739209705.4174175;-38.13080360867914
1739209705.4174309;-38.13080360867914
1739209705.4174442;-38.13080360867914
1739209705.4174576;-45.120503652039325
1739209705.417471;-38.13080360867914
1739209705.4174843;-45.120503652039325
1739209705.4174976;-45.120503652039325
1739209705.417511;-45.120503652039325
1739209705.4175243;-38.13080360867914
1739209705.4175377;-35.57807855764607
1739209705.417551;-35.57807855764607
1739209705.4175644;-45.120503652039325
1739209705.4175777;-45.120503652039325
1739209705.417591;-45.120503652039325
1739209705.4176044;-35.57807855764607
1739209705.4176178;-35.57807855764607
1739209705.4176311;-38.13080360867914
1739209705.4176445;-45.120503652039325
1739209705.4176579;-45.120503652039325
1739209705.4176712;-45.120503652039325
1739209705.4176846;-38.13080360867914
1739209705.417698;-45.120503652039325
1739209705.4177113;-38.13080360867914
1739209705.4177246;-38.13080360867914
1739209705.417738;-35.57807855764607
1739209705.4177516;-35.57807855764607
1739209705.417765;-45.120503652039325
1739209705.4177783;-38.13080360867914
1739209705.4177916;-45.120503652039325
1739209705.417805;-32.816014438256545
1739209705.4178183;-45.120503652039325
1739209705.4178317;-45.120503652039325
1739209705.417845;-33.981070128970906
1739209705.4178584;-33.981070128970906
1739209705.4178717;-31.141103565318915
1739209705.417885;-45.120503652039325
1739209705.4178984;-38.13080360867914
1739209705.4179118;-32.816014438256545
1739209705.4179251;-33.981070128970906
1739209705.4179385;-38.13080360867914
1739209705.4179518;-45.120503652039325
1739209705.4179652;-45.120503652039325
1739209705.4179785;-45.120503652039325
1739209705.4179919;-45.120503652039325
1739209705.4180052;-38.13080360867914
1739209705.4180186;-38.13080360867914
1739209705.418032;-45.120503652039325
1739209705.4180453;-38.13080360867914
1739209705.4180586;-45.120503652039325
1739209705.418072;-45.120503652039325
1739209705.4180853;-38.13080360867914
1739209705.4180987;-35.57807855764607
1739209705.418112;-38.13080360867914
1739209705.4181254;-45.120503652039325
1739209705.4181387;-38.13080360867914
1739209705.418152;-38.13080360867914
1739209705.4181654;-45.120503652039325
1739209705.4181788;-38.13080360867914
1739209705.4181921;-33.981070128970906
1739209705.4182055;-35.57807855764607
1739209705.4182189;-38.13080360867914
1739209705.4182322;-45.120503652039325
1739209705.4182456;-45.120503652039325
1739209705.418259;-35.57807855764607
1739209705.4182723;-38.13080360867914
1739209705.4182856;-45.120503652039325
1739209705.418299;-28.58837851428586
1739209705.4183123;-45.120503652039325
1739209705.4183257;-45.120503652039325
1739209705.418339;-38.13080360867914
1739209705.4183524;-45.120503652039325
1739209705.4183657;-38.13080360867914
1739209705.418379;-38.13080360867914
1739209705.4183924;-38.13080360867914
1739209705.4184058;-30.49652367304973
1739209705.4184191;-45.120503652039325
1739209705.4184325;-38.13080360867914
1739209705.4184458;-38.13080360867914
1739209705.4184592;-38.13080360867914
1739209705.4184725;-35.57807855764607
1739209705.4184859;-38.13080360867914
1739209705.4184992;-45.120503652039325
1739209705.4185126;-28.992665084841942
1739209705.418526;-31.141103565318893
1739209705.4185393;-38.13080360867914
1739209705.4185529;-45.120503652039325
1739209705.4185662;-33.981070128970906
1739209705.4185796;-35.57807855764607
1739209705.418593;-38.13080360867914
1739209705.4186063;-45.120503652039325
1739209705.4186196;-38.13080360867914
1739209705.418633;-45.120503652039325
1739209705.4186463;-45.120503652039325
1739209705.4186597;-38.13080360867914
1739209705.418673;-38.13080360867914
1739209705.4186864;-45.120503652039325
1739209705.4186997;-45.120503652039325
1739209705.418713;-38.13080360867914
1739209705.4187264;-45.120503652039325
1739209705.4187398;-45.120503652039325
1739209705.4187531;-45.120503652039325
1739209705.4187665;-38.13080360867914
1739209705.4187799;-38.13080360867914
1739209705.4187932;-45.120503652039325
1739209705.4188066;-35.57807855764607
1739209705.41882;-45.120503652039325
1739209705.4188333;-28.992665084841942
1739209705.4188466;-32.816014438256545
1739209705.41886;-38.13080360867914
1739209705.4188733;-45.120503652039325
1739209705.4188867;-33.981070128970906
1739209705.4189;-45.120503652039325
1739209705.4189134;-38.13080360867914
1739209705.4189267;-38.13080360867914
1739209705.41894;-30.49652367304973
1739209705.4189534;-45.120503652039325
1739209705.4189668;-38.13080360867914
1739209705.4189801;-38.13080360867914
1739209705.4189935;-35.57807855764607
1739209705.4190068;-35.57807855764607
1739209705.4190202;-38.13080360867914
1739209705.4190335;-35.57807855764607
1739209705.4190469;-38.13080360867914
1739209705.4190602;-45.120503652039325
1739209705.4190736;-38.13080360867914
1739209705.419087;-45.120503652039325
1739209705.4191003;-45.120503652039325
1739209705.4191136;-45.120503652039325
1739209705.419127;-45.120503652039325
1739209705.4191403;-45.120503652039325
1739209705.4191537;-35.57807855764607
1739209705.419167;-38.13080360867914
1739209705.4191804;-45.120503652039325
1739209705.4191937;-38.13080360867914
1739209705.419207;-35.57807855764607
1739209705.4192204;-45.120503652039325
1739209705.4192338;-45.120503652039325
1739209705.4192472;-38.13080360867914
1739209705.4192605;-45.120503652039325
1739209705.4192739;-38.13080360867914
1739209705.4192872;-38.13080360867914
1739209705.4193006;-38.13080360867914
1739209705.419314;-45.120503652039325
1739209705.4193273;-45.120503652039325
1739209705.4193406;-45.120503652039325
1739209705.4193542;-45.120503652039325
1739209705.4193676;-38.13080360867914
1739209705.419381;-38.13080360867914
1739209705.4193943;-45.120503652039325
1739209705.4194076;-45.120503652039325
1739209705.419421;-38.13080360867914
1739209705.4194343;-38.13080360867914
1739209705.4194477;-45.120503652039325
1739209705.419461;-45.120503652039325
1739209705.4194744;-45.120503652039325
1739209705.4194877;-45.120503652039325
1739209705.419501;-45.120503652039325
1739209705.4195144;-45.120503652039325
1739209705.4195278;-38.13080360867914
1739209705.4195411;-38.13080360867914
1739209705.4195545;-45.120503652039325
1739209705.4195678;-45.120503652039325
1739209705.4195812;-38.13080360867914
1739209705.4195945;-32.816014438256545
1739209705.4196079;-38.13080360867914
1739209705.4196212;-45.120503652039325
1739209705.4196346;-45.120503652039325
1739209705.419648;-38.13080360867914
1739209705.4196613;-35.57807855764607
1739209705.4196746;-45.120503652039325
1739209705.419688;-38.13080360867914
1739209705.4197013;-45.120503652039325
1739209705.4197147;-45.120503652039325
1739209705.419728;-45.120503652039325
1739209705.4197414;-35.57807855764607
1739209705.4197547;-38.13080360867914
1739209705.419768;-45.120503652039325
1739209705.4197814;-38.13080360867914
1739209705.4197948;-38.13080360867914
1739209705.4198081;-32.816014438256545
1739209705.4198215;-33.981070128970906
1739209705.4198349;-45.120503652039325
1739209705.4198482;-45.120503652039325
1739209705.4198616;-38.13080360867914
1739209705.419875;-35.57807855764607
1739209705.4198883;-45.120503652039325
1739209705.4199016;-45.120503652039325
1739209705.419915;-45.120503652039325
1739209705.4199283;-45.120503652039325
1739209705.4199417;-35.57807855764607
1739209705.419955;-38.13080360867914
1739209705.4199684;-45.120503652039325
1739209705.4199817;-45.120503652039325
1739209705.419995;-45.120503652039325
1739209705.4200084;-45.120503652039325
1739209705.4200218;-38.13080360867914
1739209705.4200351;-45.120503652039325
1739209705.4200485;-45.120503652039325
1739209705.4200618;-45.120503652039325
1739209705.4200752;-32.816014438256545
1739209705.4200885;-38.13080360867914
1739209705.420102;-45.120503652039325
1739209705.4201152;-45.120503652039325
1739209705.4201286;-33.981070128970906
1739209705.420142;-33.981070128970906
1739209705.4201555;-45.120503652039325
1739209705.4201689;-38.13080360867914
1739209705.4201822;-45.120503652039325
1739209705.4201956;-45.120503652039325
1739209705.420209;-45.120503652039325
1739209705.4202223;-45.120503652039325
1739209705.4202356;-33.981070128970906
1739209705.420249;-35.57807855764607
1739209705.4202623;-45.120503652039325
1739209705.4202757;-45.120503652039325
1739209705.420289;-38.13080360867914
1739209705.4203024;-38.13080360867914
1739209705.4203157;-38.13080360867914
1739209705.420329;-38.13080360867914
1739209705.4203424;-32.816014438256545
1739209705.4203558;-28.992665084841942
1739209705.4203691;-45.120503652039325
1739209705.4203825;-45.120503652039325
1739209705.4203959;-33.981070128970906
1739209705.4204092;-33.981070128970906
1739209705.4204226;-38.13080360867914
1739209705.420436;-38.13080360867914
1739209705.4204493;-38.13080360867914
1739209705.4204626;-45.120503652039325
1739209705.420476;-45.120503652039325
1739209705.4204893;-45.120503652039325
1739209705.4205027;-45.120503652039325
1739209705.420516;-38.13080360867914
1739209705.4205294;-38.13080360867914
1739209705.4205427;-45.120503652039325
1739209705.420556;-38.13080360867914
1739209705.420558;-38.13080360867914
1739209705.42056;-45.120503652039325
1739209705.420562;-45.120503652039325
1739209705.420564;-45.120503652039325
1739209705.4205658;-45.120503652039325
1739209705.4205678;-45.120503652039325
1739209705.4205697;-38.13080360867914
1739209705.4205716;-38.13080360867914
1739209705.4205737;-33.981070128970906
1739209705.4205756;-45.120503652039325
1739209705.4205775;-38.13080360867914
1739209705.4205794;-45.120503652039325
1739209705.4205813;-33.981070128970906
1739209705.4205832;-38.13080360867914
1739209705.4205854;-38.13080360867914
1739209705.4205873;-33.981070128970906
1739209705.4205892;-35.57807855764607
1739209705.420591;-45.120503652039325
1739209705.420593;-38.13080360867914
1739209705.420595;-38.13080360867914
1739209705.420597;-45.120503652039325
1739209705.420599;-38.13080360867914
1739209705.420601;-38.13080360867914
1739209705.4206028;-38.13080360867914
1739209705.4206047;-33.981070128970906
1739209705.4206066;-45.120503652039325
1739209705.4206088;-45.120503652039325
1739209705.4206107;-45.120503652039325
1739209705.4206126;-38.13080360867914
1739209705.4206145;-35.57807855764607
1739209705.4206164;-38.13080360867914
1739209705.4206185;-45.120503652039325
1739209705.4206204;-33.981070128970906
1739209705.4206223;-32.816014438256545
1739209705.4206243;-45.120503652039325
1739209705.4206262;-45.120503652039325
1739209705.420628;-33.981070128970906
1739209705.4206302;-38.13080360867914
1739209705.4206321;-45.120503652039325
1739209705.420634;-35.57807855764607
1739209705.420636;-38.13080360867914
1739209705.4206378;-45.120503652039325
1739209705.4206398;-38.13080360867914
1739209705.420642;-33.981070128970906
1739209705.4206438;-45.120503652039325
1739209705.4206457;-45.120503652039325
1739209705.4206476;-33.981070128970906
1739209705.4206495;-35.57807855764607
1739209705.4206514;-33.981070128970906
1739209705.4206536;-45.120503652039325
1739209705.4206555;-38.13080360867914
1739209705.4206574;-38.13080360867914
1739209705.4206593;-32.816014438256545
1739209705.4206612;-38.13080360867914
1739209705.4206634;-45.120503652039325
1739209705.4206653;-35.57807855764607
1739209705.4206672;-38.13080360867914
1739209705.420669;-45.120503652039325
1739209705.420671;-45.120503652039325
1739209705.420673;-45.120503652039325
1739209705.420675;-38.13080360867914
1739209705.420677;-35.57807855764607
1739209705.4206789;-38.13080360867914
1739209705.4206808;-45.120503652039325
1739209705.4206827;-38.13080360867914
1739209705.4206846;-45.120503652039325
1739209705.4206867;-45.120503652039325
1739209705.4206886;-45.120503652039325
1739209705.4206905;-33.981070128970906
1739209705.4206924;-38.13080360867914
1739209705.4206944;-45.120503652039325
1739209705.4206963;-45.120503652039325
1739209705.4206984;-35.57807855764607
1739209705.4207003;-29.438486411369333
1739209705.4207022;-38.13080360867914
1739209705.4207041;-45.120503652039325
1739209705.420706;-38.13080360867914
1739209705.420708;-35.57807855764607
1739209705.42071;-38.13080360867914
1739209705.420712;-45.120503652039325
1739209705.420714;-45.120503652039325
1739209705.4207158;-45.120503652039325
1739209705.4207177;-45.120503652039325
1739209705.4207199;-38.13080360867914
1739209705.4207218;-38.13080360867914
1739209705.4207237;-45.120503652039325
1739209705.4207256;-38.13080360867914
1739209705.4207275;-45.120503652039325
1739209705.4207294;-38.13080360867914
1739209705.4207315;-45.120503652039325
1739209705.4207335;-45.120503652039325
1739209705.4207354;-33.981070128970906
1739209705.4207373;-32.816014438256545
1739209705.4207392;-35.57807855764607
1739209705.420741;-33.981070128970906
1739209705.4207432;-45.120503652039325
1739209705.4207451;-35.57807855764607
1739209705.420747;-32.816014438256545
1739209705.420749;-45.120503652039325
1739209705.4207509;-45.120503652039325
1739209705.4207528;-45.120503652039325
1739209705.420755;-33.981070128970906
1739209705.4207568;-45.120503652039325
1739209705.4207587;-35.57807855764607
1739209705.4207606;-38.13080360867914
1739209705.4207625;-45.120503652039325
1739209705.4207644;-45.120503652039325
1739209705.4207666;-45.120503652039325
1739209705.4207685;-45.120503652039325
1739209705.4207704;-45.120503652039325
1739209705.4207723;-45.120503652039325
1739209705.4207742;-45.120503652039325
1739209705.4207764;-35.57807855764607
1739209705.4207783;-28.21854285175415
1739209705.4207802;-38.13080360867914
1739209705.420782;-35.57807855764607
1739209705.420784;-35.57807855764607
1739209705.420786;-35.57807855764607
1739209705.420788;-38.13080360867914
1739209705.42079;-45.120503652039325
1739209705.4207919;-45.120503652039325
1739209705.4207938;-45.120503652039325
1739209705.4207957;-38.13080360867914
1739209705.4207976;-45.120503652039325
1739209705.4207997;-45.120503652039325
1739209705.4208016;-38.13080360867914
1739209705.4208035;-45.120503652039325
1739209705.4208055;-45.120503652039325
1739209705.4208074;-38.13080360867914
1739209705.4208093;-45.120503652039325
1739209705.4208114;-45.120503652039325
1739209705.4208133;-45.120503652039325
1739209705.4208152;-38.13080360867914
1739209705.4208171;-45.120503652039325
1739209705.420819;-45.120503652039325
1739209705.4208212;-45.120503652039325
1739209705.420823;-45.120503652039325
1739209705.420825;-27.8777449560314
1739209705.420827;-38.13080360867914
1739209705.4208288;-45.120503652039325
1739209705.4208307;-38.13080360867914
1739209705.4208329;-31.141103565318893
1739209705.4208348;-45.120503652039325
1739209705.4208367;-38.13080360867914
1739209705.4208386;-38.13080360867914
1739209705.4208405;-33.981070128970956
1739209705.4208424;-45.120503652039325
1739209705.4208446;-45.120503652039325
1739209705.4208465;-45.120503652039325
1739209705.4208484;-45.120503652039325
1739209705.4208503;-45.120503652039325
1739209705.4208522;-35.57807855764607
1739209705.420854;-38.13080360867914
1739209705.4208562;-35.57807855764607
1739209705.4208581;-38.13080360867914
1739209705.42086;-45.120503652039325
1739209705.420862;-38.13080360867914
1739209705.4208639;-38.13080360867914
1739209705.4208658;-38.13080360867914
1739209705.420868;-35.57807855764607
1739209705.4208698;-45.120503652039325
1739209705.4208717;-45.120503652039325
1739209705.4208736;-38.13080360867914
1739209705.4208755;-38.13080360867914
1739209705.4208777;-38.13080360867914
1739209705.4208796;-38.13080360867914
1739209705.4208815;-38.13080360867914
1739209705.4208834;-38.13080360867914
1739209705.4208853;-38.13080360867914
1739209705.4208872;-45.120503652039325
1739209705.4208894;-45.120503652039325
1739209705.4208913;-38.13080360867914
1739209705.4208932;-38.13080360867914
1739209705.420895;-45.120503652039325
1739209705.420897;-38.13080360867914
1739209705.420899;-38.13080360867914
1739209705.420901;-38.13080360867914
1739209705.420903;-35.57807855764607
1739209705.4209049;-38.13080360867914
1739209705.4209068;-38.13080360867914
1739209705.4209087;-45.120503652039325
1739209705.4209106;-38.13080360867914
1739209705.4209127;-45.120503652039325
1739209705.4209146;-45.120503652039325
1739209705.4209166;-38.13080360867914
1739209705.4209185;-45.120503652039325
1739209705.4209204;-38.13080360867914
1739209705.4209223;-45.120503652039325
1739209705.4209244;-33.981070128970906
1739209705.4209263;-38.13080360867914
1739209705.4209282;-35.57807855764607
1739209705.4209301;-38.13080360867914
1739209705.420932;-38.13080360867914
1739209705.4209342;-31.141103565318893
1739209705.420936;-38.13080360867914
1739209705.420938;-45.120503652039325
1739209705.42094;-33.981070128970906
1739209705.4209418;-38.13080360867914
1739209705.4209437;-45.120503652039325
1739209705.420946;-38.13080360867914
1739209705.4209478;-38.13080360867914
1739209705.4209497;-38.13080360867914
1739209705.4209516;-31.141103565318915
1739209705.4209535;-35.57807855764607
1739209705.4209554;-38.13080360867914
1739209705.4209576;-45.120503652039325
1739209705.4209595;-33.981070128970906
1739209705.4209614;-35.57807855764607
1739209705.4209633;-38.13080360867914
1739209705.4209652;-45.120503652039325
1739209705.420967;-38.13080360867914
1739209705.4209692;-38.13080360867914
1739209705.4209712;-38.13080360867914
1739209705.420973;-45.120503652039325
1739209705.4225554;-45.120503652039325
1739209705.4225595;-45.120503652039325
1739209705.4225636;-38.13080360867914
1739209705.4225676;-32.816014438256545
1739209705.4225717;-45.120503652039325
1739209705.4225757;-32.816014438256545
1739209705.4225798;-45.120503652039325
1739209705.4225838;-38.13080360867914
1739209705.4225879;-38.13080360867914
1739209705.422592;-45.120503652039325
1739209705.422596;-38.13080360867914
1739209705.4226;-38.13080360867914
1739209705.422604;-38.13080360867914
1739209705.4226081;-45.120503652039325
1739209705.4226122;-38.13080360867914
1739209705.4226162;-45.120503652039325
1739209705.4226203;-38.13080360867914
1739209705.4226243;-45.120503652039325
1739209705.4226284;-45.120503652039325
1739209705.4226325;-45.120503652039325
1739209705.4226365;-45.120503652039325
1739209705.4226406;-45.120503652039325
1739209705.4226446;-38.13080360867914
1739209705.4226487;-35.57807855764607
1739209705.4226527;-38.13080360867914
1739209705.4226568;-45.120503652039325
1739209705.4226608;-38.13080360867914
1739209705.4226649;-24.746238672633048
1739209705.422669;-33.981070128970906
1739209705.422673;-45.120503652039325
1739209705.422677;-38.13080360867914
1739209705.422681;-32.816014438256545
1739209705.4226851;-38.13080360867914
1739209705.4226892;-45.120503652039325
1739209705.4226933;-38.13080360867914
1739209705.4226973;-38.13080360867914
1739209705.4227014;-45.120503652039325
1739209705.4227054;-45.120503652039325
1739209705.4227095;-38.13080360867914
1739209705.4227135;-38.13080360867914
1739209705.4227176;-38.13080360867914
1739209705.4227216;-45.120503652039325
1739209705.4227257;-45.120503652039325
1739209705.4227297;-33.981070128970906
1739209705.4227338;-32.816014438256545
1739209705.4227378;-38.13080360867914
1739209705.422742;-38.13080360867914
1739209705.422746;-32.816014438256545
1739209705.42275;-38.13080360867914
1739209705.422754;-38.13080360867914
1739209705.422758;-38.13080360867914
1739209705.4227622;-45.120503652039325
1739209705.4227662;-38.13080360867914
1739209705.4227703;-38.13080360867914
1739209705.4227743;-45.120503652039325
1739209705.4227784;-45.120503652039325
1739209705.4227824;-38.13080360867914
1739209705.4227865;-45.120503652039325
1739209705.4227905;-38.13080360867914
1739209705.4227946;-45.120503652039325
1739209705.4227986;-45.120503652039325
1739209705.4228027;-38.13080360867914
