CAN Message; 0x1d3:00004885e1879a75
1739209664.9437292;-33.981070128970906
1739209664.9437304;-28.992665084841942
1739209664.9437315;-38.13080360867914
1739209664.9437327;-45.120503652039325
1739209664.943734;-38.13080360867914
1739209664.9437354;-35.57807855764607
1739209664.9437366;-38.13080360867914
1739209664.9437377;-38.13080360867914
1739209664.943739;-38.13080360867914
1739209664.9437401;-32.816014438256545
1739209664.9437413;-38.13080360867914
1739209664.9437425;-45.120503652039325
1739209664.9437437;-45.120503652039325
1739209664.943745;-35.57807855764607
1739209664.943746;-38.13080360867914
1739209664.9437473;-45.120503652039325
1739209664.9437485;-38.13080360867914
1739209664.9437497;-31.141103565318915
1739209664.9437509;-38.13080360867914
1739209664.943752;-45.120503652039325
1739209664.9437535;-45.120503652039325
1739209664.9437547;-45.120503652039325
1739209664.9437559;-45.120503652039325
1739209664.943757;-45.120503652039325
1739209664.9437582;-45.120503652039325
1739209664.9437594;-45.120503652039325
1739209664.9437606;-45.120503652039325
1739209664.9437618;-38.13080360867914
1739209664.943763;-45.120503652039325
1739209664.9437642;-35.57807855764607
1739209664.9437654;-38.13080360867914
1739209664.9437666;-45.120503652039325
1739209664.9437678;-38.13080360867914
1739209664.943769;-38.13080360867914
1739209664.9437704;-38.13080360867914
1739209664.9437716;-45.120503652039325
1739209664.9437728;-45.120503652039325
1739209664.943774;-38.13080360867914
1739209664.9437752;-35.57807855764607
1739209664.9437764;-45.120503652039325
1739209664.9437776;-35.57807855764607
1739209664.9437788;-38.13080360867914
1739209664.94378;-45.120503652039325
1739209664.9437811;-45.120503652039325
1739209664.9437823;-38.13080360867914
1739209664.9437835;-45.120503652039325
1739209664.9437847;-45.120503652039325
1739209664.943786;-35.57807855764607
1739209664.9437873;-45.120503652039325
1739209664.9437885;-45.120503652039325
1739209664.9437897;-38.13080360867914
1739209664.943791;-38.13080360867914
1739209664.943792;-45.120503652039325
1739209664.9437933;-38.13080360867914
1739209664.9437945;-38.13080360867914
1739209664.9437957;-38.13080360867914
1739209664.9437969;-38.13080360867914
1739209664.943798;-35.57807855764607
1739209664.9437993;-38.13080360867914
1739209664.9438004;-45.120503652039325
1739209664.9438016;-45.120503652039325
1739209664.9438028;-45.120503652039325
1739209664.943804;-45.120503652039325
1739209664.9438055;-38.13080360867914
1739209664.9438066;-38.13080360867914
1739209664.9438078;-45.120503652039325
1739209664.943809;-45.120503652039325
1739209664.9438102;-35.57807855764607
1739209664.9438114;-35.57807855764607
1739209664.9438126;-45.120503652039325
1739209664.9438138;-45.120503652039325
1739209664.943815;-38.13080360867914
1739209664.9438162;-33.981070128970906
1739209664.9438174;-38.13080360867914
1739209664.9438186;-38.13080360867914
1739209664.9438198;-35.57807855764607
1739209664.943821;-35.57807855764607
1739209664.9438224;-45.120503652039325
1739209664.9438236;-45.120503652039325
1739209664.9438248;-35.57807855764607
1739209664.943826;-35.57807855764607
1739209664.9438272;-45.120503652039325
1739209664.9438283;-38.13080360867914
1739209664.9438295;-38.13080360867914
1739209664.9438307;-38.13080360867914
1739209664.943832;-38.13080360867914
1739209664.943833;-35.57807855764607
1739209664.9438343;-38.13080360867914
1739209664.9438355;-45.120503652039325
1739209664.9438367;-38.13080360867914
1739209664.943838;-32.816014438256545
1739209664.943839;-38.13080360867914
1739209664.9438405;-45.120503652039325
1739209664.9438417;-45.120503652039325
1739209664.943843;-45.120503652039325
1739209664.943844;-45.120503652039325
1739209664.9438453;-38.13080360867914
1739209664.9438465;-38.13080360867914
1739209664.9438477;-45.120503652039325
1739209664.9438488;-45.120503652039325
1739209664.94385;-45.120503652039325
1739209664.9438512;-32.816014438256545
1739209664.9438524;-32.816014438256545
1739209664.9438536;-45.120503652039325
1739209664.9438548;-38.13080360867914
1739209664.943856;-35.57807855764607
1739209664.9438574;-33.981070128970906
1739209664.9438586;-45.120503652039325
1739209664.9438598;-38.13080360867914
1739209664.943861;-38.13080360867914
1739209664.9438622;-45.120503652039325
1739209664.9438634;-38.13080360867914
1739209664.9438646;-33.981070128970906
1739209664.9438658;-33.981070128970906
1739209664.943867;-45.120503652039325
1739209664.9438682;-38.13080360867914
1739209664.9438694;-38.13080360867914
1739209664.9438705;-38.13080360867914
1739209664.9438717;-32.816014438256545
1739209664.943873;-45.120503652039325
1739209664.9438744;-38.13080360867914
1739209664.9438756;-45.120503652039325
1739209664.9438767;-38.13080360867914
1739209664.943878;-35.57807855764607
1739209664.9438791;-45.120503652039325
1739209664.9438803;-45.120503652039325
1739209664.9438815;-45.120503652039325
1739209664.9438827;-38.13080360867914
1739209664.943884;-38.13080360867914
1739209664.943885;-45.120503652039325
1739209664.9438863;-45.120503652039325
1739209664.9438875;-38.13080360867914
1739209664.9438887;-45.120503652039325
1739209664.9438899;-35.57807855764607
1739209664.943891;-33.981070128970906
1739209664.9438925;-45.120503652039325
1739209664.9438937;-33.981070128970906
1739209664.9438949;-45.120503652039325
1739209664.943896;-38.13080360867914
1739209664.9438972;-38.13080360867914
1739209664.9438984;-38.13080360867914
1739209664.9438996;-45.120503652039325
1739209664.9439008;-45.120503652039325
1739209664.943902;-45.120503652039325
1739209664.9439032;-38.13080360867914
1739209664.9439044;-38.13080360867914
1739209664.9439056;-38.13080360867914
1739209664.9439068;-38.13080360867914
1739209664.943908;-45.120503652039325
1739209664.9439094;-38.13080360867914
1739209664.9439106;-38.13080360867914
1739209664.9439118;-38.13080360867914
1739209664.943913;-38.13080360867914
1739209664.9439142;-45.120503652039325
1739209664.9439154;-45.120503652039325
1739209664.9439166;-38.13080360867914
1739209664.9439178;-38.13080360867914
1739209664.943919;-45.120503652039325
1739209664.9439201;-45.120503652039325
1739209664.9439213;-38.13080360867914
1739209664.9439225;-38.13080360867914
1739209664.9439237;-45.120503652039325
1739209664.943925;-38.13080360867914
1739209664.943926;-30.49652367304973
1739209664.9439275;-38.13080360867914
1739209664.9439287;-45.120503652039325
1739209664.94393;-38.13080360867914
1739209664.943931;-32.816014438256545
1739209664.9439323;-38.13080360867914
1739209664.9439335;-45.120503652039325
1739209664.9439347;-45.120503652039325
1739209664.9439359;-38.13080360867914
1739209664.943937;-38.13080360867914
1739209664.9439383;-45.120503652039325
1739209664.9439394;-45.120503652039325
1739209664.9439406;-45.120503652039325
1739209664.9439418;-38.13080360867914
1739209664.943943;-45.120503652039325
1739209664.9439445;-45.120503652039325
1739209664.9439456;-32.816014438256545
1739209664.9439468;-38.13080360867914
1739209664.943948;-38.13080360867914
1739209664.9439492;-38.13080360867914
1739209664.9439504;-38.13080360867914
1739209664.9439516;-38.13080360867914
1739209664.9439528;-45.120503652039325
1739209664.943954;-38.13080360867914
1739209664.9439552;-38.13080360867914
1739209664.9439564;-38.13080360867914
1739209664.9439576;-45.120503652039325
1739209664.9439588;-45.120503652039325
1739209664.94396;-45.120503652039325
1739209664.9439611;-45.120503652039325
1739209664.9439626;-38.13080360867914
1739209664.9439638;-45.120503652039325
1739209664.943965;-45.120503652039325
1739209664.9439662;-38.13080360867914
1739209664.9439673;-45.120503652039325
1739209664.9439685;-33.981070128970906
1739209664.9439697;-33.981070128970906
1739209664.943971;-45.120503652039325
1739209664.943972;-45.120503652039325
1739209664.9439733;-45.120503652039325
1739209664.9439745;-38.13080360867914
1739209664.9439757;-38.13080360867914
1739209664.9439769;-45.120503652039325
1739209664.943978;-45.120503652039325
1739209664.9439795;-38.13080360867914
1739209664.9439807;-45.120503652039325
1739209664.943982;-45.120503652039325
1739209664.943983;-45.120503652039325
1739209664.9439843;-45.120503652039325
1739209664.9439855;-33.981070128970906
1739209664.9439867;-45.120503652039325
1739209664.9439878;-33.981070128970906
1739209664.943989;-33.981070128970906
1739209664.9439902;-33.981070128970906
1739209664.9439914;-45.120503652039325
1739209664.9439926;-38.13080360867914
1739209664.9439938;-25.62660358559016
1739209664.943995;-38.13080360867914
1739209664.9439964;-45.120503652039325
1739209664.9439976;-38.13080360867914
1739209664.9439988;-30.49652367304973
1739209664.944;-38.13080360867914
1739209664.9440012;-45.120503652039325
1739209664.9440024;-45.120503652039325
1739209664.9440036;-38.13080360867914
1739209664.9440048;-38.13080360867914
1739209664.944006;-45.120503652039325
1739209664.9440072;-45.120503652039325
1739209664.9440084;-45.120503652039325
1739209664.9440095;-45.120503652039325
1739209664.9440107;-45.120503652039325
1739209664.944012;-45.120503652039325
1739209664.944013;-30.49652367304973
1739209664.9440145;-32.816014438256545
1739209664.9440157;-45.120503652039325
1739209664.944017;-45.120503652039325
1739209664.9440181;-35.57807855764607
1739209664.9440193;-45.120503652039325
1739209664.9440205;-45.120503652039325
1739209664.9440217;-35.57807855764607
1739209664.944023;-45.120503652039325
1739209664.944024;-38.13080360867914
1739209664.9440253;-35.57807855764607
1739209664.9440265;-38.13080360867914
1739209664.9440277;-35.57807855764607
1739209664.9440289;-45.120503652039325
1739209664.94403;-45.120503652039325
1739209664.9440315;-35.57807855764607
1739209664.9440327;-45.120503652039325
1739209664.9440339;-45.120503652039325
1739209664.944035;-32.816014438256545
1739209664.9440362;-38.13080360867914
1739209664.9440374;-45.120503652039325
1739209664.9440386;-38.13080360867914
1739209664.9440398;-35.57807855764607
1739209664.944041;-38.13080360867914
1739209664.9440422;-29.438486411369333
1739209664.9440434;-32.816014438256545
1739209664.9440446;-45.120503652039325
1739209664.9440458;-38.13080360867914
1739209664.944047;-32.816014438256545
1739209664.9440482;-38.13080360867914
1739209664.9440496;-45.120503652039325
1739209664.9440508;-33.981070128970906
1739209664.944052;-38.13080360867914
1739209664.9440532;-45.120503652039325
1739209664.9440544;-35.57807855764607
1739209664.9440556;-38.13080360867914
1739209664.9440567;-38.13080360867914
1739209664.944058;-33.981070128970906
1739209664.9440591;-38.13080360867914
1739209664.9440603;-38.13080360867914
1739209664.9440615;-32.816014438256545
1739209664.9440627;-30.49652367304973
1739209664.944064;-45.120503652039325
1739209664.944065;-45.120503652039325
1739209664.9440665;-33.981070128970906
1739209664.9440677;-45.120503652039325
1739209664.944069;-45.120503652039325
1739209664.94407;-38.13080360867914
1739209664.9440713;-38.13080360867914
1739209664.9440725;-45.120503652039325
1739209664.9440737;-45.120503652039325
1739209664.9440749;-38.13080360867914
1739209664.944076;-38.13080360867914
1739209664.9440773;-33.981070128970906
1739209664.9440784;-45.120503652039325
1739209664.9440796;-45.120503652039325
1739209664.9440808;-38.13080360867914
1739209664.944082;-31.141103565318915
1739209664.9440832;-45.120503652039325
1739209664.9440846;-45.120503652039325
1739209664.9440858;-35.57807855764607
1739209664.944087;-35.57807855764607
1739209664.9440882;-45.120503652039325
1739209664.9440894;-45.120503652039325
1739209664.9440906;-38.13080360867914
1739209664.9440918;-45.120503652039325
1739209664.944093;-45.120503652039325
1739209664.9440942;-38.13080360867914
1739209664.9440954;-38.13080360867914
1739209664.9440966;-38.13080360867914
1739209664.9440978;-35.57807855764607
1739209664.944099;-35.57807855764607
1739209664.9441001;-38.13080360867914
1739209664.9441016;-38.13080360867914
1739209664.9441028;-45.120503652039325
1739209664.944104;-38.13080360867914
1739209664.9432817;-38.13080360867914
1739209664.9432821;-28.58837851428586
1739209664.9432824;-28.992665084841942
1739209664.9432826;-38.13080360867914
1739209664.9432828;-38.13080360867914
1739209664.943283;-38.13080360867914
1739209664.9432836;-45.120503652039325
1739209664.9432838;-38.13080360867914
1739209664.943284;-45.120503652039325
1739209664.9432845;-38.13080360867914
1739209664.9432847;-38.13080360867914
1739209664.943285;-45.120503652039325
1739209664.9432852;-45.120503652039325
1739209664.9432855;-45.120503652039325
1739209664.943286;-45.120503652039325
1739209664.9432862;-45.120503652039325
1739209664.9432864;-38.13080360867914
1739209664.943287;-31.141103565318915
1739209664.9432871;-28.992665084841942
1739209664.9432874;-38.13080360867914
1739209664.9432876;-38.13080360867914
1739209664.9432878;-38.13080360867914
1739209664.9432883;-38.13080360867914
1739209664.9432886;-45.120503652039325
1739209664.9432888;-38.13080360867914
1739209664.9432893;-38.13080360867914
1739209664.9432895;-35.57807855764607
1739209664.9432898;-45.120503652039325
1739209664.94329;-38.13080360867914
1739209664.9432902;-38.13080360867914
1739209664.9432907;-38.13080360867914
1739209664.943291;-38.13080360867914
1739209664.9432912;-45.120503652039325
1739209664.9432917;-38.13080360867914
1739209664.943292;-38.13080360867914
1739209664.9432921;-38.13080360867914
1739209664.9432924;-45.120503652039325
1739209664.9432926;-45.120503652039325
1739209664.943293;-45.120503652039325
1739209664.9432933;-38.13080360867914
1739209664.9432936;-45.120503652039325
1739209664.943294;-33.981070128970906
1739209664.9432943;-33.981070128970906
1739209664.9432945;-45.120503652039325
1739209664.9432948;-45.120503652039325
1739209664.943295;-45.120503652039325
1739209664.9432955;-33.981070128970906
1739209664.9432957;-38.13080360867914
1739209664.943296;-38.13080360867914
1739209664.9432964;-45.120503652039325
1739209664.9432967;-45.120503652039325
1739209664.943297;-33.981070128970906
1739209664.9432971;-45.120503652039325
1739209664.9432974;-45.120503652039325
1739209664.9432979;-38.13080360867914
1739209664.943298;-32.816014438256545
1739209664.9432983;-45.120503652039325
1739209664.9432988;-38.13080360867914
1739209664.943299;-32.816014438256545
1739209664.9432993;-45.120503652039325
1739209664.9432995;-45.120503652039325
1739209664.9432998;-38.13080360867914
1739209664.9433002;-38.13080360867914
1739209664.9433005;-45.120503652039325
1739209664.9433007;-45.120503652039325
1739209664.9433012;-45.120503652039325
1739209664.9433014;-45.120503652039325
1739209664.9433017;-45.120503652039325
1739209664.943302;-45.120503652039325
1739209664.9433022;-45.120503652039325
1739209664.9433026;-38.13080360867914
1739209664.9433029;-35.57807855764607
1739209664.943303;-45.120503652039325
1739209664.9433036;-45.120503652039325
1739209664.9433038;-32.816014438256545
1739209664.943304;-38.13080360867914
1739209664.9433043;-45.120503652039325
1739209664.9433045;-38.13080360867914
1739209664.943305;-38.13080360867914
1739209664.9433053;-45.120503652039325
1739209664.9433055;-38.13080360867914
1739209664.943306;-45.120503652039325
1739209664.9433062;-45.120503652039325
1739209664.9433064;-38.13080360867914
1739209664.9433067;-38.13080360867914
1739209664.943307;-38.13080360867914
1739209664.9433074;-38.13080360867914
1739209664.9433076;-33.981070128970906
1739209664.9433079;-45.120503652039325
1739209664.9433084;-45.120503652039325
1739209664.9433086;-38.13080360867914
1739209664.9433088;-38.13080360867914
1739209664.943309;-45.120503652039325
1739209664.9433093;-38.13080360867914
1739209664.9433098;-45.120503652039325
1739209664.94331;-45.120503652039325
1739209664.9433103;-38.13080360867914
1739209664.9433107;-45.120503652039325
1739209664.943311;-38.13080360867914
1739209664.9433112;-45.120503652039325
1739209664.9433115;-45.120503652039325
1739209664.9433117;-45.120503652039325
1739209664.9433122;-32.816014438256545
1739209664.9433124;-35.57807855764607
1739209664.9433126;-45.120503652039325
1739209664.9433131;-45.120503652039325
1739209664.9433134;-45.120503652039325
1739209664.9433136;-31.141103565318915
1739209664.9433138;-45.120503652039325
1739209664.943314;-38.13080360867914
1739209664.9433146;-45.120503652039325
1739209664.9433148;-38.13080360867914
1739209664.943315;-38.13080360867914
1739209664.9433155;-45.120503652039325
1739209664.9433157;-45.120503652039325
1739209664.943316;-45.120503652039325
1739209664.9433162;-45.120503652039325
1739209664.9433165;-45.120503652039325
1739209664.943317;-38.13080360867914
1739209664.9433172;-45.120503652039325
1739209664.9433174;-45.120503652039325
1739209664.943318;-38.13080360867914
1739209664.9433181;-45.120503652039325
1739209664.9433184;-28.992665084841942
1739209664.9433186;-45.120503652039325
1739209664.9433188;-38.13080360867914
1739209664.9433193;-45.120503652039325
1739209664.9433196;-38.13080360867914
1739209664.9433198;-35.57807855764607
1739209664.9433203;-38.13080360867914
1739209664.9433205;-45.120503652039325
1739209664.9433208;-38.13080360867914
1739209664.943321;-45.120503652039325
1739209664.9433212;-45.120503652039325
1739209664.9433217;-33.981070128970906
1739209664.943322;-35.57807855764607
1739209664.9433222;-45.120503652039325
1739209664.9433227;-45.120503652039325
1739209664.943323;-38.13080360867914
1739209664.9433231;-33.981070128970906
1739209664.9433234;-38.13080360867914
1739209664.9433236;-38.13080360867914
1739209664.943324;-38.13080360867914
1739209664.9433243;-38.13080360867914
1739209664.9433246;-45.120503652039325
1739209664.943325;-45.120503652039325
1739209664.9433253;-35.57807855764607
1739209664.9433255;-38.13080360867914
1739209664.9433258;-45.120503652039325
1739209664.943326;-45.120503652039325
1739209664.9433265;-38.13080360867914
1739209664.9433267;-45.120503652039325
1739209664.943327;-38.13080360867914
1739209664.9433274;-38.13080360867914
1739209664.9433277;-45.120503652039325
1739209664.943328;-33.981070128970906
1739209664.9433281;-45.120503652039325
1739209664.9433284;-45.120503652039325
1739209664.9433289;-45.120503652039325
1739209664.943329;-38.13080360867914
1739209664.9433293;-45.120503652039325
1739209664.9433298;-45.120503652039325
1739209664.94333;-45.120503652039325
1739209664.9433303;-45.120503652039325
1739209664.9433305;-45.120503652039325
1739209664.9433308;-45.120503652039325
1739209664.9433312;-38.13080360867914
1739209664.9433315;-38.13080360867914
1739209664.9433317;-38.13080360867914
1739209664.9433322;-45.120503652039325
1739209664.9433324;-45.120503652039325
1739209664.9433327;-38.13080360867914
1739209664.943333;-38.13080360867914
1739209664.9433331;-45.120503652039325
1739209664.9433336;-45.120503652039325
1739209664.9433339;-33.981070128970906
1739209664.943334;-38.13080360867914
1739209664.9433346;-45.120503652039325
1739209664.9433348;-45.120503652039325
1739209664.943335;-38.13080360867914
1739209664.9433353;-38.13080360867914
1739209664.9433355;-35.57807855764607
1739209664.943336;-45.120503652039325
1739209664.9433362;-38.13080360867914
1739209664.9433365;-45.120503652039325
1739209664.943337;-38.13080360867914
1739209664.9433372;-38.13080360867914
1739209664.9433374;-33.981070128970906
1739209664.9433377;-31.141103565318915
1739209664.943338;-45.120503652039325
1739209664.9433384;-38.13080360867914
1739209664.9433386;-45.120503652039325
1739209664.9433389;-45.120503652039325
1739209664.9433393;-45.120503652039325
1739209664.9433396;-33.981070128970906
1739209664.9433398;-33.981070128970906
1739209664.94334;-32.816014438256545
1739209664.9433403;-38.13080360867914
1739209664.9433408;-38.13080360867914
1739209664.943341;-45.120503652039325
1739209664.9433413;-38.13080360867914
1739209664.9433417;-38.13080360867914
1739209664.943342;-35.57807855764607
1739209664.9433422;-31.141103565318915
1739209664.9433424;-28.992665084841942
1739209664.9433427;-45.120503652039325
1739209664.9433432;-45.120503652039325
1739209664.9433434;-38.13080360867914
1739209664.9433436;-38.13080360867914
1739209664.943344;-38.13080360867914
1739209664.9433444;-45.120503652039325
1739209664.9433446;-45.120503652039325
1739209664.9433448;-38.13080360867914
1739209664.9441051;-38.13080360867914
1739209664.9441063;-45.120503652039325
1739209664.9441075;-45.120503652039325
1739209664.9441087;-45.120503652039325
1739209664.94411;-45.120503652039325
1739209664.944111;-45.120503652039325
1739209664.9441123;-45.120503652039325
1739209664.9441135;-38.13080360867914
1739209664.9441147;-45.120503652039325
1739209664.9441159;-38.13080360867914
1739209664.944117;-45.120503652039325
1739209664.9441185;-45.120503652039325
1739209664.9441197;-38.13080360867914
1739209664.944121;-38.13080360867914
1739209664.944122;-45.120503652039325
1739209664.9441233;-45.120503652039325
1739209664.9441245;-38.13080360867914
1739209664.9441257;-45.120503652039325
1739209664.9441268;-38.13080360867914
1739209664.944128;-38.13080360867914
1739209664.9441292;-45.120503652039325
1739209664.9441304;-33.981070128970906
1739209664.9441316;-38.13080360867914
1739209664.9441328;-45.120503652039325
1739209664.944134;-38.13080360867914
1739209664.9441352;-38.13080360867914
1739209664.9441366;-38.13080360867914
1739209664.9441378;-45.120503652039325
1739209664.944139;-38.13080360867914
1739209664.9441402;-38.13080360867914
1739209664.9441414;-45.120503652039325
1739209664.9441426;-45.120503652039325
1739209664.9441438;-38.13080360867914
1739209664.944145;-38.13080360867914
1739209664.9441462;-38.13080360867914
1739209664.9441473;-35.57807855764607
1739209664.9441485;-38.13080360867914
1739209664.9441497;-33.981070128970906
1739209664.944151;-38.13080360867914
1739209664.944152;-45.120503652039325
1739209664.9441535;-45.120503652039325
1739209664.9441547;-38.13080360867914
1739209664.944156;-38.13080360867914
1739209664.9441571;-38.13080360867914
1739209664.9441583;-38.13080360867914
1739209664.9441595;-38.13080360867914
1739209664.9441607;-45.120503652039325
1739209664.944162;-38.13080360867914
1739209664.944163;-45.120503652039325
1739209664.9441643;-45.120503652039325
1739209664.9441655;-45.120503652039325
1739209664.9441667;-45.120503652039325
1739209664.9441679;-45.120503652039325
1739209664.944169;-45.120503652039325
1739209664.9441702;-38.13080360867914
1739209664.9441717;-38.13080360867914
1739209664.9441729;-45.120503652039325
1739209664.944174;-45.120503652039325
1739209664.9441752;-38.13080360867914
1739209664.9441764;-45.120503652039325
1739209664.9441776;-38.13080360867914
1739209664.9441788;-38.13080360867914
1739209664.94418;-38.13080360867914
1739209664.9441812;-45.120503652039325
1739209664.9441824;-45.120503652039325
1739209664.9441836;-38.13080360867914
1739209664.9441848;-35.57807855764607
1739209664.944186;-38.13080360867914
1739209664.9441872;-45.120503652039325
1739209664.9441886;-38.13080360867914
1739209664.9441898;-45.120503652039325
1739209664.944191;-45.120503652039325
1739209664.9441922;-38.13080360867914
1739209664.9441934;-38.13080360867914
1739209664.9441946;-38.13080360867914
1739209664.9441957;-38.13080360867914
1739209664.944197;-45.120503652039325
1739209664.9441981;-45.120503652039325
1739209664.9441993;-30.49652367304973
1739209664.9442005;-35.57807855764607
1739209664.9442017;-45.120503652039325
1739209664.944203;-38.13080360867914
1739209664.944204;-33.981070128970906
1739209664.9442053;-35.57807855764607
1739209664.9442067;-45.120503652039325
1739209664.944208;-45.120503652039325
1739209664.944209;-45.120503652039325
1739209664.9442103;-38.13080360867914
1739209664.9442115;-38.13080360867914
1739209664.9442127;-45.120503652039325
1739209664.9442139;-45.120503652039325
1739209664.944215;-38.13080360867914
1739209664.9442163;-45.120503652039325
1739209664.9442174;-45.120503652039325
1739209664.9442186;-33.981070128970906
1739209664.9442198;-38.13080360867914
1739209664.944221;-45.120503652039325
1739209664.9442222;-38.13080360867914
1739209664.9442236;-33.981070128970906
1739209664.9442248;-38.13080360867914
1739209664.944226;-45.120503652039325
1739209664.9442272;-45.120503652039325
1739209664.9442284;-45.120503652039325
1739209664.9442296;-45.120503652039325
1739209664.9442308;-45.120503652039325
1739209664.944232;-45.120503652039325
1739209664.9442332;-45.120503652039325
1739209664.9442344;-45.120503652039325
1739209664.9442356;-35.57807855764607
1739209664.9442368;-38.13080360867914
1739209664.944238;-45.120503652039325
1739209664.9442391;-45.120503652039325
1739209664.9442406;-45.120503652039325
1739209664.9442418;-45.120503652039325
1739209664.944243;-35.57807855764607
1739209664.9442441;-38.13080360867914
1739209664.9442453;-38.13080360867914
1739209664.9442465;-45.120503652039325
1739209664.9442477;-31.141103565318893
1739209664.944249;-32.816014438256545
1739209664.94425;-45.120503652039325
1739209664.9442513;-45.120503652039325
1739209664.9442525;-38.13080360867914
1739209664.9442537;-38.13080360867914
1739209664.9442549;-45.120503652039325
1739209664.944256;-35.57807855764607
1739209664.9442573;-38.13080360867914
1739209664.9442587;-45.120503652039325
1739209664.94426;-45.120503652039325
1739209664.944261;-45.120503652039325
1739209664.9442623;-38.13080360867914
1739209664.9442635;-45.120503652039325
1739209664.9442647;-38.13080360867914
1739209664.9442658;-38.13080360867914
1739209664.944267;-27.8777449560314
1739209664.9442682;-30.49652367304973
1739209664.9442694;-45.120503652039325
1739209664.9442706;-38.13080360867914
1739209664.9442718;-31.141103565318893
1739209664.944273;-32.816014438256545
1739209664.9442742;-45.120503652039325
1739209664.9442756;-38.13080360867914
1739209664.9442768;-45.120503652039325
1739209664.944278;-45.120503652039325
