CAN Message; 0x1a7:000035136c7b2a5f
1739209780.8416324;-38.13080360867914
1739209780.8416348;-38.13080360867914
1739209780.8416374;-45.120503652039325
1739209780.8416398;-45.120503652039325
1739209780.8416424;-45.120503652039325
1739209780.8416448;-45.120503652039325
1739209780.8416471;-45.120503652039325
1739209780.8416498;-38.13080360867914
1739209780.8416522;-38.13080360867914
1739209780.8416548;-45.120503652039325
1739209780.8416572;-38.13080360867914
1739209780.8416598;-45.120503652039325
1739209780.8416622;-32.816014438256545
1739209780.8416648;-38.13080360867914
1739209780.8416672;-38.13080360867914
1739209780.8416696;-45.120503652039325
1739209780.8416722;-32.816014438256545
1739209780.8416746;-38.13080360867914
1739209780.8416772;-45.120503652039325
1739209780.8416796;-38.13080360867914
1739209780.8416822;-45.120503652039325
1739209780.8416846;-38.13080360867914
1739209780.8416872;-38.13080360867914
1739209780.8416896;-45.120503652039325
1739209780.841692;-38.13080360867914
1739209780.8416946;-38.13080360867914
1739209780.841697;-45.120503652039325
1739209780.8416996;-38.13080360867914
1739209780.841702;-45.120503652039325
1739209780.8417046;-38.13080360867914
1739209780.841707;-38.13080360867914
1739209780.8417094;-38.13080360867914
1739209780.841712;-45.120503652039325
1739209780.8417144;-45.120503652039325
1739209780.841717;-38.13080360867914
1739209780.8417194;-45.120503652039325
1739209780.841722;-31.141103565318893
1739209780.8417244;-33.981070128970906
1739209780.841727;-38.13080360867914
1739209780.8417294;-45.120503652039325
1739209780.8417318;-45.120503652039325
1739209780.8417344;-38.13080360867914
1739209780.8417368;-38.13080360867914
1739209780.8417394;-38.13080360867914
1739209780.8417418;-45.120503652039325
1739209780.8417444;-45.120503652039325
1739209780.8417468;-31.141103565318893
1739209780.8417494;-38.13080360867914
1739209780.8417518;-45.120503652039325
1739209780.8417542;-45.120503652039325
1739209780.8417568;-45.120503652039325
1739209780.8417592;-45.120503652039325
1739209780.8417618;-31.141103565318893
1739209780.8417642;-35.57807855764607
1739209780.8417668;-45.120503652039325
1739209780.8417692;-45.120503652039325
1739209780.8417716;-45.120503652039325
1739209780.8417742;-45.120503652039325
1739209780.8417766;-35.57807855764607
1739209780.8417792;-35.57807855764607
1739209780.8417816;-35.57807855764607
1739209780.8417842;-45.120503652039325
1739209780.8417866;-38.13080360867914
1739209780.8417892;-38.13080360867914
1739209780.8417916;-45.120503652039325
1739209780.841794;-45.120503652039325
1739209780.8417966;-38.13080360867914
1739209780.841799;-45.120503652039325
1739209780.8418016;-28.21854285175415
1739209780.841804;-30.49652367304973
1739209780.8418067;-45.120503652039325
1739209780.841809;-45.120503652039325
1739209780.8418117;-32.816014438256545
1739209780.841814;-32.816014438256545
1739209780.8418164;-45.120503652039325
1739209780.841819;-38.13080360867914
1739209780.8418214;-38.13080360867914
1739209780.841824;-45.120503652039325
1739209780.8418264;-38.13080360867914
1739209780.841829;-38.13080360867914
1739209780.8418314;-32.816014438256545
1739209780.8418338;-33.981070128970906
1739209780.8418365;-45.120503652039325
1739209780.8418388;-45.120503652039325
1739209780.8418415;-45.120503652039325
1739209780.8418438;-45.120503652039325
1739209780.8418465;-45.120503652039325
1739209780.8418489;-38.13080360867914
1739209780.8418515;-38.13080360867914
1739209780.8418539;-45.120503652039325
1739209780.8418562;-38.13080360867914
1739209780.8418589;-45.120503652039325
1739209780.8418612;-33.981070128970906
1739209780.8418639;-27.267205301931607
1739209780.8418663;-38.13080360867914
1739209780.8418689;-38.13080360867914
1739209780.8418713;-35.57807855764607
1739209780.841874;-35.57807855764607
1739209780.8418763;-38.13080360867914
1739209780.8418787;-38.13080360867914
1739209780.8418813;-45.120503652039325
1739209780.8418837;-32.81601443825658
1739209780.8418863;-38.13080360867914
1739209780.8418887;-38.13080360867914
1739209780.8418913;-45.120503652039325
1739209780.8418937;-45.120503652039325
1739209780.841896;-33.981070128970906
1739209780.8418987;-38.13080360867914
1739209780.841901;-35.57807855764607
1739209780.8419037;-28.992665084841942
1739209780.841906;-45.120503652039325
1739209780.8419087;-45.120503652039325
1739209780.841911;-45.120503652039325
1739209780.8419137;-45.120503652039325
1739209780.841916;-45.120503652039325
1739209780.8419185;-45.120503652039325
1739209780.841921;-45.120503652039325
1739209780.8419235;-38.13080360867914
1739209780.841926;-38.13080360867914
1739209780.8419285;-45.120503652039325
1739209780.841931;-45.120503652039325
1739209780.8419335;-38.13080360867914
1739209780.841936;-38.13080360867914
1739209780.8419385;-38.13080360867914
1739209780.8419409;-38.13080360867914
1739209780.8419435;-38.13080360867914
1739209780.841946;-38.13080360867914
1739209780.8419485;-38.13080360867914
1739209780.841951;-45.120503652039325
1739209780.8419535;-45.120503652039325
1739209780.841956;-45.120503652039325
1739209780.8419585;-45.120503652039325
1739209780.841961;-38.13080360867914
1739209780.8419633;-32.816014438256545
1739209780.841966;-38.13080360867914
1739209780.8419683;-45.120503652039325
1739209780.841971;-35.57807855764607
1739209780.8419733;-35.57807855764607
1739209780.841976;-38.13080360867914
1739209780.8419783;-45.120503652039325
1739209780.8419807;-45.120503652039325
1739209780.8419833;-45.120503652039325
1739209780.8419857;-35.57807855764607
1739209780.8419883;-38.13080360867914
1739209780.8419907;-45.120503652039325
1739209780.8419933;-45.120503652039325
1739209780.8419957;-35.57807855764607
1739209780.8419983;-35.57807855764607
1739209780.8420007;-38.13080360867914
1739209780.842003;-45.120503652039325
1739209780.8420057;-45.120503652039325
1739209780.842008;-45.120503652039325
1739209780.8420107;-38.13080360867914
1739209780.8420131;-38.13080360867914
1739209780.8420157;-45.120503652039325
1739209780.8420181;-35.57807855764607
1739209780.8420208;-35.57807855764607
1739209780.8420231;-35.57807855764607
1739209780.8420255;-33.981070128970906
1739209780.8420281;-38.13080360867914
1739209780.8420305;-28.992665084841942
1739209780.8420331;-33.981070128970906
1739209780.8420355;-38.13080360867914
1739209780.8420382;-38.13080360867914
1739209780.8420405;-35.57807855764607
1739209780.842043;-38.13080360867914
1739209780.8420455;-45.120503652039325
1739209780.842048;-33.981070128970906
1739209780.8420506;-35.57807855764607
1739209780.842053;-45.120503652039325
1739209780.8420556;-45.120503652039325
1739209780.842058;-38.13080360867914
1739209780.8420606;-45.120503652039325
1739209780.842063;-38.13080360867914
1739209780.8420653;-32.816014438256545
1739209780.842068;-45.120503652039325
1739209780.8420703;-45.120503652039325
1739209780.842073;-38.13080360867914
1739209780.8420753;-35.57807855764607
1739209780.842078;-45.120503652039325
1739209780.8420804;-45.120503652039325
1739209780.842083;-45.120503652039325
1739209780.8420854;-45.120503652039325
1739209780.8420877;-45.120503652039325
1739209780.8420904;-45.120503652039325
1739209780.8420928;-45.120503652039325
1739209780.8420954;-45.120503652039325
1739209780.8420978;-38.13080360867914
1739209780.8421004;-38.13080360867914
1739209780.8421028;-38.13080360867914
1739209780.8421052;-45.120503652039325
1739209780.8421078;-45.120503652039325
1739209780.8421102;-38.13080360867914
1739209780.8421128;-35.57807855764607
1739209780.8421152;-32.816014438256545
1739209780.8421178;-38.13080360867914
1739209780.8421202;-45.120503652039325
1739209780.8421228;-38.13080360867914
1739209780.8421252;-30.49652367304973
1739209780.8421276;-38.13080360867914
1739209780.8421302;-45.120503652039325
1739209780.8421326;-45.120503652039325
1739209780.8421352;-35.57807855764607
1739209780.8421376;-38.13080360867914
1739209780.8421402;-38.13080360867914
1739209780.8421426;-38.13080360867914
1739209780.8421452;-45.120503652039325
1739209780.8421476;-38.13080360867914
1739209780.84215;-38.13080360867914
1739209780.8421526;-38.13080360867914
1739209780.842155;-45.120503652039325
1739209780.8421576;-38.13080360867914
1739209780.84216;-45.120503652039325
1739209780.8421626;-45.120503652039325
1739209780.842165;-26.991370085610736
1739209780.8421676;-32.816014438256545
1739209780.84217;-45.120503652039325
1739209780.8421724;-45.120503652039325
1739209780.842175;-35.57807855764607
1739209780.8421774;-38.13080360867914
1739209780.84218;-45.120503652039325
1739209780.8421824;-45.120503652039325
1739209780.842185;-45.120503652039325
1739209780.8421874;-45.120503652039325
1739209780.8421898;-35.57807855764607
1739209780.8421924;-38.13080360867914
1739209780.8421948;-45.120503652039325
1739209780.8421974;-38.13080360867914
1739209780.8421998;-38.13080360867914
1739209780.8422024;-38.13080360867914
1739209780.8422048;-45.120503652039325
1739209780.8422074;-45.120503652039325
1739209780.8422098;-35.57807855764607
1739209780.8422122;-38.13080360867914
1739209780.8422148;-45.120503652039325
1739209780.8422172;-45.120503652039325
1739209780.8422198;-32.816014438256545
1739209780.8422222;-35.57807855764607
1739209780.8422248;-29.438486411369333
1739209780.8422272;-38.13080360867914
1739209780.8422298;-45.120503652039325
1739209780.8422322;-38.13080360867914
1739209780.8422346;-35.57807855764607
1739209780.8422372;-38.13080360867914
1739209780.8422396;-35.57807855764607
1739209780.8422422;-32.816014438256545
1739209780.8422446;-45.120503652039325
1739209780.8422472;-45.120503652039325
1739209780.8422496;-35.57807855764607
1739209780.842252;-38.13080360867914
1739209780.8422546;-45.120503652039325
1739209780.842257;-38.13080360867914
1739209780.8422596;-38.13080360867914
1739209780.842262;-38.13080360867914
1739209780.8422647;-35.57807855764607
1739209780.842267;-35.57807855764607
1739209780.8422697;-35.57807855764607
1739209780.842272;-35.57807855764607
1739209780.8422744;-45.120503652039325
1739209780.842277;-45.120503652039325
1739209780.8422794;-45.120503652039325
1739209780.842282;-45.120503652039325
1739209780.8422844;-35.57807855764607
1739209780.842287;-38.13080360867914
1739209780.8422894;-38.13080360867914
1739209780.842292;-38.13080360867914
1739209780.8422945;-35.57807855764607
1739209780.8422968;-38.13080360867914
1739209780.8422995;-45.120503652039325
1739209780.8423018;-45.120503652039325
1739209780.8423045;-45.120503652039325
1739209780.8423069;-45.120503652039325
1739209780.8423095;-45.120503652039325
1739209780.8423119;-45.120503652039325
1739209780.8423142;-45.120503652039325
1739209780.8423169;-33.981070128970906
1739209780.8423193;-38.13080360867914
1739209780.8423219;-45.120503652039325
1739209780.8423243;-35.57807855764607
1739209780.8423269;-38.13080360867914
1739209780.8423293;-45.120503652039325
1739209780.842332;-38.13080360867914
1739209780.8423343;-35.57807855764607
1739209780.8423367;-45.120503652039325
1739209780.8423393;-45.120503652039325
1739209780.8423417;-45.120503652039325
1739209780.8423443;-45.120503652039325
1739209780.8423467;-38.13080360867914
1739209780.8423493;-45.120503652039325
1739209780.8423517;-45.120503652039325
1739209780.8423543;-45.120503652039325
1739209780.8423567;-33.981070128970906
1739209780.842359;-45.120503652039325
1739209780.8423617;-45.120503652039325
1739209780.842364;-45.120503652039325
1739209780.8423667;-38.13080360867914
1739209780.842369;-38.13080360867914
1739209780.8423717;-35.57807855764607
1739209780.842374;-38.13080360867914
1739209780.8423767;-45.120503652039325
1739209780.842379;-45.120503652039325
1739209780.8423815;-38.13080360867914
1739209780.842384;-45.120503652039325
1739209780.8423865;-38.13080360867914
1739209780.842389;-45.120503652039325
1739209780.8423915;-45.120503652039325
1739209780.842394;-35.57807855764607
1739209780.8423965;-32.816014438256545
1739209780.842399;-38.13080360867914
1739209780.8424015;-38.13080360867914
1739209780.842404;-38.13080360867914
1739209780.8424065;-45.120503652039325
1739209780.842409;-38.13080360867914
1739209780.8424115;-45.120503652039325
1739209780.842414;-45.120503652039325
1739209780.8424165;-38.13080360867914
1739209780.842419;-38.13080360867914
1739209780.8424213;-38.13080360867914
1739209780.842424;-45.120503652039325
1739209780.8424263;-33.981070128970906
1739209780.842429;-38.13080360867914
1739209780.8424313;-38.13080360867914
1739209780.842434;-45.120503652039325
1739209780.8424363;-38.13080360867914
1739209780.842439;-32.816014438256545
1739209780.8424413;-38.13080360867914
1739209780.8424437;-38.13080360867914
1739209780.8424463;-45.120503652039325
1739209780.8424487;-38.13080360867914
1739209780.8424513;-33.981070128970906
1739209780.8424537;-45.120503652039325
1739209780.8424563;-38.13080360867914
1739209780.8424587;-38.13080360867914
1739209780.842461;-45.120503652039325
1739209780.8424637;-45.120503652039325
1739209780.842466;-45.120503652039325
1739209780.8424687;-38.13080360867914
1739209780.8424711;-35.57807855764607
1739209780.8424737;-38.13080360867914
1739209780.8424761;-38.13080360867914
1739209780.8424788;-38.13080360867914
1739209780.8424811;-33.981070128970906
1739209780.8424835;-45.120503652039325
1739209780.8424861;-33.981070128970906
1739209780.8424885;-31.141103565318915
1739209780.8424911;-38.13080360867914
1739209780.8424935;-38.13080360867914
1739209780.8424962;-38.13080360867914
1739209780.8424985;-45.120503652039325
1739209780.8425012;-45.120503652039325
1739209780.8425035;-45.120503652039325
1739209780.842506;-45.120503652039325
1739209780.8425086;-33.981070128970956
1739209780.842511;-38.13080360867914
1739209780.8425136;-32.816014438256545
1739209780.842516;-45.120503652039325
1739209780.8425186;-38.13080360867914
1739209780.842521;-35.57807855764607
1739209780.8425233;-33.981070128970906
1739209780.842526;-33.981070128970906
1739209780.8425283;-31.141103565318915
1739209780.842531;-38.13080360867914
1739209780.8425333;-35.57807855764607
1739209780.842536;-35.57807855764607
1739209780.8425384;-38.13080360867914
1739209780.842541;-45.120503652039325
1739209780.8425434;-45.120503652039325
1739209780.8425457;-38.13080360867914
1739209780.8425484;-45.120503652039325
1739209780.8425508;-38.13080360867914
1739209780.8425534;-38.13080360867914
1739209780.8425558;-45.120503652039325
1739209780.8425584;-45.120503652039325
1739209780.8425608;-45.120503652039325
1739209780.8425634;-38.13080360867914
1739209780.8425658;-45.120503652039325
1739209780.8425682;-38.13080360867914
1739209780.8425708;-35.57807855764607
1739209780.8425732;-45.120503652039325
1739209780.8425758;-45.120503652039325
1739209780.8425782;-38.13080360867914
1739209780.8425808;-45.120503652039325
1739209780.8425832;-45.120503652039325
1739209780.8425856;-38.13080360867914
1739209780.8425882;-27.8777449560314
1739209780.8425906;-32.816014438256545
1739209780.8425932;-45.120503652039325
1739209780.8425956;-35.57807855764607
1739209780.8425982;-31.141103565318915
1739209780.8426006;-45.120503652039325
1739209780.8426032;-38.13080360867914
1739209780.8426056;-45.120503652039325
1739209780.842608;-33.981070128970956
1739209780.8426106;-38.13080360867914
1739209780.842613;-38.13080360867914
1739209780.8426156;-38.13080360867914
1739209780.842618;-45.120503652039325
1739209780.8426206;-38.13080360867914
1739209780.842623;-45.120503652039325
1739209780.8426256;-33.981070128970906
1739209780.842628;-30.49652367304973
1739209780.8426304;-38.13080360867914
1739209780.842633;-45.120503652039325
1739209780.8426354;-45.120503652039325
1739209780.842638;-38.13080360867914
1739209780.8426404;-45.120503652039325
1739209780.842643;-38.13080360867914
1739209780.8426454;-45.120503652039325
1739209780.842648;-45.120503652039325
1739209780.8426504;-45.120503652039325
1739209780.8426528;-45.120503652039325
1739209780.8426554;-45.120503652039325
1739209780.8426578;-38.13080360867914
1739209780.8426604;-38.13080360867914
1739209780.8426628;-45.120503652039325
1739209780.8426654;-33.981070128970906
1739209780.8426678;-45.120503652039325
1739209780.8426702;-33.981070128970906
1739209780.8426728;-45.120503652039325
1739209780.8426752;-45.120503652039325
1739209780.8426778;-45.120503652039325
1739209780.8426802;-33.981070128970906
1739209780.8426828;-45.120503652039325
1739209780.8426852;-45.120503652039325
1739209780.8426878;-35.57807855764607
1739209780.8426902;-38.13080360867914
1739209780.8426926;-45.120503652039325
1739209780.8426952;-45.120503652039325
1739209780.8436518;-45.120503652039325
1739209780.8436525;-45.120503652039325
1739209780.8436532;-45.120503652039325
1739209780.843654;-45.120503652039325
1739209780.8436546;-45.120503652039325
1739209780.8436553;-33.981070128970906
1739209780.843656;-38.13080360867914
1739209780.8436568;-45.120503652039325
1739209780.8436575;-35.57807855764607
1739209780.8436584;-38.13080360867914
1739209780.8436592;-45.120503652039325
1739209780.8436599;-38.13080360867914
1739209780.8436606;-38.13080360867914
1739209780.8436613;-38.13080360867914
1739209780.843662;-38.13080360867914
1739209780.8436627;-38.13080360867914
1739209780.8436635;-45.120503652039325
1739209780.8436642;-38.13080360867914
1739209780.843665;-35.57807855764607
1739209780.8436656;-45.120503652039325
1739209780.8436663;-38.13080360867914
1739209780.843667;-35.57807855764607
1739209780.8436677;-38.13080360867914
1739209780.8436685;-38.13080360867914
1739209780.8436692;-38.13080360867914
1739209780.84367;-33.981070128970906
1739209780.8436706;-45.120503652039325
1739209780.8436713;-38.13080360867914
1739209780.843672;-45.120503652039325
1739209780.843673;-45.120503652039325
1739209780.8436737;-35.57807855764607
1739209780.8436744;-38.13080360867914
1739209780.8436751;-45.120503652039325
1739209780.8436759;-33.981070128970906
1739209780.8436766;-35.57807855764607
1739209780.8436773;-38.13080360867914
1739209780.843678;-45.120503652039325
1739209780.8436787;-38.13080360867914
1739209780.8436794;-35.57807855764607
1739209780.8436801;-38.13080360867914
1739209780.8436809;-45.120503652039325
1739209780.8436816;-33.981070128970906
1739209780.8436823;-38.13080360867914
1739209780.843683;-45.120503652039325
1739209780.8436837;-45.120503652039325
1739209780.8436844;-38.13080360867914
1739209780.8436852;-38.13080360867914
1739209780.8436859;-45.120503652039325
1739209780.8436866;-45.120503652039325
1739209780.8436875;-38.13080360867914
1739209780.8436882;-35.57807855764607
1739209780.843689;-45.120503652039325
1739209780.8436897;-45.120503652039325
1739209780.8436904;-33.981070128970906
1739209780.843691;-45.120503652039325
1739209780.8436918;-38.13080360867914
1739209780.8436925;-38.13080360867914
1739209780.8436933;-38.13080360867914
1739209780.843694;-45.120503652039325
1739209780.8436947;-38.13080360867914
1739209780.8436954;-38.13080360867914
1739209780.843696;-38.13080360867914
1739209780.8436968;-45.120503652039325
1739209780.8436975;-45.120503652039325
1739209780.8436983;-35.57807855764607
1739209780.843699;-29.438486411369347
1739209780.8436997;-31.141103565318915
1739209780.8437004;-45.120503652039325
1739209780.8437014;-45.120503652039325
1739209780.843702;-38.13080360867914
1739209780.8437028;-38.13080360867914
1739209780.8437035;-38.13080360867914
1739209780.8437042;-38.13080360867914
1739209780.843705;-31.141103565318915
1739209780.8437057;-38.13080360867914
1739209780.8437064;-45.120503652039325
1739209780.843707;-45.120503652039325
1739209780.8437078;-38.13080360867914
1739209780.8437085;-45.120503652039325
1739209780.8437092;-45.120503652039325
1739209780.84371;-45.120503652039325
1739209780.8437107;-38.13080360867914
1739209780.8437114;-38.13080360867914
1739209780.843712;-38.13080360867914
1739209780.8437128;-33.981070128970906
1739209780.8437135;-45.120503652039325
1739209780.8437142;-45.120503652039325
1739209780.843715;-45.120503652039325
1739209780.843716;-38.13080360867914
1739209780.8437166;-33.981070128970906
1739209780.8437173;-45.120503652039325
1739209780.843718;-38.13080360867914
1739209780.8437188;-38.13080360867914
1739209780.8437195;-38.13080360867914
1739209780.8437202;-45.120503652039325
1739209780.843721;-45.120503652039325
1739209780.8437216;-38.13080360867914
1739209780.8437223;-31.141103565318915
1739209780.843723;-31.141103565318915
1739209780.8437238;-45.120503652039325
1739209780.8437245;-45.120503652039325
1739209780.8437252;-33.981070128970906
1739209780.843726;-45.120503652039325
1739209780.8437266;-45.120503652039325
1739209780.8437274;-38.13080360867914
1739209780.843728;-45.120503652039325
1739209780.8437288;-35.57807855764607
1739209780.8437295;-38.13080360867914
1739209780.8437304;-45.120503652039325
1739209780.8437312;-45.120503652039325
1739209780.8437319;-35.57807855764607
1739209780.8437326;-38.13080360867914
1739209780.8437333;-45.120503652039325
1739209780.843734;-38.13080360867914
1739209780.8437347;-38.13080360867914
1739209780.8437355;-38.13080360867914
1739209780.8437362;-45.120503652039325
1739209780.843737;-45.120503652039325
1739209780.8437376;-38.13080360867914
1739209780.8437383;-38.13080360867914
1739209780.843739;-45.120503652039325
1739209780.8437397;-45.120503652039325
1739209780.8437405;-45.120503652039325
1739209780.8437412;-38.13080360867914
1739209780.843742;-38.13080360867914
1739209780.8437426;-38.13080360867914
1739209780.8437433;-45.120503652039325
1739209780.8437443;-45.120503652039325
1739209780.843745;-33.981070128970906
1739209780.8437457;-38.13080360867914
1739209780.8437464;-45.120503652039325
1739209780.8437471;-38.13080360867914
1739209780.8437479;-45.120503652039325
1739209780.8437486;-38.13080360867914
1739209780.8437493;-38.13080360867914
1739209780.84375;-38.13080360867914
1739209780.8437507;-45.120503652039325
1739209780.8437514;-35.57807855764607
1739209780.8437521;-35.57807855764607
1739209780.8437529;-38.13080360867914
1739209780.8437536;-38.13080360867914
1739209780.8437543;-38.13080360867914
1739209780.843755;-38.13080360867914
1739209780.8437557;-45.120503652039325
