CAN Message; 0x98:0000d0d9b939964d
1739209770.6979263;-45.120503652039325
1739209770.6979315;-38.13080360867914
1739209770.6979365;-45.120503652039325
1739209770.6979415;-45.120503652039325
1739209770.6979468;-35.57807855764607
1739209770.6979518;-35.57807855764607
1739209770.6979568;-45.120503652039325
1739209770.6979618;-38.13080360867914
1739209770.697967;-38.13080360867914
1739209770.697972;-45.120503652039325
1739209770.697977;-45.120503652039325
1739209770.6979823;-38.13080360867914
1739209770.6979873;-35.57807855764607
1739209770.6979923;-38.13080360867914
1739209770.6979973;-33.981070128970906
1739209770.6980026;-33.981070128970906
1739209770.6980076;-45.120503652039325
1739209770.6980126;-38.13080360867914
1739209770.6980178;-45.120503652039325
1739209770.6980228;-45.120503652039325
1739209770.6980278;-38.13080360867914
1739209770.698033;-38.13080360867914
1739209770.698038;-35.57807855764607
1739209770.698043;-33.981070128970906
1739209770.698048;-38.13080360867914
1739209770.6980534;-38.13080360867914
1739209770.6980584;-45.120503652039325
1739209770.6980634;-45.120503652039325
1739209770.6980686;-33.981070128970906
1739209770.6980736;-38.13080360867914
1739209770.6980786;-38.13080360867914
1739209770.6980836;-45.120503652039325
1739209770.698089;-38.13080360867914
1739209770.698094;-38.13080360867914
1739209770.698099;-35.57807855764607
1739209770.6981041;-38.13080360867914
1739209770.6981091;-45.120503652039325
1739209770.6981142;-38.13080360867914
1739209770.6981192;-45.120503652039325
1739209770.6981244;-45.120503652039325
1739209770.6981294;-45.120503652039325
1739209770.6981344;-38.13080360867914
1739209770.6981397;-38.13080360867914
1739209770.6981447;-33.981070128970906
1739209770.6981497;-38.13080360867914
1739209770.6981547;-38.13080360867914
1739209770.69816;-45.120503652039325
1739209770.698165;-45.120503652039325
1739209770.69817;-33.981070128970906
1739209770.6981752;-45.120503652039325
1739209770.6981802;-45.120503652039325
1739209770.6981852;-38.13080360867914
1739209770.6981902;-38.13080360867914
1739209770.6981955;-38.13080360867914
1739209770.6982005;-38.13080360867914
1739209770.6982055;-45.120503652039325
1739209770.6982107;-45.120503652039325
1739209770.6982157;-45.120503652039325
1739209770.6982207;-45.120503652039325
1739209770.6982257;-38.13080360867914
1739209770.698231;-45.120503652039325
1739209770.698236;-38.13080360867914
1739209770.698241;-38.13080360867914
1739209770.6982462;-38.13080360867914
1739209770.6982512;-35.57807855764607
1739209770.6982563;-38.13080360867914
1739209770.6982613;-45.120503652039325
1739209770.6982665;-45.120503652039325
1739209770.6982715;-33.981070128970906
1739209770.6982765;-45.120503652039325
1739209770.6982818;-38.13080360867914
1739209770.6982868;-38.13080360867914
1739209770.6982918;-45.120503652039325
1739209770.6982968;-38.13080360867914
1739209770.698302;-33.981070128970906
1739209770.698307;-45.120503652039325
1739209770.698312;-45.120503652039325
1739209770.6983173;-38.13080360867914
1739209770.6983223;-38.13080360867914
1739209770.6983273;-45.120503652039325
1739209770.6983325;-45.120503652039325
1739209770.6983376;-45.120503652039325
1739209770.6983426;-38.13080360867914
1739209770.6983476;-35.57807855764607
1739209770.6983528;-32.816014438256545
1739209770.6983578;-35.57807855764607
1739209770.6983628;-38.13080360867914
1739209770.698368;-45.120503652039325
1739209770.698373;-32.816014438256545
1739209770.698378;-33.981070128970906
1739209770.698383;-45.120503652039325
1739209770.6983883;-45.120503652039325
1739209770.6983933;-38.13080360867914
1739209770.6983984;-35.57807855764607
1739209770.6984036;-45.120503652039325
1739209770.6984086;-38.13080360867914
1739209770.6984136;-45.120503652039325
1739209770.6984186;-45.120503652039325
1739209770.6984239;-45.120503652039325
1739209770.6984289;-45.120503652039325
1739209770.6984339;-35.57807855764607
1739209770.6984391;-35.57807855764607
1739209770.6984441;-38.13080360867914
1739209770.6984491;-45.120503652039325
1739209770.6984541;-26.035653463252796
1739209770.6984594;-27.8777449560314
1739209770.6984644;-45.120503652039325
1739209770.6984694;-45.120503652039325
1739209770.6984746;-32.816014438256545
1739209770.6984797;-38.13080360867914
1739209770.6984847;-45.120503652039325
1739209770.6984897;-38.13080360867914
1739209770.698495;-45.120503652039325
1739209770.6985;-45.120503652039325
1739209770.698505;-45.120503652039325
1739209770.6985102;-38.13080360867914
1739209770.6985152;-33.981070128970906
1739209770.6985202;-38.13080360867914
1739209770.6985252;-45.120503652039325
1739209770.6985304;-45.120503652039325
1739209770.6985354;-45.120503652039325
1739209770.6985404;-38.13080360867914
1739209770.6985457;-38.13080360867914
1739209770.6985507;-45.120503652039325
1739209770.6985557;-45.120503652039325
1739209770.6985607;-38.13080360867914
1739209770.698566;-45.120503652039325
1739209770.698571;-45.120503652039325
1739209770.698576;-32.816014438256545
1739209770.6985812;-28.58837851428586
1739209770.6985862;-45.120503652039325
1739209770.6985912;-38.13080360867914
1739209770.6985962;-35.57807855764607
1739209770.6986015;-35.57807855764607
1739209770.6986065;-45.120503652039325
1739209770.6986115;-38.13080360867914
1739209770.6986167;-45.120503652039325
1739209770.6986217;-38.13080360867914
1739209770.6986268;-38.13080360867914
1739209770.698632;-38.13080360867914
1739209770.698637;-45.120503652039325
1739209770.698642;-45.120503652039325
1739209770.698647;-38.13080360867914
1739209770.6986523;-38.13080360867914
1739209770.6986573;-31.141103565318893
1739209770.6986623;-30.49652367304973
1739209770.6986675;-38.13080360867914
1739209770.6986725;-45.120503652039325
1739209770.6986775;-38.13080360867914
1739209770.6986825;-38.13080360867914
1739209770.6986878;-45.120503652039325
1739209770.6986928;-45.120503652039325
1739209770.6986978;-38.13080360867914
1739209770.698703;-38.13080360867914
1739209770.698708;-45.120503652039325
1739209770.698713;-45.120503652039325
1739209770.698718;-38.13080360867914
1739209770.6987233;-38.13080360867914
1739209770.6987283;-45.120503652039325
1739209770.6987333;-33.981070128970906
1739209770.6987386;-45.120503652039325
1739209770.6987436;-45.120503652039325
1739209770.6987486;-38.13080360867914
1739209770.6987536;-38.13080360867914
1739209770.6987588;-38.13080360867914
1739209770.6987638;-45.120503652039325
1739209770.6987689;-38.13080360867914
1739209770.698774;-38.13080360867914
1739209770.698779;-38.13080360867914
1739209770.698784;-30.49652367304973
1739209770.6987891;-35.57807855764607
1739209770.6987944;-35.57807855764607
1739209770.6987994;-45.120503652039325
1739209770.6988044;-35.57807855764607
1739209770.6988096;-33.981070128970906
1739209770.6988146;-45.120503652039325
1739209770.6988196;-45.120503652039325
1739209770.6988246;-45.120503652039325
1739209770.69883;-38.13080360867914
1739209770.698835;-38.13080360867914
1739209770.69884;-45.120503652039325
1739209770.6988451;-38.13080360867914
1739209770.6988502;-38.13080360867914
1739209770.6988552;-45.120503652039325
1739209770.6988602;-45.120503652039325
1739209770.6988654;-45.120503652039325
1739209770.6988704;-45.120503652039325
1739209770.6988754;-45.120503652039325
1739209770.6988807;-45.120503652039325
1739209770.6988857;-45.120503652039325
1739209770.6988907;-45.120503652039325
1739209770.6988957;-38.13080360867914
1739209770.698901;-38.13080360867914
1739209770.698906;-38.13080360867914
1739209770.698911;-33.981070128970906
1739209770.6989162;-38.13080360867914
1739209770.6989212;-38.13080360867914
1739209770.6989262;-38.13080360867914
1739209770.6989315;-38.13080360867914
1739209770.6989365;-45.120503652039325
1739209770.6989415;-45.120503652039325
1739209770.6989465;-45.120503652039325
1739209770.6989517;-38.13080360867914
1739209770.6989567;-38.13080360867914
1739209770.6989617;-32.816014438256545
1739209770.698967;-38.13080360867914
1739209770.698972;-45.120503652039325
1739209770.698977;-45.120503652039325
1739209770.698982;-45.120503652039325
1739209770.6989872;-35.57807855764607
1739209770.6989923;-38.13080360867914
1739209770.6989973;-38.13080360867914
1739209770.6990025;-45.120503652039325
1739209770.6990075;-38.13080360867914
1739209770.6990125;-45.120503652039325
1739209770.6990175;-38.13080360867914
1739209770.6990228;-38.13080360867914
1739209770.6990278;-45.120503652039325
1739209770.6990328;-45.120503652039325
1739209770.699038;-45.120503652039325
1739209770.699043;-35.57807855764607
1739209770.699048;-38.13080360867914
1739209770.699053;-38.13080360867914
1739209770.6990583;-38.13080360867914
1739209770.6990633;-33.981070128970906
1739209770.6990683;-38.13080360867914
1739209770.6990736;-45.120503652039325
1739209770.6990786;-45.120503652039325
1739209770.6990836;-45.120503652039325
1739209770.6990886;-45.120503652039325
1739209770.6990938;-45.120503652039325
1739209770.6990988;-45.120503652039325
1739209770.6991038;-35.57807855764607
1739209770.699109;-35.57807855764607
1739209770.699114;-31.141103565318915
1739209770.699119;-38.13080360867914
1739209770.699124;-38.13080360867914
1739209770.6991293;-45.120503652039325
1739209770.6991343;-45.120503652039325
1739209770.6991394;-45.120503652039325
1739209770.6991446;-38.13080360867914
1739209770.6991496;-38.13080360867914
1739209770.6991546;-33.981070128970956
1739209770.6991596;-45.120503652039325
1739209770.6991649;-45.120503652039325
1739209770.6991699;-45.120503652039325
1739209770.699175;-45.120503652039325
1739209770.6991801;-45.120503652039325
1739209770.6991851;-45.120503652039325
1739209770.6991901;-38.13080360867914
1739209770.6991951;-30.49652367304973
1739209770.6992004;-33.981070128970906
1739209770.6992054;-45.120503652039325
1739209770.6992104;-38.13080360867914
1739209770.6992157;-30.49652367304973
1739209770.6992207;-38.13080360867914
1739209770.6992257;-45.120503652039325
1739209770.699231;-38.13080360867914
1739209770.699236;-35.57807855764607
1739209770.699241;-45.120503652039325
1739209770.699246;-45.120503652039325
1739209770.6992512;-45.120503652039325
1739209770.6992562;-35.57807855764607
1739209770.6992612;-35.57807855764607
1739209770.6992664;-45.120503652039325
1739209770.6992714;-45.120503652039325
1739209770.6992764;-38.13080360867914
1739209770.6992815;-45.120503652039325
1739209770.6992867;-35.57807855764607
1739209770.6992917;-33.981070128970906
1739209770.6992967;-35.57807855764607
1739209770.699302;-35.57807855764607
1739209770.699307;-38.13080360867914
1739209770.699312;-45.120503652039325
1739209770.699317;-25.826314394896354
1739209770.6993222;-38.13080360867914
1739209770.6993272;-45.120503652039325
1739209770.6993322;-45.120503652039325
1739209770.6993375;-45.120503652039325
1739209770.6993425;-45.120503652039325
1739209770.6993475;-38.13080360867914
1739209770.6993525;-38.13080360867914
1739209770.6993577;-38.13080360867914
1739209770.6993628;-45.120503652039325
1739209770.6993678;-38.13080360867914
1739209770.699373;-38.13080360867914
1739209770.699378;-45.120503652039325
1739209770.699383;-38.13080360867914
1739209770.699388;-38.13080360867914
1739209770.6993933;-38.13080360867914
1739209770.6993983;-38.13080360867914
1739209770.6994033;-45.120503652039325
1739209770.6994085;-35.57807855764607
1739209770.6994135;-38.13080360867914
1739209770.6994185;-45.120503652039325
1739209770.6994236;-38.13080360867914
1739209770.6994288;-38.13080360867914
1739209770.6994338;-45.120503652039325
1739209770.6994388;-35.57807855764607
1739209770.699444;-38.13080360867914
1739209770.699449;-45.120503652039325
1739209770.699454;-33.981070128970906
1739209770.699459;-38.13080360867914
1739209770.6994643;-38.13080360867914
1739209770.6994693;-45.120503652039325
1739209770.6994743;-45.120503652039325
1739209770.6994796;-45.120503652039325
1739209770.6994846;-45.120503652039325
1739209770.6994896;-38.13080360867914
1739209770.6994946;-45.120503652039325
1739209770.6994998;-45.120503652039325
1739209770.6995049;-38.13080360867914
1739209770.6995099;-35.57807855764607
1739209770.699515;-33.981070128970906
1739209770.69952;-45.120503652039325
1739209770.699525;-45.120503652039325
1739209770.6995301;-33.981070128970906
1739209770.6995354;-38.13080360867914
1739209770.6995404;-45.120503652039325
1739209770.6995454;-45.120503652039325
1739209770.6995506;-35.57807855764607
1739209770.6995556;-38.13080360867914
1739209770.6995606;-45.120503652039325
1739209770.699566;-38.13080360867914
1739209770.699571;-33.981070128970906
1739209770.699576;-45.120503652039325
1739209770.699581;-45.120503652039325
1739209770.6995862;-45.120503652039325
1739209770.6995912;-45.120503652039325
1739209770.6995962;-38.13080360867914
1739209770.6996014;-38.13080360867914
1739209770.6996064;-38.13080360867914
1739209770.6996114;-35.57807855764607
1739209770.6996164;-35.57807855764607
1739209770.6996217;-45.120503652039325
1739209770.6996267;-45.120503652039325
1739209770.6996317;-38.13080360867914
1739209770.699637;-45.120503652039325
1739209770.699642;-38.13080360867914
1739209770.699647;-38.13080360867914
1739209770.699652;-45.120503652039325
1739209770.6996572;-38.13080360867914
1739209770.6996622;-38.13080360867914
1739209770.6996672;-38.13080360867914
1739209770.6996725;-45.120503652039325
1739209770.6996775;-35.57807855764607
1739209770.6996825;-38.13080360867914
1739209770.6996875;-38.13080360867914
1739209770.6996927;-38.13080360867914
1739209770.6996977;-38.13080360867914
1739209770.6997027;-45.120503652039325
1739209770.699708;-45.120503652039325
1739209770.699713;-35.57807855764607
1739209770.699718;-38.13080360867914
1739209770.699723;-38.13080360867914
1739209770.6997283;-33.981070128970906
1739209770.6997333;-38.13080360867914
1739209770.6997383;-38.13080360867914
1739209770.6997435;-38.13080360867914
1739209770.6997485;-38.13080360867914
1739209770.6997535;-38.13080360867914
1739209770.6997585;-38.13080360867914
1739209770.6997638;-45.120503652039325
1739209770.6997688;-38.13080360867914
1739209770.6997738;-35.57807855764607
1739209770.699779;-35.57807855764607
1739209770.699784;-45.120503652039325
1739209770.699789;-45.120503652039325
1739209770.699794;-35.57807855764607
1739209770.6997993;-33.981070128970906
1739209770.6998043;-45.120503652039325
1739209770.6998093;-38.13080360867914
1739209770.6998146;-38.13080360867914
1739209770.6998196;-38.13080360867914
1739209770.6998246;-38.13080360867914
1739209770.6998296;-33.981070128970906
1739209770.6998348;-31.141103565318915
1739209770.6998398;-45.120503652039325
1739209770.6998448;-45.120503652039325
1739209770.69985;-38.13080360867914
1739209770.699855;-38.13080360867914
1739209770.69986;-38.13080360867914
1739209770.6998653;-38.13080360867914
1739209770.6998703;-38.13080360867914
1739209770.6998754;-38.13080360867914
1739209770.6998804;-45.120503652039325
1739209770.6998856;-38.13080360867914
1739209770.6998906;-45.120503652039325
1739209770.6998956;-45.120503652039325
1739209770.6999009;-38.13080360867914
1739209770.6999059;-38.13080360867914
1739209770.6999109;-38.13080360867914
1739209770.699916;-33.981070128970906
1739209770.6999211;-35.57807855764607
1739209770.6999261;-38.13080360867914
1739209770.6999311;-35.57807855764607
1739209770.6999364;-45.120503652039325
1739209770.6999414;-45.120503652039325
1739209770.6999464;-33.981070128970906
1739209770.6999514;-33.981070128970906
1739209770.6999567;-38.13080360867914
1739209770.6999617;-38.13080360867914
1739209770.6999667;-38.13080360867914
1739209770.699972;-33.981070128970906
1739209770.699977;-38.13080360867914
1739209770.699982;-38.13080360867914
1739209770.699987;-38.13080360867914
1739209770.6999922;-38.13080360867914
1739209770.6999972;-45.120503652039325
1739209770.7000022;-45.120503652039325
1739209770.7000074;-38.13080360867914
1739209770.7000124;-32.816014438256545
1739209770.7000175;-28.992665084841942
1739209770.7000225;-38.13080360867914
1739209770.7000277;-38.13080360867914
1739209770.7000327;-38.13080360867914
1739209770.7000377;-38.13080360867914
1739209770.700043;-45.120503652039325
1739209770.700048;-45.120503652039325
1739209770.700053;-38.13080360867914
1739209770.700058;-32.81601443825658
1739209770.7000632;-45.120503652039325
1739209770.7000682;-38.13080360867914
1739209770.7000732;-45.120503652039325
1739209770.7000785;-38.13080360867914
1739209770.7000835;-38.13080360867914
1739209770.7000885;-45.120503652039325
1739209770.7000935;-38.13080360867914
1739209770.7000988;-28.58837851428586
1739209770.7001038;-38.13080360867914
1739209770.7001088;-45.120503652039325
1739209770.700114;-38.13080360867914
1739209770.700119;-35.57807855764607
1739209770.700124;-38.13080360867914
1739209770.700129;-45.120503652039325
1739209770.7001343;-45.120503652039325
1739209770.7001393;-45.120503652039325
1739209770.7001443;-45.120503652039325
1739209770.7001495;-45.120503652039325
1739209770.7001545;-45.120503652039325
1739209770.7001595;-38.13080360867914
1739209770.7001648;-38.13080360867914
1739209770.7001698;-45.120503652039325
1739209770.7001748;-38.13080360867914
1739209770.7001798;-38.13080360867914
1739209770.700185;-35.57807855764607
1739209770.70019;-45.120503652039325
1739209770.700195;-45.120503652039325
1739209770.7002003;-45.120503652039325
1739209770.7002053;-38.13080360867914
1739209770.7002103;-45.120503652039325
1739209770.7002153;-45.120503652039325
1739209770.7002206;-27.8777449560314
1739209770.7002256;-35.57807855764607
1739209770.7002306;-45.120503652039325
1739209770.7002358;-38.13080360867914
1739209770.7002409;-31.141103565318915
1739209770.7002459;-45.120503652039325
1739209770.7002509;-45.120503652039325
1739209770.700256;-45.120503652039325
1739209770.700261;-38.13080360867914
1739209770.7002661;-38.13080360867914
1739209770.7002714;-38.13080360867914
1739209770.7002764;-45.120503652039325
1739209770.7002814;-45.120503652039325
1739209770.7002864;-33.981070128970906
1739209770.7002916;-45.120503652039325
1739209770.7002966;-45.120503652039325
1739209770.7003016;-29.438486411369333
1739209770.700307;-35.57807855764607
1739209770.700312;-45.120503652039325
1739209770.700317;-31.141103565318915
1739209770.700322;-32.816014438256545
1739209770.7003272;-38.13080360867914
1739209770.7003322;-45.120503652039325
1739209770.7003372;-45.120503652039325
1739209770.7003424;-45.120503652039325
1739209770.7003474;-45.120503652039325
1739209770.7003524;-45.120503652039325
1739209770.7003574;-45.120503652039325
1739209770.7003627;-45.120503652039325
1739209770.7003677;-38.13080360867914
1739209770.7003727;-33.981070128970906
1739209770.700378;-45.120503652039325
1739209770.700383;-31.141103565318893
1739209770.700388;-32.816014438256545
1739209770.700393;-45.120503652039325
1739209770.7003982;-45.120503652039325
1739209770.7004032;-38.13080360867914
1739209770.7004082;-45.120503652039325
1739209770.7004135;-35.57807855764607
1739209770.7004185;-31.141103565318915
1739209770.7004235;-45.120503652039325
1739209770.7004285;-45.120503652039325
1739209770.7004337;-35.57807855764607
1739209770.7004387;-45.120503652039325
1739209770.7004437;-45.120503652039325
1739209770.700449;-38.13080360867914
1739209770.700454;-38.13080360867914
1739209770.700459;-38.13080360867914
1739209770.7004642;-45.120503652039325
1739209770.7004693;-45.120503652039325
1739209770.7004743;-45.120503652039325
1739209770.7004793;-38.13080360867914
1739209770.7004845;-45.120503652039325
1739209770.7004895;-45.120503652039325
1739209770.7004945;-45.120503652039325
1739209770.7004998;-45.120503652039325
1739209770.7005048;-38.13080360867914
1739209770.7005098;-45.120503652039325
1739209770.7005148;-45.120503652039325
1739209770.70052;-45.120503652039325
1739209770.700525;-32.816014438256545
1739209770.70053;-35.57807855764607
1739209770.7005353;-38.13080360867914
1739209770.7005403;-45.120503652039325
1739209770.7005453;-38.13080360867914
1739209770.7005503;-45.120503652039325
1739209770.7005556;-45.120503652039325
1739209770.7005606;-38.13080360867914
1739209770.7005656;-45.120503652039325
1739209770.7005708;-38.13080360867914
1739209770.7005758;-35.57807855764607
1739209770.7005808;-38.13080360867914
1739209770.7005858;-38.13080360867914
1739209770.700591;-35.57807855764607
1739209770.700596;-45.120503652039325
1739209770.700601;-38.13080360867914
1739209770.7006063;-38.13080360867914
1739209770.7006114;-35.57807855764607
1739209770.7006164;-45.120503652039325
1739209770.7006214;-45.120503652039325
1739209770.7006266;-45.120503652039325
1739209770.7006316;-45.120503652039325
1739209770.7006366;-45.120503652039325
1739209770.7006419;-45.120503652039325
1739209770.7006469;-45.120503652039325
1739209770.700652;-45.120503652039325
1739209770.700657;-45.120503652039325
1739209770.7006621;-45.120503652039325
1739209770.7006671;-38.13080360867914
1739209770.7006721;-38.13080360867914
1739209770.7006774;-45.120503652039325
1739209770.7006824;-38.13080360867914
1739209770.7006874;-38.13080360867914
1739209770.7006924;-35.57807855764607
1739209770.7006977;-45.120503652039325
1739209770.7007027;-45.120503652039325
1739209770.7007077;-35.57807855764607
1739209770.700713;-33.981070128970906
1739209770.700718;-38.13080360867914
1739209770.700723;-38.13080360867914
1739209770.700728;-32.816014438256545
1739209770.7007332;-31.141103565318915
1739209770.7007382;-45.120503652039325
1739209770.7007432;-38.13080360867914
1739209770.7007484;-38.13080360867914
1739209770.7007535;-38.13080360867914
1739209770.7007585;-38.13080360867914
1739209770.7007637;-38.13080360867914
1739209770.7007687;-38.13080360867914
1739209770.7007737;-45.120503652039325
1739209770.7007787;-38.13080360867914
1739209770.700784;-35.57807855764607
1739209770.700789;-35.57807855764607
1739209770.700794;-32.816014438256545
1739209770.7007992;-38.13080360867914
1739209770.7008042;-45.120503652039325
1739209770.7008092;-38.13080360867914
1739209770.7008142;-31.141103565318915
1739209770.7008195;-45.120503652039325
1739209770.7008245;-45.120503652039325
1739209770.7008295;-32.816014438256545
1739209770.7008348;-31.141103565318915
1739209770.7008398;-45.120503652039325
1739209770.7008448;-45.120503652039325
1739209770.7008498;-45.120503652039325
1739209770.700855;-45.120503652039325
1739209770.70086;-45.120503652039325
1739209770.700865;-45.120503652039325
1739209770.7008703;-38.13080360867914
1739209770.7008753;-35.57807855764607
1739209770.7008803;-45.120503652039325
1739209770.7008853;-38.13080360867914
1739209770.7008905;-38.13080360867914
1739209770.7008955;-38.13080360867914
1739209770.7009006;-38.13080360867914
1739209770.7009058;-45.120503652039325
1739209770.7009108;-45.120503652039325
1739209770.7009158;-45.120503652039325
