CAN Message; 0x39:087a16228a70f406
1739209713.562037;-45.120503652039325
1739209713.562039;-45.120503652039325
1739209713.5620406;-33.981070128970906
1739209713.5620422;-38.13080360867914
1739209713.5620441;-38.13080360867914
1739209713.5620458;-45.120503652039325
1739209713.5620477;-38.13080360867914
1739209713.5620494;-38.13080360867914
1739209713.5620513;-45.120503652039325
1739209713.562053;-45.120503652039325
1739209713.5620546;-38.13080360867914
1739209713.5620565;-45.120503652039325
1739209713.5620582;-38.13080360867914
1739209713.56206;-38.13080360867914
1739209713.5620618;-38.13080360867914
1739209713.5620637;-38.13080360867914
1739209713.5620654;-45.120503652039325
1739209713.5620673;-38.13080360867914
1739209713.562069;-35.57807855764607
1739209713.5620706;-45.120503652039325
1739209713.5620725;-38.13080360867914
1739209713.5620742;-35.57807855764607
1739209713.562076;-38.13080360867914
1739209713.5620778;-35.57807855764607
1739209713.5620797;-38.13080360867914
1739209713.5620813;-45.120503652039325
1739209713.5620832;-38.13080360867914
1739209713.562085;-38.13080360867914
1739209713.5620866;-35.57807855764607
1739209713.5620885;-45.120503652039325
1739209713.5620902;-45.120503652039325
1739209713.562092;-45.120503652039325
1739209713.5620937;-45.120503652039325
1739209713.5620956;-38.13080360867914
1739209713.5620973;-45.120503652039325
1739209713.5620992;-45.120503652039325
1739209713.562101;-45.120503652039325
1739209713.5621026;-38.13080360867914
1739209713.5621045;-45.120503652039325
1739209713.5621061;-38.13080360867914
1739209713.562108;-38.13080360867914
1739209713.5621097;-45.120503652039325
1739209713.5621116;-38.13080360867914
1739209713.5621133;-33.981070128970906
1739209713.5621152;-38.13080360867914
1739209713.5621169;-45.120503652039325
1739209713.5621185;-45.120503652039325
1739209713.5621204;-32.816014438256545
1739209713.562122;-29.438486411369333
1739209713.562124;-45.120503652039325
1739209713.5621257;-45.120503652039325
1739209713.5621276;-45.120503652039325
1739209713.5621293;-38.13080360867914
1739209713.5621312;-45.120503652039325
1739209713.5621328;-45.120503652039325
1739209713.5621345;-45.120503652039325
1739209713.5621364;-38.13080360867914
1739209713.562138;-45.120503652039325
1739209713.56214;-45.120503652039325
1739209713.5621417;-45.120503652039325
1739209713.5621436;-38.13080360867914
1739209713.5621452;-38.13080360867914
1739209713.562147;-45.120503652039325
1739209713.5621488;-32.816014438256545
1739209713.5621505;-29.438486411369333
1739209713.5621524;-45.120503652039325
1739209713.562154;-45.120503652039325
1739209713.562156;-35.57807855764607
1739209713.5621576;-35.57807855764607
1739209713.5621595;-45.120503652039325
1739209713.5621612;-35.57807855764607
1739209713.5621629;-38.13080360867914
1739209713.5621648;-45.120503652039325
1739209713.5621665;-33.981070128970906
1739209713.5621684;-38.13080360867914
1739209713.56217;-38.13080360867914
1739209713.562172;-38.13080360867914
1739209713.5621736;-38.13080360867914
1739209713.5621755;-38.13080360867914
1739209713.5621772;-45.120503652039325
1739209713.5621789;-45.120503652039325
1739209713.5621808;-38.13080360867914
1739209713.5621824;-38.13080360867914
1739209713.5621843;-45.120503652039325
1739209713.562186;-45.120503652039325
1739209713.562188;-38.13080360867914
1739209713.5621896;-35.57807855764607
1739209713.5621915;-33.981070128970906
1739209713.5621932;-31.141103565318893
1739209713.5621948;-38.13080360867914
1739209713.5621967;-35.57807855764607
1739209713.5621984;-45.120503652039325
1739209713.5622003;-38.13080360867914
1739209713.562202;-45.120503652039325
1739209713.562204;-38.13080360867914
1739209713.5622056;-38.13080360867914
1739209713.5622075;-32.81601443825658
1739209713.5622091;-45.120503652039325
1739209713.5622108;-38.13080360867914
1739209713.5622127;-45.120503652039325
1739209713.5622144;-45.120503652039325
1739209713.5622163;-35.57807855764607
1739209713.562218;-38.13080360867914
1739209713.5622199;-45.120503652039325
1739209713.5622215;-27.8777449560314
1739209713.5622234;-35.57807855764607
1739209713.562225;-45.120503652039325
1739209713.5622268;-38.13080360867914
1739209713.5622287;-32.816014438256545
1739209713.5622303;-38.13080360867914
1739209713.5622323;-45.120503652039325
1739209713.562234;-45.120503652039325
1739209713.5622358;-45.120503652039325
1739209713.5622375;-45.120503652039325
1739209713.5622392;-38.13080360867914
1739209713.562241;-45.120503652039325
1739209713.5622427;-38.13080360867914
1739209713.5622447;-38.13080360867914
1739209713.5622463;-45.120503652039325
1739209713.5622482;-45.120503652039325
1739209713.56225;-38.13080360867914
1739209713.5622518;-38.13080360867914
1739209713.5622535;-45.120503652039325
1739209713.5622551;-38.13080360867914
1739209713.562257;-38.13080360867914
1739209713.5622587;-45.120503652039325
1739209713.5622606;-45.120503652039325
1739209713.5622623;-45.120503652039325
1739209713.5622642;-35.57807855764607
1739209713.5622659;-38.13080360867914
1739209713.5622678;-45.120503652039325
1739209713.5622694;-38.13080360867914
1739209713.562271;-32.816014438256545
1739209713.562273;-38.13080360867914
1739209713.5622747;-45.120503652039325
1739209713.5622766;-38.13080360867914
1739209713.5622783;-45.120503652039325
1739209713.5622802;-45.120503652039325
1739209713.5622818;-33.981070128970906
1739209713.5622838;-38.13080360867914
1739209713.5622854;-45.120503652039325
1739209713.562287;-38.13080360867914
1739209713.562289;-38.13080360867914
1739209713.5622907;-38.13080360867914
1739209713.5622926;-38.13080360867914
1739209713.5622942;-38.13080360867914
1739209713.5622962;-35.57807855764607
1739209713.5622978;-38.13080360867914
1739209713.5622997;-45.120503652039325
1739209713.5623014;-38.13080360867914
1739209713.562303;-38.13080360867914
1739209713.562305;-38.13080360867914
1739209713.5623066;-45.120503652039325
1739209713.5623085;-45.120503652039325
1739209713.5623102;-38.13080360867914
1739209713.5623121;-45.120503652039325
1739209713.5623138;-38.13080360867914
1739209713.5623157;-35.57807855764607
1739209713.5623174;-38.13080360867914
1739209713.562319;-45.120503652039325
1739209713.562321;-45.120503652039325
1739209713.5623226;-38.13080360867914
1739209713.5623245;-35.57807855764607
1739209713.5623262;-38.13080360867914
1739209713.562328;-38.13080360867914
1739209713.5623298;-45.120503652039325
1739209713.5623314;-45.120503652039325
1739209713.5623333;-45.120503652039325
1739209713.562335;-45.120503652039325
1739209713.562337;-33.981070128970906
1739209713.5623386;-38.13080360867914
1739209713.5623405;-45.120503652039325
1739209713.5623422;-38.13080360867914
1739209713.562344;-35.57807855764607
1739209713.5623457;-38.13080360867914
1739209713.5623474;-38.13080360867914
1739209713.5623493;-45.120503652039325
1739209713.562351;-45.120503652039325
1739209713.562353;-38.13080360867914
1739209713.5623546;-38.13080360867914
1739209713.5623565;-45.120503652039325
1739209713.5623581;-45.120503652039325
1739209713.56236;-45.120503652039325
1739209713.5623617;-45.120503652039325
1739209713.5623634;-45.120503652039325
1739209713.5623653;-38.13080360867914
1739209713.562367;-35.57807855764607
1739209713.5623689;-38.13080360867914
1739209713.5623705;-35.57807855764607
1739209713.5623724;-38.13080360867914
1739209713.562374;-45.120503652039325
1739209713.562376;-45.120503652039325
1739209713.5623777;-45.120503652039325
1739209713.5623794;-45.120503652039325
1739209713.5623813;-45.120503652039325
1739209713.562383;-45.120503652039325
1739209713.5623848;-38.13080360867914
1739209713.5623865;-38.13080360867914
1739209713.5623884;-38.13080360867914
1739209713.56239;-38.13080360867914
1739209713.562392;-38.13080360867914
1739209713.5623937;-35.57807855764607
1739209713.5623953;-45.120503652039325
1739209713.5623972;-45.120503652039325
1739209713.562399;-45.120503652039325
1739209713.5624008;-38.13080360867914
1739209713.5624025;-45.120503652039325
1739209713.5624044;-38.13080360867914
1739209713.562406;-38.13080360867914
1739209713.562408;-33.981070128970906
1739209713.5624096;-38.13080360867914
1739209713.5624113;-38.13080360867914
1739209713.5624132;-38.13080360867914
1739209713.562415;-38.13080360867914
1739209713.5624168;-35.57807855764607
1739209713.5624185;-45.120503652039325
1739209713.5624204;-32.816014438256545
1739209713.562422;-38.13080360867914
1739209713.562424;-38.13080360867914
1739209713.5624256;-33.981070128970906
1739209713.5624273;-38.13080360867914
1739209713.5624292;-45.120503652039325
1739209713.5624309;-38.13080360867914
1739209713.5624328;-35.57807855764607
1739209713.5624344;-45.120503652039325
1739209713.5624363;-30.49652367304973
1739209713.562438;-28.58837851428586
1739209713.5624397;-45.120503652039325
1739209713.5624416;-45.120503652039325
1739209713.5624433;-38.13080360867914
1739209713.5624452;-35.57807855764607
1739209713.5624468;-38.13080360867914
1739209713.5624487;-45.120503652039325
1739209713.5624504;-45.120503652039325
1739209713.5624523;-45.120503652039325
1739209713.562454;-45.120503652039325
1739209713.5624557;-45.120503652039325
1739209713.5624576;-45.120503652039325
1739209713.5624592;-45.120503652039325
1739209713.5624611;-45.120503652039325
1739209713.5624628;-45.120503652039325
1739209713.5624647;-45.120503652039325
1739209713.5624664;-45.120503652039325
1739209713.5624683;-35.57807855764607
1739209713.56247;-35.57807855764607
1739209713.5624716;-45.120503652039325
1739209713.5624735;-45.120503652039325
1739209713.5624752;-38.13080360867914
1739209713.562477;-45.120503652039325
1739209713.5624788;-35.57807855764607
1739209713.5624807;-28.21854285175415
1739209713.5624824;-45.120503652039325
1739209713.5624843;-45.120503652039325
1739209713.562486;-38.13080360867914
1739209713.5624876;-38.13080360867914
1739209713.5624895;-45.120503652039325
1739209713.5624912;-45.120503652039325
1739209713.562493;-45.120503652039325
1739209713.5624948;-45.120503652039325
1739209713.5624967;-38.13080360867914
1739209713.5624983;-45.120503652039325
1739209713.5625002;-45.120503652039325
1739209713.562502;-45.120503652039325
1739209713.5625036;-38.13080360867914
1739209713.5625055;-45.120503652039325
1739209713.5625072;-35.57807855764607
1739209713.562509;-28.21854285175415
1739209713.5625107;-38.13080360867914
1739209713.5625126;-45.120503652039325
1739209713.5625143;-35.57807855764607
1739209713.5625162;-32.816014438256545
1739209713.562518;-45.120503652039325
1739209713.5625196;-45.120503652039325
1739209713.5625215;-45.120503652039325
1739209713.5625231;-45.120503652039325
1739209713.562525;-38.13080360867914
1739209713.5625267;-45.120503652039325
1739209713.5625286;-38.13080360867914
1739209713.5625303;-32.816014438256545
1739209713.562532;-38.13080360867914
1739209713.5625339;-45.120503652039325
1739209713.5625355;-38.13080360867914
1739209713.5625374;-45.120503652039325
1739209713.562539;-45.120503652039325
1739209713.562541;-45.120503652039325
1739209713.5625427;-38.13080360867914
1739209713.5625446;-45.120503652039325
1739209713.5625463;-38.13080360867914
1739209713.562548;-35.57807855764607
1739209713.5625498;-38.13080360867914
1739209713.5625515;-45.120503652039325
1739209713.5625534;-38.13080360867914
1739209713.562555;-38.13080360867914
1739209713.562557;-38.13080360867914
1739209713.5625587;-35.57807855764607
1739209713.5625606;-38.13080360867914
1739209713.5625622;-45.120503652039325
1739209713.562564;-38.13080360867914
1739209713.5625658;-45.120503652039325
1739209713.5625675;-45.120503652039325
1739209713.5625694;-38.13080360867914
1739209713.562571;-45.120503652039325
1739209713.562573;-45.120503652039325
1739209713.5625746;-38.13080360867914
1739209713.5625765;-35.57807855764607
1739209713.5625782;-38.13080360867914
1739209713.5625799;-35.57807855764607
1739209713.5625818;-38.13080360867914
1739209713.5625834;-35.57807855764607
1739209713.5625854;-38.13080360867914
1739209713.562587;-38.13080360867914
1739209713.562589;-33.981070128970906
1739209713.5625906;-32.816014438256545
1739209713.5625925;-35.57807855764607
1739209713.5625942;-38.13080360867914
1739209713.5625958;-38.13080360867914
1739209713.5625978;-45.120503652039325
1739209713.5625994;-38.13080360867914
1739209713.5626013;-35.57807855764607
1739209713.562603;-33.981070128970906
1739209713.562605;-45.120503652039325
1739209713.5626066;-33.981070128970906
1739209713.5626085;-35.57807855764607
1739209713.5626101;-33.981070128970906
1739209713.5626118;-45.120503652039325
1739209713.5626137;-45.120503652039325
1739209713.5626154;-45.120503652039325
1739209713.5626173;-45.120503652039325
1739209713.562619;-45.120503652039325
1739209713.5626209;-33.981070128970906
1739209713.5626225;-32.816014438256545
1739209713.5626242;-45.120503652039325
1739209713.5626261;-45.120503652039325
1739209713.5626278;-38.13080360867914
1739209713.5626297;-32.816014438256545
1739209713.5626314;-35.57807855764607
1739209713.5626333;-45.120503652039325
1739209713.562635;-38.13080360867914
1739209713.5626369;-38.13080360867914
1739209713.5626385;-33.981070128970906
1739209713.5626402;-45.120503652039325
1739209713.562642;-38.13080360867914
1739209713.5626438;-45.120503652039325
1739209713.5626457;-45.120503652039325
1739209713.5626473;-45.120503652039325
1739209713.5626493;-45.120503652039325
1739209713.562651;-29.438486411369333
1739209713.5626528;-31.141103565318915
1739209713.5626545;-45.120503652039325
1739209713.5626562;-45.120503652039325
1739209713.562658;-38.13080360867914
1739209713.5626597;-32.816014438256545
1739209713.5626616;-38.13080360867914
1739209713.5626633;-38.13080360867914
1739209713.5626652;-45.120503652039325
1739209713.562667;-38.13080360867914
1739209713.5626688;-35.57807855764607
1739209713.5626705;-45.120503652039325
1739209713.5626721;-45.120503652039325
1739209713.562674;-38.13080360867914
1739209713.5626757;-45.120503652039325
1739209713.5626776;-45.120503652039325
1739209713.5626793;-38.13080360867914
1739209713.5626812;-38.13080360867914
1739209713.5626829;-38.13080360867914
1739209713.5626848;-38.13080360867914
1739209713.5626864;-38.13080360867914
1739209713.562688;-38.13080360867914
1739209713.56269;-32.816014438256545
1739209713.5626917;-45.120503652039325
1739209713.5626936;-45.120503652039325
1739209713.5626953;-28.992665084841942
1739209713.5626972;-35.57807855764607
1739209713.5626988;-38.13080360867914
1739209713.5627007;-45.120503652039325
1739209713.5627024;-38.13080360867914
1739209713.562704;-38.13080360867914
1739209713.562706;-38.13080360867914
1739209713.5627077;-45.120503652039325
1739209713.5627096;-31.14110356531892
1739209713.5627112;-38.13080360867914
1739209713.5627131;-45.120503652039325
1739209713.5627148;-45.120503652039325
1739209713.5627165;-38.13080360867914
1739209713.5627184;-38.13080360867914
1739209713.56272;-45.120503652039325
1739209713.562722;-35.57807855764607
1739209713.5627236;-28.992665084841942
1739209713.5627255;-33.981070128970906
1739209713.5627272;-45.120503652039325
1739209713.5627291;-45.120503652039325
1739209713.5627308;-33.981070128970906
1739209713.5627325;-38.13080360867914
1739209713.5627344;-38.13080360867914
1739209713.562736;-45.120503652039325
1739209713.562738;-45.120503652039325
1739209713.5627396;-45.120503652039325
1739209713.5627415;-38.13080360867914
1739209713.5627432;-38.13080360867914
1739209713.562745;-38.13080360867914
1739209713.5627468;-38.13080360867914
1739209713.5627484;-38.13080360867914
1739209713.5627503;-45.120503652039325
1739209713.562752;-45.120503652039325
1739209713.562754;-33.981070128970906
1739209713.5627556;-33.981070128970906
1739209713.5627575;-38.13080360867914
1739209713.5627592;-45.120503652039325
1739209713.562761;-45.120503652039325
1739209713.5627627;-38.13080360867914
1739209713.5627644;-38.13080360867914
1739209713.5627663;-32.816014438256545
1739209713.562768;-31.141103565318915
1739209713.56277;-45.120503652039325
1739209713.5627716;-38.13080360867914
1739209713.5627735;-38.13080360867914
1739209713.5627751;-38.13080360867914
1739209713.562777;-45.120503652039325
1739209713.5627787;-35.57807855764607
1739209713.5627804;-35.57807855764607
1739209713.5627823;-38.13080360867914
1739209713.562784;-33.981070128970906
1739209713.5627859;-45.120503652039325
1739209713.5627875;-45.120503652039325
1739209713.5627894;-45.120503652039325
1739209713.562791;-38.13080360867914
1739209713.562793;-45.120503652039325
1739209713.5627947;-35.57807855764607
1739209713.5627964;-32.816014438256545
1739209713.5627983;-38.13080360867914
1739209713.5628;-38.13080360867914
1739209713.5628018;-45.120503652039325
1739209713.5628035;-45.120503652039325
1739209713.5628054;-45.120503652039325
1739209713.562807;-31.141103565318893
1739209713.562809;-38.13080360867914
1739209713.5628107;-45.120503652039325
1739209713.5628123;-38.13080360867914
1739209713.5628142;-35.57807855764607
1739209713.562816;-45.120503652039325
1739209713.5628178;-38.13080360867914
1739209713.5628195;-38.13080360867914
1739209713.5628214;-38.13080360867914
1739209713.562823;-38.13080360867914
1739209713.5628247;-35.57807855764607
1739209713.5628266;-31.141103565318915
1739209713.5628283;-38.13080360867914
1739209713.5628302;-38.13080360867914
1739209713.5628319;-45.120503652039325
1739209713.5628338;-33.981070128970906
1739209713.5628355;-45.120503652039325
1739209713.5628374;-45.120503652039325
1739209713.562839;-38.13080360867914
1739209713.5628407;-38.13080360867914
1739209713.5628426;-38.13080360867914
1739209713.5628443;-38.13080360867914
1739209713.5628462;-32.816014438256545
1739209713.5628479;-45.120503652039325
1739209713.5628498;-45.120503652039325
1739209713.5628514;-45.120503652039325
1739209713.5628533;-45.120503652039325
1739209713.562855;-38.13080360867914
1739209713.5628567;-38.13080360867914
1739209713.5628586;-45.120503652039325
1739209713.5628603;-38.13080360867914
1739209713.5628622;-35.57807855764607
1739209713.5628638;-45.120503652039325
1739209713.5628657;-35.57807855764607
1739209713.5628674;-32.816014438256545
1739209713.5628693;-38.13080360867914
1739209713.562871;-45.120503652039325
1739209713.5628726;-38.13080360867914
1739209713.5628746;-38.13080360867914
1739209713.5628762;-45.120503652039325
1739209713.5628781;-45.120503652039325
1739209713.5628798;-45.120503652039325
1739209713.5628817;-45.120503652039325
1739209713.5628834;-38.13080360867914
1739209713.5628853;-45.120503652039325
1739209713.562887;-38.13080360867914
1739209713.5628886;-35.57807855764607
1739209713.5628905;-33.981070128970906
1739209713.5628922;-45.120503652039325
1739209713.562894;-38.13080360867914
1739209713.5628958;-35.57807855764607
1739209713.5628977;-38.13080360867914
1739209713.5628994;-45.120503652039325
1739209713.5629013;-38.13080360867914
1739209713.562903;-45.120503652039325
1739209713.5629046;-45.120503652039325
1739209713.5629065;-45.120503652039325
1739209713.5629082;-33.981070128970906
1739209713.56291;-38.13080360867914
1739209713.5629117;-45.120503652039325
1739209713.5629137;-45.120503652039325
1739209713.5629153;-45.120503652039325
1739209713.562917;-45.120503652039325
1739209713.562919;-33.981070128970906
1739209713.5629206;-45.120503652039325
1739209713.5629225;-45.120503652039325
1739209713.5629241;-38.13080360867914
1739209713.562926;-33.981070128970906
1739209713.5629277;-32.816014438256545
1739209713.5629296;-38.13080360867914
1739209713.5629313;-45.120503652039325
1739209713.562933;-38.13080360867914
1739209713.5629349;-32.816014438256545
1739209713.5629365;-38.13080360867914
1739209713.5629385;-38.13080360867914
1739209713.5629401;-33.981070128970906
1739209713.562942;-35.57807855764607
1739209713.5629437;-38.13080360867914
1739209713.5629456;-45.120503652039325
1739209713.5629473;-38.13080360867914
1739209713.562949;-38.13080360867914
1739209713.5629508;-38.13080360867914
1739209713.5629525;-45.120503652039325
1739209713.5629544;-38.13080360867914
1739209713.562956;-35.57807855764607
1739209713.562958;-45.120503652039325
1739209713.5629597;-35.57807855764607
1739209713.5629616;-35.57807855764607
1739209713.5629632;-35.57807855764607
1739209713.562965;-45.120503652039325
1739209713.5629668;-38.13080360867914
1739209713.5629685;-31.141103565318915
1739209713.5629704;-45.120503652039325
1739209713.562972;-45.120503652039325
1739209713.562974;-45.120503652039325
1739209713.5629756;-45.120503652039325
1739209713.5629776;-45.120503652039325
1739209713.5629792;-45.120503652039325
1739209713.562981;-45.120503652039325
1739209713.5629828;-33.981070128970906
1739209713.5629845;-45.120503652039325
1739209713.5629864;-45.120503652039325
1739209713.562988;-32.816014438256545
1739209713.56299;-38.13080360867914
1739209713.5629916;-45.120503652039325
1739209713.5629935;-45.120503652039325
1739209713.5629952;-38.13080360867914
1739209713.5629969;-28.58837851428586
1739209713.5629988;-45.120503652039325
1739209713.5630004;-38.13080360867914
1739209713.5630023;-45.120503652039325
1739209713.563004;-38.13080360867914
1739209713.563006;-45.120503652039325
1739209713.5630076;-35.57807855764607
1739209713.5630093;-28.21854285175415
1739209713.5630112;-28.58837851428586
1739209713.5630128;-38.13080360867914
1739209713.5630147;-38.13080360867914
1739209713.5630164;-45.120503652039325
1739209713.5630183;-33.981070128970906
1739209713.56302;-45.120503652039325
1739209713.563022;-38.13080360867914
1739209713.5630236;-32.816014438256545
1739209713.5630252;-33.981070128970906
1739209713.5630271;-45.120503652039325
1739209713.5630288;-33.981070128970906
1739209713.5630307;-45.120503652039325
1739209713.5630324;-45.120503652039325
1739209713.5630343;-45.120503652039325
1739209713.563036;-45.120503652039325
1739209713.5630379;-35.57807855764607
1739209713.5630395;-38.13080360867914
1739209713.5630412;-45.120503652039325
1739209713.563043;-45.120503652039325
1739209713.5630448;-45.120503652039325
1739209713.5630467;-38.13080360867914
1739209713.5630484;-35.57807855764607
1739209713.5630503;-45.120503652039325
1739209713.563052;-45.120503652039325
1739209713.5630538;-27.267205301931607
1739209713.5630555;-32.816014438256545
1739209713.5630572;-38.13080360867914
1739209713.563059;-38.13080360867914
1739209713.5630608;-31.141103565318915
1739209713.5630627;-38.13080360867914
1739209713.5630643;-45.120503652039325
1739209713.5630662;-38.13080360867914
1739209713.563068;-45.120503652039325
1739209713.5630698;-38.13080360867914
1739209713.5630715;-35.57807855764607
1739209713.5630732;-45.120503652039325
1739209713.563075;-45.120503652039325
1739209713.5630767;-38.13080360867914
1739209713.5630786;-45.120503652039325
1739209713.5630803;-45.120503652039325
1739209713.5630822;-28.992665084841942
1739209713.563084;-30.49652367304973
1739209713.5630858;-38.13080360867914
1739209713.5630875;-38.13080360867914
1739209713.5630891;-38.13080360867914
1739209713.563091;-38.13080360867914
1739209713.5630927;-38.13080360867914
1739209713.5630946;-45.120503652039325
1739209713.5630963;-45.120503652039325
1739209713.5630982;-38.13080360867914
1739209713.5630999;-38.13080360867914
1739209713.5631015;-35.57807855764607
1739209713.5631034;-38.13080360867914
1739209713.563105;-32.816014438256545
1739209713.563107;-38.13080360867914
1739209713.5631087;-45.120503652039325
1739209713.5631106;-32.816014438256545
1739209713.5631123;-30.49652367304973
1739209713.5631142;-38.13080360867914
1739209713.5631158;-45.120503652039325
1739209713.5631175;-45.120503652039325
1739209713.5631194;-45.120503652039325
1739209713.563121;-38.13080360867914
1739209713.563123;-45.120503652039325
1739209713.5631247;-38.13080360867914
1739209713.5631266;-45.120503652039325
1739209713.5631282;-45.120503652039325
1739209713.5631301;-45.120503652039325
1739209713.5631318;-35.57807855764607
1739209713.5631335;-45.120503652039325
1739209713.5631354;-38.13080360867914
1739209713.563137;-38.13080360867914
1739209713.563139;-45.120503652039325
1739209713.5631406;-45.120503652039325
1739209713.5631425;-45.120503652039325
1739209713.5631442;-35.57807855764607
1739209713.563146;-45.120503652039325
1739209713.5631478;-33.981070128970906
1739209713.5631495;-38.13080360867914
1739209713.5631514;-35.57807855764607
1739209713.563153;-32.816014438256545
1739209713.563155;-32.816014438256545
1739209713.5631566;-45.120503652039325
1739209713.5631585;-45.120503652039325
1739209713.5631602;-32.816014438256545
1739209713.563162;-38.13080360867914
1739209713.5631638;-45.120503652039325
1739209713.5631654;-45.120503652039325
1739209713.5631673;-45.120503652039325
1739209713.563169;-38.13080360867914
1739209713.563171;-38.13080360867914
1739209713.5631726;-45.120503652039325
1739209713.5631745;-45.120503652039325
1739209713.5631762;-33.981070128970906
1739209713.563178;-38.13080360867914
1739209713.5631797;-45.120503652039325
1739209713.5631814;-38.13080360867914
1739209713.5631833;-33.981070128970906
1739209713.563185;-33.981070128970906
1739209713.563187;-45.120503652039325
1739209713.5631886;-38.13080360867914
1739209713.5631905;-45.120503652039325
1739209713.5631921;-45.120503652039325
1739209713.5631938;-45.120503652039325
1739209713.5631957;-38.13080360867914
1739209713.5631974;-35.57807855764607
1739209713.5631993;-38.13080360867914
1739209713.563201;-45.120503652039325
1739209713.5632029;-38.13080360867914
1739209713.5632045;-31.141103565318893
1739209713.5632064;-45.120503652039325
1739209713.563208;-45.120503652039325
1739209713.5632098;-45.120503652039325
1739209713.5632117;-33.981070128970906
1739209713.5632133;-31.141103565318915
1739209713.5632153;-45.120503652039325
1739209713.563217;-45.120503652039325
1739209713.5632188;-45.120503652039325
1739209713.5632205;-38.13080360867914
1739209713.5632224;-45.120503652039325
1739209713.563224;-38.13080360867914
1739209713.5632257;-38.13080360867914
1739209713.5632277;-38.13080360867914
1739209713.5632293;-45.120503652039325
1739209713.5632312;-35.57807855764607
1739209713.563233;-33.981070128970906
1739209713.5632348;-45.120503652039325
1739209713.5632365;-45.120503652039325
1739209713.5632384;-38.13080360867914
1739209713.56324;-35.57807855764607
1739209713.5632417;-38.13080360867914
1739209713.5632436;-45.120503652039325
1739209713.5632453;-45.120503652039325
1739209713.5632472;-38.13080360867914
1739209713.5632489;-45.120503652039325
1739209713.5632508;-38.13080360867914
1739209713.5632524;-38.13080360867914
1739209713.5632544;-45.120503652039325
1739209713.563256;-35.57807855764607
1739209713.5632577;-35.57807855764607
1739209713.5632596;-38.13080360867914
1739209713.5632613;-45.120503652039325
1739209713.5632632;-38.13080360867914
1739209713.5632648;-38.13080360867914
1739209713.5632668;-45.120503652039325
1739209713.5632684;-38.13080360867914
1739209713.5632703;-33.981070128970906
1739209713.563272;-38.13080360867914
1739209713.5632737;-45.120503652039325
1739209713.5632756;-38.13080360867914
1739209713.5632772;-38.13080360867914
1739209713.5632792;-38.13080360867914
1739209713.5632808;-35.57807855764607
1739209713.5632827;-33.981070128970906
1739209713.5632844;-28.992665084841942
1739209713.5632863;-38.13080360867914
1739209713.563288;-38.13080360867914
1739209713.5632896;-45.120503652039325
1739209713.5632915;-33.981070128970906
1739209713.5632932;-45.120503652039325
