CAN Message; 0x1d3:0000d49dafea050a
1739209709.384049;-38.13080360867914
1739209709.384053;-38.13080360867914
1739209709.384057;-38.13080360867914
1739209709.3840609;-45.120503652039325
1739209709.384065;-38.13080360867914
1739209709.384069;-38.13080360867914
1739209709.384073;-38.13080360867914
1739209709.384077;-45.120503652039325
1739209709.3840811;-38.13080360867914
1739209709.3840852;-35.57807855764607
1739209709.3840892;-45.120503652039325
1739209709.3840933;-45.120503652039325
1739209709.3840973;-38.13080360867914
1739209709.3841014;-38.13080360867914
1739209709.3841052;-45.120503652039325
1739209709.3841093;-35.57807855764607
1739209709.3841133;-45.120503652039325
1739209709.3841174;-45.120503652039325
1739209709.3841214;-45.120503652039325
1739209709.3841255;-38.13080360867914
1739209709.3841295;-38.13080360867914
1739209709.3841336;-33.981070128970906
1739209709.3841376;-33.981070128970906
1739209709.3841417;-45.120503652039325
1739209709.3841455;-45.120503652039325
1739209709.3841496;-32.816014438256545
1739209709.3841536;-45.120503652039325
1739209709.3841577;-45.120503652039325
1739209709.3841617;-45.120503652039325
1739209709.3841658;-45.120503652039325
1739209709.3841698;-45.120503652039325
1739209709.3841739;-45.120503652039325
1739209709.384178;-45.120503652039325
1739209709.384182;-45.120503652039325
1739209709.3841858;-45.120503652039325
1739209709.3841898;-45.120503652039325
1739209709.384194;-45.120503652039325
1739209709.384198;-38.13080360867914
1739209709.384202;-38.13080360867914
1739209709.384206;-45.120503652039325
1739209709.38421;-33.981070128970906
1739209709.3842142;-45.120503652039325
1739209709.3842182;-45.120503652039325
1739209709.3842223;-45.120503652039325
1739209709.384226;-35.57807855764607
1739209709.3842301;-35.57807855764607
1739209709.3842342;-38.13080360867914
1739209709.3842382;-38.13080360867914
1739209709.3842423;-38.13080360867914
1739209709.3842463;-35.57807855764607
1739209709.3842504;-45.120503652039325
1739209709.3842545;-45.120503652039325
1739209709.3842585;-45.120503652039325
1739209709.3842626;-45.120503652039325
1739209709.3842664;-45.120503652039325
1739209709.3842704;-35.57807855764607
1739209709.3842745;-45.120503652039325
1739209709.3842785;-45.120503652039325
1739209709.3842826;-38.13080360867914
1739209709.3842866;-45.120503652039325
1739209709.3842907;-45.120503652039325
1739209709.3842947;-45.120503652039325
1739209709.3842988;-38.13080360867914
1739209709.3843029;-38.13080360867914
1739209709.384307;-38.13080360867914
1739209709.3843107;-35.57807855764607
1739209709.3843148;-38.13080360867914
1739209709.3843188;-45.120503652039325
1739209709.384323;-32.816014438256545
1739209709.384327;-26.991370085610736
1739209709.384331;-45.120503652039325
1739209709.384335;-45.120503652039325
1739209709.384339;-45.120503652039325
1739209709.3843431;-33.981070128970906
1739209709.3843472;-45.120503652039325
1739209709.384351;-45.120503652039325
1739209709.384355;-45.120503652039325
1739209709.3843591;-38.13080360867914
1739209709.3843632;-38.13080360867914
1739209709.3843672;-45.120503652039325
1739209709.3843713;-38.13080360867914
1739209709.3843753;-45.120503652039325
1739209709.3843794;-45.120503652039325
1739209709.3843834;-45.120503652039325
1739209709.3843875;-35.57807855764607
1739209709.3843913;-26.487275050834715
1739209709.3843954;-45.120503652039325
1739209709.3843994;-38.13080360867914
1739209709.3844035;-38.13080360867914
1739209709.3844075;-35.57807855764607
1739209709.3844116;-45.120503652039325
1739209709.3844156;-45.120503652039325
1739209709.3844197;-45.120503652039325
1739209709.3844237;-45.120503652039325
1739209709.3844278;-38.13080360867914
1739209709.3844316;-33.981070128970906
1739209709.3844357;-45.120503652039325
1739209709.3844397;-45.120503652039325
1739209709.3844438;-35.57807855764607
1739209709.3844478;-35.57807855764607
1739209709.3844519;-45.120503652039325
1739209709.384456;-38.13080360867914
1739209709.38446;-38.13080360867914
1739209709.384464;-38.13080360867914
1739209709.384468;-45.120503652039325
1739209709.3844721;-45.120503652039325
1739209709.384476;-38.13080360867914
1739209709.38448;-38.13080360867914
1739209709.384484;-45.120503652039325
1739209709.384488;-28.58837851428586
1739209709.3844922;-35.57807855764607
1739209709.3844962;-45.120503652039325
1739209709.3845003;-35.57807855764607
1739209709.3845043;-32.816014438256545
1739209709.3845084;-38.13080360867914
1739209709.3845124;-45.120503652039325
1739209709.3845162;-45.120503652039325
1739209709.3845203;-33.981070128970956
1739209709.3845243;-45.120503652039325
1739209709.3845284;-45.120503652039325
1739209709.3845325;-33.981070128970906
1739209709.3845365;-38.13080360867914
1739209709.3845406;-38.13080360867914
1739209709.3845446;-35.57807855764607
1739209709.3845487;-38.13080360867914
1739209709.3845527;-31.141103565318915
1739209709.3845565;-33.981070128970906
1739209709.3845606;-45.120503652039325
1739209709.3845646;-31.141103565318915
1739209709.3845687;-38.13080360867914
1739209709.3845727;-45.120503652039325
1739209709.3845768;-45.120503652039325
1739209709.3845809;-31.141103565318915
1739209709.384585;-38.13080360867914
1739209709.384589;-38.13080360867914
1739209709.384593;-45.120503652039325
1739209709.3845968;-38.13080360867914
1739209709.3846009;-38.13080360867914
1739209709.384605;-38.13080360867914
1739209709.384609;-45.120503652039325
1739209709.384613;-38.13080360867914
1739209709.384617;-45.120503652039325
1739209709.3846211;-45.120503652039325
1739209709.3846252;-45.120503652039325
1739209709.3846292;-38.13080360867914
1739209709.3846333;-45.120503652039325
1739209709.3846374;-45.120503652039325
1739209709.3846412;-38.13080360867914
1739209709.3846452;-45.120503652039325
1739209709.3846493;-38.13080360867914
1739209709.3846533;-38.13080360867914
1739209709.3846574;-38.13080360867914
1739209709.3846614;-45.120503652039325
1739209709.3846655;-38.13080360867914
1739209709.3846695;-33.981070128970906
1739209709.3846736;-45.120503652039325
1739209709.3846776;-38.13080360867914
1739209709.3846815;-33.981070128970906
1739209709.3846855;-45.120503652039325
1739209709.3846896;-45.120503652039325
1739209709.3846936;-45.120503652039325
1739209709.3846977;-45.120503652039325
1739209709.3847017;-45.120503652039325
1739209709.3847058;-38.13080360867914
1739209709.3847098;-45.120503652039325
1739209709.384714;-38.13080360867914
1739209709.384718;-38.13080360867914
1739209709.3847218;-45.120503652039325
1739209709.3847258;-45.120503652039325
1739209709.3847299;-45.120503652039325
1739209709.384734;-33.981070128970906
1739209709.384738;-38.13080360867914
1739209709.384742;-45.120503652039325
1739209709.384746;-45.120503652039325
1739209709.3847501;-45.120503652039325
1739209709.3847542;-45.120503652039325
1739209709.3847582;-33.981070128970906
1739209709.384762;-33.981070128970906
1739209709.384766;-38.13080360867914
1739209709.3847702;-45.120503652039325
1739209709.3847742;-45.120503652039325
1739209709.3847783;-38.13080360867914
1739209709.3847823;-45.120503652039325
1739209709.3847864;-45.120503652039325
1739209709.3847904;-38.13080360867914
1739209709.3847945;-35.57807855764607
1739209709.3847985;-45.120503652039325
1739209709.3848026;-45.120503652039325
1739209709.3848064;-45.120503652039325
1739209709.3848104;-45.120503652039325
1739209709.3848145;-31.141103565318915
1739209709.3848186;-38.13080360867914
1739209709.3848226;-45.120503652039325
1739209709.3848267;-38.13080360867914
1739209709.3848307;-38.13080360867914
1739209709.3848348;-45.120503652039325
1739209709.3848388;-45.120503652039325
1739209709.3848429;-45.120503652039325
1739209709.3848467;-45.120503652039325
1739209709.3848507;-38.13080360867914
1739209709.3848548;-45.120503652039325
1739209709.3848588;-45.120503652039325
1739209709.384863;-38.13080360867914
1739209709.384867;-38.13080360867914
1739209709.384871;-45.120503652039325
1739209709.384875;-33.981070128970906
1739209709.384879;-38.13080360867914
1739209709.3848832;-45.120503652039325
1739209709.384887;-45.120503652039325
1739209709.384891;-38.13080360867914
1739209709.384895;-32.816014438256545
1739209709.3848991;-38.13080360867914
1739209709.3849032;-33.981070128970906
1739209709.3849072;-35.57807855764607
1739209709.3849113;-32.816014438256545
1739209709.3849154;-38.13080360867914
1739209709.3849194;-38.13080360867914
1739209709.3849235;-32.816014438256545
1739209709.3849273;-38.13080360867914
1739209709.3849313;-45.120503652039325
1739209709.3849354;-38.13080360867914
1739209709.3849394;-35.57807855764607
1739209709.3849435;-38.13080360867914
1739209709.3849475;-45.120503652039325
1739209709.3849516;-33.981070128970906
1739209709.3849556;-38.13080360867914
1739209709.3849597;-38.13080360867914
1739209709.3849638;-45.120503652039325
1739209709.3849678;-38.13080360867914
1739209709.3849716;-45.120503652039325
1739209709.3849757;-29.438486411369333
1739209709.3849797;-31.141103565318893
1739209709.3849838;-45.120503652039325
1739209709.3849878;-45.120503652039325
1739209709.384992;-45.120503652039325
1739209709.384996;-38.13080360867914
1739209709.385;-45.120503652039325
1739209709.385004;-45.120503652039325
1739209709.385008;-45.120503652039325
1739209709.385012;-45.120503652039325
1739209709.385016;-38.13080360867914
1739209709.38502;-45.120503652039325
1739209709.385024;-33.981070128970906
1739209709.3850281;-38.13080360867914
1739209709.3850322;-35.57807855764607
1739209709.3850362;-45.120503652039325
1739209709.3850403;-31.141103565318893
1739209709.3850443;-28.21854285175415
1739209709.3850484;-38.13080360867914
1739209709.3850522;-38.13080360867914
1739209709.3850563;-38.13080360867914
1739209709.3850603;-33.981070128970906
1739209709.3850644;-45.120503652039325
1739209709.3850684;-38.13080360867914
1739209709.3850725;-45.120503652039325
1739209709.3850765;-35.57807855764607
1739209709.3850806;-38.13080360867914
1739209709.3850846;-35.57807855764607
1739209709.3850887;-38.13080360867914
1739209709.3850925;-45.120503652039325
1739209709.3850965;-38.13080360867914
1739209709.3851006;-38.13080360867914
1739209709.3851047;-35.57807855764607
1739209709.3851087;-32.816014438256545
1739209709.3851128;-33.981070128970906
1739209709.3851168;-35.57807855764607
1739209709.3851209;-35.57807855764607
1739209709.385125;-38.13080360867914
1739209709.385129;-38.13080360867914
1739209709.385133;-35.57807855764607
1739209709.3851368;-38.13080360867914
1739209709.385141;-32.816014438256545
1739209709.385145;-38.13080360867914
1739209709.385149;-38.13080360867914
1739209709.385153;-38.13080360867914
1739209709.385157;-38.13080360867914
1739209709.3851612;-38.13080360867914
1739209709.3851652;-38.13080360867914
1739209709.3851693;-45.120503652039325
1739209709.3851733;-38.13080360867914
1739209709.3851771;-45.120503652039325
1739209709.3851812;-45.120503652039325
1739209709.3851852;-38.13080360867914
1739209709.3851893;-38.13080360867914
1739209709.3851933;-38.13080360867914
1739209709.3851974;-45.120503652039325
1739209709.3852015;-35.57807855764607
1739209709.3852055;-28.58837851428586
1739209709.3852096;-38.13080360867914
1739209709.3852136;-45.120503652039325
1739209709.3852174;-45.120503652039325
1739209709.3852215;-45.120503652039325
1739209709.3852255;-45.120503652039325
1739209709.3852296;-38.13080360867914
1739209709.3852336;-45.120503652039325
1739209709.3852377;-45.120503652039325
1739209709.3852417;-45.120503652039325
1739209709.3852458;-45.120503652039325
1739209709.3852499;-45.120503652039325
1739209709.385254;-38.13080360867914
1739209709.3852577;-38.13080360867914
1739209709.3852618;-45.120503652039325
1739209709.3852658;-45.120503652039325
1739209709.3852699;-45.120503652039325
1739209709.385274;-38.13080360867914
1739209709.385278;-32.816014438256545
1739209709.385282;-45.120503652039325
1739209709.385286;-45.120503652039325
1739209709.3852901;-35.57807855764607
1739209709.3852942;-38.13080360867914
1739209709.3852983;-45.120503652039325
1739209709.385302;-33.981070128970906
1739209709.3853061;-38.13080360867914
1739209709.3853102;-38.13080360867914
1739209709.3853142;-38.13080360867914
1739209709.3853183;-35.57807855764607
1739209709.3853223;-33.981070128970906
1739209709.3853264;-38.13080360867914
1739209709.3853304;-38.13080360867914
1739209709.3853345;-45.120503652039325
1739209709.3853385;-45.120503652039325
1739209709.3853424;-38.13080360867914
1739209709.3853464;-45.120503652039325
1739209709.3853505;-38.13080360867914
1739209709.3853545;-38.13080360867914
1739209709.3853586;-45.120503652039325
1739209709.3853626;-38.13080360867914
1739209709.3853667;-35.57807855764607
1739209709.3853707;-45.120503652039325
1739209709.3853748;-45.120503652039325
1739209709.3853788;-45.120503652039325
1739209709.3853827;-45.120503652039325
1739209709.3853867;-45.120503652039325
1739209709.3853908;-45.120503652039325
1739209709.3853948;-45.120503652039325
1739209709.3853989;-38.13080360867914
1739209709.385403;-31.141103565318915
1739209709.385407;-38.13080360867914
1739209709.385411;-38.13080360867914
1739209709.385415;-38.13080360867914
1739209709.3854191;-32.816014438256545
1739209709.385423;-38.13080360867914
1739209709.385427;-33.981070128970906
1739209709.385431;-38.13080360867914
1739209709.385435;-32.816014438256545
1739209709.3854392;-38.13080360867914
1739209709.3854432;-33.981070128970906
1739209709.3854473;-45.120503652039325
1739209709.3854513;-45.120503652039325
1739209709.3854554;-32.816014438256545
1739209709.3854594;-45.120503652039325
1739209709.3854632;-45.120503652039325
1739209709.3854673;-38.13080360867914
1739209709.3878791;-38.13080360867914
1739209709.387881;-45.120503652039325
1739209709.387883;-38.13080360867914
1739209709.3878849;-35.57807855764607
1739209709.3878868;-38.13080360867914
1739209709.3878887;-45.120503652039325
1739209709.3878906;-35.57807855764607
1739209709.3878925;-45.120503652039325
1739209709.3878944;-45.120503652039325
1739209709.3878963;-32.816014438256545
1739209709.3878982;-32.816014438256545
1739209709.3879;-38.13080360867914
1739209709.387902;-45.120503652039325
1739209709.387904;-33.981070128970906
1739209709.3879058;-33.981070128970906
1739209709.3879077;-45.120503652039325
1739209709.3879097;-45.120503652039325
1739209709.3879116;-38.13080360867914
1739209709.3879135;-38.13080360867914
1739209709.3879154;-33.981070128970906
1739209709.3879173;-45.120503652039325
1739209709.3879192;-38.13080360867914
1739209709.387921;-45.120503652039325
1739209709.387923;-45.120503652039325
1739209709.387925;-45.120503652039325
1739209709.3879268;-33.981070128970906
1739209709.3879287;-38.13080360867914
1739209709.3879306;-45.120503652039325
1739209709.3879325;-45.120503652039325
1739209709.3879344;-45.120503652039325
1739209709.3879364;-45.120503652039325
1739209709.3879383;-45.120503652039325
1739209709.3879402;-45.120503652039325
1739209709.387942;-38.13080360867914
1739209709.387944;-38.13080360867914
1739209709.387946;-38.13080360867914
1739209709.3879478;-33.981070128970906
1739209709.3879497;-38.13080360867914
1739209709.3879516;-45.120503652039325
1739209709.3879535;-32.816014438256545
1739209709.3879554;-35.57807855764607
1739209709.3879573;-45.120503652039325
1739209709.3879592;-45.120503652039325
1739209709.3879611;-35.57807855764607
1739209709.387963;-35.57807855764607
1739209709.387965;-45.120503652039325
1739209709.3879669;-38.13080360867914
1739209709.3879688;-45.120503652039325
1739209709.3879707;-38.13080360867914
1739209709.3879726;-38.13080360867914
1739209709.3879745;-38.13080360867914
1739209709.3879764;-45.120503652039325
1739209709.3879783;-38.13080360867914
1739209709.3879802;-38.13080360867914
1739209709.3879821;-45.120503652039325
1739209709.387984;-33.981070128970906
1739209709.387986;-38.13080360867914
1739209709.3879879;-45.120503652039325
1739209709.3879898;-45.120503652039325
1739209709.3879917;-38.13080360867914
1739209709.3879936;-38.13080360867914
1739209709.3879955;-45.120503652039325
1739209709.3879974;-38.13080360867914
1739209709.3879993;-38.13080360867914
1739209709.3880012;-38.13080360867914
1739209709.388003;-45.120503652039325
1739209709.388005;-45.120503652039325
1739209709.388007;-45.120503652039325
1739209709.3880088;-45.120503652039325
1739209709.3880107;-45.120503652039325
1739209709.3880126;-38.13080360867914
1739209709.3880146;-45.120503652039325
1739209709.3880165;-45.120503652039325
1739209709.3880184;-38.13080360867914
1739209709.3880203;-38.13080360867914
1739209709.3880222;-38.13080360867914
1739209709.388024;-45.120503652039325
1739209709.388026;-38.13080360867914
1739209709.388028;-38.13080360867914
1739209709.3880298;-29.438486411369333
1739209709.3880317;-31.141103565318893
1739209709.3880336;-38.13080360867914
1739209709.3880355;-38.13080360867914
1739209709.3880374;-38.13080360867914
1739209709.3880394;-38.13080360867914
1739209709.388041;-38.13080360867914
1739209709.388043;-32.816014438256545
1739209709.3880448;-38.13080360867914
1739209709.3880467;-38.13080360867914
1739209709.3880486;-35.57807855764607
1739209709.3880506;-45.120503652039325
1739209709.3880525;-45.120503652039325
1739209709.3880544;-45.120503652039325
1739209709.3880563;-45.120503652039325
1739209709.3880582;-45.120503652039325
1739209709.38806;-32.816014438256545
1739209709.388062;-31.141103565318893
1739209709.388064;-45.120503652039325
1739209709.3880658;-45.120503652039325
1739209709.3880677;-38.13080360867914
1739209709.3880696;-38.13080360867914
1739209709.3880715;-45.120503652039325
1739209709.3880734;-45.120503652039325
1739209709.3880754;-45.120503652039325
1739209709.3880773;-45.120503652039325
1739209709.3880792;-38.13080360867914
1739209709.388081;-45.120503652039325
1739209709.388083;-45.120503652039325
1739209709.388085;-45.120503652039325
1739209709.3880868;-38.13080360867914
1739209709.3880887;-35.57807855764607
1739209709.3880906;-45.120503652039325
1739209709.3880925;-38.13080360867914
1739209709.3880944;-33.981070128970906
1739209709.3880963;-35.57807855764607
1739209709.3880982;-45.120503652039325
1739209709.3881001;-45.120503652039325
1739209709.388102;-45.120503652039325
1739209709.388104;-45.120503652039325
1739209709.3881059;-32.816014438256545
1739209709.3881078;-26.487275050834715
1739209709.3881097;-45.120503652039325
1739209709.3881116;-45.120503652039325
1739209709.3881135;-35.57807855764607
1739209709.3881154;-32.816014438256545
1739209709.3881173;-45.120503652039325
1739209709.3881192;-45.120503652039325
1739209709.3881211;-45.120503652039325
1739209709.388123;-45.120503652039325
1739209709.388125;-33.981070128970906
1739209709.3881269;-35.57807855764607
1739209709.3881288;-38.13080360867914
1739209709.3881307;-38.13080360867914
1739209709.3881326;-38.13080360867914
1739209709.3881345;-38.13080360867914
1739209709.3881364;-35.57807855764607
1739209709.3881383;-38.13080360867914
1739209709.3881402;-45.120503652039325
1739209709.388142;-38.13080360867914
1739209709.388144;-45.120503652039325
1739209709.388146;-45.120503652039325
1739209709.3881478;-35.57807855764607
1739209709.3881497;-38.13080360867914
1739209709.3881516;-38.13080360867914
1739209709.3881536;-32.816014438256545
1739209709.3881555;-38.13080360867914
1739209709.3881574;-45.120503652039325
1739209709.3881593;-33.981070128970906
1739209709.3881612;-33.981070128970906
1739209709.388163;-33.981070128970906
1739209709.388165;-33.981070128970906
1739209709.388167;-45.120503652039325
1739209709.3881688;-45.120503652039325
1739209709.3881707;-38.13080360867914
1739209709.3881726;-38.13080360867914
1739209709.3881745;-45.120503652039325
1739209709.3881764;-38.13080360867914
1739209709.3881783;-38.13080360867914
1739209709.3881803;-45.120503652039325
1739209709.3881822;-38.13080360867914
1739209709.388184;-35.57807855764607
1739209709.388186;-45.120503652039325
1739209709.388188;-45.120503652039325
1739209709.3881898;-45.120503652039325
1739209709.3881917;-45.120503652039325
1739209709.3881936;-45.120503652039325
1739209709.3881955;-45.120503652039325
1739209709.3881974;-38.13080360867914
1739209709.3881993;-38.13080360867914
1739209709.3882012;-38.13080360867914
1739209709.3882031;-45.120503652039325
1739209709.388205;-45.120503652039325
1739209709.388207;-33.981070128970906
1739209709.3882089;-45.120503652039325
1739209709.3882108;-45.120503652039325
1739209709.3882127;-35.57807855764607
1739209709.3882146;-38.13080360867914
1739209709.3882165;-38.13080360867914
1739209709.3882184;-45.120503652039325
1739209709.3882203;-35.57807855764607
1739209709.3882222;-38.13080360867914
1739209709.3882241;-45.120503652039325
1739209709.388226;-45.120503652039325
1739209709.388228;-38.13080360867914
1739209709.3882298;-35.57807855764607
1739209709.3882318;-38.13080360867914
1739209709.3882337;-45.120503652039325
1739209709.3882356;-45.120503652039325
1739209709.3882375;-31.141103565318915
1739209709.3882394;-38.13080360867914
1739209709.3882413;-45.120503652039325
1739209709.3882432;-38.13080360867914
1739209709.388245;-38.13080360867914
1739209709.388247;-45.120503652039325
1739209709.388249;-45.120503652039325
1739209709.3882508;-35.57807855764607
1739209709.3882527;-45.120503652039325
1739209709.3882546;-38.13080360867914
1739209709.3882565;-35.57807855764607
1739209709.3882585;-38.13080360867914
1739209709.3882604;-38.13080360867914
1739209709.3882623;-33.981070128970906
1739209709.3882642;-45.120503652039325
1739209709.388266;-45.120503652039325
1739209709.388268;-38.13080360867914
1739209709.38827;-33.981070128970906
1739209709.3882718;-38.13080360867914
1739209709.3882737;-38.13080360867914
1739209709.3882756;-45.120503652039325
1739209709.3882775;-35.57807855764607
1739209709.3882794;-45.120503652039325
1739209709.3882813;-38.13080360867914
1739209709.3882833;-35.57807855764607
1739209709.3882852;-35.57807855764607
1739209709.388287;-35.57807855764607
1739209709.388289;-45.120503652039325
1739209709.388291;-45.120503652039325
1739209709.3882928;-45.120503652039325
1739209709.3882947;-31.141103565318915
1739209709.3882966;-45.120503652039325
1739209709.3882985;-45.120503652039325
1739209709.3883004;-38.13080360867914
1739209709.3883023;-45.120503652039325
1739209709.3883042;-38.13080360867914
1739209709.3883061;-35.57807855764607
1739209709.388308;-28.992665084841942
1739209709.38831;-38.13080360867914
1739209709.3883119;-38.13080360867914
1739209709.3883138;-45.120503652039325
1739209709.3883157;-38.13080360867914
1739209709.3883176;-45.120503652039325
1739209709.3883195;-38.13080360867914
1739209709.3883214;-45.120503652039325
1739209709.3883233;-31.141103565318943
1739209709.3883252;-45.120503652039325
1739209709.3883271;-38.13080360867914
1739209709.388329;-38.13080360867914
1739209709.388331;-38.13080360867914
1739209709.3883328;-38.13080360867914
1739209709.3883348;-45.120503652039325
1739209709.3883367;-33.981070128970906
1739209709.3883386;-32.816014438256545
1739209709.3883405;-45.120503652039325
1739209709.3883424;-45.120503652039325
1739209709.3883443;-38.13080360867914
1739209709.3883462;-45.120503652039325
1739209709.388348;-45.120503652039325
1739209709.38835;-38.13080360867914
1739209709.388352;-38.13080360867914
1739209709.3883538;-45.120503652039325
1739209709.3883557;-38.13080360867914
1739209709.3883576;-45.120503652039325
1739209709.3883595;-45.120503652039325
1739209709.3883615;-33.981070128970906
1739209709.3883634;-38.13080360867914
1739209709.3883653;-38.13080360867914
1739209709.388367;-38.13080360867914
1739209709.3883688;-45.120503652039325
1739209709.3883708;-38.13080360867914
1739209709.3883727;-38.13080360867914
1739209709.3883746;-45.120503652039325
1739209709.3883765;-45.120503652039325
1739209709.3883784;-45.120503652039325
1739209709.3883803;-45.120503652039325
1739209709.3883822;-45.120503652039325
1739209709.388384;-29.438486411369333
1739209709.388386;-33.981070128970906
1739209709.388388;-38.13080360867914
1739209709.3883898;-32.816014438256545
1739209709.3883917;-38.13080360867914
1739209709.3883936;-38.13080360867914
1739209709.3883955;-45.120503652039325
1739209709.3883975;-38.13080360867914
1739209709.3883994;-45.120503652039325
1739209709.3884013;-45.120503652039325
1739209709.3884032;-35.57807855764607
1739209709.388405;-45.120503652039325
1739209709.388407;-45.120503652039325
1739209709.388409;-45.120503652039325
1739209709.3884108;-33.981070128970906
1739209709.3884127;-38.13080360867914
1739209709.3884146;-38.13080360867914
1739209709.3884165;-38.13080360867914
1739209709.3884184;-33.981070128970906
1739209709.3884203;-38.13080360867914
1739209709.3884223;-45.120503652039325
1739209709.3884242;-45.120503652039325
1739209709.388426;-35.57807855764607
1739209709.388428;-38.13080360867914
1739209709.3884299;-45.120503652039325
1739209709.3884318;-45.120503652039325
1739209709.3884337;-38.13080360867914
1739209709.3884356;-38.13080360867914
1739209709.3884375;-35.57807855764607
1739209709.3884394;-35.57807855764607
1739209709.3884413;-45.120503652039325
1739209709.3884432;-35.57807855764607
1739209709.3884451;-45.120503652039325
1739209709.388447;-38.13080360867914
1739209709.388449;-38.13080360867914
1739209709.3884509;-38.13080360867914
1739209709.3884528;-45.120503652039325
1739209709.3884547;-33.981070128970906
1739209709.3884566;-38.13080360867914
1739209709.3884585;-45.120503652039325
1739209709.3884604;-35.57807855764607
1739209709.3884623;-35.57807855764607
1739209709.3884642;-45.120503652039325
1739209709.3884661;-45.120503652039325
1739209709.388468;-38.13080360867914
1739209709.38847;-38.13080360867914
1739209709.3884718;-45.120503652039325
1739209709.3884737;-45.120503652039325
1739209709.3884757;-45.120503652039325
1739209709.3884776;-45.120503652039325
1739209709.3884795;-45.120503652039325
1739209709.3884814;-38.13080360867914
1739209709.3884833;-38.13080360867914
1739209709.3884852;-38.13080360867914
1739209709.388487;-38.13080360867914
1739209709.388489;-45.120503652039325
1739209709.388491;-38.13080360867914
1739209709.3884928;-38.13080360867914
1739209709.3884947;-38.13080360867914
1739209709.3884966;-32.816014438256545
1739209709.3884985;-45.120503652039325
1739209709.3885005;-45.120503652039325
1739209709.3885024;-45.120503652039325
1739209709.3885043;-45.120503652039325
1739209709.3885062;-38.13080360867914
1739209709.388508;-38.13080360867914
1739209709.38851;-38.13080360867914
1739209709.388512;-45.120503652039325
1739209709.3885138;-38.13080360867914
1739209709.3885157;-38.13080360867914
1739209709.3885176;-45.120503652039325
1739209709.3885195;-45.120503652039325
1739209709.3885214;-45.120503652039325
1739209709.3885233;-31.141103565318915
1739209709.3885252;-38.13080360867914
1739209709.3885272;-45.120503652039325
1739209709.388529;-38.13080360867914
1739209709.388531;-38.13080360867914
1739209709.3885329;-38.13080360867914
1739209709.3885348;-38.13080360867914
1739209709.3885367;-35.57807855764607
1739209709.3885386;-38.13080360867914
1739209709.3885405;-38.13080360867914
1739209709.3885424;-38.13080360867914
1739209709.3885443;-38.13080360867914
1739209709.3885462;-38.13080360867914
1739209709.3885481;-38.13080360867914
1739209709.38855;-38.13080360867914
1739209709.388552;-45.120503652039325
1739209709.3885539;-38.13080360867914
1739209709.3885558;-38.13080360867914
1739209709.3885577;-38.13080360867914
1739209709.3885596;-38.13080360867914
1739209709.3885615;-38.13080360867914
