CAN Message; 0x1d3:000025df2d2b090f
1739209918.1590412;-45.120503652039325
1739209918.1590447;-45.120503652039325
1739209918.1590483;-45.120503652039325
1739209918.159052;-45.120503652039325
1739209918.1590555;-33.981070128970906
1739209918.159059;-38.13080360867914
1739209918.1590629;-38.13080360867914
1739209918.1590664;-35.57807855764607
1739209918.15907;-38.13080360867914
1739209918.1590736;-38.13080360867914
1739209918.1590772;-33.981070128970906
1739209918.1590807;-45.120503652039325
1739209918.1590843;-38.13080360867914
1739209918.159088;-32.816014438256545
1739209918.1590917;-38.13080360867914
1739209918.1590953;-45.120503652039325
1739209918.1590989;-38.13080360867914
1739209918.1591024;-35.57807855764607
1739209918.159106;-45.120503652039325
1739209918.1591096;-45.120503652039325
1739209918.1591132;-38.13080360867914
1739209918.1591167;-38.13080360867914
1739209918.1591206;-38.13080360867914
1739209918.1591241;-38.13080360867914
1739209918.1591277;-45.120503652039325
1739209918.1591313;-38.13080360867914
1739209918.1591349;-38.13080360867914
1739209918.1591384;-35.57807855764607
1739209918.159142;-38.13080360867914
1739209918.1591456;-35.57807855764607
1739209918.1591494;-45.120503652039325
1739209918.159153;-45.120503652039325
1739209918.1591566;-38.13080360867914
1739209918.1591601;-35.57807855764607
1739209918.1591637;-45.120503652039325
1739209918.1591673;-45.120503652039325
1739209918.1591709;-38.13080360867914
1739209918.1591744;-38.13080360867914
1739209918.159178;-38.13080360867914
1739209918.1591818;-45.120503652039325
1739209918.1591854;-38.13080360867914
1739209918.159189;-45.120503652039325
1739209918.1591926;-35.57807855764607
1739209918.1591961;-38.13080360867914
1739209918.1591997;-38.13080360867914
1739209918.1592033;-38.13080360867914
1739209918.1592069;-38.13080360867914
1739209918.1592107;-38.13080360867914
1739209918.1592143;-45.120503652039325
1739209918.1592178;-38.13080360867914
1739209918.1592214;-45.120503652039325
1739209918.159225;-45.120503652039325
1739209918.1592286;-38.13080360867914
1739209918.1592321;-45.120503652039325
1739209918.1592357;-45.120503652039325
1739209918.1592395;-45.120503652039325
1739209918.159243;-38.13080360867914
1739209918.1592467;-38.13080360867914
1739209918.1592503;-38.13080360867914
1739209918.1592538;-45.120503652039325
1739209918.1592574;-45.120503652039325
1739209918.159261;-38.13080360867914
1739209918.1592646;-38.13080360867914
1739209918.1592684;-31.141103565318893
1739209918.159272;-38.13080360867914
1739209918.1592755;-38.13080360867914
1739209918.159279;-38.13080360867914
1739209918.1592827;-38.13080360867914
1739209918.1592863;-38.13080360867914
1739209918.1592898;-45.120503652039325
1739209918.1592934;-38.13080360867914
1739209918.159297;-45.120503652039325
1739209918.1593008;-38.13080360867914
1739209918.1593044;-38.13080360867914
1739209918.159308;-45.120503652039325
1739209918.1593115;-45.120503652039325
1739209918.159315;-38.13080360867914
1739209918.1593187;-32.816014438256545
1739209918.1593223;-38.13080360867914
1739209918.1593258;-31.141103565318893
1739209918.1593297;-38.13080360867914
1739209918.1593332;-35.57807855764607
1739209918.1593368;-38.13080360867914
1739209918.1593404;-35.57807855764607
1739209918.159344;-35.57807855764607
1739209918.1593475;-45.120503652039325
1739209918.159351;-45.120503652039325
1739209918.1593547;-45.120503652039325
1739209918.1593585;-45.120503652039325
1739209918.159362;-35.57807855764607
1739209918.1593657;-38.13080360867914
1739209918.1593692;-45.120503652039325
1739209918.1593728;-38.13080360867914
1739209918.1593764;-45.120503652039325
1739209918.15938;-45.120503652039325
1739209918.1593835;-45.120503652039325
1739209918.159387;-38.13080360867914
1739209918.159391;-35.57807855764607
1739209918.1593945;-38.13080360867914
1739209918.159398;-38.13080360867914
1739209918.1594017;-38.13080360867914
1739209918.1594052;-45.120503652039325
1739209918.1594088;-45.120503652039325
1739209918.1594124;-29.438486411369333
1739209918.159416;-38.13080360867914
1739209918.1594198;-45.120503652039325
1739209918.1594234;-38.13080360867914
1739209918.159427;-38.13080360867914
1739209918.1594305;-38.13080360867914
1739209918.159434;-45.120503652039325
1739209918.1594377;-38.13080360867914
1739209918.1594412;-33.981070128970956
1739209918.1594448;-45.120503652039325
1739209918.1594486;-45.120503652039325
1739209918.1594522;-45.120503652039325
1739209918.1594558;-45.120503652039325
1739209918.1594594;-45.120503652039325
1739209918.159463;-45.120503652039325
1739209918.1594665;-38.13080360867914
1739209918.15947;-28.58837851428586
1739209918.1594737;-33.981070128970906
1739209918.1594775;-45.120503652039325
1739209918.159481;-38.13080360867914
1739209918.1594846;-32.816014438256545
1739209918.1594882;-35.57807855764607
1739209918.1594918;-45.120503652039325
1739209918.1594954;-35.57807855764607
1739209918.159499;-35.57807855764607
1739209918.1595025;-45.120503652039325
1739209918.159506;-45.120503652039325
1739209918.15951;-45.120503652039325
1739209918.1595135;-45.120503652039325
1739209918.159517;-45.120503652039325
1739209918.1595206;-38.13080360867914
1739209918.1595242;-38.13080360867914
1739209918.1595278;-45.120503652039325
1739209918.1595314;-45.120503652039325
1739209918.159535;-45.120503652039325
1739209918.1595387;-38.13080360867914
1739209918.1595423;-38.13080360867914
1739209918.159546;-38.13080360867914
1739209918.1595495;-45.120503652039325
1739209918.159553;-45.120503652039325
1739209918.1595566;-33.981070128970906
1739209918.1595602;-31.141103565318915
1739209918.1595638;-45.120503652039325
1739209918.1595676;-38.13080360867914
1739209918.1595712;-35.57807855764607
1739209918.1595747;-35.57807855764607
1739209918.1595783;-38.13080360867914
1739209918.159582;-38.13080360867914
1739209918.1595855;-38.13080360867914
1739209918.159589;-35.57807855764607
1739209918.1595926;-45.120503652039325
1739209918.1595964;-38.13080360867914
1739209918.1596;-38.13080360867914
1739209918.1596036;-45.120503652039325
1739209918.1596072;-45.120503652039325
1739209918.1596107;-38.13080360867914
1739209918.1596143;-32.816014438256545
1739209918.159618;-31.141103565318915
1739209918.1596215;-45.120503652039325
1739209918.159625;-45.120503652039325
1739209918.1596289;-38.13080360867914
1739209918.1596324;-38.13080360867914
1739209918.159636;-45.120503652039325
1739209918.1596396;-38.13080360867914
1739209918.1596432;-32.816014438256545
1739209918.1596467;-38.13080360867914
1739209918.1596503;-38.13080360867914
1739209918.159654;-38.13080360867914
1739209918.1596577;-45.120503652039325
1739209918.1596613;-33.981070128970906
1739209918.1596649;-45.120503652039325
1739209918.1596684;-45.120503652039325
1739209918.159672;-45.120503652039325
1739209918.1596756;-38.13080360867914
1739209918.1596792;-45.120503652039325
1739209918.1596828;-38.13080360867914
1739209918.1596866;-38.13080360867914
1739209918.1596901;-45.120503652039325
1739209918.1596937;-45.120503652039325
1739209918.1596973;-45.120503652039325
1739209918.1597009;-38.13080360867914
1739209918.1597044;-38.13080360867914
1739209918.159708;-38.13080360867914
1739209918.1597116;-38.13080360867914
1739209918.1597154;-38.13080360867914
1739209918.159719;-38.13080360867914
1739209918.1597226;-45.120503652039325
1739209918.1597261;-38.13080360867914
1739209918.1597297;-32.816014438256545
1739209918.1597333;-45.120503652039325
1739209918.1597369;-45.120503652039325
1739209918.1597404;-45.120503652039325
1739209918.159744;-33.981070128970906
1739209918.1597478;-33.981070128970906
1739209918.1597514;-45.120503652039325
1739209918.159755;-45.120503652039325
1739209918.1597586;-35.57807855764607
1739209918.1597621;-38.13080360867914
1739209918.1597657;-45.120503652039325
1739209918.1597693;-33.981070128970906
1739209918.1597729;-35.57807855764607
1739209918.1597767;-35.57807855764607
1739209918.1597803;-45.120503652039325
1739209918.1597838;-45.120503652039325
1739209918.1597874;-38.13080360867914
1739209918.159791;-33.981070128970906
1739209918.1597946;-38.13080360867914
1739209918.1597981;-38.13080360867914
1739209918.1598017;-35.57807855764607
1739209918.1598055;-38.13080360867914
1739209918.159809;-45.120503652039325
1739209918.1598127;-45.120503652039325
1739209918.1598163;-45.120503652039325
1739209918.1598198;-45.120503652039325
1739209918.1598234;-45.120503652039325
1739209918.159827;-38.13080360867914
1739209918.1598306;-45.120503652039325
1739209918.1598344;-38.13080360867914
1739209918.159838;-45.120503652039325
1739209918.1598415;-45.120503652039325
1739209918.159845;-45.120503652039325
1739209918.1598487;-35.57807855764607
1739209918.1598523;-32.816014438256545
1739209918.1598558;-45.120503652039325
1739209918.1598594;-45.120503652039325
1739209918.159863;-45.120503652039325
1739209918.1598668;-35.57807855764607
1739209918.1598704;-38.13080360867914
1739209918.159874;-35.57807855764607
1739209918.1598775;-38.13080360867914
1739209918.159881;-45.120503652039325
1739209918.1598847;-45.120503652039325
1739209918.1598883;-45.120503652039325
1739209918.1598918;-45.120503652039325
1739209918.1598957;-38.13080360867914
1739209918.1598992;-45.120503652039325
1739209918.1599028;-45.120503652039325
1739209918.1599064;-45.120503652039325
1739209918.15991;-45.120503652039325
1739209918.1599135;-45.120503652039325
1739209918.159917;-45.120503652039325
1739209918.1599207;-33.981070128970906
1739209918.1599245;-35.57807855764607
1739209918.159928;-38.13080360867914
1739209918.1599317;-45.120503652039325
1739209918.1599352;-38.13080360867914
1739209918.1599388;-29.438486411369333
1739209918.1599424;-38.13080360867914
1739209918.159946;-35.57807855764607
1739209918.1599495;-45.120503652039325
1739209918.1599534;-45.120503652039325
1739209918.159957;-45.120503652039325
1739209918.1599605;-35.57807855764607
1739209918.159964;-45.120503652039325
1739209918.1599677;-38.13080360867914
1739209918.1599712;-38.13080360867914
1739209918.1599748;-45.120503652039325
1739209918.1599784;-45.120503652039325
1739209918.159982;-45.120503652039325
1739209918.1599858;-45.120503652039325
1739209918.1599894;-45.120503652039325
1739209918.159993;-35.57807855764607
1739209918.1599965;-28.21854285175415
1739209918.16;-38.13080360867914
1739209918.1600037;-45.120503652039325
1739209918.1600072;-45.120503652039325
1739209918.1600108;-32.816014438256545
1739209918.1600146;-45.120503652039325
1739209918.1600182;-45.120503652039325
1739209918.1600218;-38.13080360867914
1739209918.1600254;-45.120503652039325
1739209918.160029;-38.13080360867914
1739209918.1600325;-35.57807855764607
1739209918.160036;-45.120503652039325
1739209918.1600397;-45.120503652039325
1739209918.1600435;-38.13080360867914
1739209918.160047;-32.816014438256545
1739209918.1600506;-33.981070128970906
1739209918.1600542;-35.57807855764607
1739209918.1600578;-45.120503652039325
1739209918.1600614;-38.13080360867914
1739209918.160065;-35.57807855764607
1739209918.1600685;-38.13080360867914
1739209918.1600723;-38.13080360867914
1739209918.160076;-35.57807855764607
1739209918.1600795;-38.13080360867914
1739209918.160083;-45.120503652039325
1739209918.1600866;-45.120503652039325
1739209918.1600902;-38.13080360867914
1739209918.1600938;-38.13080360867914
1739209918.1600974;-45.120503652039325
1739209918.160101;-38.13080360867914
1739209918.1601048;-45.120503652039325
1739209918.1601083;-33.981070128970906
1739209918.160112;-45.120503652039325
1739209918.1601155;-45.120503652039325
1739209918.160119;-38.13080360867914
1739209918.1601226;-45.120503652039325
1739209918.1601262;-45.120503652039325
1739209918.1601298;-45.120503652039325
1739209918.1601336;-38.13080360867914
1739209918.1601372;-38.13080360867914
1739209918.1601408;-26.487275050834715
1739209918.1601443;-32.816014438256545
1739209918.160148;-45.120503652039325
1739209918.1601515;-38.13080360867914
1739209918.160155;-31.141103565318893
1739209918.1601586;-38.13080360867914
1739209918.1601624;-45.120503652039325
1739209918.160166;-38.13080360867914
1739209918.1601696;-45.120503652039325
1739209918.1601732;-45.120503652039325
1739209918.1601768;-45.120503652039325
1739209918.1601803;-45.120503652039325
1739209918.160184;-38.13080360867914
1739209918.1601875;-35.57807855764607
1739209918.1601913;-38.13080360867914
1739209918.1601949;-45.120503652039325
1739209918.1601985;-45.120503652039325
1739209918.160202;-45.120503652039325
1739209918.1602056;-45.120503652039325
1739209918.1602092;-45.120503652039325
1739209918.1602128;-45.120503652039325
1739209918.1602163;-38.13080360867914
1739209918.16022;-45.120503652039325
1739209918.1602237;-38.13080360867914
1739209918.1602273;-32.816014438256545
1739209918.1602309;-45.120503652039325
1739209918.1602345;-45.120503652039325
1739209918.160238;-45.120503652039325
1739209918.1602416;-38.13080360867914
1739209918.1602452;-33.981070128970906
1739209918.1602488;-45.120503652039325
1739209918.1602526;-45.120503652039325
1739209918.1602561;-38.13080360867914
1739209918.1602597;-45.120503652039325
1739209918.1602633;-45.120503652039325
1739209918.1602669;-38.13080360867914
1739209918.1602705;-35.57807855764607
1739209918.160274;-38.13080360867914
1739209918.1602776;-45.120503652039325
1739209918.1602814;-45.120503652039325
1739209918.160285;-38.13080360867914
1739209918.1602886;-38.13080360867914
1739209918.1602921;-45.120503652039325
1739209918.1602957;-45.120503652039325
1739209918.1602993;-45.120503652039325
1739209918.1603029;-38.13080360867914
1739209918.1603065;-45.120503652039325
1739209918.1603103;-45.120503652039325
1739209918.1603138;-45.120503652039325
1739209918.1603174;-33.981070128970906
1739209918.160321;-38.13080360867914
1739209918.1603246;-45.120503652039325
1739209918.1603281;-33.981070128970906
1739209918.1603317;-38.13080360867914
1739209918.1603353;-45.120503652039325
1739209918.1603389;-38.13080360867914
1739209918.1603427;-38.13080360867914
1739209918.1603463;-38.13080360867914
1739209918.1603498;-45.120503652039325
1739209918.1603534;-45.120503652039325
1739209918.160357;-45.120503652039325
1739209918.1603606;-45.120503652039325
1739209918.1603642;-45.120503652039325
1739209918.1603677;-45.120503652039325
1739209918.1603715;-45.120503652039325
1739209918.160375;-38.13080360867914
1739209918.1603787;-38.13080360867914
1739209918.1603823;-45.120503652039325
1739209918.1603858;-45.120503652039325
1739209918.1603894;-38.13080360867914
1739209918.160393;-35.57807855764607
1739209918.1603966;-35.57807855764607
1739209918.1604004;-38.13080360867914
1739209918.160404;-45.120503652039325
1739209918.1604075;-45.120503652039325
1739209918.1604111;-45.120503652039325
1739209918.1604147;-45.120503652039325
1739209918.1604183;-38.13080360867914
1739209918.1604218;-45.120503652039325
1739209918.1604254;-38.13080360867914
1739209918.160429;-45.120503652039325
1739209918.1604328;-45.120503652039325
1739209918.1604364;-45.120503652039325
1739209918.16044;-33.981070128970906
1739209918.1604435;-38.13080360867914
1739209918.1604471;-38.13080360867914
1739209918.1604507;-45.120503652039325
1739209918.1604543;-45.120503652039325
1739209918.1604578;-45.120503652039325
1739209918.1604617;-28.992665084841942
1739209918.1604652;-33.981070128970906
1739209918.1604688;-45.120503652039325
1739209918.1604724;-45.120503652039325
1739209918.160476;-45.120503652039325
1739209918.1604795;-38.13080360867914
1739209918.1604831;-45.120503652039325
1739209918.1604867;-38.13080360867914
1739209918.1604905;-32.81601443825658
1739209918.160494;-38.13080360867914
1739209918.1604977;-35.57807855764607
1739209918.1605012;-45.120503652039325
1739209918.1605048;-45.120503652039325
1739209918.1605084;-45.120503652039325
1739209918.160512;-38.13080360867914
1739209918.1605155;-45.120503652039325
1739209918.1605194;-28.992665084841942
1739209918.160523;-28.58837851428586
1739209918.1605265;-38.13080360867914
1739209918.16053;-45.120503652039325
1739209918.1605337;-38.13080360867914
1739209918.1605372;-35.57807855764607
1739209918.1605408;-38.13080360867914
1739209918.1605444;-35.57807855764607
1739209918.160548;-38.13080360867914
1739209918.1605518;-38.13080360867914
1739209918.1605554;-35.57807855764607
1739209918.160559;-35.57807855764607
1739209918.1605625;-45.120503652039325
1739209918.160566;-45.120503652039325
1739209918.1605697;-38.13080360867914
1739209918.1605732;-45.120503652039325
1739209918.1605768;-32.816014438256545
1739209918.1605806;-30.49652367304973
1739209918.1605842;-45.120503652039325
1739209918.1605878;-45.120503652039325
1739209918.1605914;-38.13080360867914
1739209918.160595;-33.981070128970906
1739209918.1605985;-45.120503652039325
1739209918.160602;-45.120503652039325
1739209918.1606057;-38.13080360867914
1739209918.1606095;-45.120503652039325
1739209918.160613;-38.13080360867914
1739209918.1606166;-38.13080360867914
1739209918.1606202;-38.13080360867914
1739209918.1606238;-38.13080360867914
1739209918.1606274;-45.120503652039325
1739209918.160631;-32.816014438256545
1739209918.1606345;-45.120503652039325
1739209918.1606383;-38.13080360867914
1739209918.160642;-45.120503652039325
1739209918.1606455;-45.120503652039325
1739209918.160649;-45.120503652039325
1739209918.1606526;-45.120503652039325
1739209918.1606562;-38.13080360867914
1739209918.1606598;-45.120503652039325
1739209918.1606634;-35.57807855764607
1739209918.160667;-26.035653463252796
1739209918.1606708;-38.13080360867914
1739209918.1606743;-38.13080360867914
1739209918.160678;-35.57807855764607
1739209918.1606815;-33.981070128970906
1739209918.160685;-45.120503652039325
1739209918.1606886;-38.13080360867914
1739209918.1606922;-45.120503652039325
1739209918.1606958;-45.120503652039325
1739209918.1606996;-45.120503652039325
1739209918.1607032;-38.13080360867914
1739209918.1607068;-45.120503652039325
1739209918.1607103;-38.13080360867914
1739209918.160714;-35.57807855764607
1739209918.1607175;-45.120503652039325
1739209918.160721;-45.120503652039325
1739209918.1607246;-32.816014438256545
1739209918.1607285;-38.13080360867914
1739209918.160732;-38.13080360867914
1739209918.1607356;-33.981070128970906
1739209918.1607392;-38.13080360867914
1739209918.1607428;-45.120503652039325
1739209918.1607463;-45.120503652039325
1739209918.16075;-45.120503652039325
1739209918.1607535;-45.120503652039325
1739209918.1607573;-38.13080360867914
1739209918.1607609;-45.120503652039325
1739209918.1607645;-38.13080360867914
1739209918.160768;-45.120503652039325
1739209918.1607716;-45.120503652039325
1739209918.1607752;-45.120503652039325
1739209918.1607788;-38.13080360867914
1739209918.1607823;-45.120503652039325
1739209918.160786;-45.120503652039325
1739209918.1607897;-45.120503652039325
1739209918.1607933;-38.13080360867914
1739209918.1607969;-45.120503652039325
1739209918.1608005;-35.57807855764607
1739209918.160804;-38.13080360867914
1739209918.1608076;-38.13080360867914
1739209918.1608112;-31.141103565318893
1739209918.1608148;-38.13080360867914
1739209918.1608186;-45.120503652039325
1739209918.1608222;-38.13080360867914
1739209918.1608257;-35.57807855764607
1739209918.1608293;-38.13080360867914
1739209918.160833;-45.120503652039325
