CAN Message; 0x98:00000dd3817d9d31
1739209799.7635388;-45.120503652039325
1739209799.7635462;-45.120503652039325
1739209799.7635536;-33.981070128970906
1739209799.763561;-45.120503652039325
1739209799.7635684;-38.13080360867914
1739209799.763576;-38.13080360867914
1739209799.7635834;-38.13080360867914
1739209799.7635908;-45.120503652039325
1739209799.7635984;-38.13080360867914
1739209799.7636058;-45.120503652039325
1739209799.7636132;-45.120503652039325
1739209799.7636206;-45.120503652039325
1739209799.763628;-38.13080360867914
1739209799.7636356;-45.120503652039325
1739209799.763643;-45.120503652039325
1739209799.7636504;-38.13080360867914
1739209799.763658;-26.991370085610722
1739209799.7636654;-35.57807855764607
1739209799.7636728;-45.120503652039325
1739209799.7636802;-38.13080360867914
1739209799.7636876;-32.816014438256545
1739209799.7636952;-38.13080360867914
1739209799.7637026;-45.120503652039325
1739209799.76371;-38.13080360867914
1739209799.7637177;-45.120503652039325
1739209799.763725;-45.120503652039325
1739209799.7637324;-45.120503652039325
1739209799.7637398;-45.120503652039325
1739209799.7637472;-45.120503652039325
1739209799.7637548;-38.13080360867914
1739209799.7637622;-38.13080360867914
1739209799.7637696;-45.120503652039325
1739209799.7637773;-38.13080360867914
1739209799.7637846;-45.120503652039325
1739209799.763792;-45.120503652039325
1739209799.7637994;-45.120503652039325
1739209799.7638068;-45.120503652039325
1739209799.7638144;-38.13080360867914
1739209799.7638218;-38.13080360867914
1739209799.7638292;-45.120503652039325
1739209799.7638369;-29.438486411369333
1739209799.7638443;-32.816014438256545
1739209799.7638516;-45.120503652039325
1739209799.763859;-35.57807855764607
1739209799.7638664;-38.13080360867914
1739209799.763874;-45.120503652039325
1739209799.7638814;-38.13080360867914
1739209799.7638888;-38.13080360867914
1739209799.7638965;-38.13080360867914
1739209799.7639039;-45.120503652039325
1739209799.7639112;-38.13080360867914
1739209799.7639186;-38.13080360867914
1739209799.763926;-38.13080360867914
1739209799.7639337;-45.120503652039325
1739209799.763941;-45.120503652039325
1739209799.7639484;-35.57807855764607
1739209799.763956;-35.57807855764607
1739209799.7639635;-38.13080360867914
1739209799.7639709;-33.981070128970906
1739209799.7639782;-32.816014438256545
1739209799.7639856;-45.120503652039325
1739209799.7639933;-45.120503652039325
1739209799.7640007;-33.981070128970906
1739209799.764008;-38.13080360867914
1739209799.7640157;-38.13080360867914
1739209799.764023;-38.13080360867914
1739209799.7640305;-35.57807855764607
1739209799.7640378;-38.13080360867914
1739209799.7640452;-35.57807855764607
1739209799.7640529;-38.13080360867914
1739209799.7640603;-45.120503652039325
1739209799.7640676;-33.981070128970906
1739209799.7640753;-45.120503652039325
1739209799.7640827;-45.120503652039325
1739209799.76409;-38.13080360867914
1739209799.7640975;-45.120503652039325
1739209799.7641048;-45.120503652039325
1739209799.7641125;-28.58837851428586
1739209799.7641199;-35.57807855764607
1739209799.7641273;-45.120503652039325
1739209799.764135;-35.57807855764607
1739209799.7641423;-32.816014438256545
1739209799.7641497;-45.120503652039325
1739209799.764157;-45.120503652039325
1739209799.7641644;-38.13080360867914
1739209799.764172;-38.13080360867914
1739209799.7641795;-45.120503652039325
1739209799.7641869;-45.120503652039325
1739209799.7641945;-38.13080360867914
1739209799.7642019;-38.13080360867914
1739209799.7642093;-45.120503652039325
1739209799.7642167;-45.120503652039325
1739209799.764224;-35.57807855764607
1739209799.7642317;-38.13080360867914
1739209799.764239;-45.120503652039325
1739209799.7642465;-45.120503652039325
1739209799.764254;-38.13080360867914
1739209799.7642615;-33.981070128970906
1739209799.7642689;-38.13080360867914
1739209799.7642763;-38.13080360867914
1739209799.7642837;-45.120503652039325
1739209799.7642913;-45.120503652039325
1739209799.7642987;-33.981070128970906
1739209799.764306;-45.120503652039325
1739209799.7643137;-33.981070128970906
1739209799.764321;-33.981070128970906
1739209799.7643285;-38.13080360867914
1739209799.7643359;-35.57807855764607
1739209799.7643433;-38.13080360867914
1739209799.764351;-38.13080360867914
1739209799.7643583;-38.13080360867914
1739209799.7643657;-33.981070128970906
1739209799.7643733;-45.120503652039325
1739209799.7643807;-38.13080360867914
1739209799.764388;-38.13080360867914
1739209799.7643955;-38.13080360867914
1739209799.7644029;-45.120503652039325
1739209799.7644105;-45.120503652039325
1739209799.764418;-35.57807855764607
1739209799.7644253;-45.120503652039325
1739209799.764433;-45.120503652039325
1739209799.7644403;-45.120503652039325
1739209799.7644477;-38.13080360867914
1739209799.764455;-38.13080360867914
1739209799.7644625;-38.13080360867914
1739209799.76447;-38.13080360867914
1739209799.7644775;-38.13080360867914
1739209799.764485;-38.13080360867914
1739209799.7644925;-38.13080360867914
1739209799.7645;-38.13080360867914
1739209799.7645073;-33.981070128970906
1739209799.7645147;-38.13080360867914
1739209799.764522;-38.13080360867914
1739209799.7645297;-45.120503652039325
1739209799.764537;-38.13080360867914
1739209799.7645445;-38.13080360867914
1739209799.764552;-45.120503652039325
1739209799.7645595;-38.13080360867914
1739209799.764567;-33.981070128970906
1739209799.7645743;-35.57807855764607
1739209799.7645817;-38.13080360867914
1739209799.7645893;-38.13080360867914
1739209799.7645967;-45.120503652039325
1739209799.764604;-35.57807855764607
1739209799.7646117;-38.13080360867914
1739209799.764619;-32.816014438256545
1739209799.7646265;-31.141103565318915
1739209799.764634;-38.13080360867914
1739209799.7646413;-45.120503652039325
1739209799.764649;-45.120503652039325
1739209799.7646563;-45.120503652039325
1739209799.7646637;-38.13080360867914
1739209799.7646713;-45.120503652039325
1739209799.7646787;-33.981070128970906
1739209799.764686;-33.981070128970906
1739209799.7646935;-45.120503652039325
1739209799.764701;-45.120503652039325
1739209799.7647085;-45.120503652039325
1739209799.764716;-38.13080360867914
1739209799.7647233;-38.13080360867914
1739209799.764731;-45.120503652039325
1739209799.7647383;-45.120503652039325
1739209799.7647457;-45.120503652039325
1739209799.764753;-45.120503652039325
1739209799.7647605;-38.13080360867914
1739209799.7647681;-38.13080360867914
1739209799.7647755;-45.120503652039325
1739209799.764783;-38.13080360867914
1739209799.7647905;-45.120503652039325
1739209799.764798;-35.57807855764607
1739209799.7648053;-38.13080360867914
1739209799.7648127;-45.120503652039325
1739209799.76482;-38.13080360867914
1739209799.7648277;-38.13080360867914
1739209799.7648351;-38.13080360867914
1739209799.7648425;-45.120503652039325
1739209799.7648501;-38.13080360867914
1739209799.7648575;-38.13080360867914
1739209799.764865;-35.57807855764607
1739209799.7648723;-38.13080360867914
1739209799.7648797;-32.816014438256545
1739209799.7648873;-38.13080360867914
1739209799.7648947;-45.120503652039325
1739209799.764902;-35.57807855764607
1739209799.7649097;-35.57807855764607
1739209799.7649171;-38.13080360867914
1739209799.7649245;-28.992665084841942
1739209799.764932;-45.120503652039325
1739209799.7649393;-45.120503652039325
1739209799.764947;-38.13080360867914
1739209799.7649543;-38.13080360867914
1739209799.7649617;-45.120503652039325
1739209799.7649693;-38.13080360867914
1739209799.7649767;-45.120503652039325
1739209799.7649841;-38.13080360867914
1739209799.7649915;-38.13080360867914
1739209799.764999;-38.13080360867914
1739209799.7650065;-45.120503652039325
1739209799.765014;-35.57807855764607
1739209799.7650213;-35.57807855764607
1739209799.765029;-38.13080360867914
1739209799.7650363;-45.120503652039325
1739209799.7650437;-33.981070128970906
1739209799.7650511;-45.120503652039325
1739209799.7650585;-45.120503652039325
1739209799.7650661;-45.120503652039325
1739209799.7650735;-45.120503652039325
1739209799.765081;-45.120503652039325
1739209799.7650886;-45.120503652039325
1739209799.765096;-45.120503652039325
1739209799.7651033;-38.13080360867914
1739209799.7651107;-35.57807855764607
1739209799.7651181;-45.120503652039325
1739209799.7651258;-45.120503652039325
1739209799.7651331;-38.13080360867914
1739209799.7651405;-45.120503652039325
1739209799.7651482;-38.13080360867914
1739209799.7651556;-38.13080360867914
1739209799.765163;-45.120503652039325
1739209799.7651703;-38.13080360867914
1739209799.7651777;-38.13080360867914
1739209799.7651854;-38.13080360867914
1739209799.7651927;-45.120503652039325
1739209799.7652001;-35.57807855764607
1739209799.7652078;-38.13080360867914
1739209799.7652152;-33.981070128970906
1739209799.7652225;-35.57807855764607
1739209799.76523;-45.120503652039325
1739209799.7652373;-38.13080360867914
1739209799.765245;-33.981070128970906
1739209799.7652524;-38.13080360867914
1739209799.7652597;-45.120503652039325
1739209799.7652674;-45.120503652039325
1739209799.7652748;-45.120503652039325
1739209799.7652822;-45.120503652039325
1739209799.7652895;-45.120503652039325
1739209799.765297;-45.120503652039325
1739209799.7653046;-38.13080360867914
1739209799.765312;-45.120503652039325
1739209799.7653193;-45.120503652039325
1739209799.765327;-45.120503652039325
1739209799.7653344;-38.13080360867914
1739209799.7653418;-38.13080360867914
1739209799.7653491;-35.57807855764607
1739209799.7653565;-45.120503652039325
1739209799.7653642;-38.13080360867914
1739209799.7653716;-45.120503652039325
1739209799.765379;-38.13080360867914
1739209799.7653866;-45.120503652039325
1739209799.765394;-45.120503652039325
1739209799.7654014;-45.120503652039325
1739209799.7654088;-45.120503652039325
1739209799.7654161;-38.13080360867914
1739209799.7654238;-45.120503652039325
1739209799.7654312;-38.13080360867914
1739209799.7654386;-38.13080360867914
1739209799.7654462;-45.120503652039325
1739209799.7654536;-45.120503652039325
1739209799.765461;-38.13080360867914
1739209799.7654684;-32.816014438256545
1739209799.7654757;-45.120503652039325
1739209799.7654834;-45.120503652039325
1739209799.7654908;-38.13080360867914
1739209799.7654982;-32.816014438256545
1739209799.7655058;-45.120503652039325
1739209799.7655132;-38.13080360867914
1739209799.7655206;-38.13080360867914
1739209799.765528;-38.13080360867914
1739209799.7655354;-45.120503652039325
1739209799.765543;-45.120503652039325
1739209799.7655504;-38.13080360867914
1739209799.7655578;-45.120503652039325
1739209799.7655654;-45.120503652039325
1739209799.7655728;-38.13080360867914
1739209799.7655802;-45.120503652039325
1739209799.7655876;-38.13080360867914
1739209799.765595;-45.120503652039325
1739209799.7656026;-33.981070128970906
1739209799.76561;-45.120503652039325
1739209799.7656174;-45.120503652039325
1739209799.765625;-32.816014438256545
1739209799.7656324;-38.13080360867914
1739209799.7656398;-35.57807855764607
1739209799.7656472;-31.141103565318915
1739209799.7656546;-35.57807855764607
1739209799.7656622;-35.57807855764607
1739209799.7656696;-45.120503652039325
1739209799.765677;-38.13080360867914
1739209799.7656846;-38.13080360867914
1739209799.765692;-38.13080360867914
1739209799.7656994;-45.120503652039325
1739209799.7657068;-35.57807855764607
1739209799.7657142;-38.13080360867914
1739209799.7657218;-38.13080360867914
1739209799.7657292;-45.120503652039325
1739209799.7657366;-45.120503652039325
1739209799.7657442;-38.13080360867914
1739209799.7657516;-45.120503652039325
1739209799.765759;-38.13080360867914
1739209799.7657664;-38.13080360867914
1739209799.7657738;-45.120503652039325
1739209799.7657814;-38.13080360867914
1739209799.7657888;-45.120503652039325
1739209799.7657962;-45.120503652039325
1739209799.7658038;-38.13080360867914
1739209799.7658112;-38.13080360867914
1739209799.7658186;-45.120503652039325
1739209799.765826;-28.992665084841942
1739209799.7658334;-38.13080360867914
1739209799.765841;-38.13080360867914
1739209799.7658484;-45.120503652039325
1739209799.7658558;-38.13080360867914
1739209799.7658634;-38.13080360867914
1739209799.7658708;-45.120503652039325
1739209799.7658782;-45.120503652039325
1739209799.7658856;-38.13080360867914
1739209799.765893;-38.13080360867914
1739209799.7659006;-45.120503652039325
1739209799.765908;-38.13080360867914
1739209799.7659154;-38.13080360867914
1739209799.765923;-45.120503652039325
1739209799.7659304;-45.120503652039325
1739209799.7659378;-45.120503652039325
1739209799.7659452;-33.981070128970906
1739209799.7659526;-38.13080360867914
1739209799.7659602;-45.120503652039325
1739209799.7659676;-38.13080360867914
1739209799.765975;-38.13080360867914
1739209799.7659826;-45.120503652039325
1739209799.76599;-45.120503652039325
1739209799.7659974;-45.120503652039325
1739209799.7660048;-33.981070128970906
1739209799.7660122;-38.13080360867914
1739209799.7660198;-45.120503652039325
1739209799.7660272;-45.120503652039325
1739209799.7660346;-31.141103565318915
1739209799.7660422;-32.816014438256545
1739209799.7660496;-38.13080360867914
1739209799.766057;-38.13080360867914
1739209799.7660644;-38.13080360867914
1739209799.7660718;-38.13080360867914
1739209799.7660794;-45.120503652039325
1739209799.7660868;-38.13080360867914
1739209799.7660942;-45.120503652039325
1739209799.7661018;-45.120503652039325
1739209799.7661092;-45.120503652039325
1739209799.7661166;-33.981070128970906
1739209799.766124;-38.13080360867914
1739209799.7661314;-38.13080360867914
1739209799.766139;-45.120503652039325
1739209799.7661464;-38.13080360867914
1739209799.7661538;-35.57807855764607
1739209799.7661614;-32.816014438256545
1739209799.7661688;-38.13080360867914
1739209799.7661762;-45.120503652039325
1739209799.7661836;-38.13080360867914
1739209799.766191;-33.981070128970906
1739209799.7661986;-38.13080360867914
1739209799.766206;-38.13080360867914
1739209799.7662134;-45.120503652039325
1739209799.766221;-38.13080360867914
1739209799.7662284;-35.57807855764607
1739209799.7662358;-45.120503652039325
1739209799.7662432;-45.120503652039325
1739209799.7662506;-45.120503652039325
1739209799.7662582;-45.120503652039325
1739209799.7662656;-45.120503652039325
1739209799.766273;-38.13080360867914
1739209799.7662807;-38.13080360867914
1739209799.766288;-33.981070128970906
1739209799.7662954;-45.120503652039325
1739209799.7663028;-38.13080360867914
1739209799.7663102;-32.816014438256545
1739209799.7663178;-35.57807855764607
1739209799.7663252;-45.120503652039325
1739209799.7663326;-45.120503652039325
1739209799.7663403;-30.49652367304973
1739209799.7663476;-35.57807855764607
1739209799.766355;-45.120503652039325
1739209799.7663624;-38.13080360867914
1739209799.7663698;-45.120503652039325
1739209799.7663774;-38.13080360867914
1739209799.7663848;-45.120503652039325
1739209799.7663922;-45.120503652039325
1739209799.7663999;-45.120503652039325
1739209799.7664073;-38.13080360867914
1739209799.7664146;-38.13080360867914
1739209799.766422;-45.120503652039325
1739209799.7664294;-45.120503652039325
1739209799.766437;-35.57807855764607
1739209799.7664444;-45.120503652039325
1739209799.7664518;-45.120503652039325
1739209799.7664595;-38.13080360867914
1739209799.7664669;-45.120503652039325
1739209799.7664742;-33.981070128970906
1739209799.7664816;-33.981070128970906
1739209799.766489;-35.57807855764607
1739209799.7664967;-38.13080360867914
1739209799.766504;-45.120503652039325
1739209799.7665114;-38.13080360867914
1739209799.766519;-38.13080360867914
1739209799.7665265;-38.13080360867914
1739209799.7665339;-38.13080360867914
1739209799.7665412;-35.57807855764607
1739209799.7665486;-38.13080360867914
1739209799.7665563;-45.120503652039325
1739209799.7665637;-32.816014438256545
1739209799.766571;-38.13080360867914
1739209799.7665787;-45.120503652039325
1739209799.766586;-45.120503652039325
1739209799.7665935;-38.13080360867914
1739209799.7666008;-38.13080360867914
1739209799.7666082;-29.438486411369333
1739209799.7666159;-32.816014438256545
1739209799.7666233;-38.13080360867914
1739209799.7666306;-38.13080360867914
1739209799.7666383;-38.13080360867914
1739209799.7666457;-38.13080360867914
1739209799.766653;-38.13080360867914
1739209799.7666605;-38.13080360867914
1739209799.7666678;-38.13080360867914
1739209799.7666755;-45.120503652039325
1739209799.7666829;-38.13080360867914
1739209799.7666903;-38.13080360867914
1739209799.766698;-38.13080360867914
1739209799.7667053;-45.120503652039325
1739209799.7667127;-38.13080360867914
1739209799.76672;-35.57807855764607
1739209799.7667274;-45.120503652039325
1739209799.766735;-45.120503652039325
1739209799.7667425;-38.13080360867914
1739209799.7667499;-45.120503652039325
1739209799.7667575;-45.120503652039325
1739209799.7667649;-38.13080360867914
1739209799.7667723;-45.120503652039325
1739209799.7667797;-45.120503652039325
1739209799.766787;-31.141103565318893
1739209799.7667947;-28.21854285175415
1739209799.766802;-45.120503652039325
1739209799.7668095;-45.120503652039325
1739209799.766817;-38.13080360867914
1739209799.7668245;-38.13080360867914
1739209799.7668319;-45.120503652039325
1739209799.7668393;-38.13080360867914
1739209799.7668467;-45.120503652039325
1739209799.7668543;-45.120503652039325
1739209799.7668617;-45.120503652039325
1739209799.766869;-45.120503652039325
1739209799.7668767;-38.13080360867914
1739209799.766884;-33.981070128970906
1739209799.7668915;-38.13080360867914
1739209799.7668989;-38.13080360867914
1739209799.7669063;-38.13080360867914
1739209799.766914;-35.57807855764607
1739209799.7669213;-38.13080360867914
1739209799.7669287;-45.120503652039325
1739209799.7669363;-38.13080360867914
1739209799.7669437;-45.120503652039325
1739209799.766951;-38.13080360867914
1739209799.7669585;-38.13080360867914
1739209799.7669659;-38.13080360867914
1739209799.7669735;-35.57807855764607
1739209799.766981;-38.13080360867914
1739209799.7669883;-38.13080360867914
1739209799.766996;-38.13080360867914
1739209799.7670033;-35.57807855764607
1739209799.7670107;-38.13080360867914
1739209799.767018;-45.120503652039325
1739209799.7670255;-45.120503652039325
1739209799.767033;-45.120503652039325
1739209799.7670405;-45.120503652039325
1739209799.767048;-45.120503652039325
1739209799.7670555;-45.120503652039325
1739209799.767063;-45.120503652039325
1739209799.7670703;-35.57807855764607
1739209799.7670777;-35.57807855764607
1739209799.767085;-45.120503652039325
1739209799.7670927;-35.57807855764607
1739209799.7671;-38.13080360867914
1739209799.7671075;-45.120503652039325
1739209799.767115;-45.120503652039325
1739209799.7671225;-35.57807855764607
1739209799.76713;-33.981070128970906
1739209799.7671373;-33.981070128970906
1739209799.7671447;-45.120503652039325
1739209799.7671523;-45.120503652039325
1739209799.7671597;-38.13080360867914
1739209799.767167;-38.13080360867914
1739209799.7671747;-45.120503652039325
1739209799.767182;-45.120503652039325
1739209799.7671895;-45.120503652039325
1739209799.767197;-45.120503652039325
1739209799.7672043;-38.13080360867914
1739209799.767212;-38.13080360867914
1739209799.7672193;-38.13080360867914
1739209799.7672267;-38.13080360867914
1739209799.7672343;-38.13080360867914
1739209799.7672417;-38.13080360867914
1739209799.767249;-38.13080360867914
1739209799.7672565;-35.57807855764607
1739209799.767264;-45.120503652039325
1739209799.7672715;-38.13080360867914
1739209799.767279;-38.13080360867914
1739209799.7672863;-45.120503652039325
1739209799.767294;-38.13080360867914
1739209799.7673013;-35.57807855764607
1739209799.7673087;-33.981070128970906
1739209799.767316;-45.120503652039325
1739209799.7673235;-45.120503652039325
1739209799.7673311;-38.13080360867914
1739209799.7673385;-38.13080360867914
1739209799.767346;-45.120503652039325
1739209799.7673535;-38.13080360867914
1739209799.767361;-45.120503652039325
1739209799.7673683;-45.120503652039325
1739209799.7673757;-45.120503652039325
1739209799.767383;-38.13080360867914
1739209799.7673907;-38.13080360867914
1739209799.767398;-33.981070128970906
1739209799.7674055;-45.120503652039325
1739209799.7674131;-45.120503652039325
1739209799.7674205;-38.13080360867914
1739209799.767428;-38.13080360867914
1739209799.7674353;-45.120503652039325
1739209799.7674427;-45.120503652039325
1739209799.7674503;-45.120503652039325
1739209799.7674577;-38.13080360867914
1739209799.767465;-38.13080360867914
1739209799.7674727;-38.13080360867914
1739209799.7674801;-35.57807855764607
1739209799.7674875;-38.13080360867914
1739209799.767495;-38.13080360867914
1739209799.7675023;-33.981070128970906
1739209799.76751;-38.13080360867914
1739209799.7675173;-38.13080360867914
1739209799.7675247;-38.13080360867914
1739209799.7675323;-38.13080360867914
1739209799.7675397;-35.57807855764607
1739209799.7675471;-45.120503652039325
1739209799.7675545;-45.120503652039325
1739209799.767562;-45.120503652039325
1739209799.7675695;-38.13080360867914
1739209799.767577;-28.992665084841942
1739209799.7675843;-45.120503652039325
1739209799.767592;-45.120503652039325
1739209799.7675993;-38.13080360867914
1739209799.7676067;-33.981070128970906
1739209799.7676141;-45.120503652039325
1739209799.7676215;-45.120503652039325
1739209799.7676291;-45.120503652039325
1739209799.7676365;-35.57807855764607
1739209799.767644;-45.120503652039325
1739209799.7676516;-38.13080360867914
1739209799.767659;-45.120503652039325
1739209799.7676663;-38.13080360867914
1739209799.7676737;-38.13080360867914
1739209799.7676811;-38.13080360867914
1739209799.7676888;-45.120503652039325
1739209799.7676961;-38.13080360867914
1739209799.7677035;-32.816014438256545
1739209799.7677112;-45.120503652039325
1739209799.7677186;-38.13080360867914
1739209799.767726;-33.981070128970906
1739209799.7677333;-35.57807855764607
1739209799.7677407;-38.13080360867914
1739209799.7677484;-45.120503652039325
1739209799.7677557;-27.267205301931607
1739209799.7677631;-32.816014438256545
1739209799.7677708;-45.120503652039325
1739209799.7677782;-45.120503652039325
1739209799.7677855;-33.981070128970906
1739209799.767793;-38.13080360867914
1739209799.7678003;-45.120503652039325
1739209799.767808;-45.120503652039325
1739209799.7678154;-33.981070128970956
1739209799.7678227;-45.120503652039325
1739209799.7678304;-45.120503652039325
1739209799.7678378;-45.120503652039325
1739209799.7678452;-33.981070128970906
1739209799.7678525;-38.13080360867914
1739209799.76786;-38.13080360867914
1739209799.7678676;-45.120503652039325
1739209799.767875;-33.981070128970906
1739209799.7678823;-38.13080360867914
1739209799.76789;-38.13080360867914
1739209799.7678974;-35.57807855764607
1739209799.7679048;-45.120503652039325
1739209799.7679121;-38.13080360867914
1739209799.7679195;-38.13080360867914
1739209799.7679272;-45.120503652039325
1739209799.7679346;-45.120503652039325
1739209799.767942;-45.120503652039325
1739209799.7679496;-45.120503652039325
1739209799.767957;-45.120503652039325
1739209799.7679644;-38.13080360867914
1739209799.7679718;-38.13080360867914
1739209799.7679791;-38.13080360867914
1739209799.7679868;-32.816014438256545
1739209799.7679942;-45.120503652039325
1739209799.7680016;-38.13080360867914
1739209799.7680092;-38.13080360867914
1739209799.7680166;-45.120503652039325
1739209799.768024;-45.120503652039325
1739209799.7680314;-38.13080360867914
1739209799.7680387;-45.120503652039325
1739209799.7680464;-45.120503652039325
1739209799.7680538;-38.13080360867914
1739209799.7680612;-38.13080360867914
1739209799.7680688;-45.120503652039325
1739209799.7680762;-38.13080360867914
1739209799.7680836;-38.13080360867914
1739209799.768091;-45.120503652039325
1739209799.7680984;-45.120503652039325
1739209799.768106;-45.120503652039325
1739209799.7681134;-45.120503652039325
1739209799.7681208;-45.120503652039325
1739209799.7681284;-33.981070128970906
1739209799.7681358;-45.120503652039325
1739209799.7681432;-38.13080360867914
1739209799.7681506;-38.13080360867914
1739209799.768158;-45.120503652039325
1739209799.7681656;-45.120503652039325
1739209799.768173;-38.13080360867914
1739209799.7681804;-38.13080360867914
1739209799.768188;-38.13080360867914
1739209799.7681954;-38.13080360867914
1739209799.7682028;-38.13080360867914
1739209799.7682102;-33.981070128970906
1739209799.7682176;-38.13080360867914
1739209799.7682252;-45.120503652039325
1739209799.7682326;-38.13080360867914
1739209799.76824;-38.13080360867914
1739209799.7682476;-45.120503652039325
1739209799.768255;-45.120503652039325
1739209799.7682624;-38.13080360867914
1739209799.7682698;-38.13080360867914
1739209799.7682772;-45.120503652039325
1739209799.7682848;-45.120503652039325
1739209799.7682922;-35.57807855764607
1739209799.7682996;-30.49652367304973
1739209799.7683072;-38.13080360867914
1739209799.7683146;-38.13080360867914
1739209799.768322;-32.816014438256545
1739209799.7683294;-32.816014438256545
1739209799.7683368;-45.120503652039325
1739209799.7683444;-45.120503652039325
1739209799.7683518;-38.13080360867914
1739209799.7683592;-38.13080360867914
1739209799.7683668;-38.13080360867914
1739209799.7683742;-38.13080360867914
1739209799.7683816;-38.13080360867914
1739209799.768389;-45.120503652039325
1739209799.7683964;-45.120503652039325
1739209799.768404;-38.13080360867914
1739209799.7684114;-38.13080360867914
1739209799.7684188;-45.120503652039325
1739209799.7684264;-38.13080360867914
1739209799.7684338;-45.120503652039325
1739209799.7684412;-38.13080360867914
1739209799.7684486;-35.57807855764607
1739209799.768456;-38.13080360867914
1739209799.7684636;-35.57807855764607
1739209799.768471;-45.120503652039325
1739209799.7684784;-27.267205301931607
1739209799.768486;-33.981070128970906
1739209799.7684934;-45.120503652039325
1739209799.7685008;-45.120503652039325
1739209799.7685082;-45.120503652039325
1739209799.7685156;-35.57807855764607
1739209799.7685232;-38.13080360867914
1739209799.7685306;-45.120503652039325
1739209799.768538;-32.81601443825658
1739209799.7685456;-38.13080360867914
1739209799.768553;-38.13080360867914
1739209799.7685604;-45.120503652039325
1739209799.7685678;-45.120503652039325
1739209799.7685752;-35.57807855764607
1739209799.7685828;-35.57807855764607
1739209799.7685902;-38.13080360867914
1739209799.7685976;-33.981070128970906
1739209799.7686052;-38.13080360867914
1739209799.7686126;-38.13080360867914
1739209799.76862;-38.13080360867914
1739209799.7686274;-38.13080360867914
1739209799.7686348;-35.57807855764607
1739209799.7686424;-38.13080360867914
1739209799.7686498;-38.13080360867914
1739209799.7686572;-31.141103565318915
1739209799.7686648;-33.981070128970906
1739209799.7686722;-35.57807855764607
1739209799.7686796;-45.120503652039325
1739209799.768687;-38.13080360867914
1739209799.7686944;-38.13080360867914
1739209799.768702;-45.120503652039325
1739209799.7687094;-35.57807855764607
1739209799.7687168;-33.981070128970906
1739209799.7687244;-31.141103565318915
1739209799.7687318;-45.120503652039325
1739209799.7687392;-33.981070128970906
1739209799.7687466;-38.13080360867914
1739209799.768754;-45.120503652039325
1739209799.7687616;-45.120503652039325
1739209799.768769;-38.13080360867914
1739209799.7687764;-31.141103565318915
1739209799.768784;-38.13080360867914
1739209799.7687914;-45.120503652039325
1739209799.7687988;-38.13080360867914
1739209799.7688062;-35.57807855764607
1739209799.7688136;-45.120503652039325
1739209799.7688212;-38.13080360867914
1739209799.7688286;-38.13080360867914
1739209799.768836;-45.120503652039325
1739209799.7688437;-33.981070128970906
1739209799.768851;-45.120503652039325
1739209799.7688584;-38.13080360867914
1739209799.7688658;-45.120503652039325
1739209799.7688732;-35.57807855764607
1739209799.7688808;-45.120503652039325
1739209799.7688882;-45.120503652039325
1739209799.7688956;-38.13080360867914
1739209799.7689033;-45.120503652039325
1739209799.7689106;-45.120503652039325
1739209799.768918;-45.120503652039325
1739209799.7689254;-45.120503652039325
1739209799.7689328;-45.120503652039325
1739209799.7689404;-45.120503652039325
1739209799.7689478;-38.13080360867914
