CAN Message; 0x62:05478e3aaffa0946
Timestamp;Amplitude
1739209638.053945;-38.13080360867914
1739209638.053951;-45.120503652039325
1739209638.0539572;-35.57807855764607
1739209638.0539634;-33.981070128970906
1739209638.0539694;-45.120503652039325
1739209638.0539756;-45.120503652039325
1739209638.0539818;-38.13080360867914
1739209638.0539877;-45.120503652039325
1739209638.053994;-45.120503652039325
1739209638.054;-45.120503652039325
1739209638.054006;-45.120503652039325
1739209638.0540123;-45.120503652039325
1739209638.0540183;-38.13080360867914
1739209638.0540245;-45.120503652039325
1739209638.0540307;-35.57807855764607
1739209638.0540366;-38.13080360867914
1739209638.0540428;-45.120503652039325
1739209638.054049;-38.13080360867914
1739209638.054055;-35.57807855764607
1739209638.0540612;-33.981070128970906
1739209638.0540674;-45.120503652039325
1739209638.0540733;-38.13080360867914
1739209638.0540795;-38.13080360867914
1739209638.0540857;-45.120503652039325
1739209638.0540917;-45.120503652039325
1739209638.054098;-38.13080360867914
1739209638.0541039;-32.816014438256545
1739209638.05411;-35.57807855764607
1739209638.0541162;-45.120503652039325
1739209638.0541222;-45.120503652039325
1739209638.0541284;-32.816014438256545
1739209638.0541346;-35.57807855764607
1739209638.0541406;-45.120503652039325
1739209638.0541468;-38.13080360867914
1739209638.054153;-38.13080360867914
1739209638.054159;-33.981070128970906
1739209638.0541651;-45.120503652039325
1739209638.0541713;-45.120503652039325
1739209638.0541773;-38.13080360867914
1739209638.0541835;-38.13080360867914
1739209638.0541897;-38.13080360867914
1739209638.0541956;-38.13080360867914
1739209638.0542018;-38.13080360867914
1739209638.0542078;-38.13080360867914
1739209638.054214;-45.120503652039325
1739209638.0542202;-45.120503652039325
1739209638.0542262;-38.13080360867914
1739209638.0542324;-45.120503652039325
1739209638.0542386;-45.120503652039325
1739209638.0542445;-45.120503652039325
1739209638.0542507;-35.57807855764607
1739209638.054257;-31.141103565318915
1739209638.0542629;-45.120503652039325
1739209638.054269;-38.13080360867914
1739209638.0542753;-35.57807855764607
1739209638.0542812;-33.981070128970906
1739209638.0542874;-45.120503652039325
1739209638.0542934;-45.120503652039325
1739209638.0542996;-45.120503652039325
1739209638.0543058;-38.13080360867914
1739209638.0543118;-35.57807855764607
1739209638.054318;-38.13080360867914
1739209638.0543242;-38.13080360867914
1739209638.05433;-35.57807855764607
1739209638.0543363;-45.120503652039325
1739209638.0543425;-45.120503652039325
1739209638.0543485;-32.816014438256545
1739209638.0543547;-38.13080360867914
1739209638.0543609;-45.120503652039325
1739209638.0543668;-38.13080360867914
1739209638.054373;-38.13080360867914
1739209638.0543792;-38.13080360867914
1739209638.0543852;-45.120503652039325
1739209638.0543914;-38.13080360867914
1739209638.0543973;-38.13080360867914
1739209638.0544035;-38.13080360867914
1739209638.0544097;-45.120503652039325
1739209638.0544157;-38.13080360867914
1739209638.054422;-45.120503652039325
1739209638.054428;-33.981070128970906
1739209638.054434;-45.120503652039325
1739209638.0544403;-38.13080360867914
1739209638.0544465;-38.13080360867914
1739209638.0544524;-38.13080360867914
1739209638.0544586;-45.120503652039325
1739209638.0544648;-38.13080360867914
1739209638.0544708;-33.981070128970906
1739209638.054477;-31.141103565318915
1739209638.0544832;-38.13080360867914
1739209638.0544891;-38.13080360867914
1739209638.0544953;-35.57807855764607
1739209638.0545013;-33.981070128970906
1739209638.0545075;-38.13080360867914
1739209638.0545137;-38.13080360867914
1739209638.0545197;-38.13080360867914
1739209638.0545259;-45.120503652039325
1739209638.054532;-45.120503652039325
1739209638.054538;-38.13080360867914
1739209638.0545442;-45.120503652039325
1739209638.0545504;-33.981070128970906
1739209638.0545564;-31.141103565318915
1739209638.0545626;-45.120503652039325
1739209638.0545688;-38.13080360867914
1739209638.0545747;-45.120503652039325
1739209638.054581;-45.120503652039325
1739209638.0545871;-45.120503652039325
1739209638.054593;-35.57807855764607
1739209638.0545993;-38.13080360867914
1739209638.0546052;-31.141103565318943
1739209638.0546114;-45.120503652039325
1739209638.0546176;-35.57807855764607
1739209638.0546236;-38.13080360867914
1739209638.0546298;-45.120503652039325
1739209638.054636;-45.120503652039325
1739209638.054642;-38.13080360867914
1739209638.0546482;-33.981070128970906
1739209638.0546544;-27.267205301931607
1739209638.0546603;-45.120503652039325
1739209638.0546665;-35.57807855764607
1739209638.0546727;-38.13080360867914
1739209638.0546787;-38.13080360867914
1739209638.0546849;-38.13080360867914
1739209638.054691;-32.816014438256545
1739209638.054697;-38.13080360867914
1739209638.0547032;-33.981070128970956
1739209638.0547092;-45.120503652039325
1739209638.0547154;-32.816014438256545
1739209638.0547216;-45.120503652039325
1739209638.0547276;-45.120503652039325
1739209638.0547338;-38.13080360867914
1739209638.05474;-45.120503652039325
1739209638.054746;-38.13080360867914
1739209638.054752;-38.13080360867914
1739209638.0547583;-38.13080360867914
1739209638.0547643;-45.120503652039325
1739209638.0547705;-35.57807855764607
1739209638.0547767;-38.13080360867914
1739209638.0547826;-45.120503652039325
1739209638.0547888;-45.120503652039325
1739209638.054795;-45.120503652039325
1739209638.054801;-32.816014438256545
1739209638.0548072;-38.13080360867914
1739209638.0548131;-38.13080360867914
1739209638.0548193;-45.120503652039325
1739209638.0548255;-35.57807855764607
1739209638.0548315;-45.120503652039325
1739209638.0548377;-45.120503652039325
1739209638.054844;-35.57807855764607
1739209638.0548499;-45.120503652039325
1739209638.054856;-38.13080360867914
1739209638.0548623;-38.13080360867914
1739209638.0548682;-45.120503652039325
1739209638.0548744;-45.120503652039325
1739209638.0548806;-38.13080360867914
1739209638.0548866;-45.120503652039325
1739209638.0548928;-45.120503652039325
1739209638.0548987;-28.21854285175415
1739209638.054905;-35.57807855764607
1739209638.0549111;-45.120503652039325
1739209638.054917;-38.13080360867914
1739209638.0549233;-38.13080360867914
1739209638.0549295;-45.120503652039325
1739209638.0549355;-45.120503652039325
1739209638.0549417;-45.120503652039325
1739209638.0549479;-32.81601443825658
1739209638.0549538;-45.120503652039325
1739209638.05496;-38.13080360867914
1739209638.0549662;-45.120503652039325
1739209638.0549722;-45.120503652039325
1739209638.0549784;-38.13080360867914
1739209638.0549846;-38.13080360867914
1739209638.0549905;-45.120503652039325
1739209638.0549967;-31.141103565318893
1739209638.0550027;-35.57807855764607
1739209638.055009;-45.120503652039325
1739209638.055015;-45.120503652039325
1739209638.055021;-45.120503652039325
1739209638.0550272;-38.13080360867914
1739209638.0550334;-45.120503652039325
1739209638.0550394;-38.13080360867914
1739209638.0550456;-38.13080360867914
1739209638.0550518;-35.57807855764607
1739209638.0550578;-45.120503652039325
1739209638.055064;-45.120503652039325
1739209638.0550702;-32.816014438256545
1739209638.0550761;-35.57807855764607
1739209638.0550823;-45.120503652039325
1739209638.0550885;-45.120503652039325
1739209638.0550945;-45.120503652039325
1739209638.0551007;-45.120503652039325
1739209638.0551066;-45.120503652039325
1739209638.0551128;-38.13080360867914
1739209638.055119;-38.13080360867914
1739209638.055125;-33.981070128970906
1739209638.0551312;-45.120503652039325
1739209638.0551374;-45.120503652039325
1739209638.0551434;-32.816014438256545
1739209638.0551496;-35.57807855764607
1739209638.0551558;-45.120503652039325
1739209638.0551617;-45.120503652039325
1739209638.055168;-35.57807855764607
1739209638.055174;-38.13080360867914
1739209638.05518;-45.120503652039325
1739209638.0551863;-45.120503652039325
1739209638.0551925;-38.13080360867914
1739209638.0551984;-45.120503652039325
1739209638.0552046;-38.13080360867914
1739209638.0552106;-38.13080360867914
1739209638.0552168;-38.13080360867914
1739209638.055223;-33.981070128970906
1739209638.055229;-45.120503652039325
1739209638.0552351;-45.120503652039325
1739209638.0552413;-31.141103565318893
1739209638.0552473;-31.141103565318915
1739209638.0552535;-45.120503652039325
1739209638.0552597;-38.13080360867914
1739209638.0552657;-35.57807855764607
1739209638.0552719;-33.981070128970906
1739209638.055278;-45.120503652039325
1739209638.055284;-45.120503652039325
1739209638.0552902;-33.981070128970906
1739209638.0552964;-45.120503652039325
1739209638.0553024;-38.13080360867914
1739209638.0553086;-35.57807855764607
1739209638.0553145;-38.13080360867914
1739209638.0553207;-38.13080360867914
1739209638.055327;-38.13080360867914
1739209638.055333;-35.57807855764607
1739209638.055339;-45.120503652039325
1739209638.0553453;-38.13080360867914
1739209638.0553513;-45.120503652039325
1739209638.0553575;-38.13080360867914
1739209638.0553637;-38.13080360867914
1739209638.0553696;-38.13080360867914
1739209638.0553758;-38.13080360867914
1739209638.055382;-38.13080360867914
1739209638.055388;-38.13080360867914
1739209638.0553942;-38.13080360867914
1739209638.0554004;-35.57807855764607
1739209638.0554063;-45.120503652039325
1739209638.0554125;-45.120503652039325
1739209638.0554185;-38.13080360867914
1739209638.0554247;-45.120503652039325
1739209638.055431;-45.120503652039325
1739209638.0554368;-45.120503652039325
1739209638.055443;-38.13080360867914
1739209638.0554492;-45.120503652039325
1739209638.0554552;-45.120503652039325
1739209638.0554614;-45.120503652039325
1739209638.0554676;-45.120503652039325
1739209638.0554736;-45.120503652039325
1739209638.0554798;-33.981070128970906
1739209638.055486;-45.120503652039325
1739209638.055492;-33.981070128970906
1739209638.0554981;-33.981070128970906
1739209638.0555043;-45.120503652039325
1739209638.0555103;-45.120503652039325
1739209638.0555165;-38.13080360867914
1739209638.0555224;-38.13080360867914
1739209638.0555286;-33.981070128970906
1739209638.0555348;-45.120503652039325
1739209638.0555408;-38.13080360867914
1739209638.055547;-38.13080360867914
1739209638.0555532;-38.13080360867914
1739209638.0555592;-45.120503652039325
1739209638.0555654;-45.120503652039325
1739209638.0555716;-33.981070128970906
1739209638.0555775;-32.816014438256545
1739209638.0555837;-45.120503652039325
1739209638.05559;-38.13080360867914
1739209638.0555959;-28.992665084841942
1739209638.055602;-38.13080360867914
1739209638.055608;-45.120503652039325
1739209638.0556142;-38.13080360867914
1739209638.0556204;-38.13080360867914
1739209638.0556264;-38.13080360867914
1739209638.0556326;-45.120503652039325
1739209638.0556388;-45.120503652039325
1739209638.0556448;-38.13080360867914
1739209638.055651;-38.13080360867914
1739209638.0556571;-45.120503652039325
1739209638.055663;-45.120503652039325
1739209638.0556693;-38.13080360867914
1739209638.0556755;-45.120503652039325
1739209638.0556815;-45.120503652039325
1739209638.0556877;-35.57807855764607
1739209638.0556939;-38.13080360867914
1739209638.0556998;-45.120503652039325
1739209638.055706;-45.120503652039325
1739209638.055712;-38.13080360867914
1739209638.0557182;-38.13080360867914
1739209638.0557244;-38.13080360867914
1739209638.0557303;-45.120503652039325
1739209638.0557365;-33.981070128970906
1739209638.0557427;-31.141103565318915
1739209638.0557487;-38.13080360867914
1739209638.055755;-38.13080360867914
1739209638.055761;-45.120503652039325
1739209638.055767;-35.57807855764607
1739209638.0557733;-45.120503652039325
1739209638.0557795;-45.120503652039325
1739209638.0557854;-45.120503652039325
1739209638.0557916;-33.981070128970956
1739209638.0557978;-45.120503652039325
1739209638.0558038;-45.120503652039325
1739209638.05581;-45.120503652039325
1739209638.055816;-38.13080360867914
1739209638.0558221;-35.57807855764607
1739209638.0558283;-45.120503652039325
1739209638.0558343;-33.981070128970906
1739209638.0558405;-25.62660358559016
1739209638.0558467;-35.57807855764607
1739209638.0558527;-45.120503652039325
1739209638.0558589;-35.57807855764607
1739209638.055865;-33.981070128970906
1739209638.055871;-45.120503652039325
1739209638.0558772;-45.120503652039325
1739209638.0558834;-45.120503652039325
1739209638.0558894;-38.13080360867914
