CAN Message; 0x98:00007805fe6d2b9c
1739209738.0038977;-38.13080360867914
1739209738.0039043;-38.13080360867914
1739209738.003911;-38.13080360867914
1739209738.0039177;-45.120503652039325
1739209738.0039244;-38.13080360867914
1739209738.003931;-38.13080360867914
1739209738.0039377;-45.120503652039325
1739209738.0039444;-45.120503652039325
1739209738.003951;-38.13080360867914
1739209738.0039577;-38.13080360867914
1739209738.0039644;-38.13080360867914
1739209738.003971;-45.120503652039325
1739209738.0039778;-45.120503652039325
1739209738.0039845;-38.13080360867914
1739209738.0039911;-35.57807855764607
1739209738.0039978;-45.120503652039325
1739209738.0040045;-45.120503652039325
1739209738.0040112;-38.13080360867914
1739209738.0040178;-38.13080360867914
1739209738.0040245;-45.120503652039325
1739209738.0040312;-45.120503652039325
1739209738.0040379;-45.120503652039325
1739209738.0040445;-45.120503652039325
1739209738.0040512;-33.981070128970906
1739209738.004058;-45.120503652039325
1739209738.0040646;-38.13080360867914
1739209738.0040712;-33.981070128970906
1739209738.004078;-38.13080360867914
1739209738.0040846;-38.13080360867914
1739209738.0040913;-45.120503652039325
1739209738.004098;-35.57807855764607
1739209738.0041046;-38.13080360867914
1739209738.0041113;-38.13080360867914
1739209738.004118;-38.13080360867914
1739209738.0041246;-45.120503652039325
1739209738.0041313;-45.120503652039325
1739209738.004138;-45.120503652039325
1739209738.0041447;-38.13080360867914
1739209738.0041513;-45.120503652039325
1739209738.004158;-45.120503652039325
1739209738.0041647;-38.13080360867914
1739209738.0041714;-38.13080360867914
1739209738.004178;-33.981070128970906
1739209738.0041847;-45.120503652039325
1739209738.0041914;-38.13080360867914
1739209738.004198;-38.13080360867914
1739209738.0042048;-38.13080360867914
1739209738.0042114;-45.120503652039325
1739209738.004218;-38.13080360867914
1739209738.0042248;-38.13080360867914
1739209738.0042315;-45.120503652039325
1739209738.0042381;-45.120503652039325
1739209738.0042448;-45.120503652039325
1739209738.0042515;-38.13080360867914
1739209738.0042582;-45.120503652039325
1739209738.0042648;-45.120503652039325
1739209738.0042715;-38.13080360867914
1739209738.0042784;-38.13080360867914
1739209738.004285;-38.13080360867914
1739209738.0042918;-35.57807855764607
1739209738.0042984;-45.120503652039325
1739209738.0043051;-45.120503652039325
1739209738.0043118;-38.13080360867914
1739209738.0043185;-45.120503652039325
1739209738.0043252;-35.57807855764607
1739209738.0043318;-32.816014438256545
1739209738.0043385;-45.120503652039325
1739209738.0043452;-35.57807855764607
1739209738.0043519;-38.13080360867914
1739209738.0043585;-45.120503652039325
1739209738.0043652;-45.120503652039325
1739209738.004372;-38.13080360867914
1739209738.0043786;-45.120503652039325
1739209738.0043852;-38.13080360867914
1739209738.004392;-45.120503652039325
1739209738.0043986;-45.120503652039325
1739209738.0044053;-35.57807855764607
1739209738.004412;-38.13080360867914
1739209738.0044186;-38.13080360867914
1739209738.0044253;-45.120503652039325
1739209738.004432;-45.120503652039325
1739209738.0044386;-45.120503652039325
1739209738.0044453;-35.57807855764607
1739209738.004452;-32.816014438256545
1739209738.0044587;-45.120503652039325
1739209738.0044653;-45.120503652039325
1739209738.004472;-45.120503652039325
1739209738.0044787;-35.57807855764607
1739209738.0044854;-45.120503652039325
1739209738.004492;-45.120503652039325
1739209738.0044987;-45.120503652039325
1739209738.0045054;-45.120503652039325
1739209738.004512;-38.13080360867914
1739209738.0045187;-38.13080360867914
1739209738.0045254;-35.57807855764607
1739209738.004532;-45.120503652039325
1739209738.0045388;-45.120503652039325
1739209738.0045455;-45.120503652039325
1739209738.0045521;-35.57807855764607
1739209738.0045588;-32.816014438256545
1739209738.0045655;-38.13080360867914
1739209738.0045722;-45.120503652039325
1739209738.0045788;-45.120503652039325
1739209738.0045855;-32.816014438256545
1739209738.0045922;-45.120503652039325
1739209738.0045989;-45.120503652039325
1739209738.0046055;-45.120503652039325
1739209738.0046122;-45.120503652039325
1739209738.004619;-45.120503652039325
1739209738.0046256;-45.120503652039325
1739209738.0046322;-38.13080360867914
1739209738.004639;-45.120503652039325
1739209738.0046456;-45.120503652039325
1739209738.0046523;-38.13080360867914
1739209738.004659;-38.13080360867914
1739209738.0046656;-38.13080360867914
1739209738.0046723;-33.981070128970906
1739209738.004679;-45.120503652039325
1739209738.0046856;-38.13080360867914
1739209738.0046923;-32.816014438256545
1739209738.004699;-45.120503652039325
1739209738.0047057;-38.13080360867914
1739209738.0047123;-38.13080360867914
1739209738.004719;-45.120503652039325
1739209738.0047257;-45.120503652039325
1739209738.0047324;-45.120503652039325
1739209738.004739;-45.120503652039325
1739209738.0047457;-45.120503652039325
1739209738.0047524;-38.13080360867914
1739209738.004759;-38.13080360867914
1739209738.0047657;-45.120503652039325
1739209738.0047724;-45.120503652039325
1739209738.004779;-38.13080360867914
1739209738.0047858;-38.13080360867914
1739209738.0047925;-35.57807855764607
1739209738.0047994;-35.57807855764607
1739209738.004806;-45.120503652039325
1739209738.0048127;-35.57807855764607
1739209738.0048194;-38.13080360867914
1739209738.004826;-35.57807855764607
1739209738.0048327;-35.57807855764607
1739209738.0048394;-35.57807855764607
1739209738.004846;-45.120503652039325
1739209738.0048528;-45.120503652039325
1739209738.0048594;-38.13080360867914
1739209738.0048661;-35.57807855764607
1739209738.0048728;-45.120503652039325
1739209738.0048795;-45.120503652039325
1739209738.0048862;-38.13080360867914
1739209738.0048928;-35.57807855764607
1739209738.0048995;-38.13080360867914
1739209738.0049062;-45.120503652039325
1739209738.0049129;-38.13080360867914
1739209738.0049195;-32.816014438256545
1739209738.0049262;-45.120503652039325
1739209738.0049329;-33.981070128970906
1739209738.0049396;-35.57807855764607
1739209738.0049462;-35.57807855764607
1739209738.004953;-45.120503652039325
1739209738.0049596;-45.120503652039325
1739209738.0049663;-38.13080360867914
1739209738.004973;-38.13080360867914
1739209738.0049796;-45.120503652039325
1739209738.0049863;-38.13080360867914
1739209738.004993;-33.981070128970906
1739209738.0049996;-31.141103565318893
1739209738.0050063;-45.120503652039325
1739209738.005013;-45.120503652039325
1739209738.0050197;-45.120503652039325
1739209738.0050263;-38.13080360867914
1739209738.005033;-45.120503652039325
1739209738.0050397;-31.141103565318915
1739209738.0050464;-33.981070128970906
1739209738.005053;-45.120503652039325
1739209738.0050597;-38.13080360867914
1739209738.0050664;-38.13080360867914
1739209738.005073;-35.57807855764607
1739209738.0050797;-45.120503652039325
1739209738.0050864;-38.13080360867914
1739209738.005093;-35.57807855764607
1739209738.0050998;-32.816014438256545
1739209738.0051064;-38.13080360867914
1739209738.0051131;-38.13080360867914
1739209738.0051198;-45.120503652039325
1739209738.0051265;-33.981070128970906
1739209738.0051332;-35.57807855764607
1739209738.0051398;-45.120503652039325
1739209738.0051465;-38.13080360867914
1739209738.0051532;-38.13080360867914
1739209738.0051599;-45.120503652039325
1739209738.0051665;-45.120503652039325
1739209738.0051732;-38.13080360867914
1739209738.00518;-38.13080360867914
1739209738.0051866;-38.13080360867914
1739209738.0051932;-38.13080360867914
1739209738.0052;-45.120503652039325
1739209738.0052066;-45.120503652039325
1739209738.0052133;-45.120503652039325
1739209738.00522;-45.120503652039325
1739209738.0052266;-45.120503652039325
1739209738.0052333;-45.120503652039325
1739209738.00524;-45.120503652039325
1739209738.0052466;-45.120503652039325
1739209738.0052533;-38.13080360867914
1739209738.00526;-45.120503652039325
1739209738.0052667;-45.120503652039325
1739209738.0052733;-38.13080360867914
1739209738.00528;-38.13080360867914
1739209738.0052867;-45.120503652039325
1739209738.0052934;-45.120503652039325
1739209738.0053;-38.13080360867914
1739209738.0053067;-38.13080360867914
1739209738.0053134;-33.981070128970906
1739209738.00532;-45.120503652039325
1739209738.005327;-38.13080360867914
1739209738.0053337;-38.13080360867914
1739209738.0053403;-38.13080360867914
1739209738.005347;-35.57807855764607
1739209738.0053537;-38.13080360867914
1739209738.0053604;-38.13080360867914
1739209738.005367;-31.141103565318915
1739209738.0053737;-45.120503652039325
1739209738.0053804;-45.120503652039325
1739209738.005387;-38.13080360867914
1739209738.0053937;-45.120503652039325
1739209738.0054004;-45.120503652039325
1739209738.005407;-45.120503652039325
1739209738.0054138;-38.13080360867914
1739209738.0054204;-32.816014438256545
1739209738.0054271;-45.120503652039325
1739209738.0054338;-45.120503652039325
1739209738.0054405;-45.120503652039325
1739209738.0054471;-38.13080360867914
1739209738.0054538;-38.13080360867914
1739209738.0054605;-35.57807855764607
1739209738.0054672;-38.13080360867914
1739209738.0054739;-27.267205301931607
1739209738.0054805;-38.13080360867914
1739209738.0054872;-45.120503652039325
1739209738.0054939;-45.120503652039325
1739209738.0055006;-45.120503652039325
1739209738.0055072;-38.13080360867914
1739209738.005514;-38.13080360867914
1739209738.0055206;-45.120503652039325
1739209738.0055273;-45.120503652039325
1739209738.005534;-38.13080360867914
1739209738.0055406;-45.120503652039325
1739209738.0055473;-38.13080360867914
1739209738.005554;-35.57807855764607
1739209738.0055606;-35.57807855764607
1739209738.0055673;-38.13080360867914
1739209738.005574;-45.120503652039325
1739209738.0055807;-35.57807855764607
1739209738.0055873;-35.57807855764607
1739209738.005594;-38.13080360867914
1739209738.0056007;-45.120503652039325
1739209738.0056074;-38.13080360867914
1739209738.005614;-38.13080360867914
1739209738.0056207;-45.120503652039325
1739209738.0056274;-45.120503652039325
1739209738.005634;-38.13080360867914
1739209738.0056407;-38.13080360867914
1739209738.0056474;-45.120503652039325
1739209738.005654;-38.13080360867914
1739209738.0056608;-32.816014438256545
1739209738.0056674;-31.141103565318893
1739209738.0056741;-38.13080360867914
1739209738.0056808;-45.120503652039325
1739209738.0056875;-38.13080360867914
1739209738.0056942;-45.120503652039325
1739209738.0057008;-45.120503652039325
1739209738.0057075;-38.13080360867914
1739209738.0057142;-45.120503652039325
1739209738.0057209;-38.13080360867914
1739209738.0057275;-38.13080360867914
1739209738.0057342;-45.120503652039325
1739209738.005741;-35.57807855764607
1739209738.0057476;-38.13080360867914
1739209738.0057542;-45.120503652039325
1739209738.005761;-38.13080360867914
1739209738.0057676;-38.13080360867914
1739209738.0057743;-45.120503652039325
1739209738.005781;-45.120503652039325
1739209738.0057876;-35.57807855764607
1739209738.0057943;-45.120503652039325
1739209738.005801;-45.120503652039325
1739209738.0058076;-38.13080360867914
1739209738.0058143;-38.13080360867914
1739209738.005821;-45.120503652039325
1739209738.0058277;-38.13080360867914
1739209738.0058343;-38.13080360867914
1739209738.005841;-45.120503652039325
1739209738.0058477;-38.13080360867914
1739209738.0058546;-38.13080360867914
1739209738.0058613;-38.13080360867914
1739209738.005868;-38.13080360867914
1739209738.0058746;-38.13080360867914
1739209738.0058813;-45.120503652039325
1739209738.005888;-38.13080360867914
1739209738.0058947;-45.120503652039325
1739209738.0059013;-45.120503652039325
1739209738.005908;-38.13080360867914
1739209738.0059147;-35.57807855764607
1739209738.0059214;-38.13080360867914
1739209738.005928;-45.120503652039325
1739209738.0059347;-38.13080360867914
1739209738.0059414;-38.13080360867914
1739209738.005948;-45.120503652039325
1739209738.0059547;-35.57807855764607
1739209738.0059614;-35.57807855764607
1739209738.005968;-38.13080360867914
1739209738.0059748;-45.120503652039325
1739209738.0059814;-45.120503652039325
1739209738.0059881;-38.13080360867914
1739209738.0059948;-45.120503652039325
1739209738.0060015;-45.120503652039325
1739209738.0060081;-45.120503652039325
1739209738.0060148;-45.120503652039325
1739209738.0060215;-38.13080360867914
1739209738.0060282;-35.57807855764607
1739209738.0060349;-45.120503652039325
1739209738.0060415;-35.57807855764607
1739209738.0060482;-38.13080360867914
1739209738.0060549;-45.120503652039325
1739209738.0060616;-45.120503652039325
1739209738.0060682;-45.120503652039325
1739209738.006075;-45.120503652039325
1739209738.0060816;-45.120503652039325
1739209738.0060883;-45.120503652039325
1739209738.006095;-45.120503652039325
1739209738.0061016;-38.13080360867914
1739209738.0061083;-35.57807855764607
1739209738.006115;-38.13080360867914
1739209738.0061216;-38.13080360867914
1739209738.0061283;-35.57807855764607
1739209738.006135;-45.120503652039325
1739209738.0061417;-38.13080360867914
1739209738.0061483;-35.57807855764607
1739209738.006155;-35.57807855764607
1739209738.0061617;-38.13080360867914
1739209738.0061684;-38.13080360867914
1739209738.006175;-32.816014438256545
1739209738.0061817;-32.816014438256545
1739209738.0061884;-38.13080360867914
1739209738.006195;-45.120503652039325
1739209738.0062017;-38.13080360867914
1739209738.0062084;-38.13080360867914
1739209738.006215;-45.120503652039325
1739209738.0062218;-38.13080360867914
1739209738.0062284;-38.13080360867914
1739209738.0062351;-38.13080360867914
1739209738.0062418;-38.13080360867914
1739209738.0062485;-45.120503652039325
1739209738.0062551;-32.816014438256545
1739209738.0062618;-45.120503652039325
1739209738.0062685;-45.120503652039325
1739209738.0062752;-33.981070128970906
1739209738.0062819;-33.981070128970906
1739209738.0062885;-33.981070128970906
1739209738.0062952;-38.13080360867914
1739209738.0063019;-32.816014438256545
1739209738.0063086;-45.120503652039325
1739209738.0063152;-33.981070128970906
1739209738.006322;-35.57807855764607
1739209738.0063286;-38.13080360867914
1739209738.0063353;-38.13080360867914
1739209738.006342;-33.981070128970906
1739209738.0063486;-38.13080360867914
1739209738.0063553;-38.13080360867914
1739209738.006362;-35.57807855764607
1739209738.0063686;-38.13080360867914
1739209738.0063753;-38.13080360867914
1739209738.0063822;-38.13080360867914
1739209738.006389;-33.981070128970906
1739209738.0063956;-33.981070128970906
1739209738.0064023;-45.120503652039325
1739209738.006409;-45.120503652039325
1739209738.0064156;-45.120503652039325
1739209738.0064223;-38.13080360867914
1739209738.006429;-45.120503652039325
1739209738.0064356;-45.120503652039325
1739209738.0064423;-38.13080360867914
1739209738.006449;-31.141103565318915
1739209738.0064557;-45.120503652039325
1739209738.0064623;-45.120503652039325
1739209738.006469;-38.13080360867914
1739209738.0064757;-38.13080360867914
1739209738.0064824;-45.120503652039325
1739209738.006489;-45.120503652039325
1739209738.0064957;-45.120503652039325
1739209738.0065024;-38.13080360867914
1739209738.006509;-45.120503652039325
1739209738.0065157;-45.120503652039325
1739209738.0065224;-45.120503652039325
1739209738.006529;-45.120503652039325
1739209738.0065358;-45.120503652039325
1739209738.0065424;-38.13080360867914
1739209738.0065491;-45.120503652039325
1739209738.0065558;-33.981070128970906
1739209738.0065625;-35.57807855764607
1739209738.0065691;-38.13080360867914
1739209738.0065758;-35.57807855764607
1739209738.0065825;-32.816014438256545
1739209738.0065892;-38.13080360867914
1739209738.0065958;-38.13080360867914
1739209738.0066025;-45.120503652039325
1739209738.0066092;-45.120503652039325
1739209738.0066159;-38.13080360867914
1739209738.0066226;-38.13080360867914
1739209738.0066292;-45.120503652039325
1739209738.006636;-45.120503652039325
1739209738.0066426;-33.981070128970906
1739209738.0066493;-45.120503652039325
1739209738.006656;-45.120503652039325
1739209738.0066626;-33.981070128970906
1739209738.0066693;-35.57807855764607
1739209738.006676;-38.13080360867914
1739209738.0066826;-45.120503652039325
1739209738.0066893;-35.57807855764607
1739209738.006696;-38.13080360867914
1739209738.0067027;-45.120503652039325
1739209738.0067093;-35.57807855764607
1739209738.006716;-45.120503652039325
1739209738.0067227;-38.13080360867914
1739209738.0067294;-45.120503652039325
1739209738.006736;-45.120503652039325
1739209738.0067427;-45.120503652039325
1739209738.0067494;-38.13080360867914
1739209738.006756;-45.120503652039325
1739209738.0067627;-45.120503652039325
1739209738.0067694;-35.57807855764607
1739209738.006776;-38.13080360867914
1739209738.0067828;-45.120503652039325
1739209738.0067894;-45.120503652039325
1739209738.0067961;-38.13080360867914
1739209738.0068028;-38.13080360867914
1739209738.0068095;-45.120503652039325
1739209738.0068161;-45.120503652039325
1739209738.0068228;-45.120503652039325
1739209738.0068295;-45.120503652039325
1739209738.0068362;-38.13080360867914
1739209738.0068429;-35.57807855764607
1739209738.0068495;-45.120503652039325
1739209738.0068562;-45.120503652039325
1739209738.0068629;-45.120503652039325
1739209738.0068696;-38.13080360867914
1739209738.0068762;-38.13080360867914
1739209738.006883;-45.120503652039325
1739209738.0068896;-38.13080360867914
1739209738.0068963;-35.57807855764607
1739209738.0069032;-38.13080360867914
1739209738.0069098;-38.13080360867914
1739209738.0069165;-38.13080360867914
1739209738.0069232;-38.13080360867914
1739209738.0069299;-35.57807855764607
1739209738.0069366;-38.13080360867914
1739209738.0069432;-38.13080360867914
1739209738.00695;-35.57807855764607
1739209738.0069566;-38.13080360867914
1739209738.0069633;-45.120503652039325
1739209738.00697;-33.981070128970906
1739209738.0069766;-35.57807855764607
1739209738.0069833;-30.49652367304973
1739209738.00699;-45.120503652039325
1739209738.0069966;-32.816014438256545
1739209738.0070033;-38.13080360867914
1739209738.00701;-38.13080360867914
1739209738.0070167;-45.120503652039325
1739209738.0070233;-38.13080360867914
1739209738.00703;-38.13080360867914
1739209738.0070367;-38.13080360867914
1739209738.0070434;-35.57807855764607
1739209738.00705;-38.13080360867914
1739209738.0070567;-35.57807855764607
1739209738.0070634;-38.13080360867914
1739209738.00707;-45.120503652039325
1739209738.0070767;-45.120503652039325
1739209738.0070834;-45.120503652039325
1739209738.00709;-45.120503652039325
1739209738.0070968;-38.13080360867914
1739209738.0071034;-35.57807855764607
1739209738.00711;-38.13080360867914
1739209738.0071168;-38.13080360867914
1739209738.0071235;-45.120503652039325
1739209738.0071301;-38.13080360867914
1739209738.0071368;-45.120503652039325
1739209738.0071435;-35.57807855764607
1739209738.0071502;-28.21854285175415
1739209738.0071568;-45.120503652039325
1739209738.0071635;-45.120503652039325
1739209738.0071702;-45.120503652039325
1739209738.0071769;-38.13080360867914
1739209738.0071836;-45.120503652039325
1739209738.0071902;-45.120503652039325
1739209738.007197;-45.120503652039325
1739209738.0072036;-45.120503652039325
1739209738.0072103;-38.13080360867914
1739209738.007217;-38.13080360867914
1739209738.0072236;-45.120503652039325
1739209738.0072303;-45.120503652039325
1739209738.007237;-38.13080360867914
1739209738.0072436;-45.120503652039325
1739209738.0072503;-38.13080360867914
1739209738.007257;-30.49652367304973
1739209738.0072637;-35.57807855764607
1739209738.0072703;-38.13080360867914
1739209738.007277;-38.13080360867914
1739209738.0072837;-35.57807855764607
1739209738.0072904;-38.13080360867914
1739209738.007297;-45.120503652039325
1739209738.0073037;-45.120503652039325
1739209738.0073104;-45.120503652039325
1739209738.007317;-45.120503652039325
1739209738.0073237;-45.120503652039325
1739209738.0073304;-45.120503652039325
1739209738.007337;-45.120503652039325
1739209738.0073438;-45.120503652039325
1739209738.0073504;-38.13080360867914
1739209738.0073571;-45.120503652039325
1739209738.0073638;-45.120503652039325
1739209738.0073705;-35.57807855764607
1739209738.0073771;-38.13080360867914
1739209738.0073838;-45.120503652039325
1739209738.0073905;-45.120503652039325
1739209738.0073972;-38.13080360867914
1739209738.0074039;-32.816014438256545
1739209738.0074105;-38.13080360867914
1739209738.0074172;-33.981070128970906
1739209738.0074239;-35.57807855764607
1739209738.0074308;-38.13080360867914
1739209738.0074375;-45.120503652039325
1739209738.0074441;-45.120503652039325
1739209738.0074508;-45.120503652039325
1739209738.0074575;-45.120503652039325
1739209738.0074642;-38.13080360867914
1739209738.0074708;-38.13080360867914
1739209738.0074775;-45.120503652039325
1739209738.0074842;-38.13080360867914
1739209738.0074909;-45.120503652039325
1739209738.0074975;-45.120503652039325
1739209738.0075042;-35.57807855764607
1739209738.007511;-35.57807855764607
1739209738.0075176;-38.13080360867914
1739209738.0075243;-28.992665084841942
1739209738.007531;-33.981070128970906
1739209738.0075376;-38.13080360867914
1739209738.0075443;-38.13080360867914
1739209738.007551;-38.13080360867914
1739209738.0075576;-38.13080360867914
1739209738.0075643;-45.120503652039325
1739209738.007571;-45.120503652039325
1739209738.0075777;-38.13080360867914
1739209738.0075843;-38.13080360867914
1739209738.007591;-38.13080360867914
1739209738.0075977;-45.120503652039325
1739209738.0076044;-45.120503652039325
1739209738.007611;-45.120503652039325
1739209738.0076177;-38.13080360867914
1739209738.0076244;-45.120503652039325
1739209738.007631;-31.141103565318915
1739209738.0076377;-33.981070128970906
1739209738.0076444;-38.13080360867914
1739209738.007651;-33.981070128970906
1739209738.0076578;-38.13080360867914
1739209738.0076644;-45.120503652039325
1739209738.007671;-38.13080360867914
1739209738.0076778;-31.141103565318915
1739209738.0076845;-45.120503652039325
1739209738.0076911;-38.13080360867914
1739209738.0076978;-38.13080360867914
1739209738.0077045;-38.13080360867914
1739209738.0077112;-45.120503652039325
1739209738.0077178;-45.120503652039325
1739209738.0077245;-32.816014438256545
1739209738.0077312;-45.120503652039325
1739209738.0077379;-33.981070128970906
1739209738.0077446;-33.981070128970906
1739209738.0077512;-45.120503652039325
1739209738.007758;-45.120503652039325
1739209738.0077646;-38.13080360867914
1739209738.0077713;-45.120503652039325
1739209738.007778;-45.120503652039325
1739209738.0077846;-38.13080360867914
1739209738.0077913;-45.120503652039325
1739209738.007798;-45.120503652039325
1739209738.0078046;-45.120503652039325
1739209738.0078113;-38.13080360867914
1739209738.007818;-30.49652367304973
1739209738.0078247;-33.981070128970906
1739209738.0078313;-45.120503652039325
1739209738.007838;-38.13080360867914
1739209738.0078447;-38.13080360867914
1739209738.0078514;-45.120503652039325
1739209738.007858;-45.120503652039325
1739209738.0078647;-38.13080360867914
1739209738.0078714;-38.13080360867914
1739209738.007878;-45.120503652039325
1739209738.0078847;-45.120503652039325
1739209738.0078914;-38.13080360867914
1739209738.007898;-38.13080360867914
1739209738.0079048;-38.13080360867914
1739209738.0079114;-45.120503652039325
1739209738.0079181;-35.57807855764607
1739209738.0079248;-45.120503652039325
1739209738.0079315;-35.57807855764607
1739209738.0079381;-38.13080360867914
1739209738.0079448;-45.120503652039325
1739209738.0079515;-35.57807855764607
1739209738.0079584;-38.13080360867914
1739209738.007965;-33.981070128970906
1739209738.0079718;-33.981070128970906
1739209738.0079784;-45.120503652039325
1739209738.007985;-45.120503652039325
1739209738.0079918;-45.120503652039325
1739209738.0079985;-45.120503652039325
1739209738.0080051;-45.120503652039325
1739209738.0080118;-38.13080360867914
1739209738.0080185;-35.57807855764607
1739209738.0080252;-38.13080360867914
1739209738.0080318;-45.120503652039325
1739209738.0080385;-38.13080360867914
1739209738.0080452;-38.13080360867914
1739209738.0080519;-45.120503652039325
1739209738.0080585;-38.13080360867914
1739209738.0080652;-38.13080360867914
1739209738.008072;-38.13080360867914
1739209738.0080786;-38.13080360867914
1739209738.0080853;-35.57807855764607
1739209738.008092;-38.13080360867914
1739209738.0080986;-45.120503652039325
1739209738.0081053;-38.13080360867914
1739209738.008112;-45.120503652039325
1739209738.0081186;-38.13080360867914
1739209738.0081253;-32.816014438256545
1739209738.008132;-38.13080360867914
1739209738.0081387;-45.120503652039325
1739209738.0081453;-35.57807855764607
1739209738.008152;-28.21854285175415
1739209738.0081587;-45.120503652039325
1739209738.0081654;-45.120503652039325
1739209738.008172;-33.981070128970906
1739209738.0081787;-45.120503652039325
1739209738.0081854;-45.120503652039325
1739209738.008192;-45.120503652039325
1739209738.0081987;-38.13080360867914
1739209738.0082054;-38.13080360867914
1739209738.008212;-38.13080360867914
1739209738.0082188;-45.120503652039325
1739209738.0082254;-35.57807855764607
1739209738.008232;-35.57807855764607
1739209738.0082388;-45.120503652039325
1739209738.0082455;-45.120503652039325
1739209738.0082521;-38.13080360867914
1739209738.0082588;-31.141103565318893
1739209738.0082655;-45.120503652039325
1739209738.0082722;-45.120503652039325
1739209738.0082788;-33.981070128970906
1739209738.0082855;-38.13080360867914
1739209738.0082922;-35.57807855764607
1739209738.0082989;-38.13080360867914
1739209738.0083055;-45.120503652039325
1739209738.0083122;-38.13080360867914
1739209738.008319;-45.120503652039325
1739209738.0083256;-45.120503652039325
1739209738.0083323;-45.120503652039325
1739209738.008339;-45.120503652039325
1739209738.0083456;-33.981070128970906
1739209738.0083523;-35.57807855764607
1739209738.008359;-38.13080360867914
1739209738.0083656;-38.13080360867914
1739209738.0083723;-45.120503652039325
1739209738.008379;-38.13080360867914
1739209738.0083857;-45.120503652039325
1739209738.0083923;-45.120503652039325
1739209738.008399;-38.13080360867914
1739209738.0084057;-45.120503652039325
1739209738.0084124;-45.120503652039325
1739209738.008419;-38.13080360867914
1739209738.0084257;-35.57807855764607
1739209738.0084324;-38.13080360867914
1739209738.008439;-45.120503652039325
1739209738.0084457;-45.120503652039325
1739209738.0084524;-45.120503652039325
1739209738.008459;-38.13080360867914
1739209738.0084658;-35.57807855764607
1739209738.0084724;-38.13080360867914
1739209738.008479;-38.13080360867914
1739209738.008486;-35.57807855764607
1739209738.0084927;-45.120503652039325
1739209738.0084994;-38.13080360867914
1739209738.008506;-35.57807855764607
1739209738.0085127;-35.57807855764607
1739209738.0085194;-45.120503652039325
1739209738.008526;-38.13080360867914
1739209738.0085328;-38.13080360867914
1739209738.0085394;-45.120503652039325
1739209738.008546;-38.13080360867914
1739209738.0085528;-45.120503652039325
1739209738.0085595;-45.120503652039325
1739209738.0085661;-33.981070128970906
1739209738.0085728;-38.13080360867914
1739209738.0085795;-45.120503652039325
1739209738.0085862;-45.120503652039325
1739209738.0085928;-33.981070128970906
1739209738.0085995;-45.120503652039325
1739209738.0086062;-38.13080360867914
1739209738.0086129;-35.57807855764607
1739209738.0086195;-38.13080360867914
1739209738.0086262;-45.120503652039325
1739209738.008633;-45.120503652039325
1739209738.0086396;-38.13080360867914
1739209738.0086462;-45.120503652039325
1739209738.008653;-35.57807855764607
1739209738.0086596;-38.13080360867914
1739209738.0086663;-45.120503652039325
1739209738.008673;-38.13080360867914
1739209738.0086796;-38.13080360867914
1739209738.0086863;-38.13080360867914
1739209738.008693;-38.13080360867914
1739209738.0086997;-38.13080360867914
1739209738.0087063;-45.120503652039325
1739209738.008713;-31.141103565318915
1739209738.0087197;-38.13080360867914
