CAN Message; 0x39:06e1d58659a129bd
Timestamp;Amplitude
1739209740.3932962;-38.13080360867914
1739209740.393299;-38.13080360867914
1739209740.3933022;-33.981070128970906
1739209740.393305;-38.13080360867914
1739209740.3933082;-45.120503652039325
1739209740.3933113;-38.13080360867914
1739209740.3933141;-33.981070128970906
1739209740.3933172;-38.13080360867914
1739209740.39332;-45.120503652039325
1739209740.3933232;-45.120503652039325
1739209740.3933263;-38.13080360867914
1739209740.3933291;-45.120503652039325
1739209740.3933322;-45.120503652039325
1739209740.393335;-32.816014438256545
1739209740.3933382;-33.981070128970906
1739209740.3933413;-45.120503652039325
1739209740.3933442;-45.120503652039325
1739209740.3933473;-45.120503652039325
1739209740.3933501;-31.141103565318915
1739209740.3933532;-33.981070128970906
1739209740.3933563;-45.120503652039325
1739209740.3933592;-38.13080360867914
1739209740.3933623;-38.13080360867914
1739209740.3933651;-35.57807855764607
1739209740.3933682;-38.13080360867914
1739209740.3933713;-45.120503652039325
1739209740.3933742;-38.13080360867914
1739209740.3933773;-38.13080360867914
1739209740.3933802;-45.120503652039325
1739209740.3933833;-38.13080360867914
1739209740.3933864;-35.57807855764607
1739209740.3933892;-45.120503652039325
1739209740.3933923;-45.120503652039325
1739209740.3933952;-45.120503652039325
1739209740.3933983;-38.13080360867914
1739209740.3934014;-38.13080360867914
1739209740.3934042;-38.13080360867914
1739209740.3934073;-45.120503652039325
1739209740.3934102;-45.120503652039325
1739209740.3934133;-45.120503652039325
1739209740.3934164;-45.120503652039325
1739209740.3934193;-45.120503652039325
1739209740.3934224;-38.13080360867914
1739209740.3934255;-38.13080360867914
1739209740.3934283;-45.120503652039325
1739209740.3934314;-38.13080360867914
1739209740.3934343;-38.13080360867914
1739209740.3934374;-45.120503652039325
1739209740.3934405;-45.120503652039325
1739209740.3934433;-38.13080360867914
1739209740.3934464;-38.13080360867914
1739209740.3934493;-32.81601443825658
1739209740.3934524;-45.120503652039325
1739209740.3934555;-38.13080360867914
1739209740.3934584;-45.120503652039325
1739209740.3934615;-28.992665084841942
1739209740.3934643;-38.13080360867914
1739209740.3934674;-38.13080360867914
1739209740.3934705;-45.120503652039325
1739209740.3934734;-38.13080360867914
1739209740.3934765;-38.13080360867914
1739209740.3934793;-33.981070128970906
1739209740.3934824;-45.120503652039325
1739209740.3934855;-38.13080360867914
1739209740.3934884;-35.57807855764607
1739209740.3934915;-33.981070128970906
1739209740.3934944;-38.13080360867914
1739209740.3934975;-28.992665084841942
1739209740.3935006;-38.13080360867914
1739209740.3935034;-45.120503652039325
1739209740.3935065;-38.13080360867914
1739209740.3935094;-38.13080360867914
1739209740.3935125;-45.120503652039325
1739209740.3935156;-45.120503652039325
1739209740.3935184;-38.13080360867914
1739209740.3935215;-31.141103565318915
1739209740.3935244;-38.13080360867914
1739209740.3935275;-38.13080360867914
1739209740.3935306;-38.13080360867914
1739209740.3935335;-38.13080360867914
1739209740.3935366;-45.120503652039325
1739209740.3935394;-35.57807855764607
1739209740.3935425;-32.816014438256545
1739209740.3935456;-28.992665084841942
1739209740.3935485;-45.120503652039325
1739209740.3935516;-45.120503652039325
1739209740.3935544;-35.57807855764607
1739209740.3935575;-38.13080360867914
1739209740.3935606;-45.120503652039325
1739209740.3935635;-38.13080360867914
1739209740.3935666;-33.981070128970906
1739209740.3935695;-29.438486411369347
1739209740.3935726;-45.120503652039325
1739209740.3935757;-38.13080360867914
1739209740.3935785;-38.13080360867914
1739209740.3935816;-38.13080360867914
1739209740.3935845;-45.120503652039325
1739209740.3935876;-35.57807855764607
1739209740.3935907;-35.57807855764607
1739209740.3935935;-33.981070128970906
1739209740.3935966;-38.13080360867914
1739209740.3935995;-38.13080360867914
1739209740.3936026;-35.57807855764607
1739209740.3936057;-45.120503652039325
1739209740.3936086;-45.120503652039325
1739209740.3936117;-45.120503652039325
1739209740.3936145;-38.13080360867914
1739209740.3936176;-32.816014438256545
1739209740.3936207;-38.13080360867914
1739209740.3936236;-38.13080360867914
1739209740.3936267;-45.120503652039325
1739209740.3936296;-45.120503652039325
1739209740.3936327;-38.13080360867914
1739209740.3936357;-38.13080360867914
1739209740.3936386;-38.13080360867914
1739209740.3936417;-32.81601443825658
1739209740.3936446;-45.120503652039325
1739209740.3936477;-45.120503652039325
1739209740.3936508;-45.120503652039325
1739209740.3936536;-45.120503652039325
1739209740.3936567;-45.120503652039325
1739209740.3936598;-45.120503652039325
1739209740.3936627;-45.120503652039325
1739209740.3936658;-27.267205301931607
1739209740.3936687;-32.816014438256545
1739209740.3936718;-38.13080360867914
1739209740.3936749;-45.120503652039325
1739209740.3936777;-38.13080360867914
1739209740.3936808;-38.13080360867914
1739209740.3936837;-45.120503652039325
1739209740.3936868;-45.120503652039325
1739209740.3936899;-38.13080360867914
1739209740.3936927;-38.13080360867914
1739209740.3936958;-38.13080360867914
1739209740.3936987;-45.120503652039325
1739209740.3937018;-38.13080360867914
1739209740.393705;-35.57807855764607
1739209740.3937078;-38.13080360867914
1739209740.3937109;-45.120503652039325
1739209740.3937137;-31.141103565318915
1739209740.3937168;-32.816014438256545
1739209740.39372;-45.120503652039325
1739209740.3937228;-45.120503652039325
1739209740.3937259;-45.120503652039325
1739209740.3937287;-45.120503652039325
1739209740.3937318;-45.120503652039325
1739209740.393735;-45.120503652039325
1739209740.3937378;-45.120503652039325
1739209740.393741;-45.120503652039325
1739209740.3937438;-45.120503652039325
1739209740.3937469;-45.120503652039325
1739209740.39375;-38.13080360867914
1739209740.3937528;-30.49652367304973
1739209740.393756;-38.13080360867914
1739209740.3937588;-45.120503652039325
1739209740.3937619;-45.120503652039325
1739209740.393765;-38.13080360867914
1739209740.3937678;-38.13080360867914
1739209740.393771;-38.13080360867914
1739209740.3937738;-45.120503652039325
1739209740.393777;-33.981070128970906
1739209740.39378;-38.13080360867914
1739209740.3937829;-45.120503652039325
1739209740.393786;-32.816014438256545
1739209740.3937888;-31.141103565318893
1739209740.393792;-45.120503652039325
1739209740.393795;-45.120503652039325
1739209740.3937979;-33.981070128970906
1739209740.393801;-38.13080360867914
1739209740.3938038;-45.120503652039325
1739209740.393807;-45.120503652039325
1739209740.39381;-45.120503652039325
1739209740.393813;-45.120503652039325
1739209740.393816;-45.120503652039325
1739209740.3938189;-38.13080360867914
1739209740.393822;-45.120503652039325
1739209740.393825;-38.13080360867914
1739209740.393828;-38.13080360867914
1739209740.393831;-45.120503652039325
1739209740.3938339;-38.13080360867914
1739209740.393837;-38.13080360867914
1739209740.39384;-45.120503652039325
1739209740.393843;-38.13080360867914
1739209740.393846;-38.13080360867914
1739209740.393849;-38.13080360867914
1739209740.393852;-38.13080360867914
1739209740.393855;-45.120503652039325
1739209740.393858;-45.120503652039325
1739209740.393861;-45.120503652039325
1739209740.393864;-33.981070128970906
1739209740.393867;-38.13080360867914
1739209740.39387;-45.120503652039325
1739209740.393873;-38.13080360867914
1739209740.393876;-45.120503652039325
1739209740.393879;-45.120503652039325
1739209740.393882;-35.57807855764607
1739209740.3938851;-45.120503652039325
1739209740.393888;-33.981070128970906
1739209740.393891;-35.57807855764607
1739209740.3938942;-45.120503652039325
1739209740.393897;-45.120503652039325
1739209740.3939002;-45.120503652039325
1739209740.393903;-45.120503652039325
1739209740.393906;-45.120503652039325
1739209740.3939092;-45.120503652039325
1739209740.393912;-38.13080360867914
1739209740.3939152;-45.120503652039325
1739209740.393918;-45.120503652039325
1739209740.3939211;-38.13080360867914
1739209740.3939242;-38.13080360867914
1739209740.393927;-38.13080360867914
1739209740.3939302;-38.13080360867914
1739209740.393933;-35.57807855764607
1739209740.3939362;-45.120503652039325
1739209740.3939393;-45.120503652039325
1739209740.393942;-38.13080360867914
1739209740.3939452;-45.120503652039325
1739209740.393948;-45.120503652039325
1739209740.3939512;-45.120503652039325
1739209740.3939543;-38.13080360867914
1739209740.3939571;-38.13080360867914
1739209740.3939602;-45.120503652039325
1739209740.393963;-45.120503652039325
1739209740.3939662;-38.13080360867914
1739209740.3939693;-35.57807855764607
1739209740.3939722;-45.120503652039325
1739209740.3939753;-45.120503652039325
1739209740.393978;-33.981070128970906
1739209740.3939812;-33.981070128970906
1739209740.3939843;-33.981070128970906
1739209740.3939872;-45.120503652039325
1739209740.3939903;-38.13080360867914
1739209740.3939931;-45.120503652039325
1739209740.3939962;-38.13080360867914
1739209740.3939993;-45.120503652039325
1739209740.3940022;-45.120503652039325
1739209740.3940053;-35.57807855764607
1739209740.3940082;-38.13080360867914
1739209740.3940113;-45.120503652039325
1739209740.3940144;-33.981070128970906
1739209740.3940172;-33.981070128970906
1739209740.3940203;-35.57807855764607
1739209740.3940232;-45.120503652039325
1739209740.3940263;-38.13080360867914
1739209740.3940294;-38.13080360867914
1739209740.3940322;-33.981070128970906
1739209740.3940353;-45.120503652039325
1739209740.3940382;-38.13080360867914
1739209740.3940413;-45.120503652039325
1739209740.3940444;-38.13080360867914
1739209740.3940473;-38.13080360867914
1739209740.3940504;-45.120503652039325
1739209740.3940532;-45.120503652039325
1739209740.3940563;-33.981070128970906
1739209740.3940594;-45.120503652039325
1739209740.3940623;-45.120503652039325
1739209740.3940654;-38.13080360867914
1739209740.3940682;-38.13080360867914
1739209740.3940713;-45.120503652039325
1739209740.3940744;-45.120503652039325
1739209740.3940773;-45.120503652039325
1739209740.3940804;-38.13080360867914
1739209740.3940833;-35.57807855764607
1739209740.3940864;-45.120503652039325
1739209740.3940895;-45.120503652039325
1739209740.3940923;-38.13080360867914
1739209740.3940954;-38.13080360867914
1739209740.3940983;-45.120503652039325
1739209740.3941014;-45.120503652039325
1739209740.3941045;-45.120503652039325
1739209740.3941073;-45.120503652039325
1739209740.3941104;-45.120503652039325
1739209740.3941133;-45.120503652039325
1739209740.3941164;-33.981070128970906
1739209740.3941195;-32.816014438256545
1739209740.3941224;-45.120503652039325
1739209740.3941255;-45.120503652039325
1739209740.3941286;-28.992665084841942
1739209740.3941314;-35.57807855764607
1739209740.3941345;-45.120503652039325
1739209740.3941374;-45.120503652039325
1739209740.3941405;-38.13080360867914
1739209740.3941436;-38.13080360867914
1739209740.3941464;-38.13080360867914
1739209740.3941495;-45.120503652039325
1739209740.3941524;-33.981070128970906
1739209740.3941555;-45.120503652039325
1739209740.3941586;-38.13080360867914
1739209740.3941615;-38.13080360867914
1739209740.3941646;-38.13080360867914
1739209740.3941674;-38.13080360867914
1739209740.3941705;-38.13080360867914
1739209740.3941736;-35.57807855764607
1739209740.3941765;-30.49652367304973
1739209740.3941796;-38.13080360867914
1739209740.3941824;-45.120503652039325
1739209740.3941855;-38.13080360867914
1739209740.3941886;-45.120503652039325
1739209740.3941915;-45.120503652039325
1739209740.3941946;-45.120503652039325
1739209740.3941975;-38.13080360867914
1739209740.3942006;-30.49652367304976
1739209740.3942037;-45.120503652039325
1739209740.3942065;-38.13080360867914
1739209740.3942096;-38.13080360867914
1739209740.3942125;-35.57807855764607
1739209740.3942156;-45.120503652039325
1739209740.3942187;-45.120503652039325
1739209740.3942215;-38.13080360867914
1739209740.3942246;-30.49652367304973
1739209740.3942275;-38.13080360867914
1739209740.3942306;-38.13080360867914
1739209740.3942337;-35.57807855764607
1739209740.3942366;-35.57807855764607
1739209740.3942397;-38.13080360867914
1739209740.3942425;-38.13080360867914
1739209740.3942456;-35.57807855764607
1739209740.3942487;-45.120503652039325
1739209740.3942516;-45.120503652039325
1739209740.3942547;-38.13080360867914
1739209740.3942575;-38.13080360867914
1739209740.3942606;-38.13080360867914
1739209740.3942637;-45.120503652039325
1739209740.3942666;-45.120503652039325
1739209740.3942697;-38.13080360867914
1739209740.3942726;-45.120503652039325
1739209740.3942757;-45.120503652039325
1739209740.3942788;-38.13080360867914
1739209740.3942816;-38.13080360867914
1739209740.3942847;-45.120503652039325
1739209740.3942876;-45.120503652039325
1739209740.3942907;-38.13080360867914
1739209740.3942938;-38.13080360867914
1739209740.3942966;-31.141103565318893
1739209740.3942997;-30.49652367304973
1739209740.3943026;-45.120503652039325
1739209740.3943057;-45.120503652039325
1739209740.3943088;-35.57807855764607
1739209740.3943117;-32.816014438256545
1739209740.3943148;-45.120503652039325
1739209740.3943176;-38.13080360867914
1739209740.3943207;-45.120503652039325
1739209740.3943238;-45.120503652039325
1739209740.3943267;-38.13080360867914
1739209740.3943298;-45.120503652039325
1739209740.3943326;-38.13080360867914
1739209740.3943357;-38.13080360867914
1739209740.3943388;-38.13080360867914
1739209740.3943417;-45.120503652039325
1739209740.3943448;-32.816014438256545
1739209740.3943477;-31.141103565318893
1739209740.3943508;-45.120503652039325
1739209740.3943539;-45.120503652039325
1739209740.3943567;-45.120503652039325
1739209740.3943598;-45.120503652039325
1739209740.394363;-38.13080360867914
1739209740.3943658;-45.120503652039325
1739209740.394369;-45.120503652039325
1739209740.3943717;-45.120503652039325
1739209740.3943748;-38.13080360867914
1739209740.394378;-45.120503652039325
1739209740.3943808;-38.13080360867914
1739209740.394384;-35.57807855764607
1739209740.3943868;-45.120503652039325
1739209740.3943899;-35.57807855764607
1739209740.394393;-35.57807855764607
1739209740.3943958;-35.57807855764607
1739209740.394399;-33.981070128970906
1739209740.3944018;-45.120503652039325
1739209740.394405;-38.13080360867914
1739209740.394408;-38.13080360867914
1739209740.3944108;-45.120503652039325
1739209740.394414;-45.120503652039325
1739209740.3944168;-38.13080360867914
1739209740.39442;-35.57807855764607
1739209740.394423;-38.13080360867914
1739209740.3944259;-38.13080360867914
1739209740.394429;-38.13080360867914
1739209740.3944318;-38.13080360867914
1739209740.394435;-38.13080360867914
1739209740.394438;-35.57807855764607
1739209740.394441;-45.120503652039325
1739209740.394444;-45.120503652039325
1739209740.3944468;-35.57807855764607
1739209740.39445;-38.13080360867914
1739209740.394453;-38.13080360867914
1739209740.394456;-45.120503652039325
1739209740.394459;-35.57807855764607
1739209740.3944619;-35.57807855764607
1739209740.394465;-38.13080360867914
1739209740.394468;-38.13080360867914
1739209740.394471;-38.13080360867914
1739209740.394474;-35.57807855764607
1739209740.394477;-45.120503652039325
1739209740.39448;-45.120503652039325
1739209740.394483;-45.120503652039325
1739209740.394486;-38.13080360867914
1739209740.394489;-38.13080360867914
1739209740.394492;-45.120503652039325
1739209740.394495;-45.120503652039325
1739209740.394498;-38.13080360867914
1739209740.394501;-45.120503652039325
1739209740.394504;-35.57807855764607
1739209740.394507;-38.13080360867914
1739209740.39451;-38.13080360867914
1739209740.3945131;-45.120503652039325
1739209740.394516;-38.13080360867914
1739209740.394519;-38.13080360867914
1739209740.394522;-45.120503652039325
1739209740.394525;-45.120503652039325
1739209740.3945282;-45.120503652039325
1739209740.394531;-45.120503652039325
1739209740.394534;-38.13080360867914
1739209740.394537;-38.13080360867914
1739209740.39454;-35.57807855764607
1739209740.3945432;-33.981070128970906
1739209740.394546;-45.120503652039325
1739209740.3945491;-35.57807855764607
1739209740.394552;-32.816014438256545
1739209740.394555;-38.13080360867914
1739209740.3945582;-45.120503652039325
1739209740.394561;-38.13080360867914
1739209740.3945642;-38.13080360867914
1739209740.394567;-33.981070128970906
1739209740.39457;-45.120503652039325
1739209740.3945732;-38.13080360867914
1739209740.394576;-35.57807855764607
1739209740.3945792;-38.13080360867914
1739209740.394582;-45.120503652039325
1739209740.3945851;-38.13080360867914
1739209740.3945882;-35.57807855764607
1739209740.394591;-38.13080360867914
1739209740.3945942;-45.120503652039325
1739209740.3945973;-45.120503652039325
1739209740.3946002;-38.13080360867914
1739209740.3946033;-38.13080360867914
1739209740.394606;-45.120503652039325
1739209740.3946092;-38.13080360867914
1739209740.3946123;-38.13080360867914
1739209740.3946152;-38.13080360867914
1739209740.3946183;-45.120503652039325
1739209740.3946211;-45.120503652039325
1739209740.3946242;-38.13080360867914
1739209740.3946273;-38.13080360867914
1739209740.3946302;-38.13080360867914
1739209740.3946333;-35.57807855764607
1739209740.3946362;-38.13080360867914
1739209740.3946393;-38.13080360867914
1739209740.3946424;-45.120503652039325
1739209740.3946452;-45.120503652039325
1739209740.3946483;-45.120503652039325
1739209740.3946512;-45.120503652039325
1739209740.3946543;-38.13080360867914
1739209740.3946574;-38.13080360867914
1739209740.3946602;-38.13080360867914
1739209740.3946633;-28.992665084841942
1739209740.3946662;-38.13080360867914
1739209740.3946693;-38.13080360867914
1739209740.3946724;-38.13080360867914
1739209740.3946753;-38.13080360867914
1739209740.3946784;-45.120503652039325
1739209740.3946812;-45.120503652039325
1739209740.3946843;-45.120503652039325
1739209740.3946874;-32.816014438256545
1739209740.3946903;-38.13080360867914
1739209740.3946934;-38.13080360867914
1739209740.3946962;-45.120503652039325
1739209740.3946993;-45.120503652039325
1739209740.3947024;-30.49652367304973
1739209740.3947053;-38.13080360867914
1739209740.3947084;-45.120503652039325
1739209740.3947113;-27.267205301931607
1739209740.3947144;-31.141103565318893
1739209740.3947175;-45.120503652039325
1739209740.3947203;-45.120503652039325
1739209740.3947234;-31.141103565318915
1739209740.3947263;-32.816014438256545
1739209740.3947294;-38.13080360867914
1739209740.3947325;-45.120503652039325
1739209740.3947353;-38.13080360867914
1739209740.3947384;-33.981070128970906
1739209740.3947413;-38.13080360867914
1739209740.3947444;-45.120503652039325
1739209740.3947475;-45.120503652039325
1739209740.3947504;-38.13080360867914
1739209740.3947535;-45.120503652039325
1739209740.3947563;-45.120503652039325
1739209740.3947594;-38.13080360867914
1739209740.3947625;-35.57807855764607
1739209740.3947654;-38.13080360867914
1739209740.3947685;-35.57807855764607
1739209740.3947713;-45.120503652039325
1739209740.3947744;-38.13080360867914
1739209740.3947775;-38.13080360867914
1739209740.3947804;-45.120503652039325
1739209740.3947835;-31.141103565318915
1739209740.3947864;-38.13080360867914
1739209740.3947895;-45.120503652039325
1739209740.3947926;-45.120503652039325
1739209740.3947954;-45.120503652039325
1739209740.3947985;-45.120503652039325
1739209740.3948014;-38.13080360867914
1739209740.3948045;-35.57807855764607
1739209740.3948076;-33.981070128970956
1739209740.3948104;-45.120503652039325
1739209740.3948135;-38.13080360867914
1739209740.3948164;-38.13080360867914
1739209740.3948195;-38.13080360867914
1739209740.3948226;-35.57807855764607
1739209740.3948255;-38.13080360867914
1739209740.3948286;-38.13080360867914
1739209740.3948317;-32.816014438256545
1739209740.3948345;-38.13080360867914
1739209740.3948376;-35.57807855764607
1739209740.3948405;-32.816014438256545
1739209740.3948436;-45.120503652039325
1739209740.3948467;-45.120503652039325
1739209740.3948495;-38.13080360867914
1739209740.3948526;-35.57807855764607
1739209740.3948555;-38.13080360867914
1739209740.3948586;-45.120503652039325
1739209740.3948617;-45.120503652039325
1739209740.3948646;-38.13080360867914
1739209740.3948677;-38.13080360867914
1739209740.3948705;-45.120503652039325
1739209740.3948736;-38.13080360867914
1739209740.3948767;-35.57807855764607
1739209740.3948796;-45.120503652039325
1739209740.3948827;-45.120503652039325
1739209740.3948855;-38.13080360867914
1739209740.3948886;-45.120503652039325
1739209740.3948917;-45.120503652039325
1739209740.3948946;-38.13080360867914
1739209740.3948977;-33.981070128970906
1739209740.3949006;-45.120503652039325
1739209740.3949037;-32.816014438256545
1739209740.3949068;-33.981070128970906
1739209740.3949096;-45.120503652039325
1739209740.3949127;-38.13080360867914
1739209740.3949156;-35.57807855764607
1739209740.3949187;-38.13080360867914
1739209740.3949218;-45.120503652039325
1739209740.3949246;-45.120503652039325
1739209740.3949277;-45.120503652039325
1739209740.3949306;-45.120503652039325
1739209740.3949337;-38.13080360867914
1739209740.3949368;-38.13080360867914
1739209740.3949397;-45.120503652039325
1739209740.3949428;-38.13080360867914
1739209740.3949456;-45.120503652039325
1739209740.3949487;-45.120503652039325
1739209740.3949518;-38.13080360867914
1739209740.3949547;-38.13080360867914
1739209740.3949578;-45.120503652039325
1739209740.3949606;-45.120503652039325
1739209740.3949637;-38.13080360867914
1739209740.3949668;-45.120503652039325
1739209740.3949697;-45.120503652039325
1739209740.3949728;-45.120503652039325
1739209740.3949757;-38.13080360867914
1739209740.3949788;-38.13080360867914
1739209740.3949819;-38.13080360867914
1739209740.3949847;-45.120503652039325
1739209740.3949878;-38.13080360867914
1739209740.3949907;-32.816014438256545
1739209740.3949938;-38.13080360867914
1739209740.394997;-45.120503652039325
1739209740.3949997;-45.120503652039325
1739209740.3950028;-31.141103565318915
1739209740.3950057;-33.981070128970906
1739209740.3950088;-45.120503652039325
1739209740.395012;-45.120503652039325
1739209740.3950148;-38.13080360867914
1739209740.3950179;-33.981070128970906
1739209740.3950207;-45.120503652039325
1739209740.3950238;-45.120503652039325
1739209740.395027;-45.120503652039325
1739209740.3950298;-38.13080360867914
1739209740.395033;-45.120503652039325
1739209740.3950357;-45.120503652039325
1739209740.3950388;-38.13080360867914
1739209740.395042;-45.120503652039325
1739209740.3950448;-45.120503652039325
1739209740.395048;-45.120503652039325
1739209740.3950508;-38.13080360867914
1739209740.3950539;-33.981070128970906
1739209740.395057;-45.120503652039325
1739209740.3950598;-45.120503652039325
1739209740.395063;-45.120503652039325
1739209740.3950658;-33.981070128970906
1739209740.395069;-45.120503652039325
1739209740.395072;-45.120503652039325
1739209740.3950748;-38.13080360867914
1739209740.395078;-38.13080360867914
1739209740.395081;-38.13080360867914
1739209740.395084;-38.13080360867914
1739209740.395087;-38.13080360867914
1739209740.3950899;-38.13080360867914
1739209740.395093;-45.120503652039325
1739209740.395096;-45.120503652039325
1739209740.395099;-45.120503652039325
1739209740.395102;-38.13080360867914
1739209740.395105;-38.13080360867914
1739209740.395108;-38.13080360867914
1739209740.395111;-38.13080360867914
1739209740.395114;-38.13080360867914
1739209740.395117;-38.13080360867914
1739209740.39512;-38.13080360867914
1739209740.395123;-38.13080360867914
1739209740.395126;-45.120503652039325
1739209740.395129;-45.120503652039325
1739209740.395132;-45.120503652039325
1739209740.395135;-45.120503652039325
1739209740.395138;-38.13080360867914
1739209740.3951411;-45.120503652039325
1739209740.395144;-45.120503652039325
1739209740.395147;-38.13080360867914
1739209740.39515;-38.13080360867914
1739209740.395153;-45.120503652039325
1739209740.3951561;-45.120503652039325
1739209740.395159;-38.13080360867914
1739209740.395162;-35.57807855764607
1739209740.395165;-45.120503652039325
1739209740.395168;-45.120503652039325
1739209740.3951712;-33.981070128970906
1739209740.395174;-31.141103565318915
1739209740.3951771;-45.120503652039325
1739209740.39518;-38.13080360867914
1739209740.395183;-38.13080360867914
1739209740.3951862;-45.120503652039325
1739209740.395189;-38.13080360867914
1739209740.3951921;-45.120503652039325
1739209740.395195;-38.13080360867914
1739209740.395198;-28.992665084841942
1739209740.3952012;-45.120503652039325
1739209740.395204;-45.120503652039325
1739209740.3952072;-45.120503652039325
1739209740.39521;-45.120503652039325
1739209740.3952131;-45.120503652039325
1739209740.3952162;-38.13080360867914
1739209740.395219;-38.13080360867914
1739209740.3952222;-31.141103565318915
1739209740.395225;-45.120503652039325
1739209740.3952281;-45.120503652039325
1739209740.3952312;-45.120503652039325
1739209740.395234;-38.13080360867914
1739209740.3952372;-45.120503652039325
1739209740.39524;-45.120503652039325
1739209740.3952432;-45.120503652039325
1739209740.3952463;-33.981070128970906
1739209740.3952491;-38.13080360867914
1739209740.3952522;-45.120503652039325
1739209740.395255;-32.816014438256545
1739209740.3952582;-38.13080360867914
1739209740.3952613;-45.120503652039325
1739209740.3952641;-45.120503652039325
1739209740.3952672;-38.13080360867914
1739209740.39527;-38.13080360867914
1739209740.3952732;-45.120503652039325
1739209740.3952763;-45.120503652039325
1739209740.3952792;-45.120503652039325
1739209740.3952823;-38.13080360867914
1739209740.3952851;-45.120503652039325
1739209740.3952882;-45.120503652039325
1739209740.3952913;-45.120503652039325
1739209740.3952942;-45.120503652039325
1739209740.3952973;-45.120503652039325
1739209740.3953001;-38.13080360867914
1739209740.3953032;-38.13080360867914
1739209740.3953063;-38.13080360867914
1739209740.3953092;-35.57807855764607
1739209740.3953123;-45.120503652039325
1739209740.3953154;-45.120503652039325
1739209740.3953183;-27.267205301931607
1739209740.3953214;-35.57807855764607
1739209740.3953242;-38.13080360867914
1739209740.3953273;-38.13080360867914
1739209740.3953304;-38.13080360867914
1739209740.3953333;-45.120503652039325
1739209740.3953364;-45.120503652039325
1739209740.3953393;-38.13080360867914
1739209740.3953424;-33.981070128970956
1739209740.3953454;-45.120503652039325
1739209740.3953483;-38.13080360867914
1739209740.3953514;-45.120503652039325
1739209740.3953543;-38.13080360867914
1739209740.3953574;-38.13080360867914
1739209740.3953605;-38.13080360867914
1739209740.3953633;-38.13080360867914
1739209740.3953664;-33.981070128970906
1739209740.3953693;-35.57807855764607
1739209740.3953724;-45.120503652039325
1739209740.3953755;-45.120503652039325
1739209740.3953784;-45.120503652039325
1739209740.3953815;-45.120503652039325
1739209740.3953843;-45.120503652039325
1739209740.3953874;-45.120503652039325
1739209740.3953905;-38.13080360867914
1739209740.3953934;-38.13080360867914
1739209740.3953965;-38.13080360867914
1739209740.3953993;-45.120503652039325
1739209740.3954024;-38.13080360867914
1739209740.3954055;-45.120503652039325
1739209740.3954084;-38.13080360867914
1739209740.3954115;-35.57807855764607
1739209740.3954144;-45.120503652039325
1739209740.3954175;-45.120503652039325
1739209740.3954206;-45.120503652039325
1739209740.3954234;-45.120503652039325
1739209740.3954265;-38.13080360867914
1739209740.3954294;-35.57807855764607
1739209740.3954325;-38.13080360867914
1739209740.3954356;-38.13080360867914
1739209740.3954384;-35.57807855764607
1739209740.3954415;-38.13080360867914
1739209740.3954444;-38.13080360867914
1739209740.3954475;-38.13080360867914
1739209740.3954506;-38.13080360867914
1739209740.3954535;-45.120503652039325
1739209740.3954566;-38.13080360867914
1739209740.3954594;-35.57807855764607
1739209740.3954625;-45.120503652039325
1739209740.3954656;-45.120503652039325
1739209740.3954685;-45.120503652039325
1739209740.3954716;-35.57807855764607
1739209740.3954744;-45.120503652039325
1739209740.3954775;-45.120503652039325
1739209740.3954806;-45.120503652039325
1739209740.3954835;-38.13080360867914
1739209740.3954866;-38.13080360867914
1739209740.3954895;-45.120503652039325
1739209740.3954926;-45.120503652039325
1739209740.3954957;-38.13080360867914
1739209740.3954985;-45.120503652039325
1739209740.3955016;-45.120503652039325
1739209740.3955045;-45.120503652039325
1739209740.3955076;-38.13080360867914
1739209740.3955107;-38.13080360867914
1739209740.3955135;-45.120503652039325
1739209740.3955166;-45.120503652039325
1739209740.3955195;-45.120503652039325
1739209740.3955226;-38.13080360867914
1739209740.3955257;-38.13080360867914
1739209740.3955286;-38.13080360867914
1739209740.3955317;-38.13080360867914
1739209740.3955345;-45.120503652039325
1739209740.3955376;-33.981070128970906
1739209740.3955407;-38.13080360867914
1739209740.3955436;-38.13080360867914
1739209740.3955467;-38.13080360867914
1739209740.3955498;-45.120503652039325
1739209740.3955526;-38.13080360867914
1739209740.3955557;-45.120503652039325
1739209740.3955586;-45.120503652039325
1739209740.3955617;-38.13080360867914
1739209740.3955648;-38.13080360867914
1739209740.3955677;-45.120503652039325
1739209740.3955708;-35.57807855764607
1739209740.3955736;-38.13080360867914
1739209740.3955767;-45.120503652039325
1739209740.3955798;-38.13080360867914
1739209740.3955827;-45.120503652039325
1739209740.3955858;-38.13080360867914
