CAN Message; 0x39:06e1d58659a129bd
1739209740.3967648;-38.13080360867914
1739209740.3967671;-38.13080360867914
1739209740.3967695;-45.120503652039325
1739209740.396772;-45.120503652039325
1739209740.3967743;-45.120503652039325
1739209740.3967767;-38.13080360867914
1739209740.396779;-45.120503652039325
1739209740.3967814;-45.120503652039325
1739209740.3967838;-33.981070128970906
1739209740.3967862;-45.120503652039325
1739209740.3967886;-38.13080360867914
1739209740.396791;-45.120503652039325
1739209740.3967934;-45.120503652039325
1739209740.3967957;-45.120503652039325
1739209740.3967981;-45.120503652039325
1739209740.3968008;-38.13080360867914
1739209740.3968031;-38.13080360867914
1739209740.3968055;-31.141103565318915
1739209740.396808;-32.816014438256545
1739209740.3968103;-38.13080360867914
1739209740.3968127;-38.13080360867914
1739209740.396815;-31.141103565318915
1739209740.3968174;-45.120503652039325
1739209740.3968198;-45.120503652039325
1739209740.3968222;-38.13080360867914
1739209740.3968246;-32.816014438256545
1739209740.396827;-38.13080360867914
1739209740.3968294;-38.13080360867914
1739209740.3968318;-45.120503652039325
1739209740.3968341;-35.57807855764607
1739209740.3968365;-38.13080360867914
1739209740.396839;-45.120503652039325
1739209740.3968413;-45.120503652039325
1739209740.3968437;-45.120503652039325
1739209740.396846;-45.120503652039325
1739209740.3968484;-38.13080360867914
1739209740.3968508;-35.57807855764607
1739209740.3968532;-28.992665084841942
1739209740.3968556;-38.13080360867914
1739209740.396858;-38.13080360867914
1739209740.3968604;-38.13080360867914
1739209740.3968627;-38.13080360867914
1739209740.3968651;-45.120503652039325
1739209740.3968678;-45.120503652039325
1739209740.3968701;-38.13080360867914
1739209740.3968725;-45.120503652039325
1739209740.396875;-38.13080360867914
1739209740.3968773;-38.13080360867914
1739209740.3968797;-33.981070128970906
1739209740.396882;-38.13080360867914
1739209740.3968844;-38.13080360867914
1739209740.3968868;-38.13080360867914
1739209740.3968892;-45.120503652039325
1739209740.3968916;-45.120503652039325
1739209740.396894;-45.120503652039325
1739209740.3968964;-35.57807855764607
1739209740.3968987;-35.57807855764607
1739209740.3969011;-38.13080360867914
1739209740.3969035;-32.816014438256545
1739209740.396906;-33.981070128970906
1739209740.3969083;-38.13080360867914
1739209740.3969107;-28.992665084841942
1739209740.396913;-38.13080360867914
1739209740.3969154;-45.120503652039325
1739209740.3969178;-38.13080360867914
1739209740.3969202;-38.13080360867914
1739209740.3969226;-45.120503652039325
1739209740.396925;-33.981070128970906
1739209740.3969274;-32.816014438256545
1739209740.3969297;-31.141103565318943
1739209740.3969321;-45.120503652039325
1739209740.3969347;-33.981070128970906
1739209740.3969371;-45.120503652039325
1739209740.3969395;-45.120503652039325
1739209740.396942;-45.120503652039325
1739209740.3969443;-38.13080360867914
1739209740.3969467;-45.120503652039325
1739209740.396949;-30.49652367304973
1739209740.3969514;-35.57807855764607
1739209740.3969538;-45.120503652039325
1739209740.3969562;-45.120503652039325
1739209740.3969586;-45.120503652039325
1739209740.396961;-45.120503652039325
1739209740.3969634;-45.120503652039325
1739209740.3969657;-45.120503652039325
1739209740.3969681;-45.120503652039325
1739209740.3969705;-45.120503652039325
1739209740.396973;-35.57807855764607
1739209740.3969753;-38.13080360867914
1739209740.3969777;-35.57807855764607
1739209740.39698;-35.57807855764607
1739209740.3969824;-38.13080360867914
1739209740.3969848;-38.13080360867914
1739209740.3969872;-45.120503652039325
1739209740.3969896;-45.120503652039325
1739209740.396992;-45.120503652039325
1739209740.3969944;-45.120503652039325
1739209740.3969967;-45.120503652039325
1739209740.3969994;-31.141103565318915
1739209740.3970017;-38.13080360867914
1739209740.3970041;-45.120503652039325
1739209740.3970065;-30.49652367304973
1739209740.397009;-32.816014438256545
1739209740.3970113;-45.120503652039325
1739209740.3970137;-45.120503652039325
1739209740.397016;-38.13080360867914
1739209740.3970184;-45.120503652039325
1739209740.3970208;-45.120503652039325
1739209740.3970232;-45.120503652039325
1739209740.3970256;-45.120503652039325
1739209740.397028;-38.13080360867914
1739209740.3970304;-38.13080360867914
1739209740.3970327;-45.120503652039325
1739209740.3970351;-45.120503652039325
1739209740.3970375;-38.13080360867914
1739209740.39704;-45.120503652039325
1739209740.3970423;-45.120503652039325
1739209740.3970447;-38.13080360867914
1739209740.397047;-38.13080360867914
1739209740.3970494;-38.13080360867914
1739209740.3970518;-38.13080360867914
1739209740.3970542;-45.120503652039325
1739209740.3970566;-45.120503652039325
1739209740.397059;-45.120503652039325
1739209740.3970613;-45.120503652039325
1739209740.3970637;-45.120503652039325
1739209740.3970664;-45.120503652039325
1739209740.3970687;-32.816014438256545
1739209740.3970711;-32.816014438256545
1739209740.3970735;-38.13080360867914
1739209740.397076;-32.816014438256545
1739209740.3970783;-45.120503652039325
1739209740.3970807;-38.13080360867914
1739209740.397083;-45.120503652039325
1739209740.3970854;-38.13080360867914
1739209740.3970878;-35.57807855764607
1739209740.3970902;-38.13080360867914
1739209740.3970926;-45.120503652039325
1739209740.397095;-38.13080360867914
1739209740.3970973;-38.13080360867914
1739209740.3970997;-38.13080360867914
1739209740.397102;-35.57807855764607
1739209740.3971045;-38.13080360867914
1739209740.397107;-38.13080360867914
1739209740.3971093;-45.120503652039325
1739209740.3971117;-38.13080360867914
1739209740.397114;-35.57807855764607
1739209740.3971164;-45.120503652039325
1739209740.3971188;-35.57807855764607
1739209740.3971212;-38.13080360867914
1739209740.3971236;-38.13080360867914
1739209740.397126;-38.13080360867914
1739209740.3971283;-45.120503652039325
1739209740.3971307;-45.120503652039325
1739209740.3971334;-38.13080360867914
1739209740.3971357;-38.13080360867914
1739209740.397138;-45.120503652039325
1739209740.3971405;-38.13080360867914
1739209740.397143;-30.49652367304973
1739209740.3971453;-35.57807855764607
1739209740.3971477;-38.13080360867914
1739209740.39715;-38.13080360867914
1739209740.3971524;-38.13080360867914
1739209740.3971548;-45.120503652039325
1739209740.3971572;-45.120503652039325
1739209740.3971596;-33.981070128970906
1739209740.397162;-38.13080360867914
1739209740.3971643;-35.57807855764607
1739209740.3971667;-38.13080360867914
1739209740.397169;-38.13080360867914
1739209740.3971715;-33.981070128970906
1739209740.397174;-38.13080360867914
1739209740.3971763;-45.120503652039325
1739209740.3971786;-38.13080360867914
1739209740.397181;-35.57807855764607
1739209740.3971834;-38.13080360867914
1739209740.3971858;-45.120503652039325
1739209740.3971882;-45.120503652039325
1739209740.3971906;-45.120503652039325
1739209740.397193;-45.120503652039325
1739209740.3971953;-45.120503652039325
1739209740.397198;-38.13080360867914
1739209740.3972003;-38.13080360867914
1739209740.3972027;-38.13080360867914
1739209740.397205;-33.981070128970906
1739209740.3972075;-38.13080360867914
1739209740.39721;-38.13080360867914
1739209740.3972123;-35.57807855764607
1739209740.3972147;-38.13080360867914
1739209740.397217;-38.13080360867914
1739209740.3972194;-45.120503652039325
1739209740.3972218;-38.13080360867914
1739209740.3972242;-38.13080360867914
1739209740.3972266;-38.13080360867914
1739209740.397229;-38.13080360867914
1739209740.3972313;-38.13080360867914
1739209740.3972337;-38.13080360867914
1739209740.397236;-45.120503652039325
1739209740.3972385;-38.13080360867914
1739209740.3972409;-31.141103565318915
1739209740.3972433;-38.13080360867914
1739209740.3972456;-45.120503652039325
1739209740.397248;-45.120503652039325
1739209740.3972504;-45.120503652039325
1739209740.3972528;-38.13080360867914
1739209740.3972552;-38.13080360867914
1739209740.3972576;-45.120503652039325
1739209740.39726;-32.816014438256545
1739209740.3972623;-38.13080360867914
1739209740.397265;-38.13080360867914
1739209740.3972673;-38.13080360867914
1739209740.3972697;-45.120503652039325
1739209740.397272;-45.120503652039325
1739209740.3972745;-38.13080360867914
1739209740.3972769;-38.13080360867914
1739209740.3972793;-27.267205301931607
1739209740.3972816;-32.816014438256545
1739209740.397284;-45.120503652039325
1739209740.3972864;-38.13080360867914
1739209740.3972888;-33.981070128970906
1739209740.3972912;-38.13080360867914
1739209740.3972936;-45.120503652039325
1739209740.397296;-45.120503652039325
1739209740.3972983;-31.14110356531892
1739209740.3973007;-45.120503652039325
1739209740.397303;-45.120503652039325
1739209740.3973055;-45.120503652039325
1739209740.3973079;-38.13080360867914
1739209740.3973103;-38.13080360867914
1739209740.3973126;-38.13080360867914
1739209740.397315;-45.120503652039325
1739209740.3973174;-38.13080360867914
1739209740.3973198;-35.57807855764607
1739209740.3973222;-45.120503652039325
1739209740.3973246;-45.120503652039325
1739209740.397327;-45.120503652039325
1739209740.3973293;-45.120503652039325
1739209740.397332;-38.13080360867914
1739209740.3973343;-45.120503652039325
1739209740.3973367;-33.981070128970906
1739209740.397339;-35.57807855764607
1739209740.3973415;-45.120503652039325
1739209740.3973439;-45.120503652039325
1739209740.3973463;-33.981070128970906
1739209740.3973486;-38.13080360867914
1739209740.397351;-38.13080360867914
1739209740.3973534;-45.120503652039325
1739209740.3973558;-33.981070128970956
1739209740.3973582;-33.981070128970906
1739209740.3973606;-38.13080360867914
1739209740.397363;-45.120503652039325
1739209740.3973653;-38.13080360867914
1739209740.3973677;-35.57807855764607
1739209740.39737;-45.120503652039325
1739209740.3973725;-45.120503652039325
1739209740.3973749;-28.58837851428586
1739209740.3973773;-35.57807855764607
1739209740.3973796;-45.120503652039325
1739209740.397382;-38.13080360867914
1739209740.3973844;-32.816014438256545
1739209740.3973868;-35.57807855764607
1739209740.3973892;-45.120503652039325
1739209740.3973916;-38.13080360867914
1739209740.397394;-38.13080360867914
1739209740.3973966;-38.13080360867914
1739209740.397399;-38.13080360867914
1739209740.3974013;-45.120503652039325
1739209740.3974037;-45.120503652039325
1739209740.397406;-33.981070128970906
1739209740.3974085;-45.120503652039325
1739209740.3974109;-45.120503652039325
1739209740.3974133;-28.58837851428586
1739209740.3974156;-32.816014438256545
1739209740.397418;-45.120503652039325
1739209740.3974204;-38.13080360867914
1739209740.3974228;-32.816014438256545
1739209740.3974252;-45.120503652039325
1739209740.3974276;-38.13080360867914
1739209740.39743;-35.57807855764607
1739209740.3974323;-45.120503652039325
1739209740.3974347;-38.13080360867914
1739209740.397437;-33.981070128970906
1739209740.3974395;-45.120503652039325
1739209740.3974419;-45.120503652039325
1739209740.3974442;-45.120503652039325
1739209740.3974466;-38.13080360867914
1739209740.397449;-38.13080360867914
1739209740.3974514;-35.57807855764607
1739209740.3974538;-35.57807855764607
1739209740.3974562;-35.57807855764607
1739209740.3974586;-35.57807855764607
1739209740.397461;-45.120503652039325
1739209740.3974636;-38.13080360867914
1739209740.397466;-38.13080360867914
1739209740.3974683;-45.120503652039325
1739209740.3974707;-45.120503652039325
1739209740.397473;-45.120503652039325
1739209740.3974755;-38.13080360867914
1739209740.3974779;-45.120503652039325
1739209740.3974802;-45.120503652039325
1739209740.3974826;-38.13080360867914
1739209740.397485;-38.13080360867914
1739209740.3974874;-38.13080360867914
1739209740.3974898;-45.120503652039325
1739209740.3974922;-45.120503652039325
1739209740.3974946;-38.13080360867914
1739209740.397497;-38.13080360867914
1739209740.3974993;-38.13080360867914
1739209740.3975017;-45.120503652039325
1739209740.397504;-32.816014438256545
1739209740.3975065;-45.120503652039325
1739209740.3975089;-38.13080360867914
1739209740.3975112;-38.13080360867914
1739209740.3975136;-38.13080360867914
1739209740.397516;-38.13080360867914
1739209740.3975184;-38.13080360867914
1739209740.3975208;-38.13080360867914
1739209740.3975232;-38.13080360867914
1739209740.3975255;-32.816014438256545
1739209740.397528;-45.120503652039325
1739209740.3975306;-45.120503652039325
1739209740.397533;-35.57807855764607
1739209740.3975353;-38.13080360867914
1739209740.3975377;-45.120503652039325
1739209740.39754;-45.120503652039325
1739209740.3975425;-33.981070128970906
1739209740.3975449;-38.13080360867914
1739209740.3975472;-38.13080360867914
1739209740.3975496;-32.816014438256545
1739209740.397552;-38.13080360867914
1739209740.3975544;-33.981070128970906
1739209740.3975568;-45.120503652039325
1739209740.3975592;-38.13080360867914
1739209740.3975616;-38.13080360867914
1739209740.397564;-45.120503652039325
1739209740.3975663;-38.13080360867914
1739209740.3975687;-38.13080360867914
1739209740.397571;-38.13080360867914
1739209740.3975735;-45.120503652039325
1739209740.3975759;-38.13080360867914
1739209740.3975782;-38.13080360867914
1739209740.3975806;-38.13080360867914
1739209740.397583;-45.120503652039325
1739209740.3975854;-45.120503652039325
1739209740.3975878;-31.141103565318915
1739209740.3975902;-45.120503652039325
1739209740.3975925;-45.120503652039325
1739209740.397595;-35.57807855764607
1739209740.3975976;-38.13080360867914
1739209740.3976;-38.13080360867914
1739209740.3976023;-38.13080360867914
1739209740.3976047;-33.981070128970906
1739209740.397607;-38.13080360867914
1739209740.3976095;-45.120503652039325
1739209740.3976119;-45.120503652039325
1739209740.3976142;-35.57807855764607
1739209740.3976166;-38.13080360867914
1739209740.397619;-38.13080360867914
1739209740.3976214;-35.57807855764607
1739209740.3976238;-31.141103565318915
1739209740.3976262;-38.13080360867914
1739209740.3976285;-38.13080360867914
1739209740.397631;-45.120503652039325
1739209740.3976333;-45.120503652039325
1739209740.3976357;-45.120503652039325
1739209740.397638;-38.13080360867914
1739209740.3976405;-38.13080360867914
1739209740.3976429;-38.13080360867914
1739209740.3976452;-38.13080360867914
1739209740.3976476;-31.141103565318915
1739209740.39765;-38.13080360867914
1739209740.3976524;-45.120503652039325
1739209740.3976548;-38.13080360867914
1739209740.3976572;-38.13080360867914
1739209740.3976595;-45.120503652039325
1739209740.3976622;-38.13080360867914
1739209740.3976645;-45.120503652039325
1739209740.397667;-38.13080360867914
1739209740.3976693;-38.13080360867914
1739209740.3976717;-33.981070128970906
1739209740.397674;-45.120503652039325
1739209740.3976765;-45.120503652039325
1739209740.3976789;-45.120503652039325
1739209740.3976812;-45.120503652039325
1739209740.3976836;-45.120503652039325
1739209740.397686;-33.981070128970906
1739209740.3976884;-38.13080360867914
1739209740.3976908;-45.120503652039325
1739209740.3976932;-45.120503652039325
1739209740.3976955;-33.981070128970906
1739209740.397698;-45.120503652039325
1739209740.3977003;-45.120503652039325
1739209740.3977027;-45.120503652039325
1739209740.397705;-45.120503652039325
1739209740.3977075;-38.13080360867914
1739209740.3977098;-38.13080360867914
1739209740.3977122;-45.120503652039325
1739209740.3977146;-38.13080360867914
1739209740.397717;-38.13080360867914
1739209740.3977194;-45.120503652039325
1739209740.3977218;-38.13080360867914
1739209740.3977242;-38.13080360867914
1739209740.3977265;-45.120503652039325
1739209740.3977292;-45.120503652039325
1739209740.3977315;-38.13080360867914
1739209740.397734;-33.981070128970906
1739209740.3977363;-38.13080360867914
1739209740.3977387;-35.57807855764607
1739209740.397741;-35.57807855764607
1739209740.3977435;-35.57807855764607
1739209740.3977458;-45.120503652039325
1739209740.3977482;-45.120503652039325
1739209740.3977506;-45.120503652039325
1739209740.397753;-38.13080360867914
1739209740.3977554;-33.981070128970906
1739209740.3977578;-38.13080360867914
1739209740.3977602;-45.120503652039325
1739209740.3977625;-45.120503652039325
1739209740.397765;-38.13080360867914
1739209740.3977673;-45.120503652039325
1739209740.3977697;-35.57807855764607
1739209740.397772;-38.13080360867914
1739209740.3977745;-45.120503652039325
1739209740.3977768;-38.13080360867914
1739209740.3977792;-35.57807855764607
1739209740.3977816;-31.141103565318915
1739209740.397784;-38.13080360867914
1739209740.3977864;-38.13080360867914
1739209740.3977888;-38.13080360867914
1739209740.3977911;-38.13080360867914
1739209740.3977935;-38.13080360867914
1739209740.3977962;-33.981070128970906
1739209740.3977985;-33.981070128970906
1739209740.397801;-33.981070128970956
1739209740.3978033;-45.120503652039325
1739209740.3978057;-35.57807855764607
1739209740.397808;-32.816014438256545
1739209740.3978105;-45.120503652039325
1739209740.3978128;-45.120503652039325
1739209740.3978152;-38.13080360867914
1739209740.3978176;-45.120503652039325
1739209740.39782;-30.49652367304973
1739209740.3978224;-32.816014438256545
1739209740.3978248;-45.120503652039325
1739209740.3978271;-45.120503652039325
1739209740.3978295;-35.57807855764607
1739209740.397832;-45.120503652039325
1739209740.3978343;-45.120503652039325
1739209740.3978367;-38.13080360867914
1739209740.397839;-38.13080360867914
1739209740.3978415;-45.120503652039325
1739209740.3978438;-32.816014438256545
1739209740.3978462;-45.120503652039325
1739209740.3978486;-45.120503652039325
1739209740.397851;-45.120503652039325
1739209740.3978534;-38.13080360867914
1739209740.3978558;-38.13080360867914
1739209740.3978581;-35.57807855764607
1739209740.3978608;-35.57807855764607
1739209740.3978631;-45.120503652039325
1739209740.3978655;-45.120503652039325
1739209740.397868;-45.120503652039325
1739209740.3978703;-45.120503652039325
1739209740.3978727;-38.13080360867914
1739209740.397875;-45.120503652039325
1739209740.3978775;-31.141103565318893
1739209740.3978798;-29.438486411369333
1739209740.3978822;-45.120503652039325
1739209740.3978846;-45.120503652039325
1739209740.397887;-38.13080360867914
1739209740.3978894;-38.13080360867914
1739209740.3978918;-45.120503652039325
1739209740.3978941;-38.13080360867914
1739209740.3978965;-38.13080360867914
1739209740.397899;-38.13080360867914
1739209740.3979013;-35.57807855764607
1739209740.3979037;-45.120503652039325
1739209740.397906;-38.13080360867914
1739209740.3979084;-45.120503652039325
1739209740.3979108;-38.13080360867914
1739209740.3979132;-45.120503652039325
1739209740.3979156;-35.57807855764607
1739209740.397918;-31.141103565318893
1739209740.3979204;-38.13080360867914
1739209740.3979228;-35.57807855764607
1739209740.3979251;-38.13080360867914
1739209740.3979278;-45.120503652039325
1739209740.3979301;-38.13080360867914
1739209740.3979325;-35.57807855764607
1739209740.397935;-45.120503652039325
1739209740.3979373;-38.13080360867914
1739209740.3979397;-33.981070128970906
1739209740.397942;-45.120503652039325
1739209740.3979445;-35.57807855764607
1739209740.3979468;-35.57807855764607
1739209740.3979492;-38.13080360867914
1739209740.3979516;-38.13080360867914
1739209740.397954;-45.120503652039325
1739209740.3979564;-45.120503652039325
1739209740.3979588;-38.13080360867914
1739209740.3979611;-35.57807855764607
1739209740.3979635;-45.120503652039325
1739209740.397966;-45.120503652039325
1739209740.3979683;-38.13080360867914
1739209740.3979707;-45.120503652039325
1739209740.397973;-35.57807855764607
1739209740.3979754;-30.49652367304973
1739209740.3979778;-45.120503652039325
1739209740.3979802;-38.13080360867914
1739209740.3979826;-38.13080360867914
1739209740.397985;-38.13080360867914
1739209740.3979874;-38.13080360867914
1739209740.3979897;-38.13080360867914
1739209740.3979921;-38.13080360867914
1739209740.3979948;-45.120503652039325
1739209740.3979971;-38.13080360867914
1739209740.3979995;-45.120503652039325
1739209740.398002;-38.13080360867914
1739209740.3980043;-33.981070128970906
1739209740.3980067;-38.13080360867914
1739209740.398009;-38.13080360867914
1739209740.3980114;-38.13080360867914
1739209740.3980138;-38.13080360867914
1739209740.3980162;-38.13080360867914
1739209740.3980186;-38.13080360867914
1739209740.398021;-38.13080360867914
1739209740.3980234;-38.13080360867914
1739209740.3980258;-45.120503652039325
1739209740.3980281;-32.816014438256545
1739209740.3980305;-38.13080360867914
1739209740.398033;-45.120503652039325
1739209740.3980353;-38.13080360867914
1739209740.3980377;-45.120503652039325
1739209740.39804;-45.120503652039325
1739209740.3980424;-45.120503652039325
1739209740.3980448;-35.57807855764607
1739209740.3980472;-38.13080360867914
1739209740.3980496;-35.57807855764607
1739209740.398052;-35.57807855764607
1739209740.3980544;-38.13080360867914
1739209740.3980567;-38.13080360867914
1739209740.3980594;-45.120503652039325
1739209740.3980618;-45.120503652039325
1739209740.3980641;-45.120503652039325
1739209740.3980665;-45.120503652039325
1739209740.398069;-45.120503652039325
1739209740.3980713;-38.13080360867914
1739209740.3980737;-38.13080360867914
1739209740.398076;-33.981070128970906
1739209740.3980784;-45.120503652039325
1739209740.3980808;-38.13080360867914
1739209740.3980832;-35.57807855764607
1739209740.3980856;-35.57807855764607
1739209740.398088;-45.120503652039325
1739209740.3980904;-45.120503652039325
1739209740.3980927;-38.13080360867914
1739209740.3980951;-38.13080360867914
1739209740.3980975;-38.13080360867914
1739209740.3981;-45.120503652039325
1739209740.3981023;-45.120503652039325
1739209740.3981047;-33.981070128970906
1739209740.398107;-45.120503652039325
1739209740.3981094;-45.120503652039325
1739209740.3981118;-33.981070128970906
1739209740.3981142;-38.13080360867914
1739209740.3981166;-45.120503652039325
1739209740.398119;-38.13080360867914
1739209740.3981214;-35.57807855764607
1739209740.3981237;-38.13080360867914
1739209740.3981264;-35.57807855764607
1739209740.3981287;-45.120503652039325
1739209740.3981311;-45.120503652039325
1739209740.3981335;-45.120503652039325
1739209740.398136;-45.120503652039325
1739209740.3981383;-38.13080360867914
1739209740.3981407;-45.120503652039325
1739209740.398143;-38.13080360867914
1739209740.3981454;-45.120503652039325
1739209740.3981478;-38.13080360867914
1739209740.3981502;-28.992665084841942
1739209740.3981526;-35.57807855764607
1739209740.398155;-38.13080360867914
1739209740.3981574;-38.13080360867914
1739209740.3981597;-32.816014438256545
1739209740.3981621;-38.13080360867914
1739209740.3981645;-45.120503652039325
1739209740.398167;-38.13080360867914
1739209740.3981693;-38.13080360867914
1739209740.3981717;-38.13080360867914
1739209740.398174;-38.13080360867914
1739209740.3981764;-45.120503652039325
1739209740.3981788;-45.120503652039325
1739209740.3981812;-38.13080360867914
1739209740.3981836;-45.120503652039325
1739209740.398186;-45.120503652039325
1739209740.3981884;-45.120503652039325
1739209740.3981907;-38.13080360867914
1739209740.3981934;-38.13080360867914
1739209740.3981957;-35.57807855764607
1739209740.3981981;-33.981070128970906
1739209740.3982005;-38.13080360867914
1739209740.398203;-45.120503652039325
1739209740.3982053;-45.120503652039325
1739209740.3982077;-38.13080360867914
1739209740.39821;-45.120503652039325
1739209740.3982124;-38.13080360867914
1739209740.3982148;-38.13080360867914
1739209740.3982172;-45.120503652039325
1739209740.3982196;-38.13080360867914
1739209740.398222;-35.57807855764607
1739209740.3982244;-38.13080360867914
1739209740.3982267;-45.120503652039325
1739209740.3982291;-38.13080360867914
1739209740.3982315;-45.120503652039325
1739209740.398234;-45.120503652039325
1739209740.3982363;-45.120503652039325
1739209740.3982387;-45.120503652039325
1739209740.398241;-33.981070128970906
1739209740.3982434;-45.120503652039325
1739209740.3982458;-25.62660358559016
1739209740.3982482;-30.49652367304973
1739209740.3982506;-45.120503652039325
1739209740.398253;-45.120503652039325
1739209740.3982553;-38.13080360867914
1739209740.398258;-45.120503652039325
1739209740.3982604;-38.13080360867914
1739209740.3982627;-45.120503652039325
1739209740.3982651;-33.981070128970956
1739209740.3982675;-38.13080360867914
1739209740.39827;-35.57807855764607
1739209740.3982723;-45.120503652039325
1739209740.3982747;-45.120503652039325
1739209740.398277;-38.13080360867914
1739209740.3982794;-38.13080360867914
1739209740.3982818;-45.120503652039325
1739209740.3982842;-30.49652367304973
1739209740.3982866;-31.141103565318893
1739209740.398289;-45.120503652039325
1739209740.3982913;-45.120503652039325
1739209740.3982937;-38.13080360867914
1739209740.398296;-38.13080360867914
1739209740.3982985;-45.120503652039325
1739209740.398301;-45.120503652039325
1739209740.3983033;-45.120503652039325
1739209740.3983057;-45.120503652039325
1739209740.398308;-45.120503652039325
1739209740.3983104;-45.120503652039325
1739209740.3983128;-45.120503652039325
1739209740.3983152;-45.120503652039325
1739209740.3983176;-38.13080360867914
1739209740.39832;-38.13080360867914
1739209740.3983223;-38.13080360867914
1739209740.398325;-45.120503652039325
1739209740.3983274;-45.120503652039325
1739209740.3983297;-45.120503652039325
1739209740.398332;-45.120503652039325
1739209740.3983345;-38.13080360867914
1739209740.398337;-38.13080360867914
1739209740.3983393;-45.120503652039325
1739209740.3983417;-31.141103565318893
1739209740.398344;-28.21854285175415
1739209740.3983464;-45.120503652039325
1739209740.3983488;-38.13080360867914
1739209740.3983512;-33.981070128970906
1739209740.3983536;-32.816014438256545
1739209740.398356;-45.120503652039325
1739209740.3983583;-45.120503652039325
1739209740.3983607;-45.120503652039325
1739209740.398363;-45.120503652039325
1739209740.3983655;-38.13080360867914
1739209740.398368;-45.120503652039325
1739209740.3983703;-38.13080360867914
1739209740.3983727;-45.120503652039325
1739209740.398375;-45.120503652039325
1739209740.3983774;-45.120503652039325
1739209740.3983798;-35.57807855764607
1739209740.3983822;-30.49652367304973
1739209740.3983846;-45.120503652039325
1739209740.398387;-45.120503652039325
1739209740.3983893;-45.120503652039325
1739209740.398392;-45.120503652039325
1739209740.3983943;-45.120503652039325
1739209740.3983967;-45.120503652039325
1739209740.398399;-45.120503652039325
1739209740.3984015;-45.120503652039325
1739209740.398404;-38.13080360867914
1739209740.3984063;-38.13080360867914
1739209740.3984087;-45.120503652039325
1739209740.398411;-32.816014438256545
1739209740.3984134;-45.120503652039325
1739209740.3984158;-45.120503652039325
1739209740.3984182;-38.13080360867914
1739209740.3984206;-45.120503652039325
1739209740.398423;-38.13080360867914
1739209740.3984253;-38.13080360867914
1739209740.3984277;-45.120503652039325
1739209740.39843;-45.120503652039325
1739209740.3984325;-45.120503652039325
1739209740.3984349;-38.13080360867914
1739209740.3984373;-38.13080360867914
1739209740.3984396;-38.13080360867914
1739209740.398442;-38.13080360867914
1739209740.3984444;-45.120503652039325
1739209740.3984468;-45.120503652039325
1739209740.3984492;-38.13080360867914
1739209740.3984516;-38.13080360867914
1739209740.398454;-35.57807855764607
1739209740.3984566;-38.13080360867914
1739209740.398459;-45.120503652039325
1739209740.3984613;-45.120503652039325
1739209740.3984637;-45.120503652039325
1739209740.398466;-45.120503652039325
1739209740.3984685;-45.120503652039325
1739209740.3984709;-45.120503652039325
1739209740.3984733;-38.13080360867914
1739209740.3984756;-38.13080360867914
1739209740.398478;-38.13080360867914
1739209740.3984804;-33.981070128970906
1739209740.3984828;-35.57807855764607
1739209740.3984852;-45.120503652039325
1739209740.3984876;-32.816014438256545
1739209740.39849;-38.13080360867914
1739209740.3984923;-45.120503652039325
1739209740.3984947;-45.120503652039325
1739209740.398497;-45.120503652039325
1739209740.3984995;-45.120503652039325
1739209740.3985019;-38.13080360867914
1739209740.3985043;-38.13080360867914
1739209740.3985066;-38.13080360867914
1739209740.398509;-38.13080360867914
1739209740.3985114;-45.120503652039325
1739209740.3985138;-45.120503652039325
1739209740.3985162;-35.57807855764607
1739209740.3985186;-38.13080360867914
1739209740.398521;-45.120503652039325
1739209740.3985236;-45.120503652039325
1739209740.398526;-35.57807855764607
1739209740.3985283;-38.13080360867914
1739209740.3985307;-38.13080360867914
1739209740.398533;-38.13080360867914
1739209740.3985355;-45.120503652039325
1739209740.3985379;-45.120503652039325
1739209740.3985403;-45.120503652039325
1739209740.3985426;-38.13080360867914
1739209740.398545;-45.120503652039325
1739209740.3985474;-38.13080360867914
1739209740.3985498;-38.13080360867914
1739209740.3985522;-33.981070128970906
1739209740.3985546;-35.57807855764607
1739209740.398557;-38.13080360867914
1739209740.3985593;-45.120503652039325
1739209740.3985617;-45.120503652039325
1739209740.398564;-38.13080360867914
1739209740.3985665;-33.981070128970906
1739209740.3985689;-45.120503652039325
1739209740.3985713;-38.13080360867914
1739209740.3985736;-45.120503652039325
1739209740.398576;-35.57807855764607
1739209740.3985784;-35.57807855764607
1739209740.3985808;-38.13080360867914
1739209740.3985832;-35.57807855764607
1739209740.3985856;-45.120503652039325
1739209740.398588;-38.13080360867914
1739209740.3985906;-38.13080360867914
1739209740.398593;-45.120503652039325
1739209740.3985953;-45.120503652039325
1739209740.3985977;-45.120503652039325
1739209740.3986;-38.13080360867914
1739209740.3986025;-38.13080360867914
1739209740.3986049;-45.120503652039325
1739209740.3986073;-45.120503652039325
1739209740.3986096;-33.981070128970906
1739209740.398612;-45.120503652039325
1739209740.3986144;-45.120503652039325
1739209740.3986168;-45.120503652039325
1739209740.3986192;-35.57807855764607
1739209740.3986216;-35.57807855764607
1739209740.398624;-38.13080360867914
1739209740.3986263;-35.57807855764607
1739209740.3986287;-35.57807855764607
1739209740.398631;-35.57807855764607
1739209740.3986335;-45.120503652039325
1739209740.3986359;-45.120503652039325
1739209740.3986382;-38.13080360867914
1739209740.3986406;-45.120503652039325
1739209740.398643;-45.120503652039325
1739209740.3986454;-45.120503652039325
