CAN Message; 0x1bb:000091f537e75ad9
1739209605.153748;-45.120503652039325
1739209605.1537485;-35.57807855764607
1739209605.153749;-38.13080360867914
1739209605.1537492;-45.120503652039325
1739209605.1537497;-45.120503652039325
1739209605.1537502;-38.13080360867914
1739209605.1537507;-38.13080360867914
1739209605.1537511;-38.13080360867914
1739209605.1537516;-45.120503652039325
1739209605.153752;-45.120503652039325
1739209605.1537523;-45.120503652039325
1739209605.1537528;-45.120503652039325
1739209605.1537533;-45.120503652039325
1739209605.1537538;-45.120503652039325
1739209605.1537542;-45.120503652039325
1739209605.1537547;-45.120503652039325
1739209605.153755;-45.120503652039325
1739209605.1537554;-45.120503652039325
1739209605.153756;-45.120503652039325
1739209605.1537564;-38.13080360867914
1739209605.1537569;-45.120503652039325
1739209605.1537573;-45.120503652039325
1739209605.1537578;-38.13080360867914
1739209605.153758;-38.13080360867914
1739209605.1537585;-45.120503652039325
1739209605.153759;-45.120503652039325
1739209605.1537595;-45.120503652039325
1739209605.15376;-38.13080360867914
1739209605.1537604;-45.120503652039325
1739209605.153761;-45.120503652039325
1739209605.1537611;-45.120503652039325
1739209605.1537616;-35.57807855764607
1739209605.153762;-38.13080360867914
1739209605.1537626;-38.13080360867914
1739209605.153763;-38.13080360867914
1739209605.1537635;-33.981070128970906
1739209605.1537638;-32.816014438256545
1739209605.1537642;-45.120503652039325
1739209605.1537647;-45.120503652039325
1739209605.1537652;-38.13080360867914
1739209605.1537657;-38.13080360867914
1739209605.1537662;-45.120503652039325
1739209605.1537666;-38.13080360867914
1739209605.1537669;-38.13080360867914
1739209605.1537673;-45.120503652039325
1739209605.1537678;-45.120503652039325
1739209605.1537683;-38.13080360867914
1739209605.1537688;-45.120503652039325
1739209605.1537693;-45.120503652039325
1739209605.1537697;-45.120503652039325
1739209605.15377;-45.120503652039325
1739209605.1537704;-35.57807855764607
1739209605.153771;-35.57807855764607
1739209605.1537714;-45.120503652039325
1739209605.1537719;-45.120503652039325
1739209605.1537724;-33.981070128970906
1739209605.1537726;-32.816014438256545
1739209605.153773;-38.13080360867914
1739209605.1537735;-45.120503652039325
1739209605.153774;-35.57807855764607
1739209605.1537745;-33.981070128970906
1739209605.153775;-38.13080360867914
1739209605.1537755;-38.13080360867914
1739209605.1537757;-45.120503652039325
1739209605.1537762;-38.13080360867914
1739209605.1537766;-38.13080360867914
1739209605.1537771;-38.13080360867914
1739209605.1537776;-38.13080360867914
1739209605.153778;-38.13080360867914
1739209605.1537786;-45.120503652039325
1739209605.1537788;-45.120503652039325
1739209605.1537793;-38.13080360867914
1739209605.1537797;-38.13080360867914
1739209605.1537802;-45.120503652039325
1739209605.1537807;-45.120503652039325
1739209605.1537812;-35.57807855764607
1739209605.1537814;-27.8777449560314
1739209605.153782;-45.120503652039325
1739209605.1537824;-45.120503652039325
1739209605.1537828;-45.120503652039325
1739209605.1537833;-31.141103565318915
1739209605.1537838;-38.13080360867914
1739209605.1537843;-45.120503652039325
1739209605.1537845;-45.120503652039325
1739209605.153785;-38.13080360867914
1739209605.1537855;-45.120503652039325
1739209605.153786;-45.120503652039325
1739209605.1537864;-38.13080360867914
1739209605.153787;-45.120503652039325
1739209605.1537874;-35.57807855764607
1739209605.1537876;-38.13080360867914
1739209605.153788;-45.120503652039325
1739209605.1537886;-32.816014438256545
1739209605.153789;-38.13080360867914
1739209605.1537895;-45.120503652039325
1739209605.15379;-38.13080360867914
1739209605.1537905;-38.13080360867914
1739209605.1537907;-38.13080360867914
1739209605.1537912;-45.120503652039325
1739209605.1537917;-38.13080360867914
1739209605.1537921;-45.120503652039325
1739209605.1537926;-45.120503652039325
1739209605.153793;-35.57807855764607
1739209605.1537933;-38.13080360867914
1739209605.1537938;-38.13080360867914
1739209605.1537943;-38.13080360867914
1739209605.1537948;-38.13080360867914
1739209605.1537952;-38.13080360867914
1739209605.1537957;-38.13080360867914
1739209605.1537962;-45.120503652039325
1739209605.1537964;-45.120503652039325
1739209605.153797;-45.120503652039325
1739209605.1537974;-45.120503652039325
1739209605.1537979;-45.120503652039325
1739209605.1537983;-45.120503652039325
1739209605.1537988;-33.981070128970906
1739209605.1537993;-31.141103565318915
1739209605.1537995;-33.981070128970906
1739209605.1538;-38.13080360867914
1739209605.1538005;-38.13080360867914
1739209605.153801;-38.13080360867914
1739209605.1538014;-38.13080360867914
1739209605.153802;-45.120503652039325
1739209605.1538022;-35.57807855764607
1739209605.1538026;-38.13080360867914
1739209605.153803;-38.13080360867914
1739209605.1437912;-32.816014438256545
1739209605.1438007;-25.826314394896354
1739209605.1438105;-38.13080360867914
1739209605.1438203;-45.120503652039325
1739209605.1438298;-35.57807855764607
1739209605.1438396;-35.57807855764607
1739209605.1438494;-45.120503652039325
1739209605.143859;-38.13080360867914
1739209605.1438687;-38.13080360867914
1739209605.1438785;-45.120503652039325
1739209605.143888;-38.13080360867914
1739209605.1438978;-35.57807855764607
1739209605.1439075;-38.13080360867914
1739209605.143917;-33.981070128970906
1739209605.1439269;-38.13080360867914
1739209605.1439366;-38.13080360867914
1739209605.1439462;-45.120503652039325
1739209605.143956;-45.120503652039325
1739209605.1439657;-45.120503652039325
1739209605.1439753;-45.120503652039325
1739209605.143985;-45.120503652039325
1739209605.1439948;-45.120503652039325
1739209605.1440043;-35.57807855764607
1739209605.1440141;-38.13080360867914
1739209605.144024;-38.13080360867914
1739209605.1440334;-38.13080360867914
1739209605.1440432;-38.13080360867914
1739209605.144053;-45.120503652039325
1739209605.1440625;-38.13080360867914
1739209605.1440723;-38.13080360867914
1739209605.144082;-38.13080360867914
1739209605.1440916;-45.120503652039325
1739209605.1441014;-45.120503652039325
1739209605.1441112;-45.120503652039325
1739209605.1441207;-38.13080360867914
1739209605.1441305;-32.816014438256545
1739209605.1441402;-45.120503652039325
1739209605.1441498;-45.120503652039325
1739209605.1441596;-35.57807855764607
1739209605.1441693;-35.57807855764607
1739209605.1441789;-45.120503652039325
1739209605.1441886;-45.120503652039325
1739209605.1441984;-38.13080360867914
1739209605.144208;-38.13080360867914
1739209605.1442177;-38.13080360867914
1739209605.1442275;-35.57807855764607
1739209605.144237;-38.13080360867914
1739209605.1442468;-38.13080360867914
1739209605.1442566;-38.13080360867914
1739209605.1442661;-45.120503652039325
1739209605.144276;-38.13080360867914
1739209605.1442857;-35.57807855764607
1739209605.1442952;-38.13080360867914
1739209605.144305;-38.13080360867914
1739209605.1443148;-38.13080360867914
1739209605.1443243;-38.13080360867914
1739209605.144334;-45.120503652039325
1739209605.1443439;-45.120503652039325
1739209605.1443534;-38.13080360867914
1739209605.1443632;-35.57807855764607
1739209605.144373;-45.120503652039325
1739209605.1443825;-45.120503652039325
1739209605.1443923;-38.13080360867914
1739209605.144402;-35.57807855764607
1739209605.1444116;-38.13080360867914
1739209605.1444213;-45.120503652039325
1739209605.1444309;-33.981070128970906
1739209605.1444407;-38.13080360867914
1739209605.1444504;-38.13080360867914
1739209605.14446;-45.120503652039325
1739209605.1444697;-33.981070128970906
1739209605.1444795;-38.13080360867914
1739209605.144489;-38.13080360867914
1739209605.1444988;-45.120503652039325
1739209605.1445086;-33.981070128970906
1739209605.1445181;-38.13080360867914
1739209605.144528;-38.13080360867914
1739209605.1445377;-45.120503652039325
1739209605.1445472;-35.57807855764607
1739209605.144557;-35.57807855764607
1739209605.1445668;-38.13080360867914
1739209605.1445763;-38.13080360867914
1739209605.144586;-38.13080360867914
1739209605.1445959;-32.816014438256545
1739209605.1446054;-38.13080360867914
1739209605.1446152;-38.13080360867914
1739209605.144625;-33.981070128970906
1739209605.1446345;-45.120503652039325
1739209605.1446443;-38.13080360867914
1739209605.144654;-38.13080360867914
1739209605.1446636;-33.981070128970906
1739209605.1446733;-45.120503652039325
1739209605.1446831;-45.120503652039325
1739209605.1446927;-45.120503652039325
1739209605.1447024;-38.13080360867914
1739209605.1447122;-45.120503652039325
1739209605.1447217;-45.120503652039325
1739209605.1447315;-38.13080360867914
1739209605.1447413;-30.49652367304973
1739209605.1447508;-35.57807855764607
1739209605.1447606;-45.120503652039325
1739209605.1447704;-45.120503652039325
1739209605.14478;-38.13080360867914
1739209605.1447897;-45.120503652039325
1739209605.1447995;-45.120503652039325
1739209605.144809;-35.57807855764607
1739209605.1448188;-31.141103565318915
1739209605.1448286;-45.120503652039325
1739209605.144838;-45.120503652039325
1739209605.1448479;-38.13080360867914
1739209605.1448576;-38.13080360867914
1739209605.1448672;-45.120503652039325
1739209605.144877;-38.13080360867914
1739209605.1448867;-45.120503652039325
1739209605.1448963;-45.120503652039325
1739209605.144906;-45.120503652039325
1739209605.1449158;-35.57807855764607
1739209605.1449254;-45.120503652039325
1739209605.1449351;-38.13080360867914
1739209605.144945;-35.57807855764607
1739209605.1449544;-38.13080360867914
1739209605.1449642;-38.13080360867914
1739209605.144974;-38.13080360867914
1739209605.1449835;-45.120503652039325
1739209605.1449933;-38.13080360867914
1739209605.145003;-45.120503652039325
1739209605.1450126;-45.120503652039325
1739209605.1450224;-45.120503652039325
1739209605.1450322;-38.13080360867914
1739209605.1450417;-35.57807855764607
1739209605.1450515;-30.49652367304973
1739209605.1450613;-38.13080360867914
1739209605.1450708;-38.13080360867914
1739209605.1450806;-35.57807855764607
1739209605.1450903;-35.57807855764607
1739209605.1450999;-38.13080360867914
1739209605.1451097;-45.120503652039325
1739209605.1451194;-38.13080360867914
1739209605.145129;-38.13080360867914
1739209605.1451387;-45.120503652039325
1739209605.1451485;-33.981070128970906
1739209605.145158;-35.57807855764607
1739209605.1451678;-45.120503652039325
1739209605.1451776;-45.120503652039325
1739209605.1451871;-33.981070128970906
1739209605.145197;-45.120503652039325
1739209605.1452067;-30.49652367304973
1739209605.1452162;-31.141103565318915
1739209605.145226;-38.13080360867914
1739209605.1452358;-38.13080360867914
1739209605.1452453;-33.981070128970906
1739209605.145255;-38.13080360867914
1739209605.1452649;-45.120503652039325
1739209605.1452744;-38.13080360867914
1739209605.1452842;-45.120503652039325
1739209605.145294;-38.13080360867914
1739209605.1453035;-32.816014438256545
1739209605.1453133;-38.13080360867914
1739209605.145323;-45.120503652039325
1739209605.1453326;-38.13080360867914
1739209605.1453424;-38.13080360867914
1739209605.1453521;-45.120503652039325
1739209605.1453617;-31.141103565318893
1739209605.1453714;-30.49652367304973
1739209605.1453812;-45.120503652039325
1739209605.1453907;-38.13080360867914
1739209605.1454005;-32.816014438256545
1739209605.1454103;-45.120503652039325
1739209605.1454198;-38.13080360867914
1739209605.1454296;-35.57807855764607
1739209605.1454394;-45.120503652039325
1739209605.145449;-45.120503652039325
1739209605.1454587;-38.13080360867914
1739209605.1454685;-45.120503652039325
1739209605.145478;-35.57807855764607
1739209605.1454878;-35.57807855764607
1739209605.1454976;-45.120503652039325
1739209605.145507;-45.120503652039325
1739209605.1455169;-45.120503652039325
1739209605.1455266;-45.120503652039325
1739209605.1455362;-35.57807855764607
1739209605.145546;-35.57807855764607
1739209605.1455557;-45.120503652039325
1739209605.1455653;-38.13080360867914
1739209605.145575;-45.120503652039325
1739209605.1455848;-38.13080360867914
1739209605.1455944;-35.57807855764607
1739209605.1456041;-38.13080360867914
1739209605.145614;-38.13080360867914
1739209605.1456234;-35.57807855764607
1739209605.1456332;-38.13080360867914
1739209605.1456428;-45.120503652039325
1739209605.1456525;-45.120503652039325
1739209605.1456623;-45.120503652039325
1739209605.1456718;-45.120503652039325
1739209605.1456816;-38.13080360867914
1739209605.1456914;-38.13080360867914
1739209605.145701;-45.120503652039325
1739209605.1457107;-45.120503652039325
1739209605.1457205;-33.981070128970906
1739209605.14573;-45.120503652039325
1739209605.1457398;-45.120503652039325
1739209605.1457496;-38.13080360867914
1739209605.145759;-38.13080360867914
1739209605.145769;-38.13080360867914
1739209605.1457787;-35.57807855764607
1739209605.1457882;-45.120503652039325
1739209605.145798;-45.120503652039325
1739209605.1458077;-38.13080360867914
1739209605.1458173;-45.120503652039325
1739209605.145827;-38.13080360867914
1739209605.1458368;-32.816014438256545
1739209605.1458464;-38.13080360867914
1739209605.1458561;-38.13080360867914
1739209605.145866;-38.13080360867914
1739209605.1458755;-32.816014438256545
1739209605.1458852;-38.13080360867914
1739209605.145895;-38.13080360867914
1739209605.1459045;-45.120503652039325
1739209605.1459143;-33.981070128970906
1739209605.145924;-31.141103565318915
1739209605.1459336;-45.120503652039325
1739209605.1459434;-45.120503652039325
1739209605.1459532;-45.120503652039325
1739209605.1459627;-38.13080360867914
1739209605.1459725;-45.120503652039325
1739209605.1459823;-45.120503652039325
1739209605.1459918;-38.13080360867914
1739209605.1460016;-38.13080360867914
1739209605.1460114;-45.120503652039325
1739209605.146021;-45.120503652039325
1739209605.1460307;-45.120503652039325
1739209605.1460404;-45.120503652039325
1739209605.14605;-45.120503652039325
1739209605.1460598;-38.13080360867914
1739209605.1460695;-38.13080360867914
1739209605.146079;-38.13080360867914
1739209605.1460888;-45.120503652039325
1739209605.1460986;-33.981070128970906
1739209605.1461082;-33.981070128970906
1739209605.146118;-38.13080360867914
1739209605.1461277;-45.120503652039325
1739209605.1461372;-33.981070128970906
1739209605.146147;-33.981070128970906
1739209605.1461568;-31.141103565318915
1739209605.1461663;-38.13080360867914
1739209605.146176;-38.13080360867914
1739209605.1461859;-38.13080360867914
1739209605.1461954;-38.13080360867914
1739209605.1462052;-38.13080360867914
1739209605.146215;-45.120503652039325
1739209605.1462245;-33.981070128970906
1739209605.1462343;-30.49652367304973
1739209605.146244;-45.120503652039325
1739209605.1462536;-45.120503652039325
1739209605.1462634;-45.120503652039325
1739209605.1462731;-45.120503652039325
1739209605.1462827;-45.120503652039325
1739209605.1462924;-38.13080360867914
1739209605.1463022;-33.981070128970906
1739209605.1463118;-29.438486411369347
1739209605.1463215;-45.120503652039325
1739209605.1463313;-38.13080360867914
1739209605.1463408;-33.981070128970906
1739209605.1463506;-38.13080360867914
1739209605.1463604;-45.120503652039325
1739209605.14637;-38.13080360867914
1739209605.1463797;-38.13080360867914
1739209605.1463895;-38.13080360867914
1739209605.146399;-45.120503652039325
1739209605.1464088;-45.120503652039325
1739209605.1464186;-45.120503652039325
1739209605.146428;-38.13080360867914
1739209605.146438;-38.13080360867914
1739209605.1464477;-45.120503652039325
1739209605.1464572;-38.13080360867914
1739209605.146467;-31.141103565318915
1739209605.1464767;-45.120503652039325
1739209605.1464863;-38.13080360867914
1739209605.146496;-33.981070128970906
1739209605.1465058;-45.120503652039325
1739209605.1465154;-45.120503652039325
1739209605.1465251;-38.13080360867914
1739209605.146535;-33.981070128970906
1739209605.1465445;-33.981070128970906
1739209605.1465542;-45.120503652039325
1739209605.146564;-45.120503652039325
1739209605.1465735;-38.13080360867914
1739209605.1465833;-35.57807855764607
1739209605.146593;-38.13080360867914
1739209605.1466026;-33.981070128970906
1739209605.1466124;-38.13080360867914
1739209605.1466222;-38.13080360867914
1739209605.1466317;-38.13080360867914
1739209605.1466415;-38.13080360867914
1739209605.1466513;-45.120503652039325
1739209605.1466608;-38.13080360867914
1739209605.1466706;-45.120503652039325
1739209605.1466804;-45.120503652039325
1739209605.14669;-45.120503652039325
1739209605.1466997;-33.981070128970906
1739209605.1467094;-38.13080360867914
1739209605.146719;-38.13080360867914
1739209605.1467288;-38.13080360867914
1739209605.1467385;-38.13080360867914
1739209605.146748;-38.13080360867914
1739209605.1467578;-38.13080360867914
1739209605.1467676;-38.13080360867914
1739209605.1467772;-33.981070128970906
1739209605.146787;-35.57807855764607
1739209605.1467967;-38.13080360867914
1739209605.1468062;-45.120503652039325
1739209605.146816;-45.120503652039325
1739209605.1468258;-38.13080360867914
1739209605.1468353;-33.981070128970906
1739209605.146845;-45.120503652039325
1739209605.1468549;-45.120503652039325
1739209605.1468644;-45.120503652039325
1739209605.1468742;-45.120503652039325
1739209605.146884;-45.120503652039325
1739209605.1468935;-45.120503652039325
1739209605.1469033;-38.13080360867914
1739209605.1469128;-38.13080360867914
1739209605.1469226;-45.120503652039325
1739209605.1469324;-45.120503652039325
1739209605.146942;-45.120503652039325
1739209605.1469517;-38.13080360867914
1739209605.1469615;-45.120503652039325
1739209605.146971;-38.13080360867914
1739209605.1469808;-38.13080360867914
1739209605.1469905;-38.13080360867914
1739209605.147;-45.120503652039325
1739209605.1470098;-38.13080360867914
1739209605.1470196;-32.816014438256545
1739209605.1470292;-45.120503652039325
1739209605.147039;-45.120503652039325
1739209605.1470487;-38.13080360867914
1739209605.1470582;-32.816014438256545
1739209605.147068;-38.13080360867914
1739209605.1470778;-45.120503652039325
1739209605.1470873;-38.13080360867914
1739209605.147097;-35.57807855764607
1739209605.147107;-38.13080360867914
1739209605.1471164;-38.13080360867914
1739209605.1471262;-45.120503652039325
1739209605.147136;-45.120503652039325
1739209605.1471455;-45.120503652039325
1739209605.1471553;-45.120503652039325
1739209605.147165;-38.13080360867914
1739209605.1471746;-45.120503652039325
1739209605.1471844;-45.120503652039325
1739209605.1471941;-45.120503652039325
1739209605.1472037;-32.816014438256545
1739209605.1472135;-35.57807855764607
1739209605.1472232;-45.120503652039325
1739209605.1472328;-45.120503652039325
1739209605.1472425;-38.13080360867914
1739209605.1472523;-29.438486411369333
1739209605.1472619;-45.120503652039325
1739209605.1472716;-45.120503652039325
1739209605.1472814;-45.120503652039325
1739209605.147291;-38.13080360867914
1739209605.1473007;-38.13080360867914
1739209605.1473105;-45.120503652039325
1739209605.14732;-45.120503652039325
1739209605.1473298;-38.13080360867914
1739209605.1473396;-45.120503652039325
1739209605.147349;-45.120503652039325
1739209605.147359;-38.13080360867914
1739209605.1473687;-38.13080360867914
1739209605.1473782;-45.120503652039325
1739209605.147388;-38.13080360867914
1739209605.1473978;-35.57807855764607
1739209605.1474073;-27.8777449560314
1739209605.147417;-45.120503652039325
1739209605.1474268;-45.120503652039325
1739209605.1474364;-45.120503652039325
1739209605.1474462;-35.57807855764607
1739209605.147456;-38.13080360867914
1739209605.1474655;-38.13080360867914
1739209605.1474752;-38.13080360867914
1739209605.147485;-45.120503652039325
1739209605.1474946;-38.13080360867914
1739209605.1475043;-38.13080360867914
1739209605.147514;-45.120503652039325
1739209605.1475236;-45.120503652039325
1739209605.1475334;-45.120503652039325
1739209605.1475432;-33.981070128970906
1739209605.1475527;-38.13080360867914
1739209605.1475625;-33.981070128970956
1739209605.1475723;-45.120503652039325
1739209605.1475818;-38.13080360867914
1739209605.1475916;-38.13080360867914
1739209605.1476014;-45.120503652039325
1739209605.147611;-45.120503652039325
1739209605.1476207;-38.13080360867914
1739209605.1476305;-45.120503652039325
1739209605.14764;-28.992665084841942
1739209605.1476498;-32.816014438256545
1739209605.1476595;-35.57807855764607
1739209605.147669;-38.13080360867914
1739209605.1476789;-38.13080360867914
1739209605.1476886;-38.13080360867914
1739209605.1476982;-38.13080360867914
1739209605.147708;-38.13080360867914
1739209605.1477177;-38.13080360867914
1739209605.1477273;-38.13080360867914
1739209605.147737;-38.13080360867914
1739209605.1477468;-45.120503652039325
1739209605.1477563;-45.120503652039325
1739209605.147766;-45.120503652039325
1739209605.147776;-45.120503652039325
1739209605.1477854;-38.13080360867914
1739209605.1477952;-45.120503652039325
1739209605.147805;-38.13080360867914
1739209605.1478145;-38.13080360867914
1739209605.1478243;-38.13080360867914
1739209605.147834;-45.120503652039325
1739209605.1478436;-38.13080360867914
1739209605.1478534;-35.57807855764607
1739209605.1478631;-45.120503652039325
1739209605.1478727;-45.120503652039325
1739209605.1478825;-33.981070128970906
1739209605.1478922;-35.57807855764607
1739209605.1479018;-38.13080360867914
1739209605.1479115;-38.13080360867914
1739209605.1479213;-33.981070128970906
1739209605.1479309;-45.120503652039325
1739209605.1538036;-45.120503652039325
1739209605.153804;-45.120503652039325
1739209605.1538045;-45.120503652039325
1739209605.153805;-45.120503652039325
1739209605.1538053;-45.120503652039325
1739209605.1538057;-45.120503652039325
1739209605.1538062;-38.13080360867914
1739209605.1538067;-38.13080360867914
1739209605.1538072;-45.120503652039325
1739209605.1538076;-38.13080360867914
1739209605.153808;-45.120503652039325
1739209605.1538084;-45.120503652039325
1739209605.1538088;-38.13080360867914
1739209605.1538093;-38.13080360867914
1739209605.1538098;-33.981070128970906
1739209605.1538103;-38.13080360867914
1739209605.1538107;-38.13080360867914
1739209605.153811;-45.120503652039325
1739209605.1538115;-45.120503652039325
1739209605.153812;-33.981070128970906
1739209605.1538124;-45.120503652039325
1739209605.153813;-38.13080360867914
1739209605.1538134;-33.981070128970906
1739209605.1538138;-38.13080360867914
1739209605.153814;-45.120503652039325
1739209605.1538146;-45.120503652039325
1739209605.153815;-38.13080360867914
1739209605.1538155;-45.120503652039325
1739209605.153816;-45.120503652039325
1739209605.1538165;-38.13080360867914
1739209605.153817;-33.981070128970906
1739209605.1538172;-38.13080360867914
1739209605.1538177;-38.13080360867914
1739209605.1538181;-45.120503652039325
1739209605.1538186;-38.13080360867914
1739209605.153819;-38.13080360867914
1739209605.1538196;-45.120503652039325
1739209605.1538198;-35.57807855764607
1739209605.1538203;-38.13080360867914
1739209605.1538208;-45.120503652039325
1739209605.1538212;-45.120503652039325
1739209605.1538217;-38.13080360867914
1739209605.1538222;-38.13080360867914
1739209605.1538227;-38.13080360867914
1739209605.153823;-38.13080360867914
1739209605.1538234;-38.13080360867914
1739209605.1538239;-38.13080360867914
1739209605.1538243;-38.13080360867914
1739209605.1538248;-45.120503652039325
1739209605.1538253;-45.120503652039325
1739209605.1538258;-38.13080360867914
1739209605.153826;-45.120503652039325
1739209605.1538265;-45.120503652039325
1739209605.153827;-45.120503652039325
1739209605.1538274;-45.120503652039325
1739209605.153828;-38.13080360867914
1739209605.1538284;-38.13080360867914
1739209605.1538289;-38.13080360867914
1739209605.153829;-45.120503652039325
1739209605.1538296;-38.13080360867914
1739209605.15383;-35.57807855764607
1739209605.1538305;-45.120503652039325
1739209605.153831;-45.120503652039325
1739209605.1538315;-38.13080360867914
1739209605.1538317;-45.120503652039325
1739209605.1538322;-31.141103565318915
1739209605.1538327;-35.57807855764607
1739209605.1538332;-45.120503652039325
1739209605.1538336;-38.13080360867914
1739209605.153834;-35.57807855764607
1739209605.1538346;-38.13080360867914
1739209605.1538348;-45.120503652039325
1739209605.1538353;-45.120503652039325
1739209605.1538358;-45.120503652039325
1739209605.1538363;-45.120503652039325
1739209605.1538367;-33.981070128970906
1739209605.1538372;-45.120503652039325
1739209605.1538377;-38.13080360867914
1739209605.153838;-45.120503652039325
1739209605.1538384;-31.141103565318915
1739209605.1538389;-32.816014438256545
1739209605.1538393;-45.120503652039325
1739209605.1538398;-45.120503652039325
1739209605.1538403;-45.120503652039325
1739209605.1538405;-45.120503652039325
1739209605.153841;-45.120503652039325
1739209605.1538415;-35.57807855764607
1739209605.153842;-38.13080360867914
1739209605.1538424;-45.120503652039325
1739209605.153843;-32.816014438256545
1739209605.1538434;-38.13080360867914
1739209605.1538436;-45.120503652039325
1739209605.153844;-45.120503652039325
1739209605.1538446;-35.57807855764607
1739209605.153845;-45.120503652039325
1739209605.1538455;-32.816014438256545
1739209605.153846;-35.57807855764607
1739209605.1538465;-38.13080360867914
1739209605.1538467;-35.57807855764607
1739209605.1538472;-45.120503652039325
1739209605.1538477;-45.120503652039325
1739209605.1538482;-33.981070128970906
1739209605.1538486;-38.13080360867914
1739209605.1538491;-35.57807855764607
1739209605.1538494;-32.816014438256545
1739209605.1538498;-45.120503652039325
1739209605.1538503;-45.120503652039325
1739209605.1538508;-45.120503652039325
1739209605.1538513;-45.120503652039325
1739209605.1538517;-45.120503652039325
1739209605.1538522;-38.13080360867914
1739209605.1538525;-45.120503652039325
1739209605.153853;-45.120503652039325
1739209605.1538534;-32.816014438256545
1739209605.153854;-38.13080360867914
1739209605.1538544;-45.120503652039325
1739209605.1538548;-45.120503652039325
1739209605.1538553;-45.120503652039325
1739209605.1538556;-45.120503652039325
1739209605.153856;-35.57807855764607
1739209605.1538565;-32.816014438256545
1739209605.153857;-38.13080360867914
1739209605.1538575;-38.13080360867914
1739209605.153858;-45.120503652039325
1739209605.1538582;-45.120503652039325
1739209605.1538587;-38.13080360867914
1739209605.1538591;-45.120503652039325
1739209605.1538596;-45.120503652039325
1739209605.15386;-45.120503652039325
1739209605.1538606;-45.120503652039325
1739209605.153861;-45.120503652039325
1739209605.1538613;-38.13080360867914
1739209605.1538618;-38.13080360867914
1739209605.1538622;-38.13080360867914
1739209605.1538627;-35.57807855764607
1739209605.1538632;-45.120503652039325
1739209605.1538637;-45.120503652039325
1739209605.1538641;-38.13080360867914
1739209605.1538644;-45.120503652039325
1739209605.1538649;-45.120503652039325
1739209605.1538653;-38.13080360867914
1739209605.1538658;-38.13080360867914
1739209605.1538663;-38.13080360867914
