CAN Message; 0x77:6e220a453cf30f5e
1739209713.8568306;-38.13080360867914
1739209713.8568351;-38.13080360867914
1739209713.8568397;-32.81601443825658
1739209713.8568442;-45.120503652039325
1739209713.8568485;-38.13080360867914
1739209713.856853;-38.13080360867914
1739209713.8568575;-38.13080360867914
1739209713.856862;-45.120503652039325
1739209713.8568666;-45.120503652039325
1739209713.8568711;-45.120503652039325
1739209713.8568757;-32.816014438256545
1739209713.85688;-32.816014438256545
1739209713.8568845;-45.120503652039325
1739209713.856889;-45.120503652039325
1739209713.8568935;-38.13080360867914
1739209713.856898;-38.13080360867914
1739209713.8569026;-38.13080360867914
1739209713.8569071;-45.120503652039325
1739209713.8569117;-45.120503652039325
1739209713.856916;-38.13080360867914
1739209713.8569205;-45.120503652039325
1739209713.856925;-45.120503652039325
1739209713.8569295;-38.13080360867914
1739209713.856934;-38.13080360867914
1739209713.8569386;-45.120503652039325
1739209713.8569431;-45.120503652039325
1739209713.8569474;-45.120503652039325
1739209713.856952;-38.13080360867914
1739209713.8569565;-35.57807855764607
1739209713.856961;-38.13080360867914
1739209713.8569655;-45.120503652039325
1739209713.85697;-35.57807855764607
1739209713.8569746;-45.120503652039325
1739209713.8569791;-45.120503652039325
1739209713.8569834;-33.981070128970906
1739209713.856988;-35.57807855764607
1739209713.8569925;-38.13080360867914
1739209713.856997;-45.120503652039325
1739209713.8570015;-38.13080360867914
1739209713.857006;-45.120503652039325
1739209713.8570106;-38.13080360867914
1739209713.857015;-38.13080360867914
1739209713.8570194;-45.120503652039325
1739209713.857024;-33.981070128970906
1739209713.8570285;-38.13080360867914
1739209713.857033;-38.13080360867914
1739209713.8570375;-38.13080360867914
1739209713.857042;-38.13080360867914
1739209713.8570466;-38.13080360867914
1739209713.857051;-38.13080360867914
1739209713.8570554;-38.13080360867914
1739209713.85706;-35.57807855764607
1739209713.8570645;-45.120503652039325
1739209713.857069;-45.120503652039325
1739209713.8570735;-45.120503652039325
1739209713.857078;-31.141103565318915
1739209713.8570824;-33.981070128970906
1739209713.857087;-38.13080360867914
1739209713.8570914;-38.13080360867914
1739209713.857096;-38.13080360867914
1739209713.8571005;-45.120503652039325
1739209713.857105;-38.13080360867914
1739209713.8571095;-35.57807855764607
1739209713.857114;-38.13080360867914
1739209713.8571184;-38.13080360867914
1739209713.857123;-38.13080360867914
1739209713.8571274;-45.120503652039325
1739209713.857132;-38.13080360867914
1739209713.8571365;-45.120503652039325
1739209713.857141;-38.13080360867914
1739209713.8571455;-38.13080360867914
1739209713.8571498;-38.13080360867914
1739209713.8571544;-35.57807855764607
1739209713.857159;-35.57807855764607
1739209713.8571634;-38.13080360867914
1739209713.857168;-45.120503652039325
1739209713.8571725;-45.120503652039325
1739209713.857177;-45.120503652039325
1739209713.8571815;-45.120503652039325
1739209713.8571858;-38.13080360867914
1739209713.8571904;-33.981070128970906
1739209713.857195;-32.816014438256545
1739209713.8571994;-38.13080360867914
1739209713.857204;-45.120503652039325
1739209713.8572085;-45.120503652039325
1739209713.857213;-45.120503652039325
1739209713.8572173;-45.120503652039325
1739209713.8572218;-35.57807855764607
1739209713.8572264;-38.13080360867914
1739209713.857231;-35.57807855764607
1739209713.8572354;-45.120503652039325
1739209713.85724;-31.141103565318915
1739209713.8572445;-35.57807855764607
1739209713.857249;-35.57807855764607
1739209713.8572533;-38.13080360867914
1739209713.8572578;-45.120503652039325
1739209713.8572624;-35.57807855764607
1739209713.857267;-45.120503652039325
1739209713.8572714;-45.120503652039325
1739209713.857276;-30.49652367304976
1739209713.8572805;-38.13080360867914
1739209713.8572848;-38.13080360867914
1739209713.8572893;-38.13080360867914
1739209713.8572938;-38.13080360867914
1739209713.8572984;-45.120503652039325
1739209713.857303;-45.120503652039325
1739209713.8573074;-38.13080360867914
1739209713.857312;-31.141103565318915
1739209713.8573165;-33.981070128970906
1739209713.8573208;-45.120503652039325
1739209713.8573253;-45.120503652039325
1739209713.8573298;-38.13080360867914
1739209713.8573344;-38.13080360867914
1739209713.857339;-45.120503652039325
1739209713.8573434;-38.13080360867914
1739209713.857348;-45.120503652039325
1739209713.8573523;-38.13080360867914
1739209713.8573568;-45.120503652039325
1739209713.8573613;-45.120503652039325
1739209713.8573658;-45.120503652039325
1739209713.8573704;-38.13080360867914
1739209713.857375;-38.13080360867914
1739209713.8573794;-45.120503652039325
1739209713.857384;-38.13080360867914
1739209713.8573883;-38.13080360867914
1739209713.8573928;-45.120503652039325
1739209713.8573973;-45.120503652039325
1739209713.8574018;-45.120503652039325
1739209713.8574064;-45.120503652039325
1739209713.857411;-45.120503652039325
1739209713.8574154;-38.13080360867914
1739209713.8574197;-31.141103565318915
1739209713.8574243;-32.816014438256545
1739209713.8574288;-45.120503652039325
1739209713.8574333;-38.13080360867914
1739209713.8574378;-32.816014438256545
1739209713.8574424;-38.13080360867914
1739209713.857447;-45.120503652039325
1739209713.8574514;-38.13080360867914
1739209713.8574557;-45.120503652039325
1739209713.8574603;-45.120503652039325
1739209713.8574648;-33.981070128970906
1739209713.8574693;-35.57807855764607
1739209713.8574739;-38.13080360867914
1739209713.8574784;-33.981070128970906
1739209713.857483;-38.13080360867914
1739209713.8574872;-33.981070128970906
1739209713.8574917;-38.13080360867914
1739209713.8574963;-45.120503652039325
1739209713.8575008;-45.120503652039325
1739209713.8575053;-38.13080360867914
1739209713.8575099;-33.981070128970906
1739209713.8575144;-45.120503652039325
1739209713.8575187;-45.120503652039325
1739209713.8575232;-45.120503652039325
1739209713.8575277;-45.120503652039325
1739209713.8575323;-38.13080360867914
1739209713.8575368;-38.13080360867914
1739209713.8575413;-45.120503652039325
1739209713.8575459;-45.120503652039325
1739209713.8575504;-35.57807855764607
1739209713.8575547;-38.13080360867914
1739209713.8575592;-38.13080360867914
1739209713.8575637;-38.13080360867914
1739209713.8575683;-45.120503652039325
1739209713.8575728;-45.120503652039325
1739209713.8575773;-38.13080360867914
1739209713.8575819;-38.13080360867914
1739209713.8575861;-38.13080360867914
1739209713.8575907;-38.13080360867914
1739209713.8575952;-45.120503652039325
1739209713.8575997;-45.120503652039325
1739209713.8576043;-45.120503652039325
1739209713.8576088;-45.120503652039325
1739209713.8576133;-38.13080360867914
1739209713.8576179;-38.13080360867914
1739209713.8576221;-38.13080360867914
1739209713.8576267;-45.120503652039325
1739209713.8576312;-45.120503652039325
1739209713.8576357;-45.120503652039325
1739209713.8576403;-35.57807855764607
1739209713.8576448;-32.816014438256545
1739209713.8576493;-38.13080360867914
1739209713.8576536;-45.120503652039325
1739209713.8576581;-38.13080360867914
1739209713.8576627;-33.981070128970906
1739209713.8576672;-38.13080360867914
1739209713.8576717;-35.57807855764607
1739209713.8576763;-45.120503652039325
1739209713.8576808;-38.13080360867914
1739209713.8576853;-38.13080360867914
1739209713.8576896;-38.13080360867914
1739209713.8576941;-45.120503652039325
1739209713.8576987;-45.120503652039325
1739209713.8577032;-45.120503652039325
1739209713.8577077;-45.120503652039325
1739209713.8577123;-32.816014438256545
1739209713.8577168;-32.816014438256545
1739209713.857721;-38.13080360867914
1739209713.8577256;-45.120503652039325
1739209713.8577302;-38.13080360867914
1739209713.8577347;-38.13080360867914
1739209713.8577392;-45.120503652039325
1739209713.8577437;-45.120503652039325
1739209713.8577483;-38.13080360867914
1739209713.8577528;-35.57807855764607
1739209713.857757;-45.120503652039325
1739209713.8577616;-45.120503652039325
1739209713.8577662;-45.120503652039325
1739209713.8577707;-45.120503652039325
1739209713.8577752;-45.120503652039325
1739209713.8577797;-45.120503652039325
1739209713.8577843;-45.120503652039325
1739209713.8577886;-45.120503652039325
1739209713.857793;-33.981070128970906
1739209713.8577976;-38.13080360867914
1739209713.8578022;-38.13080360867914
1739209713.8578067;-38.13080360867914
1739209713.8578112;-35.57807855764607
1739209713.8578157;-38.13080360867914
1739209713.8578203;-32.816014438256545
1739209713.8578246;-29.438486411369333
1739209713.857829;-45.120503652039325
1739209713.8578336;-38.13080360867914
1739209713.8578382;-45.120503652039325
1739209713.8578427;-45.120503652039325
1739209713.8578472;-33.981070128970906
1739209713.8578517;-38.13080360867914
1739209713.857856;-45.120503652039325
1739209713.8578606;-38.13080360867914
1739209713.857865;-32.816014438256545
1739209713.8578696;-38.13080360867914
1739209713.8578742;-45.120503652039325
1739209713.8578787;-45.120503652039325
1739209713.8578832;-35.57807855764607
1739209713.8578877;-45.120503652039325
1739209713.857892;-32.816014438256545
1739209713.8578966;-27.8777449560314
1739209713.857901;-38.13080360867914
1739209713.8579056;-32.816014438256545
1739209713.8579102;-38.13080360867914
1739209713.8579147;-35.57807855764607
1739209713.8579192;-45.120503652039325
1739209713.8579235;-45.120503652039325
1739209713.857928;-38.13080360867914
1739209713.8579326;-45.120503652039325
1739209713.857937;-33.981070128970906
1739209713.8579416;-38.13080360867914
1739209713.8579462;-38.13080360867914
1739209713.8579507;-45.120503652039325
1739209713.8579552;-45.120503652039325
1739209713.8579595;-45.120503652039325
1739209713.857964;-38.13080360867914
1739209713.8579686;-45.120503652039325
1739209713.857973;-45.120503652039325
1739209713.8579776;-45.120503652039325
1739209713.8579822;-38.13080360867914
1739209713.8579867;-38.13080360867914
1739209713.857991;-45.120503652039325
1739209713.8579955;-45.120503652039325
1739209713.858;-38.13080360867914
1739209713.8580046;-28.58837851428586
1739209713.858009;-38.13080360867914
1739209713.8580136;-45.120503652039325
1739209713.8580182;-45.120503652039325
1739209713.8580227;-33.981070128970906
1739209713.858027;-45.120503652039325
1739209713.8580315;-45.120503652039325
1739209713.858036;-38.13080360867914
1739209713.8580406;-38.13080360867914
1739209713.858045;-45.120503652039325
1739209713.8580496;-45.120503652039325
1739209713.8580542;-38.13080360867914
1739209713.8580585;-45.120503652039325
1739209713.858063;-38.13080360867914
1739209713.8580675;-45.120503652039325
1739209713.858072;-35.57807855764607
1739209713.8580766;-28.58837851428586
1739209713.858081;-45.120503652039325
1739209713.8580856;-45.120503652039325
1739209713.8580902;-38.13080360867914
1739209713.8580945;-35.57807855764607
1739209713.858099;-45.120503652039325
1739209713.8581035;-45.120503652039325
1739209713.858108;-45.120503652039325
1739209713.8581126;-45.120503652039325
1739209713.858117;-45.120503652039325
1739209713.8581216;-32.816014438256545
1739209713.858126;-45.120503652039325
1739209713.8581305;-45.120503652039325
1739209713.858135;-45.120503652039325
1739209713.8581395;-45.120503652039325
1739209713.858144;-38.13080360867914
1739209713.8581486;-38.13080360867914
1739209713.858153;-38.13080360867914
1739209713.8581574;-45.120503652039325
1739209713.858162;-45.120503652039325
1739209713.8581665;-45.120503652039325
1739209713.858171;-45.120503652039325
1739209713.8581755;-45.120503652039325
1739209713.85818;-45.120503652039325
1739209713.8581846;-33.981070128970906
1739209713.858189;-38.13080360867914
1739209713.8581934;-45.120503652039325
1739209713.858198;-45.120503652039325
1739209713.8582025;-45.120503652039325
1739209713.858207;-33.981070128970906
1739209713.8582115;-45.120503652039325
1739209713.858216;-45.120503652039325
1739209713.8582206;-45.120503652039325
1739209713.8582249;-38.13080360867914
1739209713.8582294;-45.120503652039325
1739209713.858234;-38.13080360867914
1739209713.8582385;-45.120503652039325
1739209713.858243;-38.13080360867914
1739209713.8582475;-45.120503652039325
1739209713.858252;-45.120503652039325
1739209713.8582566;-38.13080360867914
1739209713.8582609;-38.13080360867914
1739209713.8582654;-45.120503652039325
1739209713.85827;-45.120503652039325
1739209713.8582745;-38.13080360867914
1739209713.858279;-38.13080360867914
1739209713.8582835;-45.120503652039325
1739209713.858288;-45.120503652039325
1739209713.8582923;-45.120503652039325
1739209713.8582969;-38.13080360867914
1739209713.8583014;-45.120503652039325
1739209713.858306;-45.120503652039325
1739209713.8583105;-38.13080360867914
1739209713.858315;-45.120503652039325
1739209713.8583195;-45.120503652039325
1739209713.858324;-35.57807855764607
1739209713.8583283;-35.57807855764607
1739209713.8583329;-45.120503652039325
1739209713.8583374;-45.120503652039325
1739209713.858342;-33.981070128970906
1739209713.8583465;-35.57807855764607
1739209713.858351;-45.120503652039325
1739209713.8583555;-45.120503652039325
1739209713.8583598;-38.13080360867914
1739209713.8583643;-35.57807855764607
1739209713.8583689;-38.13080360867914
1739209713.8583734;-38.13080360867914
1739209713.858378;-35.57807855764607
1739209713.8583825;-45.120503652039325
1739209713.858387;-35.57807855764607
1739209713.8583915;-35.57807855764607
1739209713.8583958;-38.13080360867914
1739209713.8584003;-38.13080360867914
1739209713.8584049;-45.120503652039325
1739209713.8584094;-38.13080360867914
1739209713.858414;-38.13080360867914
1739209713.8584185;-45.120503652039325
1739209713.858423;-45.120503652039325
1739209713.8584273;-38.13080360867914
1739209713.8584318;-38.13080360867914
1739209713.8584363;-45.120503652039325
1739209713.8584409;-33.981070128970906
1739209713.8584454;-35.57807855764607
1739209713.85845;-45.120503652039325
1739209713.8584545;-38.13080360867914
1739209713.858459;-28.992665084841942
1739209713.8584633;-33.981070128970906
1739209713.8584678;-38.13080360867914
1739209713.8584723;-45.120503652039325
1739209713.8584769;-33.981070128970906
1739209713.8584814;-38.13080360867914
1739209713.858486;-45.120503652039325
1739209713.8584905;-45.120503652039325
1739209713.8584948;-38.13080360867914
1739209713.8584993;-35.57807855764607
1739209713.8585038;-45.120503652039325
1739209713.8585083;-38.13080360867914
1739209713.8585129;-45.120503652039325
1739209713.8585174;-38.13080360867914
1739209713.858522;-38.13080360867914
1739209713.8585265;-45.120503652039325
1739209713.8585308;-45.120503652039325
1739209713.8585353;-38.13080360867914
1739209713.8585398;-45.120503652039325
1739209713.8585443;-45.120503652039325
1739209713.8585489;-26.991370085610722
1739209713.8585534;-31.141103565318893
1739209713.858558;-45.120503652039325
1739209713.8585622;-45.120503652039325
1739209713.8585668;-33.981070128970906
1739209713.8585713;-31.141103565318893
1739209713.8585758;-45.120503652039325
1739209713.8585804;-45.120503652039325
1739209713.858585;-45.120503652039325
1739209713.8585894;-45.120503652039325
1739209713.858594;-45.120503652039325
1739209713.8585982;-38.13080360867914
1739209713.8586028;-45.120503652039325
1739209713.8586073;-38.13080360867914
1739209713.8586118;-38.13080360867914
1739209713.8586164;-45.120503652039325
1739209713.858621;-45.120503652039325
1739209713.8586254;-45.120503652039325
1739209713.8586297;-45.120503652039325
1739209713.8586342;-45.120503652039325
1739209713.8586388;-38.13080360867914
1739209713.8586433;-38.13080360867914
1739209713.8586478;-38.13080360867914
1739209713.8586524;-45.120503652039325
1739209713.858657;-32.816014438256545
1739209713.8586614;-31.141103565318893
1739209713.8586657;-38.13080360867914
1739209713.8586702;-38.13080360867914
1739209713.8586748;-32.816014438256545
1739209713.8586793;-32.816014438256545
1739209713.8586838;-45.120503652039325
1739209713.8586884;-38.13080360867914
1739209713.858693;-45.120503652039325
1739209713.8586972;-35.57807855764607
1739209713.8587017;-32.816014438256545
1739209713.8587062;-45.120503652039325
1739209713.8587108;-45.120503652039325
1739209713.8587153;-45.120503652039325
1739209713.8587198;-45.120503652039325
1739209713.8587244;-45.120503652039325
1739209713.858729;-32.816014438256545
1739209713.8587332;-31.141103565318893
1739209713.8587377;-38.13080360867914
1739209713.8587422;-38.13080360867914
1739209713.8587468;-38.13080360867914
1739209713.8587513;-38.13080360867914
1739209713.8587558;-38.13080360867914
1739209713.8587604;-38.13080360867914
1739209713.8587646;-45.120503652039325
1739209713.8587692;-33.981070128970956
1739209713.8587737;-38.13080360867914
1739209713.8587782;-33.981070128970906
1739209713.8587828;-45.120503652039325
1739209713.8587873;-38.13080360867914
1739209713.8587918;-38.13080360867914
1739209713.8587961;-45.120503652039325
1739209713.8588006;-38.13080360867914
1739209713.8588052;-45.120503652039325
1739209713.8588097;-38.13080360867914
1739209713.8588142;-35.57807855764607
1739209713.8588188;-38.13080360867914
1739209713.8588233;-45.120503652039325
1739209713.8588278;-35.57807855764607
1739209713.8588321;-38.13080360867914
1739209713.8588367;-38.13080360867914
1739209713.8588412;-32.816014438256545
1739209713.8588457;-38.13080360867914
1739209713.8588502;-45.120503652039325
1739209713.8588548;-38.13080360867914
1739209713.8588593;-38.13080360867914
1739209713.8588636;-38.13080360867914
1739209713.8588681;-45.120503652039325
1739209713.8588727;-38.13080360867914
1739209713.8588772;-45.120503652039325
1739209713.8588817;-45.120503652039325
1739209713.8588862;-45.120503652039325
1739209713.8588908;-45.120503652039325
1739209713.8588953;-45.120503652039325
1739209713.8588996;-38.13080360867914
1739209713.8589041;-45.120503652039325
1739209713.8589087;-45.120503652039325
1739209713.8589132;-30.49652367304973
1739209713.8589177;-38.13080360867914
1739209713.8589222;-45.120503652039325
1739209713.8589268;-45.120503652039325
1739209713.858931;-38.13080360867914
1739209713.8589356;-45.120503652039325
1739209713.8589401;-45.120503652039325
1739209713.8589447;-45.120503652039325
1739209713.8589492;-45.120503652039325
1739209713.8589537;-45.120503652039325
1739209713.8589582;-45.120503652039325
1739209713.8589628;-45.120503652039325
1739209713.858967;-31.141103565318915
1739209713.8589716;-38.13080360867914
1739209713.8589761;-45.120503652039325
1739209713.8589807;-45.120503652039325
1739209713.8589852;-38.13080360867914
1739209713.8589897;-38.13080360867914
1739209713.8589942;-45.120503652039325
1739209713.8589985;-33.981070128970906
1739209713.859003;-35.57807855764607
1739209713.8590076;-45.120503652039325
1739209713.8590121;-38.13080360867914
1739209713.8590167;-45.120503652039325
1739209713.8590212;-45.120503652039325
1739209713.8590257;-38.13080360867914
1739209713.8590302;-45.120503652039325
1739209713.8590345;-38.13080360867914
1739209713.859039;-33.981070128970906
1739209713.8590436;-38.13080360867914
1739209713.8590481;-45.120503652039325
1739209713.8590527;-38.13080360867914
1739209713.8590572;-45.120503652039325
1739209713.8590617;-38.13080360867914
1739209713.859066;-38.13080360867914
1739209713.8590705;-38.13080360867914
1739209713.859075;-45.120503652039325
1739209713.8590796;-45.120503652039325
1739209713.8590841;-45.120503652039325
1739209713.8590887;-38.13080360867914
1739209713.8590932;-35.57807855764607
1739209713.8590977;-38.13080360867914
1739209713.859102;-45.120503652039325
1739209713.8591065;-38.13080360867914
1739209713.859111;-45.120503652039325
1739209713.8591156;-38.13080360867914
1739209713.8591201;-45.120503652039325
1739209713.8591247;-38.13080360867914
1739209713.8591292;-45.120503652039325
1739209713.8591335;-38.13080360867914
1739209713.859138;-38.13080360867914
1739209713.8591425;-38.13080360867914
1739209713.859147;-35.57807855764607
1739209713.8591516;-38.13080360867914
1739209713.8591561;-45.120503652039325
1739209713.8591607;-38.13080360867914
1739209713.8591652;-38.13080360867914
1739209713.8591695;-35.57807855764607
1739209713.859174;-38.13080360867914
1739209713.8591785;-38.13080360867914
1739209713.859183;-32.816014438256545
1739209713.8591876;-45.120503652039325
1739209713.8591921;-45.120503652039325
1739209713.8591967;-45.120503652039325
1739209713.859201;-38.13080360867914
1739209713.8592055;-38.13080360867914
1739209713.85921;-45.120503652039325
1739209713.8592145;-38.13080360867914
1739209713.859219;-38.13080360867914
1739209713.8592236;-38.13080360867914
1739209713.8592281;-45.120503652039325
1739209713.8592327;-35.57807855764607
1739209713.859237;-35.57807855764607
1739209713.8592415;-31.141103565318943
1739209713.859246;-45.120503652039325
1739209713.8592505;-45.120503652039325
1739209713.859255;-45.120503652039325
1739209713.8592596;-45.120503652039325
1739209713.8592641;-45.120503652039325
1739209713.8592684;-35.57807855764607
1739209713.859273;-35.57807855764607
1739209713.8592775;-28.992665084841942
1739209713.859282;-33.981070128970906
1739209713.8592865;-38.13080360867914
1739209713.859291;-45.120503652039325
1739209713.8592956;-38.13080360867914
1739209713.8593001;-38.13080360867914
1739209713.8593044;-45.120503652039325
1739209713.859309;-38.13080360867914
1739209713.8593135;-38.13080360867914
1739209713.859318;-45.120503652039325
1739209713.8593225;-45.120503652039325
1739209713.859327;-45.120503652039325
1739209713.8593316;-38.13080360867914
1739209713.859336;-38.13080360867914
1739209713.8593404;-45.120503652039325
1739209713.859345;-45.120503652039325
1739209713.8593495;-38.13080360867914
1739209713.859354;-38.13080360867914
1739209713.8593585;-45.120503652039325
1739209713.859363;-45.120503652039325
1739209713.8593676;-38.13080360867914
1739209713.859372;-38.13080360867914
1739209713.8593764;-38.13080360867914
1739209713.859381;-45.120503652039325
1739209713.8593855;-32.816014438256545
1739209713.85939;-35.57807855764607
1739209713.8593946;-45.120503652039325
1739209713.859399;-45.120503652039325
1739209713.8594034;-38.13080360867914
1739209713.859408;-38.13080360867914
1739209713.8594124;-45.120503652039325
1739209713.859417;-38.13080360867914
1739209713.8594215;-45.120503652039325
1739209713.859426;-45.120503652039325
1739209713.8594306;-38.13080360867914
1739209713.859435;-45.120503652039325
1739209713.8594394;-45.120503652039325
1739209713.859444;-38.13080360867914
1739209713.8594484;-45.120503652039325
1739209713.859453;-45.120503652039325
1739209713.8594575;-30.49652367304973
1739209713.859462;-30.49652367304973
1739209713.8594666;-38.13080360867914
1739209713.8594708;-38.13080360867914
1739209713.8594754;-45.120503652039325
1739209713.85948;-45.120503652039325
1739209713.8594844;-38.13080360867914
1739209713.859489;-38.13080360867914
1739209713.8594935;-45.120503652039325
1739209713.859498;-45.120503652039325
1739209713.8595023;-38.13080360867914
1739209713.8595068;-45.120503652039325
1739209713.8595114;-38.13080360867914
1739209713.859516;-45.120503652039325
1739209713.8595204;-38.13080360867914
1739209713.859525;-35.57807855764607
1739209713.8595295;-38.13080360867914
1739209713.859534;-45.120503652039325
1739209713.8595383;-33.981070128970906
1739209713.8595428;-33.981070128970906
1739209713.8595474;-45.120503652039325
1739209713.859552;-45.120503652039325
1739209713.8595564;-38.13080360867914
1739209713.859561;-38.13080360867914
1739209713.8595655;-33.981070128970906
1739209713.8595698;-38.13080360867914
1739209713.8595743;-38.13080360867914
1739209713.8595788;-35.57807855764607
1739209713.8595834;-38.13080360867914
1739209713.859588;-38.13080360867914
1739209713.8595924;-38.13080360867914
1739209713.859597;-38.13080360867914
1739209713.8596015;-45.120503652039325
1739209713.8596058;-45.120503652039325
1739209713.8596103;-38.13080360867914
1739209713.8596148;-38.13080360867914
1739209713.8596194;-45.120503652039325
1739209713.859624;-45.120503652039325
1739209713.8596284;-32.816014438256545
1739209713.859633;-45.120503652039325
1739209713.8596373;-35.57807855764607
1739209713.8596418;-32.816014438256545
1739209713.8596463;-45.120503652039325
1739209713.8596509;-38.13080360867914
1739209713.8596554;-45.120503652039325
1739209713.85966;-45.120503652039325
1739209713.8596644;-45.120503652039325
1739209713.859669;-38.13080360867914
1739209713.8596733;-38.13080360867914
1739209713.8596778;-45.120503652039325
1739209713.8596823;-38.13080360867914
1739209713.8596869;-38.13080360867914
1739209713.8596914;-45.120503652039325
1739209713.859696;-38.13080360867914
1739209713.8597004;-38.13080360867914
1739209713.8597047;-38.13080360867914
1739209713.8597093;-38.13080360867914
1739209713.8597138;-38.13080360867914
1739209713.8597183;-45.120503652039325
1739209713.8597229;-45.120503652039325
1739209713.8597274;-38.13080360867914
1739209713.859732;-45.120503652039325
1739209713.8597364;-38.13080360867914
1739209713.8597407;-32.816014438256545
1739209713.8597453;-38.13080360867914
1739209713.8597498;-45.120503652039325
1739209713.8597543;-32.816014438256545
1739209713.8597589;-38.13080360867914
1739209713.8597634;-45.120503652039325
1739209713.859768;-33.981070128970906
1739209713.8597722;-45.120503652039325
1739209713.8597767;-45.120503652039325
1739209713.8597813;-38.13080360867914
1739209713.8597858;-38.13080360867914
1739209713.8597903;-38.13080360867914
1739209713.8597949;-45.120503652039325
1739209713.8597994;-38.13080360867914
1739209713.859804;-45.120503652039325
1739209713.8598082;-38.13080360867914
1739209713.8598127;-38.13080360867914
1739209713.8598173;-38.13080360867914
1739209713.8598218;-38.13080360867914
1739209713.8598263;-38.13080360867914
1739209713.8598309;-38.13080360867914
1739209713.8598354;-38.13080360867914
1739209713.8598397;-38.13080360867914
1739209713.8598442;-38.13080360867914
1739209713.8598487;-45.120503652039325
1739209713.8598533;-45.120503652039325
1739209713.8598578;-38.13080360867914
1739209713.8598623;-38.13080360867914
1739209713.8598669;-38.13080360867914
1739209713.8598714;-38.13080360867914
1739209713.8598757;-45.120503652039325
1739209713.8598802;-38.13080360867914
1739209713.8598847;-32.816014438256545
1739209713.8598893;-38.13080360867914
1739209713.8598938;-38.13080360867914
1739209713.8598983;-33.981070128970906
1739209713.8599029;-33.981070128970906
1739209713.8599072;-38.13080360867914
1739209713.8599117;-45.120503652039325
1739209713.8599162;-38.13080360867914
1739209713.8599207;-38.13080360867914
1739209713.8599253;-38.13080360867914
1739209713.8599298;-45.120503652039325
1739209713.8599343;-38.13080360867914
1739209713.8599389;-38.13080360867914
1739209713.8599432;-45.120503652039325
1739209713.8599477;-38.13080360867914
1739209713.8599522;-38.13080360867914
1739209713.8599567;-45.120503652039325
1739209713.8599613;-38.13080360867914
1739209713.8599658;-38.13080360867914
1739209713.8599703;-38.13080360867914
1739209713.8599746;-38.13080360867914
1739209713.8599792;-38.13080360867914
1739209713.8599837;-45.120503652039325
1739209713.8599882;-38.13080360867914
1739209713.8599927;-35.57807855764607
1739209713.8599973;-38.13080360867914
1739209713.8600018;-38.13080360867914
1739209713.8600063;-28.992665084841942
1739209713.8600106;-32.816014438256545
1739209713.8600152;-45.120503652039325
1739209713.8600197;-38.13080360867914
