CAN Message; 0x1d3:0000eba5fa9577b9
1739209782.7196636;-45.120503652039325
1739209782.719664;-45.120503652039325
1739209782.7196648;-45.120503652039325
1739209782.7196655;-35.57807855764607
1739209782.719666;-38.13080360867914
1739209782.7196667;-45.120503652039325
1739209782.7196674;-33.981070128970906
1739209782.719668;-28.992665084841942
1739209782.7196686;-38.13080360867914
1739209782.7196693;-45.120503652039325
1739209782.7196698;-38.13080360867914
1739209782.7196705;-33.981070128970906
1739209782.7196712;-38.13080360867914
1739209782.7196717;-38.13080360867914
1739209782.7196724;-38.13080360867914
1739209782.7196732;-32.81601443825658
1739209782.7196739;-38.13080360867914
1739209782.7196743;-38.13080360867914
1739209782.719675;-38.13080360867914
1739209782.7196758;-38.13080360867914
1739209782.7196763;-38.13080360867914
1739209782.719677;-38.13080360867914
1739209782.7196777;-35.57807855764607
1739209782.7196782;-28.58837851428586
1739209782.7196789;-38.13080360867914
1739209782.7196796;-38.13080360867914
1739209782.71968;-38.13080360867914
1739209782.7196808;-45.120503652039325
1739209782.7196815;-38.13080360867914
1739209782.719682;-35.57807855764607
1739209782.7196827;-33.981070128970906
1739209782.7196834;-45.120503652039325
1739209782.719684;-45.120503652039325
1739209782.7196846;-33.981070128970906
1739209782.7196853;-38.13080360867914
1739209782.7196858;-38.13080360867914
1739209782.7196865;-45.120503652039325
1739209782.7196872;-38.13080360867914
1739209782.7196877;-45.120503652039325
1739209782.7196884;-38.13080360867914
1739209782.7196891;-38.13080360867914
1739209782.7196896;-45.120503652039325
1739209782.7196903;-45.120503652039325
1739209782.719691;-33.981070128970906
1739209782.7196915;-32.816014438256545
1739209782.7196922;-45.120503652039325
1739209782.719693;-38.13080360867914
1739209782.7196934;-33.981070128970906
1739209782.7196941;-45.120503652039325
1739209782.7196949;-38.13080360867914
1739209782.7196953;-33.981070128970906
1739209782.719696;-45.120503652039325
1739209782.7196968;-45.120503652039325
1739209782.7196972;-45.120503652039325
1739209782.719698;-38.13080360867914
1739209782.7196987;-45.120503652039325
1739209782.7196991;-45.120503652039325
1739209782.7196999;-38.13080360867914
1739209782.7197006;-38.13080360867914
1739209782.719701;-32.816014438256545
1739209782.7197018;-38.13080360867914
1739209782.7197025;-35.57807855764607
1739209782.719703;-38.13080360867914
1739209782.7197037;-32.816014438256545
1739209782.7197044;-32.816014438256545
1739209782.7197049;-38.13080360867914
1739209782.7197056;-38.13080360867914
1739209782.7197063;-45.120503652039325
1739209782.7197068;-38.13080360867914
1739209782.7197075;-38.13080360867914
1739209782.7197082;-38.13080360867914
1739209782.7197087;-45.120503652039325
1739209782.7197094;-38.13080360867914
1739209782.71971;-38.13080360867914
1739209782.7197106;-45.120503652039325
1739209782.7197113;-35.57807855764607
1739209782.719712;-38.13080360867914
1739209782.7197125;-45.120503652039325
1739209782.7197132;-38.13080360867914
1739209782.719714;-33.981070128970906
1739209782.7197144;-30.49652367304973
1739209782.719715;-35.57807855764607
1739209782.7197158;-35.57807855764607
1739209782.7197163;-38.13080360867914
1739209782.719717;-33.981070128970906
1739209782.7197177;-45.120503652039325
1739209782.7197182;-45.120503652039325
1739209782.719719;-45.120503652039325
1739209782.7197196;-45.120503652039325
1739209782.7197201;-38.13080360867914
1739209782.7197208;-38.13080360867914
1739209782.7197216;-45.120503652039325
1739209782.719722;-45.120503652039325
1739209782.7197227;-45.120503652039325
1739209782.7197235;-45.120503652039325
1739209782.719724;-45.120503652039325
1739209782.7197247;-45.120503652039325
1739209782.7197254;-45.120503652039325
1739209782.7197258;-38.13080360867914
1739209782.7197266;-32.816014438256545
1739209782.7197273;-32.816014438256545
1739209782.7197278;-38.13080360867914
1739209782.7197285;-45.120503652039325
1739209782.7197292;-35.57807855764607
1739209782.7197297;-35.57807855764607
1739209782.7197304;-45.120503652039325
1739209782.719731;-38.13080360867914
1739209782.7197316;-38.13080360867914
1739209782.7197323;-38.13080360867914
1739209782.719733;-45.120503652039325
1739209782.7197335;-38.13080360867914
1739209782.7197342;-38.13080360867914
1739209782.719735;-45.120503652039325
1739209782.7197354;-45.120503652039325
1739209782.719736;-45.120503652039325
1739209782.7197368;-38.13080360867914
1739209782.7197373;-38.13080360867914
1739209782.719738;-45.120503652039325
1739209782.7197387;-45.120503652039325
1739209782.7197394;-32.816014438256545
1739209782.71974;-25.826314394896357
1739209782.7197406;-45.120503652039325
1739209782.7197413;-38.13080360867914
1739209782.7197418;-45.120503652039325
1739209782.7197425;-45.120503652039325
1739209782.7197433;-45.120503652039325
1739209782.7197437;-45.120503652039325
1739209782.7197444;-38.13080360867914
1739209782.7197452;-35.57807855764607
1739209782.7197456;-45.120503652039325
1739209782.7197464;-38.13080360867914
1739209782.719747;-35.57807855764607
1739209782.7197475;-38.13080360867914
1739209782.7197483;-45.120503652039325
1739209782.719749;-45.120503652039325
1739209782.7197495;-35.57807855764607
1739209782.7197502;-27.267205301931607
1739209782.719751;-38.13080360867914
1739209782.7197514;-33.981070128970906
1739209782.719752;-35.57807855764607
1739209782.7197528;-38.13080360867914
1739209782.7197533;-45.120503652039325
1739209782.719754;-38.13080360867914
1739209782.7197547;-38.13080360867914
1739209782.7197552;-29.438486411369347
1739209782.719756;-38.13080360867914
1739209782.7197566;-33.981070128970906
1739209782.719757;-45.120503652039325
1739209782.7197578;-45.120503652039325
1739209782.7197585;-45.120503652039325
1739209782.719759;-45.120503652039325
1739209782.7197597;-33.981070128970906
1739209782.7197604;-31.141103565318915
1739209782.719761;-38.13080360867914
1739209782.7197616;-38.13080360867914
1739209782.7197623;-45.120503652039325
1739209782.7197628;-45.120503652039325
1739209782.7197635;-45.120503652039325
1739209782.7197642;-45.120503652039325
1739209782.7197647;-45.120503652039325
1739209782.7197654;-31.141103565318915
1739209782.7197661;-33.981070128970906
1739209782.7197666;-38.13080360867914
1739209782.7197673;-38.13080360867914
1739209782.719768;-38.13080360867914
1739209782.7197685;-38.13080360867914
1739209782.7197692;-45.120503652039325
1739209782.71977;-38.13080360867914
1739209782.7197704;-33.981070128970906
1739209782.7197711;-33.981070128970906
1739209782.7197719;-38.13080360867914
1739209782.7197723;-38.13080360867914
1739209782.719773;-45.120503652039325
1739209782.7197738;-45.120503652039325
1739209782.7197742;-45.120503652039325
1739209782.719775;-38.13080360867914
1739209782.7197757;-38.13080360867914
1739209782.7197762;-38.13080360867914
1739209782.7197769;-38.13080360867914
1739209782.7197776;-45.120503652039325
1739209782.719778;-38.13080360867914
1739209782.7197788;-32.816014438256545
1739209782.7197795;-38.13080360867914
1739209782.71978;-45.120503652039325
1739209782.7197807;-38.13080360867914
1739209782.7197814;-33.981070128970906
1739209782.7197819;-38.13080360867914
1739209782.7197826;-38.13080360867914
1739209782.7197833;-38.13080360867914
1739209782.7197838;-35.57807855764607
1739209782.7197845;-38.13080360867914
1739209782.7197852;-45.120503652039325
1739209782.7197857;-45.120503652039325
1739209782.7197864;-38.13080360867914
1739209782.7197871;-38.13080360867914
1739209782.7197876;-45.120503652039325
1739209782.7197883;-45.120503652039325
1739209782.719789;-35.57807855764607
1739209782.7197895;-35.57807855764607
1739209782.7197902;-45.120503652039325
1739209782.719791;-31.141103565318915
1739209782.7197914;-28.992665084841942
1739209782.7197921;-45.120503652039325
1739209782.7197928;-45.120503652039325
1739209782.7197933;-33.981070128970906
1739209782.719794;-38.13080360867914
1739209782.7197948;-45.120503652039325
1739209782.7197952;-38.13080360867914
1739209782.719796;-38.13080360867914
1739209782.7197967;-45.120503652039325
1739209782.7197971;-38.13080360867914
1739209782.7197978;-38.13080360867914
1739209782.7197986;-45.120503652039325
1739209782.719799;-45.120503652039325
1739209782.7197998;-38.13080360867914
1739209782.7198005;-45.120503652039325
1739209782.719801;-38.13080360867914
1739209782.7198017;-32.816014438256545
1739209782.7198024;-38.13080360867914
1739209782.7198029;-45.120503652039325
1739209782.7198036;-38.13080360867914
1739209782.7198043;-45.120503652039325
1739209782.719805;-45.120503652039325
1739209782.7198055;-45.120503652039325
1739209782.7198062;-38.13080360867914
1739209782.719807;-45.120503652039325
1739209782.7198074;-45.120503652039325
1739209782.719808;-38.13080360867914
1739209782.7198088;-35.57807855764607
1739209782.7198093;-38.13080360867914
1739209782.71981;-45.120503652039325
1739209782.7198107;-45.120503652039325
1739209782.7198112;-45.120503652039325
1739209782.719812;-45.120503652039325
1739209782.7198126;-45.120503652039325
1739209782.719813;-45.120503652039325
1739209782.7198138;-45.120503652039325
1739209782.7198145;-38.13080360867914
1739209782.719815;-33.981070128970906
1739209782.7198157;-35.57807855764607
1739209782.7198164;-38.13080360867914
1739209782.719817;-35.57807855764607
1739209782.7198176;-38.13080360867914
1739209782.7198184;-38.13080360867914
1739209782.7198188;-38.13080360867914
1739209782.7198195;-38.13080360867914
1739209782.7198203;-45.120503652039325
1739209782.7198207;-38.13080360867914
1739209782.7198215;-38.13080360867914
1739209782.7198222;-33.981070128970956
1739209782.7198226;-38.13080360867914
1739209782.7198234;-38.13080360867914
1739209782.719824;-45.120503652039325
1739209782.7198246;-45.120503652039325
1739209782.7198253;-38.13080360867914
1739209782.719826;-38.13080360867914
1739209782.7198265;-45.120503652039325
1739209782.7198272;-45.120503652039325
1739209782.719828;-38.13080360867914
1739209782.7198284;-35.57807855764607
1739209782.719829;-38.13080360867914
1739209782.7198298;-45.120503652039325
1739209782.7198303;-45.120503652039325
1739209782.719831;-45.120503652039325
1739209782.7198317;-45.120503652039325
1739209782.7198322;-45.120503652039325
1739209782.719833;-45.120503652039325
1739209782.7198336;-38.13080360867914
1739209782.719834;-38.13080360867914
1739209782.7198348;-35.57807855764607
1739209782.7198355;-38.13080360867914
1739209782.719836;-45.120503652039325
1739209782.7198367;-45.120503652039325
1739209782.7198374;-35.57807855764607
1739209782.719838;-33.981070128970906
1739209782.7198386;-45.120503652039325
1739209782.7198393;-45.120503652039325
1739209782.7198398;-45.120503652039325
1739209782.7198405;-38.13080360867914
1739209782.7198412;-45.120503652039325
1739209782.7198417;-45.120503652039325
1739209782.7198424;-35.57807855764607
1739209782.7198431;-38.13080360867914
1739209782.7198436;-45.120503652039325
1739209782.7198443;-45.120503652039325
1739209782.719845;-35.57807855764607
1739209782.7198455;-38.13080360867914
1739209782.7198462;-45.120503652039325
1739209782.719847;-45.120503652039325
1739209782.7198474;-45.120503652039325
1739209782.7198482;-33.981070128970906
1739209782.7198489;-45.120503652039325
1739209782.7198493;-38.13080360867914
1739209782.71985;-45.120503652039325
1739209782.7198508;-33.981070128970906
1739209782.7198513;-38.13080360867914
1739209782.719852;-45.120503652039325
1739209782.7198527;-38.13080360867914
1739209782.7198532;-38.13080360867914
1739209782.7198539;-45.120503652039325
1739209782.7198546;-45.120503652039325
1739209782.719855;-35.57807855764607
1739209782.7198558;-35.57807855764607
1739209782.7198565;-45.120503652039325
1739209782.719857;-45.120503652039325
1739209782.7198577;-45.120503652039325
1739209782.7198584;-33.981070128970906
1739209782.719859;-35.57807855764607
1739209782.7198596;-38.13080360867914
1739209782.7198603;-38.13080360867914
1739209782.7198608;-38.13080360867914
1739209782.7198615;-35.57807855764607
1739209782.7198622;-45.120503652039325
1739209782.7198627;-38.13080360867914
1739209782.7198634;-45.120503652039325
1739209782.7198641;-45.120503652039325
1739209782.7198646;-45.120503652039325
1739209782.7198653;-45.120503652039325
1739209782.719866;-38.13080360867914
1739209782.7198665;-38.13080360867914
1739209782.7198672;-38.13080360867914
1739209782.719868;-45.120503652039325
1739209782.7198687;-38.13080360867914
1739209782.7198691;-45.120503652039325
1739209782.7198699;-38.13080360867914
1739209782.7198706;-38.13080360867914
1739209782.719871;-33.981070128970906
1739209782.7198718;-45.120503652039325
1739209782.7198725;-38.13080360867914
1739209782.719873;-35.57807855764607
1739209782.7198737;-30.49652367304973
1739209782.7198744;-38.13080360867914
1739209782.7198749;-45.120503652039325
1739209782.7198756;-45.120503652039325
1739209782.7198763;-38.13080360867914
1739209782.7198768;-45.120503652039325
1739209782.7198775;-38.13080360867914
1739209782.7198782;-38.13080360867914
1739209782.7198787;-32.816014438256545
1739209782.7198794;-38.13080360867914
1739209782.71988;-45.120503652039325
1739209782.7198806;-45.120503652039325
1739209782.7198813;-38.13080360867914
1739209782.719882;-45.120503652039325
1739209782.7198825;-45.120503652039325
1739209782.7198832;-45.120503652039325
1739209782.719884;-33.981070128970906
1739209782.7198844;-38.13080360867914
1739209782.719885;-38.13080360867914
1739209782.7198858;-45.120503652039325
1739209782.7198863;-45.120503652039325
1739209782.719887;-32.816014438256545
1739209782.7198877;-38.13080360867914
1739209782.7198882;-38.13080360867914
1739209782.719889;-31.141103565318915
1739209782.7198896;-33.981070128970906
1739209782.71989;-45.120503652039325
1739209782.7198908;-45.120503652039325
1739209782.7198915;-33.981070128970906
1739209782.719892;-38.13080360867914
1739209782.7198927;-38.13080360867914
1739209782.7198935;-45.120503652039325
1739209782.719894;-38.13080360867914
1739209782.7198946;-38.13080360867914
1739209782.7198954;-45.120503652039325
1739209782.7198958;-38.13080360867914
1739209782.7198966;-33.981070128970906
1739209782.7198973;-45.120503652039325
1739209782.7198977;-45.120503652039325
1739209782.7198985;-45.120503652039325
1739209782.7198992;-38.13080360867914
1739209782.7198997;-35.57807855764607
1739209782.7199004;-35.57807855764607
1739209782.719901;-45.120503652039325
1739209782.7199016;-45.120503652039325
1739209782.7199023;-35.57807855764607
1739209782.719903;-38.13080360867914
1739209782.7199035;-45.120503652039325
1739209782.7199042;-45.120503652039325
1739209782.719905;-45.120503652039325
1739209782.7199054;-45.120503652039325
1739209782.719906;-38.13080360867914
1739209782.7199068;-33.981070128970906
1739209782.7199073;-45.120503652039325
1739209782.719908;-45.120503652039325
1739209782.7199087;-45.120503652039325
1739209782.7199092;-45.120503652039325
1739209782.71991;-38.13080360867914
1739209782.7199106;-38.13080360867914
1739209782.719911;-38.13080360867914
1739209782.7199118;-38.13080360867914
1739209782.7199125;-45.120503652039325
1739209782.719913;-38.13080360867914
1739209782.7199137;-45.120503652039325
1739209782.7199144;-45.120503652039325
1739209782.719915;-33.981070128970906
1739209782.7199156;-45.120503652039325
1739209782.7199163;-35.57807855764607
1739209782.7199168;-33.981070128970906
1739209782.7199175;-45.120503652039325
1739209782.7199183;-38.13080360867914
1739209782.7199187;-38.13080360867914
1739209782.7199194;-45.120503652039325
1739209782.7199202;-45.120503652039325
1739209782.7199206;-45.120503652039325
1739209782.7199214;-45.120503652039325
1739209782.719922;-45.120503652039325
1739209782.7199225;-45.120503652039325
1739209782.7199233;-45.120503652039325
1739209782.719924;-38.13080360867914
1739209782.7199244;-45.120503652039325
1739209782.7199252;-31.141103565318893
1739209782.7199259;-38.13080360867914
1739209782.7199264;-45.120503652039325
1739209782.719927;-33.981070128970906
1739209782.7199278;-38.13080360867914
1739209782.7199283;-45.120503652039325
1739209782.719929;-45.120503652039325
1739209782.7199297;-45.120503652039325
1739209782.7199302;-33.981070128970956
1739209782.719931;-45.120503652039325
1739209782.7199316;-45.120503652039325
1739209782.719932;-38.13080360867914
1739209782.7199328;-38.13080360867914
1739209782.7199335;-38.13080360867914
1739209782.7199342;-45.120503652039325
1739209782.7199347;-38.13080360867914
1739209782.7199354;-27.8777449560314
1739209782.7199361;-35.57807855764607
1739209782.7199366;-45.120503652039325
1739209782.7199373;-45.120503652039325
1739209782.719938;-45.120503652039325
1739209782.7199385;-45.120503652039325
1739209782.7199392;-45.120503652039325
1739209782.71994;-38.13080360867914
1739209782.7199404;-45.120503652039325
1739209782.7199411;-38.13080360867914
1739209782.7199419;-45.120503652039325
1739209782.7199423;-45.120503652039325
1739209782.719943;-35.57807855764607
1739209782.7199438;-45.120503652039325
1739209782.7199442;-45.120503652039325
1739209782.719945;-35.57807855764607
1739209782.7199457;-38.13080360867914
1739209782.7199461;-45.120503652039325
1739209782.7199469;-45.120503652039325
1739209782.7199476;-38.13080360867914
1739209782.719948;-45.120503652039325
1739209782.7199488;-45.120503652039325
1739209782.7199495;-35.57807855764607
1739209782.71995;-38.13080360867914
1739209782.7199507;-38.13080360867914
1739209782.7199514;-38.13080360867914
1739209782.7199519;-38.13080360867914
1739209782.7199526;-38.13080360867914
1739209782.7199533;-45.120503652039325
1739209782.7199538;-38.13080360867914
1739209782.7199545;-38.13080360867914
1739209782.7199552;-35.57807855764607
1739209782.7199557;-45.120503652039325
1739209782.7199564;-45.120503652039325
1739209782.719957;-38.13080360867914
1739209782.7199576;-45.120503652039325
1739209782.7199583;-45.120503652039325
1739209782.719959;-45.120503652039325
1739209782.7199595;-38.13080360867914
1739209782.7199602;-38.13080360867914
1739209782.719961;-38.13080360867914
1739209782.7199614;-35.57807855764607
1739209782.7199621;-45.120503652039325
1739209782.7199628;-45.120503652039325
1739209782.7199633;-45.120503652039325
1739209782.719964;-45.120503652039325
1739209782.7199647;-45.120503652039325
1739209782.7199652;-45.120503652039325
1739209782.719966;-45.120503652039325
1739209782.7199667;-45.120503652039325
1739209782.7199671;-38.13080360867914
1739209782.7199678;-38.13080360867914
1739209782.7199686;-35.57807855764607
1739209782.719969;-33.981070128970906
1739209782.7199697;-45.120503652039325
1739209782.7199705;-45.120503652039325
1739209782.719971;-38.13080360867914
1739209782.7199717;-38.13080360867914
1739209782.7199724;-45.120503652039325
1739209782.7199728;-38.13080360867914
1739209782.7199736;-45.120503652039325
1739209782.7199743;-45.120503652039325
1739209782.7199748;-38.13080360867914
1739209782.7199755;-38.13080360867914
1739209782.7199762;-38.13080360867914
1739209782.7199767;-38.13080360867914
1739209782.7199774;-45.120503652039325
1739209782.719978;-45.120503652039325
1739209782.7199786;-35.57807855764607
1739209782.7199793;-33.981070128970906
1739209782.71998;-45.120503652039325
1739209782.7199805;-38.13080360867914
1739209782.7199812;-33.981070128970906
1739209782.719982;-33.981070128970906
1739209782.7199824;-45.120503652039325
1739209782.719983;-45.120503652039325
1739209782.7199838;-38.13080360867914
1739209782.7199843;-45.120503652039325
1739209782.719985;-35.57807855764607
1739209782.7199857;-38.13080360867914
1739209782.7199862;-38.13080360867914
1739209782.719987;-33.981070128970906
1739209782.7199876;-33.981070128970906
1739209782.719988;-45.120503652039325
1739209782.7199888;-38.13080360867914
1739209782.7199895;-35.57807855764607
1739209782.71999;-45.120503652039325
1739209782.7199907;-45.120503652039325
1739209782.7199914;-38.13080360867914
1739209782.719992;-38.13080360867914
1739209782.7199926;-45.120503652039325
1739209782.7199934;-38.13080360867914
1739209782.7199938;-38.13080360867914
1739209782.7199945;-45.120503652039325
1739209782.7199953;-45.120503652039325
1739209782.7199957;-45.120503652039325
1739209782.7199965;-45.120503652039325
1739209782.7199972;-45.120503652039325
1739209782.7199976;-33.981070128970906
1739209782.7199984;-33.981070128970906
1739209782.719999;-45.120503652039325
1739209782.7199998;-33.981070128970906
1739209782.7200003;-32.816014438256545
1739209782.720001;-38.13080360867914
1739209782.7200017;-45.120503652039325
1739209782.7200022;-33.981070128970906
1739209782.720003;-33.981070128970906
