CAN Message; 0x1b8:0300ff4e225daa83
1739209809.6496935;-45.120503652039325
1739209809.6497016;-45.120503652039325
1739209809.64971;-38.13080360867914
1739209809.6497183;-45.120503652039325
1739209809.6497266;-38.13080360867914
1739209809.6497347;-32.816014438256545
1739209809.649743;-38.13080360867914
1739209809.6497514;-45.120503652039325
1739209809.6497598;-38.13080360867914
1739209809.6497679;-35.57807855764607
1739209809.6497762;-38.13080360867914
1739209809.6497846;-45.120503652039325
1739209809.649793;-33.981070128970906
1739209809.649801;-38.13080360867914
1739209809.6498094;-45.120503652039325
1739209809.6498177;-45.120503652039325
1739209809.649826;-45.120503652039325
1739209809.6498342;-38.13080360867914
1739209809.6498425;-38.13080360867914
1739209809.6498508;-45.120503652039325
1739209809.6498592;-38.13080360867914
1739209809.6498673;-38.13080360867914
1739209809.6498756;-31.141103565318915
1739209809.649884;-38.13080360867914
1739209809.6498923;-33.981070128970906
1739209809.6499004;-45.120503652039325
1739209809.6499088;-45.120503652039325
1739209809.6499171;-33.981070128970906
1739209809.6499255;-38.13080360867914
1739209809.6499336;-35.57807855764607
1739209809.649942;-33.981070128970906
1739209809.6499503;-38.13080360867914
1739209809.6499586;-38.13080360867914
1739209809.6499667;-38.13080360867914
1739209809.649975;-33.981070128970906
1739209809.6499834;-45.120503652039325
1739209809.6499918;-38.13080360867914
1739209809.6499999;-45.120503652039325
1739209809.6500082;-38.13080360867914
1739209809.6500165;-35.57807855764607
1739209809.650025;-38.13080360867914
1739209809.650033;-45.120503652039325
1739209809.6500413;-38.13080360867914
1739209809.6500497;-31.141103565318893
1739209809.650058;-33.981070128970906
1739209809.6500661;-45.120503652039325
1739209809.6500745;-45.120503652039325
1739209809.6500828;-38.13080360867914
1739209809.6500912;-45.120503652039325
1739209809.6500993;-45.120503652039325
1739209809.6501076;-38.13080360867914
1739209809.650116;-35.57807855764607
1739209809.6501243;-35.57807855764607
1739209809.6501324;-45.120503652039325
1739209809.6501408;-32.816014438256545
1739209809.650149;-38.13080360867914
1739209809.6501575;-45.120503652039325
1739209809.6501656;-45.120503652039325
1739209809.650174;-38.13080360867914
1739209809.6501822;-45.120503652039325
1739209809.6501906;-45.120503652039325
1739209809.6501987;-38.13080360867914
1739209809.650207;-28.58837851428586
1739209809.6502154;-38.13080360867914
1739209809.6502237;-38.13080360867914
1739209809.6502318;-45.120503652039325
1739209809.6502402;-38.13080360867914
1739209809.6502485;-38.13080360867914
1739209809.6502569;-35.57807855764607
1739209809.650265;-35.57807855764607
1739209809.6502733;-33.981070128970906
1739209809.6502817;-38.13080360867914
1739209809.65029;-38.13080360867914
1739209809.650298;-35.57807855764607
1739209809.6503065;-35.57807855764607
1739209809.6503148;-45.120503652039325
1739209809.6503232;-38.13080360867914
1739209809.6503313;-35.57807855764607
1739209809.6503396;-38.13080360867914
1739209809.650348;-45.120503652039325
1739209809.650356;-45.120503652039325
1739209809.6503644;-38.13080360867914
1739209809.6503727;-38.13080360867914
1739209809.650381;-45.120503652039325
1739209809.6503892;-45.120503652039325
1739209809.6503975;-35.57807855764607
1739209809.650406;-31.141103565318915
1739209809.6504142;-38.13080360867914
1739209809.6504223;-45.120503652039325
1739209809.6504307;-35.57807855764607
1739209809.650439;-38.13080360867914
1739209809.6504474;-38.13080360867914
1739209809.6504555;-38.13080360867914
1739209809.6504638;-45.120503652039325
1739209809.6504722;-31.141103565318915
1739209809.6504805;-31.141103565318915
1739209809.6504886;-45.120503652039325
1739209809.650497;-35.57807855764607
1739209809.6505053;-45.120503652039325
1739209809.6505136;-45.120503652039325
1739209809.6505218;-38.13080360867914
1739209809.65053;-45.120503652039325
1739209809.6505384;-45.120503652039325
1739209809.6505468;-45.120503652039325
1739209809.650555;-38.13080360867914
1739209809.6505632;-35.57807855764607
1739209809.6505716;-35.57807855764607
1739209809.65058;-45.120503652039325
1739209809.650588;-45.120503652039325
1739209809.6505964;-33.981070128970906
1739209809.6506047;-38.13080360867914
1739209809.650613;-45.120503652039325
1739209809.6506212;-38.13080360867914
1739209809.6506295;-45.120503652039325
1739209809.6506379;-38.13080360867914
1739209809.6506462;-38.13080360867914
1739209809.6506543;-38.13080360867914
1739209809.6506627;-45.120503652039325
1739209809.650671;-38.13080360867914
1739209809.6506793;-33.981070128970906
1739209809.6506875;-45.120503652039325
1739209809.6506958;-45.120503652039325
1739209809.6507041;-45.120503652039325
1739209809.6507125;-45.120503652039325
1739209809.6507206;-45.120503652039325
1739209809.650729;-45.120503652039325
1739209809.6507373;-45.120503652039325
1739209809.6507456;-38.13080360867914
1739209809.6507537;-35.57807855764607
1739209809.650762;-45.120503652039325
1739209809.6507704;-33.981070128970906
1739209809.6507788;-32.816014438256545
1739209809.6507869;-38.13080360867914
1739209809.6507952;-45.120503652039325
1739209809.6508036;-35.57807855764607
1739209809.650812;-33.981070128970906
1739209809.65082;-38.13080360867914
1739209809.6508284;-38.13080360867914
1739209809.6508367;-45.120503652039325
1739209809.650845;-38.13080360867914
1739209809.6508532;-38.13080360867914
1739209809.6508615;-45.120503652039325
1739209809.6508698;-38.13080360867914
1739209809.6508782;-38.13080360867914
1739209809.6508863;-45.120503652039325
1739209809.6508946;-38.13080360867914
1739209809.650903;-35.57807855764607
1739209809.6509113;-38.13080360867914
1739209809.6509194;-45.120503652039325
1739209809.6509278;-45.120503652039325
1739209809.6509361;-45.120503652039325
1739209809.6509445;-29.438486411369333
1739209809.6509526;-32.816014438256545
1739209809.650961;-45.120503652039325
1739209809.6509693;-45.120503652039325
1739209809.6509776;-38.13080360867914
1739209809.6509857;-38.13080360867914
1739209809.650994;-45.120503652039325
1739209809.6510024;-38.13080360867914
1739209809.6510108;-45.120503652039325
1739209809.6510189;-45.120503652039325
1739209809.6510272;-45.120503652039325
1739209809.6510355;-38.13080360867914
1739209809.651044;-45.120503652039325
1739209809.651052;-38.13080360867914
1739209809.6510603;-45.120503652039325
1739209809.6510687;-45.120503652039325
1739209809.6510768;-38.13080360867914
1739209809.6510851;-45.120503652039325
1739209809.6510935;-35.57807855764607
1739209809.6511018;-38.13080360867914
1739209809.65111;-32.816014438256545
1739209809.6511183;-45.120503652039325
1739209809.6511266;-38.13080360867914
1739209809.651135;-38.13080360867914
1739209809.651143;-30.49652367304973
1739209809.6511514;-30.49652367304973
1739209809.6511598;-45.120503652039325
1739209809.651168;-45.120503652039325
1739209809.6511762;-33.981070128970906
1739209809.6511846;-33.981070128970906
1739209809.651193;-45.120503652039325
1739209809.6512012;-38.13080360867914
1739209809.6512094;-38.13080360867914
1739209809.6512177;-38.13080360867914
1739209809.651226;-45.120503652039325
1739209809.6512344;-38.13080360867914
1739209809.6512425;-38.13080360867914
1739209809.6512508;-45.120503652039325
1739209809.6512592;-38.13080360867914
1739209809.6512675;-38.13080360867914
1739209809.6512756;-35.57807855764607
1739209809.651284;-38.13080360867914
1739209809.6512923;-38.13080360867914
1739209809.6513007;-38.13080360867914
1739209809.6513088;-32.816014438256545
1739209809.6513171;-38.13080360867914
1739209809.6513255;-45.120503652039325
1739209809.6513338;-38.13080360867914
1739209809.651342;-32.816014438256545
1739209809.6513503;-33.981070128970906
1739209809.6513586;-45.120503652039325
1739209809.651367;-38.13080360867914
1739209809.651375;-38.13080360867914
1739209809.6513834;-38.13080360867914
1739209809.6513917;-45.120503652039325
1739209809.6514;-38.13080360867914
1739209809.6514082;-45.120503652039325
1739209809.6514165;-33.981070128970956
1739209809.651425;-38.13080360867914
1739209809.6514332;-38.13080360867914
1739209809.6514413;-45.120503652039325
1739209809.6514497;-45.120503652039325
1739209809.651458;-35.57807855764607
1739209809.6514664;-38.13080360867914
1739209809.6514745;-32.816014438256545
1739209809.6514828;-31.141103565318915
1739209809.6514912;-45.120503652039325
1739209809.6514995;-38.13080360867914
1739209809.6515076;-45.120503652039325
1739209809.651516;-38.13080360867914
1739209809.6515243;-45.120503652039325
1739209809.6515326;-45.120503652039325
1739209809.6515408;-45.120503652039325
1739209809.651549;-38.13080360867914
1739209809.6515574;-38.13080360867914
1739209809.6515658;-45.120503652039325
1739209809.651574;-38.13080360867914
1739209809.6515822;-35.57807855764607
1739209809.6515906;-38.13080360867914
1739209809.651599;-33.981070128970906
1739209809.651607;-45.120503652039325
1739209809.6516154;-45.120503652039325
1739209809.6516237;-38.13080360867914
1739209809.651632;-38.13080360867914
1739209809.6516402;-33.981070128970906
1739209809.6516485;-45.120503652039325
1739209809.6516569;-33.981070128970906
1739209809.6516652;-38.13080360867914
1739209809.6516733;-38.13080360867914
1739209809.6516817;-32.816014438256545
1739209809.65169;-38.13080360867914
1739209809.6516984;-45.120503652039325
1739209809.6517065;-38.13080360867914
1739209809.6517148;-32.816014438256545
1739209809.6517231;-45.120503652039325
1739209809.6517315;-45.120503652039325
1739209809.6517396;-38.13080360867914
1739209809.651748;-38.13080360867914
1739209809.6517563;-45.120503652039325
1739209809.6517644;-38.13080360867914
1739209809.6517727;-38.13080360867914
1739209809.651781;-38.13080360867914
1739209809.6517894;-45.120503652039325
1739209809.6517975;-45.120503652039325
1739209809.6518059;-35.57807855764607
1739209809.6518142;-38.13080360867914
1739209809.6518226;-45.120503652039325
1739209809.6518307;-45.120503652039325
1739209809.651839;-38.13080360867914
1739209809.6518474;-45.120503652039325
1739209809.6518557;-45.120503652039325
1739209809.6518638;-38.13080360867914
1739209809.6518722;-35.57807855764607
1739209809.6518805;-35.57807855764607
1739209809.6518888;-33.981070128970906
1739209809.651897;-38.13080360867914
1739209809.6519053;-38.13080360867914
1739209809.6519136;-33.981070128970906
1739209809.651922;-35.57807855764607
1739209809.65193;-45.120503652039325
1739209809.6519384;-35.57807855764607
1739209809.6519468;-38.13080360867914
1739209809.6519551;-45.120503652039325
1739209809.6519632;-38.13080360867914
1739209809.6519716;-35.57807855764607
1739209809.65198;-38.13080360867914
1739209809.6519883;-45.120503652039325
1739209809.6519964;-45.120503652039325
1739209809.6520047;-45.120503652039325
1739209809.652013;-45.120503652039325
1739209809.6520214;-38.13080360867914
1739209809.6520295;-38.13080360867914
1739209809.6520379;-38.13080360867914
1739209809.6520462;-33.981070128970906
1739209809.6520545;-45.120503652039325
1739209809.6520627;-45.120503652039325
1739209809.652071;-45.120503652039325
1739209809.6520793;-32.816014438256545
1739209809.6520877;-31.141103565318915
1739209809.6520958;-45.120503652039325
1739209809.6521041;-45.120503652039325
1739209809.6521125;-38.13080360867914
1739209809.6521208;-38.13080360867914
1739209809.652129;-38.13080360867914
1739209809.6521373;-45.120503652039325
1739209809.6521456;-45.120503652039325
1739209809.652154;-38.13080360867914
1739209809.652162;-38.13080360867914
1739209809.6521704;-45.120503652039325
1739209809.6521788;-45.120503652039325
1739209809.652187;-38.13080360867914
1739209809.6521952;-38.13080360867914
1739209809.6522036;-45.120503652039325
1739209809.652212;-38.13080360867914
1739209809.6522202;-35.57807855764607
1739209809.6522284;-38.13080360867914
1739209809.6522367;-45.120503652039325
1739209809.652245;-45.120503652039325
1739209809.6522534;-45.120503652039325
1739209809.6522615;-33.981070128970906
1739209809.6522698;-45.120503652039325
1739209809.6522782;-35.57807855764607
1739209809.6522865;-31.141103565318915
1739209809.6522946;-45.120503652039325
1739209809.652303;-45.120503652039325
1739209809.6523113;-38.13080360867914
1739209809.6523197;-38.13080360867914
1739209809.6523278;-45.120503652039325
1739209809.6523361;-45.120503652039325
1739209809.6523445;-45.120503652039325
1739209809.6523528;-33.981070128970956
1739209809.652361;-45.120503652039325
1739209809.6523693;-38.13080360867914
1739209809.6523776;-45.120503652039325
1739209809.652386;-45.120503652039325
1739209809.652394;-45.120503652039325
1739209809.6524024;-35.57807855764607
1739209809.6524107;-38.13080360867914
1739209809.652419;-45.120503652039325
1739209809.6524272;-45.120503652039325
1739209809.6524355;-35.57807855764607
1739209809.652444;-38.13080360867914
1739209809.6524522;-38.13080360867914
1739209809.6524603;-35.57807855764607
1739209809.6524687;-38.13080360867914
1739209809.652477;-35.57807855764607
1739209809.6524851;-35.57807855764607
1739209809.6524935;-38.13080360867914
1739209809.6525018;-38.13080360867914
1739209809.6525102;-38.13080360867914
1739209809.6525183;-38.13080360867914
1739209809.6525266;-45.120503652039325
1739209809.652535;-45.120503652039325
1739209809.6525433;-38.13080360867914
1739209809.6525514;-38.13080360867914
1739209809.6525598;-38.13080360867914
1739209809.652568;-45.120503652039325
1739209809.6525764;-38.13080360867914
1739209809.6525846;-35.57807855764607
1739209809.652593;-38.13080360867914
1739209809.6526012;-45.120503652039325
1739209809.6526096;-38.13080360867914
1739209809.6526177;-38.13080360867914
1739209809.652626;-45.120503652039325
1739209809.6526344;-45.120503652039325
1739209809.6526427;-38.13080360867914
1739209809.6526508;-38.13080360867914
1739209809.6526592;-38.13080360867914
1739209809.6526675;-38.13080360867914
1739209809.6526759;-45.120503652039325
1739209809.652684;-45.120503652039325
1739209809.6526923;-45.120503652039325
1739209809.6527007;-45.120503652039325
1739209809.652709;-45.120503652039325
1739209809.652717;-35.57807855764607
1739209809.6527255;-38.13080360867914
1739209809.6527338;-45.120503652039325
1739209809.6527421;-45.120503652039325
1739209809.6527503;-45.120503652039325
1739209809.6527586;-35.57807855764607
1739209809.652767;-38.13080360867914
1739209809.6527753;-45.120503652039325
1739209809.6527834;-38.13080360867914
1739209809.6527917;-38.13080360867914
1739209809.6528;-38.13080360867914
1739209809.6528084;-45.120503652039325
1739209809.6528165;-45.120503652039325
1739209809.6528249;-38.13080360867914
1739209809.6528332;-38.13080360867914
1739209809.6528416;-33.981070128970906
1739209809.6528497;-45.120503652039325
1739209809.652858;-45.120503652039325
1739209809.6528664;-38.13080360867914
1739209809.6528747;-38.13080360867914
1739209809.6528828;-45.120503652039325
1739209809.6528912;-35.57807855764607
1739209809.6528995;-45.120503652039325
1739209809.6529078;-45.120503652039325
1739209809.652916;-45.120503652039325
1739209809.6529243;-45.120503652039325
1739209809.6529326;-38.13080360867914
1739209809.652941;-45.120503652039325
1739209809.652949;-33.981070128970906
1739209809.6529574;-27.267205301931607
1739209809.6529658;-35.57807855764607
1739209809.6529741;-38.13080360867914
1739209809.6529822;-35.57807855764607
1739209809.6529906;-33.981070128970906
1739209809.652999;-38.13080360867914
1739209809.6530073;-38.13080360867914
1739209809.6530154;-45.120503652039325
1739209809.6530237;-35.57807855764607
1739209809.653032;-38.13080360867914
1739209809.6530404;-45.120503652039325
1739209809.6530485;-45.120503652039325
1739209809.6530569;-38.13080360867914
1739209809.6530652;-38.13080360867914
1739209809.6530735;-35.57807855764607
1739209809.6530817;-38.13080360867914
1739209809.65309;-45.120503652039325
1739209809.6530983;-45.120503652039325
1739209809.6531067;-45.120503652039325
1739209809.6531148;-45.120503652039325
1739209809.6531231;-45.120503652039325
1739209809.6531315;-45.120503652039325
1739209809.6531398;-45.120503652039325
1739209809.653148;-45.120503652039325
1739209809.6531563;-28.992665084841942
1739209809.6531646;-38.13080360867914
1739209809.653173;-45.120503652039325
1739209809.653181;-35.57807855764607
1739209809.6531894;-33.981070128970906
1739209809.6531978;-45.120503652039325
1739209809.6532059;-45.120503652039325
1739209809.6532142;-45.120503652039325
1739209809.6532226;-30.49652367304973
1739209809.653231;-38.13080360867914
1739209809.653239;-45.120503652039325
1739209809.6532474;-45.120503652039325
1739209809.6532557;-45.120503652039325
1739209809.653264;-45.120503652039325
1739209809.6532722;-45.120503652039325
1739209809.6532805;-45.120503652039325
1739209809.6532888;-31.141103565318915
1739209809.6532972;-38.13080360867914
1739209809.6533053;-38.13080360867914
1739209809.6533136;-45.120503652039325
1739209809.653322;-38.13080360867914
1739209809.6533303;-45.120503652039325
1739209809.6533384;-45.120503652039325
1739209809.6533468;-45.120503652039325
1739209809.6533551;-38.13080360867914
1739209809.6533635;-33.981070128970906
1739209809.6533716;-45.120503652039325
1739209809.65338;-38.13080360867914
1739209809.6533883;-38.13080360867914
1739209809.6533966;-35.57807855764607
1739209809.6534047;-38.13080360867914
1739209809.653413;-45.120503652039325
1739209809.6534214;-33.981070128970906
1739209809.6534297;-35.57807855764607
1739209809.6534379;-33.981070128970906
1739209809.6534462;-45.120503652039325
1739209809.6534545;-38.13080360867914
1739209809.653463;-45.120503652039325
1739209809.653471;-32.816014438256545
1739209809.6534793;-45.120503652039325
1739209809.6534877;-38.13080360867914
1739209809.653496;-35.57807855764607
1739209809.6535041;-45.120503652039325
1739209809.6535125;-45.120503652039325
1739209809.6535208;-45.120503652039325
1739209809.6535292;-32.816014438256545
1739209809.6535373;-45.120503652039325
1739209809.6535456;-45.120503652039325
1739209809.653554;-33.981070128970906
1739209809.6535623;-38.13080360867914
1739209809.6535704;-45.120503652039325
1739209809.6535788;-38.13080360867914
1739209809.653587;-45.120503652039325
1739209809.6535954;-45.120503652039325
1739209809.6536036;-38.13080360867914
1739209809.653612;-38.13080360867914
1739209809.6536202;-45.120503652039325
1739209809.6536286;-45.120503652039325
1739209809.6536367;-38.13080360867914
1739209809.653645;-45.120503652039325
1739209809.6536534;-45.120503652039325
1739209809.6536617;-38.13080360867914
1739209809.6536698;-45.120503652039325
1739209809.6536782;-35.57807855764607
1739209809.6536865;-38.13080360867914
1739209809.6536949;-38.13080360867914
1739209809.653703;-38.13080360867914
1739209809.6537113;-45.120503652039325
1739209809.6537197;-45.120503652039325
1739209809.653728;-33.981070128970906
1739209809.653736;-35.57807855764607
1739209809.6537445;-45.120503652039325
1739209809.6537528;-45.120503652039325
1739209809.6537611;-45.120503652039325
1739209809.6537693;-45.120503652039325
1739209809.6537776;-35.57807855764607
1739209809.653786;-38.13080360867914
1739209809.6537943;-38.13080360867914
1739209809.6538024;-38.13080360867914
1739209809.6538107;-45.120503652039325
1739209809.653819;-45.120503652039325
1739209809.6538274;-31.141103565318893
1739209809.6538355;-38.13080360867914
1739209809.6538439;-45.120503652039325
1739209809.6538522;-45.120503652039325
1739209809.6538606;-35.57807855764607
1739209809.6538687;-35.57807855764607
1739209809.653877;-38.13080360867914
1739209809.6538854;-45.120503652039325
1739209809.6538935;-45.120503652039325
1739209809.6539018;-38.13080360867914
1739209809.6539102;-45.120503652039325
1739209809.6539185;-45.120503652039325
1739209809.6539266;-38.13080360867914
1739209809.653935;-38.13080360867914
1739209809.6539433;-45.120503652039325
1739209809.6539516;-38.13080360867914
1739209809.6539598;-45.120503652039325
1739209809.653968;-45.120503652039325
1739209809.6539764;-45.120503652039325
1739209809.6539848;-38.13080360867914
1739209809.653993;-38.13080360867914
1739209809.6540012;-33.981070128970906
1739209809.6540096;-38.13080360867914
1739209809.654018;-38.13080360867914
