CAN Message; 0x98:00006359806b6f97
Timestamp;Amplitude
1739209695.644527;-45.120503652039325
1739209695.6445348;-45.120503652039325
1739209695.6445427;-32.816014438256545
1739209695.6445506;-38.13080360867914
1739209695.6445584;-38.13080360867914
1739209695.6445663;-38.13080360867914
1739209695.6445742;-38.13080360867914
1739209695.6445823;-33.981070128970906
1739209695.6445901;-38.13080360867914
1739209695.644598;-38.13080360867914
1739209695.6446059;-32.816014438256545
1739209695.6446137;-38.13080360867914
1739209695.6446216;-45.120503652039325
1739209695.6446295;-38.13080360867914
1739209695.6446373;-38.13080360867914
1739209695.6446452;-38.13080360867914
1739209695.644653;-45.120503652039325
1739209695.644661;-45.120503652039325
1739209695.6446688;-38.13080360867914
1739209695.6446767;-38.13080360867914
1739209695.6446846;-45.120503652039325
1739209695.6446924;-45.120503652039325
1739209695.6447003;-45.120503652039325
1739209695.6447084;-38.13080360867914
1739209695.6447163;-45.120503652039325
1739209695.6447241;-38.13080360867914
1739209695.644732;-35.57807855764607
1739209695.6447399;-38.13080360867914
1739209695.6447477;-38.13080360867914
1739209695.6447556;-35.57807855764607
1739209695.6447635;-33.981070128970906
1739209695.6447713;-33.981070128970906
1739209695.6447792;-45.120503652039325
1739209695.644787;-45.120503652039325
1739209695.644795;-45.120503652039325
1739209695.6448028;-38.13080360867914
1739209695.6448107;-35.57807855764607
1739209695.6448185;-38.13080360867914
1739209695.6448267;-38.13080360867914
1739209695.6448345;-26.991370085610722
1739209695.6448424;-35.57807855764607
1739209695.6448503;-45.120503652039325
1739209695.6448581;-35.57807855764607
1739209695.644866;-33.981070128970906
1739209695.6448739;-45.120503652039325
1739209695.6448817;-33.981070128970906
1739209695.6448896;-45.120503652039325
1739209695.6448975;-33.981070128970906
1739209695.6449053;-38.13080360867914
1739209695.6449132;-38.13080360867914
1739209695.644921;-45.120503652039325
1739209695.644929;-33.981070128970906
1739209695.6449368;-45.120503652039325
1739209695.6449447;-33.981070128970906
1739209695.6449528;-35.57807855764607
1739209695.6449606;-45.120503652039325
1739209695.6449685;-38.13080360867914
1739209695.6449764;-45.120503652039325
1739209695.6449842;-35.57807855764607
1739209695.644992;-38.13080360867914
1739209695.645;-45.120503652039325
1739209695.6450078;-35.57807855764607
1739209695.6450157;-35.57807855764607
1739209695.6450236;-31.141103565318915
1739209695.6450315;-45.120503652039325
1739209695.6450393;-45.120503652039325
1739209695.6450472;-35.57807855764607
1739209695.645055;-35.57807855764607
1739209695.645063;-45.120503652039325
1739209695.645071;-38.13080360867914
1739209695.645079;-38.13080360867914
1739209695.6450868;-30.49652367304976
1739209695.6450946;-45.120503652039325
1739209695.6451025;-45.120503652039325
1739209695.6451104;-38.13080360867914
1739209695.6451182;-38.13080360867914
1739209695.645126;-38.13080360867914
1739209695.645134;-35.57807855764607
1739209695.6451418;-45.120503652039325
1739209695.6451497;-28.992665084841942
1739209695.6451576;-33.981070128970906
1739209695.6451654;-45.120503652039325
1739209695.6451733;-38.13080360867914
1739209695.6451812;-35.57807855764607
1739209695.645189;-45.120503652039325
1739209695.6451972;-45.120503652039325
1739209695.645205;-35.57807855764607
1739209695.645213;-38.13080360867914
1739209695.6452208;-45.120503652039325
1739209695.6452286;-45.120503652039325
1739209695.6452365;-38.13080360867914
1739209695.6452444;-38.13080360867914
1739209695.6452522;-35.57807855764607
1739209695.64526;-38.13080360867914
1739209695.645268;-45.120503652039325
1739209695.6452758;-38.13080360867914
1739209695.6452837;-35.57807855764607
1739209695.6452916;-45.120503652039325
1739209695.6452994;-45.120503652039325
1739209695.6453073;-45.120503652039325
1739209695.6453154;-38.13080360867914
1739209695.6453233;-38.13080360867914
1739209695.6453311;-45.120503652039325
1739209695.645339;-38.13080360867914
1739209695.6453469;-38.13080360867914
1739209695.6453547;-45.120503652039325
1739209695.6453626;-45.120503652039325
1739209695.6453705;-33.981070128970906
1739209695.6453784;-38.13080360867914
1739209695.6453862;-38.13080360867914
1739209695.645394;-35.57807855764607
1739209695.645402;-45.120503652039325
1739209695.6454098;-45.120503652039325
1739209695.6454177;-38.13080360867914
1739209695.6454256;-38.13080360867914
1739209695.6454334;-45.120503652039325
1739209695.6454415;-45.120503652039325
1739209695.6454494;-38.13080360867914
1739209695.6454573;-45.120503652039325
1739209695.6454651;-35.57807855764607
1739209695.645473;-38.13080360867914
1739209695.6454809;-38.13080360867914
1739209695.6454887;-38.13080360867914
1739209695.6454966;-45.120503652039325
1739209695.6455045;-45.120503652039325
1739209695.6455123;-38.13080360867914
1739209695.6455202;-35.57807855764607
1739209695.645528;-38.13080360867914
1739209695.645536;-45.120503652039325
1739209695.6455438;-45.120503652039325
1739209695.6455517;-32.816014438256545
1739209695.6455598;-38.13080360867914
1739209695.6455677;-45.120503652039325
1739209695.6455755;-38.13080360867914
1739209695.6455834;-35.57807855764607
1739209695.6455913;-45.120503652039325
1739209695.6455991;-33.981070128970906
1739209695.645607;-38.13080360867914
1739209695.6456149;-45.120503652039325
1739209695.6456227;-45.120503652039325
1739209695.6456306;-45.120503652039325
1739209695.6456385;-38.13080360867914
1739209695.6456463;-45.120503652039325
1739209695.6456542;-45.120503652039325
1739209695.645662;-45.120503652039325
1739209695.64567;-45.120503652039325
1739209695.6456778;-45.120503652039325
1739209695.645686;-38.13080360867914
1739209695.6456938;-32.816014438256545
1739209695.6457016;-45.120503652039325
1739209695.6457095;-38.13080360867914
1739209695.6457174;-38.13080360867914
1739209695.6457253;-33.981070128970906
1739209695.645733;-38.13080360867914
1739209695.645741;-45.120503652039325
1739209695.6457489;-38.13080360867914
1739209695.6457567;-38.13080360867914
1739209695.6457646;-38.13080360867914
1739209695.6457725;-38.13080360867914
1739209695.6457803;-38.13080360867914
1739209695.6457882;-45.120503652039325
1739209695.645796;-35.57807855764607
1739209695.6458042;-35.57807855764607
1739209695.645812;-38.13080360867914
1739209695.64582;-45.120503652039325
1739209695.6458278;-45.120503652039325
1739209695.6458356;-35.57807855764607
1739209695.6458435;-45.120503652039325
1739209695.6458514;-45.120503652039325
1739209695.6458592;-38.13080360867914
1739209695.645867;-38.13080360867914
1739209695.645875;-38.13080360867914
1739209695.6458828;-45.120503652039325
1739209695.6458907;-35.57807855764607
1739209695.6458986;-35.57807855764607
1739209695.6459064;-45.120503652039325
1739209695.6459143;-31.141103565318915
1739209695.6459222;-31.141103565318893
1739209695.6459303;-32.816014438256545
1739209695.6459382;-38.13080360867914
1739209695.645946;-45.120503652039325
1739209695.645954;-38.13080360867914
1739209695.6459618;-35.57807855764607
1739209695.6459696;-38.13080360867914
1739209695.6459775;-38.13080360867914
1739209695.6459854;-33.981070128970906
1739209695.6459932;-38.13080360867914
1739209695.646001;-45.120503652039325
1739209695.646009;-45.120503652039325
1739209695.6460168;-45.120503652039325
1739209695.6460247;-45.120503652039325
1739209695.6460326;-33.981070128970906
1739209695.6460404;-33.981070128970906
1739209695.6460485;-31.141103565318915
1739209695.6460564;-45.120503652039325
1739209695.6460643;-38.13080360867914
1739209695.6460721;-38.13080360867914
1739209695.64608;-35.57807855764607
1739209695.646088;-45.120503652039325
1739209695.6460958;-38.13080360867914
1739209695.6461036;-45.120503652039325
1739209695.6461115;-45.120503652039325
1739209695.6461194;-45.120503652039325
1739209695.6461272;-45.120503652039325
1739209695.646135;-38.13080360867914
1739209695.646143;-45.120503652039325
1739209695.6461508;-45.120503652039325
1739209695.6461587;-38.13080360867914
1739209695.6461666;-38.13080360867914
1739209695.6461747;-45.120503652039325
1739209695.6461825;-38.13080360867914
1739209695.6461904;-38.13080360867914
1739209695.6461983;-38.13080360867914
1739209695.6462061;-33.981070128970906
1739209695.646214;-38.13080360867914
1739209695.6462219;-38.13080360867914
1739209695.6462297;-38.13080360867914
1739209695.6462376;-33.981070128970906
1739209695.6462455;-35.57807855764607
1739209695.6462533;-38.13080360867914
1739209695.6462612;-45.120503652039325
1739209695.646269;-38.13080360867914
1739209695.646277;-45.120503652039325
1739209695.6462848;-38.13080360867914
1739209695.646293;-45.120503652039325
1739209695.6463008;-28.992665084841942
1739209695.6463087;-45.120503652039325
1739209695.6463165;-38.13080360867914
1739209695.6463244;-45.120503652039325
1739209695.6463323;-33.981070128970906
1739209695.6463401;-45.120503652039325
1739209695.646348;-45.120503652039325
1739209695.6463559;-45.120503652039325
1739209695.6463637;-32.816014438256545
1739209695.6463716;-38.13080360867914
1739209695.6463795;-35.57807855764607
1739209695.6463873;-45.120503652039325
1739209695.6463952;-35.57807855764607
1739209695.646403;-38.13080360867914
1739209695.646411;-45.120503652039325
1739209695.646419;-45.120503652039325
1739209695.646427;-28.992665084841942
1739209695.6464348;-38.13080360867914
1739209695.6464427;-45.120503652039325
1739209695.6464505;-45.120503652039325
1739209695.6464584;-38.13080360867914
1739209695.6464663;-45.120503652039325
1739209695.6464741;-38.13080360867914
1739209695.646482;-45.120503652039325
1739209695.6464899;-38.13080360867914
1739209695.6464977;-38.13080360867914
1739209695.6465056;-33.981070128970906
1739209695.6465135;-45.120503652039325
1739209695.6465213;-35.57807855764607
1739209695.6465292;-35.57807855764607
1739209695.6465373;-38.13080360867914
1739209695.6465452;-45.120503652039325
1739209695.646553;-38.13080360867914
1739209695.646561;-38.13080360867914
1739209695.6465688;-38.13080360867914
1739209695.6465766;-35.57807855764607
1739209695.6465845;-38.13080360867914
1739209695.6465924;-45.120503652039325
1739209695.6466002;-45.120503652039325
1739209695.646608;-45.120503652039325
1739209695.646616;-38.13080360867914
1739209695.6466238;-45.120503652039325
1739209695.6466317;-38.13080360867914
1739209695.6466396;-35.57807855764607
1739209695.6466475;-35.57807855764607
1739209695.6466553;-45.120503652039325
1739209695.6466634;-45.120503652039325
1739209695.6466713;-45.120503652039325
1739209695.6466792;-45.120503652039325
1739209695.646687;-38.13080360867914
1739209695.646695;-45.120503652039325
1739209695.6467028;-45.120503652039325
1739209695.6467106;-45.120503652039325
1739209695.6467185;-32.816014438256545
1739209695.6467264;-38.13080360867914
1739209695.6467342;-38.13080360867914
1739209695.646742;-33.981070128970906
1739209695.64675;-38.13080360867914
1739209695.6467578;-38.13080360867914
1739209695.6467657;-45.120503652039325
1739209695.6467736;-38.13080360867914
1739209695.6467814;-45.120503652039325
1739209695.6467896;-45.120503652039325
1739209695.6467974;-45.120503652039325
1739209695.6468053;-38.13080360867914
1739209695.6468132;-45.120503652039325
1739209695.646821;-38.13080360867914
1739209695.646829;-45.120503652039325
1739209695.6468368;-38.13080360867914
1739209695.6468446;-45.120503652039325
1739209695.6468525;-38.13080360867914
1739209695.6468604;-45.120503652039325
1739209695.6468682;-38.13080360867914
1739209695.646876;-35.57807855764607
1739209695.646884;-38.13080360867914
1739209695.6468918;-45.120503652039325
1739209695.6468997;-45.120503652039325
1739209695.6469078;-45.120503652039325
1739209695.6469157;-38.13080360867914
1739209695.6469235;-38.13080360867914
1739209695.6469314;-45.120503652039325
1739209695.6469393;-33.981070128970956
1739209695.6469471;-45.120503652039325
1739209695.646955;-38.13080360867914
1739209695.646963;-38.13080360867914
1739209695.6469707;-45.120503652039325
1739209695.6469786;-45.120503652039325
1739209695.6469865;-45.120503652039325
1739209695.6469944;-45.120503652039325
1739209695.6470022;-31.141103565318915
1739209695.64701;-38.13080360867914
1739209695.647018;-45.120503652039325
1739209695.6470258;-38.13080360867914
1739209695.647034;-38.13080360867914
1739209695.6470418;-38.13080360867914
1739209695.6470497;-45.120503652039325
1739209695.6470575;-35.57807855764607
1739209695.6470654;-45.120503652039325
1739209695.6470733;-45.120503652039325
1739209695.6470811;-45.120503652039325
1739209695.647089;-38.13080360867914
1739209695.6470969;-38.13080360867914
1739209695.6471047;-45.120503652039325
1739209695.6471126;-45.120503652039325
1739209695.6471205;-38.13080360867914
1739209695.6471283;-30.49652367304973
1739209695.6471362;-33.981070128970906
1739209695.647144;-45.120503652039325
1739209695.6471522;-38.13080360867914
1739209695.64716;-33.981070128970906
1739209695.647168;-33.981070128970906
1739209695.6471758;-45.120503652039325
1739209695.6471837;-38.13080360867914
1739209695.6471915;-38.13080360867914
1739209695.6471994;-45.120503652039325
1739209695.6472073;-38.13080360867914
1739209695.6472151;-38.13080360867914
1739209695.647223;-38.13080360867914
1739209695.6472309;-38.13080360867914
1739209695.6472387;-38.13080360867914
1739209695.6472466;-38.13080360867914
1739209695.6472545;-32.816014438256545
1739209695.6472623;-38.13080360867914
1739209695.6472702;-45.120503652039325
1739209695.6472783;-45.120503652039325
1739209695.6472862;-45.120503652039325
1739209695.647294;-33.981070128970906
1739209695.647302;-45.120503652039325
1739209695.6473098;-45.120503652039325
1739209695.6473176;-45.120503652039325
1739209695.6473255;-38.13080360867914
1739209695.6473334;-38.13080360867914
1739209695.6473413;-45.120503652039325
1739209695.647349;-45.120503652039325
1739209695.647357;-38.13080360867914
1739209695.6473649;-45.120503652039325
1739209695.6473727;-38.13080360867914
1739209695.6473806;-38.13080360867914
1739209695.6473885;-38.13080360867914
1739209695.6473966;-45.120503652039325
1739209695.6474044;-38.13080360867914
1739209695.6474123;-32.816014438256545
1739209695.6474202;-38.13080360867914
1739209695.647428;-45.120503652039325
1739209695.647436;-45.120503652039325
1739209695.6474438;-31.141103565318915
1739209695.6474516;-28.992665084841942
1739209695.6474595;-45.120503652039325
1739209695.6474674;-38.13080360867914
1739209695.6474752;-38.13080360867914
1739209695.647483;-38.13080360867914
1739209695.647491;-38.13080360867914
