CAN Message; 0x1bb:0000b77234ec984b
Timestamp;Amplitude
1739209723.9643087;-38.13080360867914
1739209723.9643123;-35.57807855764607
1739209723.9643161;-31.141103565318915
1739209723.9643197;-45.120503652039325
1739209723.9643235;-38.13080360867914
1739209723.964327;-38.13080360867914
1739209723.964331;-32.816014438256545
1739209723.9643347;-38.13080360867914
1739209723.9643383;-45.120503652039325
1739209723.964342;-45.120503652039325
1739209723.9643457;-38.13080360867914
1739209723.9643495;-45.120503652039325
1739209723.9643533;-45.120503652039325
1739209723.964357;-45.120503652039325
1739209723.9643607;-45.120503652039325
1739209723.9643643;-45.120503652039325
1739209723.964368;-38.13080360867914
1739209723.9643717;-38.13080360867914
1739209723.9643755;-38.13080360867914
1739209723.9643793;-45.120503652039325
1739209723.964383;-45.120503652039325
1739209723.9643867;-45.120503652039325
1739209723.9643903;-33.981070128970906
1739209723.964394;-38.13080360867914
1739209723.964398;-38.13080360867914
1739209723.9644015;-45.120503652039325
1739209723.9644053;-38.13080360867914
1739209723.9644089;-35.57807855764607
1739209723.9644127;-38.13080360867914
1739209723.9644163;-38.13080360867914
1739209723.96442;-28.58837851428586
1739209723.964424;-31.141103565318915
1739209723.9644275;-38.13080360867914
1739209723.9644313;-45.120503652039325
1739209723.9644349;-45.120503652039325
1739209723.9644387;-45.120503652039325
1739209723.9644423;-45.120503652039325
1739209723.964446;-38.13080360867914
1739209723.96445;-45.120503652039325
1739209723.9644535;-38.13080360867914
1739209723.9644573;-38.13080360867914
1739209723.9644608;-45.120503652039325
1739209723.9644647;-38.13080360867914
1739209723.9644685;-45.120503652039325
1739209723.964472;-45.120503652039325
1739209723.9644759;-35.57807855764607
1739209723.9644794;-38.13080360867914
1739209723.9644833;-45.120503652039325
1739209723.9644868;-38.13080360867914
1739209723.9644907;-38.13080360867914
1739209723.9644945;-38.13080360867914
1739209723.964498;-38.13080360867914
1739209723.9645019;-38.13080360867914
1739209723.9645054;-45.120503652039325
1739209723.9645092;-38.13080360867914
1739209723.9645128;-45.120503652039325
1739209723.9645166;-45.120503652039325
1739209723.9645205;-31.141103565318893
1739209723.964524;-32.816014438256545
1739209723.9645278;-45.120503652039325
1739209723.9645314;-38.13080360867914
1739209723.9645352;-35.57807855764607
1739209723.964539;-38.13080360867914
1739209723.9645426;-45.120503652039325
1739209723.9645464;-45.120503652039325
1739209723.96455;-38.13080360867914
1739209723.9645538;-38.13080360867914
1739209723.9645574;-35.57807855764607
1739209723.9645612;-38.13080360867914
1739209723.964565;-38.13080360867914
1739209723.9645686;-38.13080360867914
1739209723.9645724;-45.120503652039325
1739209723.964576;-38.13080360867914
1739209723.9645798;-45.120503652039325
1739209723.9645836;-38.13080360867914
1739209723.9645872;-45.120503652039325
1739209723.964591;-45.120503652039325
1739209723.9645946;-35.57807855764607
1739209723.9645984;-38.13080360867914
1739209723.964602;-45.120503652039325
1739209723.9646058;-45.120503652039325
1739209723.9646096;-45.120503652039325
1739209723.9646132;-38.13080360867914
1739209723.964617;-38.13080360867914
1739209723.9646206;-45.120503652039325
1739209723.9646244;-38.13080360867914
1739209723.964628;-45.120503652039325
1739209723.9646318;-35.57807855764607
1739209723.9646356;-38.13080360867914
1739209723.9646392;-45.120503652039325
1739209723.964643;-45.120503652039325
1739209723.9646466;-45.120503652039325
1739209723.9646504;-38.13080360867914
1739209723.9646542;-38.13080360867914
1739209723.9646578;-38.13080360867914
1739209723.9646616;-45.120503652039325
1739209723.9646652;-45.120503652039325
1739209723.964669;-38.13080360867914
1739209723.9646726;-45.120503652039325
1739209723.9646764;-45.120503652039325
1739209723.9646802;-45.120503652039325
1739209723.9646838;-38.13080360867914
1739209723.9646876;-45.120503652039325
1739209723.9646912;-35.57807855764607
1739209723.964695;-38.13080360867914
1739209723.9646986;-45.120503652039325
1739209723.9647024;-45.120503652039325
1739209723.9647062;-38.13080360867914
1739209723.9647098;-33.981070128970906
1739209723.9647136;-45.120503652039325
1739209723.9647171;-45.120503652039325
1739209723.964721;-38.13080360867914
1739209723.9647248;-45.120503652039325
1739209723.9647284;-32.816014438256545
1739209723.9647322;-38.13080360867914
1739209723.9647357;-38.13080360867914
1739209723.9647396;-38.13080360867914
1739209723.9647431;-35.57807855764607
1739209723.964747;-38.13080360867914
1739209723.9647508;-45.120503652039325
1739209723.9647543;-45.120503652039325
1739209723.9647582;-38.13080360867914
1739209723.9647617;-38.13080360867914
1739209723.9647655;-35.57807855764607
1739209723.9647694;-38.13080360867914
1739209723.964773;-38.13080360867914
1739209723.9647768;-38.13080360867914
1739209723.9647803;-32.816014438256545
1739209723.9647841;-32.816014438256545
1739209723.9647877;-38.13080360867914
1739209723.9647915;-38.13080360867914
1739209723.9647954;-38.13080360867914
1739209723.964799;-38.13080360867914
1739209723.9648027;-45.120503652039325
1739209723.9648063;-33.981070128970906
1739209723.9648101;-38.13080360867914
1739209723.9648137;-38.13080360867914
1739209723.9648175;-38.13080360867914
1739209723.9648213;-38.13080360867914
1739209723.964825;-45.120503652039325
1739209723.9648287;-45.120503652039325
1739209723.9648323;-32.816014438256545
1739209723.9648361;-45.120503652039325
1739209723.96484;-31.141103565318915
1739209723.9648435;-28.58837851428586
1739209723.9648473;-45.120503652039325
1739209723.964851;-45.120503652039325
1739209723.9648547;-35.57807855764607
1739209723.9648583;-45.120503652039325
1739209723.964862;-45.120503652039325
1739209723.964866;-38.13080360867914
1739209723.9648695;-45.120503652039325
1739209723.9648733;-45.120503652039325
1739209723.964877;-38.13080360867914
1739209723.9648807;-38.13080360867914
1739209723.9648843;-35.57807855764607
1739209723.964888;-38.13080360867914
1739209723.964892;-45.120503652039325
1739209723.9648955;-45.120503652039325
1739209723.9648993;-45.120503652039325
1739209723.9649029;-45.120503652039325
1739209723.9649067;-45.120503652039325
1739209723.9649105;-38.13080360867914
1739209723.964914;-38.13080360867914
1739209723.964918;-45.120503652039325
1739209723.9649215;-38.13080360867914
1739209723.9649253;-38.13080360867914
1739209723.9649289;-29.438486411369333
1739209723.9649327;-26.991370085610722
1739209723.9649365;-45.120503652039325
1739209723.96494;-45.120503652039325
1739209723.964944;-38.13080360867914
1739209723.9649475;-33.981070128970906
1739209723.9649513;-45.120503652039325
1739209723.964955;-45.120503652039325
1739209723.9649587;-45.120503652039325
1739209723.9649625;-38.13080360867914
1739209723.964966;-45.120503652039325
1739209723.9649699;-45.120503652039325
1739209723.9649734;-45.120503652039325
1739209723.9649773;-45.120503652039325
1739209723.964981;-45.120503652039325
1739209723.9649847;-45.120503652039325
1739209723.9649885;-33.981070128970906
1739209723.964992;-45.120503652039325
1739209723.9649959;-38.13080360867914
1739209723.9649994;-38.13080360867914
1739209723.9650033;-45.120503652039325
1739209723.965007;-45.120503652039325
1739209723.9650106;-45.120503652039325
1739209723.9650145;-45.120503652039325
1739209723.965018;-38.13080360867914
1739209723.9650218;-33.981070128970906
1739209723.9650257;-45.120503652039325
1739209723.9650292;-38.13080360867914
1739209723.965033;-38.13080360867914
1739209723.9650366;-35.57807855764607
1739209723.9650404;-38.13080360867914
1739209723.965044;-45.120503652039325
1739209723.9650478;-45.120503652039325
1739209723.9650517;-45.120503652039325
1739209723.9650552;-45.120503652039325
1739209723.965059;-45.120503652039325
1739209723.9650626;-45.120503652039325
1739209723.9650664;-38.13080360867914
1739209723.96507;-38.13080360867914
1739209723.9650738;-38.13080360867914
1739209723.9650776;-38.13080360867914
1739209723.9650812;-33.981070128970906
1739209723.965085;-45.120503652039325
1739209723.9650886;-38.13080360867914
1739209723.9650924;-35.57807855764607
1739209723.9650962;-45.120503652039325
1739209723.9650998;-45.120503652039325
1739209723.9651036;-38.13080360867914
1739209723.9651072;-45.120503652039325
1739209723.965111;-38.13080360867914
1739209723.9651146;-45.120503652039325
1739209723.9651184;-45.120503652039325
1739209723.9651222;-45.120503652039325
1739209723.9651258;-38.13080360867914
1739209723.9651296;-45.120503652039325
1739209723.9651332;-45.120503652039325
1739209723.965137;-45.120503652039325
1739209723.9651408;-45.120503652039325
1739209723.9651444;-38.13080360867914
1739209723.9651482;-35.57807855764607
1739209723.9651518;-38.13080360867914
1739209723.9651556;-38.13080360867914
1739209723.9651592;-45.120503652039325
1739209723.965163;-45.120503652039325
1739209723.9651668;-45.120503652039325
1739209723.9651704;-35.57807855764607
1739209723.9651742;-33.981070128970906
1739209723.9651778;-38.13080360867914
1739209723.9651816;-38.13080360867914
1739209723.9651852;-38.13080360867914
1739209723.965189;-32.816014438256545
1739209723.9651928;-45.120503652039325
1739209723.9651964;-38.13080360867914
1739209723.9652002;-38.13080360867914
1739209723.9652038;-38.13080360867914
1739209723.9652076;-38.13080360867914
1739209723.9652114;-45.120503652039325
1739209723.965215;-45.120503652039325
1739209723.9652188;-45.120503652039325
1739209723.9652224;-45.120503652039325
1739209723.9652262;-45.120503652039325
1739209723.9652297;-45.120503652039325
1739209723.9652336;-35.57807855764607
1739209723.9652374;-38.13080360867914
1739209723.965241;-45.120503652039325
1739209723.9652448;-38.13080360867914
1739209723.9652483;-38.13080360867914
1739209723.9652522;-45.120503652039325
1739209723.9652557;-45.120503652039325
1739209723.9652596;-45.120503652039325
1739209723.9652634;-38.13080360867914
1739209723.965267;-38.13080360867914
1739209723.9652708;-38.13080360867914
1739209723.9652743;-45.120503652039325
1739209723.9652781;-38.13080360867914
1739209723.965282;-38.13080360867914
1739209723.9652855;-45.120503652039325
1739209723.9652894;-45.120503652039325
1739209723.965293;-45.120503652039325
1739209723.9652967;-38.13080360867914
1739209723.9653003;-45.120503652039325
1739209723.9653041;-33.981070128970906
1739209723.965308;-31.141103565318915
1739209723.9653115;-45.120503652039325
1739209723.9653153;-38.13080360867914
1739209723.965319;-38.13080360867914
1739209723.9653227;-25.077289914212862
1739209723.9653265;-31.141103565318893
1739209723.9653301;-45.120503652039325
1739209723.965334;-33.981070128970906
1739209723.9653375;-32.816014438256545
1739209723.9653413;-38.13080360867914
1739209723.965345;-45.120503652039325
1739209723.9653487;-45.120503652039325
1739209723.9653525;-45.120503652039325
1739209723.965356;-45.120503652039325
1739209723.96536;-38.13080360867914
