CAN Message; 0x1b8:0200906e74f3abff
1739209614.1509814;-45.120503652039325
1739209614.1509867;-35.57807855764607
1739209614.150992;-38.13080360867914
1739209614.150997;-38.13080360867914
1739209614.1510022;-38.13080360867914
1739209614.1510072;-38.13080360867914
1739209614.1510124;-28.992665084841942
1739209614.1510177;-35.57807855764607
1739209614.1510227;-45.120503652039325
1739209614.151028;-45.120503652039325
1739209614.151033;-38.13080360867914
1739209614.1510382;-38.13080360867914
1739209614.1510434;-33.981070128970906
1739209614.1510484;-45.120503652039325
1739209614.1510537;-38.13080360867914
1739209614.1510587;-45.120503652039325
1739209614.151064;-45.120503652039325
1739209614.151069;-45.120503652039325
1739209614.1510742;-45.120503652039325
1739209614.1510794;-38.13080360867914
1739209614.1510844;-45.120503652039325
1739209614.1510897;-45.120503652039325
1739209614.1510947;-45.120503652039325
1739209614.1511;-38.13080360867914
1739209614.1511052;-38.13080360867914
1739209614.1511102;-45.120503652039325
1739209614.1511154;-45.120503652039325
1739209614.1511204;-45.120503652039325
1739209614.1511257;-38.13080360867914
1739209614.151131;-45.120503652039325
1739209614.151136;-35.57807855764607
1739209614.1511412;-32.816014438256545
1739209614.1511462;-38.13080360867914
1739209614.1511514;-38.13080360867914
1739209614.1511567;-38.13080360867914
1739209614.1511617;-35.57807855764607
1739209614.151167;-45.120503652039325
1739209614.151172;-38.13080360867914
1739209614.1511772;-38.13080360867914
1739209614.1511822;-38.13080360867914
1739209614.1511874;-38.13080360867914
1739209614.1511927;-32.816014438256545
1739209614.1511977;-38.13080360867914
1739209614.151203;-45.120503652039325
1739209614.151208;-38.13080360867914
1739209614.1512132;-35.57807855764607
1739209614.1512184;-35.57807855764607
1739209614.1512234;-33.981070128970906
1739209614.1512287;-45.120503652039325
1739209614.1512337;-45.120503652039325
1739209614.151239;-45.120503652039325
1739209614.1512442;-38.13080360867914
1739209614.1512492;-38.13080360867914
1739209614.1512544;-45.120503652039325
1739209614.1512594;-45.120503652039325
1739209614.1512647;-33.981070128970906
1739209614.1512697;-38.13080360867914
1739209614.151275;-45.120503652039325
1739209614.1512802;-45.120503652039325
1739209614.1512852;-38.13080360867914
1739209614.1512904;-45.120503652039325
1739209614.1512954;-45.120503652039325
1739209614.1513007;-38.13080360867914
1739209614.151306;-33.981070128970956
1739209614.151311;-35.57807855764607
1739209614.1513162;-38.13080360867914
1739209614.1513212;-38.13080360867914
1739209614.1513264;-38.13080360867914
1739209614.1513317;-33.981070128970906
1739209614.1513367;-45.120503652039325
1739209614.151342;-38.13080360867914
1739209614.151347;-26.487275050834715
1739209614.1513522;-38.13080360867914
1739209614.1513574;-35.57807855764607
1739209614.1513624;-38.13080360867914
1739209614.1513677;-45.120503652039325
1739209614.1513727;-45.120503652039325
1739209614.151378;-35.57807855764607
1739209614.151383;-38.13080360867914
1739209614.1513882;-33.981070128970956
1739209614.1513934;-45.120503652039325
1739209614.1513984;-32.816014438256545
1739209614.1514037;-38.13080360867914
1739209614.1514087;-45.120503652039325
1739209614.151414;-45.120503652039325
1739209614.1514192;-38.13080360867914
1739209614.1514242;-35.57807855764607
1739209614.1514294;-30.49652367304973
1739209614.1514344;-45.120503652039325
1739209614.1514397;-38.13080360867914
1739209614.151445;-33.981070128970906
1739209614.15145;-35.57807855764607
1739209614.1514552;-38.13080360867914
1739209614.1514602;-38.13080360867914
1739209614.1514654;-38.13080360867914
1739209614.1514704;-35.57807855764607
1739209614.1514757;-35.57807855764607
1739209614.151481;-45.120503652039325
1739209614.151486;-45.120503652039325
1739209614.1514912;-35.57807855764607
1739209614.1514962;-35.57807855764607
1739209614.1515014;-45.120503652039325
1739209614.1515067;-45.120503652039325
1739209614.1515117;-45.120503652039325
1739209614.151517;-38.13080360867914
1739209614.151522;-38.13080360867914
1739209614.1515272;-45.120503652039325
1739209614.1515324;-45.120503652039325
1739209614.1515374;-33.981070128970906
1739209614.1515427;-45.120503652039325
1739209614.1515477;-45.120503652039325
1739209614.151553;-28.21854285175415
1739209614.1515582;-31.141103565318893
1739209614.1515632;-45.120503652039325
1739209614.1515684;-38.13080360867914
1739209614.1515734;-35.57807855764607
1739209614.1515787;-38.13080360867914
1739209614.1515837;-45.120503652039325
1739209614.151589;-33.981070128970906
1739209614.1515942;-38.13080360867914
1739209614.1515992;-45.120503652039325
1739209614.1516044;-35.57807855764607
1739209614.1516094;-35.57807855764607
1739209614.1516147;-45.120503652039325
1739209614.15162;-45.120503652039325
1739209614.151625;-35.57807855764607
1739209614.1516302;-38.13080360867914
1739209614.1516352;-38.13080360867914
1739209614.1516404;-35.57807855764607
1739209614.1516457;-38.13080360867914
1739209614.1516507;-38.13080360867914
1739209614.151656;-45.120503652039325
1739209614.151661;-38.13080360867914
1739209614.1516662;-35.57807855764607
1739209614.1516712;-38.13080360867914
1739209614.1516764;-45.120503652039325
1739209614.1516817;-45.120503652039325
1739209614.1516867;-45.120503652039325
1739209614.151692;-45.120503652039325
1739209614.151697;-38.13080360867914
1739209614.1517022;-38.13080360867914
1739209614.1517074;-38.13080360867914
1739209614.1517124;-45.120503652039325
1739209614.1517177;-45.120503652039325
1739209614.1517227;-38.13080360867914
1739209614.151728;-45.120503652039325
1739209614.1517332;-38.13080360867914
1739209614.1517382;-38.13080360867914
1739209614.1517434;-38.13080360867914
1739209614.1517484;-45.120503652039325
1739209614.1517537;-38.13080360867914
1739209614.151759;-35.57807855764607
1739209614.151764;-33.981070128970906
1739209614.1517692;-45.120503652039325
1739209614.1517742;-45.120503652039325
1739209614.1517794;-38.13080360867914
1739209614.1517844;-38.13080360867914
1739209614.1517897;-45.120503652039325
1739209614.151795;-45.120503652039325
1739209614.1518;-45.120503652039325
1739209614.1518052;-45.120503652039325
1739209614.1518102;-45.120503652039325
1739209614.1518154;-45.120503652039325
1739209614.1518207;-38.13080360867914
1739209614.1518257;-38.13080360867914
1739209614.151831;-45.120503652039325
1739209614.151836;-38.13080360867914
1739209614.1518412;-45.120503652039325
1739209614.1518464;-38.13080360867914
1739209614.1518514;-45.120503652039325
1739209614.1518567;-38.13080360867914
1739209614.1518617;-45.120503652039325
1739209614.151867;-45.120503652039325
1739209614.1518722;-38.13080360867914
1739209614.1518772;-38.13080360867914
1739209614.1518824;-45.120503652039325
1739209614.1518874;-38.13080360867914
1739209614.1518927;-33.981070128970906
1739209614.1518977;-38.13080360867914
1739209614.151903;-45.120503652039325
1739209614.1519082;-38.13080360867914
1739209614.1519132;-38.13080360867914
1739209614.1519184;-45.120503652039325
1739209614.1519234;-45.120503652039325
1739209614.1519287;-38.13080360867914
1739209614.151934;-35.57807855764607
1739209614.151939;-45.120503652039325
1739209614.1519442;-45.120503652039325
1739209614.1519492;-45.120503652039325
1739209614.1519544;-38.13080360867914
1739209614.1519597;-45.120503652039325
1739209614.1519647;-38.13080360867914
1739209614.15197;-45.120503652039325
1739209614.151975;-45.120503652039325
1739209614.1519802;-45.120503652039325
1739209614.1519852;-45.120503652039325
1739209614.1519904;-38.13080360867914
1739209614.1519957;-45.120503652039325
1739209614.1520007;-45.120503652039325
1739209614.152006;-45.120503652039325
1739209614.152011;-45.120503652039325
1739209614.1520162;-45.120503652039325
1739209614.1520214;-45.120503652039325
1739209614.1520264;-38.13080360867914
1739209614.1520317;-31.141103565318915
1739209614.1520367;-45.120503652039325
1739209614.152042;-45.120503652039325
1739209614.1520472;-33.981070128970906
1739209614.1520522;-33.981070128970906
1739209614.1520574;-33.981070128970906
1739209614.1520624;-38.13080360867914
1739209614.1520677;-45.120503652039325
1739209614.152073;-45.120503652039325
1739209614.152078;-45.120503652039325
1739209614.1520832;-38.13080360867914
1739209614.1520882;-38.13080360867914
1739209614.1520934;-31.141103565318915
1739209614.1520984;-28.992665084841942
1739209614.1521037;-45.120503652039325
1739209614.152109;-45.120503652039325
1739209614.152114;-38.13080360867914
1739209614.1521192;-35.57807855764607
1739209614.1521242;-38.13080360867914
1739209614.1521294;-38.13080360867914
1739209614.1521347;-38.13080360867914
1739209614.1521397;-38.13080360867914
1739209614.152145;-38.13080360867914
1739209614.15215;-45.120503652039325
1739209614.1521552;-45.120503652039325
1739209614.1521604;-38.13080360867914
1739209614.1521654;-38.13080360867914
1739209614.1521707;-45.120503652039325
1739209614.1521757;-33.981070128970906
1739209614.152181;-31.141103565318915
1739209614.152186;-45.120503652039325
1739209614.1521912;-45.120503652039325
1739209614.1521964;-38.13080360867914
1739209614.1522014;-32.816014438256545
1739209614.1522067;-38.13080360867914
1739209614.1522117;-45.120503652039325
1739209614.152217;-35.57807855764607
1739209614.1522222;-38.13080360867914
1739209614.1522272;-45.120503652039325
1739209614.1522324;-38.13080360867914
1739209614.1522374;-45.120503652039325
1739209614.1522427;-38.13080360867914
1739209614.152248;-45.120503652039325
1739209614.152253;-38.13080360867914
1739209614.1522582;-45.120503652039325
1739209614.1522632;-33.981070128970956
1739209614.1522684;-38.13080360867914
1739209614.1522737;-38.13080360867914
1739209614.1522787;-45.120503652039325
1739209614.152284;-38.13080360867914
1739209614.152289;-33.981070128970906
1739209614.1522942;-45.120503652039325
1739209614.1522992;-35.57807855764607
1739209614.1523044;-28.58837851428586
1739209614.1523097;-45.120503652039325
1739209614.1523147;-45.120503652039325
1739209614.15232;-38.13080360867914
1739209614.152325;-45.120503652039325
1739209614.1523302;-45.120503652039325
1739209614.1523354;-45.120503652039325
1739209614.1523404;-45.120503652039325
1739209614.1523457;-45.120503652039325
1739209614.1523507;-38.13080360867914
1739209614.152356;-45.120503652039325
1739209614.1523612;-45.120503652039325
1739209614.1523662;-38.13080360867914
1739209614.1523714;-38.13080360867914
1739209614.1523764;-45.120503652039325
1739209614.1523817;-45.120503652039325
1739209614.1523867;-45.120503652039325
1739209614.152392;-38.13080360867914
1739209614.1523972;-45.120503652039325
1739209614.1524022;-45.120503652039325
1739209614.1524074;-38.13080360867914
1739209614.1524124;-35.57807855764607
1739209614.1524177;-38.13080360867914
1739209614.152423;-38.13080360867914
1739209614.152428;-32.816014438256545
1739209614.1524332;-45.120503652039325
1739209614.1524382;-45.120503652039325
1739209614.1524434;-38.13080360867914
1739209614.1524487;-38.13080360867914
1739209614.1524537;-38.13080360867914
1739209614.152459;-35.57807855764607
1739209614.152464;-38.13080360867914
1739209614.1524692;-45.120503652039325
1739209614.1524744;-38.13080360867914
1739209614.1524794;-38.13080360867914
1739209614.1524847;-38.13080360867914
1739209614.1524897;-45.120503652039325
1739209614.152495;-38.13080360867914
1739209614.1525;-33.981070128970906
1739209614.1525052;-45.120503652039325
1739209614.1525104;-38.13080360867914
1739209614.1525154;-45.120503652039325
1739209614.1525207;-45.120503652039325
1739209614.1525257;-45.120503652039325
1739209614.152531;-45.120503652039325
1739209614.1525362;-45.120503652039325
1739209614.1525412;-38.13080360867914
1739209614.1525464;-45.120503652039325
1739209614.1525514;-38.13080360867914
1739209614.1525567;-38.13080360867914
1739209614.152562;-38.13080360867914
1739209614.152567;-45.120503652039325
1739209614.1525722;-32.816014438256545
1739209614.1525772;-38.13080360867914
1739209614.1525824;-45.120503652039325
1739209614.1525874;-38.13080360867914
1739209614.1525927;-35.57807855764607
1739209614.152598;-31.141103565318915
1739209614.152603;-45.120503652039325
1739209614.1526082;-38.13080360867914
1739209614.1526132;-35.57807855764607
1739209614.1526184;-38.13080360867914
1739209614.1526237;-45.120503652039325
1739209614.1526287;-38.13080360867914
1739209614.152634;-38.13080360867914
1739209614.152639;-45.120503652039325
1739209614.1526442;-45.120503652039325
1739209614.1526494;-38.13080360867914
1739209614.1526544;-38.13080360867914
1739209614.1526597;-45.120503652039325
1739209614.1526647;-45.120503652039325
1739209614.15267;-45.120503652039325
1739209614.1526752;-45.120503652039325
1739209614.1526802;-45.120503652039325
1739209614.1526854;-45.120503652039325
1739209614.1526904;-45.120503652039325
1739209614.1526957;-35.57807855764607
1739209614.1527007;-35.57807855764607
1739209614.152706;-45.120503652039325
1739209614.1527112;-45.120503652039325
1739209614.1527162;-38.13080360867914
1739209614.1527214;-28.992665084841942
1739209614.1527264;-45.120503652039325
1739209614.1527317;-38.13080360867914
1739209614.152737;-45.120503652039325
1739209614.152742;-38.13080360867914
1739209614.1527472;-45.120503652039325
1739209614.1527522;-33.981070128970906
1739209614.1527574;-38.13080360867914
1739209614.1527627;-32.81601443825658
1739209614.1527677;-45.120503652039325
1739209614.152773;-45.120503652039325
1739209614.152778;-45.120503652039325
1739209614.1527832;-45.120503652039325
1739209614.1527882;-45.120503652039325
1739209614.1527934;-45.120503652039325
1739209614.1527987;-45.120503652039325
1739209614.1528037;-31.141103565318915
1739209614.152809;-45.120503652039325
1739209614.152814;-45.120503652039325
1739209614.1528192;-35.57807855764607
1739209614.1528244;-38.13080360867914
1739209614.1528294;-45.120503652039325
1739209614.1528347;-38.13080360867914
1739209614.1528397;-45.120503652039325
1739209614.152845;-31.141103565318915
1739209614.1528502;-38.13080360867914
1739209614.1528552;-45.120503652039325
1739209614.1528604;-45.120503652039325
1739209614.1528654;-33.981070128970906
1739209614.1528707;-45.120503652039325
1739209614.152876;-45.120503652039325
1739209614.152881;-38.13080360867914
1739209614.1528862;-30.49652367304973
1739209614.1528912;-38.13080360867914
1739209614.1528964;-45.120503652039325
1739209614.1529014;-45.120503652039325
1739209614.1529067;-38.13080360867914
1739209614.152912;-45.120503652039325
1739209614.152917;-45.120503652039325
1739209614.1529222;-45.120503652039325
1739209614.1529272;-33.981070128970906
1739209614.1529324;-38.13080360867914
1739209614.1529377;-45.120503652039325
1739209614.1529427;-38.13080360867914
1739209614.152948;-38.13080360867914
1739209614.152953;-38.13080360867914
1739209614.1529582;-45.120503652039325
1739209614.1529634;-45.120503652039325
1739209614.1529684;-45.120503652039325
1739209614.1529737;-35.57807855764607
1739209614.1529787;-38.13080360867914
1739209614.152984;-45.120503652039325
1739209614.152989;-38.13080360867914
1739209614.1529942;-35.57807855764607
1739209614.1529994;-38.13080360867914
1739209614.1530044;-45.120503652039325
1739209614.1530097;-38.13080360867914
1739209614.1530147;-38.13080360867914
1739209614.15302;-38.13080360867914
1739209614.1530252;-45.120503652039325
1739209614.1530302;-38.13080360867914
1739209614.1530354;-45.120503652039325
1739209614.1530404;-38.13080360867914
1739209614.1530457;-38.13080360867914
1739209614.153051;-38.13080360867914
1739209614.153056;-38.13080360867914
1739209614.1530612;-38.13080360867914
1739209614.1530662;-38.13080360867914
1739209614.1530714;-33.981070128970906
1739209614.1530766;-35.57807855764607
1739209614.1530817;-38.13080360867914
1739209614.153087;-38.13080360867914
1739209614.153092;-38.13080360867914
1739209614.1530972;-45.120503652039325
1739209614.1531022;-45.120503652039325
1739209614.1531074;-38.13080360867914
1739209614.1531126;-45.120503652039325
1739209614.1531177;-45.120503652039325
1739209614.153123;-45.120503652039325
1739209614.153128;-38.13080360867914
1739209614.1531332;-45.120503652039325
1739209614.1531384;-45.120503652039325
1739209614.1531434;-38.13080360867914
1739209614.1531487;-35.57807855764607
1739209614.1531537;-33.981070128970906
1739209614.153159;-45.120503652039325
1739209614.1531641;-38.13080360867914
1739209614.1531692;-35.57807855764607
1739209614.1531744;-38.13080360867914
1739209614.1531794;-32.816014438256545
1739209614.1531847;-45.120503652039325
1739209614.1531897;-45.120503652039325
1739209614.153195;-38.13080360867914
1739209614.1532001;-38.13080360867914
1739209614.1532052;-45.120503652039325
1739209614.1532104;-45.120503652039325
1739209614.1532154;-38.13080360867914
1739209614.1532207;-45.120503652039325
1739209614.153226;-38.13080360867914
1739209614.153231;-45.120503652039325
1739209614.1532362;-38.13080360867914
1739209614.1532412;-45.120503652039325
1739209614.1532464;-38.13080360867914
1739209614.1532516;-45.120503652039325
1739209614.1532567;-45.120503652039325
1739209614.153262;-32.816014438256545
1739209614.153267;-35.57807855764607
1739209614.1532722;-38.13080360867914
1739209614.1532774;-45.120503652039325
1739209614.1532824;-38.13080360867914
1739209614.1532876;-35.57807855764607
1739209614.1532927;-45.120503652039325
1739209614.153298;-35.57807855764607
1739209614.153303;-45.120503652039325
1739209614.1533082;-38.13080360867914
1739209614.1533134;-33.981070128970906
1739209614.1533184;-38.13080360867914
1739209614.1533237;-45.120503652039325
1739209614.1533287;-45.120503652039325
1739209614.153334;-32.816014438256545
1739209614.1533391;-33.981070128970906
1739209614.1533442;-45.120503652039325
1739209614.1533494;-45.120503652039325
1739209614.1533544;-35.57807855764607
1739209614.1533597;-38.13080360867914
1739209614.153365;-35.57807855764607
1739209614.15337;-38.13080360867914
1739209614.1533751;-38.13080360867914
1739209614.1533802;-45.120503652039325
1739209614.1533854;-32.816014438256545
1739209614.1533906;-35.57807855764607
1739209614.1533957;-38.13080360867914
1739209614.153401;-35.57807855764607
1739209614.153406;-45.120503652039325
1739209614.1534111;-38.13080360867914
1739209614.1534162;-35.57807855764607
1739209614.1534214;-35.57807855764607
1739209614.1534266;-35.57807855764607
1739209614.1534317;-45.120503652039325
1739209614.153437;-35.57807855764607
1739209614.153442;-35.57807855764607
1739209614.1534472;-33.981070128970906
1739209614.1534524;-45.120503652039325
1739209614.1534574;-38.13080360867914
1739209614.1534626;-45.120503652039325
1739209614.1534677;-32.816014438256545
1739209614.153473;-30.49652367304973
1739209614.1534781;-45.120503652039325
1739209614.1534832;-45.120503652039325
1739209614.1534884;-35.57807855764607
1739209614.1534934;-35.57807855764607
1739209614.1534986;-45.120503652039325
1739209614.1535037;-38.13080360867914
1739209614.153509;-45.120503652039325
1739209614.1535141;-45.120503652039325
1739209614.1535192;-38.13080360867914
1739209614.1535244;-38.13080360867914
1739209614.1535294;-38.13080360867914
1739209614.1535347;-45.120503652039325
1739209614.15354;-38.13080360867914
1739209614.153545;-38.13080360867914
1739209614.1535501;-38.13080360867914
1739209614.1535552;-45.120503652039325
1739209614.1535604;-38.13080360867914
1739209614.1535656;-35.57807855764607
1739209614.1535707;-45.120503652039325
1739209614.153576;-38.13080360867914
1739209614.153581;-35.57807855764607
1739209614.1535861;-38.13080360867914
1739209614.1535914;-38.13080360867914
1739209614.1535964;-35.57807855764607
1739209614.1536016;-38.13080360867914
1739209614.1536067;-38.13080360867914
1739209614.153612;-38.13080360867914
1739209614.153617;-35.57807855764607
1739209614.1536222;-38.13080360867914
1739209614.1536274;-38.13080360867914
1739209614.1536324;-45.120503652039325
1739209614.1536376;-30.49652367304976
1739209614.1536427;-32.816014438256545
1739209614.153648;-38.13080360867914
1739209614.1536531;-45.120503652039325
1739209614.1536582;-45.120503652039325
1739209614.1536634;-38.13080360867914
1739209614.1536684;-45.120503652039325
1739209614.1536736;-32.816014438256545
1739209614.153679;-31.141103565318915
1739209614.153684;-38.13080360867914
1739209614.1536891;-38.13080360867914
1739209614.1536942;-45.120503652039325
1739209614.1536994;-38.13080360867914
1739209614.1537044;-45.120503652039325
1739209614.1537097;-38.13080360867914
1739209614.153715;-38.13080360867914
1739209614.15372;-45.120503652039325
1739209614.1537251;-45.120503652039325
1739209614.1537302;-45.120503652039325
1739209614.1537354;-38.13080360867914
1739209614.1537406;-33.981070128970906
1739209614.1537457;-45.120503652039325
1739209614.153751;-45.120503652039325
1739209614.153756;-45.120503652039325
1739209614.1537611;-45.120503652039325
1739209614.1537664;-38.13080360867914
1739209614.1537714;-45.120503652039325
1739209614.1537766;-38.13080360867914
1739209614.1537817;-45.120503652039325
1739209614.153787;-38.13080360867914
1739209614.1537921;-38.13080360867914
1739209614.1537971;-35.57807855764607
1739209614.1538024;-33.981070128970906
1739209614.1538074;-38.13080360867914
1739209614.1538126;-38.13080360867914
1739209614.1538177;-38.13080360867914
1739209614.153823;-32.816014438256545
1739209614.1538281;-31.141103565318915
1739209614.1538332;-33.981070128970906
1739209614.1538384;-45.120503652039325
1739209614.1538434;-45.120503652039325
1739209614.1538486;-45.120503652039325
1739209614.153854;-38.13080360867914
1739209614.153859;-38.13080360867914
1739209614.1538641;-45.120503652039325
1739209614.1538692;-45.120503652039325
1739209614.1538744;-38.13080360867914
1739209614.1538796;-35.57807855764607
1739209614.1538846;-38.13080360867914
1739209614.15389;-45.120503652039325
1739209614.153895;-45.120503652039325
1739209614.1539001;-38.13080360867914
1739209614.1539052;-45.120503652039325
1739209614.1539104;-45.120503652039325
1739209614.1539156;-38.13080360867914
1739209614.1539207;-45.120503652039325
1739209614.153926;-38.13080360867914
1739209614.153931;-33.981070128970906
1739209614.1539361;-45.120503652039325
