CAN Message; 0x62:0800359b5dcba0ff
1739209914.5225463;-45.120503652039325
1739209914.5225518;-38.13080360867914
1739209914.522557;-38.13080360867914
1739209914.5225625;-38.13080360867914
1739209914.522568;-38.13080360867914
1739209914.5225735;-38.13080360867914
1739209914.5225787;-38.13080360867914
1739209914.5225842;-38.13080360867914
1739209914.5225897;-45.120503652039325
1739209914.522595;-38.13080360867914
1739209914.5226004;-38.13080360867914
1739209914.522606;-45.120503652039325
1739209914.5226111;-38.13080360867914
1739209914.5226166;-45.120503652039325
1739209914.522622;-45.120503652039325
1739209914.5226276;-45.120503652039325
1739209914.5226328;-35.57807855764607
1739209914.5226383;-35.57807855764607
1739209914.5226438;-45.120503652039325
1739209914.522649;-38.13080360867914
1739209914.5226545;-33.981070128970906
1739209914.52266;-45.120503652039325
1739209914.5226653;-38.13080360867914
1739209914.5226707;-38.13080360867914
1739209914.5226762;-38.13080360867914
1739209914.5226817;-38.13080360867914
1739209914.522687;-33.981070128970906
1739209914.5226924;-33.981070128970906
1739209914.522698;-38.13080360867914
1739209914.5227032;-38.13080360867914
1739209914.5227087;-45.120503652039325
1739209914.5227141;-45.120503652039325
1739209914.5227194;-45.120503652039325
1739209914.5227249;-45.120503652039325
1739209914.5227304;-35.57807855764607
1739209914.5227356;-32.816014438256545
1739209914.522741;-33.981070128970906
1739209914.5227466;-38.13080360867914
1739209914.522752;-45.120503652039325
1739209914.5227573;-38.13080360867914
1739209914.5227628;-33.981070128970906
1739209914.5227683;-38.13080360867914
1739209914.5227735;-45.120503652039325
1739209914.522779;-38.13080360867914
1739209914.5227845;-33.981070128970906
1739209914.5227897;-45.120503652039325
1739209914.5227952;-38.13080360867914
1739209914.5228007;-38.13080360867914
1739209914.5228062;-45.120503652039325
1739209914.5228114;-45.120503652039325
1739209914.522817;-38.13080360867914
1739209914.5228224;-38.13080360867914
1739209914.5228276;-38.13080360867914
1739209914.522833;-45.120503652039325
1739209914.5228386;-38.13080360867914
1739209914.5228438;-35.57807855764607
1739209914.5228493;-45.120503652039325
1739209914.5228548;-45.120503652039325
1739209914.52286;-38.13080360867914
1739209914.5228655;-45.120503652039325
1739209914.522871;-45.120503652039325
1739209914.5228765;-45.120503652039325
1739209914.5228817;-45.120503652039325
1739209914.5228872;-33.981070128970906
1739209914.5228927;-33.981070128970906
1739209914.522898;-38.13080360867914
1739209914.5229034;-35.57807855764607
1739209914.522909;-45.120503652039325
1739209914.5229142;-35.57807855764607
1739209914.5229197;-45.120503652039325
1739209914.5229251;-38.13080360867914
1739209914.5229306;-35.57807855764607
1739209914.5229359;-45.120503652039325
1739209914.5229414;-45.120503652039325
1739209914.5229468;-45.120503652039325
1739209914.522952;-45.120503652039325
1739209914.5229576;-31.141103565318915
1739209914.522963;-38.13080360867914
1739209914.5229683;-45.120503652039325
1739209914.5229738;-45.120503652039325
1739209914.5229793;-38.13080360867914
1739209914.5229847;-45.120503652039325
1739209914.52299;-33.981070128970906
1739209914.5229955;-38.13080360867914
1739209914.523001;-31.14110356531892
1739209914.5230062;-45.120503652039325
1739209914.5230117;-38.13080360867914
1739209914.5230172;-32.816014438256545
1739209914.5230224;-38.13080360867914
1739209914.523028;-45.120503652039325
1739209914.5230334;-38.13080360867914
1739209914.5230386;-32.816014438256545
1739209914.523044;-31.141103565318915
1739209914.5230496;-45.120503652039325
1739209914.523055;-33.981070128970906
1739209914.5230603;-35.57807855764607
1739209914.5230658;-38.13080360867914
1739209914.5230713;-45.120503652039325
1739209914.5230765;-45.120503652039325
1739209914.523082;-45.120503652039325
1739209914.5230875;-33.981070128970956
1739209914.5230927;-45.120503652039325
1739209914.5230982;-38.13080360867914
1739209914.5231037;-45.120503652039325
1739209914.5231092;-45.120503652039325
1739209914.5231144;-45.120503652039325
1739209914.52312;-38.13080360867914
1739209914.5231254;-45.120503652039325
1739209914.5231307;-28.992665084841942
1739209914.5231361;-38.13080360867914
1739209914.5231416;-38.13080360867914
1739209914.5231469;-45.120503652039325
1739209914.5231524;-35.57807855764607
1739209914.5231578;-35.57807855764607
1739209914.523163;-45.120503652039325
1739209914.5231686;-45.120503652039325
1739209914.523174;-45.120503652039325
1739209914.5231795;-45.120503652039325
1739209914.5231848;-33.981070128970906
1739209914.5231903;-38.13080360867914
1739209914.5231957;-45.120503652039325
1739209914.523201;-38.13080360867914
1739209914.5232065;-45.120503652039325
1739209914.523212;-45.120503652039325
1739209914.5232172;-45.120503652039325
1739209914.5232227;-45.120503652039325
1739209914.5232282;-32.816014438256545
1739209914.5232337;-38.13080360867914
1739209914.523239;-45.120503652039325
1739209914.5232444;-45.120503652039325
1739209914.5232499;-38.13080360867914
1739209914.523255;-45.120503652039325
1739209914.5232606;-32.816014438256545
1739209914.523266;-32.816014438256545
1739209914.5232713;-45.120503652039325
1739209914.5232768;-45.120503652039325
1739209914.5232823;-35.57807855764607
1739209914.5232875;-38.13080360867914
1739209914.523293;-45.120503652039325
1739209914.5232985;-35.57807855764607
1739209914.523304;-45.120503652039325
1739209914.5233092;-38.13080360867914
1739209914.5233147;-35.57807855764607
1739209914.5233202;-35.57807855764607
1739209914.5233254;-45.120503652039325
1739209914.523331;-38.13080360867914
1739209914.5233364;-35.57807855764607
1739209914.5233417;-45.120503652039325
1739209914.5233471;-35.57807855764607
1739209914.5233526;-31.141103565318893
1739209914.523358;-38.13080360867914
1739209914.5233634;-45.120503652039325
1739209914.5233688;-38.13080360867914
1739209914.5233743;-38.13080360867914
1739209914.5233796;-45.120503652039325
1739209914.523385;-38.13080360867914
1739209914.5233905;-45.120503652039325
1739209914.5233958;-45.120503652039325
1739209914.5234013;-38.13080360867914
1739209914.5234067;-35.57807855764607
1739209914.5234122;-38.13080360867914
1739209914.5234175;-38.13080360867914
1739209914.523423;-38.13080360867914
1739209914.5234284;-45.120503652039325
1739209914.5234337;-45.120503652039325
1739209914.5234392;-45.120503652039325
1739209914.5234447;-45.120503652039325
1739209914.52345;-38.13080360867914
1739209914.5234554;-45.120503652039325
1739209914.5234609;-45.120503652039325
1739209914.523466;-38.13080360867914
1739209914.5234716;-45.120503652039325
1739209914.523477;-35.57807855764607
1739209914.5234826;-35.57807855764607
1739209914.5234878;-45.120503652039325
1739209914.5234933;-35.57807855764607
1739209914.5234988;-38.13080360867914
1739209914.523504;-45.120503652039325
1739209914.5235095;-45.120503652039325
1739209914.523515;-38.13080360867914
1739209914.5235202;-38.13080360867914
1739209914.5235257;-45.120503652039325
1739209914.5235312;-45.120503652039325
1739209914.5235367;-45.120503652039325
1739209914.523542;-45.120503652039325
1739209914.5235474;-38.13080360867914
1739209914.523553;-38.13080360867914
1739209914.5235581;-45.120503652039325
1739209914.5235636;-38.13080360867914
1739209914.523569;-45.120503652039325
1739209914.5235744;-38.13080360867914
1739209914.5235798;-38.13080360867914
1739209914.5235853;-38.13080360867914
1739209914.5235906;-45.120503652039325
1739209914.523596;-45.120503652039325
1739209914.5236015;-45.120503652039325
1739209914.523607;-45.120503652039325
1739209914.5236123;-38.13080360867914
1739209914.5236177;-38.13080360867914
1739209914.5236232;-32.816014438256545
1739209914.5236285;-45.120503652039325
1739209914.523634;-35.57807855764607
1739209914.5236394;-38.13080360867914
1739209914.5236447;-45.120503652039325
1739209914.5236502;-45.120503652039325
1739209914.5236557;-33.981070128970906
1739209914.5236611;-31.141103565318915
1739209914.5236664;-45.120503652039325
1739209914.5236719;-38.13080360867914
1739209914.5236773;-45.120503652039325
1739209914.5236826;-38.13080360867914
1739209914.523688;-38.13080360867914
1739209914.5236936;-45.120503652039325
1739209914.5236988;-38.13080360867914
1739209914.5237043;-38.13080360867914
1739209914.5237098;-45.120503652039325
1739209914.5237153;-45.120503652039325
1739209914.5237205;-38.13080360867914
1739209914.523726;-38.13080360867914
1739209914.5237315;-45.120503652039325
1739209914.5237367;-45.120503652039325
1739209914.5237422;-38.13080360867914
1739209914.5237477;-35.57807855764607
1739209914.523753;-45.120503652039325
1739209914.5237584;-45.120503652039325
1739209914.523764;-38.13080360867914
1739209914.5237691;-38.13080360867914
1739209914.5237746;-45.120503652039325
1739209914.52378;-35.57807855764607
1739209914.5237856;-38.13080360867914
1739209914.5237908;-38.13080360867914
1739209914.5237963;-45.120503652039325
1739209914.5238018;-38.13080360867914
1739209914.523807;-45.120503652039325
1739209914.5238125;-45.120503652039325
1739209914.523818;-35.57807855764607
1739209914.5238233;-45.120503652039325
1739209914.5238287;-38.13080360867914
1739209914.5238342;-31.141103565318915
1739209914.5238397;-38.13080360867914
1739209914.523845;-38.13080360867914
1739209914.5238504;-38.13080360867914
1739209914.523856;-38.13080360867914
1739209914.5238612;-45.120503652039325
1739209914.5238667;-38.13080360867914
1739209914.5238721;-38.13080360867914
1739209914.5238774;-33.981070128970906
1739209914.5238829;-38.13080360867914
1739209914.5238883;-45.120503652039325
1739209914.5238936;-45.120503652039325
1739209914.523899;-45.120503652039325
1739209914.5239046;-45.120503652039325
1739209914.52391;-45.120503652039325
1739209914.5239153;-45.120503652039325
1739209914.5239208;-28.992665084841942
1739209914.5239263;-38.13080360867914
1739209914.5239315;-45.120503652039325
1739209914.523937;-38.13080360867914
1739209914.5239425;-38.13080360867914
1739209914.5239477;-38.13080360867914
1739209914.5239532;-45.120503652039325
1739209914.5239587;-33.981070128970906
1739209914.5239642;-31.14110356531892
1739209914.5239694;-38.13080360867914
1739209914.523975;-35.57807855764607
1739209914.5239804;-45.120503652039325
1739209914.5239856;-45.120503652039325
1739209914.523991;-45.120503652039325
1739209914.5239966;-38.13080360867914
1739209914.5240018;-45.120503652039325
1739209914.5240073;-31.141103565318915
1739209914.5240128;-38.13080360867914
1739209914.524018;-45.120503652039325
1739209914.5240235;-38.13080360867914
1739209914.524029;-38.13080360867914
1739209914.5240345;-38.13080360867914
1739209914.5240397;-35.57807855764607
1739209914.5240452;-45.120503652039325
1739209914.5240507;-33.981070128970906
1739209914.524056;-45.120503652039325
1739209914.5240614;-45.120503652039325
1739209914.524067;-35.57807855764607
1739209914.5240722;-38.13080360867914
1739209914.5240777;-45.120503652039325
1739209914.5240831;-45.120503652039325
1739209914.5240886;-45.120503652039325
1739209914.5240939;-45.120503652039325
1739209914.5240993;-38.13080360867914
1739209914.5241048;-45.120503652039325
1739209914.52411;-45.120503652039325
1739209914.5241156;-45.120503652039325
1739209914.524121;-38.13080360867914
1739209914.5241263;-38.13080360867914
1739209914.5241318;-45.120503652039325
1739209914.5241373;-26.991370085610722
1739209914.5241427;-32.816014438256545
1739209914.524148;-38.13080360867914
1739209914.5241535;-45.120503652039325
1739209914.524159;-33.981070128970906
1739209914.5241642;-45.120503652039325
1739209914.5241697;-45.120503652039325
1739209914.5241752;-45.120503652039325
1739209914.5241804;-38.13080360867914
1739209914.524186;-45.120503652039325
1739209914.5241914;-45.120503652039325
1739209914.5241966;-45.120503652039325
1739209914.524202;-45.120503652039325
1739209914.5242076;-38.13080360867914
1739209914.524213;-38.13080360867914
1739209914.5242183;-45.120503652039325
1739209914.5242238;-28.58837851428586
1739209914.5242293;-30.49652367304973
1739209914.5242345;-45.120503652039325
1739209914.52424;-45.120503652039325
1739209914.5242455;-38.13080360867914
1739209914.5242507;-45.120503652039325
1739209914.5242562;-45.120503652039325
1739209914.5242617;-45.120503652039325
1739209914.5242672;-45.120503652039325
1739209914.5242724;-45.120503652039325
1739209914.524278;-45.120503652039325
1739209914.5242834;-45.120503652039325
1739209914.5242887;-45.120503652039325
1739209914.5242941;-33.981070128970906
1739209914.5242996;-38.13080360867914
1739209914.5243049;-45.120503652039325
1739209914.5243104;-30.49652367304973
1739209914.5243158;-29.438486411369333
1739209914.524321;-38.13080360867914
1739209914.5243266;-45.120503652039325
1739209914.524332;-45.120503652039325
1739209914.5243375;-45.120503652039325
1739209914.5243428;-45.120503652039325
1739209914.5243483;-45.120503652039325
1739209914.5243537;-35.57807855764607
1739209914.524359;-35.57807855764607
1739209914.5243645;-38.13080360867914
1739209914.52437;-45.120503652039325
1739209914.5243752;-45.120503652039325
1739209914.5243807;-31.141103565318893
1739209914.5243862;-45.120503652039325
1739209914.5243917;-45.120503652039325
1739209914.524397;-45.120503652039325
1739209914.5244024;-45.120503652039325
1739209914.5244079;-38.13080360867914
1739209914.524413;-45.120503652039325
1739209914.5244186;-45.120503652039325
1739209914.524424;-45.120503652039325
1739209914.5244293;-32.816014438256545
1739209914.5244348;-38.13080360867914
1739209914.5244403;-32.816014438256545
1739209914.5244455;-31.141103565318893
1739209914.524451;-45.120503652039325
1739209914.5244565;-45.120503652039325
1739209914.524462;-38.13080360867914
1739209914.5244672;-38.13080360867914
1739209914.5244727;-45.120503652039325
1739209914.5244782;-45.120503652039325
1739209914.5244834;-45.120503652039325
1739209914.524489;-45.120503652039325
1739209914.5244944;-38.13080360867914
1739209914.5244997;-45.120503652039325
1739209914.5245051;-45.120503652039325
1739209914.5245106;-38.13080360867914
1739209914.524516;-38.13080360867914
1739209914.5245214;-45.120503652039325
1739209914.5245268;-35.57807855764607
1739209914.5245323;-31.141103565318893
1739209914.5245376;-45.120503652039325
1739209914.524543;-45.120503652039325
1739209914.5245485;-35.57807855764607
1739209914.5245538;-35.57807855764607
1739209914.5245593;-45.120503652039325
1739209914.5245647;-45.120503652039325
1739209914.5245702;-33.981070128970906
1739209914.5245755;-38.13080360867914
1739209914.524581;-38.13080360867914
1739209914.5245864;-45.120503652039325
1739209914.5245917;-38.13080360867914
1739209914.5245972;-38.13080360867914
1739209914.5246027;-33.981070128970906
1739209914.524608;-38.13080360867914
1739209914.5246134;-38.13080360867914
1739209914.5246189;-35.57807855764607
1739209914.524624;-38.13080360867914
1739209914.5246296;-45.120503652039325
1739209914.524635;-38.13080360867914
1739209914.5246406;-38.13080360867914
1739209914.5246458;-45.120503652039325
1739209914.5246513;-38.13080360867914
1739209914.5246568;-32.816014438256545
1739209914.524662;-45.120503652039325
1739209914.5246675;-45.120503652039325
1739209914.524673;-45.120503652039325
1739209914.5246782;-38.13080360867914
1739209914.5246837;-35.57807855764607
1739209914.5246892;-45.120503652039325
1739209914.5246947;-45.120503652039325
1739209914.5247;-33.981070128970906
1739209914.5247054;-33.981070128970906
1739209914.524711;-38.13080360867914
1739209914.5247161;-45.120503652039325
1739209914.5247216;-35.57807855764607
1739209914.524727;-38.13080360867914
1739209914.5247324;-38.13080360867914
1739209914.5247378;-45.120503652039325
1739209914.5247433;-38.13080360867914
1739209914.5247486;-35.57807855764607
1739209914.524754;-33.981070128970906
1739209914.5247595;-45.120503652039325
1739209914.524765;-33.981070128970906
1739209914.5247703;-31.141103565318893
1739209914.5247757;-33.981070128970906
1739209914.5247812;-45.120503652039325
1739209914.5247865;-33.981070128970906
1739209914.524792;-33.981070128970906
1739209914.5247974;-33.981070128970906
1739209914.5248027;-45.120503652039325
1739209914.5248082;-38.13080360867914
1739209914.5248137;-38.13080360867914
1739209914.5248191;-38.13080360867914
1739209914.5248244;-45.120503652039325
1739209914.5248299;-38.13080360867914
1739209914.5248353;-38.13080360867914
1739209914.5248406;-33.981070128970906
1739209914.524846;-38.13080360867914
1739209914.5248516;-38.13080360867914
1739209914.5248568;-35.57807855764607
1739209914.5248623;-45.120503652039325
1739209914.5248678;-45.120503652039325
1739209914.5248733;-38.13080360867914
1739209914.5248785;-38.13080360867914
1739209914.524884;-38.13080360867914
1739209914.5248895;-45.120503652039325
1739209914.5248947;-38.13080360867914
1739209914.5249002;-33.981070128970906
1739209914.5249057;-33.981070128970906
1739209914.524911;-38.13080360867914
1739209914.5249164;-45.120503652039325
1739209914.524922;-38.13080360867914
1739209914.5249271;-31.14110356531892
1739209914.5249326;-38.13080360867914
1739209914.524938;-38.13080360867914
1739209914.5249436;-45.120503652039325
1739209914.5249488;-45.120503652039325
1739209914.5249543;-45.120503652039325
1739209914.5249598;-38.13080360867914
1739209914.524965;-38.13080360867914
1739209914.5249705;-28.992665084841942
1739209914.524976;-35.57807855764607
1739209914.5249813;-38.13080360867914
1739209914.5249867;-38.13080360867914
1739209914.5249922;-38.13080360867914
1739209914.5249977;-45.120503652039325
1739209914.525003;-45.120503652039325
1739209914.5250084;-38.13080360867914
1739209914.525014;-31.14110356531892
1739209914.5250192;-45.120503652039325
1739209914.5250247;-45.120503652039325
1739209914.5250301;-45.120503652039325
1739209914.5250354;-45.120503652039325
1739209914.5250409;-45.120503652039325
1739209914.5250463;-38.13080360867914
1739209914.5250516;-38.13080360867914
1739209914.525057;-30.49652367304973
1739209914.5250626;-35.57807855764607
1739209914.525068;-45.120503652039325
1739209914.5250733;-35.57807855764607
1739209914.5250788;-38.13080360867914
1739209914.5250843;-45.120503652039325
1739209914.5250895;-35.57807855764607
1739209914.525095;-35.57807855764607
1739209914.5251005;-38.13080360867914
1739209914.5251057;-45.120503652039325
1739209914.5251112;-45.120503652039325
1739209914.5251167;-38.13080360867914
1739209914.5251222;-45.120503652039325
1739209914.5251274;-45.120503652039325
1739209914.525133;-38.13080360867914
1739209914.5251384;-45.120503652039325
1739209914.5251436;-38.13080360867914
1739209914.525149;-38.13080360867914
1739209914.5251546;-38.13080360867914
1739209914.5251598;-45.120503652039325
1739209914.5251653;-45.120503652039325
1739209914.5251708;-45.120503652039325
1739209914.525176;-38.13080360867914
1739209914.5251815;-45.120503652039325
1739209914.525187;-30.49652367304973
1739209914.5251925;-32.816014438256545
1739209914.5251977;-45.120503652039325
1739209914.5252032;-45.120503652039325
1739209914.5252087;-38.13080360867914
1739209914.525214;-38.13080360867914
1739209914.5252194;-38.13080360867914
1739209914.525225;-32.816014438256545
1739209914.5252302;-45.120503652039325
1739209914.5252357;-38.13080360867914
1739209914.5252411;-38.13080360867914
1739209914.5252466;-45.120503652039325
1739209914.5252519;-45.120503652039325
1739209914.5252573;-38.13080360867914
1739209914.5252628;-38.13080360867914
1739209914.525268;-45.120503652039325
1739209914.5252736;-28.58837851428586
1739209914.525279;-29.438486411369333
1739209914.5252843;-38.13080360867914
1739209914.5252898;-45.120503652039325
1739209914.5252953;-45.120503652039325
1739209914.5253007;-45.120503652039325
1739209914.525306;-45.120503652039325
1739209914.5253115;-45.120503652039325
1739209914.525317;-45.120503652039325
1739209914.5253222;-45.120503652039325
1739209914.5253277;-45.120503652039325
1739209914.5253332;-45.120503652039325
1739209914.5253384;-38.13080360867914
1739209914.525344;-38.13080360867914
1739209914.5253494;-45.120503652039325
1739209914.5253546;-45.120503652039325
1739209914.52536;-45.120503652039325
1739209914.5253656;-45.120503652039325
1739209914.525371;-45.120503652039325
1739209914.5253763;-45.120503652039325
1739209914.5253818;-45.120503652039325
1739209914.5253873;-38.13080360867914
1739209914.5253925;-38.13080360867914
1739209914.525398;-45.120503652039325
1739209914.5254035;-35.57807855764607
1739209914.5254087;-35.57807855764607
1739209914.5254142;-45.120503652039325
1739209914.5254197;-45.120503652039325
1739209914.5254252;-32.816014438256545
1739209914.5254304;-33.981070128970906
1739209914.525436;-45.120503652039325
1739209914.5254414;-38.13080360867914
1739209914.5254467;-45.120503652039325
1739209914.5254521;-45.120503652039325
1739209914.5254576;-38.13080360867914
1739209914.5254629;-38.13080360867914
1739209914.5254683;-45.120503652039325
1739209914.5254738;-38.13080360867914
1739209914.525479;-38.13080360867914
1739209914.5254846;-45.120503652039325
1739209914.52549;-32.816014438256545
1739209914.5254955;-31.141103565318893
1739209914.5255008;-45.120503652039325
1739209914.5255063;-45.120503652039325
1739209914.5255117;-32.816014438256545
1739209914.525517;-33.981070128970906
1739209914.5255225;-45.120503652039325
1739209914.525528;-35.57807855764607
1739209914.5255332;-45.120503652039325
1739209914.5255387;-38.13080360867914
1739209914.5255442;-38.13080360867914
1739209914.5255497;-45.120503652039325
1739209914.525555;-45.120503652039325
1739209914.5255604;-38.13080360867914
1739209914.5255659;-38.13080360867914
1739209914.525571;-45.120503652039325
1739209914.5255766;-35.57807855764607
1739209914.525582;-32.816014438256545
1739209914.5255873;-45.120503652039325
1739209914.5255928;-45.120503652039325
1739209914.5255983;-45.120503652039325
1739209914.5256038;-45.120503652039325
1739209914.525609;-45.120503652039325
1739209914.5256145;-45.120503652039325
1739209914.52562;-38.13080360867914
1739209914.5256252;-45.120503652039325
1739209914.5256307;-45.120503652039325
1739209914.5256362;-45.120503652039325
1739209914.5256414;-45.120503652039325
1739209914.525647;-38.13080360867914
1739209914.5256524;-38.13080360867914
1739209914.5256577;-45.120503652039325
1739209914.5256631;-45.120503652039325
1739209914.5256686;-38.13080360867914
1739209914.525674;-35.57807855764607
1739209914.5256793;-35.57807855764607
1739209914.5256848;-38.13080360867914
1739209914.5256903;-45.120503652039325
1739209914.5256956;-45.120503652039325
1739209914.525701;-38.13080360867914
1739209914.5257065;-38.13080360867914
1739209914.5257118;-38.13080360867914
1739209914.5257173;-33.981070128970906
1739209914.5257227;-38.13080360867914
1739209914.5257282;-45.120503652039325
1739209914.5257335;-45.120503652039325
1739209914.525739;-33.981070128970906
1739209914.5257444;-32.816014438256545
1739209914.5257497;-45.120503652039325
1739209914.5257552;-45.120503652039325
1739209914.5257607;-35.57807855764607
1739209914.525766;-35.57807855764607
1739209914.5257714;-38.13080360867914
1739209914.5257769;-45.120503652039325
1739209914.525782;-45.120503652039325
1739209914.5257876;-35.57807855764607
1739209914.525793;-38.13080360867914
1739209914.5257986;-45.120503652039325
1739209914.5258038;-33.981070128970906
1739209914.5258093;-38.13080360867914
1739209914.5258148;-45.120503652039325
1739209914.52582;-45.120503652039325
1739209914.5258255;-33.981070128970906
1739209914.525831;-38.13080360867914
1739209914.5258362;-45.120503652039325
1739209914.5258417;-45.120503652039325
1739209914.5258472;-38.13080360867914
1739209914.5258527;-45.120503652039325
1739209914.525858;-45.120503652039325
1739209914.5258634;-45.120503652039325
1739209914.525869;-38.13080360867914
1739209914.5258741;-35.57807855764607
1739209914.5258796;-38.13080360867914
1739209914.525885;-45.120503652039325
1739209914.5258904;-33.981070128970906
1739209914.5258958;-35.57807855764607
1739209914.5259013;-28.992665084841942
1739209914.5259066;-28.218542851754165
1739209914.525912;-22.54371790334745
1739209914.5259175;-32.816014438256545
1739209914.525923;-38.13080360867914
