CAN Message; 0x1d3:000042e614718390
Timestamp;Amplitude
1739209753.3250322;-45.120503652039325
1739209753.325043;-31.141103565318893
1739209753.3250535;-38.13080360867914
1739209753.3250642;-38.13080360867914
1739209753.325075;-33.981070128970906
1739209753.3250856;-33.981070128970906
1739209753.3250961;-38.13080360867914
1739209753.3251069;-45.120503652039325
1739209753.3251176;-33.981070128970906
1739209753.3251283;-45.120503652039325
1739209753.3251388;-45.120503652039325
1739209753.3251495;-45.120503652039325
1739209753.3251603;-45.120503652039325
1739209753.3251708;-45.120503652039325
1739209753.3251815;-38.13080360867914
1739209753.3251922;-45.120503652039325
1739209753.325203;-38.13080360867914
1739209753.3252134;-38.13080360867914
1739209753.3252242;-38.13080360867914
1739209753.325235;-38.13080360867914
1739209753.3252454;-45.120503652039325
1739209753.325256;-45.120503652039325
1739209753.3252668;-45.120503652039325
1739209753.3252776;-38.13080360867914
1739209753.325288;-45.120503652039325
1739209753.3252988;-38.13080360867914
1739209753.3253095;-32.816014438256545
1739209753.3253202;-45.120503652039325
1739209753.3253307;-38.13080360867914
1739209753.3253415;-45.120503652039325
1739209753.3253522;-45.120503652039325
1739209753.3253627;-38.13080360867914
1739209753.3253734;-35.57807855764607
1739209753.3253841;-38.13080360867914
1739209753.3253949;-38.13080360867914
1739209753.3254054;-38.13080360867914
1739209753.325416;-38.13080360867914
1739209753.3254268;-31.141103565318893
1739209753.3254373;-33.981070128970906
1739209753.325448;-38.13080360867914
1739209753.3254588;-45.120503652039325
1739209753.3254695;-32.816014438256545
1739209753.32548;-35.57807855764607
1739209753.3254907;-45.120503652039325
1739209753.3255014;-45.120503652039325
1739209753.3255122;-45.120503652039325
1739209753.3255227;-45.120503652039325
1739209753.3255334;-45.120503652039325
1739209753.325544;-38.13080360867914
1739209753.3255546;-38.13080360867914
1739209753.3255653;-38.13080360867914
1739209753.325576;-45.120503652039325
1739209753.3255868;-38.13080360867914
1739209753.3255973;-35.57807855764607
1739209753.325608;-38.13080360867914
1739209753.3256187;-45.120503652039325
1739209753.3256292;-38.13080360867914
1739209753.32564;-32.816014438256545
1739209753.3256507;-33.981070128970906
1739209753.3256614;-45.120503652039325
1739209753.325672;-45.120503652039325
1739209753.3256826;-32.816014438256545
1739209753.3256934;-33.981070128970906
1739209753.325704;-45.120503652039325
1739209753.3257146;-45.120503652039325
1739209753.3257253;-38.13080360867914
1739209753.325736;-38.13080360867914
1739209753.3257465;-45.120503652039325
1739209753.3257573;-45.120503652039325
1739209753.325768;-35.57807855764607
1739209753.3257787;-45.120503652039325
1739209753.3257892;-38.13080360867914
1739209753.3258;-38.13080360867914
1739209753.3258107;-45.120503652039325
1739209753.3258214;-38.13080360867914
1739209753.325832;-35.57807855764607
1739209753.3258426;-38.13080360867914
1739209753.3258533;-28.21854285175415
1739209753.3258638;-32.816014438256545
1739209753.3258746;-45.120503652039325
1739209753.3258853;-45.120503652039325
1739209753.325896;-32.816014438256545
1739209753.3259065;-45.120503652039325
1739209753.3259172;-45.120503652039325
1739209753.325928;-38.13080360867914
1739209753.3259385;-45.120503652039325
1739209753.3259492;-45.120503652039325
1739209753.32596;-45.120503652039325
1739209753.3259706;-38.13080360867914
1739209753.3259811;-45.120503652039325
1739209753.3259919;-38.13080360867914
1739209753.3260026;-38.13080360867914
1739209753.3260133;-38.13080360867914
1739209753.3260238;-45.120503652039325
1739209753.3260345;-45.120503652039325
1739209753.3260453;-35.57807855764607
1739209753.3260558;-45.120503652039325
1739209753.3260665;-38.13080360867914
1739209753.3260772;-45.120503652039325
1739209753.326088;-45.120503652039325
1739209753.3260984;-45.120503652039325
1739209753.3261092;-29.438486411369333
1739209753.32612;-28.58837851428586
1739209753.3261304;-45.120503652039325
1739209753.326141;-38.13080360867914
1739209753.3261518;-32.816014438256545
1739209753.3261626;-35.57807855764607
1739209753.326173;-45.120503652039325
1739209753.3261838;-38.13080360867914
1739209753.3261945;-38.13080360867914
1739209753.3262053;-38.13080360867914
1739209753.3262157;-38.13080360867914
1739209753.3262265;-45.120503652039325
1739209753.3262372;-38.13080360867914
1739209753.3262477;-35.57807855764607
1739209753.3262584;-38.13080360867914
1739209753.3262691;-38.13080360867914
1739209753.3262799;-45.120503652039325
1739209753.3262904;-38.13080360867914
1739209753.326301;-32.816014438256545
1739209753.3263118;-38.13080360867914
1739209753.3263223;-45.120503652039325
1739209753.326333;-45.120503652039325
1739209753.3263438;-35.57807855764607
1739209753.3263545;-38.13080360867914
1739209753.326365;-38.13080360867914
1739209753.3263757;-38.13080360867914
1739209753.3263865;-38.13080360867914
1739209753.3263972;-45.120503652039325
1739209753.3264077;-35.57807855764607
1739209753.3264184;-33.981070128970906
1739209753.3264291;-38.13080360867914
1739209753.3264396;-45.120503652039325
1739209753.3264503;-45.120503652039325
1739209753.326461;-45.120503652039325
1739209753.3264718;-45.120503652039325
1739209753.3264823;-38.13080360867914
1739209753.326493;-38.13080360867914
1739209753.3265038;-38.13080360867914
1739209753.3265142;-38.13080360867914
1739209753.326525;-45.120503652039325
1739209753.3265357;-45.120503652039325
1739209753.3265464;-33.981070128970906
1739209753.326557;-45.120503652039325
1739209753.3265676;-38.13080360867914
1739209753.3265784;-38.13080360867914
1739209753.326589;-45.120503652039325
1739209753.3265996;-45.120503652039325
1739209753.3266103;-45.120503652039325
1739209753.326621;-38.13080360867914
1739209753.3266315;-33.981070128970906
1739209753.3266423;-45.120503652039325
1739209753.326653;-38.13080360867914
1739209753.3266637;-35.57807855764607
1739209753.3266742;-33.981070128970906
1739209753.326685;-38.13080360867914
1739209753.3266957;-38.13080360867914
1739209753.3267062;-38.13080360867914
1739209753.326717;-38.13080360867914
1739209753.3267276;-45.120503652039325
1739209753.3267384;-38.13080360867914
1739209753.3267488;-35.57807855764607
1739209753.3267596;-33.981070128970906
1739209753.3267703;-38.13080360867914
1739209753.326781;-38.13080360867914
1739209753.3267915;-38.13080360867914
1739209753.3268023;-38.13080360867914
1739209753.326813;-45.120503652039325
1739209753.3268235;-45.120503652039325
1739209753.3268342;-45.120503652039325
1739209753.326845;-33.981070128970906
1739209753.3268557;-45.120503652039325
1739209753.3268661;-45.120503652039325
1739209753.3268769;-45.120503652039325
1739209753.3268876;-38.13080360867914
1739209753.326898;-32.816014438256545
1739209753.3269088;-35.57807855764607
1739209753.3269196;-38.13080360867914
1739209753.3269303;-38.13080360867914
1739209753.3269408;-32.816014438256545
1739209753.3269515;-45.120503652039325
1739209753.3269622;-45.120503652039325
1739209753.326973;-38.13080360867914
1739209753.3269835;-38.13080360867914
1739209753.3269942;-33.981070128970906
1739209753.327005;-45.120503652039325
1739209753.3270154;-45.120503652039325
1739209753.3270261;-45.120503652039325
1739209753.3270369;-38.13080360867914
1739209753.3270476;-35.57807855764607
1739209753.327058;-33.981070128970906
1739209753.3270688;-31.141103565318915
1739209753.3270795;-45.120503652039325
1739209753.3270903;-45.120503652039325
1739209753.3271008;-33.981070128970906
1739209753.3271115;-45.120503652039325
1739209753.3271222;-45.120503652039325
1739209753.3271327;-45.120503652039325
1739209753.3271434;-38.13080360867914
1739209753.3271542;-38.13080360867914
1739209753.327165;-45.120503652039325
1739209753.3271754;-38.13080360867914
1739209753.327186;-38.13080360867914
1739209753.3271968;-38.13080360867914
1739209753.3272073;-45.120503652039325
1739209753.327218;-32.816014438256545
1739209753.3272288;-45.120503652039325
1739209753.3272395;-31.141103565318943
1739209753.32725;-38.13080360867914
1739209753.3272607;-35.57807855764607
1739209753.3272715;-45.120503652039325
1739209753.3272822;-45.120503652039325
1739209753.3272927;-45.120503652039325
1739209753.3273034;-38.13080360867914
1739209753.3273141;-35.57807855764607
1739209753.3273246;-30.49652367304973
1739209753.3273354;-45.120503652039325
1739209753.327346;-45.120503652039325
1739209753.3273568;-45.120503652039325
1739209753.3273673;-45.120503652039325
1739209753.327378;-45.120503652039325
1739209753.3273888;-45.120503652039325
1739209753.3273993;-45.120503652039325
1739209753.32741;-45.120503652039325
1739209753.3274207;-45.120503652039325
1739209753.3274314;-45.120503652039325
1739209753.327442;-38.13080360867914
1739209753.3274527;-38.13080360867914
1739209753.3274634;-45.120503652039325
1739209753.327474;-45.120503652039325
1739209753.3274846;-45.120503652039325
1739209753.3274953;-38.13080360867914
1739209753.327506;-35.57807855764607
1739209753.3275166;-45.120503652039325
1739209753.3275273;-45.120503652039325
1739209753.327538;-38.13080360867914
1739209753.3275487;-38.13080360867914
1739209753.3275592;-45.120503652039325
1739209753.32757;-38.13080360867914
1739209753.3275807;-35.57807855764607
1739209753.3275912;-38.13080360867914
1739209753.327602;-45.120503652039325
1739209753.3276126;-45.120503652039325
1739209753.3276234;-45.120503652039325
1739209753.3276339;-45.120503652039325
1739209753.3276446;-45.120503652039325
1739209753.3276553;-45.120503652039325
1739209753.327666;-45.120503652039325
1739209753.3276765;-45.120503652039325
1739209753.3276873;-38.13080360867914
1739209753.327698;-38.13080360867914
1739209753.3277085;-45.120503652039325
1739209753.3277192;-38.13080360867914
1739209753.32773;-35.57807855764607
1739209753.3277407;-38.13080360867914
1739209753.3277512;-38.13080360867914
1739209753.327762;-32.816014438256545
1739209753.3277726;-38.13080360867914
1739209753.327783;-45.120503652039325
1739209753.3277938;-45.120503652039325
1739209753.3278046;-38.13080360867914
1739209753.3278153;-32.816014438256545
1739209753.3278258;-33.981070128970906
1739209753.3278365;-45.120503652039325
1739209753.3278472;-35.57807855764607
1739209753.327858;-35.57807855764607
1739209753.3278685;-38.13080360867914
1739209753.3278792;-45.120503652039325
1739209753.32789;-38.13080360867914
1739209753.3279004;-35.57807855764607
1739209753.3279111;-38.13080360867914
1739209753.3279219;-38.13080360867914
1739209753.3279326;-35.57807855764607
1739209753.327943;-35.57807855764607
1739209753.3279538;-38.13080360867914
1739209753.3279645;-38.13080360867914
1739209753.327975;-35.57807855764607
1739209753.3279858;-38.13080360867914
1739209753.3279965;-45.120503652039325
1739209753.3280072;-45.120503652039325
1739209753.3280177;-38.13080360867914
1739209753.3280284;-30.49652367304973
1739209753.3280392;-45.120503652039325
1739209753.32805;-45.120503652039325
1739209753.3280604;-38.13080360867914
1739209753.328071;-45.120503652039325
1739209753.3280818;-38.13080360867914
1739209753.3280923;-45.120503652039325
1739209753.328103;-45.120503652039325
1739209753.3281138;-45.120503652039325
1739209753.3281245;-45.120503652039325
1739209753.328135;-32.816014438256545
1739209753.3281457;-38.13080360867914
1739209753.3281565;-45.120503652039325
1739209753.328167;-45.120503652039325
1739209753.3281777;-38.13080360867914
1739209753.3281884;-31.141103565318915
1739209753.3281991;-45.120503652039325
1739209753.3282096;-45.120503652039325
1739209753.3282204;-45.120503652039325
1739209753.328231;-38.13080360867914
1739209753.3282418;-45.120503652039325
1739209753.3282523;-45.120503652039325
1739209753.328263;-45.120503652039325
1739209753.3282738;-32.81601443825658
1739209753.3282843;-45.120503652039325
1739209753.328295;-38.13080360867914
1739209753.3283057;-45.120503652039325
1739209753.3283165;-45.120503652039325
1739209753.328327;-45.120503652039325
1739209753.3283377;-38.13080360867914
1739209753.3283484;-38.13080360867914
1739209753.3283591;-31.141103565318915
1739209753.3283696;-45.120503652039325
1739209753.3283803;-38.13080360867914
1739209753.328391;-38.13080360867914
1739209753.3284016;-35.57807855764607
1739209753.3284123;-35.57807855764607
1739209753.328423;-38.13080360867914
1739209753.3284338;-45.120503652039325
1739209753.3284442;-45.120503652039325
1739209753.328455;-38.13080360867914
1739209753.3284657;-45.120503652039325
1739209753.3284762;-35.57807855764607
1739209753.328487;-38.13080360867914
1739209753.3284976;-32.816014438256545
1739209753.3285084;-38.13080360867914
1739209753.3285189;-45.120503652039325
1739209753.3285296;-29.438486411369347
1739209753.3285403;-38.13080360867914
1739209753.328551;-45.120503652039325
1739209753.3285615;-45.120503652039325
1739209753.3285723;-38.13080360867914
1739209753.328583;-38.13080360867914
1739209753.3285935;-38.13080360867914
1739209753.3286042;-38.13080360867914
1739209753.328615;-31.141103565318915
1739209753.3286257;-38.13080360867914
1739209753.3286362;-45.120503652039325
1739209753.328647;-38.13080360867914
1739209753.3286576;-35.57807855764607
1739209753.328668;-38.13080360867914
1739209753.3286788;-45.120503652039325
1739209753.3286896;-45.120503652039325
1739209753.3287003;-33.981070128970906
1739209753.3287108;-45.120503652039325
1739209753.3287215;-45.120503652039325
1739209753.3287323;-38.13080360867914
1739209753.328743;-45.120503652039325
1739209753.3287535;-45.120503652039325
1739209753.3287642;-45.120503652039325
1739209753.328775;-38.13080360867914
1739209753.3287854;-45.120503652039325
1739209753.3287961;-45.120503652039325
1739209753.3288069;-45.120503652039325
1739209753.3288176;-45.120503652039325
1739209753.328828;-38.13080360867914
1739209753.3288388;-45.120503652039325
1739209753.3288496;-45.120503652039325
1739209753.32886;-45.120503652039325
1739209753.3288708;-38.13080360867914
1739209753.3288815;-38.13080360867914
1739209753.3288922;-45.120503652039325
1739209753.3289027;-45.120503652039325
1739209753.3289135;-38.13080360867914
1739209753.3289242;-35.57807855764607
1739209753.328935;-38.13080360867914
1739209753.3289454;-45.120503652039325
1739209753.3289561;-38.13080360867914
1739209753.3289669;-38.13080360867914
1739209753.3289773;-45.120503652039325
1739209753.328988;-45.120503652039325
1739209753.3289988;-45.120503652039325
1739209753.3290095;-35.57807855764607
1739209753.32902;-45.120503652039325
1739209753.3290308;-45.120503652039325
1739209753.3290415;-45.120503652039325
1739209753.329052;-45.120503652039325
1739209753.3290627;-38.13080360867914
1739209753.3290734;-38.13080360867914
1739209753.3290842;-38.13080360867914
1739209753.3290946;-38.13080360867914
1739209753.3291054;-33.981070128970906
1739209753.329116;-38.13080360867914
1739209753.3291268;-38.13080360867914
1739209753.3291373;-32.816014438256545
1739209753.329148;-33.981070128970906
1739209753.3291588;-38.13080360867914
1739209753.3291693;-38.13080360867914
1739209753.32918;-33.981070128970906
1739209753.3291907;-45.120503652039325
1739209753.3292015;-45.120503652039325
1739209753.329212;-38.13080360867914
1739209753.3292227;-35.57807855764607
1739209753.3292334;-45.120503652039325
1739209753.329244;-38.13080360867914
1739209753.3292546;-38.13080360867914
1739209753.3292654;-45.120503652039325
1739209753.329276;-35.57807855764607
1739209753.3292866;-38.13080360867914
1739209753.3292973;-45.120503652039325
1739209753.329308;-33.981070128970956
1739209753.3293188;-38.13080360867914
1739209753.3293293;-35.57807855764607
1739209753.32934;-38.13080360867914
1739209753.3293507;-45.120503652039325
1739209753.3293612;-45.120503652039325
1739209753.329372;-45.120503652039325
1739209753.3293827;-38.13080360867914
1739209753.3293934;-32.816014438256545
1739209753.3294039;-45.120503652039325
1739209753.3294146;-45.120503652039325
1739209753.3294253;-45.120503652039325
1739209753.3294358;-38.13080360867914
1739209753.3294466;-38.13080360867914
1739209753.3294573;-45.120503652039325
1739209753.329468;-45.120503652039325
1739209753.3294785;-29.438486411369333
1739209753.3294892;-38.13080360867914
1739209753.3295;-45.120503652039325
1739209753.3295107;-45.120503652039325
1739209753.3295212;-27.8777449560314
1739209753.329532;-45.120503652039325
1739209753.3295426;-45.120503652039325
1739209753.3295531;-38.13080360867914
1739209753.3295639;-45.120503652039325
1739209753.3295746;-38.13080360867914
1739209753.3295853;-45.120503652039325
1739209753.3295958;-45.120503652039325
1739209753.3296065;-32.816014438256545
1739209753.3296173;-35.57807855764607
1739209753.3296278;-45.120503652039325
1739209753.3296385;-38.13080360867914
1739209753.3296492;-38.13080360867914
1739209753.32966;-38.13080360867914
1739209753.3296704;-38.13080360867914
1739209753.3296812;-38.13080360867914
1739209753.329692;-35.57807855764607
1739209753.3297026;-33.981070128970906
1739209753.329713;-45.120503652039325
1739209753.3297238;-45.120503652039325
1739209753.3297346;-35.57807855764607
1739209753.329745;-38.13080360867914
1739209753.3297558;-38.13080360867914
1739209753.3297665;-38.13080360867914
1739209753.3297772;-38.13080360867914
1739209753.3297877;-45.120503652039325
1739209753.3297985;-45.120503652039325
1739209753.3298092;-38.13080360867914
1739209753.32982;-38.13080360867914
1739209753.3298304;-38.13080360867914
1739209753.3298411;-45.120503652039325
1739209753.3298519;-45.120503652039325
1739209753.3298624;-38.13080360867914
1739209753.329873;-38.13080360867914
1739209753.3298838;-45.120503652039325
1739209753.3298945;-45.120503652039325
1739209753.329905;-38.13080360867914
1739209753.3299158;-31.141103565318915
1739209753.3299265;-38.13080360867914
1739209753.329937;-38.13080360867914
1739209753.3299477;-45.120503652039325
1739209753.3299584;-33.981070128970906
1739209753.3299692;-38.13080360867914
1739209753.3299797;-38.13080360867914
1739209753.3299904;-45.120503652039325
1739209753.330001;-38.13080360867914
1739209753.3300118;-32.816014438256545
1739209753.3300223;-33.981070128970906
1739209753.330033;-45.120503652039325
1739209753.3300438;-45.120503652039325
1739209753.3300543;-38.13080360867914
1739209753.330065;-38.13080360867914
1739209753.3300757;-45.120503652039325
1739209753.3300865;-38.13080360867914
1739209753.330097;-45.120503652039325
1739209753.3301077;-45.120503652039325
1739209753.3301184;-32.816014438256545
1739209753.330129;-38.13080360867914
1739209753.3301396;-35.57807855764607
1739209753.3301504;-38.13080360867914
1739209753.330161;-38.13080360867914
1739209753.3301716;-27.267205301931607
1739209753.3301823;-38.13080360867914
1739209753.330193;-31.141103565318915
1739209753.3302038;-38.13080360867914
1739209753.3302143;-33.981070128970906
1739209753.330225;-38.13080360867914
1739209753.3302357;-38.13080360867914
1739209753.3302462;-45.120503652039325
1739209753.330257;-38.13080360867914
1739209753.3302677;-45.120503652039325
1739209753.3302784;-45.120503652039325
1739209753.330289;-38.13080360867914
1739209753.3302996;-45.120503652039325
1739209753.3303103;-45.120503652039325
1739209753.3303208;-45.120503652039325
1739209753.3303316;-35.57807855764607
1739209753.3303423;-33.981070128970906
1739209753.330353;-45.120503652039325
1739209753.3303635;-38.13080360867914
1739209753.3303742;-38.13080360867914
1739209753.330385;-45.120503652039325
1739209753.3303957;-45.120503652039325
1739209753.3304062;-38.13080360867914
1739209753.330417;-35.57807855764607
1739209753.3304276;-33.981070128970906
1739209753.3304381;-45.120503652039325
1739209753.3304489;-45.120503652039325
1739209753.3304596;-45.120503652039325
1739209753.3304703;-38.13080360867914
1739209753.3304808;-35.57807855764607
1739209753.3304915;-45.120503652039325
1739209753.3305023;-38.13080360867914
1739209753.3305128;-28.992665084841942
1739209753.3305235;-38.13080360867914
1739209753.3305342;-45.120503652039325
1739209753.330545;-35.57807855764607
1739209753.3305554;-38.13080360867914
1739209753.3305662;-45.120503652039325
1739209753.330577;-38.13080360867914
1739209753.3305876;-38.13080360867914
1739209753.330598;-30.49652367304973
1739209753.3306088;-38.13080360867914
1739209753.3306196;-38.13080360867914
1739209753.33063;-45.120503652039325
1739209753.3306408;-38.13080360867914
1739209753.3306515;-35.57807855764607
1739209753.3306623;-38.13080360867914
1739209753.3306727;-45.120503652039325
1739209753.3306835;-31.141103565318915
1739209753.3306942;-33.981070128970906
1739209753.3307047;-45.120503652039325
1739209753.3307154;-45.120503652039325
1739209753.3307261;-45.120503652039325
1739209753.3307369;-45.120503652039325
1739209753.3307474;-45.120503652039325
1739209753.330758;-35.57807855764607
1739209753.3307688;-38.13080360867914
1739209753.3307796;-45.120503652039325
1739209753.33079;-45.120503652039325
1739209753.3308008;-35.57807855764607
1739209753.3308115;-35.57807855764607
1739209753.330822;-45.120503652039325
1739209753.3308327;-38.13080360867914
1739209753.3308434;-38.13080360867914
1739209753.3308542;-33.981070128970906
1739209753.3308647;-45.120503652039325
1739209753.3308754;-38.13080360867914
1739209753.3308861;-32.816014438256545
1739209753.3308966;-35.57807855764607
1739209753.3309073;-38.13080360867914
1739209753.330918;-45.120503652039325
1739209753.3309288;-35.57807855764607
1739209753.3309393;-35.57807855764607
1739209753.33095;-38.13080360867914
1739209753.3309608;-38.13080360867914
1739209753.3309715;-32.816014438256545
1739209753.330982;-38.13080360867914
1739209753.3309927;-45.120503652039325
1739209753.3310034;-38.13080360867914
1739209753.331014;-45.120503652039325
1739209753.3310246;-45.120503652039325
1739209753.3310354;-45.120503652039325
1739209753.331046;-45.120503652039325
1739209753.3310566;-45.120503652039325
1739209753.3310673;-38.13080360867914
1739209753.331078;-45.120503652039325
1739209753.3310885;-45.120503652039325
1739209753.3310993;-45.120503652039325
1739209753.33111;-35.57807855764607
1739209753.3311207;-32.816014438256545
1739209753.3311312;-38.13080360867914
1739209753.331142;-45.120503652039325
1739209753.3311527;-38.13080360867914
1739209753.3311634;-32.816014438256545
1739209753.331174;-38.13080360867914
1739209753.3311846;-45.120503652039325
1739209753.3311954;-38.13080360867914
1739209753.3312058;-45.120503652039325
1739209753.3312166;-45.120503652039325
1739209753.3312273;-35.57807855764607
1739209753.331238;-38.13080360867914
1739209753.3312485;-45.120503652039325
1739209753.3312593;-45.120503652039325
1739209753.33127;-38.13080360867914
1739209753.3312807;-38.13080360867914
1739209753.3312912;-45.120503652039325
1739209753.331302;-45.120503652039325
1739209753.3313127;-38.13080360867914
1739209753.3313231;-38.13080360867914
1739209753.3313339;-45.120503652039325
1739209753.3313446;-45.120503652039325
1739209753.3313553;-38.13080360867914
1739209753.3313658;-38.13080360867914
1739209753.3313766;-28.21854285175415
1739209753.3313873;-38.13080360867914
1739209753.3313978;-38.13080360867914
1739209753.3314085;-45.120503652039325
1739209753.3314192;-35.57807855764607
1739209753.33143;-45.120503652039325
1739209753.3314404;-38.13080360867914
1739209753.3314512;-38.13080360867914
1739209753.331462;-45.120503652039325
1739209753.3314726;-38.13080360867914
1739209753.3314831;-35.57807855764607
1739209753.3314939;-33.981070128970906
1739209753.3315046;-45.120503652039325
1739209753.331515;-38.13080360867914
1739209753.3315258;-45.120503652039325
1739209753.3315365;-38.13080360867914
1739209753.3315473;-45.120503652039325
1739209753.3315578;-45.120503652039325
1739209753.3315685;-35.57807855764607
1739209753.3315792;-38.13080360867914
1739209753.3315897;-45.120503652039325
1739209753.3316004;-38.13080360867914
1739209753.3316112;-38.13080360867914
1739209753.331622;-45.120503652039325
1739209753.3316324;-28.21854285175415
1739209753.331643;-32.816014438256545
1739209753.3316538;-45.120503652039325
1739209753.3316646;-38.13080360867914
1739209753.331675;-35.57807855764607
1739209753.3316858;-35.57807855764607
1739209753.3316965;-45.120503652039325
1739209753.331707;-38.13080360867914
1739209753.3317177;-38.13080360867914
1739209753.3317285;-45.120503652039325
1739209753.3317392;-45.120503652039325
1739209753.3317497;-38.13080360867914
1739209753.3317604;-38.13080360867914
1739209753.3317711;-38.13080360867914
1739209753.3317816;-35.57807855764607
1739209753.3317924;-45.120503652039325
1739209753.331803;-30.49652367304973
1739209753.3318138;-32.816014438256545
1739209753.3318243;-38.13080360867914
1739209753.331835;-38.13080360867914
1739209753.3318458;-38.13080360867914
1739209753.3318565;-45.120503652039325
1739209753.331867;-35.57807855764607
1739209753.3318777;-38.13080360867914
1739209753.3318884;-45.120503652039325
1739209753.331899;-45.120503652039325
1739209753.3319097;-38.13080360867914
1739209753.3319204;-45.120503652039325
1739209753.331931;-45.120503652039325
1739209753.3319416;-38.13080360867914
1739209753.3319523;-38.13080360867914
1739209753.331963;-38.13080360867914
1739209753.3319736;-45.120503652039325
1739209753.3319843;-45.120503652039325
1739209753.331995;-38.13080360867914
1739209753.3320057;-45.120503652039325
1739209753.3320162;-45.120503652039325
1739209753.332027;-38.13080360867914
1739209753.3320377;-35.57807855764607
1739209753.3320484;-45.120503652039325
1739209753.332059;-38.13080360867914
1739209753.3320696;-38.13080360867914
1739209753.3320804;-38.13080360867914
1739209753.3320909;-38.13080360867914
1739209753.3321016;-38.13080360867914
1739209753.3321123;-31.141103565318915
1739209753.332123;-38.13080360867914
1739209753.3321335;-45.120503652039325
1739209753.3321443;-45.120503652039325
1739209753.332155;-45.120503652039325
1739209753.3321655;-35.57807855764607
1739209753.3321762;-38.13080360867914
1739209753.332187;-45.120503652039325
1739209753.3321977;-45.120503652039325
1739209753.3322082;-38.13080360867914
1739209753.332219;-38.13080360867914
1739209753.3322296;-38.13080360867914
1739209753.3322403;-38.13080360867914
1739209753.3322508;-45.120503652039325
1739209753.3322616;-38.13080360867914
1739209753.3322723;-45.120503652039325
1739209753.3322828;-45.120503652039325
1739209753.3322935;-38.13080360867914
1739209753.3323042;-45.120503652039325
1739209753.332315;-45.120503652039325
1739209753.3323255;-33.981070128970906
1739209753.3323362;-38.13080360867914
1739209753.332347;-38.13080360867914
1739209753.3323574;-35.57807855764607
1739209753.3323681;-45.120503652039325
1739209753.3323789;-45.120503652039325
1739209753.3323896;-45.120503652039325
1739209753.3324;-33.981070128970906
1739209753.3324108;-38.13080360867914
1739209753.3324215;-45.120503652039325
1739209753.3324323;-45.120503652039325
1739209753.3324428;-45.120503652039325
1739209753.3324535;-45.120503652039325
1739209753.3324642;-33.981070128970906
1739209753.3324747;-45.120503652039325
1739209753.3324854;-45.120503652039325
1739209753.3324962;-33.981070128970906
1739209753.332507;-38.13080360867914
1739209753.3325174;-45.120503652039325
1739209753.332528;-45.120503652039325
1739209753.3325388;-38.13080360867914
1739209753.3325496;-38.13080360867914
1739209753.33256;-45.120503652039325
1739209753.3325708;-45.120503652039325
1739209753.3325815;-45.120503652039325
1739209753.332592;-45.120503652039325
1739209753.3326027;-38.13080360867914
1739209753.3326135;-35.57807855764607
1739209753.3326242;-38.13080360867914
