CAN Message; 0x77:bd91c008c1b4575c
1739209796.6847007;-38.13080360867914
1739209796.6847215;-38.13080360867914
1739209796.6847422;-45.120503652039325
1739209796.6847627;-38.13080360867914
1739209796.6847835;-45.120503652039325
1739209796.684804;-33.981070128970956
1739209796.6848247;-45.120503652039325
1739209796.6848454;-45.120503652039325
1739209796.684866;-45.120503652039325
1739209796.6848867;-45.120503652039325
1739209796.6849072;-45.120503652039325
1739209796.684928;-45.120503652039325
1739209796.6849484;-29.438486411369333
1739209796.6849692;-28.58837851428586
1739209796.68499;-45.120503652039325
1739209796.6850104;-38.13080360867914
1739209796.6850312;-35.57807855764607
1739209796.6850517;-38.13080360867914
1739209796.6850724;-45.120503652039325
1739209796.685093;-38.13080360867914
1739209796.6851137;-38.13080360867914
1739209796.6851344;-45.120503652039325
1739209796.685155;-38.13080360867914
1739209796.6851757;-38.13080360867914
1739209796.6851962;-38.13080360867914
1739209796.685217;-38.13080360867914
1739209796.6852374;-45.120503652039325
1739209796.6852582;-45.120503652039325
1739209796.685279;-38.13080360867914
1739209796.6852994;-45.120503652039325
1739209796.6853201;-45.120503652039325
1739209796.6853406;-45.120503652039325
1739209796.6853614;-38.13080360867914
1739209796.685382;-45.120503652039325
1739209796.6854026;-45.120503652039325
1739209796.6854234;-45.120503652039325
1739209796.6854439;-38.13080360867914
1739209796.6854646;-28.992665084841942
1739209796.6854851;-35.57807855764607
1739209796.6855059;-38.13080360867914
1739209796.6855266;-38.13080360867914
1739209796.685547;-33.981070128970906
1739209796.6855679;-45.120503652039325
1739209796.6855884;-45.120503652039325
1739209796.685609;-38.13080360867914
1739209796.6856296;-35.57807855764607
1739209796.6856503;-45.120503652039325
1739209796.685671;-45.120503652039325
1739209796.6856916;-38.13080360867914
1739209796.6857123;-45.120503652039325
1739209796.6857328;-45.120503652039325
1739209796.6857536;-45.120503652039325
1739209796.685774;-38.13080360867914
1739209796.6857948;-28.992665084841942
1739209796.6858156;-45.120503652039325
1739209796.685836;-45.120503652039325
1739209796.6858568;-38.13080360867914
1739209796.6858773;-38.13080360867914
1739209796.685898;-38.13080360867914
1739209796.6859186;-38.13080360867914
1739209796.6859393;-45.120503652039325
1739209796.68596;-32.816014438256545
1739209796.6859806;-38.13080360867914
1739209796.6860013;-45.120503652039325
1739209796.6860218;-45.120503652039325
1739209796.6860425;-38.13080360867914
1739209796.6860633;-45.120503652039325
1739209796.6860838;-38.13080360867914
1739209796.6861045;-45.120503652039325
1739209796.686125;-31.141103565318915
1739209796.6861458;-33.981070128970906
1739209796.6861663;-38.13080360867914
1739209796.686187;-38.13080360867914
1739209796.6862078;-38.13080360867914
1739209796.6862283;-35.57807855764607
1739209796.686249;-38.13080360867914
1739209796.6862695;-38.13080360867914
1739209796.6862903;-30.49652367304973
1739209796.6863108;-33.981070128970906
1739209796.6863315;-45.120503652039325
1739209796.6863523;-45.120503652039325
1739209796.6863728;-38.13080360867914
1739209796.6863935;-32.816014438256545
1739209796.686414;-33.981070128970906
1739209796.6864347;-45.120503652039325
1739209796.6864552;-38.13080360867914
1739209796.686476;-33.981070128970906
1739209796.6864967;-45.120503652039325
1739209796.6865172;-45.120503652039325
1739209796.686538;-38.13080360867914
1739209796.6865585;-35.57807855764607
1739209796.6865792;-38.13080360867914
1739209796.6865997;-38.13080360867914
1739209796.6866205;-31.141103565318915
1739209796.6866412;-28.992665084841942
1739209796.6866617;-33.981070128970906
1739209796.6866825;-45.120503652039325
1739209796.686703;-38.13080360867914
1739209796.6867237;-38.13080360867914
1739209796.6867445;-38.13080360867914
1739209796.686765;-38.13080360867914
1739209796.6867857;-38.13080360867914
1739209796.6868062;-38.13080360867914
1739209796.686827;-45.120503652039325
1739209796.6868474;-45.120503652039325
1739209796.6868682;-45.120503652039325
1739209796.686889;-35.57807855764607
1739209796.6869094;-38.13080360867914
1739209796.6869302;-45.120503652039325
1739209796.6869507;-38.13080360867914
1739209796.6869714;-33.981070128970906
1739209796.686992;-38.13080360867914
1739209796.6870127;-45.120503652039325
1739209796.6870334;-38.13080360867914
1739209796.687054;-45.120503652039325
1739209796.6870747;-45.120503652039325
1739209796.6870952;-38.13080360867914
1739209796.687116;-38.13080360867914
1739209796.6871364;-45.120503652039325
1739209796.6871572;-45.120503652039325
1739209796.687178;-45.120503652039325
1739209796.6871984;-45.120503652039325
1739209796.6872191;-38.13080360867914
1739209796.6872396;-45.120503652039325
1739209796.6872604;-38.13080360867914
1739209796.6872811;-38.13080360867914
1739209796.6873016;-38.13080360867914
1739209796.6873224;-38.13080360867914
1739209796.687343;-45.120503652039325
1739209796.6873636;-38.13080360867914
1739209796.6873841;-38.13080360867914
1739209796.6874049;-38.13080360867914
1739209796.6874256;-38.13080360867914
1739209796.687446;-38.13080360867914
1739209796.6874669;-33.981070128970906
1739209796.6874874;-45.120503652039325
1739209796.687508;-35.57807855764607
1739209796.6875286;-35.57807855764607
1739209796.6875494;-38.13080360867914
1739209796.68757;-38.13080360867914
1739209796.6875906;-45.120503652039325
1739209796.6876113;-45.120503652039325
1739209796.6876318;-45.120503652039325
1739209796.6876526;-38.13080360867914
1739209796.687673;-38.13080360867914
1739209796.6876938;-45.120503652039325
1739209796.6877146;-38.13080360867914
1739209796.687735;-35.57807855764607
1739209796.6877558;-45.120503652039325
1739209796.6877763;-38.13080360867914
1739209796.687797;-31.141103565318915
1739209796.6878176;-45.120503652039325
1739209796.6878383;-45.120503652039325
1739209796.687859;-45.120503652039325
1739209796.6878796;-33.981070128970906
1739209796.6879003;-45.120503652039325
1739209796.6879208;-45.120503652039325
1739209796.6879416;-45.120503652039325
1739209796.6879623;-45.120503652039325
1739209796.6879828;-38.13080360867914
1739209796.6880035;-45.120503652039325
1739209796.688024;-45.120503652039325
1739209796.6880448;-35.57807855764607
1739209796.6880653;-30.49652367304973
1739209796.688086;-45.120503652039325
1739209796.6881068;-45.120503652039325
1739209796.6881273;-32.816014438256545
1739209796.688148;-38.13080360867914
1739209796.6881685;-45.120503652039325
1739209796.6881893;-38.13080360867914
1739209796.6882098;-31.141103565318915
1739209796.6882305;-38.13080360867914
1739209796.6882513;-38.13080360867914
1739209796.6882718;-33.981070128970906
1739209796.6882925;-45.120503652039325
1739209796.688313;-33.981070128970906
1739209796.6883337;-38.13080360867914
1739209796.6883543;-45.120503652039325
1739209796.688375;-38.13080360867914
1739209796.6883957;-31.141103565318915
1739209796.6884162;-45.120503652039325
1739209796.688437;-38.13080360867914
1739209796.6884575;-35.57807855764607
1739209796.6884782;-38.13080360867914
1739209796.688499;-45.120503652039325
1739209796.6885195;-45.120503652039325
1739209796.6885402;-45.120503652039325
1739209796.6885607;-45.120503652039325
1739209796.6885815;-45.120503652039325
1739209796.688602;-45.120503652039325
1739209796.6886227;-45.120503652039325
1739209796.6886435;-38.13080360867914
1739209796.688664;-38.13080360867914
1739209796.6886847;-38.13080360867914
1739209796.6887052;-38.13080360867914
1739209796.688726;-38.13080360867914
1739209796.6887465;-38.13080360867914
1739209796.6887672;-38.13080360867914
1739209796.688788;-38.13080360867914
1739209796.6888084;-45.120503652039325
1739209796.6888292;-45.120503652039325
1739209796.6888497;-38.13080360867914
1739209796.6888704;-45.120503652039325
1739209796.688891;-45.120503652039325
1739209796.6889117;-45.120503652039325
1739209796.6889324;-45.120503652039325
1739209796.688953;-38.13080360867914
1739209796.6889737;-35.57807855764607
1739209796.6889942;-38.13080360867914
1739209796.689015;-45.120503652039325
1739209796.6890354;-45.120503652039325
1739209796.6890562;-38.13080360867914
1739209796.689077;-45.120503652039325
1739209796.6890974;-38.13080360867914
1739209796.6891181;-38.13080360867914
1739209796.6891387;-33.981070128970906
1739209796.6891594;-35.57807855764607
1739209796.6891801;-38.13080360867914
1739209796.6892006;-45.120503652039325
1739209796.6892214;-38.13080360867914
1739209796.689242;-38.13080360867914
1739209796.6892626;-45.120503652039325
1739209796.6892831;-45.120503652039325
1739209796.6893039;-38.13080360867914
1739209796.6893246;-38.13080360867914
1739209796.6893451;-45.120503652039325
1739209796.6893659;-45.120503652039325
1739209796.6893864;-35.57807855764607
1739209796.689407;-45.120503652039325
1739209796.6894276;-45.120503652039325
1739209796.6894484;-38.13080360867914
1739209796.689469;-38.13080360867914
1739209796.6894896;-38.13080360867914
1739209796.6895103;-38.13080360867914
1739209796.6895308;-33.981070128970906
1739209796.6895516;-38.13080360867914
1739209796.689572;-38.13080360867914
1739209796.6895928;-38.13080360867914
1739209796.6896136;-38.13080360867914
1739209796.689634;-38.13080360867914
1739209796.6896548;-38.13080360867914
1739209796.6896753;-38.13080360867914
1739209796.689696;-35.57807855764607
1739209796.6897166;-35.57807855764607
1739209796.6897373;-38.13080360867914
1739209796.689758;-45.120503652039325
1739209796.6897786;-45.120503652039325
1739209796.6897993;-33.981070128970906
1739209796.6898198;-38.13080360867914
1739209796.6898406;-38.13080360867914
1739209796.6898613;-38.13080360867914
1739209796.6898818;-33.981070128970906
1739209796.6899025;-38.13080360867914
1739209796.689923;-38.13080360867914
1739209796.6899438;-30.49652367304973
1739209796.6899643;-38.13080360867914
1739209796.689985;-45.120503652039325
1739209796.6900058;-38.13080360867914
1739209796.6900263;-38.13080360867914
1739209796.690047;-38.13080360867914
1739209796.6900675;-45.120503652039325
1739209796.6900883;-38.13080360867914
1739209796.6901088;-38.13080360867914
1739209796.6901295;-45.120503652039325
1739209796.6901503;-45.120503652039325
1739209796.6901708;-38.13080360867914
1739209796.6901915;-38.13080360867914
1739209796.690212;-33.981070128970906
1739209796.6902328;-38.13080360867914
1739209796.6902533;-45.120503652039325
1739209796.690274;-32.816014438256545
1739209796.6902947;-38.13080360867914
1739209796.6903152;-38.13080360867914
1739209796.690336;-38.13080360867914
1739209796.6903565;-32.816014438256545
1739209796.6903772;-33.981070128970906
1739209796.690398;-38.13080360867914
1739209796.6904185;-45.120503652039325
1739209796.6904392;-45.120503652039325
1739209796.6904597;-33.981070128970906
1739209796.6904805;-31.141103565318915
1739209796.690501;-35.57807855764607
1739209796.6905217;-33.981070128970906
1739209796.6905425;-38.13080360867914
1739209796.690563;-45.120503652039325
1739209796.6905837;-45.120503652039325
1739209796.6906042;-38.13080360867914
1739209796.690625;-45.120503652039325
1739209796.6906455;-38.13080360867914
1739209796.6906662;-38.13080360867914
1739209796.690687;-45.120503652039325
1739209796.6907074;-45.120503652039325
1739209796.6907282;-38.13080360867914
1739209796.6907487;-35.57807855764607
1739209796.6907694;-45.120503652039325
1739209796.69079;-33.981070128970906
1739209796.6908107;-27.267205301931607
1739209796.6908314;-45.120503652039325
1739209796.690852;-45.120503652039325
1739209796.6908727;-38.13080360867914
1739209796.6908932;-33.981070128970906
1739209796.690914;-38.13080360867914
1739209796.6909344;-45.120503652039325
1739209796.6909552;-45.120503652039325
1739209796.690976;-35.57807855764607
1739209796.6909964;-45.120503652039325
1739209796.6910172;-45.120503652039325
1739209796.6910377;-45.120503652039325
1739209796.6910584;-45.120503652039325
1739209796.6910791;-45.120503652039325
1739209796.6910996;-35.57807855764607
1739209796.6911204;-35.57807855764607
1739209796.691141;-31.141103565318915
1739209796.6911616;-45.120503652039325
1739209796.6911821;-38.13080360867914
1739209796.6912029;-38.13080360867914
1739209796.6912236;-45.120503652039325
1739209796.6912441;-45.120503652039325
1739209796.6912649;-35.57807855764607
1739209796.6912854;-38.13080360867914
1739209796.691306;-33.981070128970906
1739209796.6913266;-45.120503652039325
1739209796.6913474;-38.13080360867914
1739209796.691368;-38.13080360867914
1739209796.6913886;-45.120503652039325
1739209796.6914093;-45.120503652039325
1739209796.6914299;-38.13080360867914
1739209796.6914506;-38.13080360867914
1739209796.691471;-31.141103565318943
1739209796.6914918;-45.120503652039325
1739209796.6915126;-32.816014438256545
1739209796.691533;-33.981070128970906
1739209796.6915538;-45.120503652039325
1739209796.6915743;-45.120503652039325
1739209796.691595;-38.13080360867914
1739209796.6916158;-38.13080360867914
1739209796.6916363;-30.49652367304973
1739209796.691657;-38.13080360867914
1739209796.6916776;-45.120503652039325
1739209796.6916983;-38.13080360867914
1739209796.6917188;-45.120503652039325
1739209796.6917396;-38.13080360867914
1739209796.6917603;-32.816014438256545
1739209796.6917808;-38.13080360867914
1739209796.6918015;-33.981070128970956
1739209796.691822;-45.120503652039325
1739209796.6918428;-32.816014438256545
1739209796.6918633;-45.120503652039325
1739209796.691884;-38.13080360867914
1739209796.6919048;-35.57807855764607
1739209796.6919253;-38.13080360867914
1739209796.691946;-38.13080360867914
1739209796.6919665;-35.57807855764607
1739209796.6919873;-33.981070128970906
1739209796.6920078;-45.120503652039325
1739209796.6920285;-38.13080360867914
1739209796.6920493;-45.120503652039325
1739209796.6920698;-45.120503652039325
1739209796.6920905;-38.13080360867914
1739209796.692111;-38.13080360867914
1739209796.6921318;-35.57807855764607
1739209796.6921523;-38.13080360867914
1739209796.692173;-45.120503652039325
1739209796.6921937;-45.120503652039325
1739209796.6922143;-35.57807855764607
1739209796.692235;-35.57807855764607
1739209796.6922555;-45.120503652039325
1739209796.6922762;-45.120503652039325
1739209796.692297;-45.120503652039325
1739209796.6923175;-45.120503652039325
1739209796.6923382;-38.13080360867914
1739209796.6923587;-38.13080360867914
1739209796.6923795;-45.120503652039325
1739209796.6924;-45.120503652039325
1739209796.6924207;-35.57807855764607
1739209796.6924415;-38.13080360867914
1739209796.692462;-32.816014438256545
1739209796.6924827;-35.57807855764607
1739209796.6925032;-45.120503652039325
1739209796.692524;-38.13080360867914
1739209796.6925445;-35.57807855764607
1739209796.6925652;-45.120503652039325
1739209796.692586;-45.120503652039325
1739209796.6926064;-38.13080360867914
1739209796.6926272;-45.120503652039325
1739209796.6926477;-45.120503652039325
1739209796.6926684;-45.120503652039325
1739209796.692689;-45.120503652039325
1739209796.6927097;-45.120503652039325
1739209796.6927304;-45.120503652039325
1739209796.692751;-45.120503652039325
1739209796.6927717;-38.13080360867914
1739209796.6927922;-38.13080360867914
1739209796.692813;-33.981070128970906
1739209796.6928334;-33.981070128970906
1739209796.6928542;-38.13080360867914
1739209796.692875;-45.120503652039325
1739209796.6928954;-33.981070128970906
1739209796.6929162;-45.120503652039325
1739209796.6929367;-38.13080360867914
1739209796.6929574;-45.120503652039325
1739209796.6929781;-45.120503652039325
1739209796.6929986;-35.57807855764607
1739209796.6930194;-38.13080360867914
1739209796.69304;-38.13080360867914
1739209796.6930606;-35.57807855764607
1739209796.6930811;-38.13080360867914
1739209796.693102;-38.13080360867914
1739209796.6931226;-45.120503652039325
1739209796.6931431;-38.13080360867914
1739209796.6931639;-38.13080360867914
1739209796.6931844;-38.13080360867914
1739209796.693205;-45.120503652039325
1739209796.6932256;-38.13080360867914
1739209796.6932464;-33.981070128970906
1739209796.693267;-38.13080360867914
1739209796.6932876;-45.120503652039325
1739209796.6933084;-45.120503652039325
1739209796.6933289;-45.120503652039325
1739209796.6933496;-45.120503652039325
1739209796.69337;-45.120503652039325
1739209796.6933908;-38.13080360867914
1739209796.6934116;-38.13080360867914
1739209796.693432;-38.13080360867914
1739209796.6934528;-45.120503652039325
1739209796.6934733;-45.120503652039325
1739209796.693494;-38.13080360867914
1739209796.6935148;-38.13080360867914
1739209796.6935353;-38.13080360867914
1739209796.693556;-45.120503652039325
1739209796.6935766;-45.120503652039325
1739209796.6935973;-45.120503652039325
1739209796.6936178;-45.120503652039325
1739209796.6936386;-45.120503652039325
1739209796.6936593;-45.120503652039325
1739209796.6936798;-45.120503652039325
1739209796.6937006;-38.13080360867914
1739209796.693721;-33.981070128970906
1739209796.6937418;-45.120503652039325
1739209796.6937623;-45.120503652039325
1739209796.693783;-38.13080360867914
1739209796.6938038;-45.120503652039325
1739209796.6938243;-38.13080360867914
1739209796.693845;-38.13080360867914
1739209796.6938655;-38.13080360867914
1739209796.6938863;-45.120503652039325
1739209796.6939068;-45.120503652039325
1739209796.6939275;-33.981070128970906
1739209796.6939483;-45.120503652039325
1739209796.6939688;-38.13080360867914
1739209796.6939895;-33.981070128970906
1739209796.69401;-38.13080360867914
1739209796.6940308;-38.13080360867914
1739209796.6940513;-33.981070128970906
1739209796.694072;-45.120503652039325
1739209796.6940928;-45.120503652039325
1739209796.6941133;-38.13080360867914
1739209796.694134;-45.120503652039325
1739209796.6941545;-38.13080360867914
1739209796.6941752;-33.981070128970906
1739209796.694196;-38.13080360867914
1739209796.6942165;-45.120503652039325
1739209796.6942372;-45.120503652039325
1739209796.6942577;-38.13080360867914
1739209796.6942785;-38.13080360867914
1739209796.694299;-38.13080360867914
1739209796.6943197;-32.816014438256545
1739209796.6943405;-35.57807855764607
1739209796.694361;-45.120503652039325
1739209796.6943817;-45.120503652039325
1739209796.6944022;-33.981070128970906
1739209796.694423;-38.13080360867914
1739209796.6944435;-45.120503652039325
1739209796.6944642;-45.120503652039325
1739209796.694485;-38.13080360867914
1739209796.6945055;-38.13080360867914
1739209796.6945262;-45.120503652039325
1739209796.6945467;-38.13080360867914
1739209796.6945674;-45.120503652039325
1739209796.694588;-38.13080360867914
1739209796.6946087;-45.120503652039325
1739209796.6946294;-38.13080360867914
1739209796.69465;-33.981070128970906
1739209796.6946707;-38.13080360867914
1739209796.6946912;-45.120503652039325
1739209796.694712;-38.13080360867914
1739209796.6947327;-33.981070128970906
1739209796.6947532;-38.13080360867914
1739209796.694774;-45.120503652039325
1739209796.6947944;-38.13080360867914
1739209796.6948152;-35.57807855764607
1739209796.6948357;-35.57807855764607
1739209796.6948564;-45.120503652039325
1739209796.6948771;-45.120503652039325
1739209796.6948977;-38.13080360867914
1739209796.6949184;-45.120503652039325
1739209796.694939;-45.120503652039325
1739209796.6949596;-45.120503652039325
1739209796.6949801;-45.120503652039325
1739209796.695001;-45.120503652039325
1739209796.6950216;-38.13080360867914
1739209796.6950421;-35.57807855764607
1739209796.6950629;-38.13080360867914
1739209796.6950834;-38.13080360867914
1739209796.6951041;-45.120503652039325
1739209796.6951246;-38.13080360867914
1739209796.6951454;-32.816014438256545
1739209796.695166;-38.13080360867914
1739209796.6951866;-35.57807855764607
1739209796.6952074;-38.13080360867914
1739209796.6952279;-38.13080360867914
1739209796.6952486;-35.57807855764607
1739209796.695269;-45.120503652039325
1739209796.6952899;-45.120503652039325
1739209796.6953106;-31.141103565318943
1739209796.695331;-45.120503652039325
1739209796.6953518;-35.57807855764607
1739209796.6953723;-38.13080360867914
1739209796.695393;-45.120503652039325
1739209796.6954138;-45.120503652039325
1739209796.6954343;-33.981070128970906
1739209796.695455;-45.120503652039325
1739209796.6954756;-25.826314394896354
1739209796.6954963;-31.141103565318893
1739209796.6955168;-45.120503652039325
1739209796.6955376;-45.120503652039325
1739209796.6955583;-35.57807855764607
1739209796.6955788;-38.13080360867914
1739209796.6955996;-45.120503652039325
1739209796.69562;-35.57807855764607
1739209796.6956408;-45.120503652039325
1739209796.6956613;-45.120503652039325
1739209796.695682;-45.120503652039325
1739209796.6957028;-45.120503652039325
1739209796.6957233;-45.120503652039325
1739209796.695744;-45.120503652039325
1739209796.6957645;-45.120503652039325
1739209796.6957853;-45.120503652039325
1739209796.6958058;-26.991370085610736
1739209796.6958265;-27.8777449560314
1739209796.6958473;-45.120503652039325
1739209796.6958678;-45.120503652039325
1739209796.6958885;-35.57807855764607
1739209796.695909;-35.57807855764607
1739209796.6959298;-45.120503652039325
1739209796.6959503;-38.13080360867914
1739209796.695971;-45.120503652039325
1739209796.6959918;-45.120503652039325
1739209796.6960123;-38.13080360867914
1739209796.696033;-35.57807855764607
1739209796.6960535;-45.120503652039325
1739209796.6960742;-45.120503652039325
1739209796.696095;-45.120503652039325
1739209796.6961155;-45.120503652039325
1739209796.6961362;-32.816014438256545
1739209796.6961567;-32.816014438256545
1739209796.6961775;-45.120503652039325
1739209796.696198;-38.13080360867914
1739209796.6962187;-31.141103565318893
1739209796.6962395;-32.816014438256545
1739209796.69626;-45.120503652039325
1739209796.6962807;-38.13080360867914
1739209796.6963012;-33.981070128970906
1739209796.696322;-38.13080360867914
1739209796.6963425;-45.120503652039325
1739209796.6963632;-38.13080360867914
1739209796.696384;-38.13080360867914
1739209796.6964045;-45.120503652039325
1739209796.6964252;-45.120503652039325
1739209796.6964457;-45.120503652039325
1739209796.7043533;-21.522148828640407
1739209796.704355;-30.49652367304973
1739209796.704357;-31.141103565318915
1739209796.7043588;-35.57807855764607
1739209796.7043607;-33.981070128970906
1739209796.7043624;-33.981070128970906
1739209796.7043643;-38.13080360867914
1739209796.7043662;-29.438486411369333
1739209796.704368;-31.14110356531892
1739209796.7043698;-26.991370085610754
1739209796.7043717;-25.826314394896354
1739209796.7043736;-24.74623867263306
1739209796.7043755;-26.991370085610768
1739209796.7043772;-25.826314394896357
1739209796.704379;-32.816014438256545
1739209796.704381;-31.141103565318893
1739209796.704383;-27.267205301931607
1739209796.7043846;-28.992665084841942
1739209796.7043865;-38.13080360867914
1739209796.7043884;-32.816014438256545
1739209796.7043903;-31.141103565318915
1739209796.704392;-35.57807855764607
1739209796.7043939;-45.120503652039325
1739209796.7043958;-22.841636605902558
1739209796.7043977;-24.589719217205094
1739209796.7043993;-35.57807855764607
1739209796.7044013;-30.49652367304973
1739209796.7044032;-25.62660358559016
1739209796.704405;-45.120503652039325
1739209796.7044067;-35.57807855764607
1739209796.7044086;-38.13080360867914
1739209796.7044106;-38.13080360867914
1739209796.7044125;-35.57807855764607
1739209796.7044141;-33.981070128970906
1739209796.704416;-38.13080360867914
1739209796.704418;-35.57807855764607
1739209796.7044199;-38.13080360867914
1739209796.7044215;-45.120503652039325
1739209796.7044234;-45.120503652039325
1739209796.7044253;-38.13080360867914
1739209796.7044272;-45.120503652039325
1739209796.704429;-45.120503652039325
1739209796.7044308;-45.120503652039325
1739209796.7044327;-38.13080360867914
1739209796.7044346;-38.13080360867914
1739209796.7044363;-38.13080360867914
1739209796.7044382;-45.120503652039325
1739209796.70444;-33.981070128970906
1739209796.704442;-38.13080360867914
1739209796.7044437;-38.13080360867914
1739209796.7044456;-33.981070128970906
1739209796.7044475;-38.13080360867914
1739209796.7044492;-35.57807855764607
1739209796.704451;-35.57807855764607
1739209796.704453;-35.57807855764607
1739209796.704455;-45.120503652039325
1739209796.7044566;-38.13080360867914
1739209796.7044585;-32.816014438256545
1739209796.7044604;-38.13080360867914
1739209796.7044623;-38.13080360867914
1739209796.704464;-35.57807855764607
1739209796.7044659;-45.120503652039325
1739209796.7044678;-38.13080360867914
1739209796.7044697;-38.13080360867914
1739209796.7044713;-45.120503652039325
1739209796.7044733;-38.13080360867914
1739209796.7044752;-45.120503652039325
1739209796.704477;-38.13080360867914
1739209796.7044787;-38.13080360867914
1739209796.7044806;-35.57807855764607
1739209796.7044826;-45.120503652039325
1739209796.7044845;-45.120503652039325
1739209796.7044861;-45.120503652039325
1739209796.704488;-45.120503652039325
1739209796.70449;-45.120503652039325
1739209796.7044919;-35.57807855764607
1739209796.7044935;-35.57807855764607
1739209796.7044954;-45.120503652039325
1739209796.7044973;-45.120503652039325
1739209796.7044992;-38.13080360867914
1739209796.704501;-35.57807855764607
1739209796.7045028;-45.120503652039325
1739209796.7045047;-45.120503652039325
1739209796.7045066;-35.57807855764607
1739209796.7045083;-38.13080360867914
1739209796.7045102;-38.13080360867914
1739209796.7045121;-45.120503652039325
1739209796.704514;-35.57807855764607
1739209796.7045157;-38.13080360867914
1739209796.7045176;-38.13080360867914
1739209796.7045195;-38.13080360867914
1739209796.7045214;-35.57807855764607
1739209796.704523;-33.981070128970906
1739209796.704525;-45.120503652039325
1739209796.704527;-45.120503652039325
1739209796.7045288;-38.13080360867914
1739209796.7045305;-38.13080360867914
1739209796.7045324;-33.981070128970906
1739209796.7045343;-45.120503652039325
1739209796.7045362;-45.120503652039325
1739209796.7045379;-45.120503652039325
1739209796.7045398;-35.57807855764607
1739209796.7045417;-45.120503652039325
1739209796.7045434;-45.120503652039325
1739209796.7045453;-45.120503652039325
1739209796.7045472;-32.816014438256545
1739209796.704549;-33.981070128970906
1739209796.7045507;-38.13080360867914
1739209796.7045527;-38.13080360867914
1739209796.7045546;-45.120503652039325
1739209796.7045565;-38.13080360867914
1739209796.7045581;-45.120503652039325
1739209796.70456;-38.13080360867914
1739209796.704562;-35.57807855764607
1739209796.7045639;-26.991370085610722
1739209796.7045655;-31.141103565318943
1739209796.7045674;-38.13080360867914
1739209796.7045693;-28.58837851428586
1739209796.7045712;-45.120503652039325
1739209796.704573;-31.141103565318915
1739209796.7045748;-30.49652367304973
1739209796.7045767;-31.141103565318943
1739209796.7045786;-31.141103565318915
1739209796.7045803;-35.57807855764607
1739209796.7045822;-38.13080360867914
1739209796.7045841;-29.438486411369333
1739209796.704586;-38.13080360867914
1739209796.7045877;-28.992665084841942
1739209796.7045896;-45.120503652039325
1739209796.7045915;-29.438486411369333
1739209796.7045934;-31.14110356531892
1739209796.704595;-25.252786309376837
1739209796.704597;-28.58837851428586
1739209796.704599;-27.267205301931607
1739209796.7046008;-32.81601443825658
1739209796.7046025;-33.981070128970906
1739209796.7046044;-45.120503652039325
1739209796.7046063;-31.141103565318915
1739209796.7046082;-38.13080360867914
1739209796.7046099;-27.267205301931607
1739209796.7046118;-23.50682362968953
1739209796.7046137;-26.991370085610722
1739209796.7046156;-28.58837851428586
1739209796.7046173;-28.992665084841942
