CAN Message; 0x98:000052f4d07a7582
1739209701.6401942;-38.13080360867914
1739209701.6402018;-33.981070128970956
1739209701.6402097;-45.120503652039325
1739209701.6402173;-45.120503652039325
1739209701.640225;-45.120503652039325
1739209701.6402326;-45.120503652039325
1739209701.6402404;-45.120503652039325
1739209701.640248;-45.120503652039325
1739209701.6402557;-38.13080360867914
1739209701.6402636;-28.992665084841942
1739209701.6402712;-33.981070128970906
1739209701.6402788;-45.120503652039325
1739209701.6402867;-38.13080360867914
1739209701.6402943;-33.981070128970906
1739209701.640302;-45.120503652039325
1739209701.6403096;-45.120503652039325
1739209701.6403174;-38.13080360867914
1739209701.640325;-38.13080360867914
1739209701.6403327;-45.120503652039325
1739209701.6403406;-45.120503652039325
1739209701.6403482;-38.13080360867914
1739209701.6403558;-35.57807855764607
1739209701.6403637;-38.13080360867914
1739209701.6403713;-45.120503652039325
1739209701.640379;-45.120503652039325
1739209701.6403866;-33.981070128970906
1739209701.6403944;-38.13080360867914
1739209701.640402;-45.120503652039325
1739209701.6404097;-38.13080360867914
1739209701.6404176;-35.57807855764607
1739209701.6404252;-38.13080360867914
1739209701.6404328;-38.13080360867914
1739209701.6404407;-33.981070128970906
1739209701.6404483;-45.120503652039325
1739209701.640456;-38.13080360867914
1739209701.6404636;-45.120503652039325
1739209701.6404715;-38.13080360867914
1739209701.640479;-32.816014438256545
1739209701.6404867;-33.981070128970906
1739209701.6404946;-45.120503652039325
1739209701.6405022;-45.120503652039325
1739209701.6405098;-33.981070128970906
1739209701.6405175;-45.120503652039325
1739209701.6405253;-45.120503652039325
1739209701.640533;-45.120503652039325
1739209701.6405406;-45.120503652039325
1739209701.6405485;-45.120503652039325
1739209701.640556;-45.120503652039325
1739209701.6405637;-45.120503652039325
1739209701.6405716;-38.13080360867914
1739209701.6405792;-38.13080360867914
1739209701.6405869;-45.120503652039325
1739209701.6405945;-45.120503652039325
1739209701.6406024;-38.13080360867914
1739209701.64061;-32.816014438256545
1739209701.6406176;-38.13080360867914
1739209701.6406255;-38.13080360867914
1739209701.640633;-38.13080360867914
1739209701.6406407;-33.981070128970906
1739209701.6406486;-38.13080360867914
1739209701.6406562;-38.13080360867914
1739209701.6406639;-38.13080360867914
1739209701.6406715;-45.120503652039325
1739209701.6406794;-38.13080360867914
1739209701.640687;-45.120503652039325
1739209701.6406946;-45.120503652039325
1739209701.6407025;-35.57807855764607
1739209701.64071;-38.13080360867914
1739209701.6407177;-45.120503652039325
1739209701.6407256;-35.57807855764607
1739209701.6407332;-45.120503652039325
1739209701.6407409;-45.120503652039325
1739209701.6407485;-35.57807855764607
1739209701.6407564;-38.13080360867914
1739209701.640764;-38.13080360867914
1739209701.6407716;-38.13080360867914
1739209701.6407795;-45.120503652039325
1739209701.6407871;-45.120503652039325
1739209701.6407948;-33.981070128970906
1739209701.6408026;-45.120503652039325
1739209701.6408103;-45.120503652039325
1739209701.6408179;-35.57807855764607
1739209701.6408255;-38.13080360867914
1739209701.6408334;-45.120503652039325
1739209701.640841;-38.13080360867914
1739209701.6408486;-35.57807855764607
1739209701.6408565;-45.120503652039325
1739209701.6408641;-45.120503652039325
1739209701.6408718;-33.981070128970906
1739209701.6408794;-38.13080360867914
1739209701.6408873;-35.57807855764607
1739209701.640895;-38.13080360867914
1739209701.6409025;-45.120503652039325
1739209701.6409104;-33.981070128970906
1739209701.640918;-38.13080360867914
1739209701.6409256;-38.13080360867914
1739209701.6409335;-38.13080360867914
1739209701.6409411;-35.57807855764607
1739209701.6409488;-38.13080360867914
1739209701.6409564;-45.120503652039325
1739209701.6409643;-45.120503652039325
1739209701.640972;-35.57807855764607
1739209701.6409795;-45.120503652039325
1739209701.6409874;-45.120503652039325
1739209701.640995;-45.120503652039325
1739209701.6410027;-45.120503652039325
1739209701.6410105;-45.120503652039325
1739209701.6410182;-38.13080360867914
1739209701.6410258;-38.13080360867914
1739209701.6410334;-45.120503652039325
1739209701.6410413;-33.981070128970906
1739209701.641049;-35.57807855764607
1739209701.6410565;-38.13080360867914
1739209701.6410644;-45.120503652039325
1739209701.641072;-32.816014438256545
1739209701.6410797;-32.816014438256545
1739209701.6410875;-45.120503652039325
1739209701.6410952;-45.120503652039325
1739209701.6411028;-45.120503652039325
1739209701.6411104;-45.120503652039325
1739209701.6411183;-45.120503652039325
1739209701.641126;-38.13080360867914
1739209701.6411335;-38.13080360867914
1739209701.6411414;-45.120503652039325
1739209701.641149;-38.13080360867914
1739209701.6411567;-45.120503652039325
1739209701.6411645;-33.981070128970906
1739209701.6411722;-35.57807855764607
1739209701.6411798;-38.13080360867914
1739209701.6411874;-45.120503652039325
1739209701.6411953;-32.816014438256545
1739209701.641203;-28.21854285175415
1739209701.6412106;-45.120503652039325
1739209701.6412184;-45.120503652039325
1739209701.641226;-38.13080360867914
1739209701.6412337;-35.57807855764607
1739209701.6412413;-45.120503652039325
1739209701.6412492;-38.13080360867914
1739209701.6412568;-38.13080360867914
1739209701.6412644;-45.120503652039325
1739209701.6412723;-38.13080360867914
1739209701.64128;-35.57807855764607
1739209701.6412876;-45.120503652039325
1739209701.6412954;-45.120503652039325
1739209701.641303;-38.13080360867914
1739209701.6413107;-35.57807855764607
1739209701.6413183;-45.120503652039325
1739209701.6413262;-45.120503652039325
1739209701.6413338;-38.13080360867914
1739209701.6413414;-38.13080360867914
1739209701.6413493;-38.13080360867914
1739209701.641357;-45.120503652039325
1739209701.6413646;-38.13080360867914
1739209701.6413724;-38.13080360867914
1739209701.64138;-38.13080360867914
1739209701.6413877;-32.816014438256545
1739209701.6413953;-45.120503652039325
1739209701.6414032;-35.57807855764607
1739209701.6414108;-38.13080360867914
1739209701.6414185;-45.120503652039325
1739209701.6414263;-38.13080360867914
1739209701.641434;-33.981070128970906
1739209701.6414416;-45.120503652039325
1739209701.6414495;-38.13080360867914
1739209701.641457;-45.120503652039325
1739209701.6414647;-45.120503652039325
1739209701.6414723;-45.120503652039325
1739209701.6414802;-38.13080360867914
1739209701.6414878;-38.13080360867914
1739209701.6414955;-45.120503652039325
1739209701.6415033;-35.57807855764607
1739209701.641511;-27.8777449560314
1739209701.6415186;-38.13080360867914
1739209701.6415265;-45.120503652039325
1739209701.641534;-35.57807855764607
1739209701.6415417;-35.57807855764607
1739209701.6415493;-45.120503652039325
1739209701.6415572;-45.120503652039325
1739209701.6415648;-38.13080360867914
1739209701.6415725;-45.120503652039325
1739209701.6415803;-38.13080360867914
1739209701.641588;-45.120503652039325
1739209701.6415956;-45.120503652039325
1739209701.6416032;-35.57807855764607
1739209701.641611;-38.13080360867914
1739209701.6416187;-38.13080360867914
1739209701.6416264;-45.120503652039325
1739209701.6416342;-38.13080360867914
1739209701.6416419;-35.57807855764607
1739209701.6416495;-38.13080360867914
1739209701.6416574;-45.120503652039325
1739209701.641665;-45.120503652039325
1739209701.6416726;-45.120503652039325
1739209701.6416802;-32.816014438256545
1739209701.641688;-38.13080360867914
1739209701.6416957;-35.57807855764607
1739209701.6417034;-38.13080360867914
1739209701.6417112;-35.57807855764607
1739209701.6417189;-38.13080360867914
1739209701.6417265;-38.13080360867914
1739209701.6417344;-31.141103565318915
1739209701.641742;-38.13080360867914
1739209701.6417496;-38.13080360867914
1739209701.6417572;-38.13080360867914
1739209701.641765;-45.120503652039325
1739209701.6417727;-38.13080360867914
1739209701.6417804;-45.120503652039325
1739209701.6417882;-45.120503652039325
1739209701.6417959;-38.13080360867914
1739209701.6418035;-38.13080360867914
1739209701.6418114;-38.13080360867914
1739209701.641819;-33.981070128970906
1739209701.6418266;-38.13080360867914
1739209701.6418343;-45.120503652039325
1739209701.6418421;-38.13080360867914
1739209701.6418498;-35.57807855764607
1739209701.6418574;-38.13080360867914
1739209701.6418653;-45.120503652039325
1739209701.641873;-45.120503652039325
1739209701.6418805;-45.120503652039325
1739209701.6418884;-45.120503652039325
1739209701.641896;-45.120503652039325
1739209701.6419036;-33.981070128970906
1739209701.6419113;-38.13080360867914
1739209701.6419191;-45.120503652039325
1739209701.6419268;-45.120503652039325
1739209701.6419344;-45.120503652039325
1739209701.6419423;-45.120503652039325
1739209701.64195;-38.13080360867914
1739209701.6419575;-45.120503652039325
1739209701.6419652;-45.120503652039325
1739209701.641973;-35.57807855764607
1739209701.6419806;-38.13080360867914
1739209701.6419883;-45.120503652039325
1739209701.6419961;-38.13080360867914
1739209701.6420038;-38.13080360867914
1739209701.6420114;-38.13080360867914
1739209701.6420193;-38.13080360867914
1739209701.642027;-35.57807855764607
1739209701.6420345;-27.8777449560314
1739209701.6420422;-38.13080360867914
1739209701.64205;-45.120503652039325
1739209701.6420577;-33.981070128970906
1739209701.6420653;-33.981070128970906
1739209701.6420732;-45.120503652039325
1739209701.6420808;-33.981070128970906
1739209701.6420884;-45.120503652039325
1739209701.6420963;-45.120503652039325
1739209701.642104;-45.120503652039325
1739209701.6421115;-45.120503652039325
1739209701.6421192;-45.120503652039325
1739209701.642127;-45.120503652039325
1739209701.6421347;-28.992665084841942
1739209701.6421423;-35.57807855764607
1739209701.6421502;-38.13080360867914
1739209701.6421578;-38.13080360867914
1739209701.6421654;-32.816014438256545
1739209701.6421733;-35.57807855764607
1739209701.642181;-45.120503652039325
1739209701.6421885;-45.120503652039325
1739209701.6421962;-45.120503652039325
1739209701.642204;-45.120503652039325
1739209701.6422117;-45.120503652039325
1739209701.6422193;-45.120503652039325
1739209701.6422272;-45.120503652039325
1739209701.6422348;-45.120503652039325
1739209701.6422424;-38.13080360867914
1739209701.6422503;-38.13080360867914
1739209701.642258;-38.13080360867914
1739209701.6422656;-38.13080360867914
1739209701.6422732;-38.13080360867914
1739209701.642281;-35.57807855764607
1739209701.6422887;-33.981070128970906
1739209701.6422963;-45.120503652039325
1739209701.6423042;-45.120503652039325
1739209701.6423118;-45.120503652039325
1739209701.6423194;-38.13080360867914
1739209701.642327;-45.120503652039325
1739209701.642335;-45.120503652039325
1739209701.6423426;-38.13080360867914
1739209701.6423502;-45.120503652039325
1739209701.642358;-45.120503652039325
1739209701.6423657;-38.13080360867914
1739209701.6423733;-35.57807855764607
1739209701.6423812;-38.13080360867914
1739209701.6423888;-45.120503652039325
1739209701.6423965;-33.981070128970906
1739209701.642404;-35.57807855764607
1739209701.642412;-38.13080360867914
1739209701.6424196;-45.120503652039325
1739209701.6424272;-38.13080360867914
1739209701.642435;-45.120503652039325
1739209701.6424427;-30.49652367304973
1739209701.6424503;-32.816014438256545
1739209701.6424582;-45.120503652039325
1739209701.6424658;-38.13080360867914
1739209701.6424735;-38.13080360867914
1739209701.642481;-35.57807855764607
1739209701.642489;-38.13080360867914
1739209701.6424966;-35.57807855764607
1739209701.6425042;-38.13080360867914
1739209701.642512;-45.120503652039325
1739209701.6425197;-38.13080360867914
1739209701.6425273;-45.120503652039325
1739209701.6425352;-45.120503652039325
1739209701.6425428;-38.13080360867914
1739209701.6425505;-38.13080360867914
1739209701.642558;-45.120503652039325
1739209701.642566;-30.49652367304973
1739209701.6425736;-31.141103565318893
1739209701.6425812;-45.120503652039325
1739209701.642589;-45.120503652039325
1739209701.6425967;-32.816014438256545
1739209701.6426044;-35.57807855764607
1739209701.6426122;-45.120503652039325
1739209701.6426198;-45.120503652039325
1739209701.6426275;-45.120503652039325
1739209701.642635;-38.13080360867914
1739209701.642643;-38.13080360867914
1739209701.6426506;-45.120503652039325
1739209701.6426582;-45.120503652039325
1739209701.642666;-38.13080360867914
1739209701.6426737;-45.120503652039325
1739209701.6426814;-45.120503652039325
1739209701.642689;-45.120503652039325
1739209701.6426969;-45.120503652039325
1739209701.6427045;-45.120503652039325
1739209701.642712;-45.120503652039325
1739209701.64272;-45.120503652039325
1739209701.6427276;-38.13080360867914
1739209701.6427352;-38.13080360867914
1739209701.642743;-45.120503652039325
1739209701.6427507;-30.49652367304973
1739209701.6427584;-28.21854285175415
1739209701.642766;-45.120503652039325
1739209701.6427739;-45.120503652039325
1739209701.6427815;-35.57807855764607
1739209701.6427891;-35.57807855764607
1739209701.642797;-45.120503652039325
1739209701.6428046;-45.120503652039325
1739209701.6428123;-45.120503652039325
1739209701.6428201;-38.13080360867914
1739209701.6428277;-45.120503652039325
1739209701.6428354;-45.120503652039325
1739209701.642843;-45.120503652039325
1739209701.6428509;-45.120503652039325
1739209701.6428585;-45.120503652039325
1739209701.6428661;-45.120503652039325
1739209701.642874;-35.57807855764607
1739209701.6428816;-26.991370085610736
1739209701.6428893;-45.120503652039325
1739209701.6428971;-38.13080360867914
1739209701.6429048;-38.13080360867914
1739209701.6429124;-38.13080360867914
1739209701.64292;-45.120503652039325
1739209701.642928;-33.981070128970906
1739209701.6429355;-45.120503652039325
1739209701.6429431;-38.13080360867914
1739209701.642951;-45.120503652039325
1739209701.6429586;-38.13080360867914
1739209701.6429663;-45.120503652039325
1739209701.6429741;-38.13080360867914
1739209701.6429818;-38.13080360867914
1739209701.6429894;-45.120503652039325
1739209701.642997;-45.120503652039325
1739209701.643005;-38.13080360867914
1739209701.6430125;-38.13080360867914
1739209701.6430202;-38.13080360867914
1739209701.643028;-38.13080360867914
1739209701.6430357;-45.120503652039325
1739209701.6430433;-45.120503652039325
1739209701.643051;-45.120503652039325
1739209701.6430588;-45.120503652039325
1739209701.6430664;-38.13080360867914
1739209701.643074;-45.120503652039325
1739209701.643082;-45.120503652039325
1739209701.6430895;-45.120503652039325
1739209701.6430972;-30.49652367304973
1739209701.643105;-45.120503652039325
1739209701.6431127;-45.120503652039325
1739209701.6431203;-33.981070128970906
1739209701.643128;-45.120503652039325
1739209701.6431358;-45.120503652039325
1739209701.6431434;-38.13080360867914
1739209701.643151;-45.120503652039325
1739209701.643159;-45.120503652039325
1739209701.6431665;-38.13080360867914
1739209701.6431742;-45.120503652039325
1739209701.643182;-45.120503652039325
1739209701.6431897;-30.49652367304973
1739209701.6431973;-38.13080360867914
1739209701.643205;-45.120503652039325
1739209701.6432128;-38.13080360867914
1739209701.6432204;-35.57807855764607
1739209701.643228;-38.13080360867914
1739209701.643236;-38.13080360867914
1739209701.6432436;-38.13080360867914
1739209701.6432512;-45.120503652039325
1739209701.643259;-45.120503652039325
1739209701.6432667;-38.13080360867914
1739209701.6432743;-38.13080360867914
1739209701.643282;-45.120503652039325
1739209701.6432898;-38.13080360867914
1739209701.6432974;-45.120503652039325
1739209701.643305;-45.120503652039325
1739209701.643313;-33.981070128970906
1739209701.6433206;-35.57807855764607
1739209701.6433282;-35.57807855764607
1739209701.643336;-45.120503652039325
1739209701.6433437;-38.13080360867914
1739209701.6433513;-38.13080360867914
1739209701.643359;-45.120503652039325
1739209701.6433668;-38.13080360867914
1739209701.6433744;-38.13080360867914
1739209701.643382;-45.120503652039325
1739209701.64339;-45.120503652039325
1739209701.6433976;-45.120503652039325
1739209701.6434052;-38.13080360867914
1739209701.6434128;-38.13080360867914
1739209701.6434207;-35.57807855764607
1739209701.6434283;-38.13080360867914
1739209701.643436;-45.120503652039325
1739209701.6434438;-45.120503652039325
1739209701.6434515;-45.120503652039325
1739209701.643459;-45.120503652039325
1739209701.643467;-38.13080360867914
1739209701.6434746;-38.13080360867914
1739209701.6434822;-38.13080360867914
1739209701.6434898;-45.120503652039325
1739209701.6434977;-45.120503652039325
1739209701.6435053;-33.981070128970906
1739209701.643513;-45.120503652039325
1739209701.6435208;-38.13080360867914
1739209701.6435285;-38.13080360867914
1739209701.643536;-38.13080360867914
1739209701.643544;-45.120503652039325
1739209701.6435516;-38.13080360867914
1739209701.6435592;-35.57807855764607
1739209701.6435668;-38.13080360867914
1739209701.6435747;-45.120503652039325
1739209701.6435823;-38.13080360867914
1739209701.64359;-45.120503652039325
1739209701.6435978;-45.120503652039325
1739209701.6436055;-45.120503652039325
1739209701.643613;-33.981070128970906
1739209701.643621;-31.141103565318915
1739209701.6436286;-32.816014438256545
1739209701.6436362;-45.120503652039325
1739209701.6436439;-45.120503652039325
1739209701.6436517;-31.141103565318915
1739209701.6436594;-31.141103565318915
1739209701.643667;-45.120503652039325
1739209701.6436749;-45.120503652039325
1739209701.6436825;-35.57807855764607
1739209701.64369;-38.13080360867914
1739209701.6436977;-45.120503652039325
1739209701.6437056;-38.13080360867914
1739209701.6437132;-45.120503652039325
1739209701.6437209;-45.120503652039325
1739209701.6437287;-45.120503652039325
1739209701.6437364;-33.981070128970906
1739209701.643744;-45.120503652039325
1739209701.6437519;-32.816014438256545
1739209701.6437595;-35.57807855764607
1739209701.643767;-38.13080360867914
1739209701.6437747;-38.13080360867914
1739209701.6437826;-38.13080360867914
1739209701.6437902;-38.13080360867914
1739209701.6437979;-45.120503652039325
1739209701.6438057;-45.120503652039325
1739209701.6438134;-38.13080360867914
1739209701.643821;-38.13080360867914
1739209701.6438289;-38.13080360867914
1739209701.6438365;-45.120503652039325
1739209701.6438441;-45.120503652039325
1739209701.6438518;-38.13080360867914
1739209701.6438596;-45.120503652039325
1739209701.6438673;-33.981070128970906
1739209701.643875;-45.120503652039325
1739209701.6438828;-45.120503652039325
1739209701.6438904;-45.120503652039325
1739209701.643898;-45.120503652039325
1739209701.6439059;-33.981070128970906
1739209701.6439135;-35.57807855764607
1739209701.6439211;-45.120503652039325
1739209701.6439288;-45.120503652039325
1739209701.6439366;-30.49652367304973
1739209701.6439443;-31.141103565318893
1739209701.643952;-45.120503652039325
1739209701.6439598;-45.120503652039325
1739209701.6439674;-45.120503652039325
1739209701.643975;-45.120503652039325
1739209701.643983;-45.120503652039325
1739209701.6439905;-35.57807855764607
1739209701.6439981;-45.120503652039325
1739209701.6440058;-45.120503652039325
1739209701.6440136;-32.816014438256545
1739209701.6440213;-35.57807855764607
1739209701.644029;-38.13080360867914
1739209701.6440368;-45.120503652039325
1739209701.6440444;-33.981070128970906
1739209701.644052;-45.120503652039325
1739209701.6440597;-31.141103565318893
1739209701.6440675;-26.991370085610736
1739209701.6440752;-45.120503652039325
1739209701.6440828;-38.13080360867914
1739209701.6440907;-45.120503652039325
1739209701.6440983;-38.13080360867914
1739209701.644106;-45.120503652039325
1739209701.6441138;-33.981070128970906
1739209701.6441214;-45.120503652039325
1739209701.644129;-45.120503652039325
1739209701.6441367;-45.120503652039325
1739209701.6441445;-45.120503652039325
1739209701.6441522;-45.120503652039325
1739209701.6441598;-45.120503652039325
1739209701.6441677;-38.13080360867914
1739209701.6441753;-45.120503652039325
1739209701.644183;-45.120503652039325
1739209701.6441908;-35.57807855764607
1739209701.6441984;-45.120503652039325
1739209701.644206;-45.120503652039325
1739209701.6442137;-45.120503652039325
1739209701.6442215;-45.120503652039325
1739209701.6442292;-45.120503652039325
1739209701.6442368;-45.120503652039325
1739209701.6442447;-38.13080360867914
1739209701.6442523;-38.13080360867914
1739209701.64426;-45.120503652039325
1739209701.6442678;-45.120503652039325
1739209701.6442754;-45.120503652039325
1739209701.644283;-38.13080360867914
1739209701.6442907;-45.120503652039325
1739209701.6442986;-45.120503652039325
1739209701.6443062;-45.120503652039325
1739209701.6443138;-45.120503652039325
1739209701.6443217;-45.120503652039325
1739209701.6443293;-45.120503652039325
1739209701.644337;-45.120503652039325
1739209701.6443448;-45.120503652039325
1739209701.6443524;-35.57807855764607
1739209701.64436;-45.120503652039325
1739209701.6443677;-38.13080360867914
1739209701.6443756;-29.438486411369333
1739209701.6443832;-45.120503652039325
1739209701.6443908;-38.13080360867914
1739209701.6443987;-38.13080360867914
1739209701.6444063;-32.816014438256545
1739209701.644414;-38.13080360867914
1739209701.6444216;-38.13080360867914
1739209701.6444294;-38.13080360867914
1739209701.644437;-31.141103565318943
1739209701.6444447;-33.981070128970906
1739209701.6444526;-38.13080360867914
1739209701.6444602;-45.120503652039325
1739209701.6444678;-38.13080360867914
1739209701.6444757;-35.57807855764607
1739209701.6444833;-45.120503652039325
1739209701.644491;-38.13080360867914
1739209701.6444986;-28.58837851428586
1739209701.6445065;-38.13080360867914
1739209701.644514;-38.13080360867914
1739209701.6445217;-38.13080360867914
1739209701.6445296;-45.120503652039325
1739209701.6445372;-38.13080360867914
1739209701.6445448;-38.13080360867914
1739209701.6445527;-38.13080360867914
1739209701.6445603;-45.120503652039325
1739209701.644568;-45.120503652039325
1739209701.6445756;-38.13080360867914
1739209701.6445835;-38.13080360867914
1739209701.644591;-45.120503652039325
1739209701.6445987;-33.981070128970906
1739209701.6446066;-45.120503652039325
1739209701.6446142;-45.120503652039325
1739209701.6446218;-45.120503652039325
1739209701.6446297;-45.120503652039325
1739209701.6446373;-33.981070128970906
1739209701.644645;-38.13080360867914
1739209701.6446526;-45.120503652039325
1739209701.6446605;-45.120503652039325
1739209701.644668;-45.120503652039325
1739209701.6446757;-38.13080360867914
1739209701.6446836;-38.13080360867914
1739209701.6446912;-38.13080360867914
1739209701.6446989;-45.120503652039325
1739209701.6447067;-45.120503652039325
1739209701.6447144;-38.13080360867914
1739209701.644722;-33.981070128970906
1739209701.6447296;-45.120503652039325
1739209701.6447375;-35.57807855764607
1739209701.644745;-45.120503652039325
1739209701.6447527;-45.120503652039325
1739209701.6447606;-45.120503652039325
1739209701.6447682;-38.13080360867914
1739209701.6447759;-45.120503652039325
1739209701.6447835;-38.13080360867914
1739209701.6447914;-45.120503652039325
1739209701.644799;-38.13080360867914
1739209701.6448066;-32.816014438256545
1739209701.6448145;-38.13080360867914
1739209701.6448221;-45.120503652039325
1739209701.6448298;-45.120503652039325
1739209701.6448376;-45.120503652039325
1739209701.6448452;-33.981070128970906
1739209701.6448529;-45.120503652039325
1739209701.6448605;-38.13080360867914
1739209701.6448684;-45.120503652039325
1739209701.644876;-45.120503652039325
1739209701.6448836;-38.13080360867914
1739209701.6448915;-45.120503652039325
1739209701.6448991;-38.13080360867914
1739209701.6449068;-45.120503652039325
1739209701.6449146;-45.120503652039325
1739209701.6449223;-45.120503652039325
1739209701.64493;-45.120503652039325
1739209701.6449375;-38.13080360867914
1739209701.6449454;-31.141103565318893
1739209701.644953;-38.13080360867914
1739209701.6449606;-45.120503652039325
1739209701.6449685;-33.981070128970906
1739209701.6449761;-38.13080360867914
1739209701.6449838;-38.13080360867914
1739209701.6449916;-45.120503652039325
1739209701.6449993;-38.13080360867914
1739209701.645007;-38.13080360867914
1739209701.6450145;-38.13080360867914
1739209701.6450224;-45.120503652039325
1739209701.64503;-38.13080360867914
1739209701.6450377;-38.13080360867914
1739209701.6450455;-45.120503652039325
1739209701.6450531;-45.120503652039325
1739209701.6450608;-45.120503652039325
1739209701.6450686;-38.13080360867914
1739209701.6450763;-38.13080360867914
1739209701.645084;-38.13080360867914
1739209701.6450915;-33.981070128970906
1739209701.6450994;-38.13080360867914
1739209701.645107;-38.13080360867914
1739209701.6451147;-45.120503652039325
1739209701.6451225;-31.141103565318915
1739209701.6451302;-32.816014438256545
1739209701.6451378;-45.120503652039325
1739209701.6451454;-45.120503652039325
1739209701.6451533;-35.57807855764607
1739209701.645161;-35.57807855764607
1739209701.6451685;-45.120503652039325
1739209701.6451764;-45.120503652039325
1739209701.645184;-45.120503652039325
1739209701.6451917;-38.13080360867914
1739209701.6451995;-38.13080360867914
1739209701.6452072;-38.13080360867914
1739209701.6452148;-45.120503652039325
1739209701.6452224;-45.120503652039325
1739209701.6452303;-45.120503652039325
1739209701.645238;-45.120503652039325
1739209701.6452456;-38.13080360867914
1739209701.6452534;-45.120503652039325
1739209701.645261;-38.13080360867914
1739209701.6452687;-35.57807855764607
1739209701.6452765;-38.13080360867914
1739209701.6452842;-38.13080360867914
1739209701.6452918;-45.120503652039325
1739209701.6452994;-35.57807855764607
1739209701.6453073;-38.13080360867914
1739209701.645315;-45.120503652039325
1739209701.6453226;-38.13080360867914
1739209701.6453304;-35.57807855764607
1739209701.645338;-38.13080360867914
1739209701.6453457;-45.120503652039325
1739209701.6453536;-33.981070128970906
1739209701.6453612;-45.120503652039325
1739209701.6453688;-45.120503652039325
1739209701.6453764;-38.13080360867914
1739209701.6453843;-45.120503652039325
1739209701.645392;-45.120503652039325
1739209701.6453996;-38.13080360867914
1739209701.6454074;-38.13080360867914
1739209701.645415;-38.13080360867914
1739209701.6454227;-45.120503652039325
1739209701.6454306;-38.13080360867914
1739209701.6454382;-35.57807855764607
1739209701.6454458;-45.120503652039325
1739209701.6454535;-45.120503652039325
1739209701.6454613;-45.120503652039325
1739209701.645469;-45.120503652039325
1739209701.6454766;-45.120503652039325
1739209701.6454844;-38.13080360867914
1739209701.645492;-45.120503652039325
1739209701.6454997;-45.120503652039325
1739209701.6455073;-35.57807855764607
1739209701.6455152;-45.120503652039325
1739209701.6455228;-38.13080360867914
1739209701.6455305;-38.13080360867914
1739209701.6455383;-38.13080360867914
1739209701.645546;-45.120503652039325
1739209701.6455536;-35.57807855764607
1739209701.6455615;-26.991370085610736
1739209701.645569;-45.120503652039325
1739209701.6455767;-45.120503652039325
1739209701.6455843;-38.13080360867914
1739209701.6455922;-38.13080360867914
1739209701.6455998;-45.120503652039325
1739209701.6456075;-45.120503652039325
1739209701.6456153;-45.120503652039325
1739209701.645623;-45.120503652039325
1739209701.6456306;-38.13080360867914
1739209701.6456385;-45.120503652039325
1739209701.645646;-38.13080360867914
1739209701.6456537;-45.120503652039325
1739209701.6456614;-45.120503652039325
1739209701.6456692;-45.120503652039325
1739209701.6456769;-35.57807855764607
1739209701.6456845;-32.816014438256545
1739209701.6456923;-38.13080360867914
1739209701.6457;-45.120503652039325
1739209701.6457076;-35.57807855764607
1739209701.6457155;-35.57807855764607
1739209701.645723;-45.120503652039325
1739209701.6457307;-38.13080360867914
1739209701.6457384;-45.120503652039325
1739209701.6457462;-45.120503652039325
1739209701.6457539;-45.120503652039325
1739209701.6457615;-38.13080360867914
1739209701.6457694;-38.13080360867914
1739209701.645777;-38.13080360867914
1739209701.6457846;-45.120503652039325
1739209701.6457925;-45.120503652039325
