CAN Message; 0x1b8:0200892734e6452b
Timestamp;Amplitude
1739209682.6270483;-45.120503652039325
1739209682.627054;-45.120503652039325
1739209682.6270597;-45.120503652039325
1739209682.6270654;-45.120503652039325
1739209682.6270711;-45.120503652039325
1739209682.6270769;-45.120503652039325
1739209682.6270826;-38.13080360867914
1739209682.6270883;-45.120503652039325
1739209682.6270938;-38.13080360867914
1739209682.6270995;-38.13080360867914
1739209682.6271052;-38.13080360867914
1739209682.627111;-45.120503652039325
1739209682.6271167;-38.13080360867914
1739209682.6271224;-45.120503652039325
1739209682.6271281;-45.120503652039325
1739209682.6271338;-45.120503652039325
1739209682.6271396;-38.13080360867914
1739209682.6271453;-38.13080360867914
1739209682.627151;-45.120503652039325
1739209682.6271567;-45.120503652039325
1739209682.6271625;-35.57807855764607
1739209682.6271682;-35.57807855764607
1739209682.627174;-45.120503652039325
1739209682.6271796;-45.120503652039325
1739209682.6271853;-45.120503652039325
1739209682.627191;-45.120503652039325
1739209682.6271966;-38.13080360867914
1739209682.6272023;-32.816014438256545
1739209682.627208;-38.13080360867914
1739209682.6272137;-38.13080360867914
1739209682.6272194;-38.13080360867914
1739209682.6272252;-38.13080360867914
1739209682.627231;-38.13080360867914
1739209682.6272366;-45.120503652039325
1739209682.6272423;-45.120503652039325
1739209682.627248;-45.120503652039325
1739209682.6272538;-45.120503652039325
1739209682.6272595;-45.120503652039325
1739209682.6272652;-32.816014438256545
1739209682.627271;-33.981070128970906
1739209682.6272767;-38.13080360867914
1739209682.6272824;-45.120503652039325
1739209682.627288;-35.57807855764607
1739209682.6272936;-35.57807855764607
1739209682.6272993;-45.120503652039325
1739209682.627305;-45.120503652039325
1739209682.6273108;-38.13080360867914
1739209682.6273165;-28.992665084841942
1739209682.6273222;-33.981070128970906
1739209682.627328;-45.120503652039325
1739209682.6273336;-38.13080360867914
1739209682.6273394;-38.13080360867914
1739209682.627345;-38.13080360867914
1739209682.6273508;-45.120503652039325
1739209682.6273565;-38.13080360867914
1739209682.6273623;-38.13080360867914
1739209682.627368;-45.120503652039325
1739209682.6273737;-45.120503652039325
1739209682.6273794;-38.13080360867914
1739209682.6273851;-38.13080360867914
1739209682.6273906;-45.120503652039325
1739209682.6273963;-38.13080360867914
1739209682.627402;-35.57807855764607
1739209682.6274078;-38.13080360867914
1739209682.6274135;-38.13080360867914
1739209682.6274192;-45.120503652039325
1739209682.627425;-38.13080360867914
1739209682.6274307;-33.981070128970906
1739209682.6274364;-38.13080360867914
1739209682.6274421;-45.120503652039325
1739209682.6274478;-38.13080360867914
1739209682.6274536;-38.13080360867914
1739209682.6274593;-45.120503652039325
1739209682.627465;-45.120503652039325
1739209682.6274707;-35.57807855764607
1739209682.6274765;-38.13080360867914
1739209682.6274822;-45.120503652039325
1739209682.627488;-35.57807855764607
1739209682.6274934;-45.120503652039325
1739209682.627499;-38.13080360867914
1739209682.6275048;-33.981070128970906
1739209682.6275105;-38.13080360867914
1739209682.6275163;-33.981070128970906
1739209682.627522;-38.13080360867914
1739209682.6275277;-38.13080360867914
1739209682.6275334;-32.816014438256545
1739209682.6275392;-45.120503652039325
1739209682.6275449;-33.981070128970906
1739209682.6275506;-33.981070128970906
1739209682.6275563;-45.120503652039325
1739209682.627562;-45.120503652039325
1739209682.6275678;-45.120503652039325
1739209682.6275735;-45.120503652039325
1739209682.6275792;-45.120503652039325
1739209682.627585;-38.13080360867914
1739209682.6275904;-38.13080360867914
1739209682.6275961;-31.141103565318915
1739209682.6276019;-45.120503652039325
1739209682.6276076;-45.120503652039325
1739209682.6276133;-38.13080360867914
1739209682.627619;-38.13080360867914
1739209682.6276248;-45.120503652039325
1739209682.6276305;-45.120503652039325
1739209682.6276362;-38.13080360867914
1739209682.627642;-32.816014438256545
1739209682.6276476;-45.120503652039325
1739209682.6276534;-45.120503652039325
1739209682.627659;-38.13080360867914
1739209682.6276648;-35.57807855764607
1739209682.6276705;-38.13080360867914
1739209682.6276762;-45.120503652039325
1739209682.627682;-38.13080360867914
1739209682.6276875;-28.992665084841942
1739209682.6276932;-38.13080360867914
1739209682.627699;-45.120503652039325
1739209682.6277046;-38.13080360867914
1739209682.6277103;-33.981070128970906
1739209682.627716;-33.981070128970906
1739209682.6277218;-45.120503652039325
1739209682.6277275;-45.120503652039325
1739209682.6277332;-45.120503652039325
1739209682.627739;-45.120503652039325
1739209682.6277447;-45.120503652039325
1739209682.6277504;-45.120503652039325
1739209682.627756;-45.120503652039325
1739209682.6277618;-38.13080360867914
1739209682.6277676;-38.13080360867914
1739209682.6277733;-45.120503652039325
1739209682.627779;-45.120503652039325
1739209682.6277847;-45.120503652039325
1739209682.6277902;-45.120503652039325
1739209682.627796;-45.120503652039325
1739209682.6278017;-38.13080360867914
1739209682.6278074;-38.13080360867914
1739209682.627813;-45.120503652039325
1739209682.6278188;-45.120503652039325
1739209682.6278245;-31.141103565318915
1739209682.6278303;-45.120503652039325
1739209682.627836;-45.120503652039325
1739209682.6278417;-38.13080360867914
1739209682.6278474;-35.57807855764607
1739209682.6278532;-38.13080360867914
1739209682.6278589;-38.13080360867914
1739209682.6278646;-45.120503652039325
1739209682.6278703;-33.981070128970956
1739209682.627876;-45.120503652039325
1739209682.6278818;-45.120503652039325
1739209682.6278872;-45.120503652039325
1739209682.627893;-38.13080360867914
1739209682.6278987;-38.13080360867914
1739209682.6279044;-45.120503652039325
1739209682.6279101;-45.120503652039325
1739209682.6279159;-28.992665084841942
1739209682.6279216;-38.13080360867914
1739209682.6279273;-45.120503652039325
1739209682.627933;-45.120503652039325
1739209682.6279387;-45.120503652039325
1739209682.6279445;-45.120503652039325
1739209682.6279502;-45.120503652039325
1739209682.627956;-38.13080360867914
1739209682.6279616;-38.13080360867914
1739209682.6279674;-45.120503652039325
1739209682.627973;-38.13080360867914
1739209682.6279788;-45.120503652039325
1739209682.6279843;-38.13080360867914
1739209682.62799;-35.57807855764607
1739209682.6279957;-38.13080360867914
1739209682.6280015;-35.57807855764607
1739209682.6280072;-38.13080360867914
1739209682.628013;-38.13080360867914
1739209682.6280186;-38.13080360867914
1739209682.6280243;-35.57807855764607
1739209682.62803;-45.120503652039325
1739209682.6280358;-38.13080360867914
1739209682.6280415;-38.13080360867914
1739209682.6280472;-45.120503652039325
1739209682.628053;-35.57807855764607
1739209682.6280587;-38.13080360867914
1739209682.6280644;-38.13080360867914
1739209682.62807;-38.13080360867914
1739209682.6280758;-38.13080360867914
1739209682.6280816;-45.120503652039325
1739209682.628087;-33.981070128970906
1739209682.6280928;-31.141103565318893
1739209682.6280985;-45.120503652039325
1739209682.6281042;-45.120503652039325
1739209682.62811;-38.13080360867914
1739209682.6281157;-38.13080360867914
1739209682.6281214;-45.120503652039325
1739209682.628127;-33.981070128970906
1739209682.6281328;-38.13080360867914
1739209682.6281385;-45.120503652039325
1739209682.6281443;-35.57807855764607
1739209682.62815;-38.13080360867914
1739209682.6281557;-38.13080360867914
1739209682.6281614;-38.13080360867914
1739209682.6281672;-38.13080360867914
1739209682.6281729;-45.120503652039325
1739209682.6281786;-33.981070128970906
1739209682.628184;-33.981070128970906
1739209682.6281898;-45.120503652039325
1739209682.6281955;-45.120503652039325
1739209682.6282012;-38.13080360867914
1739209682.628207;-45.120503652039325
1739209682.6282127;-45.120503652039325
1739209682.6282184;-38.13080360867914
1739209682.6282241;-38.13080360867914
1739209682.6282299;-45.120503652039325
1739209682.6282356;-35.57807855764607
1739209682.6282413;-33.981070128970906
1739209682.628247;-38.13080360867914
1739209682.6282527;-38.13080360867914
1739209682.6282585;-45.120503652039325
1739209682.6282642;-38.13080360867914
1739209682.62827;-38.13080360867914
1739209682.6282756;-45.120503652039325
1739209682.628281;-45.120503652039325
1739209682.6282868;-45.120503652039325
1739209682.6282926;-45.120503652039325
1739209682.6282983;-45.120503652039325
1739209682.628304;-35.57807855764607
1739209682.6283097;-35.57807855764607
1739209682.6283154;-45.120503652039325
1739209682.6283212;-38.13080360867914
1739209682.628327;-33.981070128970906
1739209682.6283326;-31.141103565318915
1739209682.6283383;-38.13080360867914
1739209682.628344;-38.13080360867914
1739209682.6283498;-38.13080360867914
1739209682.6283555;-38.13080360867914
1739209682.6283612;-38.13080360867914
1739209682.628367;-45.120503652039325
1739209682.6283727;-35.57807855764607
1739209682.6283784;-33.981070128970906
1739209682.6283839;-38.13080360867914
1739209682.6283896;-45.120503652039325
1739209682.6283953;-38.13080360867914
1739209682.628401;-35.57807855764607
1739209682.6284068;-45.120503652039325
1739209682.6284125;-45.120503652039325
1739209682.6284182;-45.120503652039325
