CAN Message; 0x1bb:0000358f938a33e4
1739209616.36007;-45.120503652039325
1739209616.360075;-38.13080360867914
1739209616.3600798;-38.13080360867914
1739209616.3600848;-38.13080360867914
1739209616.3600898;-35.57807855764607
1739209616.3600948;-38.13080360867914
1739209616.3600998;-35.57807855764607
1739209616.3601048;-45.120503652039325
1739209616.3601098;-38.13080360867914
1739209616.3601148;-38.13080360867914
1739209616.3601198;-33.981070128970906
1739209616.3601248;-38.13080360867914
1739209616.3601298;-38.13080360867914
1739209616.3601348;-45.120503652039325
1739209616.3601398;-45.120503652039325
1739209616.3601449;-45.120503652039325
1739209616.3601499;-45.120503652039325
1739209616.3601546;-35.57807855764607
1739209616.3601596;-33.981070128970906
1739209616.3601646;-38.13080360867914
1739209616.3601696;-38.13080360867914
1739209616.3601747;-45.120503652039325
1739209616.3601797;-38.13080360867914
1739209616.3601847;-38.13080360867914
1739209616.3601897;-38.13080360867914
1739209616.3601947;-35.57807855764607
1739209616.3601997;-35.57807855764607
1739209616.3602047;-45.120503652039325
1739209616.3602097;-45.120503652039325
1739209616.3602147;-38.13080360867914
1739209616.3602197;-31.141103565318915
1739209616.3602245;-45.120503652039325
1739209616.3602295;-45.120503652039325
1739209616.3602345;-35.57807855764607
1739209616.3602395;-38.13080360867914
1739209616.3602445;-45.120503652039325
1739209616.3602495;-38.13080360867914
1739209616.3602545;-38.13080360867914
1739209616.3602595;-38.13080360867914
1739209616.3602645;-38.13080360867914
1739209616.3602695;-38.13080360867914
1739209616.3602746;-45.120503652039325
1739209616.3602796;-38.13080360867914
1739209616.3602846;-38.13080360867914
1739209616.3602896;-31.141103565318915
1739209616.3602943;-35.57807855764607
1739209616.3602993;-35.57807855764607
1739209616.3603044;-45.120503652039325
1739209616.3603094;-45.120503652039325
1739209616.3603144;-45.120503652039325
1739209616.3603194;-33.981070128970906
1739209616.3603244;-38.13080360867914
1739209616.3603294;-30.49652367304976
1739209616.3603344;-38.13080360867914
1739209616.3603394;-33.981070128970906
1739209616.3603444;-45.120503652039325
1739209616.3603494;-38.13080360867914
1739209616.3603544;-38.13080360867914
1739209616.3603594;-32.816014438256545
1739209616.3603644;-45.120503652039325
1739209616.3603692;-28.992665084841942
1739209616.3603742;-38.13080360867914
1739209616.3603792;-45.120503652039325
1739209616.3603842;-45.120503652039325
1739209616.3603892;-38.13080360867914
1739209616.3603942;-45.120503652039325
1739209616.3603992;-45.120503652039325
1739209616.3604043;-38.13080360867914
1739209616.3604093;-45.120503652039325
1739209616.3604143;-45.120503652039325
1739209616.3604193;-45.120503652039325
1739209616.3604243;-38.13080360867914
1739209616.3604293;-38.13080360867914
1739209616.3604343;-38.13080360867914
1739209616.360439;-38.13080360867914
1739209616.360444;-45.120503652039325
1739209616.360449;-38.13080360867914
1739209616.360454;-45.120503652039325
1739209616.360459;-45.120503652039325
1739209616.360464;-38.13080360867914
1739209616.360469;-38.13080360867914
1739209616.360474;-45.120503652039325
1739209616.360479;-45.120503652039325
1739209616.3604841;-45.120503652039325
1739209616.3604891;-31.141103565318915
1739209616.3604941;-32.816014438256545
1739209616.3604991;-38.13080360867914
1739209616.3605042;-45.120503652039325
1739209616.3605092;-38.13080360867914
1739209616.360514;-33.981070128970906
1739209616.360519;-45.120503652039325
1739209616.360524;-35.57807855764607
1739209616.360529;-33.981070128970906
1739209616.360534;-33.981070128970906
1739209616.360539;-45.120503652039325
1739209616.360544;-45.120503652039325
1739209616.360549;-45.120503652039325
1739209616.360554;-45.120503652039325
1739209616.360559;-45.120503652039325
1739209616.360564;-30.49652367304973
1739209616.360569;-35.57807855764607
1739209616.360574;-45.120503652039325
1739209616.360579;-45.120503652039325
1739209616.3605838;-38.13080360867914
1739209616.3605888;-33.981070128970906
1739209616.3605938;-45.120503652039325
1739209616.3605988;-45.120503652039325
1739209616.3606038;-33.981070128970906
1739209616.3606088;-38.13080360867914
1739209616.3606138;-38.13080360867914
1739209616.3606188;-38.13080360867914
1739209616.3606238;-33.981070128970906
1739209616.3606288;-38.13080360867914
1739209616.3606339;-38.13080360867914
1739209616.3606389;-35.57807855764607
1739209616.3606439;-45.120503652039325
1739209616.3606489;-38.13080360867914
1739209616.3606536;-38.13080360867914
1739209616.3606586;-45.120503652039325
1739209616.3606637;-45.120503652039325
1739209616.3606687;-38.13080360867914
1739209616.3606737;-45.120503652039325
1739209616.3606787;-45.120503652039325
1739209616.3606837;-33.981070128970906
1739209616.3606887;-45.120503652039325
1739209616.3606937;-33.981070128970906
1739209616.3606987;-38.13080360867914
1739209616.3607037;-35.57807855764607
1739209616.3607087;-38.13080360867914
1739209616.3607137;-38.13080360867914
1739209616.3607187;-38.13080360867914
1739209616.3607237;-45.120503652039325
1739209616.3607285;-45.120503652039325
1739209616.3607335;-33.981070128970906
1739209616.3607385;-38.13080360867914
1739209616.3607435;-35.57807855764607
1739209616.3607485;-38.13080360867914
1739209616.3607535;-45.120503652039325
1739209616.3607585;-45.120503652039325
1739209616.3607635;-35.57807855764607
1739209616.3607686;-38.13080360867914
1739209616.3607736;-38.13080360867914
1739209616.3607786;-45.120503652039325
1739209616.3607836;-45.120503652039325
1739209616.3607886;-38.13080360867914
1739209616.3607936;-45.120503652039325
1739209616.3607984;-45.120503652039325
1739209616.3608034;-38.13080360867914
1739209616.3608084;-38.13080360867914
1739209616.3608134;-38.13080360867914
1739209616.3608184;-38.13080360867914
1739209616.3608234;-45.120503652039325
1739209616.3608284;-45.120503652039325
1739209616.3608334;-45.120503652039325
1739209616.3608384;-45.120503652039325
1739209616.3608434;-45.120503652039325
1739209616.3608484;-45.120503652039325
1739209616.3608534;-45.120503652039325
1739209616.3608584;-45.120503652039325
1739209616.3608634;-38.13080360867914
1739209616.3608685;-45.120503652039325
1739209616.3608732;-38.13080360867914
1739209616.3608782;-45.120503652039325
1739209616.3608832;-45.120503652039325
1739209616.3608882;-45.120503652039325
1739209616.3608932;-33.981070128970906
1739209616.3608983;-32.816014438256545
1739209616.3609033;-38.13080360867914
1739209616.3609083;-38.13080360867914
1739209616.3609133;-38.13080360867914
1739209616.3609183;-35.57807855764607
1739209616.3609233;-45.120503652039325
1739209616.3609283;-45.120503652039325
1739209616.3609333;-45.120503652039325
1739209616.3609383;-38.13080360867914
1739209616.360943;-38.13080360867914
1739209616.360948;-45.120503652039325
1739209616.360953;-45.120503652039325
1739209616.360958;-45.120503652039325
1739209616.360963;-38.13080360867914
1739209616.360968;-45.120503652039325
1739209616.3609731;-45.120503652039325
1739209616.3609781;-45.120503652039325
1739209616.3609831;-38.13080360867914
1739209616.3609881;-45.120503652039325
1739209616.3609931;-35.57807855764607
1739209616.3609982;-35.57807855764607
1739209616.3610032;-45.120503652039325
1739209616.3610082;-45.120503652039325
1739209616.3610132;-31.141103565318893
1739209616.361018;-26.487275050834715
1739209616.361023;-45.120503652039325
1739209616.361028;-45.120503652039325
1739209616.361033;-45.120503652039325
1739209616.361038;-38.13080360867914
1739209616.361043;-45.120503652039325
1739209616.361048;-45.120503652039325
1739209616.361053;-45.120503652039325
1739209616.361058;-38.13080360867914
1739209616.361063;-45.120503652039325
1739209616.361068;-45.120503652039325
1739209616.361073;-33.981070128970906
1739209616.361078;-45.120503652039325
1739209616.361083;-45.120503652039325
1739209616.3610878;-45.120503652039325
1739209616.3610928;-35.57807855764607
1739209616.3610978;-32.816014438256545
1739209616.3611028;-45.120503652039325
1739209616.3611078;-45.120503652039325
1739209616.3611128;-35.57807855764607
1739209616.3611178;-35.57807855764607
1739209616.3611228;-45.120503652039325
1739209616.3611279;-45.120503652039325
1739209616.3611329;-38.13080360867914
1739209616.3611379;-31.141103565318915
1739209616.3611429;-45.120503652039325
1739209616.3611479;-45.120503652039325
1739209616.361153;-35.57807855764607
1739209616.3611577;-30.49652367304973
1739209616.3611627;-45.120503652039325
1739209616.3611677;-45.120503652039325
1739209616.3611727;-45.120503652039325
1739209616.3611777;-33.981070128970956
1739209616.3611827;-45.120503652039325
1739209616.3611877;-45.120503652039325
1739209616.3611927;-38.13080360867914
1739209616.3611977;-45.120503652039325
1739209616.3612027;-38.13080360867914
1739209616.3612077;-38.13080360867914
1739209616.3612127;-35.57807855764607
1739209616.3612177;-27.267205301931607
1739209616.3612227;-38.13080360867914
1739209616.3612278;-45.120503652039325
1739209616.3612325;-38.13080360867914
1739209616.3612375;-32.816014438256545
1739209616.3612425;-38.13080360867914
1739209616.3612475;-45.120503652039325
1739209616.3612525;-45.120503652039325
1739209616.3612576;-35.57807855764607
1739209616.3612626;-45.120503652039325
1739209616.3612676;-38.13080360867914
1739209616.3612726;-45.120503652039325
1739209616.3612776;-45.120503652039325
1739209616.3612826;-38.13080360867914
1739209616.3612876;-45.120503652039325
1739209616.3612926;-38.13080360867914
1739209616.3612976;-38.13080360867914
1739209616.3613024;-45.120503652039325
1739209616.3613074;-45.120503652039325
1739209616.3613124;-45.120503652039325
1739209616.3613174;-45.120503652039325
1739209616.3613224;-45.120503652039325
1739209616.3613274;-45.120503652039325
1739209616.3613324;-45.120503652039325
1739209616.3613374;-38.13080360867914
1739209616.3613424;-38.13080360867914
1739209616.3613474;-45.120503652039325
1739209616.3613524;-38.13080360867914
1739209616.3613575;-33.981070128970906
1739209616.3613625;-38.13080360867914
1739209616.3613675;-45.120503652039325
1739209616.3613725;-38.13080360867914
1739209616.3613772;-38.13080360867914
1739209616.3613822;-45.120503652039325
1739209616.3613873;-38.13080360867914
1739209616.3613923;-45.120503652039325
1739209616.3613973;-45.120503652039325
1739209616.3614023;-45.120503652039325
1739209616.3614073;-38.13080360867914
1739209616.3614123;-38.13080360867914
1739209616.3614173;-38.13080360867914
1739209616.3614223;-38.13080360867914
1739209616.3614273;-45.120503652039325
1739209616.3614323;-45.120503652039325
1739209616.3614373;-45.120503652039325
1739209616.3614423;-33.981070128970906
1739209616.361447;-38.13080360867914
1739209616.361452;-45.120503652039325
1739209616.361457;-45.120503652039325
1739209616.361462;-38.13080360867914
1739209616.3614671;-38.13080360867914
1739209616.3614721;-33.981070128970906
1739209616.3614771;-45.120503652039325
1739209616.3614821;-38.13080360867914
1739209616.3614872;-38.13080360867914
1739209616.3614922;-38.13080360867914
1739209616.3614972;-45.120503652039325
1739209616.3615022;-38.13080360867914
1739209616.3615072;-38.13080360867914
1739209616.3615122;-45.120503652039325
1739209616.3615172;-38.13080360867914
1739209616.361522;-38.13080360867914
1739209616.361527;-38.13080360867914
1739209616.361532;-45.120503652039325
1739209616.361537;-45.120503652039325
1739209616.361542;-33.981070128970906
1739209616.361547;-38.13080360867914
1739209616.361552;-38.13080360867914
1739209616.361557;-45.120503652039325
1739209616.361562;-35.57807855764607
1739209616.361567;-38.13080360867914
1739209616.361572;-45.120503652039325
1739209616.361577;-38.13080360867914
1739209616.361582;-45.120503652039325
1739209616.361587;-45.120503652039325
1739209616.3615918;-45.120503652039325
1739209616.3615968;-38.13080360867914
1739209616.3616018;-33.981070128970906
1739209616.3616068;-38.13080360867914
1739209616.3616118;-45.120503652039325
1739209616.3616168;-45.120503652039325
1739209616.3616219;-30.49652367304973
1739209616.3616269;-35.57807855764607
1739209616.3616319;-45.120503652039325
1739209616.3616369;-45.120503652039325
1739209616.361642;-35.57807855764607
1739209616.361647;-38.13080360867914
1739209616.361652;-38.13080360867914
1739209616.361657;-38.13080360867914
1739209616.3616617;-45.120503652039325
1739209616.3616667;-45.120503652039325
1739209616.3616717;-45.120503652039325
1739209616.3616767;-45.120503652039325
1739209616.3616817;-45.120503652039325
1739209616.3616867;-38.13080360867914
1739209616.3616917;-38.13080360867914
1739209616.3616967;-45.120503652039325
1739209616.3617017;-38.13080360867914
1739209616.3617067;-35.57807855764607
1739209616.3617117;-45.120503652039325
1739209616.3617167;-45.120503652039325
1739209616.3617218;-31.141103565318893
1739209616.3617268;-38.13080360867914
1739209616.3617318;-38.13080360867914
1739209616.3617365;-45.120503652039325
1739209616.3617415;-33.981070128970906
1739209616.3617465;-32.816014438256545
1739209616.3617516;-45.120503652039325
1739209616.3617566;-45.120503652039325
1739209616.3617616;-38.13080360867914
1739209616.3617666;-38.13080360867914
1739209616.3617716;-45.120503652039325
1739209616.3617766;-38.13080360867914
1739209616.3617816;-45.120503652039325
1739209616.3617866;-45.120503652039325
1739209616.3617916;-45.120503652039325
1739209616.3617966;-45.120503652039325
1739209616.3618016;-38.13080360867914
1739209616.3618064;-38.13080360867914
1739209616.3618114;-38.13080360867914
1739209616.3618164;-45.120503652039325
1739209616.3618214;-29.438486411369333
1739209616.3618264;-31.141103565318893
1739209616.3618314;-45.120503652039325
1739209616.3618364;-38.13080360867914
1739209616.3618414;-35.57807855764607
1739209616.3618464;-35.57807855764607
1739209616.3618515;-38.13080360867914
1739209616.3618565;-35.57807855764607
1739209616.3618615;-45.120503652039325
1739209616.3618665;-45.120503652039325
1739209616.3618715;-38.13080360867914
1739209616.3618765;-38.13080360867914
1739209616.3618813;-45.120503652039325
1739209616.3618863;-45.120503652039325
1739209616.3618913;-33.981070128970906
1739209616.3618963;-45.120503652039325
1739209616.3619013;-38.13080360867914
1739209616.3619063;-38.13080360867914
1739209616.3619113;-33.981070128970906
1739209616.3619163;-38.13080360867914
1739209616.3619213;-45.120503652039325
1739209616.3619263;-38.13080360867914
1739209616.3619313;-38.13080360867914
1739209616.3619363;-38.13080360867914
1739209616.3619413;-38.13080360867914
1739209616.3619463;-45.120503652039325
1739209616.361951;-38.13080360867914
1739209616.3619561;-38.13080360867914
1739209616.3619611;-45.120503652039325
1739209616.3619661;-45.120503652039325
1739209616.3619711;-45.120503652039325
1739209616.3619761;-35.57807855764607
1739209616.3619812;-45.120503652039325
1739209616.3619862;-45.120503652039325
1739209616.3619912;-35.57807855764607
1739209616.3619962;-32.816014438256545
1739209616.3620012;-45.120503652039325
1739209616.3620062;-45.120503652039325
1739209616.3620112;-38.13080360867914
1739209616.3620162;-45.120503652039325
1739209616.362021;-32.816014438256545
1739209616.362026;-28.58837851428586
1739209616.362031;-35.57807855764607
1739209616.362036;-38.13080360867914
1739209616.362041;-38.13080360867914
1739209616.362046;-35.57807855764607
1739209616.362051;-38.13080360867914
1739209616.362056;-33.981070128970906
1739209616.362061;-45.120503652039325
1739209616.362066;-33.981070128970956
1739209616.362071;-33.981070128970906
1739209616.362076;-35.57807855764607
1739209616.362081;-45.120503652039325
1739209616.362086;-45.120503652039325
1739209616.362091;-38.13080360867914
1739209616.3620958;-33.981070128970906
1739209616.3621008;-38.13080360867914
1739209616.3621058;-33.981070128970906
1739209616.3621109;-33.981070128970906
1739209616.3621159;-45.120503652039325
1739209616.3621209;-45.120503652039325
1739209616.3621259;-45.120503652039325
1739209616.3621309;-38.13080360867914
1739209616.362136;-35.57807855764607
1739209616.362141;-45.120503652039325
1739209616.362146;-45.120503652039325
1739209616.362151;-38.13080360867914
1739209616.362156;-38.13080360867914
1739209616.362161;-38.13080360867914
1739209616.3621657;-45.120503652039325
1739209616.3621707;-45.120503652039325
1739209616.3621757;-45.120503652039325
1739209616.3621807;-45.120503652039325
1739209616.3621857;-45.120503652039325
1739209616.3621907;-45.120503652039325
1739209616.3621957;-38.13080360867914
1739209616.3622007;-38.13080360867914
1739209616.3622057;-45.120503652039325
1739209616.3622108;-38.13080360867914
1739209616.3622158;-38.13080360867914
1739209616.3622208;-38.13080360867914
1739209616.3622258;-33.981070128970906
1739209616.3622308;-38.13080360867914
1739209616.3622358;-38.13080360867914
1739209616.3622406;-45.120503652039325
1739209616.3622456;-35.57807855764607
1739209616.3622506;-38.13080360867914
1739209616.3622556;-38.13080360867914
1739209616.3622606;-45.120503652039325
1739209616.3622656;-45.120503652039325
1739209616.3622706;-45.120503652039325
1739209616.3622756;-45.120503652039325
1739209616.3622806;-45.120503652039325
1739209616.3622856;-45.120503652039325
1739209616.3622906;-38.13080360867914
1739209616.3622956;-38.13080360867914
1739209616.3623006;-45.120503652039325
1739209616.3623056;-33.981070128970906
1739209616.3623104;-45.120503652039325
1739209616.3623154;-45.120503652039325
1739209616.3623204;-33.981070128970906
1739209616.3623254;-45.120503652039325
1739209616.3623304;-45.120503652039325
1739209616.3623354;-45.120503652039325
1739209616.3623405;-38.13080360867914
1739209616.3623455;-38.13080360867914
1739209616.3623505;-45.120503652039325
1739209616.3623555;-45.120503652039325
1739209616.3623605;-45.120503652039325
1739209616.3623655;-33.981070128970906
1739209616.3623705;-45.120503652039325
1739209616.3623755;-45.120503652039325
1739209616.3623805;-45.120503652039325
1739209616.3623853;-45.120503652039325
1739209616.3623903;-38.13080360867914
1739209616.3623953;-45.120503652039325
1739209616.3624003;-35.57807855764607
1739209616.3624053;-35.57807855764607
1739209616.3624103;-45.120503652039325
1739209616.3624153;-45.120503652039325
1739209616.3624203;-38.13080360867914
1739209616.3624253;-38.13080360867914
1739209616.3624303;-38.13080360867914
1739209616.3624353;-45.120503652039325
1739209616.3624403;-45.120503652039325
1739209616.3624454;-38.13080360867914
1739209616.3624504;-45.120503652039325
1739209616.3624551;-45.120503652039325
1739209616.3624601;-45.120503652039325
1739209616.3624651;-38.13080360867914
1739209616.3624701;-45.120503652039325
1739209616.3624752;-45.120503652039325
1739209616.3624802;-33.981070128970906
1739209616.3624852;-38.13080360867914
1739209616.3624902;-45.120503652039325
1739209616.3624952;-45.120503652039325
1739209616.3625002;-45.120503652039325
1739209616.3625052;-45.120503652039325
1739209616.3625102;-45.120503652039325
1739209616.3625152;-45.120503652039325
1739209616.3625202;-45.120503652039325
1739209616.362525;-45.120503652039325
1739209616.36253;-38.13080360867914
1739209616.362535;-38.13080360867914
1739209616.36254;-38.13080360867914
1739209616.362545;-45.120503652039325
1739209616.36255;-28.58837851428586
1739209616.362555;-35.57807855764607
1739209616.36256;-45.120503652039325
1739209616.362565;-45.120503652039325
1739209616.36257;-38.13080360867914
1739209616.362575;-38.13080360867914
1739209616.36258;-45.120503652039325
1739209616.362585;-45.120503652039325
1739209616.36259;-33.981070128970956
1739209616.362595;-45.120503652039325
1739209616.3625998;-35.57807855764607
1739209616.3626049;-35.57807855764607
1739209616.3626099;-45.120503652039325
1739209616.3626149;-38.13080360867914
1739209616.3626199;-38.13080360867914
1739209616.362625;-38.13080360867914
1739209616.36263;-28.58837851428586
1739209616.362635;-32.816014438256545
1739209616.36264;-45.120503652039325
1739209616.362645;-45.120503652039325
1739209616.36265;-31.141103565318915
1739209616.362655;-38.13080360867914
1739209616.36266;-38.13080360867914
1739209616.362665;-45.120503652039325
1739209616.3626697;-45.120503652039325
1739209616.3626747;-33.981070128970906
1739209616.3626797;-38.13080360867914
1739209616.3626847;-45.120503652039325
1739209616.3626897;-38.13080360867914
1739209616.3626947;-38.13080360867914
1739209616.3626997;-45.120503652039325
1739209616.3627048;-45.120503652039325
1739209616.3627098;-45.120503652039325
1739209616.3627148;-45.120503652039325
1739209616.3627198;-45.120503652039325
1739209616.3627248;-45.120503652039325
1739209616.3627298;-38.13080360867914
1739209616.3627348;-38.13080360867914
1739209616.3627398;-38.13080360867914
1739209616.3627446;-45.120503652039325
1739209616.3627496;-28.21854285175415
1739209616.3627546;-31.141103565318893
1739209616.3627596;-45.120503652039325
1739209616.3627646;-45.120503652039325
1739209616.3627696;-32.816014438256545
1739209616.3627746;-35.57807855764607
1739209616.3627796;-45.120503652039325
1739209616.3627846;-38.13080360867914
1739209616.3627896;-45.120503652039325
1739209616.3627946;-38.13080360867914
1739209616.3627996;-38.13080360867914
1739209616.3628047;-45.120503652039325
1739209616.3628097;-45.120503652039325
1739209616.3628144;-45.120503652039325
1739209616.3628194;-38.13080360867914
1739209616.3628244;-45.120503652039325
1739209616.3628294;-29.438486411369333
1739209616.3628345;-29.438486411369333
1739209616.3628395;-45.120503652039325
1739209616.3628445;-38.13080360867914
1739209616.3628495;-35.57807855764607
1739209616.3628545;-38.13080360867914
1739209616.3628595;-45.120503652039325
1739209616.3628645;-45.120503652039325
1739209616.3628695;-45.120503652039325
1739209616.3628745;-45.120503652039325
1739209616.3628795;-45.120503652039325
1739209616.3628845;-45.120503652039325
1739209616.3628893;-45.120503652039325
1739209616.3628943;-33.981070128970906
1739209616.3628993;-45.120503652039325
1739209616.3629043;-45.120503652039325
1739209616.3629093;-45.120503652039325
1739209616.3629143;-38.13080360867914
1739209616.3629193;-38.13080360867914
1739209616.3629243;-45.120503652039325
1739209616.3629293;-38.13080360867914
1739209616.3629344;-45.120503652039325
1739209616.3629394;-38.13080360867914
1739209616.3629444;-45.120503652039325
1739209616.3629494;-38.13080360867914
1739209616.3629544;-32.816014438256545
1739209616.3629591;-45.120503652039325
1739209616.3629642;-38.13080360867914
1739209616.3629692;-45.120503652039325
1739209616.3629742;-38.13080360867914
1739209616.3629792;-45.120503652039325
1739209616.3629842;-38.13080360867914
1739209616.3629892;-45.120503652039325
1739209616.3629942;-45.120503652039325
1739209616.3629992;-45.120503652039325
1739209616.3630042;-45.120503652039325
1739209616.3630092;-45.120503652039325
1739209616.3630142;-45.120503652039325
1739209616.3630192;-38.13080360867914
1739209616.3630242;-38.13080360867914
1739209616.363029;-38.13080360867914
1739209616.363034;-32.816014438256545
1739209616.363039;-38.13080360867914
1739209616.363044;-45.120503652039325
1739209616.363049;-38.13080360867914
1739209616.363054;-38.13080360867914
1739209616.363059;-38.13080360867914
1739209616.363064;-45.120503652039325
1739209616.363069;-38.13080360867914
1739209616.363074;-45.120503652039325
1739209616.363079;-38.13080360867914
1739209616.363084;-38.13080360867914
1739209616.363089;-38.13080360867914
1739209616.363094;-35.57807855764607
1739209616.363099;-38.13080360867914
1739209616.3631039;-38.13080360867914
1739209616.3631089;-45.120503652039325
1739209616.3631139;-45.120503652039325
1739209616.363119;-38.13080360867914
1739209616.363124;-38.13080360867914
1739209616.363129;-38.13080360867914
1739209616.363134;-45.120503652039325
1739209616.363139;-45.120503652039325
1739209616.363144;-45.120503652039325
1739209616.363149;-33.981070128970906
1739209616.363154;-33.981070128970906
1739209616.363159;-33.981070128970906
1739209616.363164;-45.120503652039325
1739209616.363169;-45.120503652039325
1739209616.3631737;-38.13080360867914
1739209616.3631787;-33.981070128970906
1739209616.3631837;-38.13080360867914
1739209616.3631887;-45.120503652039325
1739209616.3631938;-38.13080360867914
1739209616.3631988;-38.13080360867914
1739209616.3632038;-35.57807855764607
1739209616.3632088;-45.120503652039325
1739209616.3632138;-33.981070128970906
1739209616.3632188;-38.13080360867914
1739209616.3632238;-45.120503652039325
1739209616.3632288;-38.13080360867914
1739209616.3632338;-38.13080360867914
1739209616.3632388;-38.13080360867914
1739209616.3632438;-38.13080360867914
1739209616.3632486;-38.13080360867914
1739209616.3632536;-38.13080360867914
1739209616.3632586;-38.13080360867914
1739209616.3632636;-45.120503652039325
1739209616.3632686;-38.13080360867914
1739209616.3632736;-45.120503652039325
1739209616.3632786;-38.13080360867914
1739209616.3632836;-45.120503652039325
1739209616.3632886;-38.13080360867914
1739209616.3632936;-33.981070128970906
1739209616.3632987;-38.13080360867914
1739209616.3633037;-38.13080360867914
1739209616.3633087;-32.816014438256545
1739209616.3633137;-38.13080360867914
1739209616.3633184;-38.13080360867914
1739209616.3633235;-38.13080360867914
1739209616.3633285;-38.13080360867914
1739209616.3633335;-38.13080360867914
1739209616.3633385;-38.13080360867914
1739209616.3633435;-45.120503652039325
1739209616.3633485;-45.120503652039325
1739209616.3633535;-38.13080360867914
1739209616.3633585;-28.992665084841942
1739209616.3633635;-38.13080360867914
1739209616.3633685;-38.13080360867914
1739209616.3633735;-38.13080360867914
1739209616.3633785;-38.13080360867914
