CAN Message; 0x62:0a149d1cd2ce2d55
Timestamp;Amplitude
1739209671.4924781;-45.120503652039325
1739209671.4924822;-35.57807855764607
1739209671.4924862;-27.267205301931607
1739209671.49249;-38.13080360867914
1739209671.492494;-38.13080360867914
1739209671.4924982;-38.13080360867914
1739209671.4925022;-32.816014438256545
1739209671.492506;-38.13080360867914
1739209671.49251;-45.120503652039325
1739209671.4925141;-38.13080360867914
1739209671.4925182;-35.57807855764607
1739209671.492522;-38.13080360867914
1739209671.492526;-38.13080360867914
1739209671.49253;-38.13080360867914
1739209671.4925342;-35.57807855764607
1739209671.492538;-38.13080360867914
1739209671.492542;-45.120503652039325
1739209671.492546;-45.120503652039325
1739209671.4925501;-31.141103565318915
1739209671.492554;-38.13080360867914
1739209671.492558;-45.120503652039325
1739209671.492562;-45.120503652039325
1739209671.492566;-45.120503652039325
1739209671.49257;-38.13080360867914
1739209671.492574;-45.120503652039325
1739209671.492578;-38.13080360867914
1739209671.492582;-38.13080360867914
1739209671.492586;-45.120503652039325
1739209671.49259;-45.120503652039325
1739209671.492594;-38.13080360867914
1739209671.492598;-33.981070128970906
1739209671.4926019;-38.13080360867914
1739209671.492606;-45.120503652039325
1739209671.49261;-38.13080360867914
1739209671.492614;-38.13080360867914
1739209671.4926178;-45.120503652039325
1739209671.492622;-38.13080360867914
1739209671.492626;-38.13080360867914
1739209671.49263;-38.13080360867914
1739209671.4926338;-45.120503652039325
1739209671.4926379;-45.120503652039325
1739209671.492642;-33.981070128970906
1739209671.492646;-33.981070128970906
1739209671.4926498;-38.13080360867914
1739209671.4926538;-45.120503652039325
1739209671.492658;-38.13080360867914
1739209671.492662;-38.13080360867914
1739209671.4926658;-38.13080360867914
1739209671.4926698;-38.13080360867914
1739209671.4926739;-38.13080360867914
1739209671.492678;-38.13080360867914
1739209671.4926817;-38.13080360867914
1739209671.4926858;-45.120503652039325
1739209671.4926898;-38.13080360867914
1739209671.492694;-38.13080360867914
1739209671.4926977;-45.120503652039325
1739209671.4927018;-33.981070128970906
1739209671.4927058;-45.120503652039325
1739209671.4927099;-38.13080360867914
1739209671.4927137;-38.13080360867914
1739209671.4927177;-38.13080360867914
1739209671.4927218;-45.120503652039325
1739209671.4927258;-38.13080360867914
1739209671.4927297;-30.49652367304973
1739209671.4927337;-32.816014438256545
1739209671.4927378;-45.120503652039325
1739209671.4927418;-38.13080360867914
1739209671.4927456;-38.13080360867914
1739209671.4927497;-45.120503652039325
1739209671.4927537;-45.120503652039325
1739209671.4927578;-38.13080360867914
1739209671.4927616;-45.120503652039325
1739209671.4927657;-45.120503652039325
1739209671.4927697;-45.120503652039325
1739209671.4927738;-45.120503652039325
1739209671.4927776;-38.13080360867914
1739209671.4927816;-45.120503652039325
1739209671.4927857;-45.120503652039325
1739209671.4927897;-45.120503652039325
1739209671.4927936;-35.57807855764607
1739209671.4927976;-45.120503652039325
1739209671.4928017;-45.120503652039325
1739209671.4928057;-38.13080360867914
1739209671.4928095;-38.13080360867914
1739209671.4928136;-45.120503652039325
1739209671.4928176;-38.13080360867914
1739209671.4928217;-38.13080360867914
1739209671.4928255;-38.13080360867914
1739209671.4928296;-45.120503652039325
1739209671.4928336;-45.120503652039325
1739209671.4928377;-38.13080360867914
1739209671.4928417;-38.13080360867914
1739209671.4928455;-35.57807855764607
1739209671.4928496;-38.13080360867914
1739209671.4928536;-45.120503652039325
1739209671.4928577;-32.816014438256545
1739209671.4928615;-35.57807855764607
1739209671.4928656;-45.120503652039325
1739209671.4928696;-38.13080360867914
1739209671.4928737;-38.13080360867914
1739209671.4928775;-38.13080360867914
1739209671.4928815;-45.120503652039325
1739209671.4928856;-38.13080360867914
1739209671.4928896;-45.120503652039325
1739209671.4928935;-45.120503652039325
1739209671.4928975;-45.120503652039325
1739209671.4929016;-45.120503652039325
1739209671.4929056;-45.120503652039325
1739209671.4929094;-38.13080360867914
1739209671.4929135;-38.13080360867914
1739209671.4929175;-45.120503652039325
1739209671.4929216;-35.57807855764607
1739209671.4929254;-35.57807855764607
1739209671.4929295;-45.120503652039325
1739209671.4929335;-38.13080360867914
1739209671.4929376;-33.981070128970906
1739209671.4929414;-45.120503652039325
1739209671.4929454;-45.120503652039325
1739209671.4929495;-45.120503652039325
1739209671.4929535;-38.13080360867914
1739209671.4929574;-38.13080360867914
1739209671.4929614;-45.120503652039325
1739209671.4929655;-45.120503652039325
1739209671.4929695;-35.57807855764607
1739209671.4929733;-35.57807855764607
1739209671.4929774;-45.120503652039325
1739209671.4929814;-45.120503652039325
1739209671.4929855;-35.57807855764607
1739209671.4929893;-35.57807855764607
1739209671.4929934;-45.120503652039325
1739209671.4929974;-45.120503652039325
1739209671.4930015;-38.13080360867914
1739209671.4930053;-38.13080360867914
1739209671.4930093;-45.120503652039325
1739209671.4930134;-45.120503652039325
1739209671.4930174;-45.120503652039325
1739209671.4930212;-38.13080360867914
1739209671.4930253;-35.57807855764607
1739209671.4930294;-35.57807855764607
1739209671.4930334;-45.120503652039325
1739209671.4930372;-45.120503652039325
1739209671.4930413;-45.120503652039325
1739209671.4930453;-38.13080360867914
1739209671.4930494;-35.57807855764607
1739209671.4930532;-38.13080360867914
1739209671.4930573;-38.13080360867914
1739209671.4930613;-35.57807855764607
1739209671.4930654;-33.981070128970906
1739209671.4930692;-35.57807855764607
1739209671.4930732;-45.120503652039325
1739209671.4930773;-38.13080360867914
1739209671.4930813;-38.13080360867914
1739209671.4930851;-38.13080360867914
1739209671.4930892;-38.13080360867914
1739209671.4930933;-38.13080360867914
1739209671.4930973;-38.13080360867914
1739209671.4931011;-45.120503652039325
1739209671.4931052;-38.13080360867914
1739209671.4931092;-45.120503652039325
1739209671.4931133;-38.13080360867914
1739209671.493117;-38.13080360867914
1739209671.4931211;-45.120503652039325
1739209671.4931252;-38.13080360867914
1739209671.4931293;-38.13080360867914
1739209671.493133;-38.13080360867914
1739209671.4931371;-35.57807855764607
1739209671.4931412;-32.816014438256545
1739209671.4931452;-45.120503652039325
1739209671.493149;-45.120503652039325
1739209671.493153;-45.120503652039325
1739209671.4931571;-38.13080360867914
1739209671.4931612;-38.13080360867914
1739209671.493165;-38.13080360867914
1739209671.493169;-45.120503652039325
1739209671.4931731;-45.120503652039325
1739209671.4931772;-38.13080360867914
1739209671.493181;-38.13080360867914
1739209671.493185;-38.13080360867914
1739209671.493189;-32.816014438256545
1739209671.4931931;-45.120503652039325
1739209671.493197;-33.981070128970906
1739209671.493201;-35.57807855764607
1739209671.493205;-35.57807855764607
1739209671.4932091;-45.120503652039325
1739209671.493213;-45.120503652039325
1739209671.493217;-32.816014438256545
1739209671.493221;-38.13080360867914
1739209671.493225;-45.120503652039325
1739209671.493229;-38.13080360867914
1739209671.493233;-38.13080360867914
1739209671.493237;-45.120503652039325
1739209671.493241;-38.13080360867914
1739209671.493245;-35.57807855764607
1739209671.493249;-45.120503652039325
1739209671.493253;-45.120503652039325
1739209671.493257;-45.120503652039325
1739209671.4932609;-33.981070128970906
1739209671.493265;-38.13080360867914
1739209671.493269;-45.120503652039325
1739209671.493273;-38.13080360867914
1739209671.4932768;-45.120503652039325
1739209671.493281;-38.13080360867914
1739209671.493285;-38.13080360867914
1739209671.493289;-38.13080360867914
1739209671.4932928;-38.13080360867914
1739209671.4932969;-45.120503652039325
1739209671.493301;-45.120503652039325
1739209671.493305;-45.120503652039325
1739209671.4933088;-45.120503652039325
1739209671.4933128;-38.13080360867914
1739209671.493317;-38.13080360867914
1739209671.493321;-45.120503652039325
1739209671.4933248;-38.13080360867914
1739209671.4933288;-38.13080360867914
1739209671.4933329;-38.13080360867914
1739209671.493337;-38.13080360867914
1739209671.4933407;-38.13080360867914
1739209671.4933448;-38.13080360867914
1739209671.4933488;-45.120503652039325
1739209671.493353;-45.120503652039325
1739209671.4933567;-45.120503652039325
1739209671.4933608;-45.120503652039325
1739209671.4933648;-45.120503652039325
1739209671.4933689;-38.13080360867914
1739209671.4933727;-38.13080360867914
1739209671.4933767;-45.120503652039325
1739209671.4933808;-45.120503652039325
1739209671.4933848;-38.13080360867914
1739209671.4933887;-38.13080360867914
1739209671.4933927;-38.13080360867914
1739209671.4933968;-45.120503652039325
1739209671.4934008;-45.120503652039325
1739209671.4934046;-33.981070128970906
1739209671.4934087;-38.13080360867914
1739209671.4934127;-38.13080360867914
1739209671.4934168;-38.13080360867914
1739209671.4934206;-33.981070128970906
1739209671.4934247;-31.141103565318915
1739209671.4934287;-38.13080360867914
1739209671.4934328;-45.120503652039325
1739209671.4934366;-45.120503652039325
1739209671.4934406;-45.120503652039325
1739209671.4934447;-45.120503652039325
1739209671.4934487;-45.120503652039325
1739209671.4934525;-33.981070128970906
1739209671.4934566;-28.992665084841942
1739209671.4934607;-45.120503652039325
1739209671.4934647;-38.13080360867914
1739209671.4934685;-38.13080360867914
1739209671.4934726;-38.13080360867914
1739209671.4934766;-38.13080360867914
1739209671.4934807;-45.120503652039325
1739209671.4934845;-33.981070128970906
1739209671.4934886;-32.816014438256545
1739209671.4934926;-45.120503652039325
1739209671.4934967;-35.57807855764607
1739209671.4935005;-38.13080360867914
1739209671.4935045;-45.120503652039325
1739209671.4935086;-38.13080360867914
1739209671.4935126;-38.13080360867914
1739209671.4935164;-35.57807855764607
1739209671.4935205;-31.141103565318915
1739209671.4935246;-45.120503652039325
1739209671.4935286;-33.981070128970906
1739209671.4935324;-35.57807855764607
1739209671.4935365;-38.13080360867914
1739209671.4935405;-38.13080360867914
1739209671.4935446;-38.13080360867914
1739209671.4935484;-38.13080360867914
1739209671.4935524;-38.13080360867914
1739209671.4935565;-45.120503652039325
1739209671.4935606;-45.120503652039325
1739209671.4935644;-45.120503652039325
1739209671.4935684;-45.120503652039325
1739209671.4935725;-45.120503652039325
1739209671.4935765;-45.120503652039325
1739209671.4935803;-45.120503652039325
1739209671.4935844;-38.13080360867914
1739209671.4935884;-45.120503652039325
1739209671.4935925;-45.120503652039325
1739209671.4935963;-45.120503652039325
1739209671.4936004;-45.120503652039325
1739209671.4936044;-38.13080360867914
1739209671.4936085;-45.120503652039325
1739209671.4936123;-38.13080360867914
1739209671.4936163;-32.816014438256545
1739209671.4936204;-38.13080360867914
1739209671.4936244;-45.120503652039325
1739209671.4936283;-45.120503652039325
1739209671.4936323;-38.13080360867914
1739209671.4936364;-45.120503652039325
1739209671.4936404;-45.120503652039325
1739209671.4936442;-38.13080360867914
1739209671.4936483;-45.120503652039325
1739209671.4936523;-45.120503652039325
1739209671.4936564;-45.120503652039325
1739209671.4936602;-45.120503652039325
1739209671.4936643;-45.120503652039325
1739209671.4936683;-38.13080360867914
1739209671.4936724;-38.13080360867914
1739209671.4936762;-45.120503652039325
1739209671.4936802;-27.8777449560314
1739209671.4936843;-38.13080360867914
1739209671.4936883;-45.120503652039325
1739209671.4936922;-45.120503652039325
1739209671.4936962;-35.57807855764607
1739209671.4937003;-38.13080360867914
1739209671.4937043;-45.120503652039325
1739209671.4937081;-38.13080360867914
1739209671.4937122;-38.13080360867914
1739209671.4937162;-45.120503652039325
1739209671.4937203;-45.120503652039325
1739209671.493724;-45.120503652039325
1739209671.4937282;-38.13080360867914
1739209671.4937322;-38.13080360867914
1739209671.4937363;-45.120503652039325
1739209671.49374;-45.120503652039325
1739209671.4937441;-29.438486411369333
1739209671.4937482;-31.141103565318893
1739209671.4937522;-45.120503652039325
1739209671.493756;-45.120503652039325
1739209671.49376;-32.816014438256545
1739209671.4937642;-38.13080360867914
1739209671.4937682;-45.120503652039325
1739209671.493772;-45.120503652039325
1739209671.493776;-45.120503652039325
1739209671.4937801;-45.120503652039325
1739209671.4937842;-33.981070128970906
1739209671.493788;-45.120503652039325
1739209671.493792;-45.120503652039325
1739209671.493796;-33.981070128970906
1739209671.4938002;-38.13080360867914
1739209671.493804;-45.120503652039325
1739209671.493808;-30.49652367304973
1739209671.493812;-29.438486411369333
1739209671.4938161;-45.120503652039325
1739209671.49382;-45.120503652039325
1739209671.493824;-35.57807855764607
1739209671.493828;-35.57807855764607
1739209671.493832;-45.120503652039325
1739209671.493836;-38.13080360867914
1739209671.49384;-45.120503652039325
1739209671.493844;-45.120503652039325
1739209671.493848;-45.120503652039325
1739209671.4938521;-45.120503652039325
1739209671.493856;-38.13080360867914
1739209671.49386;-35.57807855764607
1739209671.493864;-45.120503652039325
1739209671.493868;-45.120503652039325
1739209671.493872;-35.57807855764607
1739209671.493876;-38.13080360867914
1739209671.49388;-38.13080360867914
1739209671.493884;-38.13080360867914
1739209671.493888;-38.13080360867914
1739209671.493892;-38.13080360867914
1739209671.493896;-38.13080360867914
1739209671.4939;-45.120503652039325
1739209671.4939039;-38.13080360867914
1739209671.493908;-45.120503652039325
1739209671.493912;-45.120503652039325
1739209671.493916;-38.13080360867914
1739209671.4939198;-45.120503652039325
1739209671.493924;-45.120503652039325
1739209671.493928;-45.120503652039325
1739209671.493932;-38.13080360867914
1739209671.4939358;-38.13080360867914
1739209671.4939399;-45.120503652039325
1739209671.493944;-38.13080360867914
1739209671.493948;-38.13080360867914
1739209671.4939518;-45.120503652039325
1739209671.4939559;-45.120503652039325
1739209671.49396;-32.816014438256545
1739209671.493964;-38.13080360867914
1739209671.4939678;-38.13080360867914
1739209671.4939718;-32.816014438256545
1739209671.4939759;-38.13080360867914
1739209671.49398;-45.120503652039325
1739209671.4939837;-38.13080360867914
1739209671.4939878;-38.13080360867914
1739209671.4939919;-38.13080360867914
1739209671.493996;-45.120503652039325
1739209671.4939997;-45.120503652039325
1739209671.4940038;-45.120503652039325
1739209671.4940078;-38.13080360867914
1739209671.4940119;-45.120503652039325
1739209671.4940157;-38.13080360867914
1739209671.4940197;-45.120503652039325
1739209671.4940238;-45.120503652039325
1739209671.4940279;-38.13080360867914
1739209671.4940317;-45.120503652039325
1739209671.4940357;-32.816014438256545
1739209671.4940398;-38.13080360867914
1739209671.4940438;-38.13080360867914
1739209671.4940476;-45.120503652039325
1739209671.4940517;-38.13080360867914
1739209671.4940557;-31.141103565318915
1739209671.4940598;-45.120503652039325
1739209671.4940636;-45.120503652039325
1739209671.4940677;-45.120503652039325
1739209671.4940717;-45.120503652039325
1739209671.4940758;-38.13080360867914
1739209671.4940796;-45.120503652039325
1739209671.4940836;-45.120503652039325
1739209671.4940877;-45.120503652039325
1739209671.4940917;-38.13080360867914
1739209671.4940956;-45.120503652039325
1739209671.4940996;-38.13080360867914
1739209671.4941037;-38.13080360867914
1739209671.4941077;-38.13080360867914
1739209671.4941115;-38.13080360867914
1739209671.4941156;-35.57807855764607
1739209671.4941196;-38.13080360867914
1739209671.4941237;-38.13080360867914
1739209671.4941275;-45.120503652039325
1739209671.4941316;-45.120503652039325
1739209671.4941356;-45.120503652039325
1739209671.4941397;-38.13080360867914
1739209671.4941435;-45.120503652039325
1739209671.4941475;-38.13080360867914
1739209671.4941516;-38.13080360867914
1739209671.4941556;-45.120503652039325
1739209671.4941595;-45.120503652039325
1739209671.4941635;-38.13080360867914
1739209671.4941676;-38.13080360867914
1739209671.4941716;-45.120503652039325
1739209671.4941754;-45.120503652039325
1739209671.4941795;-45.120503652039325
1739209671.4941835;-45.120503652039325
1739209671.4941876;-45.120503652039325
1739209671.4941914;-38.13080360867914
1739209671.4941955;-38.13080360867914
1739209671.4941995;-38.13080360867914
1739209671.4942036;-45.120503652039325
1739209671.4942074;-45.120503652039325
1739209671.4942114;-38.13080360867914
1739209671.4942155;-38.13080360867914
1739209671.4942195;-45.120503652039325
1739209671.4942234;-45.120503652039325
1739209671.4942274;-38.13080360867914
1739209671.4942315;-38.13080360867914
1739209671.4942355;-45.120503652039325
1739209671.4942393;-38.13080360867914
1739209671.4942434;-38.13080360867914
1739209671.4942474;-45.120503652039325
1739209671.4942515;-38.13080360867914
1739209671.4942553;-45.120503652039325
1739209671.4942594;-33.981070128970906
1739209671.4942634;-38.13080360867914
1739209671.4942675;-45.120503652039325
1739209671.4942713;-38.13080360867914
1739209671.4942753;-38.13080360867914
1739209671.4942794;-38.13080360867914
1739209671.4942834;-45.120503652039325
1739209671.4942873;-45.120503652039325
1739209671.4942913;-45.120503652039325
1739209671.4942954;-45.120503652039325
1739209671.4942994;-45.120503652039325
1739209671.4943032;-38.13080360867914
1739209671.4943073;-38.13080360867914
1739209671.4943113;-45.120503652039325
1739209671.4943154;-45.120503652039325
1739209671.4943192;-45.120503652039325
1739209671.4943233;-38.13080360867914
1739209671.4943273;-35.57807855764607
1739209671.4943314;-38.13080360867914
1739209671.4943352;-45.120503652039325
1739209671.4943392;-38.13080360867914
1739209671.4943433;-38.13080360867914
1739209671.4943473;-38.13080360867914
1739209671.4943511;-38.13080360867914
1739209671.4943552;-32.816014438256545
1739209671.4943593;-45.120503652039325
1739209671.4943633;-45.120503652039325
1739209671.4943671;-33.981070128970906
1739209671.4943712;-38.13080360867914
1739209671.4943752;-45.120503652039325
1739209671.4943793;-45.120503652039325
1739209671.494383;-38.13080360867914
1739209671.4943871;-45.120503652039325
1739209671.4943912;-32.816014438256545
1739209671.4943953;-38.13080360867914
1739209671.494399;-33.981070128970906
1739209671.4944031;-35.57807855764607
1739209671.4944072;-38.13080360867914
1739209671.4944112;-38.13080360867914
1739209671.494415;-38.13080360867914
1739209671.494419;-32.816014438256545
1739209671.4944232;-45.120503652039325
1739209671.4944272;-45.120503652039325
1739209671.494431;-38.13080360867914
1739209671.494435;-38.13080360867914
1739209671.4944391;-45.120503652039325
1739209671.4944432;-45.120503652039325
1739209671.494447;-45.120503652039325
1739209671.494451;-38.13080360867914
1739209671.494455;-38.13080360867914
1739209671.4944592;-45.120503652039325
1739209671.494463;-35.57807855764607
1739209671.494467;-35.57807855764607
1739209671.494471;-38.13080360867914
1739209671.4944751;-35.57807855764607
1739209671.494479;-33.981070128970906
1739209671.494483;-45.120503652039325
1739209671.494487;-35.57807855764607
1739209671.494491;-35.57807855764607
1739209671.494495;-32.816014438256545
1739209671.494499;-35.57807855764607
1739209671.494503;-45.120503652039325
1739209671.494507;-38.13080360867914
1739209671.494511;-38.13080360867914
1739209671.494515;-35.57807855764607
1739209671.494519;-38.13080360867914
1739209671.494523;-38.13080360867914
1739209671.4945269;-32.816014438256545
1739209671.494531;-45.120503652039325
1739209671.494535;-38.13080360867914
1739209671.494539;-45.120503652039325
1739209671.4945428;-45.120503652039325
1739209671.494547;-38.13080360867914
1739209671.494551;-31.141103565318893
1739209671.494555;-29.438486411369333
1739209671.4945588;-45.120503652039325
1739209671.4945629;-45.120503652039325
1739209671.494567;-38.13080360867914
1739209671.494571;-38.13080360867914
1739209671.4945748;-45.120503652039325
1739209671.4945788;-45.120503652039325
1739209671.494583;-45.120503652039325
1739209671.494587;-45.120503652039325
1739209671.4945908;-38.13080360867914
1739209671.4945948;-45.120503652039325
1739209671.4945989;-45.120503652039325
1739209671.494603;-45.120503652039325
1739209671.4946067;-45.120503652039325
1739209671.4946108;-45.120503652039325
1739209671.4946148;-45.120503652039325
1739209671.494619;-38.13080360867914
1739209671.4946227;-38.13080360867914
1739209671.4946268;-45.120503652039325
1739209671.4946308;-45.120503652039325
1739209671.4946349;-45.120503652039325
1739209671.4946387;-45.120503652039325
1739209671.4946427;-45.120503652039325
1739209671.4946468;-35.57807855764607
1739209671.4946508;-26.487275050834715
1739209671.4946547;-45.120503652039325
1739209671.4946587;-45.120503652039325
1739209671.4946628;-35.57807855764607
1739209671.4946668;-32.816014438256545
1739209671.4946706;-45.120503652039325
1739209671.4946747;-45.120503652039325
1739209671.4946787;-45.120503652039325
1739209671.4946828;-38.13080360867914
1739209671.4946866;-45.120503652039325
1739209671.4946907;-45.120503652039325
1739209671.4946947;-38.13080360867914
1739209671.4946988;-38.13080360867914
1739209671.4947026;-38.13080360867914
1739209671.4947066;-45.120503652039325
1739209671.4947107;-35.57807855764607
1739209671.4947147;-28.58837851428586
1739209671.4947186;-38.13080360867914
1739209671.4947226;-45.120503652039325
1739209671.4947267;-38.13080360867914
1739209671.4947307;-38.13080360867914
1739209671.4947345;-45.120503652039325
1739209671.4947386;-45.120503652039325
1739209671.4947426;-45.120503652039325
1739209671.4947467;-45.120503652039325
1739209671.4947505;-45.120503652039325
1739209671.4947546;-45.120503652039325
1739209671.4947586;-45.120503652039325
1739209671.4947627;-45.120503652039325
1739209671.4947665;-45.120503652039325
1739209671.4947705;-45.120503652039325
1739209671.4947746;-38.13080360867914
1739209671.4947786;-45.120503652039325
1739209671.4947824;-45.120503652039325
1739209671.4947865;-45.120503652039325
1739209671.4947906;-38.13080360867914
1739209671.4947946;-45.120503652039325
1739209671.4947984;-45.120503652039325
1739209671.4948025;-45.120503652039325
1739209671.4948065;-38.13080360867914
1739209671.4948106;-33.981070128970906
1739209671.4948144;-35.57807855764607
1739209671.4948184;-35.57807855764607
1739209671.4948225;-45.120503652039325
1739209671.4948266;-45.120503652039325
1739209671.4948304;-38.13080360867914
1739209671.4948344;-45.120503652039325
1739209671.4948385;-45.120503652039325
1739209671.4948425;-45.120503652039325
1739209671.4948463;-45.120503652039325
1739209671.4948504;-38.13080360867914
1739209671.4948545;-38.13080360867914
1739209671.4948585;-45.120503652039325
1739209671.4948623;-45.120503652039325
1739209671.4948664;-45.120503652039325
1739209671.4948704;-45.120503652039325
1739209671.4948745;-35.57807855764607
1739209671.4948785;-35.57807855764607
1739209671.4948823;-45.120503652039325
1739209671.4948864;-45.120503652039325
1739209671.4948905;-45.120503652039325
1739209671.4948945;-33.981070128970906
1739209671.4948983;-38.13080360867914
1739209671.4949024;-38.13080360867914
1739209671.4949064;-38.13080360867914
1739209671.4949105;-45.120503652039325
1739209671.4949143;-38.13080360867914
1739209671.4949183;-45.120503652039325
1739209671.4949224;-45.120503652039325
1739209671.4949265;-45.120503652039325
1739209671.4949303;-38.13080360867914
1739209671.4949343;-45.120503652039325
1739209671.4949384;-45.120503652039325
