CAN Message; 0x39:0c51c29776db4f11
1739209911.7491066;-38.13080360867914
1739209911.7491143;-33.981070128970906
1739209911.7491221;-38.13080360867914
1739209911.74913;-38.13080360867914
1739209911.7491376;-45.120503652039325
1739209911.7491455;-38.13080360867914
1739209911.7491534;-38.13080360867914
1739209911.7491612;-33.981070128970956
1739209911.7491689;-45.120503652039325
1739209911.7491767;-35.57807855764607
1739209911.7491846;-38.13080360867914
1739209911.7491922;-45.120503652039325
1739209911.7492;-38.13080360867914
1739209911.749208;-38.13080360867914
1739209911.7492158;-33.981070128970906
1739209911.7492235;-30.49652367304973
1739209911.7492313;-38.13080360867914
1739209911.7492392;-38.13080360867914
1739209911.7492468;-38.13080360867914
1739209911.7492547;-35.57807855764607
1739209911.7492626;-45.120503652039325
1739209911.7492702;-35.57807855764607
1739209911.749278;-38.13080360867914
1739209911.749286;-45.120503652039325
1739209911.7492938;-45.120503652039325
1739209911.7493014;-35.57807855764607
1739209911.7493093;-38.13080360867914
1739209911.7493172;-45.120503652039325
1739209911.7493248;-45.120503652039325
1739209911.7493327;-45.120503652039325
1739209911.7493405;-45.120503652039325
1739209911.7493482;-38.13080360867914
1739209911.749356;-38.13080360867914
1739209911.749364;-45.120503652039325
1739209911.7493718;-38.13080360867914
1739209911.7493794;-45.120503652039325
1739209911.7493873;-45.120503652039325
1739209911.7493951;-38.13080360867914
1739209911.7494028;-45.120503652039325
1739209911.7494106;-45.120503652039325
1739209911.7494185;-38.13080360867914
1739209911.7494264;-38.13080360867914
1739209911.749434;-38.13080360867914
1739209911.7494419;-45.120503652039325
1739209911.7494497;-45.120503652039325
1739209911.7494574;-35.57807855764607
1739209911.7494652;-33.981070128970906
1739209911.749473;-45.120503652039325
1739209911.7494807;-45.120503652039325
1739209911.7494886;-45.120503652039325
1739209911.7494965;-38.13080360867914
1739209911.7495043;-38.13080360867914
1739209911.749512;-45.120503652039325
1739209911.7495198;-35.57807855764607
1739209911.7495277;-35.57807855764607
1739209911.7495353;-38.13080360867914
1739209911.7495432;-38.13080360867914
1739209911.749551;-32.816014438256545
1739209911.7495587;-38.13080360867914
1739209911.7495666;-45.120503652039325
1739209911.7495744;-38.13080360867914
1739209911.7495823;-38.13080360867914
1739209911.74959;-32.816014438256545
1739209911.7495978;-45.120503652039325
1739209911.7496057;-45.120503652039325
1739209911.7496133;-35.57807855764607
1739209911.7496212;-38.13080360867914
1739209911.749629;-38.13080360867914
1739209911.7496367;-38.13080360867914
1739209911.7496445;-33.981070128970906
1739209911.7496524;-45.120503652039325
1739209911.7496603;-31.141103565318915
1739209911.749668;-32.816014438256545
1739209911.7496758;-38.13080360867914
1739209911.7496836;-38.13080360867914
1739209911.7496912;-38.13080360867914
1739209911.749699;-35.57807855764607
1739209911.749707;-45.120503652039325
1739209911.7497149;-33.981070128970906
1739209911.7497225;-38.13080360867914
1739209911.7497303;-38.13080360867914
1739209911.7497382;-35.57807855764607
1739209911.7497458;-45.120503652039325
1739209911.7497537;-45.120503652039325
1739209911.7497616;-45.120503652039325
1739209911.7497692;-33.981070128970906
1739209911.749777;-38.13080360867914
1739209911.749785;-30.49652367304973
1739209911.7497928;-28.58837851428586
1739209911.7498004;-45.120503652039325
1739209911.7498083;-45.120503652039325
1739209911.7498162;-38.13080360867914
1739209911.7498238;-38.13080360867914
1739209911.7498317;-38.13080360867914
1739209911.7498395;-32.816014438256545
1739209911.7498472;-45.120503652039325
1739209911.749855;-45.120503652039325
1739209911.749863;-45.120503652039325
1739209911.7498708;-38.13080360867914
1739209911.7498784;-45.120503652039325
1739209911.7498863;-45.120503652039325
1739209911.7498941;-38.13080360867914
1739209911.7499018;-38.13080360867914
1739209911.7499096;-45.120503652039325
1739209911.7499175;-45.120503652039325
1739209911.7499251;-35.57807855764607
1739209911.749933;-33.981070128970906
1739209911.7499409;-45.120503652039325
1739209911.7499487;-45.120503652039325
1739209911.7499564;-38.13080360867914
1739209911.7499642;-38.13080360867914
1739209911.749972;-38.13080360867914
1739209911.7499797;-38.13080360867914
1739209911.7499876;-38.13080360867914
1739209911.7499955;-38.13080360867914
1739209911.7500033;-45.120503652039325
1739209911.750011;-35.57807855764607
1739209911.7500188;-38.13080360867914
1739209911.7500267;-38.13080360867914
1739209911.7500343;-38.13080360867914
1739209911.7500422;-45.120503652039325
1739209911.75005;-38.13080360867914
1739209911.7500577;-32.816014438256545
1739209911.7500656;-45.120503652039325
1739209911.7500734;-45.120503652039325
1739209911.7500813;-33.981070128970906
1739209911.750089;-38.13080360867914
1739209911.7500968;-45.120503652039325
1739209911.7501047;-33.981070128970906
1739209911.7501123;-38.13080360867914
1739209911.7501202;-45.120503652039325
1739209911.750128;-38.13080360867914
1739209911.7501357;-35.57807855764607
1739209911.7501435;-33.981070128970906
1739209911.7501514;-33.981070128970906
1739209911.7501593;-45.120503652039325
1739209911.750167;-45.120503652039325
1739209911.7501748;-38.13080360867914
1739209911.7501826;-38.13080360867914
1739209911.7501903;-38.13080360867914
1739209911.7501981;-45.120503652039325
1739209911.750206;-38.13080360867914
1739209911.7502139;-38.13080360867914
1739209911.7502215;-45.120503652039325
1739209911.7502294;-38.13080360867914
1739209911.7502372;-32.816014438256545
1739209911.7502449;-38.13080360867914
1739209911.7502527;-45.120503652039325
1739209911.7502606;-45.120503652039325
1739209911.7502682;-38.13080360867914
1739209911.750276;-45.120503652039325
1739209911.750284;-35.57807855764607
1739209911.7502918;-45.120503652039325
1739209911.7502995;-38.13080360867914
1739209911.7503073;-38.13080360867914
1739209911.7503152;-45.120503652039325
1739209911.7503228;-45.120503652039325
1739209911.7503307;-38.13080360867914
1739209911.7503386;-38.13080360867914
1739209911.7503462;-45.120503652039325
1739209911.750354;-45.120503652039325
1739209911.750362;-45.120503652039325
1739209911.7503698;-38.13080360867914
1739209911.7503774;-38.13080360867914
1739209911.7503853;-38.13080360867914
1739209911.7503932;-35.57807855764607
1739209911.7504008;-35.57807855764607
1739209911.7504086;-45.120503652039325
1739209911.7504165;-38.13080360867914
1739209911.7504244;-32.816014438256545
1739209911.750432;-38.13080360867914
1739209911.75044;-45.120503652039325
1739209911.7504478;-45.120503652039325
1739209911.7504554;-32.816014438256545
1739209911.7504632;-45.120503652039325
1739209911.750471;-45.120503652039325
1739209911.7504787;-45.120503652039325
1739209911.7504866;-45.120503652039325
1739209911.7504945;-32.816014438256545
1739209911.7505023;-33.981070128970906
1739209911.75051;-35.57807855764607
1739209911.7505178;-38.13080360867914
1739209911.7505257;-38.13080360867914
1739209911.7505333;-45.120503652039325
1739209911.7505412;-45.120503652039325
1739209911.750549;-31.141103565318915
1739209911.7505567;-45.120503652039325
1739209911.7505646;-45.120503652039325
1739209911.7505724;-38.13080360867914
1739209911.7505803;-38.13080360867914
1739209911.750588;-45.120503652039325
1739209911.7505958;-35.57807855764607
1739209911.7506037;-45.120503652039325
1739209911.7506113;-45.120503652039325
1739209911.7506192;-45.120503652039325
1739209911.750627;-38.13080360867914
1739209911.7506347;-33.981070128970906
1739209911.7506425;-45.120503652039325
1739209911.7506504;-33.981070128970906
1739209911.7506583;-45.120503652039325
1739209911.750666;-38.13080360867914
1739209911.7506738;-30.49652367304973
1739209911.7506816;-45.120503652039325
1739209911.7506893;-45.120503652039325
1739209911.7506971;-45.120503652039325
1739209911.750705;-35.57807855764607
1739209911.7507129;-45.120503652039325
1739209911.7507205;-35.57807855764607
1739209911.7507284;-38.13080360867914
1739209911.7507362;-45.120503652039325
1739209911.7507439;-38.13080360867914
1739209911.7507517;-38.13080360867914
1739209911.7507596;-38.13080360867914
1739209911.7507672;-45.120503652039325
1739209911.750775;-38.13080360867914
1739209911.750783;-38.13080360867914
1739209911.7507908;-38.13080360867914
1739209911.7507985;-45.120503652039325
1739209911.7508063;-38.13080360867914
1739209911.7508142;-45.120503652039325
1739209911.7508218;-45.120503652039325
1739209911.7508297;-38.13080360867914
1739209911.7508376;-45.120503652039325
1739209911.7508452;-45.120503652039325
1739209911.750853;-38.13080360867914
1739209911.750861;-35.57807855764607
1739209911.7508688;-38.13080360867914
1739209911.7508764;-45.120503652039325
1739209911.7508843;-45.120503652039325
1739209911.7508922;-45.120503652039325
1739209911.7508998;-45.120503652039325
1739209911.7509077;-45.120503652039325
1739209911.7509155;-38.13080360867914
1739209911.7509232;-45.120503652039325
1739209911.750931;-45.120503652039325
1739209911.750939;-38.13080360867914
1739209911.7509468;-38.13080360867914
1739209911.7509544;-45.120503652039325
1739209911.7509623;-45.120503652039325
1739209911.7509701;-38.13080360867914
1739209911.7509778;-45.120503652039325
1739209911.7509856;-28.21854285175415
1739209911.7509935;-30.49652367304973
1739209911.7510014;-38.13080360867914
1739209911.751009;-45.120503652039325
1739209911.7510169;-38.13080360867914
1739209911.7510247;-35.57807855764607
1739209911.7510324;-45.120503652039325
1739209911.7510402;-38.13080360867914
1739209911.751048;-38.13080360867914
1739209911.7510557;-45.120503652039325
1739209911.7510636;-32.816014438256545
1739209911.7510715;-38.13080360867914
1739209911.7510793;-45.120503652039325
1739209911.751087;-38.13080360867914
1739209911.7510948;-35.57807855764607
1739209911.7511027;-38.13080360867914
1739209911.7511103;-29.438486411369333
1739209911.7511182;-30.49652367304973
1739209911.751126;-38.13080360867914
1739209911.7511337;-38.13080360867914
1739209911.7511415;-32.816014438256545
1739209911.7511494;-38.13080360867914
1739209911.7511573;-38.13080360867914
1739209911.751165;-45.120503652039325
1739209911.7511728;-45.120503652039325
1739209911.7511806;-45.120503652039325
1739209911.7511883;-38.13080360867914
1739209911.7511961;-33.981070128970906
1739209911.751204;-45.120503652039325
1739209911.751212;-38.13080360867914
1739209911.7512195;-45.120503652039325
1739209911.7512274;-38.13080360867914
1739209911.7512352;-45.120503652039325
1739209911.7512429;-45.120503652039325
1739209911.7512507;-45.120503652039325
1739209911.7512586;-45.120503652039325
1739209911.7512662;-45.120503652039325
1739209911.751274;-45.120503652039325
1739209911.751282;-38.13080360867914
1739209911.7512898;-38.13080360867914
1739209911.7512975;-32.816014438256545
1739209911.7513053;-26.991370085610722
1739209911.7513132;-45.120503652039325
1739209911.7513208;-38.13080360867914
1739209911.7513287;-35.57807855764607
1739209911.7513366;-33.981070128970906
1739209911.7513442;-45.120503652039325
1739209911.751352;-45.120503652039325
1739209911.75136;-45.120503652039325
1739209911.7513678;-33.981070128970956
1739209911.7513754;-45.120503652039325
1739209911.7513833;-45.120503652039325
1739209911.7513912;-38.13080360867914
1739209911.7513988;-38.13080360867914
1739209911.7514067;-45.120503652039325
1739209911.7514145;-45.120503652039325
1739209911.7514224;-45.120503652039325
1739209911.75143;-38.13080360867914
1739209911.751438;-38.13080360867914
1739209911.7514458;-38.13080360867914
1739209911.7514534;-45.120503652039325
1739209911.7514613;-45.120503652039325
1739209911.7514691;-35.57807855764607
1739209911.7514768;-33.981070128970956
1739209911.7514846;-28.992665084841967
1739209911.7514925;-25.826314394896357
1739209911.7515004;-22.448786368009163
1739209911.751508;-21.598678470925673
1739209911.7515159;-28.21854285175415
1739209911.7515237;-35.57807855764607
1739209911.7515314;-45.120503652039325
1739209911.7515392;-32.816014438256545
1739209911.751547;-33.981070128970906
1739209911.7515547;-45.120503652039325
1739209911.7515626;-45.120503652039325
1739209911.7515705;-26.991370085610736
1739209911.7515783;-25.826314394896364
1739209911.751586;-28.588378514285886
1739209911.7515938;-45.120503652039325
1739209911.7516017;-33.981070128970956
1739209911.7516093;-33.981070128970906
1739209911.7516172;-30.49652367304973
1739209911.751625;-45.120503652039325
1739209911.7516327;-45.120503652039325
1739209911.7516406;-35.57807855764607
1739209911.7516484;-35.57807855764607
1739209911.7516563;-33.981070128970906
1739209911.751664;-35.57807855764607
1739209911.7516718;-23.75329798047522
1739209911.7516797;-26.991370085610722
1739209911.7516873;-25.826314394896354
1739209911.7516952;-20.695705961394808
1739209911.751703;-26.991370085610722
1739209911.751711;-35.57807855764607
1739209911.7517185;-38.13080360867914
1739209911.7517264;-38.13080360867914
1739209911.7517343;-45.120503652039325
1739209911.751742;-45.120503652039325
1739209911.7517498;-38.13080360867914
1739209911.7517576;-38.13080360867914
1739209911.7517653;-28.992665084841967
1739209911.751773;-27.267205301931607
1739209911.751781;-27.8777449560314
1739209911.7517889;-20.511525224473814
1739209911.7517965;-26.991370085610722
1739209911.7518044;-30.49652367304973
1739209911.7518122;-45.120503652039325
1739209911.7518198;-38.13080360867914
1739209911.7518277;-33.981070128970906
1739209911.7518356;-38.13080360867914
1739209911.7518432;-38.13080360867914
1739209911.751851;-38.13080360867914
1739209911.751859;-30.49652367304973
1739209911.7518668;-29.438486411369375
1739209911.7518744;-26.991370085610754
1739209911.7518823;-38.13080360867914
1739209911.7518902;-26.991370085610736
1739209911.7518978;-30.49652367304973
1739209911.7519057;-45.120503652039325
1739209911.7519135;-35.57807855764607
1739209911.7519212;-38.13080360867914
1739209911.751929;-38.13080360867914
1739209911.751937;-27.8777449560314
1739209911.7519448;-45.120503652039325
1739209911.7519524;-27.8777449560314
1739209911.7519603;-24.589719217205094
1739209911.7519681;-33.981070128970956
1739209911.7519758;-25.07728991421287
1739209911.7519836;-18.087589870852675
1739209911.7519915;-25.62660358559016
1739209911.7519994;-33.981070128970956
1739209911.752007;-29.438486411369333
1739209911.7520149;-45.120503652039325
1739209911.7520227;-45.120503652039325
1739209911.7520304;-45.120503652039325
1739209911.7520382;-38.13080360867914
1739209911.752046;-45.120503652039325
1739209911.7520537;-24.589719217205094
1739209911.7520616;-20.954098578656478
1739209911.7520695;-31.141103565318915
1739209911.7520773;-22.002965041481755
1739209911.752085;-28.992665084841942
1739209911.7520928;-45.120503652039325
1739209911.7521007;-31.141103565318893
1739209911.7521083;-38.13080360867914
1739209911.7521162;-31.141103565318915
1739209911.752124;-38.13080360867914
1739209911.7521317;-31.141103565318943
1739209911.7521396;-30.49652367304973
1739209911.7521474;-26.035653463252796
1739209911.7521553;-28.218542851754165
1739209911.752163;-31.141103565318943
1739209911.7521708;-24.151403521958727
1739209911.7521787;-23.506823629689542
1739209911.7521863;-38.13080360867914
1739209911.7521942;-38.13080360867914
1739209911.752202;-38.13080360867914
1739209911.75221;-35.57807855764607
1739209911.7522175;-38.13080360867914
1739209911.7522254;-45.120503652039325
1739209911.7522333;-32.816014438256545
1739209911.752241;-28.218542851754165
1739209911.7522488;-21.67658091518819
1739209911.7522566;-27.267205301931607
1739209911.7522643;-22.175841390423358
1739209911.7522721;-19.497575007474538
1739209911.75228;-33.981070128970956
1739209911.7522879;-38.13080360867914
1739209911.7522955;-38.13080360867914
1739209911.7523034;-38.13080360867914
1739209911.7523112;-45.120503652039325
1739209911.7523189;-45.120503652039325
1739209911.7523267;-38.13080360867914
1739209911.7523346;-38.13080360867914
1739209911.7523422;-45.120503652039325
1739209911.75235;-45.120503652039325
1739209911.752358;-38.13080360867914
1739209911.7523658;-38.13080360867914
1739209911.7523735;-26.991370085610736
1739209911.7523813;-32.816014438256545
1739209911.7523892;-45.120503652039325
1739209911.7523968;-35.57807855764607
1739209911.7524047;-38.13080360867914
1739209911.7524126;-38.13080360867914
1739209911.7524204;-33.981070128970906
1739209911.752428;-33.981070128970906
1739209911.752436;-35.57807855764607
1739209911.7524438;-45.120503652039325
1739209911.7524514;-35.57807855764607
1739209911.7524593;-45.120503652039325
1739209911.7524672;-45.120503652039325
1739209911.7524748;-45.120503652039325
1739209911.7524827;-32.816014438256545
1739209911.7524905;-45.120503652039325
1739209911.7524984;-30.49652367304973
1739209911.752506;-31.141103565318893
1739209911.752514;-35.57807855764607
1739209911.7525218;-38.13080360867914
1739209911.7525294;-38.13080360867914
1739209911.7525373;-38.13080360867914
1739209911.752545;-38.13080360867914
1739209911.7525527;-32.816014438256545
1739209911.7525606;-38.13080360867914
1739209911.7525685;-45.120503652039325
1739209911.7525764;-35.57807855764607
1739209911.752584;-45.120503652039325
1739209911.7525918;-45.120503652039325
1739209911.7525997;-45.120503652039325
1739209911.7526073;-35.57807855764607
1739209911.7526152;-38.13080360867914
1739209911.752623;-38.13080360867914
1739209911.7526307;-38.13080360867914
1739209911.7526386;-38.13080360867914
1739209911.7526464;-45.120503652039325
1739209911.7526543;-45.120503652039325
1739209911.752662;-45.120503652039325
1739209911.7526698;-35.57807855764607
1739209911.7526777;-35.57807855764607
1739209911.7526853;-38.13080360867914
1739209911.7526932;-32.816014438256545
1739209911.752701;-38.13080360867914
1739209911.752709;-35.57807855764607
1739209911.7527165;-45.120503652039325
1739209911.7527244;-38.13080360867914
1739209911.7527323;-33.981070128970906
1739209911.75274;-31.141103565318915
1739209911.7527478;-45.120503652039325
1739209911.7527556;-33.981070128970956
1739209911.7527633;-38.13080360867914
1739209911.7527711;-38.13080360867914
1739209911.752779;-45.120503652039325
1739209911.7527869;-45.120503652039325
1739209911.7527945;-38.13080360867914
1739209911.7528024;-38.13080360867914
1739209911.7528102;-38.13080360867914
1739209911.7528179;-28.992665084841942
1739209911.7528257;-33.981070128970906
1739209911.7528336;-38.13080360867914
1739209911.7528412;-38.13080360867914
1739209911.752849;-38.13080360867914
1739209911.752857;-33.981070128970906
1739209911.7528648;-38.13080360867914
1739209911.7528725;-45.120503652039325
1739209911.7528803;-35.57807855764607
1739209911.7528882;-38.13080360867914
1739209911.7528958;-45.120503652039325
1739209911.7529037;-45.120503652039325
1739209911.7529116;-45.120503652039325
1739209911.7529192;-35.57807855764607
1739209911.752927;-45.120503652039325
1739209911.752935;-32.816014438256545
1739209911.7529428;-27.267205301931607
1739209911.7529504;-33.981070128970906
1739209911.7529583;-26.991370085610722
1739209911.7529662;-33.981070128970906
1739209911.7529738;-31.141103565318915
1739209911.7529817;-45.120503652039325
1739209911.7529895;-45.120503652039325
1739209911.7529974;-38.13080360867914
1739209911.753005;-20.954098578656488
1739209911.753013;-38.13080360867914
1739209911.7530208;-26.991370085610754
1739209911.7530284;-31.141103565318915
1739209911.7530363;-38.13080360867914
1739209911.7530441;-27.267205301931607
1739209911.7530518;-28.992665084841942
1739209911.7530596;-45.120503652039325
1739209911.7530675;-45.120503652039325
1739209911.7530754;-33.981070128970956
1739209911.753083;-38.13080360867914
1739209911.7530909;-33.981070128970906
1739209911.7530987;-35.57807855764607
1739209911.7531064;-33.981070128970906
1739209911.7531142;-38.13080360867914
1739209911.753122;-32.81601443825658
1739209911.7531297;-38.13080360867914
1739209911.7531376;-33.981070128970906
1739209911.7531455;-38.13080360867914
1739209911.7531533;-24.589719217205094
1739209911.753161;-19.497575007474538
1739209911.7531688;-38.13080360867914
1739209911.7531767;-31.141103565318915
1739209911.7531843;-32.816014438256545
1739209911.7531922;-26.991370085610722
1739209911.7532;-38.13080360867914
1739209911.753208;-38.13080360867914
1739209911.7532156;-23.273589343863303
1739209911.7532234;-33.981070128970906
1739209911.7532313;-38.13080360867914
1739209911.753239;-32.816014438256545
1739209911.7532468;-25.826314394896357
1739209911.7532547;-20.16506027657481
1739209911.7532623;-28.992665084841967
1739209911.7532701;-30.49652367304973
1739209911.753278;-29.438486411369375
1739209911.753286;-33.981070128970956
1739209911.7532935;-26.487275050834715
1739209911.7533014;-35.57807855764607
1739209911.7533092;-35.57807855764607
1739209911.7533169;-38.13080360867914
1739209911.7533247;-28.58837851428586
1739209911.7533326;-31.141103565318893
1739209911.7533402;-29.438486411369333
1739209911.753348;-26.991370085610722
1739209911.753356;-33.981070128970956
1739209911.7533638;-31.141103565318915
1739209911.7533715;-30.49652367304976
1739209911.7533793;-31.141103565318943
1739209911.7533872;-26.487275050834715
1739209911.7533948;-31.141103565318915
1739209911.7534027;-31.14110356531892
1739209911.7534106;-38.13080360867914
1739209911.7534184;-38.13080360867914
1739209911.753426;-31.141103565318915
1739209911.753434;-28.992665084841942
1739209911.7534418;-29.438486411369333
1739209911.7534494;-45.120503652039325
1739209911.7534573;-28.58837851428586
1739209911.7534652;-25.077289914212862
1739209911.7534728;-30.49652367304973
1739209911.7534807;-29.438486411369375
1739209911.7534885;-28.992665084841967
1739209911.7534964;-27.267205301931607
1739209911.753504;-28.992665084841942
1739209911.753512;-45.120503652039325
1739209911.7535198;-45.120503652039325
1739209911.7535274;-25.077289914212862
1739209911.7535353;-38.13080360867914
1739209911.7535431;-24.746238672633048
1739209911.7535508;-31.141103565318893
1739209911.7535586;-38.13080360867914
1739209911.7535665;-31.141103565318893
1739209911.7535744;-20.001670042250545
1739209911.753582;-22.54371790334745
1739209911.7535899;-23.16150712794696
1739209911.7535977;-25.077289914212862
1739209911.7536054;-23.506823629689542
1739209911.7536132;-25.07728991421287
1739209911.753621;-38.13080360867914
1739209911.7536287;-27.267205301931607
1739209911.7536366;-30.49652367304973
1739209911.7536445;-31.141103565318915
1739209911.7536523;-26.991370085610722
1739209911.75366;-22.54371790334745
1739209911.7536678;-30.49652367304976
1739209911.7536757;-31.141103565318943
1739209911.7536833;-38.13080360867914
1739209911.7536912;-30.49652367304976
1739209911.753699;-32.816014438256545
1739209911.753707;-26.991370085610722
1739209911.7537146;-28.588378514285886
1739209911.7537224;-26.991370085610722
1739209911.7537303;-22.54371790334745
1739209911.753738;-28.58837851428586
1739209911.7537458;-45.120503652039325
1739209911.7537537;-25.826314394896354
1739209911.7537613;-29.438486411369333
1739209911.7537692;-23.273589343863314
1739209911.753777;-26.991370085610722
1739209911.753785;-28.218542851754165
1739209911.7537925;-25.826314394896357
1739209911.7538004;-38.13080360867914
1739209911.7538083;-25.252786309376837
1739209911.753816;-31.141103565318915
1739209911.7538238;-45.120503652039325
1739209911.7538316;-45.120503652039325
1739209911.7538393;-38.13080360867914
1739209911.7538471;-32.81601443825658
1739209911.753855;-33.981070128970906
1739209911.7538629;-45.120503652039325
1739209911.7538705;-29.438486411369333
1739209911.7538784;-38.13080360867914
1739209911.7538862;-33.981070128970906
1739209911.7538939;-30.49652367304976
1739209911.7539017;-38.13080360867914
1739209911.7539096;-32.816014438256545
1739209911.7539172;-45.120503652039325
1739209911.753925;-19.84420464332591
1739209911.753933;-33.981070128970956
1739209911.7539408;-28.992665084841942
1739209911.7539485;-45.120503652039325
1739209911.7539563;-31.141103565318915
1739209911.7539642;-38.13080360867914
1739209911.7539718;-38.13080360867914
1739209911.7539797;-26.991370085610736
1739209911.7539876;-29.438486411369333
1739209911.7539954;-28.992665084841942
1739209911.754003;-32.816014438256545
1739209911.754011;-30.49652367304973
1739209911.7540188;-18.836614351536173
1739209911.7540264;-27.267205301931607
1739209911.7540343;-32.816014438256545
1739209911.7540421;-33.981070128970906
1739209911.7540498;-33.981070128970956
1739209911.7540576;-32.816014438256545
1739209911.7540655;-38.13080360867914
1739209911.7540734;-45.120503652039325
1739209911.754081;-35.57807855764607
1739209911.7540889;-45.120503652039325
1739209911.7540967;-33.981070128970906
1739209911.7541044;-45.120503652039325
1739209911.7541122;-38.13080360867914
1739209911.75412;-38.13080360867914
1739209911.7541277;-31.141103565318915
1739209911.7541356;-45.120503652039325
1739209911.7541435;-38.13080360867914
1739209911.7541513;-45.120503652039325
1739209911.754159;-45.120503652039325
1739209911.7541668;-38.13080360867914
1739209911.7541747;-38.13080360867914
1739209911.7541823;-45.120503652039325
1739209911.7541902;-38.13080360867914
1739209911.754198;-32.816014438256545
1739209911.754206;-33.981070128970906
1739209911.7542136;-45.120503652039325
1739209911.7542214;-38.13080360867914
1739209911.7542293;-45.120503652039325
1739209911.754237;-38.13080360867914
1739209911.7542448;-45.120503652039325
1739209911.7542527;-38.13080360867914
1739209911.7542603;-35.57807855764607
1739209911.7542682;-28.992665084841942
1739209911.754276;-33.981070128970906
1739209911.754284;-33.981070128970906
