CAN Message; 0x98:00009df17ddb5fbc
1739209810.8540206;-35.57807855764607
1739209810.8540237;-31.141103565318915
1739209810.8540268;-45.120503652039325
1739209810.85403;-32.816014438256545
1739209810.854033;-31.141103565318915
1739209810.854036;-38.13080360867914
1739209810.8540392;-45.120503652039325
1739209810.8540423;-33.981070128970906
1739209810.8540454;-38.13080360867914
1739209810.8540485;-29.438486411369347
1739209810.8540516;-38.13080360867914
1739209810.8540547;-38.13080360867914
1739209810.8540578;-45.120503652039325
1739209810.854061;-38.13080360867914
1739209810.854064;-35.57807855764607
1739209810.854067;-45.120503652039325
1739209810.8540702;-38.13080360867914
1739209810.8540733;-27.267205301931607
1739209810.8540764;-32.816014438256545
1739209810.8540795;-38.13080360867914
1739209810.8540826;-45.120503652039325
1739209810.8540857;-38.13080360867914
1739209810.8540888;-45.120503652039325
1739209810.8540916;-38.13080360867914
1739209810.8540947;-38.13080360867914
1739209810.8540978;-38.13080360867914
1739209810.854101;-38.13080360867914
1739209810.854104;-35.57807855764607
1739209810.8541071;-45.120503652039325
1739209810.8541102;-45.120503652039325
1739209810.8541133;-32.816014438256545
1739209810.8541164;-38.13080360867914
1739209810.8541195;-45.120503652039325
1739209810.8541226;-38.13080360867914
1739209810.8541257;-35.57807855764607
1739209810.8541288;-38.13080360867914
1739209810.854132;-45.120503652039325
1739209810.854135;-45.120503652039325
1739209810.8541381;-38.13080360867914
1739209810.8541412;-45.120503652039325
1739209810.8541443;-45.120503652039325
1739209810.8541474;-33.981070128970906
1739209810.8541505;-38.13080360867914
1739209810.8541536;-38.13080360867914
1739209810.8541567;-38.13080360867914
1739209810.8541598;-33.981070128970906
1739209810.8541627;-38.13080360867914
1739209810.8541658;-38.13080360867914
1739209810.854169;-45.120503652039325
1739209810.854172;-45.120503652039325
1739209810.854175;-38.13080360867914
1739209810.8541782;-45.120503652039325
1739209810.8541813;-45.120503652039325
1739209810.8541844;-38.13080360867914
1739209810.8541875;-38.13080360867914
1739209810.8541906;-45.120503652039325
1739209810.8541937;-45.120503652039325
1739209810.8541968;-38.13080360867914
1739209810.8542;-38.13080360867914
1739209810.854203;-45.120503652039325
1739209810.854206;-35.57807855764607
1739209810.8542092;-38.13080360867914
1739209810.8542123;-45.120503652039325
1739209810.8542154;-45.120503652039325
1739209810.8542185;-45.120503652039325
1739209810.8542216;-45.120503652039325
1739209810.8542247;-38.13080360867914
1739209810.8542278;-38.13080360867914
1739209810.8542309;-45.120503652039325
1739209810.8542337;-33.981070128970906
1739209810.8542368;-35.57807855764607
1739209810.85424;-38.13080360867914
1739209810.854243;-35.57807855764607
1739209810.8542461;-38.13080360867914
1739209810.8542492;-32.816014438256545
1739209810.8542523;-38.13080360867914
1739209810.8542554;-45.120503652039325
1739209810.8542585;-38.13080360867914
1739209810.8542616;-38.13080360867914
1739209810.8542647;-45.120503652039325
1739209810.8542678;-45.120503652039325
1739209810.854271;-38.13080360867914
1739209810.854274;-45.120503652039325
1739209810.8542771;-45.120503652039325
1739209810.8542802;-38.13080360867914
1739209810.8542833;-38.13080360867914
1739209810.8542864;-45.120503652039325
1739209810.8542895;-45.120503652039325
1739209810.8542926;-45.120503652039325
1739209810.8542957;-45.120503652039325
1739209810.8542988;-35.57807855764607
1739209810.854302;-35.57807855764607
1739209810.8543048;-38.13080360867914
1739209810.854308;-45.120503652039325
1739209810.854311;-35.57807855764607
1739209810.854314;-35.57807855764607
1739209810.8543172;-38.13080360867914
1739209810.8543203;-38.13080360867914
1739209810.8543234;-38.13080360867914
1739209810.8543265;-45.120503652039325
1739209810.8543296;-45.120503652039325
1739209810.8543327;-45.120503652039325
1739209810.8543358;-45.120503652039325
1739209810.854339;-45.120503652039325
1739209810.854342;-45.120503652039325
1739209810.854345;-38.13080360867914
1739209810.8543482;-45.120503652039325
1739209810.8543513;-45.120503652039325
1739209810.8543544;-45.120503652039325
1739209810.8543575;-45.120503652039325
1739209810.8543606;-45.120503652039325
1739209810.8543637;-45.120503652039325
1739209810.8543668;-45.120503652039325
1739209810.8543699;-38.13080360867914
1739209810.854373;-26.991370085610722
1739209810.854376;-31.141103565318915
1739209810.854379;-45.120503652039325
1739209810.854382;-45.120503652039325
1739209810.8543851;-35.57807855764607
1739209810.8543882;-35.57807855764607
1739209810.8543913;-45.120503652039325
1739209810.8543944;-35.57807855764607
1739209810.8543975;-35.57807855764607
1739209810.8544006;-45.120503652039325
1739209810.8544037;-45.120503652039325
1739209810.8544068;-38.13080360867914
1739209810.85441;-38.13080360867914
1739209810.854413;-38.13080360867914
1739209810.8544161;-38.13080360867914
1739209810.8544192;-38.13080360867914
1739209810.8544223;-28.58837851428586
1739209810.8544254;-28.992665084841942
1739209810.8544285;-45.120503652039325
1739209810.8544316;-38.13080360867914
1739209810.8544347;-35.57807855764607
1739209810.8544378;-38.13080360867914
1739209810.854441;-45.120503652039325
1739209810.854444;-38.13080360867914
1739209810.8544471;-35.57807855764607
1739209810.85445;-33.981070128970906
1739209810.854453;-45.120503652039325
1739209810.8544562;-38.13080360867914
1739209810.8544593;-35.57807855764607
1739209810.8544624;-38.13080360867914
1739209810.8544655;-45.120503652039325
1739209810.8544686;-45.120503652039325
1739209810.8544717;-38.13080360867914
1739209810.8544748;-45.120503652039325
1739209810.854478;-38.13080360867914
1739209810.854481;-35.57807855764607
1739209810.854484;-38.13080360867914
1739209810.8544872;-45.120503652039325
1739209810.8544903;-38.13080360867914
1739209810.8544934;-33.981070128970906
1739209810.8544965;-32.816014438256545
1739209810.8544996;-28.992665084841942
1739209810.8545027;-45.120503652039325
1739209810.8545058;-38.13080360867914
1739209810.8545089;-38.13080360867914
1739209810.854512;-38.13080360867914
1739209810.854515;-45.120503652039325
1739209810.8545182;-45.120503652039325
1739209810.854521;-38.13080360867914
1739209810.8545241;-32.816014438256545
1739209810.8545272;-45.120503652039325
1739209810.8545303;-38.13080360867914
1739209810.8545334;-38.13080360867914
1739209810.8545365;-45.120503652039325
1739209810.8545396;-45.120503652039325
1739209810.8545427;-38.13080360867914
1739209810.8545458;-35.57807855764607
1739209810.854549;-31.141103565318915
1739209810.854552;-38.13080360867914
1739209810.8545551;-45.120503652039325
1739209810.8545582;-38.13080360867914
1739209810.8545613;-38.13080360867914
1739209810.8545644;-45.120503652039325
1739209810.8545675;-33.981070128970906
1739209810.8545706;-38.13080360867914
1739209810.8545737;-38.13080360867914
1739209810.8545768;-35.57807855764607
1739209810.85458;-45.120503652039325
1739209810.854583;-45.120503652039325
1739209810.8545861;-38.13080360867914
1739209810.8545892;-38.13080360867914
1739209810.8545923;-38.13080360867914
1739209810.8545952;-45.120503652039325
1739209810.8545983;-38.13080360867914
1739209810.8546014;-45.120503652039325
1739209810.8546045;-45.120503652039325
1739209810.8546076;-38.13080360867914
1739209810.8546107;-38.13080360867914
1739209810.8546138;-45.120503652039325
1739209810.8546169;-38.13080360867914
1739209810.85462;-45.120503652039325
1739209810.854623;-38.13080360867914
1739209810.8546262;-35.57807855764607
1739209810.8546293;-38.13080360867914
1739209810.8546324;-45.120503652039325
1739209810.8546355;-38.13080360867914
1739209810.8546386;-32.816014438256545
1739209810.8546417;-45.120503652039325
1739209810.8546448;-45.120503652039325
1739209810.8546479;-33.981070128970906
1739209810.854651;-32.816014438256545
1739209810.854654;-45.120503652039325
1739209810.8546572;-38.13080360867914
1739209810.8546603;-45.120503652039325
1739209810.8546634;-45.120503652039325
1739209810.8546662;-38.13080360867914
1739209810.8546693;-45.120503652039325
1739209810.8546724;-45.120503652039325
1739209810.8546755;-32.816014438256545
1739209810.8546786;-38.13080360867914
1739209810.8546817;-38.13080360867914
1739209810.8546848;-38.13080360867914
1739209810.854688;-38.13080360867914
1739209810.854691;-38.13080360867914
1739209810.8546941;-38.13080360867914
1739209810.8546972;-33.981070128970906
1739209810.8547003;-38.13080360867914
1739209810.8547034;-45.120503652039325
1739209810.8547065;-38.13080360867914
1739209810.8547096;-38.13080360867914
1739209810.8547127;-45.120503652039325
1739209810.8547158;-38.13080360867914
1739209810.854719;-38.13080360867914
1739209810.854722;-45.120503652039325
1739209810.8547251;-45.120503652039325
1739209810.8547282;-38.13080360867914
1739209810.8547313;-35.57807855764607
1739209810.8547344;-45.120503652039325
1739209810.8547373;-45.120503652039325
1739209810.8547404;-35.57807855764607
1739209810.8547435;-38.13080360867914
1739209810.8547466;-35.57807855764607
1739209810.8547497;-38.13080360867914
1739209810.8547528;-45.120503652039325
1739209810.8547559;-45.120503652039325
1739209810.854759;-38.13080360867914
1739209810.854762;-32.816014438256545
1739209810.8547652;-38.13080360867914
1739209810.8547683;-38.13080360867914
1739209810.8547714;-38.13080360867914
1739209810.8547745;-45.120503652039325
1739209810.8547776;-45.120503652039325
1739209810.8547807;-45.120503652039325
1739209810.8547838;-45.120503652039325
1739209810.8547869;-38.13080360867914
1739209810.85479;-38.13080360867914
1739209810.854793;-45.120503652039325
1739209810.8547962;-45.120503652039325
1739209810.8547993;-45.120503652039325
1739209810.8548024;-45.120503652039325
1739209810.8548055;-38.13080360867914
1739209810.8548083;-45.120503652039325
1739209810.8548114;-45.120503652039325
1739209810.8548145;-45.120503652039325
1739209810.8548176;-45.120503652039325
1739209810.8548207;-33.981070128970906
1739209810.8548238;-26.035653463252796
1739209810.854827;-45.120503652039325
1739209810.85483;-45.120503652039325
1739209810.8548331;-38.13080360867914
1739209810.8548362;-35.57807855764607
1739209810.8548393;-38.13080360867914
1739209810.8548424;-35.57807855764607
1739209810.8548455;-38.13080360867914
1739209810.8548486;-35.57807855764607
1739209810.8548517;-38.13080360867914
1739209810.8548548;-35.57807855764607
1739209810.854858;-38.13080360867914
1739209810.854861;-45.120503652039325
1739209810.8548641;-33.981070128970906
1739209810.8548672;-38.13080360867914
1739209810.8548703;-38.13080360867914
1739209810.8548734;-35.57807855764607
1739209810.8548765;-38.13080360867914
1739209810.8548796;-35.57807855764607
1739209810.8548825;-38.13080360867914
1739209810.8548856;-45.120503652039325
1739209810.8548887;-38.13080360867914
1739209810.8548918;-38.13080360867914
1739209810.8548949;-38.13080360867914
1739209810.854898;-32.816014438256545
1739209810.854901;-35.57807855764607
1739209810.8549042;-38.13080360867914
1739209810.8549073;-45.120503652039325
1739209810.8549104;-35.57807855764607
1739209810.8549135;-45.120503652039325
1739209810.8549166;-45.120503652039325
1739209810.8549197;-35.57807855764607
1739209810.8549228;-38.13080360867914
1739209810.8549259;-45.120503652039325
1739209810.854929;-38.13080360867914
1739209810.854932;-45.120503652039325
1739209810.8549352;-45.120503652039325
1739209810.8549383;-38.13080360867914
1739209810.8549414;-45.120503652039325
1739209810.8549445;-45.120503652039325
1739209810.8549476;-26.487275050834715
1739209810.8549507;-33.981070128970906
1739209810.8549535;-45.120503652039325
1739209810.8549566;-45.120503652039325
1739209810.8549597;-35.57807855764607
1739209810.8549628;-38.13080360867914
1739209810.854966;-45.120503652039325
1739209810.854969;-45.120503652039325
1739209810.8549721;-38.13080360867914
1739209810.8549752;-38.13080360867914
1739209810.8549783;-35.57807855764607
1739209810.8549814;-38.13080360867914
1739209810.8549845;-45.120503652039325
1739209810.8549876;-45.120503652039325
1739209810.8549907;-38.13080360867914
1739209810.8549938;-38.13080360867914
1739209810.854997;-45.120503652039325
1739209810.855;-45.120503652039325
1739209810.855003;-35.57807855764607
1739209810.8550062;-38.13080360867914
1739209810.8550093;-45.120503652039325
1739209810.8550124;-45.120503652039325
1739209810.8550155;-38.13080360867914
1739209810.8550186;-45.120503652039325
1739209810.8550217;-38.13080360867914
1739209810.8550246;-35.57807855764607
1739209810.8550277;-45.120503652039325
1739209810.8550308;-38.13080360867914
1739209810.8550339;-35.57807855764607
1739209810.855037;-33.981070128970906
1739209810.85504;-45.120503652039325
1739209810.8550432;-38.13080360867914
1739209810.8550463;-33.981070128970906
1739209810.8550494;-45.120503652039325
1739209810.8550525;-38.13080360867914
1739209810.8550556;-35.57807855764607
1739209810.8550587;-32.816014438256545
1739209810.8550618;-38.13080360867914
1739209810.8550649;-45.120503652039325
1739209810.855068;-38.13080360867914
1739209810.855071;-38.13080360867914
1739209810.8550742;-45.120503652039325
1739209810.8550773;-35.57807855764607
1739209810.8550804;-45.120503652039325
1739209810.8550835;-38.13080360867914
1739209810.8550866;-45.120503652039325
1739209810.8550897;-38.13080360867914
1739209810.8550928;-38.13080360867914
1739209810.8550959;-38.13080360867914
1739209810.8550987;-33.981070128970906
1739209810.8551018;-35.57807855764607
1739209810.855105;-45.120503652039325
1739209810.855108;-38.13080360867914
1739209810.8551111;-38.13080360867914
1739209810.8551142;-45.120503652039325
1739209810.8551173;-45.120503652039325
1739209810.8551204;-45.120503652039325
1739209810.8551235;-45.120503652039325
1739209810.8551266;-38.13080360867914
1739209810.8551297;-35.57807855764607
1739209810.8551328;-45.120503652039325
1739209810.855136;-45.120503652039325
1739209810.855139;-33.981070128970906
1739209810.855142;-45.120503652039325
1739209810.8551452;-38.13080360867914
1739209810.8551483;-32.816014438256545
1739209810.8551514;-38.13080360867914
1739209810.8551545;-38.13080360867914
1739209810.8551576;-38.13080360867914
1739209810.8551607;-35.57807855764607
1739209810.8551638;-32.816014438256545
1739209810.855167;-38.13080360867914
1739209810.8551698;-35.57807855764607
1739209810.8551729;-38.13080360867914
1739209810.855176;-45.120503652039325
1739209810.855179;-45.120503652039325
1739209810.8551822;-45.120503652039325
1739209810.8551853;-45.120503652039325
1739209810.8551884;-45.120503652039325
1739209810.8551915;-45.120503652039325
1739209810.8551946;-45.120503652039325
1739209810.8551977;-38.13080360867914
1739209810.8552008;-38.13080360867914
1739209810.8552039;-38.13080360867914
1739209810.855207;-45.120503652039325
1739209810.85521;-38.13080360867914
1739209810.8552132;-38.13080360867914
1739209810.8552163;-45.120503652039325
1739209810.8552194;-45.120503652039325
1739209810.8552225;-45.120503652039325
1739209810.8552256;-38.13080360867914
1739209810.8552287;-38.13080360867914
1739209810.8552318;-45.120503652039325
1739209810.8552349;-45.120503652039325
1739209810.855238;-32.816014438256545
1739209810.8552408;-38.13080360867914
1739209810.855244;-45.120503652039325
1739209810.855247;-45.120503652039325
1739209810.8552501;-38.13080360867914
1739209810.8552532;-38.13080360867914
1739209810.8552563;-45.120503652039325
1739209810.8552594;-31.141103565318915
1739209810.8552625;-38.13080360867914
1739209810.8552656;-45.120503652039325
1739209810.8552687;-45.120503652039325
1739209810.8552718;-28.992665084841942
1739209810.855275;-28.58837851428586
1739209810.855278;-38.13080360867914
1739209810.855281;-45.120503652039325
1739209810.8552842;-38.13080360867914
1739209810.8552873;-35.57807855764607
1739209810.8552904;-45.120503652039325
1739209810.8552935;-45.120503652039325
1739209810.8552966;-45.120503652039325
1739209810.8552997;-38.13080360867914
1739209810.8553028;-45.120503652039325
1739209810.855306;-45.120503652039325
1739209810.855309;-45.120503652039325
1739209810.8553119;-45.120503652039325
1739209810.855315;-38.13080360867914
1739209810.855318;-45.120503652039325
1739209810.8553212;-32.816014438256545
1739209810.8553243;-31.141103565318915
1739209810.8553274;-45.120503652039325
1739209810.8553305;-45.120503652039325
1739209810.8553336;-33.981070128970906
1739209810.8553367;-38.13080360867914
1739209810.8553398;-45.120503652039325
1739209810.8553429;-45.120503652039325
1739209810.855346;-45.120503652039325
1739209810.855349;-45.120503652039325
1739209810.8553522;-45.120503652039325
1739209810.8553553;-45.120503652039325
1739209810.8553584;-45.120503652039325
1739209810.8553615;-45.120503652039325
1739209810.8553646;-45.120503652039325
1739209810.8553677;-35.57807855764607
1739209810.8553708;-38.13080360867914
1739209810.8553739;-45.120503652039325
1739209810.855377;-45.120503652039325
1739209810.85538;-38.13080360867914
1739209810.8553832;-38.13080360867914
1739209810.855386;-45.120503652039325
1739209810.855389;-38.13080360867914
1739209810.8553922;-45.120503652039325
1739209810.8553953;-35.57807855764607
1739209810.8553984;-26.991370085610736
1739209810.8554015;-38.13080360867914
1739209810.8554046;-45.120503652039325
1739209810.8554077;-38.13080360867914
1739209810.8554108;-32.816014438256545
1739209810.855414;-45.120503652039325
1739209810.855417;-45.120503652039325
1739209810.85542;-45.120503652039325
1739209810.8554232;-45.120503652039325
1739209810.8554263;-33.981070128970906
1739209810.8554294;-45.120503652039325
1739209810.8554325;-38.13080360867914
1739209810.8554356;-35.57807855764607
1739209810.8554387;-38.13080360867914
1739209810.8554418;-45.120503652039325
1739209810.855445;-38.13080360867914
1739209810.855448;-31.141103565318893
1739209810.855451;-45.120503652039325
1739209810.8554542;-45.120503652039325
1739209810.855457;-38.13080360867914
1739209810.8554602;-45.120503652039325
1739209810.8554633;-38.13080360867914
1739209810.8554664;-45.120503652039325
1739209810.8554695;-45.120503652039325
1739209810.8554726;-35.57807855764607
1739209810.8554757;-38.13080360867914
1739209810.8554788;-45.120503652039325
1739209810.8554819;-38.13080360867914
1739209810.855485;-38.13080360867914
1739209810.855488;-38.13080360867914
1739209810.8554912;-38.13080360867914
1739209810.8574739;-31.14110356531892
1739209810.857477;-45.120503652039325
1739209810.85748;-38.13080360867914
1739209810.8574831;-35.57807855764607
1739209810.8574862;-38.13080360867914
1739209810.8574893;-38.13080360867914
1739209810.8574924;-38.13080360867914
1739209810.8574955;-38.13080360867914
1739209810.8574986;-33.981070128970906
1739209810.8575017;-35.57807855764607
1739209810.8575048;-45.120503652039325
1739209810.857508;-45.120503652039325
1739209810.857511;-38.13080360867914
1739209810.8575141;-45.120503652039325
1739209810.8575172;-38.13080360867914
1739209810.8575203;-38.13080360867914
1739209810.8575234;-38.13080360867914
1739209810.8575265;-45.120503652039325
1739209810.8575296;-38.13080360867914
1739209810.8575327;-35.57807855764607
1739209810.8575358;-38.13080360867914
1739209810.857539;-45.120503652039325
1739209810.857542;-45.120503652039325
1739209810.857545;-30.49652367304973
1739209810.857548;-38.13080360867914
1739209810.857551;-33.981070128970956
1739209810.8575542;-38.13080360867914
1739209810.8575573;-38.13080360867914
1739209810.8575604;-38.13080360867914
1739209810.8575635;-45.120503652039325
1739209810.8575666;-33.981070128970906
1739209810.8575697;-38.13080360867914
1739209810.8575728;-31.141103565318915
1739209810.857576;-26.991370085610722
1739209810.857579;-38.13080360867914
1739209810.857582;-45.120503652039325
1739209810.8575852;-38.13080360867914
1739209810.8575883;-38.13080360867914
1739209810.8575914;-45.120503652039325
1739209810.8575945;-45.120503652039325
1739209810.8575976;-45.120503652039325
1739209810.8576007;-45.120503652039325
1739209810.8576038;-38.13080360867914
1739209810.857607;-45.120503652039325
1739209810.85761;-33.981070128970906
1739209810.857613;-38.13080360867914
1739209810.8576162;-38.13080360867914
1739209810.8576193;-38.13080360867914
1739209810.8576224;-45.120503652039325
1739209810.8576255;-38.13080360867914
1739209810.8576286;-33.981070128970906
1739209810.8576317;-45.120503652039325
1739209810.8576348;-45.120503652039325
1739209810.857638;-31.141103565318915
1739209810.857641;-33.981070128970906
1739209810.857644;-45.120503652039325
1739209810.8576472;-33.981070128970906
1739209810.8576503;-30.49652367304973
1739209810.8576534;-45.120503652039325
1739209810.8576565;-45.120503652039325
1739209810.8576596;-38.13080360867914
1739209810.8576624;-38.13080360867914
1739209810.8576655;-45.120503652039325
1739209810.8576686;-45.120503652039325
1739209810.8576717;-45.120503652039325
1739209810.8576748;-38.13080360867914
1739209810.857678;-35.57807855764607
1739209810.857681;-45.120503652039325
1739209810.8576841;-45.120503652039325
1739209810.8576872;-31.141103565318893
1739209810.8576903;-33.981070128970906
1739209810.8576934;-45.120503652039325
1739209810.8576965;-45.120503652039325
1739209810.8576996;-38.13080360867914
1739209810.8577027;-38.13080360867914
1739209810.8577058;-45.120503652039325
1739209810.857709;-45.120503652039325
1739209810.857712;-45.120503652039325
1739209810.8577151;-32.816014438256545
1739209810.8577182;-35.57807855764607
1739209810.8577213;-35.57807855764607
1739209810.8577244;-38.13080360867914
1739209810.8577275;-45.120503652039325
1739209810.8577306;-38.13080360867914
1739209810.8577337;-38.13080360867914
1739209810.8577368;-38.13080360867914
1739209810.85774;-45.120503652039325
1739209810.857743;-45.120503652039325
1739209810.8577461;-45.120503652039325
1739209810.8577492;-38.13080360867914
1739209810.8577523;-35.57807855764607
1739209810.8577554;-33.981070128970906
1739209810.8577585;-38.13080360867914
1739209810.8577616;-35.57807855764607
1739209810.8577647;-35.57807855764607
1739209810.8577678;-38.13080360867914
1739209810.857771;-38.13080360867914
1739209810.857774;-35.57807855764607
1739209810.857777;-38.13080360867914
1739209810.85778;-32.816014438256545
1739209810.857783;-38.13080360867914
1739209810.8577862;-45.120503652039325
1739209810.8577893;-38.13080360867914
1739209810.8577924;-45.120503652039325
1739209810.8577955;-33.981070128970906
1739209810.8577986;-38.13080360867914
1739209810.8578017;-45.120503652039325
1739209810.8578048;-38.13080360867914
1739209810.8578079;-38.13080360867914
1739209810.857811;-33.981070128970906
1739209810.857814;-45.120503652039325
1739209810.8578172;-33.981070128970906
1739209810.8578203;-38.13080360867914
1739209810.8578234;-30.49652367304973
1739209810.8578265;-30.49652367304973
1739209810.8578296;-38.13080360867914
1739209810.8578327;-45.120503652039325
1739209810.8578358;-38.13080360867914
1739209810.8578389;-45.120503652039325
1739209810.857842;-35.57807855764607
1739209810.857845;-45.120503652039325
1739209810.8578482;-33.981070128970906
1739209810.8578513;-33.981070128970906
1739209810.8578544;-38.13080360867914
1739209810.8578575;-38.13080360867914
1739209810.8578606;-38.13080360867914
1739209810.8578637;-38.13080360867914
1739209810.8578668;-45.120503652039325
1739209810.8578699;-38.13080360867914
1739209810.857873;-33.981070128970906
1739209810.857876;-45.120503652039325
1739209810.8578792;-45.120503652039325
1739209810.8578823;-45.120503652039325
1739209810.8578854;-38.13080360867914
1739209810.8578885;-45.120503652039325
1739209810.8578916;-45.120503652039325
1739209810.8578947;-45.120503652039325
1739209810.8578975;-32.816014438256545
1739209810.8579006;-31.141103565318915
1739209810.8579037;-45.120503652039325
1739209810.8579068;-38.13080360867914
1739209810.85791;-35.57807855764607
1739209810.857913;-38.13080360867914
1739209810.857916;-45.120503652039325
1739209810.8579192;-45.120503652039325
1739209810.8579223;-45.120503652039325
1739209810.8579254;-38.13080360867914
1739209810.8579285;-45.120503652039325
1739209810.8579316;-38.13080360867914
1739209810.8579347;-38.13080360867914
1739209810.8579378;-38.13080360867914
1739209810.857941;-45.120503652039325
1739209810.857944;-38.13080360867914
1739209810.857947;-38.13080360867914
1739209810.8579502;-45.120503652039325
1739209810.8579533;-45.120503652039325
1739209810.8579564;-45.120503652039325
1739209810.8579595;-45.120503652039325
1739209810.8579626;-45.120503652039325
1739209810.8579657;-33.981070128970906
1739209810.8579688;-45.120503652039325
1739209810.857972;-45.120503652039325
1739209810.857975;-33.981070128970906
1739209810.857978;-38.13080360867914
1739209810.8579812;-45.120503652039325
1739209810.8579843;-32.816014438256545
1739209810.8579874;-38.13080360867914
1739209810.8579905;-35.57807855764607
1739209810.8579936;-33.981070128970906
1739209810.8579967;-45.120503652039325
1739209810.8579998;-38.13080360867914
1739209810.858003;-38.13080360867914
1739209810.858006;-45.120503652039325
1739209810.858009;-45.120503652039325
1739209810.8580122;-38.13080360867914
1739209810.858015;-35.57807855764607
1739209810.8580182;-45.120503652039325
1739209810.8580213;-45.120503652039325
1739209810.8580244;-45.120503652039325
1739209810.8580275;-38.13080360867914
1739209810.8580306;-38.13080360867914
1739209810.8580337;-38.13080360867914
1739209810.8580368;-38.13080360867914
1739209810.8580399;-45.120503652039325
1739209810.858043;-45.120503652039325
1739209810.858046;-45.120503652039325
1739209810.8580492;-32.816014438256545
1739209810.8580523;-30.49652367304973
1739209810.8580554;-45.120503652039325
1739209810.8580585;-38.13080360867914
1739209810.8580616;-33.981070128970906
1739209810.8580647;-45.120503652039325
1739209810.8580678;-45.120503652039325
1739209810.8580709;-45.120503652039325
1739209810.858074;-38.13080360867914
1739209810.858077;-38.13080360867914
1739209810.8580801;-38.13080360867914
1739209810.8580832;-38.13080360867914
1739209810.8580863;-45.120503652039325
1739209810.8580894;-45.120503652039325
1739209810.8580925;-38.13080360867914
1739209810.8580956;-31.141103565318893
1739209810.8580987;-45.120503652039325
1739209810.8581018;-33.981070128970956
1739209810.858105;-31.141103565318915
1739209810.858108;-35.57807855764607
1739209810.8581111;-38.13080360867914
1739209810.8581142;-45.120503652039325
1739209810.8581173;-33.981070128970906
1739209810.8581204;-38.13080360867914
1739209810.8581235;-30.49652367304973
1739209810.8581266;-28.58837851428586
1739209810.8581297;-45.120503652039325
1739209810.8581326;-32.816014438256545
1739209810.8581357;-38.13080360867914
1739209810.8581388;-45.120503652039325
1739209810.858142;-45.120503652039325
1739209810.858145;-38.13080360867914
1739209810.858148;-45.120503652039325
1739209810.8581512;-33.981070128970956
1739209810.8581543;-38.13080360867914
1739209810.8581574;-38.13080360867914
1739209810.8581605;-45.120503652039325
1739209810.8581636;-45.120503652039325
1739209810.8581667;-38.13080360867914
1739209810.8581698;-45.120503652039325
1739209810.858173;-38.13080360867914
1739209810.858176;-30.49652367304973
1739209810.858179;-45.120503652039325
1739209810.8581822;-45.120503652039325
1739209810.8581853;-38.13080360867914
1739209810.8581884;-32.816014438256545
1739209810.8581915;-45.120503652039325
1739209810.8581946;-45.120503652039325
1739209810.8581977;-45.120503652039325
1739209810.8582008;-38.13080360867914
1739209810.858204;-38.13080360867914
1739209810.858207;-45.120503652039325
1739209810.85821;-45.120503652039325
1739209810.8582132;-45.120503652039325
1739209810.8582163;-45.120503652039325
1739209810.8582194;-45.120503652039325
1739209810.8582225;-38.13080360867914
1739209810.8582256;-45.120503652039325
1739209810.8582287;-45.120503652039325
1739209810.8582318;-45.120503652039325
1739209810.858235;-45.120503652039325
1739209810.858238;-45.120503652039325
1739209810.858241;-45.120503652039325
1739209810.8582442;-45.120503652039325
1739209810.8582473;-35.57807855764607
1739209810.8582501;-25.826314394896354
1739209810.8582532;-38.13080360867914
1739209810.8582563;-38.13080360867914
1739209810.8582594;-33.981070128970906
1739209810.8582625;-33.981070128970906
1739209810.8582656;-45.120503652039325
1739209810.8582687;-35.57807855764607
1739209810.8582718;-33.981070128970906
1739209810.858275;-32.81601443825658
1739209810.858278;-45.120503652039325
1739209810.8582811;-45.120503652039325
1739209810.8582842;-45.120503652039325
1739209810.8582873;-45.120503652039325
1739209810.8582904;-38.13080360867914
1739209810.8582935;-38.13080360867914
1739209810.8582966;-38.13080360867914
1739209810.8582997;-32.816014438256545
1739209810.8583028;-35.57807855764607
1739209810.858306;-45.120503652039325
1739209810.858309;-38.13080360867914
1739209810.8583121;-38.13080360867914
1739209810.8583152;-45.120503652039325
1739209810.8583183;-45.120503652039325
1739209810.8583214;-45.120503652039325
1739209810.8583245;-32.816014438256545
1739209810.8583276;-35.57807855764607
1739209810.8583307;-45.120503652039325
1739209810.8583338;-45.120503652039325
1739209810.858337;-35.57807855764607
1739209810.85834;-38.13080360867914
1739209810.8583431;-38.13080360867914
1739209810.8583462;-38.13080360867914
1739209810.8583493;-45.120503652039325
1739209810.8583524;-45.120503652039325
1739209810.8583555;-35.57807855764607
1739209810.8583586;-45.120503652039325
1739209810.8583617;-35.57807855764607
1739209810.8583648;-38.13080360867914
1739209810.8583677;-35.57807855764607
1739209810.8583708;-45.120503652039325
1739209810.8583739;-45.120503652039325
1739209810.858377;-45.120503652039325
1739209810.85838;-35.57807855764607
1739209810.8583832;-38.13080360867914
1739209810.8583863;-45.120503652039325
1739209810.8583894;-38.13080360867914
1739209810.8583925;-35.57807855764607
1739209810.8583956;-38.13080360867914
1739209810.8583987;-45.120503652039325
1739209810.8584018;-45.120503652039325
1739209810.8584049;-38.13080360867914
1739209810.858408;-38.13080360867914
1739209810.858411;-35.57807855764607
1739209810.8584142;-33.981070128970906
1739209810.8584173;-45.120503652039325
1739209810.8584204;-45.120503652039325
1739209810.8584235;-45.120503652039325
1739209810.8584266;-38.13080360867914
