CAN Message; 0x98:00007fc0e89c0ef1
1739209833.8066988;-38.13080360867914
1739209833.8067126;-38.13080360867914
1739209833.8067265;-38.13080360867914
1739209833.8067403;-38.13080360867914
1739209833.8067544;-38.13080360867914
1739209833.8067682;-45.120503652039325
1739209833.806782;-35.57807855764607
1739209833.8067958;-33.981070128970906
1739209833.8068097;-38.13080360867914
1739209833.8068237;-33.981070128970906
1739209833.8068376;-38.13080360867914
1739209833.8068514;-35.57807855764607
1739209833.8068652;-38.13080360867914
1739209833.806879;-38.13080360867914
1739209833.806893;-45.120503652039325
1739209833.806907;-38.13080360867914
1739209833.8069208;-38.13080360867914
1739209833.8069346;-45.120503652039325
1739209833.8069487;-45.120503652039325
1739209833.8069625;-45.120503652039325
1739209833.8069763;-38.13080360867914
1739209833.8069901;-38.13080360867914
1739209833.807004;-45.120503652039325
1739209833.807018;-38.13080360867914
1739209833.8070319;-31.141103565318915
1739209833.8070457;-38.13080360867914
1739209833.8070595;-45.120503652039325
1739209833.8070734;-38.13080360867914
1739209833.8070874;-33.981070128970906
1739209833.8071012;-45.120503652039325
1739209833.807115;-45.120503652039325
1739209833.807129;-38.13080360867914
1739209833.8071427;-38.13080360867914
1739209833.8071568;-38.13080360867914
1739209833.8071706;-45.120503652039325
1739209833.8071845;-38.13080360867914
1739209833.8071983;-45.120503652039325
1739209833.807212;-45.120503652039325
1739209833.8072262;-38.13080360867914
1739209833.80724;-38.13080360867914
1739209833.8072538;-32.81601443825658
1739209833.8072677;-45.120503652039325
1739209833.8072815;-38.13080360867914
1739209833.8072956;-45.120503652039325
1739209833.8073094;-45.120503652039325
1739209833.8073232;-38.13080360867914
1739209833.807337;-38.13080360867914
1739209833.8073509;-33.981070128970906
1739209833.807365;-28.992665084841942
1739209833.8073788;-33.981070128970906
1739209833.8073926;-45.120503652039325
1739209833.8074064;-38.13080360867914
1739209833.8074203;-38.13080360867914
1739209833.8074343;-45.120503652039325
1739209833.8074481;-38.13080360867914
1739209833.807462;-33.981070128970906
1739209833.8074758;-32.816014438256545
1739209833.8074896;-45.120503652039325
1739209833.8075037;-38.13080360867914
1739209833.8075175;-33.981070128970906
1739209833.8075314;-45.120503652039325
1739209833.8075452;-38.13080360867914
1739209833.807559;-45.120503652039325
1739209833.807573;-45.120503652039325
1739209833.807587;-45.120503652039325
1739209833.8076007;-38.13080360867914
1739209833.8076146;-38.13080360867914
1739209833.8076286;-45.120503652039325
1739209833.8076425;-45.120503652039325
1739209833.8076563;-38.13080360867914
1739209833.80767;-45.120503652039325
1739209833.807684;-35.57807855764607
1739209833.807698;-28.58837851428586
1739209833.8077118;-38.13080360867914
1739209833.8077257;-38.13080360867914
1739209833.8077395;-33.981070128970906
1739209833.8077533;-45.120503652039325
1739209833.8077674;-45.120503652039325
1739209833.8077812;-45.120503652039325
1739209833.807795;-45.120503652039325
1739209833.8078089;-38.13080360867914
1739209833.8078227;-45.120503652039325
1739209833.8078368;-38.13080360867914
1739209833.8078506;-45.120503652039325
1739209833.8078644;-38.13080360867914
1739209833.8078783;-32.816014438256545
1739209833.807892;-45.120503652039325
1739209833.8079062;-45.120503652039325
1739209833.80792;-30.49652367304973
1739209833.8079338;-35.57807855764607
1739209833.8079476;-45.120503652039325
1739209833.8079615;-38.13080360867914
1739209833.8079755;-38.13080360867914
1739209833.8079894;-45.120503652039325
1739209833.8080032;-38.13080360867914
1739209833.808017;-38.13080360867914
1739209833.8080308;-38.13080360867914
1739209833.808045;-32.816014438256545
1739209833.8080587;-45.120503652039325
1739209833.8080726;-45.120503652039325
1739209833.8080864;-33.981070128970906
1739209833.8081002;-45.120503652039325
1739209833.8081143;-30.49652367304973
1739209833.808128;-38.13080360867914
1739209833.808142;-38.13080360867914
1739209833.8081558;-33.981070128970906
1739209833.8081696;-31.141103565318915
1739209833.8081837;-45.120503652039325
1739209833.8081975;-35.57807855764607
1739209833.8082113;-31.141103565318893
1739209833.8082252;-45.120503652039325
1739209833.808239;-45.120503652039325
1739209833.808253;-28.58837851428586
1739209833.8082669;-38.13080360867914
1739209833.8082807;-38.13080360867914
1739209833.8082945;-45.120503652039325
1739209833.8083086;-33.981070128970906
1739209833.8083224;-45.120503652039325
1739209833.8083363;-45.120503652039325
1739209833.80835;-45.120503652039325
1739209833.808364;-45.120503652039325
1739209833.808378;-38.13080360867914
1739209833.8083918;-38.13080360867914
1739209833.8084056;-45.120503652039325
1739209833.8084195;-38.13080360867914
1739209833.8084333;-32.816014438256545
1739209833.8084474;-45.120503652039325
1739209833.8084612;-45.120503652039325
1739209833.808475;-45.120503652039325
1739209833.8084888;-38.13080360867914
1739209833.8085027;-35.57807855764607
1739209833.8085167;-35.57807855764607
1739209833.8085306;-45.120503652039325
1739209833.8085444;-45.120503652039325
1739209833.8085582;-45.120503652039325
1739209833.808572;-38.13080360867914
1739209833.8085861;-38.13080360867914
1739209833.8086;-38.13080360867914
1739209833.8086138;-38.13080360867914
1739209833.8086276;-45.120503652039325
1739209833.8086414;-32.816014438256545
1739209833.8086555;-38.13080360867914
1739209833.8086693;-45.120503652039325
1739209833.8086832;-45.120503652039325
1739209833.808697;-45.120503652039325
1739209833.8087108;-31.141103565318915
1739209833.8087249;-45.120503652039325
1739209833.8087387;-45.120503652039325
1739209833.8087525;-45.120503652039325
1739209833.8087664;-45.120503652039325
1739209833.8087802;-45.120503652039325
1739209833.8087943;-45.120503652039325
1739209833.808808;-45.120503652039325
1739209833.808822;-33.981070128970956
1739209833.8088357;-45.120503652039325
1739209833.8088496;-38.13080360867914
1739209833.8088636;-38.13080360867914
1739209833.8088775;-38.13080360867914
1739209833.8088913;-38.13080360867914
1739209833.8089051;-45.120503652039325
1739209833.808919;-35.57807855764607
1739209833.808933;-35.57807855764607
1739209833.8089468;-45.120503652039325
1739209833.8089607;-45.120503652039325
1739209833.8089745;-45.120503652039325
1739209833.8089886;-31.141103565318915
1739209833.8090024;-45.120503652039325
1739209833.8090162;-38.13080360867914
1739209833.80903;-38.13080360867914
1739209833.809044;-31.141103565318915
1739209833.809058;-38.13080360867914
1739209833.8090718;-35.57807855764607
1739209833.8090856;-45.120503652039325
1739209833.8090994;-45.120503652039325
1739209833.8091133;-45.120503652039325
1739209833.8091273;-38.13080360867914
1739209833.8091412;-38.13080360867914
1739209833.809155;-32.81601443825658
1739209833.8091688;-38.13080360867914
1739209833.8091826;-38.13080360867914
1739209833.8091967;-35.57807855764607
1739209833.8092105;-45.120503652039325
1739209833.8092244;-38.13080360867914
1739209833.8092382;-33.981070128970906
1739209833.809252;-45.120503652039325
1739209833.809266;-28.992665084841942
1739209833.80928;-33.981070128970906
1739209833.8092937;-45.120503652039325
1739209833.8093076;-45.120503652039325
1739209833.8093214;-38.13080360867914
1739209833.8093355;-35.57807855764607
1739209833.8093493;-45.120503652039325
1739209833.8093631;-38.13080360867914
1739209833.809377;-30.49652367304973
1739209833.8093908;-33.981070128970906
1739209833.8094049;-38.13080360867914
1739209833.8094187;-38.13080360867914
1739209833.8094325;-38.13080360867914
1739209833.8094463;-38.13080360867914
1739209833.8094602;-38.13080360867914
1739209833.8094742;-38.13080360867914
1739209833.809488;-33.981070128970906
1739209833.809502;-32.816014438256545
1739209833.8095157;-45.120503652039325
1739209833.8095295;-45.120503652039325
1739209833.8095436;-38.13080360867914
1739209833.8095574;-35.57807855764607
1739209833.8095713;-35.57807855764607
1739209833.809585;-38.13080360867914
1739209833.809599;-31.141103565318915
1739209833.809613;-33.981070128970906
1739209833.8096268;-38.13080360867914
1739209833.8096406;-35.57807855764607
1739209833.8096545;-33.981070128970906
1739209833.8096685;-45.120503652039325
1739209833.8096824;-38.13080360867914
1739209833.8096962;-38.13080360867914
1739209833.80971;-31.141103565318915
1739209833.8097239;-33.981070128970906
1739209833.809738;-38.13080360867914
1739209833.8097517;-38.13080360867914
1739209833.8097656;-38.13080360867914
1739209833.8097794;-45.120503652039325
1739209833.8097932;-45.120503652039325
1739209833.8098073;-33.981070128970906
1739209833.8098211;-33.981070128970906
1739209833.809835;-38.13080360867914
1739209833.8098488;-45.120503652039325
1739209833.8098626;-38.13080360867914
1739209833.8098767;-38.13080360867914
1739209833.8098905;-38.13080360867914
1739209833.8099043;-38.13080360867914
1739209833.8099182;-45.120503652039325
1739209833.809932;-32.816014438256545
1739209833.809946;-38.13080360867914
1739209833.80996;-45.120503652039325
1739209833.8099737;-38.13080360867914
1739209833.8099875;-38.13080360867914
1739209833.8100014;-45.120503652039325
1739209833.8100154;-45.120503652039325
1739209833.8100293;-45.120503652039325
1739209833.810043;-32.816014438256545
1739209833.810057;-45.120503652039325
1739209833.8100708;-45.120503652039325
1739209833.8100848;-35.57807855764607
1739209833.8100986;-38.13080360867914
1739209833.8101125;-45.120503652039325
1739209833.8101263;-45.120503652039325
1739209833.8101401;-45.120503652039325
1739209833.8101542;-38.13080360867914
1739209833.810168;-38.13080360867914
1739209833.8101819;-45.120503652039325
1739209833.8101957;-45.120503652039325
1739209833.8102095;-38.13080360867914
1739209833.8102236;-32.816014438256545
1739209833.8102374;-38.13080360867914
1739209833.8102512;-38.13080360867914
1739209833.810265;-35.57807855764607
1739209833.810279;-38.13080360867914
1739209833.810293;-45.120503652039325
1739209833.8103068;-38.13080360867914
1739209833.8103206;-32.816014438256545
1739209833.8103344;-38.13080360867914
1739209833.8103485;-33.981070128970906
1739209833.8103623;-38.13080360867914
1739209833.8103762;-33.981070128970906
1739209833.81039;-45.120503652039325
1739209833.8104038;-45.120503652039325
1739209833.810418;-38.13080360867914
1739209833.8104317;-38.13080360867914
1739209833.8104455;-35.57807855764607
1739209833.8104594;-45.120503652039325
1739209833.8104732;-45.120503652039325
1739209833.8104873;-45.120503652039325
1739209833.810501;-35.57807855764607
1739209833.810515;-32.816014438256545
1739209833.8105288;-45.120503652039325
1739209833.8105426;-45.120503652039325
1739209833.8105567;-38.13080360867914
1739209833.8105705;-35.57807855764607
1739209833.8105843;-45.120503652039325
1739209833.8105981;-38.13080360867914
1739209833.810612;-33.981070128970906
1739209833.810626;-45.120503652039325
1739209833.8106399;-38.13080360867914
1739209833.8106537;-45.120503652039325
1739209833.8106675;-38.13080360867914
1739209833.8106813;-45.120503652039325
1739209833.8106954;-33.981070128970906
1739209833.8107092;-45.120503652039325
1739209833.810723;-32.816014438256545
1739209833.810737;-32.816014438256545
1739209833.8107507;-38.13080360867914
1739209833.8107648;-45.120503652039325
1739209833.8107786;-35.57807855764607
1739209833.8107924;-35.57807855764607
1739209833.8108063;-45.120503652039325
1739209833.81082;-45.120503652039325
1739209833.8108342;-45.120503652039325
1739209833.810848;-45.120503652039325
1739209833.8108618;-38.13080360867914
1739209833.8108757;-33.981070128970906
1739209833.8108895;-45.120503652039325
1739209833.8109035;-45.120503652039325
1739209833.8109174;-38.13080360867914
1739209833.8109312;-35.57807855764607
1739209833.810945;-45.120503652039325
1739209833.8109589;-45.120503652039325
1739209833.810973;-45.120503652039325
1739209833.8109868;-38.13080360867914
1739209833.8110006;-38.13080360867914
1739209833.8110144;-45.120503652039325
1739209833.8110285;-35.57807855764607
1739209833.8110423;-35.57807855764607
1739209833.8110561;-32.816014438256545
1739209833.81107;-32.816014438256545
1739209833.8110838;-38.13080360867914
1739209833.8110979;-38.13080360867914
1739209833.8111117;-45.120503652039325
1739209833.8111255;-35.57807855764607
1739209833.8111393;-38.13080360867914
1739209833.8111532;-38.13080360867914
1739209833.8111672;-45.120503652039325
1739209833.811181;-45.120503652039325
1739209833.811195;-45.120503652039325
1739209833.8112087;-45.120503652039325
1739209833.8112226;-45.120503652039325
1739209833.8112366;-45.120503652039325
1739209833.8112504;-33.981070128970906
1739209833.8112643;-38.13080360867914
1739209833.811278;-35.57807855764607
1739209833.811292;-33.981070128970906
1739209833.811306;-45.120503652039325
1739209833.8113198;-45.120503652039325
1739209833.8113337;-45.120503652039325
1739209833.8113475;-45.120503652039325
1739209833.8113613;-38.13080360867914
1739209833.8113754;-45.120503652039325
1739209833.8113892;-35.57807855764607
1739209833.811403;-27.267205301931607
1739209833.8114169;-45.120503652039325
1739209833.8114307;-45.120503652039325
1739209833.8114448;-35.57807855764607
1739209833.8114586;-30.49652367304973
1739209833.8114724;-45.120503652039325
1739209833.8114862;-45.120503652039325
1739209833.8115;-45.120503652039325
1739209833.8115141;-33.981070128970956
1739209833.811528;-45.120503652039325
1739209833.8115418;-45.120503652039325
1739209833.8115556;-38.13080360867914
1739209833.8115695;-45.120503652039325
1739209833.8115835;-38.13080360867914
1739209833.8115973;-45.120503652039325
1739209833.8116112;-35.57807855764607
1739209833.811625;-27.267205301931607
1739209833.8116388;-38.13080360867914
1739209833.811653;-32.816014438256545
1739209833.8116667;-45.120503652039325
1739209833.8116806;-38.13080360867914
1739209833.8116944;-38.13080360867914
1739209833.8117085;-33.981070128970906
1739209833.8117223;-45.120503652039325
1739209833.811736;-35.57807855764607
1739209833.81175;-38.13080360867914
1739209833.8117638;-45.120503652039325
1739209833.8117778;-45.120503652039325
1739209833.8117917;-45.120503652039325
1739209833.8118055;-38.13080360867914
1739209833.8118193;-38.13080360867914
1739209833.8118331;-45.120503652039325
1739209833.8118472;-38.13080360867914
1739209833.811861;-35.57807855764607
1739209833.8118749;-32.816014438256545
1739209833.8118887;-45.120503652039325
1739209833.8119025;-45.120503652039325
1739209833.8119166;-38.13080360867914
1739209833.8119304;-38.13080360867914
1739209833.8119442;-45.120503652039325
1739209833.811958;-45.120503652039325
1739209833.811972;-32.816014438256545
1739209833.811986;-33.981070128970906
1739209833.8119998;-45.120503652039325
1739209833.8120136;-38.13080360867914
1739209833.8120275;-38.13080360867914
1739209833.8120413;-38.13080360867914
1739209833.8120553;-45.120503652039325
1739209833.8120692;-38.13080360867914
1739209833.812083;-45.120503652039325
1739209833.8120968;-45.120503652039325
1739209833.8121107;-45.120503652039325
1739209833.8121247;-45.120503652039325
1739209833.8121386;-38.13080360867914
1739209833.8121524;-45.120503652039325
1739209833.8121662;-45.120503652039325
1739209833.81218;-45.120503652039325
1739209833.812194;-45.120503652039325
1739209833.812208;-38.13080360867914
1739209833.8122218;-45.120503652039325
1739209833.8122356;-45.120503652039325
1739209833.8122494;-38.13080360867914
1739209833.8122635;-35.57807855764607
1739209833.8122773;-45.120503652039325
1739209833.8122911;-35.57807855764607
1739209833.812305;-28.992665084841942
1739209833.8123188;-38.13080360867914
1739209833.8123329;-38.13080360867914
1739209833.8123467;-38.13080360867914
1739209833.8123605;-32.816014438256545
1739209833.8123744;-45.120503652039325
1739209833.8123884;-35.57807855764607
1739209833.8124022;-38.13080360867914
1739209833.812416;-45.120503652039325
1739209833.81243;-38.13080360867914
1739209833.8124437;-38.13080360867914
1739209833.8124578;-45.120503652039325
1739209833.8124716;-45.120503652039325
1739209833.8124855;-38.13080360867914
1739209833.8124993;-45.120503652039325
1739209833.812513;-45.120503652039325
1739209833.8125272;-38.13080360867914
1739209833.812541;-38.13080360867914
1739209833.8125548;-45.120503652039325
1739209833.8125687;-35.57807855764607
1739209833.8125825;-30.49652367304973
1739209833.8125966;-45.120503652039325
1739209833.8126104;-38.13080360867914
1739209833.8126242;-38.13080360867914
1739209833.812638;-45.120503652039325
1739209833.8126519;-45.120503652039325
1739209833.812666;-38.13080360867914
1739209833.8126798;-38.13080360867914
1739209833.8126936;-45.120503652039325
1739209833.8127074;-38.13080360867914
1739209833.8127213;-35.57807855764607
1739209833.8127353;-35.57807855764607
1739209833.8127491;-45.120503652039325
1739209833.812763;-35.57807855764607
1739209833.8127768;-45.120503652039325
1739209833.8127906;-38.13080360867914
1739209833.8128047;-38.13080360867914
1739209833.8128185;-33.981070128970906
1739209833.8128324;-38.13080360867914
1739209833.8128462;-38.13080360867914
1739209833.81286;-27.8777449560314
1739209833.812874;-35.57807855764607
1739209833.812888;-45.120503652039325
1739209833.8129017;-45.120503652039325
1739209833.8129156;-38.13080360867914
1739209833.8129294;-38.13080360867914
1739209833.8129435;-38.13080360867914
1739209833.8129573;-45.120503652039325
1739209833.812971;-33.981070128970956
1739209833.812985;-38.13080360867914
1739209833.8129988;-38.13080360867914
1739209833.8130128;-45.120503652039325
1739209833.8130267;-45.120503652039325
1739209833.8130405;-38.13080360867914
1739209833.8130543;-45.120503652039325
1739209833.8130684;-45.120503652039325
1739209833.8130822;-28.58837851428586
1739209833.813096;-35.57807855764607
1739209833.8131099;-45.120503652039325
1739209833.8131237;-38.13080360867914
1739209833.8131378;-31.141103565318915
1739209833.8131516;-38.13080360867914
1739209833.8131654;-38.13080360867914
1739209833.8131793;-38.13080360867914
1739209833.813193;-45.120503652039325
1739209833.8132071;-45.120503652039325
1739209833.813221;-45.120503652039325
1739209833.8132348;-45.120503652039325
1739209833.8132486;-38.13080360867914
1739209833.8132625;-38.13080360867914
1739209833.8132765;-45.120503652039325
1739209833.8132904;-45.120503652039325
1739209833.8133042;-45.120503652039325
1739209833.813318;-45.120503652039325
1739209833.8133318;-38.13080360867914
1739209833.813346;-45.120503652039325
1739209833.8133597;-45.120503652039325
1739209833.8133736;-45.120503652039325
1739209833.8133874;-38.13080360867914
1739209833.8134012;-38.13080360867914
1739209833.8134153;-31.141103565318893
1739209833.813429;-32.816014438256545
1739209833.813443;-45.120503652039325
1739209833.8134568;-38.13080360867914
1739209833.8134706;-35.57807855764607
1739209833.8134847;-38.13080360867914
1739209833.8134985;-38.13080360867914
1739209833.8135123;-35.57807855764607
1739209833.8135262;-45.120503652039325
1739209833.81354;-45.120503652039325
1739209833.813554;-32.816014438256545
1739209833.8135679;-33.981070128970906
1739209833.8135817;-45.120503652039325
1739209833.8135955;-33.981070128970906
1739209833.8136094;-45.120503652039325
1739209833.8136234;-38.13080360867914
1739209833.8136373;-30.49652367304973
1739209833.813651;-33.981070128970906
1739209833.813665;-35.57807855764607
1739209833.813679;-33.981070128970906
1739209833.8136928;-38.13080360867914
1739209833.8137066;-33.981070128970906
1739209833.8137205;-38.13080360867914
1739209833.8137343;-45.120503652039325
1739209833.8137484;-35.57807855764607
1739209833.8137622;-30.49652367304973
1739209833.813776;-45.120503652039325
1739209833.8137898;-45.120503652039325
1739209833.8138037;-32.816014438256545
1739209833.8138177;-35.57807855764607
1739209833.8138316;-45.120503652039325
1739209833.8138454;-45.120503652039325
1739209833.8138592;-45.120503652039325
1739209833.813873;-38.13080360867914
1739209833.8138871;-45.120503652039325
1739209833.813901;-45.120503652039325
1739209833.8139148;-45.120503652039325
1739209833.8139286;-45.120503652039325
1739209833.8139424;-45.120503652039325
1739209833.8139565;-45.120503652039325
1739209833.8139703;-32.816014438256545
1739209833.8139842;-32.816014438256545
1739209833.813998;-45.120503652039325
1739209833.8140118;-45.120503652039325
1739209833.8140259;-38.13080360867914
1739209833.8140397;-38.13080360867914
1739209833.8140535;-45.120503652039325
1739209833.8140674;-45.120503652039325
1739209833.8140812;-38.13080360867914
1739209833.8140953;-45.120503652039325
1739209833.814109;-38.13080360867914
1739209833.814123;-45.120503652039325
1739209833.8141367;-45.120503652039325
1739209833.8141506;-38.13080360867914
1739209833.8141646;-45.120503652039325
1739209833.8141785;-45.120503652039325
1739209833.8141923;-38.13080360867914
1739209833.8142061;-45.120503652039325
1739209833.81422;-38.13080360867914
1739209833.814234;-45.120503652039325
1739209833.8142478;-45.120503652039325
1739209833.8142617;-45.120503652039325
1739209833.8142755;-38.13080360867914
1739209833.8142893;-45.120503652039325
1739209833.8143034;-45.120503652039325
1739209833.8143172;-33.981070128970906
1739209833.814331;-33.981070128970906
1739209833.814345;-45.120503652039325
1739209833.814359;-45.120503652039325
1739209833.8143728;-38.13080360867914
1739209833.8143866;-38.13080360867914
1739209833.8144004;-38.13080360867914
1739209833.8144143;-45.120503652039325
1739209833.8144283;-45.120503652039325
1739209833.8144422;-33.981070128970906
1739209833.814456;-38.13080360867914
1739209833.8144698;-45.120503652039325
1739209833.8144836;-38.13080360867914
1739209833.8144977;-38.13080360867914
1739209833.8145115;-45.120503652039325
1739209833.8145254;-38.13080360867914
1739209833.8145392;-38.13080360867914
1739209833.814553;-38.13080360867914
1739209833.814567;-38.13080360867914
1739209833.814581;-45.120503652039325
1739209833.8145947;-38.13080360867914
1739209833.8146086;-45.120503652039325
1739209833.8146224;-38.13080360867914
1739209833.8146365;-35.57807855764607
1739209833.8146503;-35.57807855764607
1739209833.8146641;-38.13080360867914
1739209833.814678;-45.120503652039325
1739209833.8146918;-38.13080360867914
1739209833.8147058;-38.13080360867914
1739209833.8147197;-38.13080360867914
1739209833.8147335;-45.120503652039325
1739209833.8147473;-45.120503652039325
1739209833.8147612;-33.981070128970906
1739209833.8147752;-35.57807855764607
1739209833.814789;-38.13080360867914
1739209833.814803;-45.120503652039325
1739209833.8148167;-38.13080360867914
1739209833.8148305;-38.13080360867914
1739209833.8148446;-38.13080360867914
1739209833.8148584;-38.13080360867914
1739209833.8148723;-33.981070128970906
1739209833.814886;-31.141103565318915
1739209833.8149;-45.120503652039325
1739209833.814914;-45.120503652039325
1739209833.8149278;-45.120503652039325
1739209833.8149416;-45.120503652039325
1739209833.8149555;-45.120503652039325
1739209833.8149693;-38.13080360867914
1739209833.8149834;-31.141103565318915
1739209833.8149972;-32.816014438256545
1739209833.815011;-38.13080360867914
1739209833.8150249;-45.120503652039325
1739209833.815039;-38.13080360867914
1739209833.8150527;-38.13080360867914
1739209833.8150666;-45.120503652039325
1739209833.8150804;-38.13080360867914
1739209833.8150942;-38.13080360867914
1739209833.8151083;-38.13080360867914
1739209833.8151221;-45.120503652039325
1739209833.815136;-45.120503652039325
1739209833.8151498;-45.120503652039325
1739209833.8151636;-45.120503652039325
1739209833.8151777;-38.13080360867914
1739209833.8151915;-38.13080360867914
1739209833.8152053;-33.981070128970906
1739209833.8152192;-31.141103565318915
1739209833.815233;-45.120503652039325
1739209833.815247;-38.13080360867914
1739209833.815261;-38.13080360867914
1739209833.8152747;-38.13080360867914
1739209833.8152885;-45.120503652039325
1739209833.8153024;-45.120503652039325
1739209833.8153164;-45.120503652039325
1739209833.8153303;-45.120503652039325
1739209833.815344;-38.13080360867914
1739209833.815358;-38.13080360867914
1739209833.8153718;-45.120503652039325
1739209833.8153858;-35.57807855764607
1739209833.8153996;-35.57807855764607
1739209833.8154135;-45.120503652039325
1739209833.8154273;-38.13080360867914
1739209833.8154411;-31.141103565318915
1739209833.8154552;-38.13080360867914
1739209833.815469;-38.13080360867914
1739209833.8154829;-38.13080360867914
1739209833.8154967;-45.120503652039325
1739209833.8155105;-45.120503652039325
1739209833.8155246;-45.120503652039325
1739209833.8155384;-38.13080360867914
1739209833.8155522;-45.120503652039325
1739209833.815566;-45.120503652039325
1739209833.81558;-38.13080360867914
1739209833.815594;-38.13080360867914
1739209833.8156078;-38.13080360867914
1739209833.8156216;-45.120503652039325
1739209833.8156354;-38.13080360867914
1739209833.8156493;-38.13080360867914
1739209833.8156633;-45.120503652039325
1739209833.8156772;-45.120503652039325
1739209833.815691;-45.120503652039325
1739209833.8157048;-33.981070128970906
1739209833.815719;-38.13080360867914
1739209833.8157327;-38.13080360867914
1739209833.8157465;-38.13080360867914
1739209833.8157604;-33.981070128970906
1739209833.8157742;-45.120503652039325
1739209833.8157883;-45.120503652039325
1739209833.815802;-35.57807855764607
1739209833.815816;-35.57807855764607
1739209833.8158298;-45.120503652039325
1739209833.8158436;-45.120503652039325
1739209833.8158576;-38.13080360867914
1739209833.8158715;-38.13080360867914
1739209833.8158853;-38.13080360867914
1739209833.8158991;-45.120503652039325
1739209833.815913;-45.120503652039325
1739209833.815927;-38.13080360867914
1739209833.8159409;-35.57807855764607
1739209833.8159547;-38.13080360867914
1739209833.8159685;-38.13080360867914
1739209833.8159823;-38.13080360867914
1739209833.8159964;-38.13080360867914
1739209833.8160102;-35.57807855764607
1739209833.816024;-38.13080360867914
1739209833.816038;-45.120503652039325
1739209833.8160517;-38.13080360867914
1739209833.8160658;-38.13080360867914
1739209833.8160796;-45.120503652039325
1739209833.8160934;-38.13080360867914
1739209833.8161073;-38.13080360867914
1739209833.816121;-38.13080360867914
1739209833.8161352;-45.120503652039325
1739209833.816149;-45.120503652039325
1739209833.8161628;-35.57807855764607
1739209833.8161767;-45.120503652039325
1739209833.8161905;-38.13080360867914
1739209833.8162045;-38.13080360867914
1739209833.8162184;-35.57807855764607
1739209833.8162322;-33.981070128970906
1739209833.816246;-38.13080360867914
1739209833.8162599;-38.13080360867914
1739209833.816274;-35.57807855764607
1739209833.8162878;-32.816014438256545
1739209833.8163016;-45.120503652039325
1739209833.8163154;-45.120503652039325
1739209833.8163292;-32.816014438256545
1739209833.8163433;-33.981070128970906
1739209833.8163571;-45.120503652039325
1739209833.816371;-38.13080360867914
1739209833.8163848;-38.13080360867914
1739209833.8163989;-31.141103565318915
1739209833.8164127;-45.120503652039325
1739209833.8164265;-45.120503652039325
1739209833.8164403;-35.57807855764607
1739209833.8164542;-38.13080360867914
1739209833.8164682;-45.120503652039325
1739209833.816482;-45.120503652039325
1739209833.816496;-35.57807855764607
1739209833.8165097;-38.13080360867914
1739209833.8165236;-45.120503652039325
1739209833.8165376;-38.13080360867914
1739209833.8165514;-38.13080360867914
1739209833.8165653;-31.141103565318915
1739209833.816579;-45.120503652039325
1739209833.816593;-38.13080360867914
1739209833.816607;-45.120503652039325
1739209833.8166208;-33.981070128970906
1739209833.8166347;-33.981070128970906
1739209833.8166485;-38.13080360867914
1739209833.8166623;-45.120503652039325
1739209833.8166764;-32.81601443825658
1739209833.8166902;-38.13080360867914
1739209833.816704;-38.13080360867914
1739209833.8167179;-45.120503652039325
1739209833.8167317;-35.57807855764607
1739209833.8167458;-38.13080360867914
1739209833.8167596;-45.120503652039325
1739209833.8167734;-45.120503652039325
