CAN Message; 0x150:0100ef76dda9c761
Timestamp;Amplitude
1739209875.934904;-45.120503652039325
1739209875.934906;-32.816014438256545
1739209875.9349082;-45.120503652039325
1739209875.9349103;-32.816014438256545
1739209875.9349124;-31.141103565318915
1739209875.9349144;-33.981070128970906
1739209875.9349165;-45.120503652039325
1739209875.9349186;-33.981070128970906
1739209875.9349205;-38.13080360867914
1739209875.9349227;-38.13080360867914
1739209875.9349248;-45.120503652039325
1739209875.934927;-32.816014438256545
1739209875.934929;-29.438486411369333
1739209875.934931;-45.120503652039325
1739209875.9349332;-45.120503652039325
1739209875.9349353;-30.49652367304973
1739209875.9349372;-35.57807855764607
1739209875.9349394;-45.120503652039325
1739209875.9349415;-38.13080360867914
1739209875.9349434;-45.120503652039325
1739209875.9349456;-45.120503652039325
1739209875.9349477;-38.13080360867914
1739209875.9349499;-45.120503652039325
1739209875.9349518;-45.120503652039325
1739209875.934954;-38.13080360867914
1739209875.934956;-35.57807855764607
1739209875.934958;-45.120503652039325
1739209875.9349601;-38.13080360867914
1739209875.9349623;-30.49652367304973
1739209875.9349644;-35.57807855764607
1739209875.9349663;-38.13080360867914
1739209875.9349685;-45.120503652039325
1739209875.9349706;-38.13080360867914
1739209875.9349728;-38.13080360867914
1739209875.9349747;-45.120503652039325
1739209875.9349768;-45.120503652039325
1739209875.934979;-38.13080360867914
1739209875.9349809;-38.13080360867914
1739209875.934983;-38.13080360867914
1739209875.9349852;-38.13080360867914
1739209875.9349873;-38.13080360867914
1739209875.9349892;-45.120503652039325
1739209875.9349914;-45.120503652039325
1739209875.9349935;-38.13080360867914
1739209875.9349954;-38.13080360867914
1739209875.9349976;-38.13080360867914
1739209875.9349997;-38.13080360867914
1739209875.9350019;-38.13080360867914
1739209875.9350038;-33.981070128970906
1739209875.935006;-45.120503652039325
1739209875.935008;-45.120503652039325
1739209875.93501;-35.57807855764607
1739209875.935012;-31.141103565318915
1739209875.9350142;-45.120503652039325
1739209875.9350164;-45.120503652039325
1739209875.9350183;-38.13080360867914
1739209875.9350204;-38.13080360867914
1739209875.9350226;-45.120503652039325
1739209875.9350247;-38.13080360867914
1739209875.9350266;-45.120503652039325
1739209875.9350288;-38.13080360867914
1739209875.935031;-45.120503652039325
1739209875.9350328;-45.120503652039325
1739209875.935035;-45.120503652039325
1739209875.9350371;-45.120503652039325
1739209875.9350393;-33.981070128970906
1739209875.9350412;-38.13080360867914
1739209875.9350433;-45.120503652039325
1739209875.9350455;-38.13080360867914
1739209875.9350474;-35.57807855764607
1739209875.9350495;-45.120503652039325
1739209875.9350517;-35.57807855764607
1739209875.9350538;-35.57807855764607
1739209875.9350557;-45.120503652039325
1739209875.9350579;-45.120503652039325
1739209875.93506;-38.13080360867914
1739209875.935062;-45.120503652039325
1739209875.935064;-45.120503652039325
1739209875.9350662;-38.13080360867914
1739209875.9350684;-38.13080360867914
1739209875.9350703;-45.120503652039325
1739209875.9350724;-38.13080360867914
1739209875.9350746;-38.13080360867914
1739209875.9350767;-38.13080360867914
1739209875.9350786;-45.120503652039325
1739209875.9350808;-45.120503652039325
1739209875.935083;-45.120503652039325
1739209875.9350848;-45.120503652039325
1739209875.935087;-38.13080360867914
1739209875.935089;-38.13080360867914
1739209875.9350913;-45.120503652039325
1739209875.9350932;-45.120503652039325
1739209875.9350953;-38.13080360867914
1739209875.9350975;-38.13080360867914
1739209875.9350994;-45.120503652039325
1739209875.9351015;-38.13080360867914
1739209875.9351037;-33.981070128970906
1739209875.9351058;-35.57807855764607
1739209875.9351077;-45.120503652039325
1739209875.9351099;-38.13080360867914
1739209875.935112;-38.13080360867914
1739209875.9351141;-38.13080360867914
1739209875.935116;-45.120503652039325
1739209875.9351182;-45.120503652039325
1739209875.9351203;-45.120503652039325
1739209875.9351223;-45.120503652039325
1739209875.9351244;-45.120503652039325
1739209875.9351265;-32.816014438256545
1739209875.9351287;-32.816014438256545
1739209875.9351306;-38.13080360867914
1739209875.9351327;-45.120503652039325
1739209875.935135;-33.981070128970906
1739209875.9351368;-38.13080360867914
1739209875.935139;-38.13080360867914
1739209875.935141;-45.120503652039325
1739209875.9351432;-35.57807855764607
1739209875.9351451;-38.13080360867914
1739209875.9351473;-38.13080360867914
1739209875.9351494;-45.120503652039325
1739209875.9351513;-45.120503652039325
1739209875.9351535;-45.120503652039325
1739209875.9351556;-38.13080360867914
1739209875.9351578;-38.13080360867914
1739209875.9351597;-45.120503652039325
1739209875.9351618;-45.120503652039325
1739209875.935164;-45.120503652039325
1739209875.9351661;-38.13080360867914
1739209875.935168;-38.13080360867914
1739209875.9351702;-38.13080360867914
1739209875.9351723;-33.981070128970906
1739209875.9351742;-38.13080360867914
1739209875.9351764;-45.120503652039325
1739209875.9351785;-45.120503652039325
1739209875.9351807;-32.816014438256545
1739209875.9351826;-45.120503652039325
1739209875.9351847;-45.120503652039325
1739209875.9351869;-45.120503652039325
1739209875.9351888;-45.120503652039325
1739209875.935191;-45.120503652039325
1739209875.935193;-38.13080360867914
1739209875.9351952;-38.13080360867914
1739209875.935197;-45.120503652039325
1739209875.9351993;-45.120503652039325
1739209875.9352014;-38.13080360867914
1739209875.9352036;-45.120503652039325
1739209875.9352055;-38.13080360867914
1739209875.9352076;-38.13080360867914
1739209875.9352098;-35.57807855764607
1739209875.9352117;-35.57807855764607
1739209875.9352138;-29.438486411369333
1739209875.935216;-35.57807855764607
1739209875.935218;-38.13080360867914
1739209875.93522;-38.13080360867914
1739209875.9352221;-38.13080360867914
1739209875.9352243;-35.57807855764607
1739209875.9352262;-45.120503652039325
1739209875.9352283;-45.120503652039325
1739209875.9352305;-33.981070128970956
1739209875.9352326;-45.120503652039325
1739209875.9352345;-45.120503652039325
1739209875.9352367;-38.13080360867914
1739209875.9352388;-45.120503652039325
1739209875.9352407;-45.120503652039325
1739209875.935243;-45.120503652039325
1739209875.935245;-45.120503652039325
1739209875.9352472;-26.991370085610736
1739209875.935249;-32.816014438256545
1739209875.9352512;-45.120503652039325
1739209875.9352534;-45.120503652039325
1739209875.9352555;-32.816014438256545
1739209875.9352574;-35.57807855764607
1739209875.9352596;-38.13080360867914
1739209875.9352617;-38.13080360867914
1739209875.9352636;-45.120503652039325
1739209875.9352658;-45.120503652039325
1739209875.935268;-32.816014438256545
1739209875.93527;-38.13080360867914
1739209875.935272;-45.120503652039325
1739209875.9352741;-45.120503652039325
1739209875.9352763;-38.13080360867914
1739209875.9352782;-45.120503652039325
1739209875.9352803;-32.816014438256545
1739209875.9352825;-35.57807855764607
1739209875.9352846;-38.13080360867914
1739209875.9352865;-38.13080360867914
1739209875.9352887;-38.13080360867914
1739209875.9352908;-45.120503652039325
1739209875.9352927;-45.120503652039325
1739209875.9352949;-38.13080360867914
1739209875.935297;-38.13080360867914
1739209875.9352992;-45.120503652039325
1739209875.935301;-45.120503652039325
1739209875.9353032;-38.13080360867914
1739209875.9353054;-45.120503652039325
1739209875.9353075;-38.13080360867914
1739209875.9353094;-45.120503652039325
1739209875.9353116;-45.120503652039325
1739209875.9353137;-45.120503652039325
1739209875.9353156;-45.120503652039325
1739209875.9353178;-38.13080360867914
1739209875.93532;-38.13080360867914
1739209875.935322;-38.13080360867914
1739209875.935324;-45.120503652039325
1739209875.935326;-45.120503652039325
1739209875.9353282;-45.120503652039325
1739209875.9353302;-32.816014438256545
1739209875.9353323;-28.58837851428586
1739209875.9353344;-38.13080360867914
1739209875.9353366;-45.120503652039325
1739209875.9353385;-33.981070128970906
1739209875.9353406;-38.13080360867914
1739209875.9353428;-32.816014438256545
1739209875.935345;-32.816014438256545
1739209875.9353468;-45.120503652039325
1739209875.935349;-33.981070128970956
1739209875.9353511;-38.13080360867914
1739209875.935353;-45.120503652039325
1739209875.9353552;-45.120503652039325
1739209875.9353573;-38.13080360867914
1739209875.9353595;-45.120503652039325
1739209875.9353614;-45.120503652039325
1739209875.9353635;-35.57807855764607
1739209875.9353657;-28.992665084841942
1739209875.9353676;-38.13080360867914
1739209875.9353697;-35.57807855764607
1739209875.9353719;-38.13080360867914
1739209875.935374;-45.120503652039325
1739209875.935376;-45.120503652039325
1739209875.935378;-45.120503652039325
1739209875.9353802;-38.13080360867914
1739209875.9353821;-45.120503652039325
1739209875.9353843;-45.120503652039325
1739209875.9353864;-45.120503652039325
1739209875.9353886;-35.57807855764607
1739209875.9353905;-32.816014438256545
1739209875.9353926;-45.120503652039325
1739209875.9353948;-45.120503652039325
1739209875.935397;-45.120503652039325
1739209875.9353988;-45.120503652039325
1739209875.935401;-45.120503652039325
1739209875.935403;-45.120503652039325
1739209875.935405;-45.120503652039325
1739209875.9354072;-45.120503652039325
1739209875.9354093;-35.57807855764607
1739209875.9354115;-38.13080360867914
1739209875.9354134;-45.120503652039325
1739209875.9354155;-35.57807855764607
1739209875.9354177;-38.13080360867914
1739209875.9354196;-38.13080360867914
1739209875.9354217;-45.120503652039325
1739209875.9354239;-38.13080360867914
1739209875.935426;-38.13080360867914
1739209875.935428;-45.120503652039325
1739209875.93543;-45.120503652039325
1739209875.9354322;-45.120503652039325
1739209875.9354343;-45.120503652039325
1739209875.9354362;-45.120503652039325
1739209875.9354384;-38.13080360867914
1739209875.9354405;-45.120503652039325
1739209875.9354424;-45.120503652039325
1739209875.9354446;-38.13080360867914
1739209875.9354467;-45.120503652039325
1739209875.935449;-33.981070128970906
1739209875.9354508;-45.120503652039325
1739209875.935453;-45.120503652039325
1739209875.935455;-38.13080360867914
1739209875.935457;-32.816014438256545
1739209875.9354591;-38.13080360867914
1739209875.9354613;-45.120503652039325
1739209875.9354634;-45.120503652039325
1739209875.9354653;-45.120503652039325
1739209875.9354675;-45.120503652039325
1739209875.9354696;-45.120503652039325
1739209875.9354715;-45.120503652039325
1739209875.9354737;-45.120503652039325
1739209875.9354758;-38.13080360867914
1739209875.935478;-38.13080360867914
1739209875.9354799;-45.120503652039325
1739209875.935482;-38.13080360867914
1739209875.9354842;-45.120503652039325
1739209875.9354863;-35.57807855764607
1739209875.9354882;-38.13080360867914
1739209875.9354904;-45.120503652039325
1739209875.9354925;-35.57807855764607
1739209875.9354944;-33.981070128970906
1739209875.9354966;-45.120503652039325
1739209875.9354987;-38.13080360867914
1739209875.9355009;-35.57807855764607
1739209875.9355028;-38.13080360867914
1739209875.935505;-45.120503652039325
1739209875.935507;-38.13080360867914
1739209875.935509;-45.120503652039325
1739209875.935511;-45.120503652039325
1739209875.9355133;-35.57807855764607
1739209875.9355154;-38.13080360867914
1739209875.9355173;-45.120503652039325
1739209875.9355195;-38.13080360867914
1739209875.9355216;-35.57807855764607
1739209875.9355235;-35.57807855764607
1739209875.9355257;-38.13080360867914
1739209875.9355278;-45.120503652039325
1739209875.93553;-38.13080360867914
1739209875.9355319;-45.120503652039325
1739209875.935534;-38.13080360867914
1739209875.9355361;-38.13080360867914
1739209875.9355383;-38.13080360867914
1739209875.9355402;-45.120503652039325
1739209875.9355423;-31.141103565318893
1739209875.9355445;-35.57807855764607
1739209875.9355464;-45.120503652039325
1739209875.9355485;-45.120503652039325
1739209875.9355507;-33.981070128970906
1739209875.9355528;-32.816014438256545
1739209875.9355547;-38.13080360867914
1739209875.935557;-45.120503652039325
1739209875.935559;-38.13080360867914
1739209875.935561;-38.13080360867914
1739209875.935563;-38.13080360867914
1739209875.9355652;-38.13080360867914
1739209875.9355674;-38.13080360867914
1739209875.9355693;-38.13080360867914
1739209875.9355714;-45.120503652039325
1739209875.9355736;-38.13080360867914
1739209875.9355757;-31.141103565318915
1739209875.9355776;-45.120503652039325
1739209875.9355798;-38.13080360867914
1739209875.935582;-38.13080360867914
1739209875.9355838;-35.57807855764607
1739209875.935586;-38.13080360867914
1739209875.9355881;-38.13080360867914
1739209875.9355903;-38.13080360867914
1739209875.9355922;-45.120503652039325
1739209875.9355943;-45.120503652039325
1739209875.9355965;-38.13080360867914
1739209875.9355984;-38.13080360867914
1739209875.9356005;-45.120503652039325
1739209875.9356027;-45.120503652039325
1739209875.9356048;-45.120503652039325
1739209875.9356067;-45.120503652039325
1739209875.9356089;-45.120503652039325
1739209875.935611;-45.120503652039325
1739209875.935613;-45.120503652039325
1739209875.935615;-45.120503652039325
1739209875.9356172;-25.826314394896354
1739209875.9356194;-32.816014438256545
1739209875.9356213;-45.120503652039325
1739209875.9356234;-45.120503652039325
1739209875.9356256;-35.57807855764607
1739209875.9356277;-35.57807855764607
1739209875.9356296;-45.120503652039325
1739209875.9356318;-38.13080360867914
1739209875.935634;-45.120503652039325
1739209875.9356358;-45.120503652039325
1739209875.935638;-45.120503652039325
1739209875.93564;-38.13080360867914
1739209875.9356422;-38.13080360867914
1739209875.9356441;-45.120503652039325
1739209875.9356463;-45.120503652039325
1739209875.9356484;-45.120503652039325
1739209875.9356503;-26.991370085610736
1739209875.9356525;-32.816014438256545
1739209875.9356546;-45.120503652039325
1739209875.9356568;-45.120503652039325
1739209875.9356587;-35.57807855764607
1739209875.9356608;-38.13080360867914
1739209875.935663;-38.13080360867914
1739209875.935665;-38.13080360867914
1739209875.935667;-45.120503652039325
1739209875.9356692;-45.120503652039325
1739209875.9356713;-45.120503652039325
1739209875.9356732;-45.120503652039325
1739209875.9356754;-45.120503652039325
1739209875.9356775;-38.13080360867914
1739209875.9356797;-38.13080360867914
1739209875.9356816;-45.120503652039325
1739209875.9356837;-45.120503652039325
1739209875.9356859;-38.13080360867914
1739209875.9356878;-35.57807855764607
1739209875.93569;-45.120503652039325
1739209875.935692;-35.57807855764607
1739209875.9356942;-35.57807855764607
1739209875.9356961;-38.13080360867914
1739209875.9356983;-38.13080360867914
1739209875.9357004;-32.816014438256545
1739209875.9357023;-30.49652367304973
1739209875.9357045;-45.120503652039325
1739209875.9357066;-38.13080360867914
1739209875.9357088;-35.57807855764607
1739209875.9357107;-35.57807855764607
1739209875.9357128;-45.120503652039325
1739209875.935715;-45.120503652039325
1739209875.935717;-45.120503652039325
1739209875.935719;-45.120503652039325
1739209875.9357212;-45.120503652039325
1739209875.9357233;-45.120503652039325
1739209875.9357252;-45.120503652039325
1739209875.9357274;-45.120503652039325
1739209875.9357295;-45.120503652039325
1739209875.9357316;-45.120503652039325
1739209875.9357336;-33.981070128970906
1739209875.9357357;-28.58837851428586
1739209875.9357378;-38.13080360867914
1739209875.9357398;-45.120503652039325
1739209875.935742;-38.13080360867914
1739209875.935744;-35.57807855764607
1739209875.9357462;-38.13080360867914
1739209875.935748;-35.57807855764607
1739209875.9357502;-45.120503652039325
1739209875.9357524;-31.141103565318943
1739209875.9357543;-32.816014438256545
1739209875.9357564;-35.57807855764607
1739209875.9357586;-45.120503652039325
1739209875.9357607;-38.13080360867914
1739209875.9357626;-38.13080360867914
1739209875.9357648;-35.57807855764607
1739209875.935767;-45.120503652039325
1739209875.935769;-33.981070128970906
1739209875.935771;-45.120503652039325
1739209875.9357731;-38.13080360867914
1739209875.9357753;-38.13080360867914
1739209875.9357772;-45.120503652039325
1739209875.9357793;-45.120503652039325
1739209875.9357815;-38.13080360867914
1739209875.9357836;-38.13080360867914
1739209875.9357855;-35.57807855764607
1739209875.9357877;-45.120503652039325
1739209875.9357898;-45.120503652039325
1739209875.9357917;-35.57807855764607
1739209875.9357939;-30.49652367304973
1739209875.935796;-45.120503652039325
1739209875.9357982;-45.120503652039325
1739209875.9358;-38.13080360867914
1739209875.9358022;-45.120503652039325
1739209875.9358044;-45.120503652039325
1739209875.9358065;-45.120503652039325
1739209875.9358084;-45.120503652039325
1739209875.9358106;-45.120503652039325
1739209875.9358127;-38.13080360867914
1739209875.9358146;-45.120503652039325
1739209875.9358168;-45.120503652039325
1739209875.935819;-38.13080360867914
1739209875.935821;-38.13080360867914
1739209875.935823;-38.13080360867914
1739209875.935825;-45.120503652039325
1739209875.9358273;-38.13080360867914
1739209875.9358292;-38.13080360867914
1739209875.9358313;-45.120503652039325
1739209875.9358335;-45.120503652039325
1739209875.9358356;-38.13080360867914
1739209875.9358375;-35.57807855764607
1739209875.9358397;-35.57807855764607
1739209875.9358418;-45.120503652039325
1739209875.9358437;-38.13080360867914
1739209875.9358459;-38.13080360867914
1739209875.935848;-45.120503652039325
1739209875.9358501;-45.120503652039325
1739209875.935852;-38.13080360867914
1739209875.9358542;-38.13080360867914
1739209875.9358563;-38.13080360867914
1739209875.9358585;-38.13080360867914
1739209875.9358604;-38.13080360867914
1739209875.9358625;-45.120503652039325
1739209875.9358647;-38.13080360867914
1739209875.9358666;-38.13080360867914
1739209875.9358687;-35.57807855764607
1739209875.935871;-38.13080360867914
1739209875.935873;-38.13080360867914
1739209875.935875;-38.13080360867914
1739209875.935877;-38.13080360867914
1739209875.9358792;-45.120503652039325
1739209875.9358811;-45.120503652039325
1739209875.9358833;-45.120503652039325
1739209875.9358854;-45.120503652039325
1739209875.9358876;-38.13080360867914
1739209875.9358895;-45.120503652039325
1739209875.9358916;-45.120503652039325
1739209875.9358938;-45.120503652039325
1739209875.9358957;-38.13080360867914
1739209875.9358978;-35.57807855764607
1739209875.9359;-38.13080360867914
1739209875.935902;-38.13080360867914
1739209875.935904;-35.57807855764607
1739209875.9359062;-38.13080360867914
1739209875.9359083;-45.120503652039325
1739209875.9359105;-38.13080360867914
1739209875.9359124;-33.981070128970906
1739209875.9359145;-45.120503652039325
1739209875.9359167;-45.120503652039325
1739209875.9359186;-33.981070128970906
1739209875.9359207;-45.120503652039325
1739209875.9359229;-45.120503652039325
1739209875.935925;-38.13080360867914
1739209875.935927;-45.120503652039325
1739209875.935929;-38.13080360867914
1739209875.9359312;-38.13080360867914
1739209875.935933;-33.981070128970906
1739209875.9359353;-33.981070128970906
1739209875.9359374;-33.981070128970956
1739209875.9359396;-45.120503652039325
1739209875.9359415;-38.13080360867914
1739209875.9359436;-38.13080360867914
1739209875.9359457;-45.120503652039325
1739209875.935948;-38.13080360867914
1739209875.9359498;-45.120503652039325
1739209875.935952;-38.13080360867914
1739209875.935954;-26.991370085610722
1739209875.935956;-38.13080360867914
1739209875.9359581;-45.120503652039325
1739209875.9359603;-38.13080360867914
1739209875.9359624;-33.981070128970906
1739209875.9359643;-45.120503652039325
1739209875.9359665;-45.120503652039325
1739209875.9359686;-45.120503652039325
1739209875.9359705;-45.120503652039325
1739209875.9359727;-45.120503652039325
1739209875.9359748;-45.120503652039325
1739209875.935977;-45.120503652039325
1739209875.935979;-45.120503652039325
1739209875.935981;-38.13080360867914
1739209875.9359832;-45.120503652039325
1739209875.935985;-45.120503652039325
1739209875.9359872;-35.57807855764607
1739209875.9359894;-38.13080360867914
1739209875.9359915;-38.13080360867914
1739209875.9359934;-38.13080360867914
1739209875.9359956;-35.57807855764607
1739209875.9359977;-38.13080360867914
1739209875.9359999;-33.981070128970906
1739209875.9360018;-38.13080360867914
1739209875.936004;-35.57807855764607
1739209875.936006;-38.13080360867914
1739209875.936008;-45.120503652039325
1739209875.9360101;-45.120503652039325
1739209875.9360123;-38.13080360867914
1739209875.9360144;-38.13080360867914
1739209875.9360163;-38.13080360867914
1739209875.9360185;-38.13080360867914
1739209875.9360206;-33.981070128970956
1739209875.9360225;-45.120503652039325
1739209875.9360247;-45.120503652039325
1739209875.9360268;-38.13080360867914
1739209875.936029;-45.120503652039325
1739209875.9360309;-38.13080360867914
1739209875.936033;-45.120503652039325
1739209875.9360352;-38.13080360867914
1739209875.9360373;-28.21854285175415
1739209875.9360392;-31.141103565318893
1739209875.9360414;-45.120503652039325
1739209875.9360435;-45.120503652039325
1739209875.9360454;-38.13080360867914
1739209875.9360476;-45.120503652039325
1739209875.9360497;-45.120503652039325
1739209875.9360518;-45.120503652039325
1739209875.9360538;-45.120503652039325
1739209875.936056;-45.120503652039325
1739209875.936058;-45.120503652039325
1739209875.93606;-38.13080360867914
1739209875.936062;-38.13080360867914
1739209875.9360642;-45.120503652039325
1739209875.9360664;-38.13080360867914
1739209875.9360683;-33.981070128970906
1739209875.9360704;-45.120503652039325
1739209875.9360726;-45.120503652039325
1739209875.9360745;-38.13080360867914
1739209875.9360766;-33.981070128970906
1739209875.9360788;-45.120503652039325
1739209875.936081;-45.120503652039325
1739209875.9360828;-35.57807855764607
1739209875.936085;-38.13080360867914
1739209875.9360871;-35.57807855764607
1739209875.9360893;-38.13080360867914
1739209875.9360912;-35.57807855764607
1739209875.9360933;-38.13080360867914
1739209875.9360955;-45.120503652039325
1739209875.9360974;-38.13080360867914
1739209875.9360995;-45.120503652039325
1739209875.9361017;-38.13080360867914
1739209875.9361038;-45.120503652039325
1739209875.9361057;-45.120503652039325
1739209875.9361079;-45.120503652039325
1739209875.93611;-45.120503652039325
1739209875.936112;-45.120503652039325
1739209875.936114;-38.13080360867914
1739209875.9361162;-38.13080360867914
1739209875.9361184;-45.120503652039325
1739209875.9361203;-31.141103565318893
1739209875.9361224;-35.57807855764607
1739209875.9361246;-38.13080360867914
1739209875.9361265;-35.57807855764607
1739209875.9361286;-38.13080360867914
1739209875.9361308;-33.981070128970906
1739209875.936133;-45.120503652039325
1739209875.9361348;-38.13080360867914
1739209875.936137;-45.120503652039325
1739209875.936139;-45.120503652039325
1739209875.9361413;-35.57807855764607
