CAN Message; 0x1d3:0000876af1c9463e
1739209725.0118563;-38.13080360867914
1739209725.0118594;-45.120503652039325
1739209725.0118628;-45.120503652039325
1739209725.0118659;-45.120503652039325
1739209725.0118692;-45.120503652039325
1739209725.0118723;-38.13080360867914
1739209725.0118756;-45.120503652039325
1739209725.0118787;-38.13080360867914
1739209725.011882;-30.49652367304973
1739209725.0118852;-33.981070128970906
1739209725.0118885;-45.120503652039325
1739209725.0118916;-45.120503652039325
1739209725.011895;-45.120503652039325
1739209725.011898;-38.13080360867914
1739209725.0119014;-45.120503652039325
1739209725.0119047;-38.13080360867914
1739209725.0119078;-35.57807855764607
1739209725.0119112;-38.13080360867914
1739209725.0119143;-38.13080360867914
1739209725.0119176;-38.13080360867914
1739209725.0119207;-30.49652367304973
1739209725.011924;-35.57807855764607
1739209725.0119271;-45.120503652039325
1739209725.0119305;-38.13080360867914
1739209725.0119336;-38.13080360867914
1739209725.011937;-45.120503652039325
1739209725.01194;-45.120503652039325
1739209725.0119433;-45.120503652039325
1739209725.0119464;-45.120503652039325
1739209725.0119498;-38.13080360867914
1739209725.0119529;-38.13080360867914
1739209725.0119562;-38.13080360867914
1739209725.0119593;-35.57807855764607
1739209725.0119627;-38.13080360867914
1739209725.0119658;-38.13080360867914
1739209725.011969;-38.13080360867914
1739209725.0119722;-38.13080360867914
1739209725.0119755;-45.120503652039325
1739209725.0119786;-45.120503652039325
1739209725.011982;-45.120503652039325
1739209725.011985;-38.13080360867914
1739209725.0119884;-38.13080360867914
1739209725.0119915;-45.120503652039325
1739209725.0119948;-38.13080360867914
1739209725.011998;-35.57807855764607
1739209725.0120013;-38.13080360867914
1739209725.0120044;-35.57807855764607
1739209725.0120077;-35.57807855764607
1739209725.0120108;-35.57807855764607
1739209725.0120142;-35.57807855764607
1739209725.0120173;-45.120503652039325
1739209725.0120206;-45.120503652039325
1739209725.0120237;-45.120503652039325
1739209725.012027;-45.120503652039325
1739209725.0120301;-45.120503652039325
1739209725.0120335;-45.120503652039325
1739209725.0120366;-45.120503652039325
1739209725.01204;-33.981070128970906
1739209725.012043;-35.57807855764607
1739209725.0120463;-45.120503652039325
1739209725.0120494;-45.120503652039325
1739209725.0120528;-33.981070128970906
1739209725.0120559;-35.57807855764607
1739209725.0120592;-45.120503652039325
1739209725.0120623;-45.120503652039325
1739209725.0120656;-38.13080360867914
1739209725.0120687;-38.13080360867914
1739209725.012072;-38.13080360867914
1739209725.0120752;-35.57807855764607
1739209725.0120785;-38.13080360867914
1739209725.0120816;-35.57807855764607
1739209725.012085;-38.13080360867914
1739209725.012088;-38.13080360867914
1739209725.0120914;-45.120503652039325
1739209725.0120945;-45.120503652039325
1739209725.0120978;-45.120503652039325
1739209725.012101;-38.13080360867914
1739209725.0121043;-38.13080360867914
1739209725.0121074;-45.120503652039325
1739209725.0121107;-45.120503652039325
1739209725.012114;-45.120503652039325
1739209725.0121171;-31.141103565318915
1739209725.0121205;-32.816014438256545
1739209725.0121236;-38.13080360867914
1739209725.012127;-45.120503652039325
1739209725.01213;-35.57807855764607
1739209725.0121334;-45.120503652039325
1739209725.0121365;-45.120503652039325
1739209725.0121398;-33.981070128970906
1739209725.012143;-38.13080360867914
1739209725.0121462;-38.13080360867914
1739209725.0121493;-38.13080360867914
1739209725.0121527;-45.120503652039325
1739209725.0121558;-45.120503652039325
1739209725.012159;-45.120503652039325
1739209725.0121622;-45.120503652039325
1739209725.0121655;-45.120503652039325
1739209725.0121686;-28.992665084841942
1739209725.012172;-28.992665084841942
1739209725.012175;-45.120503652039325
1739209725.0121784;-45.120503652039325
1739209725.0121815;-33.981070128970906
1739209725.0121849;-38.13080360867914
1739209725.012188;-45.120503652039325
1739209725.0121913;-45.120503652039325
1739209725.0121944;-45.120503652039325
1739209725.0121977;-38.13080360867914
1739209725.0122008;-38.13080360867914
1739209725.0122042;-45.120503652039325
1739209725.0122073;-45.120503652039325
1739209725.0122106;-45.120503652039325
1739209725.0122137;-38.13080360867914
1739209725.012217;-45.120503652039325
1739209725.0122201;-38.13080360867914
1739209725.0122235;-35.57807855764607
1739209725.0122266;-45.120503652039325
1739209725.01223;-45.120503652039325
1739209725.012233;-35.57807855764607
1739209725.0122364;-45.120503652039325
1739209725.0122395;-45.120503652039325
1739209725.0122428;-38.13080360867914
1739209725.012246;-45.120503652039325
1739209725.0122492;-32.816014438256545
1739209725.0122523;-45.120503652039325
1739209725.0122557;-33.981070128970906
1739209725.0122588;-33.981070128970906
1739209725.012262;-38.13080360867914
1739209725.0122652;-45.120503652039325
1739209725.0122685;-35.57807855764607
1739209725.0122716;-45.120503652039325
1739209725.012275;-45.120503652039325
1739209725.012278;-38.13080360867914
1739209725.0122814;-35.57807855764607
1739209725.0122845;-38.13080360867914
1739209725.0122879;-45.120503652039325
1739209725.012291;-45.120503652039325
1739209725.0122943;-45.120503652039325
1739209725.0122974;-32.816014438256545
1739209725.0123007;-29.438486411369333
1739209725.0123038;-38.13080360867914
1739209725.0123072;-35.57807855764607
1739209725.0123103;-35.57807855764607
1739209725.0123136;-38.13080360867914
1739209725.0123167;-38.13080360867914
1739209725.01232;-32.816014438256545
1739209725.0123234;-38.13080360867914
1739209725.0123265;-45.120503652039325
1739209725.0123298;-38.13080360867914
1739209725.012333;-35.57807855764607
1739209725.0123363;-45.120503652039325
1739209725.0123394;-45.120503652039325
1739209725.0123427;-38.13080360867914
1739209725.0123458;-35.57807855764607
1739209725.0123491;-38.13080360867914
1739209725.0123522;-33.981070128970906
1739209725.0123556;-35.57807855764607
1739209725.0123587;-45.120503652039325
1739209725.012362;-38.13080360867914
1739209725.012365;-45.120503652039325
1739209725.0123684;-38.13080360867914
1739209725.0123715;-35.57807855764607
1739209725.0123749;-38.13080360867914
1739209725.012378;-35.57807855764607
1739209725.0123813;-38.13080360867914
1739209725.0123844;-35.57807855764607
1739209725.0123878;-38.13080360867914
1739209725.0123909;-38.13080360867914
1739209725.0123942;-38.13080360867914
1739209725.0123973;-38.13080360867914
1739209725.0124006;-38.13080360867914
1739209725.0124037;-45.120503652039325
1739209725.012407;-38.13080360867914
1739209725.0124102;-35.57807855764607
1739209725.0124135;-45.120503652039325
1739209725.0124166;-45.120503652039325
1739209725.01242;-38.13080360867914
1739209725.012423;-45.120503652039325
1739209725.0124264;-35.57807855764607
1739209725.0124295;-45.120503652039325
1739209725.0124328;-38.13080360867914
1739209725.012436;-35.57807855764607
1739209725.0124393;-38.13080360867914
1739209725.0124424;-45.120503652039325
1739209725.0124457;-45.120503652039325
1739209725.0124488;-38.13080360867914
1739209725.0124521;-33.981070128970906
1739209725.0124552;-45.120503652039325
1739209725.0124586;-38.13080360867914
1739209725.0124617;-45.120503652039325
1739209725.012465;-45.120503652039325
1739209725.012468;-35.57807855764607
1739209725.0124714;-38.13080360867914
1739209725.0124745;-38.13080360867914
1739209725.0124779;-45.120503652039325
1739209725.012481;-45.120503652039325
1739209725.0124843;-33.981070128970906
1739209725.0124874;-45.120503652039325
1739209725.0124907;-38.13080360867914
1739209725.0124938;-45.120503652039325
1739209725.0124972;-38.13080360867914
1739209725.0125003;-45.120503652039325
1739209725.0125036;-33.981070128970906
1739209725.0125067;-38.13080360867914
1739209725.01251;-38.13080360867914
1739209725.0125132;-45.120503652039325
1739209725.0125165;-45.120503652039325
1739209725.0125196;-38.13080360867914
1739209725.012523;-38.13080360867914
1739209725.0125263;-45.120503652039325
1739209725.0125294;-45.120503652039325
1739209725.0125327;-38.13080360867914
1739209725.0125358;-33.981070128970906
1739209725.0125391;-45.120503652039325
1739209725.0125422;-45.120503652039325
1739209725.0125456;-38.13080360867914
1739209725.0125487;-38.13080360867914
1739209725.012552;-45.120503652039325
1739209725.0125551;-38.13080360867914
1739209725.0125585;-33.981070128970906
1739209725.0125616;-31.141103565318915
1739209725.012565;-45.120503652039325
1739209725.012568;-38.13080360867914
1739209725.0125713;-38.13080360867914
1739209725.0125744;-38.13080360867914
1739209725.0125778;-38.13080360867914
1739209725.0125809;-38.13080360867914
1739209725.0125842;-38.13080360867914
1739209725.0125873;-28.992665084841942
1739209725.0125906;-45.120503652039325
1739209725.0125937;-38.13080360867914
1739209725.012597;-38.13080360867914
1739209725.0126002;-38.13080360867914
1739209725.0126035;-45.120503652039325
1739209725.0126066;-38.13080360867914
1739209725.01261;-38.13080360867914
1739209725.012613;-31.141103565318915
1739209725.0126164;-45.120503652039325
1739209725.0126195;-38.13080360867914
1739209725.0126228;-33.981070128970906
1739209725.012626;-33.981070128970906
1739209725.0126293;-45.120503652039325
1739209725.0126324;-38.13080360867914
1739209725.0126357;-38.13080360867914
1739209725.0126388;-31.141103565318915
1739209725.0126421;-38.13080360867914
1739209725.0126452;-45.120503652039325
1739209725.0126486;-38.13080360867914
1739209725.0126517;-45.120503652039325
1739209725.012655;-45.120503652039325
1739209725.012658;-38.13080360867914
1739209725.0126615;-38.13080360867914
1739209725.0126646;-38.13080360867914
1739209725.012668;-45.120503652039325
1739209725.012671;-38.13080360867914
1739209725.0126743;-35.57807855764607
1739209725.0126774;-45.120503652039325
1739209725.0126808;-45.120503652039325
1739209725.0126839;-45.120503652039325
1739209725.0126872;-45.120503652039325
1739209725.0126903;-33.981070128970906
1739209725.0126936;-45.120503652039325
1739209725.0126967;-45.120503652039325
1739209725.0127;-45.120503652039325
1739209725.0127032;-45.120503652039325
1739209725.0127065;-45.120503652039325
1739209725.0127096;-45.120503652039325
1739209725.012713;-38.13080360867914
1739209725.012716;-31.141103565318915
1739209725.0127194;-33.981070128970906
1739209725.0127225;-45.120503652039325
1739209725.0127258;-45.120503652039325
1739209725.0127292;-38.13080360867914
1739209725.0127323;-45.120503652039325
1739209725.0127356;-38.13080360867914
1739209725.0127387;-38.13080360867914
1739209725.012742;-38.13080360867914
1739209725.0127451;-45.120503652039325
1739209725.0127485;-45.120503652039325
1739209725.0127516;-45.120503652039325
1739209725.012755;-45.120503652039325
1739209725.012758;-45.120503652039325
1739209725.0127614;-38.13080360867914
1739209725.0127645;-45.120503652039325
1739209725.0127678;-31.141103565318915
1739209725.012771;-38.13080360867914
1739209725.0127742;-38.13080360867914
1739209725.0127773;-45.120503652039325
1739209725.0127807;-45.120503652039325
1739209725.0127838;-38.13080360867914
1739209725.012787;-38.13080360867914
1739209725.0127902;-45.120503652039325
1739209725.0127935;-45.120503652039325
1739209725.0127966;-45.120503652039325
1739209725.0128;-38.13080360867914
1739209725.012803;-45.120503652039325
1739209725.0128064;-33.981070128970906
1739209725.0128095;-45.120503652039325
1739209725.0128129;-38.13080360867914
1739209725.012816;-45.120503652039325
1739209725.0128193;-45.120503652039325
1739209725.0128224;-33.981070128970906
1739209725.0128257;-38.13080360867914
1739209725.0128288;-45.120503652039325
1739209725.0128322;-38.13080360867914
1739209725.0128353;-32.816014438256545
1739209725.0128386;-38.13080360867914
1739209725.0128417;-45.120503652039325
1739209725.012845;-35.57807855764607
1739209725.0128481;-35.57807855764607
1739209725.0128515;-45.120503652039325
1739209725.0128546;-38.13080360867914
1739209725.012858;-35.57807855764607
1739209725.012861;-35.57807855764607
1739209725.0128644;-38.13080360867914
1739209725.0128675;-45.120503652039325
1739209725.0128708;-38.13080360867914
1739209725.012874;-38.13080360867914
1739209725.0128772;-38.13080360867914
1739209725.0128803;-45.120503652039325
1739209725.0128837;-31.141103565318915
1739209725.0128868;-31.141103565318893
1739209725.01289;-38.13080360867914
1739209725.0128932;-35.57807855764607
1739209725.0128965;-33.981070128970906
1739209725.0128996;-31.141103565318893
1739209725.012903;-45.120503652039325
1739209725.012906;-45.120503652039325
1739209725.0129094;-45.120503652039325
1739209725.0129125;-33.981070128970906
1739209725.0129158;-38.13080360867914
1739209725.012919;-45.120503652039325
1739209725.0129223;-38.13080360867914
1739209725.0129254;-45.120503652039325
1739209725.0129287;-45.120503652039325
1739209725.0129318;-45.120503652039325
1739209725.0129352;-45.120503652039325
1739209725.0129385;-45.120503652039325
1739209725.0129416;-45.120503652039325
1739209725.012945;-45.120503652039325
1739209725.012948;-38.13080360867914
1739209725.0129514;-38.13080360867914
1739209725.0129545;-45.120503652039325
1739209725.0129578;-45.120503652039325
1739209725.012961;-38.13080360867914
1739209725.0129642;-32.816014438256545
1739209725.0129673;-45.120503652039325
1739209725.0129707;-38.13080360867914
1739209725.0129738;-38.13080360867914
1739209725.0129771;-28.58837851428586
1739209725.0129802;-32.816014438256545
1739209725.0129836;-45.120503652039325
1739209725.0129867;-45.120503652039325
1739209725.01299;-38.13080360867914
1739209725.012993;-38.13080360867914
1739209725.0129964;-45.120503652039325
1739209725.0129995;-45.120503652039325
1739209725.0130029;-33.981070128970956
1739209725.013006;-45.120503652039325
1739209725.0130093;-45.120503652039325
1739209725.0130124;-45.120503652039325
1739209725.0130157;-45.120503652039325
1739209725.0130188;-45.120503652039325
1739209725.0130222;-38.13080360867914
1739209725.0130253;-45.120503652039325
1739209725.0130286;-28.58837851428586
1739209725.0130317;-33.981070128970906
1739209725.013035;-45.120503652039325
1739209725.0130382;-38.13080360867914
1739209725.0130415;-38.13080360867914
1739209725.0130446;-38.13080360867914
1739209725.013048;-45.120503652039325
1739209725.013051;-38.13080360867914
1739209725.0130544;-45.120503652039325
1739209725.0130575;-45.120503652039325
1739209725.0130608;-45.120503652039325
1739209725.013064;-45.120503652039325
1739209725.0130672;-38.13080360867914
1739209725.0130703;-35.57807855764607
1739209725.0130737;-45.120503652039325
1739209725.0130768;-45.120503652039325
1739209725.0130801;-45.120503652039325
1739209725.0130832;-38.13080360867914
1739209725.0130866;-33.981070128970906
1739209725.0130897;-33.981070128970906
1739209725.013093;-45.120503652039325
1739209725.013096;-45.120503652039325
1739209725.0130994;-33.981070128970906
1739209725.0131025;-45.120503652039325
1739209725.0131059;-31.141103565318915
1739209725.013109;-28.992665084841942
1739209725.0131123;-38.13080360867914
1739209725.0131154;-38.13080360867914
1739209725.0131187;-35.57807855764607
1739209725.0131218;-38.13080360867914
1739209725.0131252;-38.13080360867914
1739209725.0131283;-38.13080360867914
1739209725.0131316;-45.120503652039325
1739209725.0131347;-33.981070128970906
1739209725.013138;-45.120503652039325
1739209725.0131412;-45.120503652039325
1739209725.0131445;-45.120503652039325
1739209725.0131478;-45.120503652039325
1739209725.013151;-45.120503652039325
1739209725.0131543;-38.13080360867914
1739209725.0131574;-45.120503652039325
1739209725.0131607;-45.120503652039325
1739209725.0131638;-45.120503652039325
1739209725.0131671;-38.13080360867914
1739209725.0131702;-38.13080360867914
1739209725.0131736;-45.120503652039325
1739209725.0131767;-45.120503652039325
1739209725.01318;-38.13080360867914
1739209725.013183;-38.13080360867914
1739209725.0131865;-33.981070128970906
1739209725.0131896;-38.13080360867914
1739209725.013193;-45.120503652039325
1739209725.013196;-45.120503652039325
1739209725.0131993;-33.981070128970906
1739209725.0132024;-38.13080360867914
1739209725.0132058;-38.13080360867914
1739209725.0132089;-38.13080360867914
1739209725.0132122;-38.13080360867914
1739209725.0132153;-45.120503652039325
1739209725.0132186;-38.13080360867914
1739209725.0132217;-38.13080360867914
1739209725.013225;-45.120503652039325
1739209725.0132282;-45.120503652039325
1739209725.0132315;-38.13080360867914
1739209725.0132346;-38.13080360867914
1739209725.013238;-38.13080360867914
1739209725.013241;-45.120503652039325
1739209725.0132444;-45.120503652039325
1739209725.0132475;-38.13080360867914
1739209725.0132508;-38.13080360867914
1739209725.013254;-38.13080360867914
1739209725.0132573;-38.13080360867914
1739209725.0132604;-35.57807855764607
1739209725.0132637;-45.120503652039325
1739209725.0132668;-38.13080360867914
1739209725.0132701;-45.120503652039325
1739209725.0132732;-38.13080360867914
1739209725.0132766;-33.981070128970906
1739209725.0132797;-45.120503652039325
1739209725.013283;-38.13080360867914
1739209725.013286;-38.13080360867914
1739209725.0132895;-38.13080360867914
1739209725.0132926;-45.120503652039325
1739209725.013296;-33.981070128970906
1739209725.013299;-32.816014438256545
1739209725.0133023;-45.120503652039325
1739209725.0133054;-45.120503652039325
1739209725.0133088;-33.981070128970906
1739209725.0133119;-35.57807855764607
1739209725.0133152;-35.57807855764607
1739209725.0133183;-38.13080360867914
1739209725.0133216;-38.13080360867914
1739209725.0133247;-35.57807855764607
1739209725.013328;-38.13080360867914
1739209725.0133312;-38.13080360867914
1739209725.0133345;-45.120503652039325
1739209725.0133376;-35.57807855764607
1739209725.013341;-38.13080360867914
1739209725.013344;-45.120503652039325
1739209725.0133474;-38.13080360867914
1739209725.0133507;-35.57807855764607
1739209725.0133538;-45.120503652039325
1739209725.0133572;-45.120503652039325
1739209725.0133603;-38.13080360867914
1739209725.0133636;-38.13080360867914
1739209725.0133667;-45.120503652039325
1739209725.01337;-45.120503652039325
1739209725.0133731;-33.981070128970906
1739209725.0133765;-35.57807855764607
1739209725.0133796;-35.57807855764607
1739209725.013383;-38.13080360867914
1739209725.013386;-38.13080360867914
1739209725.0133893;-35.57807855764607
1739209725.0133924;-35.57807855764607
1739209725.0133958;-31.141103565318893
1739209725.013399;-45.120503652039325
1739209725.0134022;-32.816014438256545
1739209725.0134053;-38.13080360867914
1739209725.0134087;-45.120503652039325
1739209725.0134118;-45.120503652039325
1739209725.013415;-45.120503652039325
1739209725.0134182;-45.120503652039325
1739209725.0134215;-38.13080360867914
1739209725.0134246;-38.13080360867914
1739209725.013428;-45.120503652039325
1739209725.013431;-45.120503652039325
1739209725.0134344;-45.120503652039325
1739209725.0134375;-45.120503652039325
1739209725.0134408;-45.120503652039325
1739209725.013444;-38.13080360867914
1739209725.0134473;-31.141103565318893
1739209725.0134504;-45.120503652039325
1739209725.0134537;-35.57807855764607
1739209725.0134568;-38.13080360867914
1739209725.0134602;-38.13080360867914
1739209725.0134633;-45.120503652039325
1739209725.0134666;-45.120503652039325
1739209725.0134697;-45.120503652039325
1739209725.013473;-45.120503652039325
1739209725.0134761;-33.981070128970906
1739209725.0134795;-45.120503652039325
1739209725.0134826;-45.120503652039325
1739209725.013486;-45.120503652039325
1739209725.013489;-38.13080360867914
1739209725.0134923;-38.13080360867914
1739209725.0134954;-38.13080360867914
1739209725.0134988;-45.120503652039325
1739209725.013502;-38.13080360867914
1739209725.0135052;-45.120503652039325
1739209725.0135083;-45.120503652039325
1739209725.0135117;-45.120503652039325
1739209725.0135148;-45.120503652039325
1739209725.013518;-45.120503652039325
1739209725.0135212;-38.13080360867914
1739209725.0135245;-26.991370085610736
1739209725.0135276;-38.13080360867914
1739209725.013531;-45.120503652039325
1739209725.013534;-35.57807855764607
1739209725.0135374;-32.816014438256545
1739209725.0135405;-45.120503652039325
1739209725.0135438;-45.120503652039325
1739209725.013547;-45.120503652039325
1739209725.0135503;-38.13080360867914
1739209725.0135536;-45.120503652039325
1739209725.0135567;-45.120503652039325
1739209725.01356;-38.13080360867914
1739209725.0135632;-35.57807855764607
1739209725.0135665;-38.13080360867914
1739209725.0135696;-45.120503652039325
1739209725.013573;-38.13080360867914
1739209725.013576;-32.816014438256545
1739209725.0135794;-38.13080360867914
1739209725.0135825;-45.120503652039325
1739209725.0135858;-38.13080360867914
1739209725.013589;-38.13080360867914
1739209725.0135922;-45.120503652039325
1739209725.0135953;-45.120503652039325
1739209725.0135987;-38.13080360867914
1739209725.0136018;-35.57807855764607
1739209725.013605;-38.13080360867914
1739209725.0136082;-45.120503652039325
1739209725.0136116;-38.13080360867914
1739209725.0136147;-32.816014438256545
1739209725.013618;-38.13080360867914
1739209725.013621;-38.13080360867914
1739209725.0136244;-38.13080360867914
1739209725.0136275;-45.120503652039325
1739209725.0136309;-45.120503652039325
1739209725.013634;-45.120503652039325
1739209725.0136373;-38.13080360867914
1739209725.0136404;-35.57807855764607
1739209725.0136437;-38.13080360867914
1739209725.0136468;-45.120503652039325
1739209725.0136502;-45.120503652039325
1739209725.0136533;-38.13080360867914
1739209725.0136566;-38.13080360867914
1739209725.0136597;-38.13080360867914
1739209725.013663;-38.13080360867914
1739209725.0136662;-38.13080360867914
1739209725.0136695;-38.13080360867914
1739209725.0136726;-38.13080360867914
1739209725.013676;-38.13080360867914
1739209725.013679;-45.120503652039325
1739209725.0136824;-38.13080360867914
1739209725.0136855;-32.816014438256545
1739209725.0136888;-45.120503652039325
1739209725.013692;-45.120503652039325
1739209725.0136952;-38.13080360867914
1739209725.0136983;-32.816014438256545
1739209725.0137017;-38.13080360867914
1739209725.0137048;-45.120503652039325
1739209725.013708;-38.13080360867914
1739209725.0137112;-35.57807855764607
1739209725.0137146;-35.57807855764607
1739209725.0137177;-38.13080360867914
1739209725.013721;-45.120503652039325
1739209725.013724;-35.57807855764607
1739209725.0137274;-38.13080360867914
1739209725.0137305;-45.120503652039325
1739209725.0137339;-33.981070128970906
1739209725.013737;-35.57807855764607
1739209725.0137403;-45.120503652039325
1739209725.0137434;-38.13080360867914
1739209725.0137467;-33.981070128970906
1739209725.0137498;-38.13080360867914
1739209725.0137532;-38.13080360867914
1739209725.0137563;-45.120503652039325
1739209725.0137596;-38.13080360867914
1739209725.013763;-45.120503652039325
1739209725.013766;-38.13080360867914
1739209725.0137694;-45.120503652039325
1739209725.0137725;-45.120503652039325
1739209725.0137758;-35.57807855764607
1739209725.013779;-45.120503652039325
1739209725.0137823;-45.120503652039325
1739209725.0137854;-33.981070128970906
1739209725.0137887;-38.13080360867914
1739209725.0137918;-38.13080360867914
1739209725.0137951;-38.13080360867914
1739209725.0137982;-38.13080360867914
1739209725.0138016;-45.120503652039325
1739209725.0138047;-45.120503652039325
1739209725.013808;-45.120503652039325
1739209725.013811;-38.13080360867914
