CAN Message; 0x39:0c28bec0ae46f3f0
1739209859.8750377;-33.981070128970906
1739209859.8750505;-32.816014438256545
1739209859.8750637;-24.746238672633048
1739209859.8750765;-35.57807855764607
1739209859.8750896;-32.816014438256545
1739209859.8751025;-35.57807855764607
1739209859.8751156;-45.120503652039325
1739209859.8751285;-38.13080360867914
1739209859.8751416;-32.81601443825658
1739209859.8751545;-38.13080360867914
1739209859.8751676;-25.62660358559016
1739209859.8751805;-23.273589343863303
1739209859.8751936;-24.438645034577675
1739209859.8752065;-27.267205301931607
1739209859.8752196;-28.58837851428586
1739209859.8752325;-45.120503652039325
1739209859.8752456;-31.141103565318915
1739209859.8752584;-31.141103565318915
1739209859.8752716;-35.57807855764607
1739209859.8752844;-31.141103565318915
1739209859.8752975;-38.13080360867914
1739209859.8753104;-35.57807855764607
1739209859.8753235;-32.81601443825658
1739209859.8753364;-23.75329798047522
1739209859.8753495;-27.267205301931607
1739209859.8753624;-28.58837851428586
1739209859.8753755;-33.981070128970906
1739209859.8753884;-45.120503652039325
1739209859.8754015;-45.120503652039325
1739209859.8754144;-38.13080360867914
1739209859.8754275;-38.13080360867914
1739209859.8754404;-38.13080360867914
1739209859.8754535;-30.49652367304973
1739209859.8754663;-38.13080360867914
1739209859.8754795;-32.816014438256545
1739209859.8754923;-24.292649948874775
1739209859.8755054;-27.87774495603143
1739209859.8755183;-35.57807855764607
1739209859.8755314;-28.992665084841942
1739209859.8755443;-38.13080360867914
1739209859.8755574;-33.981070128970906
1739209859.8755703;-38.13080360867914
1739209859.8755834;-31.141103565318915
1739209859.8755963;-27.8777449560314
1739209859.8756094;-45.120503652039325
1739209859.8756223;-29.438486411369333
1739209859.8756354;-27.267205301931607
1739209859.8756483;-30.49652367304976
1739209859.8756614;-24.151403521958727
1739209859.8756742;-24.15140352195872
1739209859.8756874;-38.13080360867914
1739209859.8757002;-35.57807855764607
1739209859.8757133;-38.13080360867914
1739209859.8757262;-45.120503652039325
1739209859.8757393;-35.57807855764607
1739209859.8757522;-38.13080360867914
1739209859.8757653;-32.816014438256545
1739209859.8757782;-33.981070128970906
1739209859.8757913;-31.141103565318915
1739209859.8758042;-23.273589343863303
1739209859.8758173;-25.62660358559016
1739209859.8758302;-30.49652367304976
1739209859.8758433;-33.981070128970906
1739209859.8758562;-38.13080360867914
1739209859.8758693;-45.120503652039325
1739209859.8758821;-45.120503652039325
1739209859.8758953;-45.120503652039325
1739209859.8759081;-45.120503652039325
1739209859.8759212;-45.120503652039325
1739209859.8759341;-45.120503652039325
1739209859.8759472;-38.13080360867914
1739209859.87596;-33.981070128970906
1739209859.8759732;-45.120503652039325
1739209859.875986;-45.120503652039325
1739209859.8759992;-38.13080360867914
1739209859.876012;-45.120503652039325
1739209859.8760252;-38.13080360867914
1739209859.876038;-45.120503652039325
1739209859.8760512;-38.13080360867914
1739209859.876064;-38.13080360867914
1739209859.8760772;-32.816014438256545
1739209859.8760903;-38.13080360867914
1739209859.8761032;-33.981070128970906
1739209859.8761163;-25.826314394896357
1739209859.8761292;-45.120503652039325
1739209859.8761423;-38.13080360867914
1739209859.8761551;-45.120503652039325
1739209859.8761683;-35.57807855764607
1739209859.8761811;-35.57807855764607
1739209859.8761942;-38.13080360867914
1739209859.876207;-35.57807855764607
1739209859.8762202;-33.981070128970906
1739209859.876233;-38.13080360867914
1739209859.8762462;-45.120503652039325
1739209859.876259;-38.13080360867914
1739209859.8762722;-45.120503652039325
1739209859.876285;-45.120503652039325
1739209859.8762982;-45.120503652039325
1739209859.876311;-45.120503652039325
1739209859.8763242;-33.981070128970906
1739209859.876337;-45.120503652039325
1739209859.8763502;-38.13080360867914
1739209859.876363;-38.13080360867914
1739209859.8763762;-45.120503652039325
1739209859.876389;-38.13080360867914
1739209859.8764021;-38.13080360867914
1739209859.876415;-45.120503652039325
1739209859.8764281;-33.981070128970906
1739209859.876441;-45.120503652039325
1739209859.876454;-45.120503652039325
1739209859.876467;-45.120503652039325
1739209859.87648;-33.981070128970906
1739209859.876493;-35.57807855764607
1739209859.876506;-38.13080360867914
1739209859.876519;-45.120503652039325
1739209859.876532;-38.13080360867914
1739209859.876545;-38.13080360867914
1739209859.876558;-38.13080360867914
1739209859.876571;-45.120503652039325
1739209859.876584;-45.120503652039325
1739209859.876597;-45.120503652039325
1739209859.87661;-38.13080360867914
1739209859.876623;-45.120503652039325
1739209859.876636;-38.13080360867914
1739209859.876649;-38.13080360867914
1739209859.876662;-45.120503652039325
1739209859.876675;-35.57807855764607
1739209859.876688;-38.13080360867914
1739209859.8767009;-35.57807855764607
1739209859.876714;-38.13080360867914
1739209859.8767269;-38.13080360867914
1739209859.87674;-38.13080360867914
1739209859.8767529;-45.120503652039325
1739209859.876766;-38.13080360867914
1739209859.8767788;-35.57807855764607
1739209859.876792;-38.13080360867914
1739209859.8768048;-45.120503652039325
1739209859.876818;-35.57807855764607
1739209859.8768308;-35.57807855764607
1739209859.876844;-38.13080360867914
1739209859.8768568;-45.120503652039325
1739209859.87687;-38.13080360867914
1739209859.8768828;-45.120503652039325
1739209859.876896;-45.120503652039325
1739209859.8769088;-45.120503652039325
1739209859.876922;-38.13080360867914
1739209859.8769348;-45.120503652039325
1739209859.8769479;-33.981070128970906
1739209859.8769608;-38.13080360867914
1739209859.8769739;-38.13080360867914
1739209859.8769867;-32.816014438256545
1739209859.8769999;-33.981070128970956
1739209859.8770127;-31.141103565318915
1739209859.8770258;-29.438486411369347
1739209859.8770387;-33.981070128970906
1739209859.8770518;-31.141103565318893
1739209859.8770647;-38.13080360867914
1739209859.8770778;-28.58837851428586
1739209859.8770907;-29.438486411369333
1739209859.8771038;-38.13080360867914
1739209859.8771167;-30.49652367304976
1739209859.8771298;-29.438486411369333
1739209859.8771427;-33.981070128970906
1739209859.8771558;-45.120503652039325
1739209859.8771687;-38.13080360867914
1739209859.8771818;-38.13080360867914
1739209859.8771946;-27.267205301931607
1739209859.8772078;-27.8777449560314
1739209859.8772206;-31.141103565318915
1739209859.8772337;-31.14110356531892
1739209859.8772466;-30.49652367304976
1739209859.8772597;-29.438486411369333
1739209859.8772726;-45.120503652039325
1739209859.8772857;-35.57807855764607
1739209859.8772986;-45.120503652039325
1739209859.8773117;-25.826314394896354
1739209859.8773246;-26.487275050834725
1739209859.8773377;-31.141103565318943
1739209859.8773506;-35.57807855764607
1739209859.8773637;-38.13080360867914
1739209859.8773766;-31.141103565318915
1739209859.8773897;-38.13080360867914
1739209859.8774025;-31.141103565318893
1739209859.8774157;-33.981070128970906
1739209859.8774288;-45.120503652039325
1739209859.8774416;-38.13080360867914
1739209859.8774548;-30.49652367304973
1739209859.8774676;-25.826314394896354
1739209859.8774807;-30.49652367304973
1739209859.8774936;-31.141103565318943
1739209859.8775067;-32.816014438256545
1739209859.8775196;-38.13080360867914
1739209859.8775327;-28.58837851428586
1739209859.8775456;-26.487275050834715
1739209859.8775587;-32.816014438256545
1739209859.8775716;-31.141103565318915
1739209859.8775847;-32.816014438256545
1739209859.8775976;-31.141103565318915
1739209859.8776107;-25.826314394896357
1739209859.8776236;-31.14110356531892
1739209859.8776367;-35.57807855764607
1739209859.8776495;-29.438486411369375
1739209859.8776627;-26.991370085610722
1739209859.8776755;-32.816014438256545
1739209859.8776886;-31.141103565318915
1739209859.8777015;-38.13080360867914
1739209859.8777146;-29.438486411369333
1739209859.8777275;-27.267205301931607
1739209859.8777406;-38.13080360867914
1739209859.8777535;-33.981070128970906
1739209859.8777666;-25.826314394896354
1739209859.8777795;-25.252786309376837
1739209859.8777926;-25.62660358559016
1739209859.8778055;-27.87774495603143
1739209859.8778186;-24.438645034577675
1739209859.8778315;-28.992665084841942
1739209859.8778446;-45.120503652039325
1739209859.8778574;-45.120503652039325
1739209859.8778706;-31.14110356531892
1739209859.8778834;-28.58837851428586
1739209859.8778965;-30.49652367304973
1739209859.8779094;-31.141103565318915
1739209859.8779225;-31.141103565318915
1739209859.8779354;-26.487275050834715
1739209859.8779485;-32.81601443825658
1739209859.8779614;-32.816014438256545
1739209859.8779745;-38.13080360867914
1739209859.8779874;-28.992665084841942
1739209859.8780005;-38.13080360867914
1739209859.8780134;-33.981070128970906
1739209859.8780265;-45.120503652039325
1739209859.8780394;-31.141103565318915
1739209859.8780525;-33.981070128970906
1739209859.8780653;-28.992665084841967
1739209859.8780785;-27.267205301931607
1739209859.8780913;-29.438486411369333
1739209859.8781044;-38.13080360867914
1739209859.8781173;-25.077289914212862
1739209859.8781304;-27.877744956031414
1739209859.8781433;-35.57807855764607
1739209859.8781564;-27.8777449560314
1739209859.8781693;-33.981070128970906
1739209859.8781824;-38.13080360867914
1739209859.8781953;-31.141103565318915
1739209859.8782084;-30.49652367304973
1739209859.8782213;-29.438486411369333
1739209859.8782344;-45.120503652039325
1739209859.8782473;-30.49652367304973
1739209859.8782604;-25.826314394896357
1739209859.8782732;-33.981070128970956
1739209859.8782864;-29.438486411369347
1739209859.8782992;-26.487275050834715
1739209859.8783123;-32.81601443825658
1739209859.8783252;-45.120503652039325
1739209859.8783383;-33.981070128970906
1739209859.8783512;-38.13080360867914
1739209859.8783643;-30.49652367304973
1739209859.8783772;-38.13080360867914
1739209859.8783903;-28.992665084841967
1739209859.8784032;-27.267205301931607
1739209859.8784163;-33.981070128970906
1739209859.8784292;-31.141103565318915
1739209859.8784423;-38.13080360867914
1739209859.8784552;-38.13080360867914
1739209859.8784683;-33.981070128970956
1739209859.8784811;-29.438486411369333
1739209859.8784943;-28.992665084841942
1739209859.8785071;-31.141103565318915
1739209859.8785203;-28.992665084841967
1739209859.8785331;-45.120503652039325
1739209859.8785462;-45.120503652039325
1739209859.878559;-32.816014438256545
1739209859.8785722;-31.141103565318915
1739209859.878585;-33.981070128970906
1739209859.8785982;-20.888044912671212
1739209859.878611;-28.58837851428586
1739209859.8786242;-45.120503652039325
1739209859.878637;-23.506823629689542
1739209859.8786502;-29.438486411369333
1739209859.878663;-31.141103565318915
1739209859.8786762;-45.120503652039325
1739209859.878689;-33.981070128970906
1739209859.8787022;-38.13080360867914
1739209859.878715;-30.49652367304976
1739209859.8787282;-29.438486411369347
1739209859.8787413;-33.981070128970906
1739209859.8787541;-23.75329798047522
1739209859.8787673;-32.816014438256545
1739209859.8787801;-31.141103565318893
1739209859.8787932;-38.13080360867914
1739209859.878806;-38.13080360867914
1739209859.8788192;-30.49652367304973
1739209859.878832;-45.120503652039325
1739209859.8788452;-45.120503652039325
1739209859.878858;-26.991370085610736
1739209859.8788712;-38.13080360867914
1739209859.878884;-38.13080360867914
1739209859.8788972;-38.13080360867914
1739209859.87891;-31.141103565318915
1739209859.8789232;-30.49652367304973
1739209859.878936;-38.13080360867914
1739209859.8789492;-28.58837851428586
1739209859.878962;-30.49652367304976
1739209859.8789752;-30.49652367304976
1739209859.878988;-31.141103565318915
1739209859.8790011;-32.816014438256545
1739209859.879014;-31.141103565318915
1739209859.8790271;-33.981070128970906
1739209859.87904;-28.58837851428586
1739209859.879053;-28.992665084841942
1739209859.879066;-38.13080360867914
1739209859.879079;-31.141103565318893
1739209859.879092;-31.141103565318915
1739209859.879105;-38.13080360867914
1739209859.879118;-38.13080360867914
1739209859.879131;-33.981070128970906
1739209859.879144;-45.120503652039325
1739209859.879157;-33.981070128970906
1739209859.87917;-32.816014438256545
1739209859.879183;-38.13080360867914
1739209859.879196;-29.438486411369333
1739209859.879209;-38.13080360867914
1739209859.879222;-33.981070128970906
1739209859.879235;-27.267205301931607
1739209859.879248;-38.13080360867914
1739209859.879261;-33.981070128970906
1739209859.879274;-38.13080360867914
1739209859.879287;-33.981070128970906
1739209859.8792999;-33.981070128970906
1739209859.879313;-23.75329798047523
1739209859.8793259;-38.13080360867914
1739209859.879339;-33.981070128970906
1739209859.8793519;-33.981070128970906
1739209859.879365;-33.981070128970906
1739209859.8793778;-31.141103565318943
1739209859.879391;-32.816014438256545
1739209859.8794038;-30.49652367304973
1739209859.879417;-38.13080360867914
1739209859.8794298;-45.120503652039325
1739209859.879443;-45.120503652039325
1739209859.8794558;-35.57807855764607
1739209859.879469;-45.120503652039325
1739209859.8794818;-24.589719217205094
1739209859.879495;-27.8777449560314
1739209859.8795078;-26.487275050834715
1739209859.879521;-32.81601443825658
1739209859.8795338;-28.58837851428586
1739209859.8795469;-26.991370085610736
1739209859.8795598;-31.141103565318915
1739209859.8795729;-45.120503652039325
1739209859.8795857;-38.13080360867914
1739209859.8795989;-38.13080360867914
1739209859.8796117;-23.75329798047522
1739209859.8796248;-25.826314394896357
1739209859.8796377;-33.981070128970906
1739209859.8796508;-45.120503652039325
1739209859.8796637;-45.120503652039325
1739209859.8796768;-38.13080360867914
1739209859.8796897;-33.981070128970906
1739209859.8797028;-26.487275050834715
1739209859.8797157;-31.14110356531892
1739209859.8797288;-45.120503652039325
1739209859.8797417;-38.13080360867914
1739209859.8797548;-45.120503652039325
1739209859.8797677;-32.816014438256545
1739209859.8797808;-26.991370085610736
1739209859.8797936;-28.218542851754165
1739209859.8798068;-31.141103565318943
1739209859.8798196;-27.267205301931607
1739209859.8798327;-31.141103565318915
1739209859.8798456;-45.120503652039325
1739209859.8798587;-45.120503652039325
1739209859.8798716;-32.816014438256545
1739209859.8798847;-28.992665084841942
1739209859.8798976;-38.13080360867914
1739209859.8799107;-33.981070128970906
1739209859.8799236;-38.13080360867914
1739209859.8799367;-35.57807855764607
1739209859.8799496;-38.13080360867914
1739209859.8799627;-38.13080360867914
1739209859.8799756;-32.816014438256545
1739209859.8799887;-38.13080360867914
1739209859.8800015;-32.816014438256545
1739209859.8800147;-33.981070128970906
1739209859.8800275;-45.120503652039325
1739209859.8800406;-32.816014438256545
1739209859.8800535;-45.120503652039325
1739209859.8800666;-38.13080360867914
1739209859.8800797;-38.13080360867914
1739209859.8800926;-38.13080360867914
1739209859.8801057;-45.120503652039325
1739209859.8801186;-45.120503652039325
1739209859.8801317;-33.981070128970906
1739209859.8801446;-31.141103565318893
1739209859.8801577;-45.120503652039325
1739209859.8801706;-27.877744956031414
1739209859.8801837;-31.141103565318915
1739209859.8801966;-26.991370085610722
1739209859.8802097;-32.81601443825658
1739209859.8802226;-38.13080360867914
1739209859.8802357;-33.981070128970906
1739209859.8802485;-27.267205301931607
1739209859.8802617;-32.81601443825658
1739209859.8802745;-38.13080360867914
1739209859.8802876;-31.14110356531892
1739209859.8803005;-31.141103565318915
1739209859.8803136;-33.981070128970906
1739209859.8803265;-27.8777449560314
1739209859.8803396;-45.120503652039325
1739209859.8803525;-38.13080360867914
1739209859.8803656;-32.816014438256545
1739209859.8803785;-45.120503652039325
1739209859.8803916;-45.120503652039325
1739209859.8804045;-33.981070128970906
1739209859.8804176;-45.120503652039325
1739209859.8804305;-45.120503652039325
1739209859.8804436;-38.13080360867914
1739209859.8804564;-38.13080360867914
1739209859.8804696;-45.120503652039325
1739209859.8804824;-38.13080360867914
1739209859.8804955;-38.13080360867914
1739209859.8805084;-38.13080360867914
1739209859.8805215;-45.120503652039325
1739209859.8805344;-45.120503652039325
1739209859.8805475;-45.120503652039325
1739209859.8805604;-38.13080360867914
1739209859.8805735;-32.816014438256545
1739209859.8805864;-32.816014438256545
1739209859.8805995;-38.13080360867914
1739209859.8806124;-38.13080360867914
1739209859.8806255;-35.57807855764607
1739209859.8806384;-31.141103565318915
1739209859.8806515;-45.120503652039325
1739209859.8806643;-38.13080360867914
1739209859.8806775;-38.13080360867914
1739209859.8806903;-45.120503652039325
1739209859.8807034;-45.120503652039325
1739209859.8807163;-45.120503652039325
1739209859.8807294;-38.13080360867914
1739209859.8807423;-32.81601443825658
1739209859.8807554;-38.13080360867914
1739209859.8807683;-38.13080360867914
1739209859.8807814;-45.120503652039325
1739209859.8807943;-45.120503652039325
1739209859.8808074;-35.57807855764607
1739209859.8808203;-45.120503652039325
1739209859.8808334;-38.13080360867914
1739209859.8808463;-27.267205301931607
1739209859.8808594;-45.120503652039325
1739209859.8808722;-38.13080360867914
1739209859.8808854;-45.120503652039325
1739209859.8808982;-45.120503652039325
1739209859.8809114;-45.120503652039325
1739209859.8809242;-45.120503652039325
1739209859.8809373;-33.981070128970906
1739209859.8809502;-45.120503652039325
1739209859.8809633;-38.13080360867914
1739209859.8809762;-38.13080360867914
1739209859.8809893;-35.57807855764607
1739209859.8810022;-33.981070128970906
1739209859.8810153;-45.120503652039325
1739209859.8810282;-45.120503652039325
1739209859.8810413;-38.13080360867914
1739209859.8810542;-38.13080360867914
1739209859.8810673;-45.120503652039325
1739209859.8810802;-38.13080360867914
1739209859.8810933;-38.13080360867914
1739209859.8811061;-45.120503652039325
1739209859.8811193;-38.13080360867914
1739209859.8811321;-45.120503652039325
1739209859.8811452;-45.120503652039325
1739209859.881158;-31.141103565318915
1739209859.8811712;-35.57807855764607
1739209859.881184;-38.13080360867914
1739209859.8811972;-45.120503652039325
1739209859.88121;-38.13080360867914
1739209859.8812232;-45.120503652039325
1739209859.881236;-45.120503652039325
1739209859.8812492;-45.120503652039325
1739209859.881262;-31.141103565318915
1739209859.8812752;-33.981070128970906
1739209859.881288;-45.120503652039325
1739209859.8813012;-45.120503652039325
1739209859.881314;-38.13080360867914
1739209859.8813272;-45.120503652039325
1739209859.88134;-45.120503652039325
1739209859.8813531;-32.816014438256545
1739209859.881366;-26.991370085610722
1739209859.8813791;-38.13080360867914
1739209859.881392;-38.13080360867914
1739209859.881405;-45.120503652039325
1739209859.8814182;-38.13080360867914
1739209859.881431;-35.57807855764607
1739209859.8814442;-38.13080360867914
1739209859.881457;-38.13080360867914
1739209859.8814702;-31.141103565318915
1739209859.881483;-33.981070128970906
1739209859.8814962;-45.120503652039325
1739209859.881509;-38.13080360867914
1739209859.8815222;-38.13080360867914
1739209859.881535;-45.120503652039325
1739209859.8815482;-45.120503652039325
1739209859.881561;-33.981070128970906
1739209859.8815742;-32.816014438256545
1739209859.881587;-38.13080360867914
1739209859.8816001;-38.13080360867914
1739209859.881613;-38.13080360867914
1739209859.8816261;-38.13080360867914
1739209859.881639;-45.120503652039325
1739209859.881652;-38.13080360867914
1739209859.881665;-35.57807855764607
1739209859.881678;-33.981070128970906
1739209859.881691;-31.141103565318915
1739209859.881704;-45.120503652039325
1739209859.881717;-45.120503652039325
1739209859.88173;-38.13080360867914
1739209859.881743;-45.120503652039325
1739209859.881756;-38.13080360867914
1739209859.881769;-45.120503652039325
1739209859.881782;-45.120503652039325
1739209859.881795;-35.57807855764607
1739209859.881808;-35.57807855764607
1739209859.881821;-45.120503652039325
1739209859.881834;-45.120503652039325
1739209859.881847;-32.816014438256545
1739209859.88186;-38.13080360867914
1739209859.881873;-38.13080360867914
1739209859.881886;-35.57807855764607
1739209859.8818989;-38.13080360867914
1739209859.881912;-45.120503652039325
1739209859.8819249;-45.120503652039325
1739209859.881938;-45.120503652039325
1739209859.8819509;-45.120503652039325
1739209859.881964;-38.13080360867914
1739209859.8819768;-38.13080360867914
1739209859.88199;-35.57807855764607
1739209859.8820028;-38.13080360867914
1739209859.882016;-45.120503652039325
1739209859.8820288;-35.57807855764607
1739209859.882042;-35.57807855764607
1739209859.8820548;-45.120503652039325
1739209859.882068;-45.120503652039325
1739209859.8820808;-45.120503652039325
1739209859.882094;-38.13080360867914
1739209859.8821068;-38.13080360867914
1739209859.88212;-38.13080360867914
1739209859.8821328;-45.120503652039325
1739209859.882146;-45.120503652039325
1739209859.8821588;-45.120503652039325
1739209859.8821719;-38.13080360867914
1739209859.8821847;-32.816014438256545
1739209859.8821979;-45.120503652039325
1739209859.8822107;-45.120503652039325
1739209859.8822238;-45.120503652039325
1739209859.8822367;-45.120503652039325
1739209859.8822498;-38.13080360867914
1739209859.8822627;-45.120503652039325
1739209859.8822758;-45.120503652039325
