CAN Message; 0x1b8:00008100f188885b
1739209602.4027686;-32.81601443825658
1739209602.4027743;-45.120503652039325
1739209602.40278;-33.981070128970906
1739209602.4027855;-45.120503652039325
1739209602.4027913;-45.120503652039325
1739209602.402797;-38.13080360867914
1739209602.4028025;-38.13080360867914
1739209602.4028082;-38.13080360867914
1739209602.402814;-27.267205301931607
1739209602.4028194;-35.57807855764607
1739209602.402825;-38.13080360867914
1739209602.4028306;-45.120503652039325
1739209602.4028363;-31.141103565318915
1739209602.402842;-38.13080360867914
1739209602.4028475;-45.120503652039325
1739209602.4028533;-45.120503652039325
1739209602.402859;-38.13080360867914
1739209602.4028645;-45.120503652039325
1739209602.4028702;-38.13080360867914
1739209602.4028757;-38.13080360867914
1739209602.4028814;-38.13080360867914
1739209602.402887;-45.120503652039325
1739209602.4028926;-45.120503652039325
1739209602.4028983;-32.816014438256545
1739209602.402904;-38.13080360867914
1739209602.4029095;-38.13080360867914
1739209602.4029152;-38.13080360867914
1739209602.4029207;-45.120503652039325
1739209602.4029264;-45.120503652039325
1739209602.4029322;-45.120503652039325
1739209602.4029377;-45.120503652039325
1739209602.4029434;-45.120503652039325
1739209602.402949;-32.816014438256545
1739209602.4029546;-35.57807855764607
1739209602.4029603;-45.120503652039325
1739209602.4029658;-45.120503652039325
1739209602.4029715;-38.13080360867914
1739209602.4029772;-38.13080360867914
1739209602.4029827;-45.120503652039325
1739209602.4029884;-45.120503652039325
1739209602.4029942;-38.13080360867914
1739209602.4029996;-45.120503652039325
1739209602.4030054;-45.120503652039325
1739209602.4030108;-45.120503652039325
1739209602.4030166;-45.120503652039325
1739209602.4030223;-33.981070128970906
1739209602.4030278;-45.120503652039325
1739209602.4030335;-45.120503652039325
1739209602.4030392;-26.991370085610722
1739209602.4030447;-29.438486411369333
1739209602.4030504;-38.13080360867914
1739209602.4030561;-35.57807855764607
1739209602.4030616;-35.57807855764607
1739209602.4030674;-38.13080360867914
1739209602.4030728;-45.120503652039325
1739209602.4030786;-35.57807855764607
1739209602.4030843;-38.13080360867914
1739209602.4030898;-38.13080360867914
1739209602.4030955;-33.981070128970906
1739209602.4031012;-38.13080360867914
1739209602.4031067;-45.120503652039325
1739209602.4031124;-38.13080360867914
1739209602.403118;-33.981070128970906
1739209602.4031236;-45.120503652039325
1739209602.4031293;-32.816014438256545
1739209602.4031348;-35.57807855764607
1739209602.4031405;-45.120503652039325
1739209602.4031463;-38.13080360867914
1739209602.4031518;-38.13080360867914
1739209602.4031575;-45.120503652039325
1739209602.403163;-38.13080360867914
1739209602.4031687;-35.57807855764607
1739209602.4031744;-45.120503652039325
1739209602.40318;-45.120503652039325
1739209602.4031856;-45.120503652039325
1739209602.4031913;-45.120503652039325
1739209602.4031968;-33.981070128970906
1739209602.4032025;-35.57807855764607
1739209602.403208;-45.120503652039325
1739209602.4032137;-45.120503652039325
1739209602.4032195;-45.120503652039325
1739209602.403225;-38.13080360867914
1739209602.4032307;-38.13080360867914
1739209602.4032364;-45.120503652039325
1739209602.4032419;-45.120503652039325
1739209602.4032476;-38.13080360867914
1739209602.403253;-35.57807855764607
1739209602.4032588;-45.120503652039325
1739209602.4032645;-38.13080360867914
1739209602.40327;-38.13080360867914
1739209602.4032757;-38.13080360867914
1739209602.4032815;-45.120503652039325
1739209602.403287;-38.13080360867914
1739209602.4032927;-35.57807855764607
1739209602.4032984;-45.120503652039325
1739209602.4033039;-45.120503652039325
1739209602.4033096;-45.120503652039325
1739209602.403315;-45.120503652039325
1739209602.4033208;-45.120503652039325
1739209602.4033265;-45.120503652039325
1739209602.403332;-45.120503652039325
1739209602.4033377;-45.120503652039325
1739209602.4033434;-38.13080360867914
1739209602.403349;-38.13080360867914
1739209602.4033546;-32.816014438256545
1739209602.4033601;-31.141103565318893
1739209602.4033659;-45.120503652039325
1739209602.4033716;-45.120503652039325
1739209602.403377;-38.13080360867914
1739209602.4033828;-38.13080360867914
1739209602.4033885;-45.120503652039325
1739209602.403394;-45.120503652039325
1739209602.4033997;-45.120503652039325
1739209602.4034052;-38.13080360867914
1739209602.403411;-38.13080360867914
1739209602.4034166;-45.120503652039325
1739209602.403422;-38.13080360867914
1739209602.4034278;-33.981070128970906
1739209602.4034336;-38.13080360867914
1739209602.403439;-45.120503652039325
1739209602.4034448;-38.13080360867914
1739209602.4034503;-45.120503652039325
1739209602.403456;-38.13080360867914
1739209602.4034617;-38.13080360867914
1739209602.4034672;-45.120503652039325
1739209602.403473;-45.120503652039325
1739209602.4034786;-38.13080360867914
1739209602.403484;-32.816014438256545
1739209602.4034898;-38.13080360867914
1739209602.4034953;-38.13080360867914
1739209602.403501;-33.981070128970906
1739209602.4035068;-45.120503652039325
1739209602.4035122;-45.120503652039325
1739209602.403518;-32.816014438256545
1739209602.4035237;-38.13080360867914
1739209602.4035292;-45.120503652039325
1739209602.403535;-45.120503652039325
1739209602.4035406;-45.120503652039325
1739209602.403546;-33.981070128970906
1739209602.4035518;-45.120503652039325
1739209602.4035573;-38.13080360867914
1739209602.403563;-45.120503652039325
1739209602.4035687;-45.120503652039325
1739209602.4035742;-45.120503652039325
1739209602.40358;-38.13080360867914
1739209602.4035857;-38.13080360867914
1739209602.4035912;-33.981070128970906
1739209602.4035969;-45.120503652039325
1739209602.4036024;-38.13080360867914
1739209602.403608;-45.120503652039325
1739209602.4036138;-38.13080360867914
1739209602.4036193;-38.13080360867914
1739209602.403625;-45.120503652039325
1739209602.4036307;-38.13080360867914
1739209602.4036362;-38.13080360867914
1739209602.403642;-45.120503652039325
1739209602.4036474;-38.13080360867914
1739209602.4036531;-45.120503652039325
1739209602.4036589;-38.13080360867914
1739209602.4036644;-38.13080360867914
1739209602.40367;-45.120503652039325
1739209602.4036758;-45.120503652039325
1739209602.4036813;-45.120503652039325
1739209602.403687;-38.13080360867914
1739209602.4036925;-45.120503652039325
1739209602.4036982;-45.120503652039325
1739209602.403704;-45.120503652039325
1739209602.4037094;-45.120503652039325
1739209602.4037151;-38.13080360867914
1739209602.4037209;-38.13080360867914
1739209602.4037263;-31.141103565318915
1739209602.403732;-45.120503652039325
1739209602.4037375;-38.13080360867914
1739209602.4037433;-32.816014438256545
1739209602.403749;-45.120503652039325
1739209602.4037545;-45.120503652039325
1739209602.4037602;-45.120503652039325
1739209602.403766;-33.981070128970906
1739209602.4037714;-31.14110356531892
1739209602.4037771;-45.120503652039325
1739209602.4037828;-45.120503652039325
1739209602.4037883;-35.57807855764607
1739209602.403794;-45.120503652039325
1739209602.4037995;-38.13080360867914
1739209602.4038053;-45.120503652039325
1739209602.403811;-38.13080360867914
1739209602.4038165;-27.267205301931607
1739209602.4038222;-33.981070128970906
1739209602.403828;-38.13080360867914
1739209602.4038334;-38.13080360867914
1739209602.403839;-33.981070128970906
1739209602.4038446;-45.120503652039325
1739209602.4038503;-45.120503652039325
1739209602.403856;-45.120503652039325
1739209602.4038615;-45.120503652039325
1739209602.4038672;-38.13080360867914
1739209602.403873;-38.13080360867914
1739209602.4038785;-45.120503652039325
1739209602.4038842;-45.120503652039325
1739209602.4038897;-45.120503652039325
1739209602.4038954;-45.120503652039325
1739209602.403901;-45.120503652039325
1739209602.4039066;-33.981070128970906
1739209602.4039123;-45.120503652039325
1739209602.403918;-45.120503652039325
1739209602.4039235;-38.13080360867914
1739209602.4039292;-45.120503652039325
1739209602.4039347;-38.13080360867914
1739209602.4039404;-45.120503652039325
1739209602.4039462;-38.13080360867914
1739209602.4039516;-38.13080360867914
1739209602.4039574;-38.13080360867914
1739209602.403963;-38.13080360867914
1739209602.4039686;-35.57807855764607
1739209602.4039743;-45.120503652039325
1739209602.4039798;-45.120503652039325
1739209602.4039855;-38.13080360867914
1739209602.4039912;-45.120503652039325
1739209602.4039967;-45.120503652039325
1739209602.4040024;-45.120503652039325
1739209602.4040082;-38.13080360867914
1739209602.4040136;-45.120503652039325
1739209602.4040194;-45.120503652039325
1739209602.404025;-45.120503652039325
1739209602.4040306;-45.120503652039325
1739209602.4040363;-38.13080360867914
1739209602.4040418;-28.58837851428586
1739209602.4040475;-32.816014438256545
1739209602.4040532;-45.120503652039325
1739209602.4040587;-35.57807855764607
1739209602.4040644;-32.816014438256545
1739209602.4040701;-38.13080360867914
1739209602.4040756;-45.120503652039325
1739209602.4040813;-38.13080360867914
1739209602.4040868;-38.13080360867914
1739209602.4040926;-45.120503652039325
1739209602.4040983;-38.13080360867914
1739209602.4041038;-45.120503652039325
1739209602.4041095;-45.120503652039325
1739209602.4041152;-38.13080360867914
1739209602.4041207;-38.13080360867914
1739209602.4041264;-45.120503652039325
1739209602.404132;-29.438486411369333
1739209602.4041376;-32.816014438256545
1739209602.4041433;-38.13080360867914
1739209602.4041488;-35.57807855764607
1739209602.4041545;-38.13080360867914
1739209602.4041603;-38.13080360867914
1739209602.4041657;-38.13080360867914
1739209602.4041715;-38.13080360867914
1739209602.404177;-38.13080360867914
1739209602.4041827;-45.120503652039325
1739209602.4041884;-45.120503652039325
1739209602.4041939;-45.120503652039325
1739209602.4041996;-38.13080360867914
1739209602.4042053;-38.13080360867914
1739209602.4042108;-45.120503652039325
1739209602.4042165;-45.120503652039325
1739209602.404222;-38.13080360867914
1739209602.4042277;-35.57807855764607
1739209602.4042335;-45.120503652039325
1739209602.404239;-45.120503652039325
1739209602.4042447;-45.120503652039325
1739209602.4042504;-38.13080360867914
1739209602.4042559;-38.13080360867914
1739209602.4042616;-45.120503652039325
1739209602.4042673;-38.13080360867914
1739209602.4042728;-35.57807855764607
1739209602.4042785;-45.120503652039325
1739209602.404284;-45.120503652039325
1739209602.4042897;-35.57807855764607
1739209602.4042954;-38.13080360867914
1739209602.404301;-45.120503652039325
1739209602.4043067;-45.120503652039325
1739209602.4043124;-45.120503652039325
1739209602.4043179;-45.120503652039325
1739209602.4043236;-45.120503652039325
1739209602.404329;-45.120503652039325
1739209602.4043348;-45.120503652039325
1739209602.4043405;-45.120503652039325
1739209602.404346;-33.981070128970906
1739209602.4043517;-45.120503652039325
1739209602.4043574;-45.120503652039325
1739209602.404363;-38.13080360867914
1739209602.4043686;-38.13080360867914
1739209602.4043741;-45.120503652039325
1739209602.4043798;-38.13080360867914
1739209602.4043856;-38.13080360867914
1739209602.404391;-38.13080360867914
1739209602.4043968;-45.120503652039325
1739209602.4044025;-38.13080360867914
1739209602.404408;-38.13080360867914
1739209602.4044137;-38.13080360867914
1739209602.4044192;-38.13080360867914
1739209602.404425;-45.120503652039325
1739209602.4044306;-33.981070128970906
1739209602.404436;-38.13080360867914
1739209602.4044418;-38.13080360867914
1739209602.4044476;-38.13080360867914
1739209602.404453;-45.120503652039325
1739209602.4044588;-45.120503652039325
1739209602.4044645;-38.13080360867914
1739209602.40447;-45.120503652039325
1739209602.4044757;-45.120503652039325
1739209602.4044812;-45.120503652039325
1739209602.404487;-38.13080360867914
1739209602.4044926;-45.120503652039325
1739209602.404498;-45.120503652039325
1739209602.4045038;-33.981070128970906
1739209602.4045095;-38.13080360867914
1739209602.404515;-38.13080360867914
1739209602.4045208;-32.816014438256545
1739209602.4045262;-35.57807855764607
1739209602.404532;-45.120503652039325
1739209602.4045377;-45.120503652039325
1739209602.4045432;-38.13080360867914
1739209602.404549;-33.981070128970906
1739209602.4045546;-45.120503652039325
1739209602.40456;-38.13080360867914
1739209602.4045658;-45.120503652039325
1739209602.4045713;-38.13080360867914
1739209602.404577;-35.57807855764607
1739209602.4045827;-45.120503652039325
1739209602.4045882;-38.13080360867914
1739209602.404594;-38.13080360867914
1739209602.4045997;-45.120503652039325
1739209602.4046052;-45.120503652039325
1739209602.4046109;-32.816014438256545
1739209602.4046164;-38.13080360867914
1739209602.404622;-45.120503652039325
1739209602.4046278;-45.120503652039325
1739209602.4046333;-38.13080360867914
1739209602.404639;-33.981070128970906
1739209602.4046447;-38.13080360867914
1739209602.4046502;-45.120503652039325
1739209602.404656;-38.13080360867914
1739209602.4046614;-33.981070128970906
1739209602.4046671;-38.13080360867914
1739209602.4046729;-38.13080360867914
1739209602.4046783;-45.120503652039325
1739209602.404684;-35.57807855764607
1739209602.4046898;-32.816014438256545
1739209602.4046953;-38.13080360867914
1739209602.404701;-38.13080360867914
1739209602.4047067;-33.981070128970906
1739209602.4047122;-35.57807855764607
1739209602.404718;-45.120503652039325
1739209602.4047234;-45.120503652039325
1739209602.4047291;-28.992665084841942
1739209602.4047348;-38.13080360867914
1739209602.4047403;-38.13080360867914
1739209602.404746;-35.57807855764607
1739209602.4047518;-38.13080360867914
1739209602.4047573;-45.120503652039325
1739209602.404763;-45.120503652039325
1739209602.4047685;-33.981070128970906
1739209602.4047742;-31.14110356531892
1739209602.40478;-45.120503652039325
1739209602.4047854;-38.13080360867914
1739209602.404791;-38.13080360867914
1739209602.4047968;-38.13080360867914
1739209602.4048023;-45.120503652039325
1739209602.404808;-35.57807855764607
1739209602.4048135;-38.13080360867914
1739209602.4048193;-27.267205301931607
1739209602.404825;-38.13080360867914
1739209602.4048305;-45.120503652039325
1739209602.4048362;-38.13080360867914
1739209602.404842;-38.13080360867914
1739209602.4048474;-38.13080360867914
1739209602.404853;-45.120503652039325
1739209602.4048586;-38.13080360867914
1739209602.4048643;-38.13080360867914
1739209602.40487;-38.13080360867914
1739209602.4048755;-45.120503652039325
1739209602.4048812;-45.120503652039325
1739209602.404887;-45.120503652039325
1739209602.4048924;-45.120503652039325
1739209602.4048982;-45.120503652039325
1739209602.4049037;-38.13080360867914
1739209602.4049094;-32.81601443825658
1739209602.404915;-45.120503652039325
1739209602.4049206;-38.13080360867914
1739209602.4049263;-45.120503652039325
1739209602.404932;-45.120503652039325
1739209602.4049375;-38.13080360867914
1739209602.4049432;-45.120503652039325
1739209602.404949;-35.57807855764607
1739209602.4049544;-28.992665084841942
1739209602.4049602;-45.120503652039325
1739209602.4049656;-38.13080360867914
1739209602.4049714;-45.120503652039325
1739209602.404977;-38.13080360867914
1739209602.4049826;-38.13080360867914
1739209602.4049883;-45.120503652039325
1739209602.404994;-45.120503652039325
1739209602.4049995;-38.13080360867914
1739209602.4050052;-45.120503652039325
1739209602.4050107;-45.120503652039325
1739209602.4050164;-45.120503652039325
1739209602.4050221;-35.57807855764607
1739209602.4050276;-30.49652367304973
1739209602.4050333;-38.13080360867914
1739209602.405039;-45.120503652039325
1739209602.4050446;-32.816014438256545
1739209602.4050503;-35.57807855764607
1739209602.4050558;-38.13080360867914
1739209602.4050615;-45.120503652039325
1739209602.4050672;-45.120503652039325
1739209602.4050727;-38.13080360867914
1739209602.4050784;-38.13080360867914
1739209602.4050841;-45.120503652039325
1739209602.4050896;-35.57807855764607
1739209602.4050953;-38.13080360867914
1739209602.4051008;-45.120503652039325
1739209602.4051065;-45.120503652039325
1739209602.4051123;-38.13080360867914
1739209602.4051178;-38.13080360867914
1739209602.4051235;-38.13080360867914
1739209602.4051292;-38.13080360867914
1739209602.4051347;-45.120503652039325
1739209602.4051404;-45.120503652039325
1739209602.405146;-38.13080360867914
1739209602.4051516;-45.120503652039325
1739209602.4051573;-38.13080360867914
1739209602.4051628;-38.13080360867914
1739209602.4051685;-38.13080360867914
1739209602.4051743;-45.120503652039325
1739209602.4051797;-33.981070128970906
1739209602.4051855;-45.120503652039325
1739209602.4051912;-38.13080360867914
1739209602.4051967;-45.120503652039325
1739209602.4052024;-38.13080360867914
1739209602.4052079;-45.120503652039325
1739209602.4052136;-45.120503652039325
1739209602.4052193;-45.120503652039325
1739209602.4052248;-45.120503652039325
1739209602.4052305;-38.13080360867914
1739209602.4052362;-45.120503652039325
1739209602.4052417;-45.120503652039325
1739209602.4052474;-38.13080360867914
1739209602.405253;-31.141103565318915
1739209602.4052587;-45.120503652039325
1739209602.4052644;-45.120503652039325
1739209602.4052699;-38.13080360867914
1739209602.4052756;-35.57807855764607
1739209602.4052813;-45.120503652039325
1739209602.4052868;-45.120503652039325
1739209602.4052925;-45.120503652039325
1739209602.405298;-45.120503652039325
1739209602.4053037;-45.120503652039325
1739209602.4053094;-45.120503652039325
1739209602.405315;-45.120503652039325
1739209602.4053206;-45.120503652039325
1739209602.4053264;-38.13080360867914
1739209602.4053319;-35.57807855764607
1739209602.4053376;-38.13080360867914
1739209602.405343;-38.13080360867914
1739209602.4053488;-38.13080360867914
1739209602.4053545;-45.120503652039325
1739209602.40536;-45.120503652039325
1739209602.4053657;-33.981070128970906
1739209602.4053714;-38.13080360867914
1739209602.405377;-38.13080360867914
1739209602.4053826;-45.120503652039325
1739209602.405388;-38.13080360867914
1739209602.4053938;-35.57807855764607
1739209602.4053996;-45.120503652039325
1739209602.405405;-38.13080360867914
1739209602.4054108;-38.13080360867914
1739209602.4054165;-45.120503652039325
1739209602.405422;-45.120503652039325
1739209602.4054277;-45.120503652039325
1739209602.4054334;-38.13080360867914
1739209602.405439;-45.120503652039325
1739209602.4054446;-45.120503652039325
1739209602.40545;-33.981070128970906
1739209602.4054558;-31.141103565318915
1739209602.4054615;-33.981070128970906
1739209602.405467;-38.13080360867914
1739209602.4054728;-33.981070128970906
1739209602.4054785;-38.13080360867914
1739209602.405484;-38.13080360867914
1739209602.4054897;-38.13080360867914
1739209602.4054952;-45.120503652039325
1739209602.405501;-38.13080360867914
1739209602.4055066;-38.13080360867914
1739209602.405512;-33.981070128970906
1739209602.4055178;-35.57807855764607
1739209602.4055235;-38.13080360867914
1739209602.405529;-45.120503652039325
1739209602.4055347;-45.120503652039325
1739209602.4055402;-45.120503652039325
1739209602.405546;-38.13080360867914
1739209602.4055517;-38.13080360867914
1739209602.4055572;-38.13080360867914
1739209602.4055629;-45.120503652039325
1739209602.4055686;-33.981070128970906
1739209602.405574;-38.13080360867914
1739209602.4055798;-38.13080360867914
1739209602.4055853;-38.13080360867914
1739209602.405591;-31.141103565318915
1739209602.4055967;-33.981070128970906
1739209602.4056022;-45.120503652039325
1739209602.405608;-35.57807855764607
1739209602.4056137;-45.120503652039325
1739209602.4056191;-45.120503652039325
1739209602.4056249;-45.120503652039325
1739209602.4056304;-45.120503652039325
1739209602.405636;-33.981070128970906
1739209602.4056418;-33.981070128970906
1739209602.4056473;-45.120503652039325
1739209602.405653;-45.120503652039325
1739209602.4056587;-45.120503652039325
1739209602.4056642;-45.120503652039325
1739209602.40567;-45.120503652039325
1739209602.4056756;-38.13080360867914
1739209602.4056811;-31.141103565318915
1739209602.4056869;-31.141103565318915
1739209602.4056923;-35.57807855764607
1739209602.405698;-38.13080360867914
1739209602.4057038;-45.120503652039325
1739209602.4057093;-35.57807855764607
1739209602.405715;-35.57807855764607
1739209602.4057207;-38.13080360867914
1739209602.4057262;-33.981070128970906
1739209602.405732;-28.992665084841942
1739209602.4057374;-38.13080360867914
1739209602.4057431;-35.57807855764607
1739209602.4057488;-31.141103565318915
1739209602.4057543;-38.13080360867914
1739209602.40576;-45.120503652039325
