CAN Message; 0x1d3:0000f55cf57bc78d
1739209747.9808667;-45.120503652039325
1739209747.9808729;-31.141103565318915
1739209747.9808793;-33.981070128970906
1739209747.9808855;-45.120503652039325
1739209747.980892;-45.120503652039325
1739209747.9808981;-38.13080360867914
1739209747.9809046;-45.120503652039325
1739209747.9809108;-45.120503652039325
1739209747.9809172;-45.120503652039325
1739209747.9809234;-38.13080360867914
1739209747.9809299;-45.120503652039325
1739209747.980936;-45.120503652039325
1739209747.9809425;-38.13080360867914
1739209747.9809487;-35.57807855764607
1739209747.9809551;-45.120503652039325
1739209747.9809613;-45.120503652039325
1739209747.9809678;-33.981070128970906
1739209747.980974;-38.13080360867914
1739209747.9809804;-35.57807855764607
1739209747.9809866;-38.13080360867914
1739209747.9809928;-35.57807855764607
1739209747.9809992;-38.13080360867914
1739209747.9810054;-45.120503652039325
1739209747.9810119;-38.13080360867914
1739209747.981018;-38.13080360867914
1739209747.9810245;-31.141103565318915
1739209747.9810307;-31.141103565318915
1739209747.9810371;-45.120503652039325
1739209747.9810433;-38.13080360867914
1739209747.9810498;-38.13080360867914
1739209747.981056;-45.120503652039325
1739209747.9810624;-45.120503652039325
1739209747.9810686;-38.13080360867914
1739209747.981075;-38.13080360867914
1739209747.9810812;-35.57807855764607
1739209747.9810877;-33.981070128970906
1739209747.981094;-35.57807855764607
1739209747.9811003;-33.981070128970906
1739209747.9811065;-38.13080360867914
1739209747.981113;-35.57807855764607
1739209747.9811192;-45.120503652039325
1739209747.9811256;-35.57807855764607
1739209747.9811318;-31.141103565318915
1739209747.9811382;-38.13080360867914
1739209747.9811444;-38.13080360867914
1739209747.9811509;-38.13080360867914
1739209747.981157;-38.13080360867914
1739209747.9811633;-45.120503652039325
1739209747.9811697;-45.120503652039325
1739209747.981176;-38.13080360867914
1739209747.9811823;-38.13080360867914
1739209747.9811885;-38.13080360867914
1739209747.981195;-35.57807855764607
1739209747.9812012;-35.57807855764607
1739209747.9812076;-38.13080360867914
1739209747.9812138;-38.13080360867914
1739209747.9812202;-33.981070128970906
1739209747.9812264;-45.120503652039325
1739209747.981233;-38.13080360867914
1739209747.981239;-38.13080360867914
1739209747.9812455;-38.13080360867914
1739209747.9812517;-38.13080360867914
1739209747.9812582;-38.13080360867914
1739209747.9812644;-35.57807855764607
1739209747.9812708;-45.120503652039325
1739209747.981277;-38.13080360867914
1739209747.9812834;-32.816014438256545
1739209747.9812896;-45.120503652039325
1739209747.981296;-45.120503652039325
1739209747.9813023;-33.981070128970906
1739209747.9813087;-45.120503652039325
1739209747.981315;-45.120503652039325
1739209747.9813213;-45.120503652039325
1739209747.9813275;-45.120503652039325
1739209747.9813337;-45.120503652039325
1739209747.9813402;-45.120503652039325
1739209747.9813464;-38.13080360867914
1739209747.9813528;-38.13080360867914
1739209747.981359;-35.57807855764607
1739209747.9813654;-45.120503652039325
1739209747.9813716;-45.120503652039325
1739209747.981378;-45.120503652039325
1739209747.9813843;-38.13080360867914
1739209747.9813907;-33.981070128970906
1739209747.981397;-45.120503652039325
1739209747.9814034;-45.120503652039325
1739209747.9814095;-38.13080360867914
1739209747.981416;-38.13080360867914
1739209747.9814222;-45.120503652039325
1739209747.9814286;-38.13080360867914
1739209747.9814348;-45.120503652039325
1739209747.9814413;-45.120503652039325
1739209747.9814475;-33.981070128970906
1739209747.981454;-38.13080360867914
1739209747.98146;-35.57807855764607
1739209747.9814665;-38.13080360867914
1739209747.9814727;-45.120503652039325
1739209747.9814792;-38.13080360867914
1739209747.9814854;-38.13080360867914
1739209747.9814918;-32.816014438256545
1739209747.981498;-38.13080360867914
1739209747.9815042;-38.13080360867914
1739209747.9815106;-45.120503652039325
1739209747.9815168;-38.13080360867914
1739209747.9815233;-38.13080360867914
1739209747.9815295;-38.13080360867914
1739209747.981536;-45.120503652039325
1739209747.981542;-38.13080360867914
1739209747.9815485;-45.120503652039325
1739209747.9815547;-38.13080360867914
1739209747.9815612;-45.120503652039325
1739209747.9815674;-45.120503652039325
1739209747.9815738;-38.13080360867914
1739209747.98158;-33.981070128970906
1739209747.9815865;-45.120503652039325
1739209747.9815927;-45.120503652039325
1739209747.981599;-38.13080360867914
1739209747.9816053;-38.13080360867914
1739209747.9816117;-38.13080360867914
1739209747.981618;-38.13080360867914
1739209747.9816244;-45.120503652039325
1739209747.9816306;-38.13080360867914
1739209747.981637;-45.120503652039325
1739209747.9816432;-38.13080360867914
1739209747.9816496;-35.57807855764607
1739209747.9816558;-33.981070128970906
1739209747.9816623;-45.120503652039325
1739209747.9816685;-45.120503652039325
1739209747.9816747;-32.816014438256545
1739209747.981681;-38.13080360867914
1739209747.9816873;-45.120503652039325
1739209747.9816937;-32.816014438256545
1739209747.9817;-45.120503652039325
1739209747.9817064;-45.120503652039325
1739209747.9817126;-38.13080360867914
1739209747.981719;-45.120503652039325
1739209747.9817252;-45.120503652039325
1739209747.9817317;-45.120503652039325
1739209747.9817379;-45.120503652039325
1739209747.9817443;-27.267205301931607
1739209747.9817505;-38.13080360867914
1739209747.981757;-38.13080360867914
1739209747.9817631;-45.120503652039325
1739209747.9817696;-38.13080360867914
1739209747.9817758;-45.120503652039325
1739209747.9817822;-45.120503652039325
1739209747.9817884;-38.13080360867914
1739209747.9817948;-33.981070128970906
1739209747.981801;-45.120503652039325
1739209747.9818075;-45.120503652039325
1739209747.9818137;-38.13080360867914
1739209747.98182;-45.120503652039325
1739209747.9818263;-45.120503652039325
1739209747.9818327;-38.13080360867914
1739209747.981839;-38.13080360867914
1739209747.9818451;-38.13080360867914
1739209747.9818516;-45.120503652039325
1739209747.9818578;-45.120503652039325
1739209747.9818642;-45.120503652039325
1739209747.9818704;-45.120503652039325
1739209747.9818769;-45.120503652039325
1739209747.981883;-45.120503652039325
1739209747.9818895;-45.120503652039325
1739209747.9818957;-38.13080360867914
1739209747.9819021;-45.120503652039325
1739209747.9819083;-45.120503652039325
1739209747.9819148;-35.57807855764607
1739209747.981921;-45.120503652039325
1739209747.9819274;-35.57807855764607
1739209747.9819336;-45.120503652039325
1739209747.98194;-45.120503652039325
1739209747.9819462;-31.141103565318915
1739209747.9819527;-38.13080360867914
1739209747.9819589;-38.13080360867914
1739209747.9819653;-38.13080360867914
1739209747.9819715;-38.13080360867914
1739209747.981978;-45.120503652039325
1739209747.9819841;-38.13080360867914
1739209747.9819906;-45.120503652039325
1739209747.9819968;-38.13080360867914
1739209747.9820032;-38.13080360867914
1739209747.9820094;-35.57807855764607
1739209747.9820156;-45.120503652039325
1739209747.982022;-45.120503652039325
1739209747.9820282;-33.981070128970906
1739209747.9820347;-45.120503652039325
1739209747.982041;-38.13080360867914
1739209747.9820473;-38.13080360867914
1739209747.9820535;-38.13080360867914
1739209747.98206;-45.120503652039325
1739209747.9820662;-45.120503652039325
1739209747.9820726;-45.120503652039325
1739209747.9820788;-35.57807855764607
1739209747.9820852;-38.13080360867914
1739209747.9820914;-45.120503652039325
1739209747.9820979;-38.13080360867914
1739209747.982104;-45.120503652039325
1739209747.9821105;-38.13080360867914
1739209747.9821167;-38.13080360867914
1739209747.9821231;-33.981070128970906
1739209747.9821293;-45.120503652039325
1739209747.9821358;-45.120503652039325
1739209747.982142;-38.13080360867914
1739209747.9821484;-38.13080360867914
1739209747.9821546;-38.13080360867914
1739209747.982161;-38.13080360867914
1739209747.9821672;-45.120503652039325
1739209747.9821737;-38.13080360867914
1739209747.9821799;-32.816014438256545
1739209747.982186;-45.120503652039325
1739209747.9821925;-38.13080360867914
1739209747.9821987;-32.816014438256545
1739209747.9822052;-38.13080360867914
1739209747.9822114;-45.120503652039325
1739209747.9822178;-38.13080360867914
1739209747.982224;-38.13080360867914
1739209747.9822304;-45.120503652039325
1739209747.9822366;-45.120503652039325
1739209747.982243;-45.120503652039325
1739209747.9822493;-45.120503652039325
1739209747.9822557;-45.120503652039325
1739209747.982262;-45.120503652039325
1739209747.9822683;-45.120503652039325
1739209747.9822745;-38.13080360867914
1739209747.982281;-32.816014438256545
1739209747.9822872;-38.13080360867914
1739209747.9822936;-35.57807855764607
1739209747.9822998;-38.13080360867914
1739209747.9823062;-38.13080360867914
1739209747.9823124;-38.13080360867914
1739209747.9823189;-45.120503652039325
1739209747.982325;-38.13080360867914
1739209747.9823315;-38.13080360867914
1739209747.9823377;-45.120503652039325
1739209747.9823442;-45.120503652039325
1739209747.9823503;-45.120503652039325
1739209747.9823565;-45.120503652039325
1739209747.982363;-38.13080360867914
1739209747.9823692;-38.13080360867914
1739209747.9823756;-38.13080360867914
1739209747.9823818;-38.13080360867914
1739209747.9823883;-38.13080360867914
1739209747.9823945;-45.120503652039325
1739209747.982401;-45.120503652039325
1739209747.982407;-35.57807855764607
1739209747.9824135;-38.13080360867914
1739209747.9824197;-45.120503652039325
1739209747.9824262;-38.13080360867914
1739209747.9824324;-30.49652367304973
1739209747.9824388;-35.57807855764607
1739209747.982445;-38.13080360867914
1739209747.9824514;-35.57807855764607
1739209747.9824576;-45.120503652039325
1739209747.982464;-45.120503652039325
1739209747.9824703;-45.120503652039325
1739209747.9824767;-45.120503652039325
1739209747.982483;-38.13080360867914
1739209747.9824893;-45.120503652039325
1739209747.9824955;-45.120503652039325
1739209747.982502;-38.13080360867914
1739209747.9825082;-32.816014438256545
1739209747.9825146;-33.981070128970906
1739209747.9825208;-45.120503652039325
1739209747.982527;-38.13080360867914
1739209747.9825335;-35.57807855764607
1739209747.9825397;-35.57807855764607
1739209747.982546;-45.120503652039325
1739209747.9825523;-45.120503652039325
1739209747.9825587;-45.120503652039325
1739209747.982565;-38.13080360867914
1739209747.9825714;-45.120503652039325
1739209747.9825776;-38.13080360867914
1739209747.982584;-45.120503652039325
1739209747.9825902;-45.120503652039325
1739209747.9825966;-45.120503652039325
1739209747.9826028;-38.13080360867914
1739209747.9826093;-38.13080360867914
1739209747.9826155;-45.120503652039325
1739209747.982622;-45.120503652039325
1739209747.982628;-45.120503652039325
1739209747.9826345;-31.141103565318893
1739209747.9826407;-32.816014438256545
1739209747.9826472;-38.13080360867914
1739209747.9826534;-38.13080360867914
1739209747.9826598;-32.816014438256545
1739209747.982666;-31.141103565318915
1739209747.9826725;-45.120503652039325
1739209747.9826787;-45.120503652039325
1739209747.982685;-45.120503652039325
1739209747.9826913;-38.13080360867914
1739209747.9826975;-45.120503652039325
1739209747.982704;-35.57807855764607
1739209747.9827101;-45.120503652039325
1739209747.9827166;-38.13080360867914
1739209747.9827228;-35.57807855764607
1739209747.9827292;-45.120503652039325
1739209747.9827354;-45.120503652039325
1739209747.9827418;-38.13080360867914
1739209747.982748;-38.13080360867914
1739209747.9827545;-45.120503652039325
1739209747.9827607;-32.816014438256545
1739209747.982767;-30.49652367304973
1739209747.9827733;-38.13080360867914
1739209747.9827797;-38.13080360867914
1739209747.982786;-38.13080360867914
1739209747.9827924;-32.816014438256545
1739209747.9827986;-38.13080360867914
1739209747.982805;-45.120503652039325
1739209747.9828112;-45.120503652039325
1739209747.9828176;-38.13080360867914
1739209747.9828238;-38.13080360867914
1739209747.9828303;-33.981070128970906
1739209747.9828365;-45.120503652039325
1739209747.982843;-38.13080360867914
1739209747.9828491;-35.57807855764607
1739209747.9828556;-38.13080360867914
1739209747.9828618;-45.120503652039325
1739209747.982868;-38.13080360867914
1739209747.9828744;-38.13080360867914
1739209747.9828806;-31.141103565318915
1739209747.982887;-45.120503652039325
1739209747.9828932;-45.120503652039325
1739209747.9828997;-35.57807855764607
1739209747.9829059;-33.981070128970906
1739209747.9829123;-38.13080360867914
1739209747.9829185;-28.992665084841942
1739209747.982925;-45.120503652039325
1739209747.9829311;-45.120503652039325
1739209747.9829376;-38.13080360867914
1739209747.9829438;-38.13080360867914
1739209747.9829502;-45.120503652039325
1739209747.9829564;-45.120503652039325
1739209747.9829628;-45.120503652039325
1739209747.982969;-32.816014438256545
1739209747.9829755;-45.120503652039325
1739209747.9829817;-38.13080360867914
1739209747.982988;-38.13080360867914
1739209747.9829943;-45.120503652039325
1739209747.9830008;-45.120503652039325
1739209747.983007;-45.120503652039325
1739209747.9830134;-35.57807855764607
1739209747.9830196;-27.267205301931607
1739209747.983026;-38.13080360867914
1739209747.9830322;-45.120503652039325
1739209747.9830384;-38.13080360867914
1739209747.9830449;-33.981070128970906
1739209747.983051;-45.120503652039325
1739209747.9830575;-45.120503652039325
1739209747.9830637;-35.57807855764607
1739209747.9830701;-38.13080360867914
1739209747.9830763;-45.120503652039325
1739209747.9830828;-45.120503652039325
1739209747.983089;-45.120503652039325
1739209747.9830954;-38.13080360867914
1739209747.9831016;-38.13080360867914
1739209747.983108;-33.981070128970906
1739209747.9831142;-32.816014438256545
1739209747.9831207;-31.141103565318915
1739209747.9831269;-45.120503652039325
1739209747.9831333;-38.13080360867914
1739209747.9831395;-32.816014438256545
1739209747.983146;-38.13080360867914
1739209747.9831522;-45.120503652039325
1739209747.9831586;-45.120503652039325
1739209747.9831648;-35.57807855764607
1739209747.9831712;-33.981070128970906
1739209747.9831774;-45.120503652039325
1739209747.9831839;-38.13080360867914
1739209747.98319;-45.120503652039325
1739209747.9831965;-33.981070128970906
1739209747.9832027;-38.13080360867914
1739209747.983209;-38.13080360867914
1739209747.9832153;-38.13080360867914
1739209747.9832215;-38.13080360867914
1739209747.983228;-45.120503652039325
1739209747.9832342;-45.120503652039325
1739209747.9832406;-45.120503652039325
1739209747.9832468;-33.981070128970906
1739209747.9832532;-45.120503652039325
1739209747.9832594;-38.13080360867914
1739209747.9832659;-45.120503652039325
1739209747.983272;-45.120503652039325
1739209747.9832785;-38.13080360867914
1739209747.9832847;-45.120503652039325
1739209747.9832911;-38.13080360867914
1739209747.9832973;-38.13080360867914
1739209747.9833038;-38.13080360867914
1739209747.98331;-45.120503652039325
1739209747.9833164;-45.120503652039325
1739209747.9833226;-45.120503652039325
1739209747.983329;-38.13080360867914
1739209747.9833353;-45.120503652039325
1739209747.9833417;-38.13080360867914
1739209747.983348;-45.120503652039325
1739209747.9833543;-35.57807855764607
1739209747.9833605;-38.13080360867914
1739209747.983367;-45.120503652039325
1739209747.9833732;-38.13080360867914
1739209747.9833794;-45.120503652039325
1739209747.9833858;-45.120503652039325
1739209747.983392;-38.13080360867914
1739209747.9833984;-35.57807855764607
1739209747.9834046;-38.13080360867914
1739209747.983411;-38.13080360867914
1739209747.9834173;-45.120503652039325
1739209747.9834237;-45.120503652039325
1739209747.98343;-31.141103565318893
1739209747.9834363;-35.57807855764607
1739209747.9834425;-45.120503652039325
1739209747.983449;-45.120503652039325
1739209747.9834552;-35.57807855764607
1739209747.9834616;-38.13080360867914
1739209747.9834678;-45.120503652039325
1739209747.9834743;-45.120503652039325
1739209747.9834805;-45.120503652039325
1739209747.983487;-45.120503652039325
1739209747.983493;-35.57807855764607
1739209747.9834995;-38.13080360867914
1739209747.9835057;-38.13080360867914
1739209747.9835122;-38.13080360867914
1739209747.9835184;-38.13080360867914
1739209747.9835248;-38.13080360867914
1739209747.983531;-45.120503652039325
1739209747.9835372;-38.13080360867914
1739209747.9835436;-35.57807855764607
1739209747.9835498;-35.57807855764607
1739209747.9835563;-31.141103565318915
1739209747.9835625;-45.120503652039325
1739209747.983569;-32.816014438256545
1739209747.983575;-38.13080360867914
1739209747.9835815;-45.120503652039325
1739209747.9835877;-38.13080360867914
1739209747.9835942;-45.120503652039325
1739209747.9836004;-45.120503652039325
1739209747.9836068;-45.120503652039325
1739209747.983613;-45.120503652039325
1739209747.9836195;-45.120503652039325
1739209747.9836257;-45.120503652039325
1739209747.983632;-35.57807855764607
1739209747.9836383;-45.120503652039325
1739209747.9836447;-35.57807855764607
1739209747.983651;-38.13080360867914
1739209747.9836574;-45.120503652039325
1739209747.9836636;-45.120503652039325
1739209747.98367;-38.13080360867914
1739209747.9836762;-38.13080360867914
1739209747.9836826;-28.21854285175415
1739209747.9836888;-35.57807855764607
1739209747.9836953;-45.120503652039325
1739209747.9837015;-38.13080360867914
1739209747.9837077;-35.57807855764607
1739209747.983714;-35.57807855764607
1739209747.9837203;-45.120503652039325
1739209747.9837267;-45.120503652039325
1739209747.983733;-45.120503652039325
1739209747.9837394;-38.13080360867914
1739209747.9837456;-38.13080360867914
1739209747.983752;-38.13080360867914
1739209747.9837582;-45.120503652039325
1739209747.9837646;-38.13080360867914
1739209747.9837708;-45.120503652039325
1739209747.9837773;-38.13080360867914
1739209747.9837835;-38.13080360867914
1739209747.98379;-45.120503652039325
1739209747.9837961;-45.120503652039325
1739209747.9838026;-38.13080360867914
1739209747.9838088;-45.120503652039325
1739209747.9838152;-45.120503652039325
1739209747.9838214;-45.120503652039325
1739209747.9838278;-45.120503652039325
1739209747.983834;-30.49652367304973
1739209747.9838405;-31.141103565318915
1739209747.9838467;-45.120503652039325
1739209747.983853;-45.120503652039325
1739209747.9838593;-38.13080360867914
1739209747.9838657;-35.57807855764607
1739209747.983872;-45.120503652039325
1739209747.9838781;-35.57807855764607
1739209747.9838846;-45.120503652039325
1739209747.9838908;-38.13080360867914
1739209747.9838972;-38.13080360867914
1739209747.9839034;-38.13080360867914
1739209747.9839098;-45.120503652039325
1739209747.983916;-38.13080360867914
1739209747.9839225;-38.13080360867914
1739209747.9839287;-45.120503652039325
1739209747.983935;-30.49652367304973
1739209747.9839413;-28.58837851428586
1739209747.9839478;-45.120503652039325
1739209747.983954;-45.120503652039325
1739209747.9839604;-45.120503652039325
1739209747.9839666;-38.13080360867914
1739209747.983973;-45.120503652039325
1739209747.9839792;-38.13080360867914
1739209747.9839857;-38.13080360867914
1739209747.9839919;-45.120503652039325
1739209747.9839983;-45.120503652039325
1739209747.9840045;-45.120503652039325
1739209747.984011;-45.120503652039325
1739209747.9840171;-33.981070128970906
1739209747.9840236;-45.120503652039325
1739209747.9840298;-45.120503652039325
1739209747.9840362;-45.120503652039325
1739209747.9840424;-45.120503652039325
1739209747.9840486;-38.13080360867914
1739209747.984055;-38.13080360867914
1739209747.9840612;-38.13080360867914
1739209747.9840677;-38.13080360867914
1739209747.9840739;-38.13080360867914
1739209747.9840803;-38.13080360867914
1739209747.9840865;-45.120503652039325
1739209747.984093;-38.13080360867914
1739209747.9840991;-38.13080360867914
1739209747.9841056;-45.120503652039325
1739209747.9841118;-38.13080360867914
1739209747.9841182;-38.13080360867914
1739209747.9841244;-38.13080360867914
1739209747.9841309;-33.981070128970906
1739209747.984137;-45.120503652039325
1739209747.9841435;-38.13080360867914
1739209747.9841497;-35.57807855764607
1739209747.9841561;-38.13080360867914
1739209747.9841623;-45.120503652039325
1739209747.9841688;-45.120503652039325
1739209747.984175;-45.120503652039325
1739209747.9841814;-38.13080360867914
1739209747.9841876;-38.13080360867914
1739209747.984194;-45.120503652039325
1739209747.9842002;-45.120503652039325
1739209747.9842067;-45.120503652039325
1739209747.9842129;-45.120503652039325
1739209747.984219;-38.13080360867914
1739209747.9842255;-45.120503652039325
1739209747.9842317;-45.120503652039325
1739209747.9842381;-45.120503652039325
1739209747.9842443;-38.13080360867914
1739209747.9842508;-33.981070128970906
1739209747.984257;-38.13080360867914
1739209747.9842634;-38.13080360867914
1739209747.9842696;-35.57807855764607
1739209747.984276;-32.816014438256545
1739209747.9842823;-38.13080360867914
1739209747.9842887;-45.120503652039325
1739209747.984295;-45.120503652039325
1739209747.9843013;-38.13080360867914
1739209747.9843075;-38.13080360867914
1739209747.984314;-38.13080360867914
1739209747.9843202;-45.120503652039325
1739209747.9843266;-38.13080360867914
1739209747.9843328;-38.13080360867914
1739209747.9843392;-45.120503652039325
1739209747.9843454;-38.13080360867914
1739209747.9843519;-38.13080360867914
1739209747.984358;-38.13080360867914
1739209747.9843645;-38.13080360867914
1739209747.9843707;-38.13080360867914
1739209747.9843771;-38.13080360867914
1739209747.9843833;-38.13080360867914
1739209747.9843895;-38.13080360867914
1739209747.984396;-45.120503652039325
1739209747.9844022;-38.13080360867914
1739209747.9844086;-38.13080360867914
1739209747.9844148;-38.13080360867914
1739209747.9844213;-38.13080360867914
1739209747.9844275;-38.13080360867914
1739209747.984434;-45.120503652039325
1739209747.98444;-45.120503652039325
1739209747.9844465;-45.120503652039325
1739209747.9844527;-38.13080360867914
1739209747.9844592;-38.13080360867914
1739209747.9844654;-32.816014438256545
1739209747.9844718;-35.57807855764607
1739209747.984478;-45.120503652039325
1739209747.9844844;-38.13080360867914
1739209747.9844906;-45.120503652039325
1739209747.984497;-33.981070128970906
1739209747.9845033;-31.141103565318915
1739209747.9845097;-45.120503652039325
1739209747.984516;-45.120503652039325
1739209747.9845223;-38.13080360867914
1739209747.9845285;-38.13080360867914
1739209747.984535;-38.13080360867914
1739209747.9845412;-32.816014438256545
1739209747.9845476;-38.13080360867914
1739209747.9845538;-38.13080360867914
1739209747.98456;-35.57807855764607
1739209747.9845665;-38.13080360867914
1739209747.9845726;-45.120503652039325
1739209747.984579;-45.120503652039325
1739209747.9845853;-38.13080360867914
1739209747.9845917;-45.120503652039325
1739209747.984598;-38.13080360867914
1739209747.9846044;-28.58837851428586
1739209747.9846106;-45.120503652039325
1739209747.984617;-45.120503652039325
1739209747.9846232;-38.13080360867914
1739209747.9846296;-38.13080360867914
1739209747.9846358;-38.13080360867914
1739209747.9846423;-45.120503652039325
1739209747.9846485;-45.120503652039325
1739209747.984655;-45.120503652039325
1739209747.984661;-45.120503652039325
1739209747.9846675;-45.120503652039325
1739209747.9846737;-45.120503652039325
1739209747.9846802;-45.120503652039325
1739209747.9846864;-38.13080360867914
1739209747.9846928;-45.120503652039325
1739209747.984699;-38.13080360867914
1739209747.9847054;-33.981070128970906
1739209747.9847116;-33.981070128970906
1739209747.984718;-45.120503652039325
1739209747.9847243;-45.120503652039325
1739209747.9847305;-45.120503652039325
1739209747.984737;-38.13080360867914
1739209747.984743;-45.120503652039325
1739209747.9847496;-45.120503652039325
1739209747.9847558;-32.816014438256545
1739209747.9847622;-38.13080360867914
1739209747.9847684;-45.120503652039325
1739209747.9847748;-45.120503652039325
1739209747.984781;-45.120503652039325
1739209747.9847875;-38.13080360867914
1739209747.9847937;-38.13080360867914
1739209747.9848;-45.120503652039325
1739209747.9848063;-45.120503652039325
1739209747.9848127;-33.981070128970906
1739209747.984819;-38.13080360867914
1739209747.9848254;-45.120503652039325
1739209747.9848316;-45.120503652039325
1739209747.984838;-45.120503652039325
1739209747.9848442;-38.13080360867914
1739209747.9848506;-45.120503652039325
1739209747.9848568;-28.21854285175415
1739209747.9848633;-32.816014438256545
1739209747.9848695;-45.120503652039325
1739209747.984876;-38.13080360867914
1739209747.984882;-35.57807855764607
1739209747.9848886;-38.13080360867914
1739209747.9848948;-45.120503652039325
1739209747.984901;-33.981070128970906
1739209747.9849074;-45.120503652039325
1739209747.9849136;-45.120503652039325
1739209747.98492;-38.13080360867914
1739209747.9849262;-38.13080360867914
1739209747.9849327;-45.120503652039325
1739209747.9849389;-38.13080360867914
1739209747.9849453;-38.13080360867914
1739209747.9849515;-38.13080360867914
1739209747.984958;-45.120503652039325
1739209747.9849641;-38.13080360867914
1739209747.9849706;-38.13080360867914
1739209747.9849768;-38.13080360867914
1739209747.9849832;-45.120503652039325
1739209747.9849894;-38.13080360867914
1739209747.9849958;-45.120503652039325
1739209747.985002;-45.120503652039325
1739209747.9850085;-32.816014438256545
1739209747.9850147;-32.816014438256545
1739209747.985021;-45.120503652039325
1739209747.9850273;-45.120503652039325
1739209747.9850338;-35.57807855764607
1739209747.98504;-38.13080360867914
1739209747.9850464;-45.120503652039325
1739209747.9850526;-38.13080360867914
1739209747.985059;-45.120503652039325
1739209747.9850652;-45.120503652039325
1739209747.9850714;-38.13080360867914
1739209747.9850779;-38.13080360867914
1739209747.985084;-38.13080360867914
