CAN Message; 0x1bb:0000d42f1a268a70
1739209847.1573808;-38.13080360867914
1739209847.1573873;-35.57807855764607
1739209847.1573937;-45.120503652039325
1739209847.1574001;-45.120503652039325
1739209847.1574066;-45.120503652039325
1739209847.157413;-38.13080360867914
1739209847.1574194;-38.13080360867914
1739209847.1574259;-38.13080360867914
1739209847.1574323;-45.120503652039325
1739209847.1574388;-45.120503652039325
1739209847.1574452;-38.13080360867914
1739209847.1574516;-33.981070128970906
1739209847.157458;-45.120503652039325
1739209847.1574645;-38.13080360867914
1739209847.157471;-38.13080360867914
1739209847.1574774;-45.120503652039325
1739209847.1574838;-45.120503652039325
1739209847.1574903;-45.120503652039325
1739209847.1574967;-45.120503652039325
1739209847.1575031;-45.120503652039325
1739209847.1575096;-38.13080360867914
1739209847.157516;-38.13080360867914
1739209847.1575224;-33.981070128970906
1739209847.1575289;-38.13080360867914
1739209847.1575353;-38.13080360867914
1739209847.1575418;-32.816014438256545
1739209847.1575482;-33.981070128970906
1739209847.1575546;-38.13080360867914
1739209847.157561;-38.13080360867914
1739209847.1575675;-35.57807855764607
1739209847.157574;-45.120503652039325
1739209847.1575804;-45.120503652039325
1739209847.1575868;-45.120503652039325
1739209847.1575933;-38.13080360867914
1739209847.1575997;-38.13080360867914
1739209847.1576061;-45.120503652039325
1739209847.1576126;-45.120503652039325
1739209847.157619;-45.120503652039325
1739209847.1576254;-38.13080360867914
1739209847.1576319;-38.13080360867914
1739209847.1576383;-38.13080360867914
1739209847.1576447;-45.120503652039325
1739209847.1576514;-45.120503652039325
1739209847.1576579;-45.120503652039325
1739209847.1576643;-45.120503652039325
1739209847.1576707;-45.120503652039325
1739209847.1576772;-38.13080360867914
1739209847.1576836;-29.438486411369333
1739209847.15769;-38.13080360867914
1739209847.1576965;-45.120503652039325
1739209847.157703;-45.120503652039325
1739209847.1577094;-32.816014438256545
1739209847.1577158;-45.120503652039325
1739209847.1577222;-45.120503652039325
1739209847.1577287;-45.120503652039325
1739209847.157735;-45.120503652039325
1739209847.1577415;-45.120503652039325
1739209847.157748;-45.120503652039325
1739209847.1577544;-38.13080360867914
1739209847.1577609;-45.120503652039325
1739209847.1577673;-38.13080360867914
1739209847.1577737;-45.120503652039325
1739209847.1577802;-38.13080360867914
1739209847.1577866;-32.816014438256545
1739209847.157793;-45.120503652039325
1739209847.1577995;-45.120503652039325
1739209847.157806;-38.13080360867914
1739209847.1578124;-32.816014438256545
1739209847.1578188;-38.13080360867914
1739209847.1578252;-45.120503652039325
1739209847.1578317;-38.13080360867914
1739209847.157838;-45.120503652039325
1739209847.1578445;-38.13080360867914
1739209847.157851;-45.120503652039325
1739209847.1578574;-45.120503652039325
1739209847.1578639;-45.120503652039325
1739209847.1578703;-45.120503652039325
1739209847.1578767;-45.120503652039325
1739209847.1578832;-45.120503652039325
1739209847.1578896;-45.120503652039325
1739209847.157896;-38.13080360867914
1739209847.1579025;-45.120503652039325
1739209847.157909;-38.13080360867914
1739209847.1579154;-38.13080360867914
1739209847.1579218;-38.13080360867914
1739209847.1579282;-38.13080360867914
1739209847.1579347;-45.120503652039325
1739209847.157941;-32.816014438256545
1739209847.1579475;-38.13080360867914
1739209847.157954;-35.57807855764607
1739209847.1579604;-45.120503652039325
1739209847.1579669;-45.120503652039325
1739209847.1579733;-38.13080360867914
1739209847.1579797;-45.120503652039325
1739209847.1579862;-38.13080360867914
1739209847.1579926;-45.120503652039325
1739209847.157999;-38.13080360867914
1739209847.1580055;-38.13080360867914
1739209847.158012;-38.13080360867914
1739209847.1580184;-38.13080360867914
1739209847.1580248;-45.120503652039325
1739209847.1580312;-38.13080360867914
1739209847.1580377;-38.13080360867914
1739209847.158044;-28.58837851428586
1739209847.1580505;-38.13080360867914
1739209847.1580572;-45.120503652039325
1739209847.1580637;-38.13080360867914
1739209847.15807;-45.120503652039325
1739209847.1580765;-35.57807855764607
1739209847.158083;-38.13080360867914
1739209847.1580894;-45.120503652039325
1739209847.1580958;-31.141103565318943
1739209847.1581023;-45.120503652039325
1739209847.1581087;-45.120503652039325
1739209847.1581151;-45.120503652039325
1739209847.1581216;-45.120503652039325
1739209847.158128;-38.13080360867914
1739209847.1581345;-32.816014438256545
1739209847.158141;-38.13080360867914
1739209847.1581473;-28.58837851428586
1739209847.1581538;-38.13080360867914
1739209847.1581602;-38.13080360867914
1739209847.1581666;-38.13080360867914
1739209847.158173;-32.816014438256545
1739209847.1581795;-45.120503652039325
1739209847.158186;-38.13080360867914
1739209847.1581924;-45.120503652039325
1739209847.1581988;-45.120503652039325
1739209847.1582053;-45.120503652039325
1739209847.1582117;-38.13080360867914
1739209847.1582181;-38.13080360867914
1739209847.1582246;-45.120503652039325
1739209847.158231;-45.120503652039325
1739209847.1582375;-45.120503652039325
1739209847.158244;-45.120503652039325
1739209847.1582503;-33.981070128970906
1739209847.1582568;-38.13080360867914
1739209847.1582632;-45.120503652039325
1739209847.1582696;-38.13080360867914
1739209847.158276;-38.13080360867914
1739209847.1582825;-33.981070128970906
1739209847.158289;-45.120503652039325
1739209847.1582954;-38.13080360867914
1739209847.1583018;-38.13080360867914
1739209847.1583083;-32.816014438256545
1739209847.1583147;-38.13080360867914
1739209847.1583211;-38.13080360867914
1739209847.1583276;-38.13080360867914
1739209847.158334;-38.13080360867914
1739209847.1583405;-45.120503652039325
1739209847.158347;-38.13080360867914
1739209847.1583533;-38.13080360867914
1739209847.1583598;-32.816014438256545
1739209847.1583662;-33.981070128970906
1739209847.1583726;-38.13080360867914
1739209847.158379;-45.120503652039325
1739209847.1583855;-45.120503652039325
1739209847.158392;-38.13080360867914
1739209847.1583984;-38.13080360867914
1739209847.1584048;-38.13080360867914
1739209847.1584113;-33.981070128970906
1739209847.1584177;-32.816014438256545
1739209847.1584241;-45.120503652039325
1739209847.1584306;-38.13080360867914
1739209847.158437;-35.57807855764607
1739209847.1584435;-45.120503652039325
1739209847.15845;-33.981070128970906
1739209847.1584563;-38.13080360867914
1739209847.1584628;-28.992665084841942
1739209847.1584692;-38.13080360867914
1739209847.1584759;-45.120503652039325
1739209847.1584823;-45.120503652039325
1739209847.1584888;-45.120503652039325
1739209847.1584952;-45.120503652039325
1739209847.1585016;-45.120503652039325
1739209847.158508;-38.13080360867914
1739209847.1585145;-33.981070128970906
1739209847.158521;-45.120503652039325
1739209847.1585274;-38.13080360867914
1739209847.1585338;-38.13080360867914
1739209847.1585402;-38.13080360867914
1739209847.1585467;-38.13080360867914
1739209847.1585531;-38.13080360867914
1739209847.1585596;-38.13080360867914
1739209847.158566;-38.13080360867914
1739209847.1585724;-38.13080360867914
1739209847.1585789;-38.13080360867914
1739209847.1585853;-38.13080360867914
1739209847.1585917;-35.57807855764607
1739209847.1585982;-38.13080360867914
1739209847.1586046;-45.120503652039325
1739209847.158611;-35.57807855764607
1739209847.1586175;-38.13080360867914
1739209847.158624;-45.120503652039325
1739209847.1586304;-38.13080360867914
1739209847.1586368;-38.13080360867914
1739209847.1586432;-45.120503652039325
1739209847.1586497;-45.120503652039325
1739209847.1586561;-45.120503652039325
1739209847.1586626;-38.13080360867914
1739209847.158669;-38.13080360867914
1739209847.1586754;-38.13080360867914
1739209847.1586819;-38.13080360867914
1739209847.1586883;-45.120503652039325
1739209847.1586947;-38.13080360867914
1739209847.1587012;-38.13080360867914
1739209847.1587076;-45.120503652039325
1739209847.158714;-45.120503652039325
1739209847.1587205;-38.13080360867914
1739209847.158727;-31.141103565318893
1739209847.1587334;-38.13080360867914
1739209847.1587398;-45.120503652039325
1739209847.1587462;-38.13080360867914
1739209847.1587527;-35.57807855764607
1739209847.158759;-45.120503652039325
1739209847.1587656;-45.120503652039325
1739209847.158772;-45.120503652039325
1739209847.1587784;-45.120503652039325
1739209847.1587849;-45.120503652039325
1739209847.1587913;-45.120503652039325
1739209847.1587977;-38.13080360867914
1739209847.1588042;-45.120503652039325
1739209847.1588106;-45.120503652039325
1739209847.158817;-45.120503652039325
1739209847.1588235;-32.816014438256545
1739209847.15883;-29.438486411369333
1739209847.1588364;-45.120503652039325
1739209847.1588428;-45.120503652039325
1739209847.1588492;-38.13080360867914
1739209847.1588557;-35.57807855764607
1739209847.158862;-38.13080360867914
1739209847.1588686;-38.13080360867914
1739209847.158875;-38.13080360867914
1739209847.1588817;-38.13080360867914
1739209847.158888;-38.13080360867914
1739209847.1588945;-45.120503652039325
1739209847.158901;-38.13080360867914
1739209847.1589074;-33.981070128970906
1739209847.1589139;-38.13080360867914
1739209847.1589203;-45.120503652039325
1739209847.1589267;-45.120503652039325
1739209847.1589332;-45.120503652039325
1739209847.1589396;-38.13080360867914
1739209847.158946;-45.120503652039325
1739209847.1589525;-38.13080360867914
1739209847.158959;-35.57807855764607
1739209847.1589653;-35.57807855764607
1739209847.1589718;-38.13080360867914
1739209847.1589782;-31.141103565318893
1739209847.1589847;-28.21854285175415
1739209847.158991;-45.120503652039325
1739209847.1589975;-38.13080360867914
1739209847.159004;-35.57807855764607
1739209847.1590104;-35.57807855764607
1739209847.1590168;-45.120503652039325
1739209847.1590233;-32.816014438256545
1739209847.1590297;-45.120503652039325
1739209847.1590362;-45.120503652039325
1739209847.1590426;-35.57807855764607
1739209847.159049;-45.120503652039325
1739209847.1590555;-45.120503652039325
1739209847.159062;-45.120503652039325
1739209847.1590683;-33.981070128970906
1739209847.1590748;-35.57807855764607
1739209847.1590812;-35.57807855764607
1739209847.1590877;-31.141103565318893
1739209847.159094;-38.13080360867914
1739209847.1591005;-35.57807855764607
1739209847.159107;-38.13080360867914
1739209847.1591134;-32.816014438256545
1739209847.1591198;-45.120503652039325
1739209847.1591263;-45.120503652039325
1739209847.1591327;-45.120503652039325
1739209847.1591392;-45.120503652039325
1739209847.1591456;-38.13080360867914
1739209847.159152;-38.13080360867914
1739209847.1591585;-45.120503652039325
1739209847.159165;-45.120503652039325
1739209847.1591713;-38.13080360867914
1739209847.1591778;-38.13080360867914
1739209847.1591842;-45.120503652039325
1739209847.1591907;-45.120503652039325
1739209847.159197;-45.120503652039325
1739209847.1592035;-45.120503652039325
1739209847.15921;-38.13080360867914
1739209847.1592164;-38.13080360867914
1739209847.1592228;-38.13080360867914
1739209847.1592293;-45.120503652039325
1739209847.1592357;-33.981070128970906
1739209847.1592422;-26.487275050834715
1739209847.1592486;-38.13080360867914
1739209847.159255;-45.120503652039325
1739209847.1592615;-38.13080360867914
1739209847.159268;-31.141103565318893
1739209847.1592743;-45.120503652039325
1739209847.1592808;-45.120503652039325
1739209847.1592872;-38.13080360867914
1739209847.1592937;-33.981070128970956
1739209847.1593003;-45.120503652039325
1739209847.1593068;-45.120503652039325
1739209847.1593132;-38.13080360867914
1739209847.1593196;-45.120503652039325
1739209847.159326;-38.13080360867914
1739209847.1593325;-45.120503652039325
1739209847.159339;-38.13080360867914
1739209847.1593454;-32.816014438256545
1739209847.1593518;-38.13080360867914
1739209847.1593583;-45.120503652039325
1739209847.1593647;-38.13080360867914
1739209847.1593711;-45.120503652039325
1739209847.1593776;-38.13080360867914
1739209847.159384;-35.57807855764607
1739209847.1593904;-45.120503652039325
1739209847.159397;-38.13080360867914
1739209847.1594033;-35.57807855764607
1739209847.1594098;-45.120503652039325
1739209847.1594162;-38.13080360867914
1739209847.1594226;-38.13080360867914
1739209847.159429;-45.120503652039325
1739209847.1594355;-45.120503652039325
1739209847.159442;-45.120503652039325
1739209847.1594484;-45.120503652039325
1739209847.1594548;-45.120503652039325
1739209847.1594613;-38.13080360867914
1739209847.1594677;-45.120503652039325
1739209847.1594741;-45.120503652039325
1739209847.1594806;-38.13080360867914
1739209847.159487;-38.13080360867914
1739209847.1594934;-45.120503652039325
1739209847.1595;-45.120503652039325
1739209847.1595063;-33.981070128970906
1739209847.1595128;-38.13080360867914
1739209847.1595192;-45.120503652039325
1739209847.1595256;-38.13080360867914
1739209847.159532;-38.13080360867914
1739209847.1595385;-45.120503652039325
1739209847.159545;-45.120503652039325
1739209847.1595514;-45.120503652039325
1739209847.1595578;-38.13080360867914
1739209847.1595643;-35.57807855764607
1739209847.1595707;-38.13080360867914
1739209847.1595771;-45.120503652039325
1739209847.1595836;-35.57807855764607
1739209847.15959;-32.816014438256545
1739209847.1595964;-45.120503652039325
1739209847.1596029;-45.120503652039325
1739209847.1596093;-45.120503652039325
1739209847.1596158;-45.120503652039325
1739209847.1596222;-38.13080360867914
1739209847.1596286;-38.13080360867914
1739209847.159635;-38.13080360867914
1739209847.1596415;-45.120503652039325
1739209847.159648;-38.13080360867914
1739209847.1596544;-38.13080360867914
1739209847.1596608;-38.13080360867914
1739209847.1596673;-45.120503652039325
1739209847.1596737;-38.13080360867914
1739209847.1596801;-38.13080360867914
1739209847.1596866;-38.13080360867914
1739209847.159693;-45.120503652039325
1739209847.1596994;-38.13080360867914
1739209847.159706;-45.120503652039325
1739209847.1597126;-45.120503652039325
1739209847.159719;-38.13080360867914
1739209847.1597254;-38.13080360867914
1739209847.1597319;-35.57807855764607
1739209847.1597383;-45.120503652039325
1739209847.1597447;-45.120503652039325
1739209847.1597512;-33.981070128970906
1739209847.1597576;-45.120503652039325
1739209847.159764;-33.981070128970906
1739209847.1597705;-45.120503652039325
1739209847.159777;-38.13080360867914
1739209847.1597834;-35.57807855764607
1739209847.1597898;-38.13080360867914
1739209847.1597962;-45.120503652039325
1739209847.1598027;-45.120503652039325
1739209847.159809;-45.120503652039325
1739209847.1598155;-38.13080360867914
1739209847.159822;-35.57807855764607
1739209847.1598284;-38.13080360867914
1739209847.1598349;-38.13080360867914
1739209847.1598413;-38.13080360867914
1739209847.1598477;-45.120503652039325
1739209847.1598542;-45.120503652039325
1739209847.1598606;-45.120503652039325
1739209847.159867;-45.120503652039325
1739209847.1598735;-45.120503652039325
1739209847.15988;-45.120503652039325
1739209847.1598864;-45.120503652039325
1739209847.1598928;-38.13080360867914
1739209847.1598992;-38.13080360867914
1739209847.1599057;-45.120503652039325
1739209847.159912;-45.120503652039325
1739209847.1599185;-45.120503652039325
1739209847.159925;-38.13080360867914
1739209847.1599314;-45.120503652039325
1739209847.1599379;-45.120503652039325
1739209847.1599443;-38.13080360867914
1739209847.1599507;-45.120503652039325
1739209847.1599572;-45.120503652039325
1739209847.1599636;-45.120503652039325
1739209847.15997;-45.120503652039325
1739209847.1599765;-45.120503652039325
1739209847.159983;-45.120503652039325
1739209847.1599894;-38.13080360867914
1739209847.1599958;-33.981070128970906
1739209847.1600022;-35.57807855764607
1739209847.1600087;-45.120503652039325
1739209847.160015;-45.120503652039325
1739209847.1600215;-28.992665084841942
1739209847.160028;-30.49652367304973
1739209847.1600344;-45.120503652039325
1739209847.1600409;-45.120503652039325
1739209847.1600473;-38.13080360867914
1739209847.1600537;-45.120503652039325
1739209847.1600602;-45.120503652039325
1739209847.1600666;-33.981070128970906
1739209847.160073;-38.13080360867914
1739209847.1600795;-45.120503652039325
1739209847.160086;-45.120503652039325
1739209847.1600924;-45.120503652039325
1739209847.1600988;-45.120503652039325
1739209847.1601052;-45.120503652039325
1739209847.1601117;-45.120503652039325
1739209847.160118;-45.120503652039325
1739209847.1601248;-32.816014438256545
1739209847.1601312;-32.816014438256545
1739209847.1601377;-45.120503652039325
1739209847.160144;-45.120503652039325
1739209847.1601505;-45.120503652039325
1739209847.160157;-35.57807855764607
1739209847.1601634;-38.13080360867914
1739209847.1601698;-38.13080360867914
1739209847.1601763;-45.120503652039325
1739209847.1601827;-45.120503652039325
1739209847.1601892;-38.13080360867914
1739209847.1601956;-35.57807855764607
1739209847.160202;-45.120503652039325
1739209847.1602085;-45.120503652039325
1739209847.160215;-33.981070128970906
1739209847.1602213;-32.816014438256545
1739209847.1602278;-45.120503652039325
1739209847.1602342;-45.120503652039325
1739209847.1602407;-38.13080360867914
1739209847.160247;-33.981070128970906
1739209847.1602535;-38.13080360867914
1739209847.16026;-45.120503652039325
1739209847.1602664;-33.981070128970906
1739209847.1602728;-38.13080360867914
1739209847.1602793;-33.981070128970906
1739209847.1602857;-28.21854285175415
1739209847.1602921;-38.13080360867914
1739209847.1602986;-32.816014438256545
1739209847.160305;-38.13080360867914
1739209847.1603115;-35.57807855764607
1739209847.160318;-45.120503652039325
1739209847.1603243;-33.981070128970906
1739209847.1603308;-38.13080360867914
1739209847.1603372;-33.981070128970956
1739209847.1603436;-38.13080360867914
1739209847.16035;-32.816014438256545
1739209847.1603565;-45.120503652039325
1739209847.160363;-45.120503652039325
1739209847.1603694;-38.13080360867914
1739209847.1603758;-38.13080360867914
1739209847.1603823;-35.57807855764607
1739209847.1603887;-45.120503652039325
1739209847.1603951;-45.120503652039325
1739209847.1604016;-33.981070128970906
1739209847.160408;-45.120503652039325
1739209847.1604145;-45.120503652039325
1739209847.160421;-45.120503652039325
1739209847.1604273;-38.13080360867914
1739209847.1604338;-38.13080360867914
1739209847.1604402;-32.816014438256545
1739209847.1604466;-38.13080360867914
1739209847.160453;-45.120503652039325
1739209847.1604595;-38.13080360867914
1739209847.160466;-35.57807855764607
1739209847.1604724;-45.120503652039325
1739209847.1604788;-45.120503652039325
1739209847.1604853;-33.981070128970906
1739209847.1604917;-38.13080360867914
1739209847.1604981;-45.120503652039325
1739209847.1605046;-45.120503652039325
1739209847.160511;-45.120503652039325
1739209847.1605175;-38.13080360867914
1739209847.160524;-33.981070128970906
1739209847.1605306;-45.120503652039325
1739209847.160537;-38.13080360867914
1739209847.1605434;-38.13080360867914
1739209847.1605499;-38.13080360867914
1739209847.1605563;-38.13080360867914
1739209847.1605628;-45.120503652039325
1739209847.1605692;-35.57807855764607
1739209847.1605756;-31.141103565318915
1739209847.160582;-33.981070128970906
1739209847.1605885;-38.13080360867914
1739209847.160595;-45.120503652039325
1739209847.1606014;-38.13080360867914
1739209847.1606078;-35.57807855764607
1739209847.1606143;-38.13080360867914
1739209847.1606207;-45.120503652039325
1739209847.1606271;-38.13080360867914
1739209847.1606336;-38.13080360867914
1739209847.16064;-38.13080360867914
1739209847.1606464;-45.120503652039325
1739209847.1606529;-45.120503652039325
1739209847.1606593;-38.13080360867914
1739209847.1606658;-38.13080360867914
1739209847.1606722;-38.13080360867914
1739209847.1606786;-38.13080360867914
1739209847.160685;-38.13080360867914
1739209847.1606915;-45.120503652039325
1739209847.160698;-38.13080360867914
1739209847.1607044;-38.13080360867914
1739209847.1607108;-38.13080360867914
1739209847.1607172;-35.57807855764607
1739209847.1607237;-32.816014438256545
1739209847.1607301;-38.13080360867914
1739209847.1607366;-45.120503652039325
1739209847.160743;-45.120503652039325
1739209847.1607494;-45.120503652039325
1739209847.1607559;-38.13080360867914
1739209847.1607623;-45.120503652039325
1739209847.1607687;-38.13080360867914
1739209847.1607752;-45.120503652039325
1739209847.1607816;-38.13080360867914
1739209847.160788;-35.57807855764607
1739209847.1607945;-45.120503652039325
1739209847.160801;-38.13080360867914
1739209847.1608074;-33.981070128970906
1739209847.1608138;-45.120503652039325
1739209847.1608202;-38.13080360867914
1739209847.1608267;-35.57807855764607
1739209847.1608331;-35.57807855764607
1739209847.1608396;-45.120503652039325
1739209847.160846;-45.120503652039325
1739209847.1608524;-45.120503652039325
1739209847.1608589;-45.120503652039325
1739209847.1608653;-38.13080360867914
1739209847.1608717;-38.13080360867914
1739209847.1608782;-45.120503652039325
1739209847.1608846;-38.13080360867914
1739209847.160891;-33.981070128970906
1739209847.1608975;-33.981070128970906
1739209847.160904;-45.120503652039325
1739209847.1609104;-38.13080360867914
1739209847.1609168;-45.120503652039325
1739209847.1609232;-38.13080360867914
1739209847.1609297;-45.120503652039325
1739209847.160936;-38.13080360867914
1739209847.1609426;-35.57807855764607
1739209847.1609492;-38.13080360867914
1739209847.1609557;-45.120503652039325
1739209847.160962;-31.141103565318915
1739209847.1609685;-32.816014438256545
1739209847.160975;-45.120503652039325
1739209847.1609814;-45.120503652039325
1739209847.1609879;-33.981070128970906
1739209847.1609943;-38.13080360867914
1739209847.1610007;-45.120503652039325
1739209847.1610072;-45.120503652039325
1739209847.1610136;-45.120503652039325
1739209847.16102;-38.13080360867914
1739209847.1610265;-38.13080360867914
1739209847.161033;-38.13080360867914
1739209847.1610394;-38.13080360867914
1739209847.1610458;-38.13080360867914
1739209847.1610522;-45.120503652039325
1739209847.1610587;-45.120503652039325
1739209847.161065;-28.992665084841942
1739209847.1610715;-38.13080360867914
1739209847.161078;-45.120503652039325
1739209847.1610844;-38.13080360867914
1739209847.1610909;-35.57807855764607
1739209847.1610973;-38.13080360867914
1739209847.1611037;-38.13080360867914
1739209847.1611102;-35.57807855764607
1739209847.1611166;-35.57807855764607
1739209847.161123;-45.120503652039325
1739209847.1611295;-38.13080360867914
1739209847.161136;-38.13080360867914
1739209847.1611423;-45.120503652039325
1739209847.1611488;-38.13080360867914
1739209847.1611552;-45.120503652039325
1739209847.1611617;-45.120503652039325
1739209847.161168;-30.49652367304973
1739209847.1611745;-33.981070128970906
1739209847.161181;-45.120503652039325
1739209847.1611874;-45.120503652039325
1739209847.1611938;-38.13080360867914
1739209847.1612003;-45.120503652039325
1739209847.1612067;-45.120503652039325
1739209847.1612132;-38.13080360867914
1739209847.1612196;-45.120503652039325
1739209847.161226;-45.120503652039325
1739209847.1612325;-35.57807855764607
1739209847.161239;-38.13080360867914
1739209847.1612453;-38.13080360867914
1739209847.1612518;-45.120503652039325
1739209847.1612582;-45.120503652039325
1739209847.1612647;-35.57807855764607
1739209847.161271;-38.13080360867914
1739209847.1612775;-45.120503652039325
1739209847.161284;-38.13080360867914
1739209847.1612904;-38.13080360867914
1739209847.1612968;-45.120503652039325
1739209847.1613033;-45.120503652039325
1739209847.1613097;-45.120503652039325
1739209847.1613162;-45.120503652039325
1739209847.1613226;-30.49652367304973
1739209847.161329;-26.991370085610736
1739209847.1613355;-45.120503652039325
1739209847.161342;-45.120503652039325
1739209847.1613483;-31.141103565318915
1739209847.161355;-32.816014438256545
1739209847.1613615;-45.120503652039325
1739209847.161368;-45.120503652039325
1739209847.1613743;-45.120503652039325
1739209847.1613808;-38.13080360867914
1739209847.1613872;-33.981070128970906
1739209847.1613936;-45.120503652039325
1739209847.1614;-38.13080360867914
1739209847.1614065;-38.13080360867914
1739209847.161413;-35.57807855764607
1739209847.1614194;-45.120503652039325
1739209847.1614258;-33.981070128970906
1739209847.1614323;-31.141103565318893
1739209847.1614387;-45.120503652039325
1739209847.1614451;-45.120503652039325
1739209847.1614516;-45.120503652039325
1739209847.161458;-45.120503652039325
1739209847.1614645;-45.120503652039325
1739209847.161471;-45.120503652039325
1739209847.1614773;-38.13080360867914
1739209847.1614838;-38.13080360867914
1739209847.1614902;-45.120503652039325
1739209847.1614966;-35.57807855764607
1739209847.161503;-45.120503652039325
1739209847.1615095;-45.120503652039325
1739209847.161516;-38.13080360867914
1739209847.1615224;-38.13080360867914
1739209847.1615288;-45.120503652039325
1739209847.1615353;-45.120503652039325
1739209847.1615417;-35.57807855764607
1739209847.1615481;-35.57807855764607
1739209847.1615546;-45.120503652039325
1739209847.161561;-45.120503652039325
1739209847.1615674;-33.981070128970906
1739209847.161574;-45.120503652039325
1739209847.1615803;-38.13080360867914
1739209847.1615868;-35.57807855764607
1739209847.1615932;-38.13080360867914
1739209847.1615996;-35.57807855764607
1739209847.161606;-38.13080360867914
1739209847.1616125;-38.13080360867914
1739209847.161619;-38.13080360867914
1739209847.1616254;-32.816014438256545
1739209847.1616318;-38.13080360867914
1739209847.1616383;-45.120503652039325
1739209847.1616447;-38.13080360867914
1739209847.1616511;-38.13080360867914
1739209847.1616576;-38.13080360867914
1739209847.161664;-45.120503652039325
