CAN Message; 0x39:0bd62b687e0a4962
1739209748.9825816;-38.13080360867914
1739209748.9825897;-33.981070128970906
1739209748.9825976;-38.13080360867914
1739209748.9826055;-38.13080360867914
1739209748.9826136;-35.57807855764607
1739209748.9826214;-38.13080360867914
1739209748.9826293;-45.120503652039325
1739209748.9826374;-45.120503652039325
1739209748.9826453;-35.57807855764607
1739209748.9826534;-38.13080360867914
1739209748.9826612;-45.120503652039325
1739209748.982669;-38.13080360867914
1739209748.9826772;-38.13080360867914
1739209748.982685;-33.981070128970906
1739209748.9826932;-45.120503652039325
1739209748.982701;-45.120503652039325
1739209748.982709;-38.13080360867914
1739209748.982717;-38.13080360867914
1739209748.982725;-38.13080360867914
1739209748.9827328;-45.120503652039325
1739209748.9827409;-45.120503652039325
1739209748.9827487;-38.13080360867914
1739209748.9827569;-28.21854285175415
1739209748.9827647;-35.57807855764607
1739209748.9827726;-38.13080360867914
1739209748.9827807;-35.57807855764607
1739209748.9827886;-45.120503652039325
1739209748.9827964;-38.13080360867914
1739209748.9828045;-33.981070128970906
1739209748.9828124;-45.120503652039325
1739209748.9828205;-32.81601443825658
1739209748.9828284;-45.120503652039325
1739209748.9828362;-32.816014438256545
1739209748.9828444;-45.120503652039325
1739209748.9828522;-45.120503652039325
1739209748.9828603;-45.120503652039325
1739209748.9828682;-45.120503652039325
1739209748.982876;-45.120503652039325
1739209748.9828842;-28.21854285175415
1739209748.982892;-31.141103565318893
1739209748.9829;-45.120503652039325
1739209748.982908;-45.120503652039325
1739209748.9829159;-38.13080360867914
1739209748.982924;-38.13080360867914
1739209748.9829319;-45.120503652039325
1739209748.9829397;-45.120503652039325
1739209748.9829478;-35.57807855764607
1739209748.9829557;-32.816014438256545
1739209748.9829636;-45.120503652039325
1739209748.9829717;-45.120503652039325
1739209748.9829795;-38.13080360867914
1739209748.9829876;-35.57807855764607
1739209748.9829955;-45.120503652039325
1739209748.9830034;-45.120503652039325
1739209748.9830115;-45.120503652039325
1739209748.9830194;-45.120503652039325
1739209748.9830272;-45.120503652039325
1739209748.9830353;-38.13080360867914
1739209748.9830432;-38.13080360867914
1739209748.9830513;-38.13080360867914
1739209748.9830592;-38.13080360867914
1739209748.983067;-45.120503652039325
1739209748.9830751;-29.438486411369333
1739209748.983083;-27.8777449560314
1739209748.983091;-45.120503652039325
1739209748.983099;-38.13080360867914
1739209748.9831069;-35.57807855764607
1739209748.983115;-35.57807855764607
1739209748.9831228;-45.120503652039325
1739209748.9831307;-35.57807855764607
1739209748.9831388;-38.13080360867914
1739209748.9831467;-45.120503652039325
1739209748.9831548;-38.13080360867914
1739209748.9831626;-38.13080360867914
1739209748.9831705;-38.13080360867914
1739209748.9831786;-38.13080360867914
1739209748.9831865;-35.57807855764607
1739209748.9831944;-45.120503652039325
1739209748.9832025;-38.13080360867914
1739209748.9832103;-38.13080360867914
1739209748.9832184;-45.120503652039325
1739209748.9832263;-35.57807855764607
1739209748.9832342;-38.13080360867914
1739209748.9832423;-45.120503652039325
1739209748.9832501;-35.57807855764607
1739209748.983258;-38.13080360867914
1739209748.983266;-45.120503652039325
1739209748.983274;-38.13080360867914
1739209748.983282;-38.13080360867914
1739209748.98329;-45.120503652039325
1739209748.9832978;-38.13080360867914
1739209748.983306;-35.57807855764607
1739209748.9833138;-38.13080360867914
1739209748.983322;-45.120503652039325
1739209748.9833298;-45.120503652039325
1739209748.9833376;-45.120503652039325
1739209748.9833457;-45.120503652039325
1739209748.9833536;-33.981070128970906
1739209748.9833615;-45.120503652039325
1739209748.9833696;-45.120503652039325
1739209748.9833775;-45.120503652039325
1739209748.9833856;-45.120503652039325
1739209748.9833934;-38.13080360867914
1739209748.9834013;-38.13080360867914
1739209748.9834094;-29.438486411369333
1739209748.9834173;-35.57807855764607
1739209748.9834251;-45.120503652039325
1739209748.9834332;-33.981070128970906
1739209748.983441;-38.13080360867914
1739209748.9834492;-38.13080360867914
1739209748.983457;-45.120503652039325
1739209748.983465;-38.13080360867914
1739209748.983473;-35.57807855764607
1739209748.983481;-38.13080360867914
1739209748.983489;-45.120503652039325
1739209748.983497;-35.57807855764607
1739209748.9835048;-38.13080360867914
1739209748.9835129;-45.120503652039325
1739209748.9835207;-45.120503652039325
1739209748.9835286;-38.13080360867914
1739209748.9835367;-38.13080360867914
1739209748.9835446;-38.13080360867914
1739209748.9835527;-38.13080360867914
1739209748.9835606;-38.13080360867914
1739209748.9835684;-45.120503652039325
1739209748.9835765;-38.13080360867914
1739209748.9835844;-38.13080360867914
1739209748.9835923;-38.13080360867914
1739209748.9836004;-38.13080360867914
1739209748.9836082;-45.120503652039325
1739209748.9836164;-45.120503652039325
1739209748.9836242;-33.981070128970906
1739209748.983632;-45.120503652039325
1739209748.9836402;-45.120503652039325
1739209748.983648;-32.816014438256545
1739209748.983656;-38.13080360867914
1739209748.983664;-38.13080360867914
1739209748.983672;-45.120503652039325
1739209748.98368;-35.57807855764607
1739209748.9836879;-38.13080360867914
1739209748.9836957;-45.120503652039325
1739209748.9837039;-45.120503652039325
1739209748.9837117;-35.57807855764607
1739209748.9837198;-35.57807855764607
1739209748.9837277;-38.13080360867914
1739209748.9837356;-45.120503652039325
1739209748.9837437;-38.13080360867914
1739209748.9837515;-35.57807855764607
1739209748.9837594;-45.120503652039325
1739209748.9837675;-38.13080360867914
1739209748.9837754;-38.13080360867914
1739209748.9837835;-35.57807855764607
1739209748.9837914;-38.13080360867914
1739209748.9837992;-45.120503652039325
1739209748.9838073;-35.57807855764607
1739209748.9838152;-38.13080360867914
1739209748.983823;-38.13080360867914
1739209748.9838312;-45.120503652039325
1739209748.983839;-32.816014438256545
1739209748.9838471;-45.120503652039325
1739209748.983855;-33.981070128970906
1739209748.9838629;-35.57807855764607
1739209748.983871;-45.120503652039325
1739209748.9838789;-45.120503652039325
1739209748.983887;-38.13080360867914
1739209748.9838948;-45.120503652039325
1739209748.9839027;-45.120503652039325
1739209748.9839108;-33.981070128970906
1739209748.9839187;-28.992665084841942
1739209748.9839265;-45.120503652039325
1739209748.9839346;-45.120503652039325
1739209748.9839425;-38.13080360867914
1739209748.9839506;-33.981070128970906
1739209748.9839585;-45.120503652039325
1739209748.9839664;-45.120503652039325
1739209748.9839745;-45.120503652039325
1739209748.9839823;-45.120503652039325
1739209748.9839902;-45.120503652039325
1739209748.9839983;-45.120503652039325
1739209748.9840062;-45.120503652039325
1739209748.9840143;-45.120503652039325
1739209748.9840221;-45.120503652039325
1739209748.98403;-45.120503652039325
1739209748.984038;-45.120503652039325
1739209748.984046;-45.120503652039325
1739209748.9840539;-45.120503652039325
1739209748.984062;-45.120503652039325
1739209748.9840698;-38.13080360867914
1739209748.984078;-45.120503652039325
1739209748.9840858;-38.13080360867914
1739209748.9840937;-38.13080360867914
1739209748.9841018;-38.13080360867914
1739209748.9841096;-28.58837851428586
1739209748.9841177;-45.120503652039325
1739209748.9841256;-45.120503652039325
1739209748.9841335;-38.13080360867914
1739209748.9841416;-32.816014438256545
1739209748.9841495;-45.120503652039325
1739209748.9841573;-38.13080360867914
1739209748.9841654;-38.13080360867914
1739209748.9841733;-33.981070128970956
1739209748.9841814;-45.120503652039325
1739209748.9841893;-35.57807855764607
1739209748.9841971;-38.13080360867914
1739209748.9842052;-38.13080360867914
1739209748.984213;-38.13080360867914
1739209748.984221;-30.49652367304973
1739209748.984229;-38.13080360867914
1739209748.984237;-32.816014438256545
1739209748.984245;-38.13080360867914
1739209748.984253;-38.13080360867914
1739209748.9842608;-35.57807855764607
1739209748.984269;-45.120503652039325
1739209748.9842768;-45.120503652039325
1739209748.9842849;-45.120503652039325
1739209748.9842927;-45.120503652039325
1739209748.9843006;-45.120503652039325
1739209748.9843087;-38.13080360867914
1739209748.9843166;-35.57807855764607
1739209748.9843245;-38.13080360867914
1739209748.9843326;-38.13080360867914
1739209748.9843404;-38.13080360867914
1739209748.9843485;-38.13080360867914
1739209748.9843564;-38.13080360867914
1739209748.9843643;-45.120503652039325
1739209748.9843724;-45.120503652039325
1739209748.9843802;-35.57807855764607
1739209748.984388;-38.13080360867914
1739209748.9843962;-45.120503652039325
1739209748.984404;-38.13080360867914
1739209748.9844122;-38.13080360867914
1739209748.98442;-38.13080360867914
1739209748.984428;-35.57807855764607
1739209748.984436;-38.13080360867914
1739209748.984444;-45.120503652039325
1739209748.9844518;-38.13080360867914
1739209748.9844599;-38.13080360867914
1739209748.9844677;-45.120503652039325
1739209748.9844759;-45.120503652039325
1739209748.9844837;-38.13080360867914
1739209748.9844916;-45.120503652039325
1739209748.9844997;-45.120503652039325
1739209748.9845076;-35.57807855764607
1739209748.9845157;-38.13080360867914
1739209748.9845235;-45.120503652039325
1739209748.9845314;-33.981070128970906
1739209748.9845395;-38.13080360867914
1739209748.9845474;-38.13080360867914
1739209748.9845552;-35.57807855764607
1739209748.9845634;-35.57807855764607
1739209748.9845712;-45.120503652039325
1739209748.9845793;-45.120503652039325
1739209748.9845872;-35.57807855764607
1739209748.984595;-38.13080360867914
1739209748.9846032;-45.120503652039325
1739209748.984611;-45.120503652039325
1739209748.984619;-38.13080360867914
1739209748.984627;-35.57807855764607
1739209748.9846349;-45.120503652039325
1739209748.984643;-45.120503652039325
1739209748.9846509;-38.13080360867914
1739209748.9846587;-35.57807855764607
1739209748.9846668;-45.120503652039325
1739209748.9846747;-45.120503652039325
1739209748.9846826;-35.57807855764607
1739209748.9846907;-31.141103565318915
1739209748.9846985;-45.120503652039325
1739209748.9847066;-38.13080360867914
1739209748.9847145;-38.13080360867914
1739209748.9847224;-38.13080360867914
1739209748.9847305;-38.13080360867914
1739209748.9847383;-38.13080360867914
1739209748.9847465;-38.13080360867914
1739209748.9847543;-38.13080360867914
1739209748.9847622;-45.120503652039325
1739209748.9847703;-38.13080360867914
1739209748.9847782;-35.57807855764607
1739209748.984786;-35.57807855764607
1739209748.9847941;-38.13080360867914
1739209748.984802;-35.57807855764607
1739209748.98481;-45.120503652039325
1739209748.984818;-38.13080360867914
1739209748.9848258;-38.13080360867914
1739209748.984834;-38.13080360867914
1739209748.9848418;-45.120503652039325
1739209748.9848497;-38.13080360867914
1739209748.9848578;-35.57807855764607
1739209748.9848657;-38.13080360867914
1739209748.9848738;-45.120503652039325
1739209748.9848816;-45.120503652039325
1739209748.9848895;-35.57807855764607
1739209748.9848976;-38.13080360867914
1739209748.9849055;-45.120503652039325
1739209748.9849136;-38.13080360867914
1739209748.9849215;-38.13080360867914
1739209748.9849293;-45.120503652039325
1739209748.9849374;-38.13080360867914
1739209748.9849453;-33.981070128970906
1739209748.9849532;-33.981070128970906
1739209748.9849613;-38.13080360867914
1739209748.9849691;-45.120503652039325
1739209748.9849772;-45.120503652039325
1739209748.984985;-45.120503652039325
1739209748.984993;-45.120503652039325
1739209748.985001;-45.120503652039325
1739209748.985009;-33.981070128970906
1739209748.9850168;-33.981070128970906
1739209748.985025;-38.13080360867914
1739209748.9850328;-45.120503652039325
1739209748.985041;-38.13080360867914
1739209748.9850488;-38.13080360867914
1739209748.9850566;-33.981070128970906
1739209748.9850647;-38.13080360867914
1739209748.9850726;-31.141103565318915
1739209748.9850805;-33.981070128970906
1739209748.9850886;-28.992665084841942
1739209748.9850965;-35.57807855764607
1739209748.9851046;-38.13080360867914
1739209748.9851124;-38.13080360867914
1739209748.9851203;-45.120503652039325
1739209748.9851284;-45.120503652039325
1739209748.9851363;-33.981070128970906
1739209748.9851444;-35.57807855764607
1739209748.9851522;-38.13080360867914
1739209748.98516;-38.13080360867914
1739209748.9851682;-38.13080360867914
1739209748.985176;-45.120503652039325
1739209748.985184;-38.13080360867914
1739209748.985192;-38.13080360867914
1739209748.9852;-45.120503652039325
1739209748.985208;-45.120503652039325
1739209748.985216;-38.13080360867914
1739209748.9852238;-35.57807855764607
1739209748.9852319;-38.13080360867914
1739209748.9852397;-38.13080360867914
1739209748.9852476;-38.13080360867914
1739209748.9852557;-45.120503652039325
1739209748.9852636;-33.981070128970906
1739209748.9852717;-31.141103565318915
1739209748.9852796;-38.13080360867914
1739209748.9852874;-38.13080360867914
1739209748.9852955;-38.13080360867914
1739209748.9853034;-38.13080360867914
1739209748.9853115;-45.120503652039325
1739209748.9853194;-45.120503652039325
1739209748.9853272;-38.13080360867914
1739209748.9853354;-32.816014438256545
1739209748.9853432;-38.13080360867914
1739209748.985351;-35.57807855764607
1739209748.9853592;-38.13080360867914
1739209748.985367;-38.13080360867914
1739209748.9853752;-35.57807855764607
1739209748.985383;-45.120503652039325
1739209748.985391;-38.13080360867914
1739209748.985399;-31.141103565318915
1739209748.9854069;-38.13080360867914
1739209748.9854147;-38.13080360867914
1739209748.9854228;-45.120503652039325
1739209748.9854307;-38.13080360867914
1739209748.9854388;-35.57807855764607
1739209748.9854467;-45.120503652039325
1739209748.9854546;-45.120503652039325
1739209748.9854627;-45.120503652039325
1739209748.9854705;-45.120503652039325
1739209748.9854784;-45.120503652039325
1739209748.9854865;-33.981070128970906
1739209748.9854944;-38.13080360867914
1739209748.9855025;-38.13080360867914
1739209748.9855103;-45.120503652039325
1739209748.9855182;-45.120503652039325
1739209748.9855263;-45.120503652039325
1739209748.9855342;-33.981070128970906
1739209748.9855423;-38.13080360867914
1739209748.9855502;-45.120503652039325
1739209748.985558;-38.13080360867914
1739209748.9855661;-32.816014438256545
1739209748.985574;-45.120503652039325
1739209748.9855819;-38.13080360867914
1739209748.98559;-31.141103565318915
1739209748.9855978;-45.120503652039325
1739209748.985606;-45.120503652039325
1739209748.9856138;-38.13080360867914
1739209748.9856217;-45.120503652039325
1739209748.9856298;-45.120503652039325
1739209748.9856377;-45.120503652039325
1739209748.9856455;-45.120503652039325
1739209748.9856536;-35.57807855764607
1739209748.9856615;-38.13080360867914
1739209748.9856696;-45.120503652039325
1739209748.9856775;-45.120503652039325
1739209748.9856853;-35.57807855764607
1739209748.9856935;-38.13080360867914
1739209748.9857013;-45.120503652039325
1739209748.9857092;-45.120503652039325
1739209748.9857173;-35.57807855764607
1739209748.9857252;-38.13080360867914
1739209748.9857333;-45.120503652039325
1739209748.9857411;-45.120503652039325
1739209748.985749;-45.120503652039325
1739209748.985757;-38.13080360867914
1739209748.985765;-45.120503652039325
1739209748.985773;-38.13080360867914
1739209748.985781;-45.120503652039325
1739209748.9857888;-45.120503652039325
1739209748.985797;-45.120503652039325
1739209748.9858048;-45.120503652039325
1739209748.9858127;-35.57807855764607
1739209748.9858208;-38.13080360867914
1739209748.9858286;-45.120503652039325
1739209748.9858367;-38.13080360867914
1739209748.9858446;-38.13080360867914
1739209748.9858525;-32.816014438256545
1739209748.9858606;-38.13080360867914
1739209748.9858685;-38.13080360867914
1739209748.9858763;-38.13080360867914
1739209748.9858844;-35.57807855764607
1739209748.9858923;-35.57807855764607
1739209748.9859004;-28.992665084841942
1739209748.9859083;-45.120503652039325
1739209748.9859161;-45.120503652039325
1739209748.9859242;-45.120503652039325
1739209748.985932;-38.13080360867914
1739209748.9859402;-45.120503652039325
1739209748.985948;-45.120503652039325
1739209748.985956;-35.57807855764607
1739209748.985964;-38.13080360867914
1739209748.985972;-38.13080360867914
1739209748.9859798;-45.120503652039325
1739209748.985988;-45.120503652039325
1739209748.9859958;-38.13080360867914
1739209748.9860039;-35.57807855764607
1739209748.9860117;-32.816014438256545
1739209748.9860196;-35.57807855764607
1739209748.9860277;-45.120503652039325
1739209748.9860356;-38.13080360867914
1739209748.9860435;-32.816014438256545
1739209748.9860516;-38.13080360867914
1739209748.9860594;-45.120503652039325
1739209748.9860675;-45.120503652039325
1739209748.9860754;-45.120503652039325
1739209748.9860833;-38.13080360867914
1739209748.9860914;-38.13080360867914
1739209748.9860992;-45.120503652039325
1739209748.986107;-38.13080360867914
1739209748.9861152;-38.13080360867914
1739209748.986123;-45.120503652039325
1739209748.9861312;-38.13080360867914
1739209748.986139;-45.120503652039325
1739209748.986147;-38.13080360867914
1739209748.986155;-38.13080360867914
1739209748.986163;-32.816014438256545
1739209748.986171;-27.267205301931607
1739209748.9861789;-45.120503652039325
1739209748.9861867;-45.120503652039325
1739209748.9861948;-35.57807855764607
1739209748.9862027;-35.57807855764607
1739209748.9862106;-45.120503652039325
1739209748.9862187;-45.120503652039325
1739209748.9862266;-45.120503652039325
1739209748.9862347;-35.57807855764607
1739209748.9862425;-38.13080360867914
1739209748.9862504;-38.13080360867914
1739209748.9862585;-38.13080360867914
1739209748.9862664;-45.120503652039325
1739209748.9862742;-45.120503652039325
1739209748.9862823;-38.13080360867914
1739209748.9862902;-38.13080360867914
1739209748.9862983;-28.992665084841942
1739209748.9863062;-45.120503652039325
1739209748.986314;-45.120503652039325
1739209748.9863222;-38.13080360867914
1739209748.98633;-38.13080360867914
1739209748.9863381;-35.57807855764607
1739209748.986346;-38.13080360867914
1739209748.9863539;-45.120503652039325
1739209748.986362;-45.120503652039325
1739209748.9863698;-45.120503652039325
1739209748.9863777;-45.120503652039325
1739209748.9863858;-45.120503652039325
1739209748.9863937;-45.120503652039325
1739209748.9864018;-38.13080360867914
1739209748.9864097;-38.13080360867914
1739209748.9864175;-45.120503652039325
1739209748.9864256;-38.13080360867914
1739209748.9864335;-35.57807855764607
1739209748.9864414;-38.13080360867914
1739209748.9864495;-45.120503652039325
1739209748.9864573;-45.120503652039325
1739209748.9864655;-38.13080360867914
1739209748.9864733;-38.13080360867914
1739209748.9864812;-45.120503652039325
1739209748.9864893;-38.13080360867914
1739209748.9864972;-38.13080360867914
1739209748.986505;-38.13080360867914
1739209748.9865131;-38.13080360867914
1739209748.986521;-45.120503652039325
1739209748.986529;-38.13080360867914
1739209748.986537;-38.13080360867914
1739209748.9865448;-45.120503652039325
1739209748.986553;-35.57807855764607
1739209748.9865608;-32.816014438256545
1739209748.986569;-38.13080360867914
1739209748.9865768;-45.120503652039325
1739209748.9865847;-38.13080360867914
1739209748.9865928;-38.13080360867914
1739209748.9866006;-45.120503652039325
1739209748.9866085;-38.13080360867914
1739209748.9866166;-33.981070128970906
1739209748.9866245;-33.981070128970906
1739209748.9866326;-38.13080360867914
1739209748.9866405;-35.57807855764607
1739209748.9866483;-33.981070128970906
1739209748.9866564;-38.13080360867914
1739209748.9866643;-38.13080360867914
1739209748.9866722;-45.120503652039325
1739209748.9866803;-32.816014438256545
1739209748.9866881;-31.141103565318915
1739209748.9866962;-45.120503652039325
1739209748.986704;-45.120503652039325
1739209748.986712;-45.120503652039325
1739209748.98672;-45.120503652039325
1739209748.986728;-38.13080360867914
1739209748.986736;-35.57807855764607
1739209748.986744;-35.57807855764607
1739209748.9867518;-45.120503652039325
1739209748.98676;-45.120503652039325
1739209748.9867678;-38.13080360867914
1739209748.9867756;-35.57807855764607
1739209748.9867837;-45.120503652039325
1739209748.9867916;-45.120503652039325
1739209748.9867997;-45.120503652039325
1739209748.9868076;-38.13080360867914
1739209748.9868155;-38.13080360867914
1739209748.9868236;-38.13080360867914
1739209748.9868314;-38.13080360867914
1739209748.9868393;-38.13080360867914
1739209748.9868474;-45.120503652039325
1739209748.9868553;-38.13080360867914
1739209748.9868634;-45.120503652039325
1739209748.9868712;-38.13080360867914
1739209748.986879;-38.13080360867914
1739209748.9868872;-45.120503652039325
1739209748.986895;-45.120503652039325
1739209748.986903;-38.13080360867914
1739209748.986911;-45.120503652039325
1739209748.986919;-45.120503652039325
1739209748.986927;-45.120503652039325
1739209748.986935;-45.120503652039325
1739209748.9869428;-38.13080360867914
1739209748.9869509;-38.13080360867914
1739209748.9869587;-33.981070128970906
1739209748.9869668;-38.13080360867914
1739209748.9869747;-35.57807855764607
1739209748.9869826;-38.13080360867914
1739209748.9869907;-38.13080360867914
1739209748.9869986;-35.57807855764607
1739209748.9870064;-45.120503652039325
1739209748.9870145;-35.57807855764607
1739209748.9870224;-38.13080360867914
1739209748.9870305;-33.981070128970906
1739209748.9870384;-45.120503652039325
1739209748.9870462;-38.13080360867914
1739209748.9870543;-45.120503652039325
1739209748.9870622;-38.13080360867914
1739209748.98707;-45.120503652039325
1739209748.9870782;-45.120503652039325
1739209748.987086;-38.13080360867914
1739209748.9870942;-38.13080360867914
1739209748.987102;-38.13080360867914
1739209748.98711;-45.120503652039325
1739209748.987118;-38.13080360867914
1739209748.9871259;-45.120503652039325
1739209748.9871337;-32.816014438256545
1739209748.9871418;-38.13080360867914
1739209748.9871497;-38.13080360867914
1739209748.9871578;-38.13080360867914
1739209748.9871657;-38.13080360867914
1739209748.9871736;-35.57807855764607
1739209748.9871817;-38.13080360867914
1739209748.9871895;-32.816014438256545
1739209748.9871976;-45.120503652039325
1739209748.9872055;-45.120503652039325
1739209748.9872134;-38.13080360867914
1739209748.9872215;-38.13080360867914
1739209748.9872293;-45.120503652039325
1739209748.9872372;-45.120503652039325
1739209748.9872453;-32.816014438256545
1739209748.9872532;-33.981070128970906
1739209748.9872613;-45.120503652039325
1739209748.9872692;-38.13080360867914
1739209748.987277;-38.13080360867914
1739209748.9872851;-45.120503652039325
1739209748.987293;-38.13080360867914
1739209748.9873009;-38.13080360867914
1739209748.987309;-38.13080360867914
1739209748.9873168;-45.120503652039325
1739209748.987325;-38.13080360867914
1739209748.9873328;-33.981070128970906
1739209748.9873407;-45.120503652039325
1739209748.9873488;-38.13080360867914
1739209748.9873567;-45.120503652039325
1739209748.9873648;-45.120503652039325
1739209748.9873726;-45.120503652039325
1739209748.9873805;-33.981070128970906
1739209748.9873886;-45.120503652039325
1739209748.9873965;-45.120503652039325
1739209748.9874043;-45.120503652039325
1739209748.9874125;-45.120503652039325
1739209748.9874203;-32.816014438256545
1739209748.9874284;-45.120503652039325
1739209748.9874363;-45.120503652039325
1739209748.9874442;-38.13080360867914
1739209748.9874523;-31.141103565318893
1739209748.9874601;-28.58837851428586
1739209748.987468;-45.120503652039325
1739209748.987476;-38.13080360867914
1739209748.987484;-38.13080360867914
1739209748.987492;-38.13080360867914
1739209748.9875;-38.13080360867914
1739209748.9875078;-35.57807855764607
1739209748.987516;-45.120503652039325
1739209748.9875238;-38.13080360867914
1739209748.9875317;-38.13080360867914
1739209748.9875398;-45.120503652039325
1739209748.9875476;-38.13080360867914
1739209748.9875557;-38.13080360867914
1739209748.9875636;-38.13080360867914
1739209748.9875715;-38.13080360867914
1739209748.9875796;-29.438486411369333
1739209748.9875875;-26.991370085610722
1739209748.9875956;-45.120503652039325
1739209748.9876034;-45.120503652039325
1739209748.9876113;-30.49652367304973
1739209748.9876194;-38.13080360867914
1739209748.9876273;-38.13080360867914
1739209748.9876351;-38.13080360867914
1739209748.9876432;-38.13080360867914
1739209748.987651;-45.120503652039325
1739209748.9876592;-38.13080360867914
1739209748.987667;-45.120503652039325
1739209748.987675;-38.13080360867914
1739209748.987683;-45.120503652039325
1739209748.987691;-38.13080360867914
1739209748.9876988;-35.57807855764607
1739209748.987707;-45.120503652039325
1739209748.9877148;-38.13080360867914
1739209748.9877229;-45.120503652039325
1739209748.9877307;-45.120503652039325
1739209748.9877386;-45.120503652039325
1739209748.9877467;-38.13080360867914
1739209748.9877546;-45.120503652039325
1739209748.9877627;-45.120503652039325
1739209748.9877706;-45.120503652039325
1739209748.9877784;-38.13080360867914
1739209748.9877865;-32.816014438256545
1739209748.9877944;-38.13080360867914
1739209748.9878023;-45.120503652039325
1739209748.9878104;-45.120503652039325
1739209748.9878182;-33.981070128970906
1739209748.9878263;-38.13080360867914
1739209748.9878342;-38.13080360867914
1739209748.987842;-31.14110356531892
1739209748.9878502;-32.816014438256545
1739209748.987858;-32.816014438256545
1739209748.987866;-45.120503652039325
1739209748.987874;-38.13080360867914
1739209748.987882;-35.57807855764607
