CAN Message; 0x98:0000b6acba4db1a1
Timestamp;Amplitude
1739209729.2210827;-38.13080360867914
1739209729.2210937;-35.57807855764607
1739209729.2211044;-32.816014438256545
1739209729.2211154;-38.13080360867914
1739209729.221126;-45.120503652039325
1739209729.221137;-38.13080360867914
1739209729.2211478;-38.13080360867914
1739209729.2211585;-38.13080360867914
1739209729.2211695;-45.120503652039325
1739209729.2211802;-35.57807855764607
1739209729.2211912;-38.13080360867914
1739209729.221202;-38.13080360867914
1739209729.2212129;-38.13080360867914
1739209729.2212236;-35.57807855764607
1739209729.2212346;-28.992665084841942
1739209729.2212453;-45.120503652039325
1739209729.221256;-45.120503652039325
1739209729.221267;-35.57807855764607
1739209729.2212777;-35.57807855764607
1739209729.2212887;-38.13080360867914
1739209729.2212994;-38.13080360867914
1739209729.2213104;-38.13080360867914
1739209729.221321;-45.120503652039325
1739209729.2213318;-45.120503652039325
1739209729.2213428;-45.120503652039325
1739209729.2213535;-32.816014438256545
1739209729.2213645;-38.13080360867914
1739209729.2213752;-45.120503652039325
1739209729.2213862;-45.120503652039325
1739209729.221397;-45.120503652039325
1739209729.221408;-38.13080360867914
1739209729.2214186;-45.120503652039325
1739209729.2214293;-45.120503652039325
1739209729.2214403;-45.120503652039325
1739209729.221451;-45.120503652039325
1739209729.221462;-32.816014438256545
1739209729.2214727;-38.13080360867914
1739209729.2214837;-38.13080360867914
1739209729.2214944;-38.13080360867914
1739209729.2215052;-45.120503652039325
1739209729.2215161;-38.13080360867914
1739209729.2215269;-45.120503652039325
1739209729.2215378;-45.120503652039325
1739209729.2215486;-38.13080360867914
1739209729.2215595;-38.13080360867914
1739209729.2215703;-45.120503652039325
1739209729.2215812;-45.120503652039325
1739209729.221592;-35.57807855764607
1739209729.2216027;-32.816014438256545
1739209729.2216136;-45.120503652039325
1739209729.2216244;-45.120503652039325
1739209729.2216353;-32.816014438256545
1739209729.221646;-38.13080360867914
1739209729.221657;-38.13080360867914
1739209729.2216678;-38.13080360867914
1739209729.2216785;-38.13080360867914
1739209729.2216895;-38.13080360867914
1739209729.2217002;-38.13080360867914
1739209729.2217112;-45.120503652039325
1739209729.221722;-38.13080360867914
1739209729.2217329;-38.13080360867914
1739209729.2217436;-45.120503652039325
1739209729.2217546;-45.120503652039325
1739209729.2217653;-45.120503652039325
1739209729.221776;-38.13080360867914
1739209729.221787;-45.120503652039325
1739209729.2217977;-45.120503652039325
1739209729.2218087;-38.13080360867914
1739209729.2218194;-45.120503652039325
1739209729.2218304;-45.120503652039325
1739209729.221841;-45.120503652039325
1739209729.2218518;-38.13080360867914
1739209729.2218628;-45.120503652039325
1739209729.2218735;-45.120503652039325
1739209729.2218845;-45.120503652039325
1739209729.2218952;-35.57807855764607
1739209729.2219062;-35.57807855764607
1739209729.221917;-45.120503652039325
1739209729.2219276;-38.13080360867914
1739209729.2219386;-45.120503652039325
1739209729.2219493;-38.13080360867914
1739209729.2219603;-38.13080360867914
1739209729.221971;-38.13080360867914
1739209729.221982;-38.13080360867914
1739209729.2219927;-45.120503652039325
1739209729.2220037;-45.120503652039325
1739209729.2220144;-45.120503652039325
1739209729.2220252;-35.57807855764607
1739209729.2220361;-35.57807855764607
1739209729.2220469;-45.120503652039325
1739209729.2220578;-38.13080360867914
1739209729.2220685;-38.13080360867914
1739209729.2220795;-38.13080360867914
1739209729.2220902;-45.120503652039325
1739209729.222101;-38.13080360867914
1739209729.222112;-45.120503652039325
1739209729.2221227;-45.120503652039325
1739209729.2221336;-38.13080360867914
1739209729.2221444;-38.13080360867914
1739209729.2221553;-38.13080360867914
1739209729.222166;-45.120503652039325
1739209729.222177;-32.816014438256545
1739209729.2221878;-45.120503652039325
1739209729.2221985;-35.57807855764607
1739209729.2222095;-32.816014438256545
1739209729.2222202;-45.120503652039325
1739209729.2222311;-45.120503652039325
1739209729.2222419;-38.13080360867914
1739209729.2222528;-35.57807855764607
1739209729.2222636;-45.120503652039325
1739209729.2222743;-35.57807855764607
1739209729.2222853;-45.120503652039325
1739209729.222296;-45.120503652039325
1739209729.222307;-35.57807855764607
1739209729.2223177;-38.13080360867914
1739209729.2223287;-45.120503652039325
1739209729.2223394;-45.120503652039325
1739209729.2223504;-38.13080360867914
1739209729.222361;-45.120503652039325
1739209729.2223718;-38.13080360867914
1739209729.2223828;-35.57807855764607
1739209729.2223935;-45.120503652039325
1739209729.2224045;-45.120503652039325
1739209729.2224152;-38.13080360867914
1739209729.2224262;-35.57807855764607
1739209729.222437;-45.120503652039325
1739209729.2224476;-45.120503652039325
1739209729.2224586;-38.13080360867914
1739209729.2224693;-45.120503652039325
1739209729.2224803;-45.120503652039325
1739209729.222491;-45.120503652039325
1739209729.222502;-45.120503652039325
1739209729.2225127;-45.120503652039325
1739209729.2225235;-45.120503652039325
1739209729.2225344;-45.120503652039325
1739209729.2225451;-45.120503652039325
1739209729.222556;-45.120503652039325
1739209729.2225668;-38.13080360867914
1739209729.2225778;-38.13080360867914
1739209729.2225885;-35.57807855764607
1739209729.2225995;-35.57807855764607
1739209729.2226102;-45.120503652039325
1739209729.222621;-45.120503652039325
1739209729.222632;-38.13080360867914
1739209729.2226427;-32.816014438256545
1739209729.2226536;-45.120503652039325
1739209729.2226644;-45.120503652039325
1739209729.2226753;-45.120503652039325
1739209729.222686;-45.120503652039325
1739209729.2226968;-45.120503652039325
1739209729.2227077;-45.120503652039325
1739209729.2227185;-45.120503652039325
1739209729.2227294;-38.13080360867914
1739209729.2227402;-38.13080360867914
1739209729.2227511;-45.120503652039325
1739209729.2227619;-33.981070128970906
1739209729.2227728;-45.120503652039325
1739209729.2227836;-35.57807855764607
1739209729.2227943;-38.13080360867914
1739209729.2228053;-35.57807855764607
1739209729.222816;-28.58837851428586
1739209729.222827;-38.13080360867914
1739209729.2228377;-45.120503652039325
1739209729.2228487;-45.120503652039325
1739209729.2228594;-33.981070128970906
1739209729.22287;-38.13080360867914
1739209729.222881;-45.120503652039325
1739209729.2228918;-45.120503652039325
1739209729.2229028;-38.13080360867914
1739209729.2229135;-35.57807855764607
1739209729.2229245;-38.13080360867914
1739209729.2229352;-45.120503652039325
1739209729.2229462;-38.13080360867914
1739209729.222957;-35.57807855764607
1739209729.2229676;-38.13080360867914
1739209729.2229786;-45.120503652039325
1739209729.2229893;-38.13080360867914
1739209729.2230003;-38.13080360867914
1739209729.223011;-45.120503652039325
1739209729.223022;-45.120503652039325
1739209729.2230327;-38.13080360867914
1739209729.2230434;-45.120503652039325
1739209729.2230544;-45.120503652039325
1739209729.2230651;-38.13080360867914
1739209729.223076;-33.981070128970906
1739209729.2230868;-35.57807855764607
1739209729.2230978;-45.120503652039325
1739209729.2231085;-45.120503652039325
1739209729.2231195;-38.13080360867914
1739209729.2231302;-38.13080360867914
1739209729.223141;-38.13080360867914
1739209729.223152;-45.120503652039325
1739209729.2231627;-35.57807855764607
1739209729.2231736;-38.13080360867914
1739209729.2231843;-45.120503652039325
1739209729.2231953;-38.13080360867914
1739209729.223206;-38.13080360867914
1739209729.2232168;-45.120503652039325
1739209729.2232277;-45.120503652039325
1739209729.2232385;-38.13080360867914
1739209729.2232494;-28.992665084841942
1739209729.2232602;-33.981070128970906
1739209729.2232711;-38.13080360867914
1739209729.2232819;-38.13080360867914
1739209729.2232926;-35.57807855764607
1739209729.2233036;-38.13080360867914
1739209729.2233143;-38.13080360867914
1739209729.2233253;-45.120503652039325
1739209729.223336;-32.816014438256545
1739209729.223347;-33.981070128970906
1739209729.2233577;-38.13080360867914
1739209729.2233686;-45.120503652039325
1739209729.2233794;-45.120503652039325
1739209729.22339;-38.13080360867914
1739209729.223401;-45.120503652039325
1739209729.2234118;-45.120503652039325
1739209729.2234228;-33.981070128970906
1739209729.2234335;-38.13080360867914
1739209729.2234445;-38.13080360867914
1739209729.2234552;-45.120503652039325
1739209729.223466;-38.13080360867914
1739209729.223477;-38.13080360867914
1739209729.2234876;-38.13080360867914
1739209729.2234986;-45.120503652039325
1739209729.2235093;-45.120503652039325
1739209729.2235203;-38.13080360867914
1739209729.223531;-38.13080360867914
1739209729.223542;-45.120503652039325
1739209729.2235527;-45.120503652039325
1739209729.2235634;-33.981070128970906
1739209729.2235744;-38.13080360867914
1739209729.2235851;-38.13080360867914
1739209729.223596;-38.13080360867914
1739209729.2236068;-45.120503652039325
1739209729.2236178;-38.13080360867914
1739209729.2236285;-38.13080360867914
1739209729.2236392;-38.13080360867914
1739209729.2236502;-45.120503652039325
1739209729.223661;-45.120503652039325
1739209729.223672;-38.13080360867914
1739209729.2236826;-33.981070128970906
1739209729.2236936;-38.13080360867914
1739209729.2237043;-38.13080360867914
1739209729.2237153;-38.13080360867914
1739209729.223726;-38.13080360867914
1739209729.2237368;-35.57807855764607
1739209729.2237477;-38.13080360867914
1739209729.2237585;-38.13080360867914
1739209729.2237694;-38.13080360867914
1739209729.2237802;-45.120503652039325
1739209729.2237911;-45.120503652039325
