CAN Message; 0x150:0300c8ee693d8232
Timestamp;Amplitude
1739209714.436114;-33.981070128970906
1739209714.4361227;-35.57807855764607
1739209714.4361315;-45.120503652039325
1739209714.43614;-38.13080360867914
1739209714.4361486;-38.13080360867914
1739209714.4361572;-45.120503652039325
1739209714.4361658;-45.120503652039325
1739209714.4361746;-38.13080360867914
1739209714.4361832;-38.13080360867914
1739209714.4361918;-45.120503652039325
1739209714.4362004;-45.120503652039325
1739209714.436209;-45.120503652039325
1739209714.4362175;-45.120503652039325
1739209714.4362264;-45.120503652039325
1739209714.436235;-45.120503652039325
1739209714.4362435;-38.13080360867914
1739209714.436252;-32.816014438256545
1739209714.4362607;-38.13080360867914
1739209714.4362695;-45.120503652039325
1739209714.436278;-33.981070128970906
1739209714.4362867;-32.816014438256545
1739209714.4362953;-31.141103565318915
1739209714.4363039;-45.120503652039325
1739209714.4363127;-38.13080360867914
1739209714.4363213;-33.981070128970906
1739209714.4363298;-33.981070128970906
1739209714.4363384;-45.120503652039325
1739209714.436347;-38.13080360867914
1739209714.4363556;-38.13080360867914
1739209714.4363644;-45.120503652039325
1739209714.436373;-45.120503652039325
1739209714.4363816;-38.13080360867914
1739209714.4363902;-32.816014438256545
1739209714.4363987;-45.120503652039325
1739209714.4364076;-38.13080360867914
1739209714.4364161;-38.13080360867914
1739209714.4364247;-30.49652367304973
1739209714.4364333;-33.981070128970906
1739209714.436442;-45.120503652039325
1739209714.4364507;-45.120503652039325
1739209714.4364593;-33.981070128970906
1739209714.436468;-33.981070128970906
1739209714.4364765;-45.120503652039325
1739209714.436485;-38.13080360867914
1739209714.4364936;-38.13080360867914
1739209714.4365025;-45.120503652039325
1739209714.436511;-45.120503652039325
1739209714.4365196;-38.13080360867914
1739209714.4365282;-38.13080360867914
1739209714.4365368;-45.120503652039325
1739209714.4365456;-38.13080360867914
1739209714.4365542;-45.120503652039325
1739209714.4365628;-38.13080360867914
1739209714.4365714;-45.120503652039325
1739209714.43658;-38.13080360867914
1739209714.4365888;-38.13080360867914
1739209714.4365973;-35.57807855764607
1739209714.436606;-35.57807855764607
1739209714.4366145;-32.816014438256545
1739209714.436623;-45.120503652039325
1739209714.4366317;-33.981070128970906
1739209714.4366405;-31.141103565318915
1739209714.436649;-38.13080360867914
1739209714.4366577;-45.120503652039325
1739209714.4366663;-45.120503652039325
1739209714.4366748;-45.120503652039325
1739209714.4366837;-45.120503652039325
1739209714.4366922;-38.13080360867914
1739209714.4367008;-38.13080360867914
1739209714.4367094;-35.57807855764607
1739209714.436718;-35.57807855764607
1739209714.4367268;-45.120503652039325
1739209714.4367354;-45.120503652039325
1739209714.436744;-45.120503652039325
1739209714.4367526;-45.120503652039325
1739209714.4367611;-35.57807855764607
1739209714.43677;-32.816014438256545
1739209714.4367785;-31.141103565318915
1739209714.4367871;-45.120503652039325
1739209714.4367957;-45.120503652039325
1739209714.4368043;-38.13080360867914
1739209714.4368129;-35.57807855764607
1739209714.4368217;-38.13080360867914
1739209714.4368303;-33.981070128970906
1739209714.4368389;-38.13080360867914
1739209714.4368474;-33.981070128970906
1739209714.436856;-45.120503652039325
1739209714.4368649;-45.120503652039325
1739209714.4368734;-45.120503652039325
1739209714.436882;-38.13080360867914
1739209714.4368906;-38.13080360867914
1739209714.4368992;-45.120503652039325
1739209714.436908;-35.57807855764607
1739209714.4369166;-45.120503652039325
1739209714.4369252;-45.120503652039325
1739209714.4369338;-38.13080360867914
1739209714.4369423;-45.120503652039325
1739209714.436951;-38.13080360867914
1739209714.4369597;-38.13080360867914
1739209714.4369683;-38.13080360867914
1739209714.436977;-45.120503652039325
1739209714.4369855;-38.13080360867914
1739209714.436994;-38.13080360867914
1739209714.437003;-45.120503652039325
1739209714.4370115;-45.120503652039325
1739209714.43702;-38.13080360867914
1739209714.4370286;-38.13080360867914
1739209714.4370372;-38.13080360867914
1739209714.437046;-38.13080360867914
1739209714.4370546;-31.141103565318915
1739209714.4370632;-45.120503652039325
1739209714.4370718;-45.120503652039325
1739209714.4370804;-38.13080360867914
1739209714.437089;-38.13080360867914
1739209714.4370978;-45.120503652039325
1739209714.4371064;-38.13080360867914
1739209714.437115;-45.120503652039325
1739209714.4371235;-31.14110356531892
1739209714.4371321;-45.120503652039325
1739209714.437141;-38.13080360867914
1739209714.4371495;-45.120503652039325
1739209714.437158;-38.13080360867914
1739209714.4371667;-35.57807855764607
1739209714.4371753;-45.120503652039325
1739209714.437184;-38.13080360867914
1739209714.4371927;-35.57807855764607
1739209714.4372013;-31.141103565318893
1739209714.4372098;-38.13080360867914
1739209714.4372184;-38.13080360867914
1739209714.4372272;-35.57807855764607
1739209714.4372358;-33.981070128970906
1739209714.4372444;-38.13080360867914
1739209714.437253;-35.57807855764607
1739209714.4372616;-38.13080360867914
1739209714.4372702;-45.120503652039325
1739209714.437279;-38.13080360867914
1739209714.4372876;-35.57807855764607
1739209714.4372962;-38.13080360867914
1739209714.4373047;-45.120503652039325
1739209714.4373133;-38.13080360867914
1739209714.4373221;-38.13080360867914
1739209714.4373307;-38.13080360867914
1739209714.4373393;-38.13080360867914
1739209714.437348;-45.120503652039325
1739209714.4373565;-38.13080360867914
1739209714.4373653;-38.13080360867914
1739209714.4373739;-35.57807855764607
1739209714.4373825;-45.120503652039325
1739209714.437391;-45.120503652039325
1739209714.4373996;-38.13080360867914
1739209714.4374082;-45.120503652039325
1739209714.437417;-38.13080360867914
1739209714.4374256;-38.13080360867914
1739209714.4374342;-45.120503652039325
1739209714.4374428;-45.120503652039325
1739209714.4374514;-45.120503652039325
1739209714.4374602;-45.120503652039325
1739209714.4374688;-45.120503652039325
1739209714.4374774;-45.120503652039325
1739209714.437486;-45.120503652039325
1739209714.4374945;-45.120503652039325
1739209714.4375033;-33.981070128970906
1739209714.437512;-38.13080360867914
1739209714.4375205;-45.120503652039325
1739209714.437529;-45.120503652039325
1739209714.4375377;-38.13080360867914
1739209714.4375463;-32.816014438256545
1739209714.437555;-45.120503652039325
1739209714.4375637;-45.120503652039325
1739209714.4375722;-38.13080360867914
1739209714.4375808;-32.816014438256545
1739209714.4375894;-45.120503652039325
1739209714.4375982;-45.120503652039325
1739209714.4376068;-33.981070128970906
1739209714.4376154;-45.120503652039325
1739209714.437624;-38.13080360867914
1739209714.4376326;-45.120503652039325
1739209714.4376414;-38.13080360867914
1739209714.43765;-38.13080360867914
1739209714.4376585;-45.120503652039325
1739209714.4376671;-45.120503652039325
1739209714.4376757;-38.13080360867914
1739209714.4376843;-29.438486411369333
1739209714.437693;-38.13080360867914
1739209714.4377017;-45.120503652039325
1739209714.4377103;-38.13080360867914
1739209714.4377189;-38.13080360867914
1739209714.4377275;-38.13080360867914
1739209714.4377363;-38.13080360867914
1739209714.4377449;-45.120503652039325
1739209714.4377534;-45.120503652039325
1739209714.437762;-38.13080360867914
1739209714.4377706;-38.13080360867914
1739209714.4377794;-45.120503652039325
1739209714.437788;-45.120503652039325
1739209714.4377966;-38.13080360867914
1739209714.4378052;-35.57807855764607
1739209714.4378138;-38.13080360867914
1739209714.4378226;-35.57807855764607
1739209714.4378312;-38.13080360867914
1739209714.4378397;-45.120503652039325
1739209714.4378483;-35.57807855764607
1739209714.437857;-35.57807855764607
1739209714.4378655;-38.13080360867914
1739209714.4378743;-35.57807855764607
1739209714.437883;-45.120503652039325
1739209714.4378915;-45.120503652039325
1739209714.4379;-45.120503652039325
1739209714.4379086;-38.13080360867914
1739209714.4379175;-45.120503652039325
1739209714.437926;-45.120503652039325
1739209714.4379346;-45.120503652039325
1739209714.4379432;-38.13080360867914
1739209714.4379518;-33.981070128970906
1739209714.4379606;-45.120503652039325
1739209714.4379692;-38.13080360867914
1739209714.4379778;-35.57807855764607
1739209714.4379864;-38.13080360867914
1739209714.437995;-38.13080360867914
1739209714.4380035;-38.13080360867914
1739209714.4380124;-35.57807855764607
1739209714.438021;-38.13080360867914
1739209714.4380295;-33.981070128970906
1739209714.438038;-35.57807855764607
1739209714.4380467;-38.13080360867914
1739209714.4380555;-38.13080360867914
1739209714.438064;-45.120503652039325
1739209714.4380727;-38.13080360867914
1739209714.4380813;-35.57807855764607
1739209714.4380898;-45.120503652039325
1739209714.4380987;-38.13080360867914
1739209714.4381073;-38.13080360867914
1739209714.4381158;-45.120503652039325
1739209714.4381244;-45.120503652039325
1739209714.438133;-35.57807855764607
1739209714.4381416;-38.13080360867914
1739209714.4381504;-45.120503652039325
1739209714.438159;-38.13080360867914
1739209714.4381676;-28.58837851428586
1739209714.4381762;-31.141103565318915
1739209714.4381847;-45.120503652039325
1739209714.4381936;-45.120503652039325
1739209714.4382021;-38.13080360867914
1739209714.4382107;-38.13080360867914
1739209714.4382193;-45.120503652039325
1739209714.438228;-35.57807855764607
1739209714.4382367;-38.13080360867914
1739209714.4382453;-45.120503652039325
1739209714.4382539;-45.120503652039325
1739209714.4382625;-38.13080360867914
1739209714.438271;-35.57807855764607
1739209714.4382796;-45.120503652039325
1739209714.4382885;-45.120503652039325
1739209714.438297;-45.120503652039325
1739209714.4383056;-45.120503652039325
1739209714.4383142;-38.13080360867914
1739209714.4383228;-45.120503652039325
1739209714.4383316;-45.120503652039325
1739209714.4383402;-35.57807855764607
1739209714.4383488;-38.13080360867914
1739209714.4383574;-45.120503652039325
1739209714.438366;-45.120503652039325
1739209714.4383748;-31.141103565318915
1739209714.4383833;-28.992665084841942
1739209714.438392;-45.120503652039325
1739209714.4384005;-38.13080360867914
1739209714.438409;-35.57807855764607
1739209714.438418;-38.13080360867914
1739209714.4384265;-45.120503652039325
1739209714.438435;-38.13080360867914
1739209714.4384437;-38.13080360867914
1739209714.4384522;-32.816014438256545
1739209714.4384608;-45.120503652039325
1739209714.4384696;-38.13080360867914
1739209714.4384782;-32.816014438256545
1739209714.4384868;-45.120503652039325
1739209714.4384954;-33.981070128970906
1739209714.438504;-38.13080360867914
1739209714.4385128;-38.13080360867914
1739209714.4385214;-28.992665084841942
1739209714.43853;-35.57807855764607
1739209714.4385386;-38.13080360867914
1739209714.4385471;-35.57807855764607
1739209714.438556;-38.13080360867914
1739209714.4385645;-38.13080360867914
1739209714.4385731;-45.120503652039325
1739209714.4385817;-45.120503652039325
1739209714.4385903;-32.816014438256545
1739209714.4385989;-45.120503652039325
1739209714.4386077;-45.120503652039325
1739209714.4386163;-45.120503652039325
1739209714.4386249;-45.120503652039325
1739209714.4386334;-45.120503652039325
1739209714.438642;-45.120503652039325
1739209714.4386508;-38.13080360867914
1739209714.4386594;-38.13080360867914
1739209714.438668;-45.120503652039325
1739209714.4386766;-38.13080360867914
1739209714.4386852;-45.120503652039325
1739209714.438694;-38.13080360867914
1739209714.4387026;-38.13080360867914
1739209714.4387112;-45.120503652039325
1739209714.4387197;-45.120503652039325
1739209714.4387283;-38.13080360867914
1739209714.438737;-35.57807855764607
1739209714.4387457;-38.13080360867914
1739209714.4387543;-38.13080360867914
1739209714.438763;-33.981070128970906
1739209714.4387715;-35.57807855764607
1739209714.43878;-38.13080360867914
1739209714.438789;-38.13080360867914
1739209714.4387975;-33.981070128970906
1739209714.438806;-35.57807855764607
1739209714.4388146;-38.13080360867914
1739209714.4388232;-45.120503652039325
1739209714.438832;-38.13080360867914
1739209714.4388406;-38.13080360867914
1739209714.4388492;-33.981070128970906
1739209714.4388578;-45.120503652039325
1739209714.4388664;-38.13080360867914
1739209714.4388752;-38.13080360867914
1739209714.4388838;-38.13080360867914
1739209714.4388924;-45.120503652039325
1739209714.438901;-38.13080360867914
1739209714.4389095;-32.816014438256545
1739209714.438918;-45.120503652039325
1739209714.438927;-45.120503652039325
1739209714.4389355;-33.981070128970906
1739209714.438944;-35.57807855764607
1739209714.4389527;-45.120503652039325
1739209714.4389613;-45.120503652039325
1739209714.43897;-45.120503652039325
1739209714.4389787;-45.120503652039325
1739209714.4389873;-45.120503652039325
1739209714.4389958;-45.120503652039325
1739209714.4390044;-45.120503652039325
1739209714.4390132;-45.120503652039325
1739209714.4390218;-45.120503652039325
1739209714.4390304;-45.120503652039325
1739209714.439039;-38.13080360867914
1739209714.4390476;-33.981070128970906
1739209714.4390562;-32.816014438256545
1739209714.439065;-38.13080360867914
1739209714.4390736;-38.13080360867914
1739209714.4390821;-32.816014438256545
1739209714.4390907;-35.57807855764607
1739209714.4390993;-38.13080360867914
1739209714.4391081;-45.120503652039325
1739209714.4391167;-35.57807855764607
1739209714.4391253;-45.120503652039325
1739209714.439134;-45.120503652039325
1739209714.4391425;-45.120503652039325
1739209714.4391513;-45.120503652039325
1739209714.4391599;-38.13080360867914
1739209714.4391685;-38.13080360867914
1739209714.439177;-38.13080360867914
1739209714.4391856;-45.120503652039325
1739209714.4391942;-45.120503652039325
1739209714.439203;-45.120503652039325
1739209714.4392116;-38.13080360867914
1739209714.4392202;-38.13080360867914
1739209714.4392288;-38.13080360867914
1739209714.4392374;-35.57807855764607
1739209714.4392462;-38.13080360867914
1739209714.4392548;-35.57807855764607
1739209714.4392633;-45.120503652039325
1739209714.439272;-45.120503652039325
1739209714.4392805;-45.120503652039325
1739209714.4392893;-45.120503652039325
1739209714.439298;-38.13080360867914
1739209714.4393065;-35.57807855764607
1739209714.439315;-45.120503652039325
1739209714.4393237;-45.120503652039325
1739209714.4393322;-45.120503652039325
1739209714.439341;-45.120503652039325
1739209714.4393497;-45.120503652039325
1739209714.4393582;-45.120503652039325
