CAN Message; 0x1bb:000091caf0cf4dc7
1739209709.7459245;-38.13080360867914
1739209709.7459335;-45.120503652039325
1739209709.7459424;-32.816014438256545
1739209709.7459512;-38.13080360867914
1739209709.74596;-38.13080360867914
1739209709.7459688;-45.120503652039325
1739209709.7459776;-38.13080360867914
1739209709.7459867;-38.13080360867914
1739209709.7459955;-45.120503652039325
1739209709.7460043;-38.13080360867914
1739209709.7460132;-45.120503652039325
1739209709.746022;-45.120503652039325
1739209709.746031;-38.13080360867914
1739209709.7460399;-38.13080360867914
1739209709.7460487;-38.13080360867914
1739209709.7460575;-45.120503652039325
1739209709.7460663;-45.120503652039325
1739209709.7460752;-38.13080360867914
1739209709.7460842;-32.816014438256545
1739209709.746093;-33.981070128970906
1739209709.7461019;-45.120503652039325
1739209709.7461107;-35.57807855764607
1739209709.7461195;-35.57807855764607
1739209709.7461286;-45.120503652039325
1739209709.7461374;-45.120503652039325
1739209709.7461462;-38.13080360867914
1739209709.746155;-38.13080360867914
1739209709.7461638;-45.120503652039325
1739209709.746173;-38.13080360867914
1739209709.7461817;-38.13080360867914
1739209709.7461905;-45.120503652039325
1739209709.7461994;-45.120503652039325
1739209709.7462082;-45.120503652039325
1739209709.746217;-38.13080360867914
1739209709.746226;-45.120503652039325
1739209709.746235;-45.120503652039325
1739209709.7462437;-45.120503652039325
1739209709.7462525;-45.120503652039325
1739209709.7462614;-38.13080360867914
1739209709.7462704;-35.57807855764607
1739209709.7462792;-35.57807855764607
1739209709.746288;-45.120503652039325
1739209709.746297;-28.58837851428586
1739209709.7463057;-30.49652367304973
1739209709.7463145;-38.13080360867914
1739209709.7463236;-38.13080360867914
1739209709.7463324;-45.120503652039325
1739209709.7463412;-38.13080360867914
1739209709.74635;-38.13080360867914
1739209709.7463589;-33.981070128970906
1739209709.746368;-38.13080360867914
1739209709.7463768;-32.816014438256545
1739209709.7463856;-38.13080360867914
1739209709.7463944;-38.13080360867914
1739209709.7464032;-45.120503652039325
1739209709.746412;-45.120503652039325
1739209709.746421;-38.13080360867914
1739209709.74643;-38.13080360867914
1739209709.7464387;-38.13080360867914
1739209709.7464476;-38.13080360867914
1739209709.7464564;-45.120503652039325
1739209709.7464654;-38.13080360867914
1739209709.7464743;-45.120503652039325
1739209709.746483;-38.13080360867914
1739209709.746492;-38.13080360867914
1739209709.7465007;-45.120503652039325
1739209709.7465098;-38.13080360867914
1739209709.7465186;-31.141103565318915
1739209709.7465274;-45.120503652039325
1739209709.7465363;-33.981070128970906
1739209709.746545;-31.141103565318893
1739209709.746554;-33.981070128970906
1739209709.746563;-45.120503652039325
1739209709.7465718;-38.13080360867914
1739209709.7465806;-38.13080360867914
1739209709.7465894;-45.120503652039325
1739209709.7465982;-45.120503652039325
1739209709.7466073;-45.120503652039325
1739209709.7466161;-45.120503652039325
1739209709.746625;-45.120503652039325
1739209709.7466338;-38.13080360867914
1739209709.7466426;-38.13080360867914
1739209709.7466514;-32.816014438256545
1739209709.7466605;-31.141103565318915
1739209709.7466693;-45.120503652039325
1739209709.746678;-45.120503652039325
1739209709.746687;-38.13080360867914
1739209709.7466958;-38.13080360867914
1739209709.7467048;-45.120503652039325
1739209709.7467136;-38.13080360867914
1739209709.7467225;-45.120503652039325
1739209709.7467313;-33.981070128970906
1739209709.74674;-38.13080360867914
1739209709.7467492;-45.120503652039325
1739209709.746758;-45.120503652039325
1739209709.7467668;-38.13080360867914
1739209709.7467756;-45.120503652039325
1739209709.7467844;-45.120503652039325
1739209709.7467933;-45.120503652039325
1739209709.7468023;-38.13080360867914
1739209709.7468112;-38.13080360867914
1739209709.74682;-38.13080360867914
1739209709.7468288;-45.120503652039325
1739209709.7468376;-45.120503652039325
1739209709.7468467;-45.120503652039325
1739209709.7468555;-45.120503652039325
1739209709.7468643;-45.120503652039325
1739209709.7468731;-33.981070128970906
1739209709.746882;-35.57807855764607
1739209709.7468908;-38.13080360867914
1739209709.7468998;-38.13080360867914
1739209709.7469087;-33.981070128970906
1739209709.7469175;-33.981070128970906
1739209709.7469263;-45.120503652039325
1739209709.7469351;-45.120503652039325
1739209709.7469442;-38.13080360867914
1739209709.746953;-45.120503652039325
1739209709.7469618;-45.120503652039325
1739209709.7469707;-45.120503652039325
1739209709.7469795;-45.120503652039325
1739209709.7469883;-45.120503652039325
1739209709.7469974;-38.13080360867914
1739209709.7470062;-45.120503652039325
1739209709.747015;-45.120503652039325
1739209709.7470238;-38.13080360867914
1739209709.7470326;-38.13080360867914
1739209709.7470417;-38.13080360867914
1739209709.7470505;-45.120503652039325
1739209709.7470593;-45.120503652039325
1739209709.7470682;-35.57807855764607
1739209709.747077;-35.57807855764607
1739209709.747086;-33.981070128970906
1739209709.7470949;-33.981070128970906
1739209709.7471037;-38.13080360867914
1739209709.7471125;-38.13080360867914
1739209709.7471213;-45.120503652039325
1739209709.7471302;-32.816014438256545
1739209709.7471392;-45.120503652039325
1739209709.747148;-35.57807855764607
1739209709.7471569;-38.13080360867914
1739209709.7471657;-45.120503652039325
1739209709.7471745;-38.13080360867914
1739209709.7471836;-45.120503652039325
1739209709.7471924;-45.120503652039325
1739209709.7472012;-38.13080360867914
1739209709.74721;-38.13080360867914
1739209709.7472188;-38.13080360867914
1739209709.7472277;-38.13080360867914
1739209709.7472367;-35.57807855764607
1739209709.7472456;-38.13080360867914
1739209709.7472544;-45.120503652039325
1739209709.7472632;-32.816014438256545
1739209709.747272;-30.49652367304973
1739209709.747281;-38.13080360867914
1739209709.74729;-45.120503652039325
1739209709.7472987;-38.13080360867914
1739209709.7473075;-32.816014438256545
1739209709.7473164;-45.120503652039325
1739209709.7473252;-38.13080360867914
1739209709.7473342;-45.120503652039325
1739209709.747343;-38.13080360867914
1739209709.747352;-38.13080360867914
1739209709.7473607;-32.816014438256545
1739209709.7473695;-45.120503652039325
1739209709.7473786;-38.13080360867914
1739209709.7473874;-45.120503652039325
1739209709.7473962;-45.120503652039325
1739209709.747405;-45.120503652039325
1739209709.7474139;-45.120503652039325
1739209709.747423;-35.57807855764607
1739209709.7474318;-38.13080360867914
1739209709.7474406;-31.141103565318915
1739209709.7474494;-28.58837851428586
1739209709.7474582;-38.13080360867914
1739209709.747467;-38.13080360867914
1739209709.747476;-38.13080360867914
1739209709.747485;-35.57807855764607
1739209709.7474937;-45.120503652039325
1739209709.7475026;-38.13080360867914
1739209709.7475114;-38.13080360867914
1739209709.7475204;-35.57807855764607
1739209709.7475293;-38.13080360867914
1739209709.747538;-38.13080360867914
1739209709.747547;-38.13080360867914
1739209709.7475557;-35.57807855764607
1739209709.7475646;-38.13080360867914
1739209709.7475736;-45.120503652039325
1739209709.7475824;-45.120503652039325
1739209709.7475913;-45.120503652039325
1739209709.7476;-38.13080360867914
1739209709.747609;-45.120503652039325
1739209709.747618;-38.13080360867914
1739209709.7476268;-45.120503652039325
1739209709.7476356;-38.13080360867914
1739209709.7476444;-45.120503652039325
1739209709.7476532;-45.120503652039325
1739209709.7476623;-26.991370085610736
1739209709.7476711;-33.981070128970906
1739209709.74768;-45.120503652039325
1739209709.7476888;-45.120503652039325
1739209709.7476976;-38.13080360867914
1739209709.7477064;-38.13080360867914
1739209709.7477155;-45.120503652039325
1739209709.7477243;-45.120503652039325
1739209709.747733;-45.120503652039325
1739209709.747742;-45.120503652039325
1739209709.7477508;-45.120503652039325
1739209709.7477598;-45.120503652039325
1739209709.7477686;-33.981070128970906
1739209709.7477775;-38.13080360867914
1739209709.7477863;-45.120503652039325
1739209709.747795;-45.120503652039325
1739209709.747804;-45.120503652039325
1739209709.747813;-45.120503652039325
1739209709.7478218;-45.120503652039325
1739209709.7478306;-45.120503652039325
1739209709.7478395;-45.120503652039325
1739209709.7478483;-38.13080360867914
1739209709.7478573;-45.120503652039325
1739209709.7478662;-38.13080360867914
1739209709.747875;-35.57807855764607
1739209709.7478838;-38.13080360867914
1739209709.7478926;-38.13080360867914
1739209709.7479014;-45.120503652039325
1739209709.7479105;-31.141103565318893
1739209709.7479193;-38.13080360867914
1739209709.7479281;-45.120503652039325
1739209709.747937;-45.120503652039325
1739209709.7479458;-45.120503652039325
1739209709.7479548;-45.120503652039325
1739209709.7479637;-38.13080360867914
1739209709.7479725;-38.13080360867914
1739209709.7479813;-35.57807855764607
1739209709.7479901;-38.13080360867914
1739209709.7479992;-38.13080360867914
1739209709.748008;-38.13080360867914
1739209709.7480168;-35.57807855764607
1739209709.7480257;-35.57807855764607
1739209709.7480345;-45.120503652039325
1739209709.7480433;-38.13080360867914
1739209709.7480524;-38.13080360867914
1739209709.7480612;-45.120503652039325
1739209709.74807;-45.120503652039325
1739209709.7480788;-38.13080360867914
1739209709.7480876;-45.120503652039325
1739209709.7480967;-38.13080360867914
1739209709.7481055;-45.120503652039325
1739209709.7481143;-45.120503652039325
1739209709.7481232;-30.49652367304973
1739209709.748132;-35.57807855764607
1739209709.7481408;-38.13080360867914
1739209709.7481499;-38.13080360867914
1739209709.7481587;-35.57807855764607
1739209709.7481675;-33.981070128970906
1739209709.7481763;-45.120503652039325
1739209709.7481852;-38.13080360867914
1739209709.7481942;-45.120503652039325
1739209709.748203;-38.13080360867914
1739209709.7482119;-38.13080360867914
1739209709.7482207;-38.13080360867914
1739209709.7482295;-45.120503652039325
1739209709.7482386;-31.141103565318915
1739209709.7482474;-32.816014438256545
1739209709.7482562;-45.120503652039325
1739209709.748265;-45.120503652039325
1739209709.7482738;-38.13080360867914
1739209709.7482827;-45.120503652039325
1739209709.7482917;-45.120503652039325
1739209709.7483006;-38.13080360867914
1739209709.7483094;-35.57807855764607
1739209709.7483182;-38.13080360867914
1739209709.748327;-38.13080360867914
1739209709.748336;-35.57807855764607
1739209709.748345;-38.13080360867914
1739209709.7483537;-45.120503652039325
1739209709.7483625;-45.120503652039325
1739209709.7483714;-38.13080360867914
1739209709.7483802;-28.58837851428586
1739209709.7483892;-45.120503652039325
1739209709.748398;-38.13080360867914
1739209709.748407;-38.13080360867914
1739209709.7484157;-38.13080360867914
1739209709.7484245;-38.13080360867914
1739209709.7484336;-38.13080360867914
1739209709.7484424;-38.13080360867914
1739209709.7484512;-31.141103565318915
1739209709.74846;-45.120503652039325
1739209709.7484689;-38.13080360867914
1739209709.7484777;-35.57807855764607
1739209709.7484868;-38.13080360867914
1739209709.7484956;-45.120503652039325
1739209709.7485044;-38.13080360867914
1739209709.7485132;-45.120503652039325
1739209709.748522;-33.981070128970906
1739209709.748531;-45.120503652039325
1739209709.74854;-38.13080360867914
1739209709.7485487;-35.57807855764607
1739209709.7485576;-38.13080360867914
1739209709.7485664;-38.13080360867914
1739209709.7485754;-35.57807855764607
1739209709.7485843;-38.13080360867914
1739209709.748593;-38.13080360867914
1739209709.748602;-32.816014438256545
1739209709.7486107;-45.120503652039325
1739209709.7486196;-45.120503652039325
1739209709.7486286;-45.120503652039325
1739209709.7486374;-38.13080360867914
1739209709.7486463;-45.120503652039325
1739209709.748655;-45.120503652039325
1739209709.748664;-31.141103565318915
1739209709.748673;-32.816014438256545
1739209709.7486818;-38.13080360867914
1739209709.7486906;-45.120503652039325
1739209709.7486994;-38.13080360867914
1739209709.7487082;-45.120503652039325
1739209709.748717;-38.13080360867914
1739209709.7487261;-45.120503652039325
1739209709.748735;-32.81601443825658
1739209709.7487438;-35.57807855764607
1739209709.7487526;-35.57807855764607
1739209709.7487614;-45.120503652039325
1739209709.7487705;-38.13080360867914
1739209709.7487793;-32.816014438256545
1739209709.748788;-38.13080360867914
1739209709.748797;-45.120503652039325
1739209709.7488058;-28.992665084841942
1739209709.7488148;-30.49652367304973
1739209709.7488236;-35.57807855764607
1739209709.7488325;-45.120503652039325
1739209709.7488413;-38.13080360867914
1739209709.74885;-45.120503652039325
1739209709.748859;-45.120503652039325
1739209709.748868;-45.120503652039325
1739209709.7488768;-45.120503652039325
1739209709.7488856;-38.13080360867914
1739209709.7488945;-45.120503652039325
1739209709.7489033;-45.120503652039325
1739209709.7489123;-38.13080360867914
1739209709.7489212;-35.57807855764607
1739209709.74893;-35.57807855764607
1739209709.7489388;-38.13080360867914
1739209709.7489476;-45.120503652039325
1739209709.7489564;-45.120503652039325
1739209709.7489655;-45.120503652039325
1739209709.7489743;-38.13080360867914
1739209709.7489831;-45.120503652039325
1739209709.748992;-33.981070128970906
1739209709.7490008;-38.13080360867914
1739209709.7490098;-38.13080360867914
1739209709.7490187;-35.57807855764607
1739209709.7490275;-38.13080360867914
1739209709.7490363;-38.13080360867914
1739209709.7490451;-35.57807855764607
1739209709.749054;-35.57807855764607
1739209709.749063;-45.120503652039325
1739209709.7490718;-45.120503652039325
1739209709.7490807;-35.57807855764607
1739209709.7490895;-38.13080360867914
1739209709.7490983;-45.120503652039325
1739209709.7491074;-38.13080360867914
1739209709.7491162;-35.57807855764607
1739209709.749125;-38.13080360867914
1739209709.7491338;-38.13080360867914
1739209709.7491426;-38.13080360867914
1739209709.7491517;-38.13080360867914
1739209709.7491605;-38.13080360867914
1739209709.7491693;-38.13080360867914
1739209709.7491782;-38.13080360867914
1739209709.749187;-38.13080360867914
1739209709.7491958;-45.120503652039325
1739209709.7492049;-45.120503652039325
1739209709.7492137;-38.13080360867914
1739209709.7492225;-45.120503652039325
1739209709.7492313;-45.120503652039325
1739209709.7492402;-45.120503652039325
1739209709.7492492;-45.120503652039325
1739209709.749258;-45.120503652039325
1739209709.7492669;-35.57807855764607
1739209709.7492757;-38.13080360867914
1739209709.7492845;-45.120503652039325
1739209709.7492933;-33.981070128970906
1739209709.7493024;-45.120503652039325
1739209709.7493112;-33.981070128970906
1739209709.74932;-38.13080360867914
1739209709.7493289;-35.57807855764607
1739209709.7493377;-38.13080360867914
1739209709.7493467;-45.120503652039325
1739209709.7493556;-38.13080360867914
1739209709.7493644;-45.120503652039325
1739209709.7493732;-38.13080360867914
1739209709.749382;-45.120503652039325
1739209709.749391;-38.13080360867914
1739209709.7494;-35.57807855764607
1739209709.7494087;-35.57807855764607
1739209709.7494175;-38.13080360867914
1739209709.7494264;-45.120503652039325
1739209709.7494352;-45.120503652039325
1739209709.7494442;-45.120503652039325
1739209709.749453;-38.13080360867914
1739209709.749462;-35.57807855764607
1739209709.7494707;-35.57807855764607
1739209709.7494795;-38.13080360867914
1739209709.7494886;-45.120503652039325
1739209709.7494974;-38.13080360867914
1739209709.7495062;-45.120503652039325
1739209709.749515;-38.13080360867914
1739209709.7495239;-45.120503652039325
1739209709.7495327;-45.120503652039325
1739209709.7495418;-45.120503652039325
1739209709.7495506;-38.13080360867914
1739209709.7495594;-45.120503652039325
1739209709.7495682;-38.13080360867914
1739209709.749577;-38.13080360867914
1739209709.749586;-38.13080360867914
1739209709.749595;-38.13080360867914
1739209709.7496037;-45.120503652039325
1739209709.7496126;-45.120503652039325
1739209709.7496214;-38.13080360867914
1739209709.7496302;-35.57807855764607
1739209709.7496393;-38.13080360867914
1739209709.749648;-45.120503652039325
1739209709.749657;-38.13080360867914
1739209709.7496657;-32.816014438256545
1739209709.7496746;-28.992665084841942
1739209709.7496836;-45.120503652039325
1739209709.7496924;-38.13080360867914
1739209709.7497013;-38.13080360867914
1739209709.74971;-31.141103565318915
1739209709.749719;-45.120503652039325
1739209709.749728;-38.13080360867914
1739209709.7497368;-33.981070128970906
1739209709.7497456;-31.14110356531892
1739209709.7497544;-45.120503652039325
1739209709.7497633;-38.13080360867914
1739209709.749772;-45.120503652039325
1739209709.7497811;-45.120503652039325
1739209709.74979;-45.120503652039325
1739209709.7497988;-45.120503652039325
1739209709.7498076;-33.981070128970906
1739209709.7498164;-31.141103565318915
1739209709.7498255;-35.57807855764607
1739209709.7498343;-35.57807855764607
1739209709.7498431;-35.57807855764607
1739209709.749852;-35.57807855764607
1739209709.7498608;-45.120503652039325
1739209709.7498696;-45.120503652039325
1739209709.7498786;-45.120503652039325
1739209709.7498875;-38.13080360867914
1739209709.7498963;-32.816014438256545
1739209709.749905;-38.13080360867914
1739209709.749914;-45.120503652039325
1739209709.749923;-35.57807855764607
1739209709.7499318;-32.816014438256545
1739209709.7499406;-38.13080360867914
1739209709.7499495;-45.120503652039325
1739209709.7499583;-33.981070128970906
1739209709.749967;-38.13080360867914
1739209709.7499762;-45.120503652039325
1739209709.749985;-45.120503652039325
1739209709.7499938;-45.120503652039325
1739209709.7500026;-38.13080360867914
1739209709.7500114;-38.13080360867914
1739209709.7500205;-38.13080360867914
1739209709.7500293;-31.141103565318915
1739209709.7500381;-35.57807855764607
1739209709.750047;-45.120503652039325
1739209709.7500558;-38.13080360867914
1739209709.7500648;-38.13080360867914
1739209709.7500737;-35.57807855764607
1739209709.7500825;-38.13080360867914
1739209709.7500913;-45.120503652039325
1739209709.7501001;-28.992665084841942
1739209709.750109;-33.981070128970906
1739209709.750118;-45.120503652039325
1739209709.7501268;-38.13080360867914
1739209709.7501357;-45.120503652039325
1739209709.7501445;-45.120503652039325
1739209709.7501533;-45.120503652039325
1739209709.7501624;-45.120503652039325
1739209709.7501712;-33.981070128970906
1739209709.75018;-45.120503652039325
1739209709.7501888;-38.13080360867914
1739209709.7501976;-35.57807855764607
1739209709.7502065;-35.57807855764607
1739209709.7502155;-38.13080360867914
1739209709.7502244;-45.120503652039325
1739209709.7502332;-35.57807855764607
1739209709.750242;-38.13080360867914
1739209709.7502508;-45.120503652039325
1739209709.7502599;-45.120503652039325
1739209709.7502687;-35.57807855764607
1739209709.7502775;-45.120503652039325
1739209709.7502863;-45.120503652039325
1739209709.7502952;-45.120503652039325
1739209709.7503042;-45.120503652039325
1739209709.750313;-38.13080360867914
1739209709.7503219;-45.120503652039325
1739209709.7503307;-38.13080360867914
1739209709.7503395;-45.120503652039325
1739209709.7503483;-33.981070128970906
1739209709.7503574;-45.120503652039325
1739209709.7503662;-38.13080360867914
1739209709.750375;-38.13080360867914
1739209709.7503839;-45.120503652039325
1739209709.7503927;-38.13080360867914
1739209709.7504017;-45.120503652039325
1739209709.7504106;-45.120503652039325
1739209709.7504194;-45.120503652039325
1739209709.7504282;-29.438486411369333
1739209709.750437;-38.13080360867914
1739209709.7504458;-38.13080360867914
1739209709.750455;-38.13080360867914
1739209709.7504637;-38.13080360867914
1739209709.7504725;-38.13080360867914
1739209709.7504814;-45.120503652039325
1739209709.7504902;-38.13080360867914
1739209709.7504992;-45.120503652039325
1739209709.750508;-45.120503652039325
1739209709.750517;-45.120503652039325
1739209709.7505257;-38.13080360867914
1739209709.7505345;-45.120503652039325
1739209709.7505434;-45.120503652039325
1739209709.7505524;-45.120503652039325
1739209709.7505612;-45.120503652039325
1739209709.75057;-45.120503652039325
1739209709.7505789;-45.120503652039325
1739209709.7505877;-38.13080360867914
1739209709.7505968;-45.120503652039325
1739209709.7506056;-38.13080360867914
1739209709.7506144;-38.13080360867914
1739209709.7506232;-38.13080360867914
1739209709.750632;-45.120503652039325
1739209709.750641;-38.13080360867914
1739209709.75065;-33.981070128970906
1739209709.7506588;-38.13080360867914
1739209709.7506676;-38.13080360867914
1739209709.7506764;-45.120503652039325
1739209709.7506852;-38.13080360867914
1739209709.7506943;-38.13080360867914
1739209709.750703;-38.13080360867914
1739209709.750712;-45.120503652039325
1739209709.7507207;-38.13080360867914
1739209709.7507296;-45.120503652039325
1739209709.7507386;-45.120503652039325
1739209709.7507474;-32.816014438256545
1739209709.7507563;-38.13080360867914
1739209709.750765;-45.120503652039325
1739209709.750774;-38.13080360867914
1739209709.7507827;-35.57807855764607
1739209709.7507918;-38.13080360867914
1739209709.7508006;-45.120503652039325
1739209709.7508094;-33.981070128970906
1739209709.7508183;-38.13080360867914
1739209709.750827;-38.13080360867914
1739209709.7508361;-45.120503652039325
1739209709.750845;-45.120503652039325
1739209709.7508538;-45.120503652039325
1739209709.7508626;-38.13080360867914
1739209709.7508714;-38.13080360867914
1739209709.7508805;-38.13080360867914
1739209709.7508893;-45.120503652039325
1739209709.7508981;-45.120503652039325
1739209709.750907;-45.120503652039325
1739209709.7509158;-45.120503652039325
1739209709.7509246;-38.13080360867914
1739209709.7509336;-45.120503652039325
1739209709.7509425;-45.120503652039325
1739209709.7509513;-45.120503652039325
1739209709.75096;-27.8777449560314
1739209709.750969;-35.57807855764607
1739209709.750978;-45.120503652039325
1739209709.7509868;-38.13080360867914
1739209709.7509956;-45.120503652039325
1739209709.7510045;-38.13080360867914
1739209709.7510133;-45.120503652039325
1739209709.751022;-45.120503652039325
1739209709.7510312;-33.981070128970956
1739209709.75104;-45.120503652039325
1739209709.7510488;-38.13080360867914
1739209709.7510576;-38.13080360867914
1739209709.7510664;-45.120503652039325
1739209709.7510755;-45.120503652039325
1739209709.7510843;-45.120503652039325
1739209709.7510931;-45.120503652039325
1739209709.751102;-38.13080360867914
1739209709.7511108;-45.120503652039325
1739209709.7511196;-45.120503652039325
1739209709.7511287;-45.120503652039325
1739209709.7511375;-38.13080360867914
1739209709.7511463;-38.13080360867914
1739209709.7511551;-45.120503652039325
1739209709.751164;-38.13080360867914
1739209709.751173;-30.49652367304973
1739209709.7511818;-31.141103565318915
1739209709.7511907;-45.120503652039325
1739209709.7511995;-45.120503652039325
1739209709.7512083;-33.981070128970906
1739209709.7512174;-33.981070128970906
1739209709.7512262;-45.120503652039325
1739209709.751235;-35.57807855764607
1739209709.7512438;-38.13080360867914
1739209709.7512527;-38.13080360867914
1739209709.7512615;-45.120503652039325
1739209709.7512705;-33.981070128970906
1739209709.7512794;-38.13080360867914
1739209709.7512882;-45.120503652039325
1739209709.751297;-38.13080360867914
1739209709.7513058;-45.120503652039325
1739209709.7513149;-30.49652367304973
1739209709.7513237;-31.141103565318915
1739209709.7513325;-45.120503652039325
1739209709.7513413;-38.13080360867914
1739209709.7513502;-38.13080360867914
1739209709.751359;-38.13080360867914
1739209709.751368;-45.120503652039325
1739209709.7513769;-38.13080360867914
1739209709.7513857;-45.120503652039325
1739209709.7513945;-38.13080360867914
1739209709.7514033;-38.13080360867914
1739209709.7514124;-45.120503652039325
1739209709.7514212;-45.120503652039325
1739209709.75143;-38.13080360867914
1739209709.7514389;-45.120503652039325
1739209709.7514477;-45.120503652039325
1739209709.7514567;-45.120503652039325
1739209709.7514656;-45.120503652039325
1739209709.7514744;-45.120503652039325
1739209709.7514832;-45.120503652039325
1739209709.751492;-45.120503652039325
1739209709.7515008;-45.120503652039325
1739209709.75151;-32.816014438256545
1739209709.7515187;-33.981070128970906
1739209709.7515275;-45.120503652039325
1739209709.7515364;-35.57807855764607
1739209709.7515452;-38.13080360867914
1739209709.7515543;-45.120503652039325
1739209709.751563;-38.13080360867914
1739209709.751572;-35.57807855764607
1739209709.7515807;-38.13080360867914
1739209709.7515895;-45.120503652039325
1739209709.7515984;-45.120503652039325
1739209709.7516074;-45.120503652039325
1739209709.7516162;-45.120503652039325
1739209709.751625;-38.13080360867914
1739209709.751634;-38.13080360867914
1739209709.7516427;-45.120503652039325
1739209709.7516518;-45.120503652039325
1739209709.7516606;-38.13080360867914
1739209709.7516694;-38.13080360867914
1739209709.7516782;-38.13080360867914
1739209709.751687;-45.120503652039325
1739209709.7516959;-38.13080360867914
1739209709.751705;-38.13080360867914
1739209709.7517138;-45.120503652039325
1739209709.7517226;-45.120503652039325
1739209709.7517314;-45.120503652039325
1739209709.7517402;-38.13080360867914
1739209709.7517493;-35.57807855764607
1739209709.751758;-38.13080360867914
1739209709.751767;-38.13080360867914
1739209709.7517757;-38.13080360867914
1739209709.7517846;-38.13080360867914
1739209709.7517936;-33.981070128970906
1739209709.7518024;-45.120503652039325
1739209709.7518113;-45.120503652039325
1739209709.75182;-45.120503652039325
1739209709.751829;-45.120503652039325
1739209709.7518377;-45.120503652039325
1739209709.7518468;-45.120503652039325
1739209709.7518556;-45.120503652039325
1739209709.7518644;-38.13080360867914
1739209709.7518733;-35.57807855764607
1739209709.751882;-45.120503652039325
1739209709.7518911;-33.981070128970906
1739209709.7519;-38.13080360867914
1739209709.7519088;-38.13080360867914
1739209709.7519176;-45.120503652039325
1739209709.7519264;-38.13080360867914
1739209709.7519352;-35.57807855764607
1739209709.7519443;-38.13080360867914
1739209709.7519531;-32.816014438256545
1739209709.751962;-38.13080360867914
1739209709.7519708;-45.120503652039325
1739209709.7519796;-45.120503652039325
1739209709.7519886;-45.120503652039325
1739209709.7519975;-45.120503652039325
1739209709.7520063;-45.120503652039325
1739209709.752015;-45.120503652039325
1739209709.752024;-38.13080360867914
1739209709.752033;-45.120503652039325
1739209709.7520418;-38.13080360867914
1739209709.7520506;-35.57807855764607
1739209709.7520595;-45.120503652039325
1739209709.7520683;-38.13080360867914
1739209709.752077;-45.120503652039325
1739209709.7520862;-38.13080360867914
1739209709.752095;-35.57807855764607
1739209709.7521038;-35.57807855764607
1739209709.7521126;-30.49652367304973
1739209709.7521214;-45.120503652039325
1739209709.7521305;-35.57807855764607
1739209709.7521393;-38.13080360867914
1739209709.7521482;-38.13080360867914
1739209709.752157;-38.13080360867914
1739209709.7521658;-38.13080360867914
1739209709.7521746;-45.120503652039325
1739209709.7521837;-33.981070128970956
1739209709.7521925;-38.13080360867914
1739209709.7522013;-35.57807855764607
1739209709.7522101;-38.13080360867914
1739209709.752219;-38.13080360867914
1739209709.752228;-35.57807855764607
1739209709.7522368;-35.57807855764607
1739209709.7522457;-32.816014438256545
1739209709.7522545;-30.49652367304973
1739209709.7522633;-45.120503652039325
1739209709.7522721;-33.981070128970906
1739209709.7522812;-33.981070128970906
1739209709.75229;-38.13080360867914
1739209709.7522988;-35.57807855764607
1739209709.7523077;-38.13080360867914
1739209709.7523165;-45.120503652039325
1739209709.7523255;-45.120503652039325
1739209709.7523344;-45.120503652039325
1739209709.7523432;-45.120503652039325
1739209709.752352;-45.120503652039325
1739209709.7523608;-33.981070128970906
1739209709.7523699;-33.981070128970906
1739209709.7523787;-45.120503652039325
