CAN Message; 0x1d3:0000cf1bc64f74cc
1739209590.009478;-38.13080360867914
1739209590.009486;-35.57807855764607
1739209590.0094938;-38.13080360867914
1739209590.0095017;-45.120503652039325
1739209590.0095096;-33.981070128970906
1739209590.0095174;-35.57807855764607
1739209590.0095253;-38.13080360867914
1739209590.0095332;-35.57807855764607
1739209590.009541;-33.981070128970906
1739209590.009549;-38.13080360867914
1739209590.0095565;-38.13080360867914
1739209590.0095644;-45.120503652039325
1739209590.0095723;-38.13080360867914
1739209590.0095801;-35.57807855764607
1739209590.009588;-45.120503652039325
1739209590.0095959;-38.13080360867914
1739209590.0096037;-31.141103565318915
1739209590.0096116;-45.120503652039325
1739209590.0096195;-38.13080360867914
1739209590.0096273;-45.120503652039325
1739209590.0096352;-45.120503652039325
1739209590.009643;-35.57807855764607
1739209590.009651;-38.13080360867914
1739209590.0096588;-45.120503652039325
1739209590.0096664;-38.13080360867914
1739209590.0096743;-35.57807855764607
1739209590.0096822;-38.13080360867914
1739209590.00969;-45.120503652039325
1739209590.009698;-32.816014438256545
1739209590.0097058;-45.120503652039325
1739209590.0097136;-38.13080360867914
1739209590.0097215;-32.816014438256545
1739209590.0097294;-38.13080360867914
1739209590.0097373;-45.120503652039325
1739209590.0097451;-38.13080360867914
1739209590.009753;-35.57807855764607
1739209590.0097609;-27.267205301931607
1739209590.0097687;-38.13080360867914
1739209590.0097766;-45.120503652039325
1739209590.0097842;-38.13080360867914
1739209590.009792;-38.13080360867914
1739209590.0098;-45.120503652039325
1739209590.0098078;-45.120503652039325
1739209590.0098157;-45.120503652039325
1739209590.0098236;-29.438486411369347
1739209590.0098314;-33.981070128970906
1739209590.0098393;-45.120503652039325
1739209590.0098472;-45.120503652039325
1739209590.009855;-38.13080360867914
1739209590.009863;-35.57807855764607
1739209590.0098708;-45.120503652039325
1739209590.0098786;-35.57807855764607
1739209590.0098865;-31.141103565318915
1739209590.0098941;-45.120503652039325
1739209590.009902;-45.120503652039325
1739209590.0099099;-38.13080360867914
1739209590.0099177;-31.141103565318915
1739209590.0099256;-45.120503652039325
1739209590.0099335;-45.120503652039325
1739209590.0099413;-38.13080360867914
1739209590.0099492;-38.13080360867914
1739209590.009957;-35.57807855764607
1739209590.009965;-38.13080360867914
1739209590.0099728;-45.120503652039325
1739209590.0099807;-38.13080360867914
1739209590.0099885;-35.57807855764607
1739209590.0099964;-38.13080360867914
1739209590.0100043;-38.13080360867914
1739209590.010012;-28.992665084841942
1739209590.0100198;-33.981070128970906
1739209590.0100276;-33.981070128970906
1739209590.0100355;-45.120503652039325
1739209590.0100434;-45.120503652039325
1739209590.0100513;-45.120503652039325
1739209590.010059;-38.13080360867914
1739209590.010067;-45.120503652039325
1739209590.0100749;-32.816014438256545
1739209590.0100827;-38.13080360867914
1739209590.0100906;-45.120503652039325
1739209590.0100985;-45.120503652039325
1739209590.0101063;-38.13080360867914
1739209590.0101142;-45.120503652039325
1739209590.0101218;-45.120503652039325
1739209590.0101297;-45.120503652039325
1739209590.0101376;-28.992665084841942
1739209590.0101454;-33.981070128970906
1739209590.0101533;-38.13080360867914
1739209590.0101612;-45.120503652039325
1739209590.010169;-38.13080360867914
1739209590.010177;-38.13080360867914
1739209590.0101848;-45.120503652039325
1739209590.0101926;-38.13080360867914
1739209590.0102005;-38.13080360867914
1739209590.0102084;-45.120503652039325
1739209590.0102162;-45.120503652039325
1739209590.010224;-45.120503652039325
1739209590.0102317;-38.13080360867914
1739209590.0102396;-38.13080360867914
1739209590.0102475;-38.13080360867914
1739209590.0102553;-35.57807855764607
1739209590.0102632;-38.13080360867914
1739209590.010271;-45.120503652039325
1739209590.010279;-45.120503652039325
1739209590.0102868;-35.57807855764607
1739209590.0102947;-45.120503652039325
1739209590.0103025;-45.120503652039325
1739209590.0103104;-45.120503652039325
1739209590.0103183;-38.13080360867914
1739209590.0103261;-33.981070128970906
1739209590.010334;-45.120503652039325
1739209590.010342;-38.13080360867914
1739209590.0103495;-45.120503652039325
1739209590.0103574;-38.13080360867914
1739209590.0103652;-33.981070128970906
1739209590.010373;-45.120503652039325
1739209590.010381;-45.120503652039325
1739209590.0103889;-45.120503652039325
1739209590.0103967;-45.120503652039325
1739209590.0104046;-38.13080360867914
1739209590.0104125;-45.120503652039325
1739209590.0104203;-31.141103565318915
1739209590.0104282;-32.816014438256545
1739209590.010436;-38.13080360867914
1739209590.010444;-32.816014438256545
1739209590.0104518;-35.57807855764607
1739209590.0104594;-45.120503652039325
1739209590.0104673;-38.13080360867914
1739209590.0104752;-38.13080360867914
1739209590.010483;-38.13080360867914
1739209590.010491;-45.120503652039325
1739209590.0104988;-45.120503652039325
1739209590.0105066;-45.120503652039325
1739209590.0105145;-45.120503652039325
1739209590.0105224;-32.816014438256545
1739209590.0105302;-38.13080360867914
1739209590.010538;-45.120503652039325
1739209590.010546;-38.13080360867914
1739209590.0105538;-32.816014438256545
1739209590.0105617;-38.13080360867914
1739209590.0105696;-45.120503652039325
1739209590.0105772;-45.120503652039325
1739209590.010585;-38.13080360867914
1739209590.010593;-38.13080360867914
1739209590.0106008;-45.120503652039325
1739209590.0106087;-38.13080360867914
1739209590.0106165;-45.120503652039325
1739209590.0106244;-38.13080360867914
1739209590.0106323;-38.13080360867914
1739209590.0106401;-38.13080360867914
1739209590.010648;-45.120503652039325
1739209590.0106559;-45.120503652039325
1739209590.0106637;-35.57807855764607
1739209590.0106716;-38.13080360867914
1739209590.0106795;-38.13080360867914
1739209590.010687;-45.120503652039325
1739209590.010695;-45.120503652039325
1739209590.0107028;-45.120503652039325
1739209590.0107107;-33.981070128970906
1739209590.0107186;-33.981070128970906
1739209590.0107265;-45.120503652039325
1739209590.0107343;-38.13080360867914
1739209590.0107422;-38.13080360867914
1739209590.01075;-32.816014438256545
1739209590.010758;-38.13080360867914
1739209590.0107658;-33.981070128970906
1739209590.0107737;-45.120503652039325
1739209590.0107815;-45.120503652039325
1739209590.0107894;-38.13080360867914
1739209590.010797;-45.120503652039325
1739209590.010805;-45.120503652039325
1739209590.0108128;-38.13080360867914
1739209590.0108206;-35.57807855764607
1739209590.0108285;-45.120503652039325
1739209590.0108364;-38.13080360867914
1739209590.0108442;-33.981070128970906
1739209590.010852;-45.120503652039325
1739209590.01086;-38.13080360867914
1739209590.0108678;-35.57807855764607
1739209590.0108757;-33.981070128970906
1739209590.0108836;-45.120503652039325
1739209590.0108914;-38.13080360867914
1739209590.0108993;-38.13080360867914
1739209590.0109072;-45.120503652039325
1739209590.0109148;-45.120503652039325
1739209590.0109227;-45.120503652039325
1739209590.0109305;-45.120503652039325
1739209590.0109384;-38.13080360867914
1739209590.0109463;-35.57807855764607
1739209590.0109541;-38.13080360867914
1739209590.010962;-45.120503652039325
1739209590.0109699;-45.120503652039325
1739209590.0109777;-35.57807855764607
1739209590.0109856;-45.120503652039325
1739209590.0109935;-35.57807855764607
1739209590.0110013;-33.981070128970906
1739209590.0110092;-45.120503652039325
1739209590.011017;-45.120503652039325
1739209590.0110247;-38.13080360867914
1739209590.0110326;-38.13080360867914
1739209590.0110404;-45.120503652039325
1739209590.0110483;-38.13080360867914
1739209590.0110562;-45.120503652039325
1739209590.011064;-45.120503652039325
1739209590.011072;-45.120503652039325
1739209590.0110798;-45.120503652039325
1739209590.0110877;-45.120503652039325
1739209590.0110955;-35.57807855764607
1739209590.0111034;-38.13080360867914
1739209590.0111113;-45.120503652039325
1739209590.0111191;-38.13080360867914
1739209590.011127;-35.57807855764607
1739209590.0111349;-38.13080360867914
1739209590.0111425;-38.13080360867914
1739209590.0111504;-33.981070128970906
1739209590.0111582;-25.826314394896357
1739209590.011166;-45.120503652039325
1739209590.011174;-45.120503652039325
1739209590.0111818;-38.13080360867914
1739209590.0111897;-33.981070128970906
1739209590.0111976;-35.57807855764607
1739209590.0112054;-31.141103565318915
1739209590.0112133;-45.120503652039325
1739209590.0112212;-35.57807855764607
1739209590.011229;-38.13080360867914
1739209590.011237;-45.120503652039325
1739209590.0112448;-45.120503652039325
1739209590.0112524;-38.13080360867914
1739209590.0112603;-38.13080360867914
1739209590.0112681;-38.13080360867914
1739209590.011276;-45.120503652039325
1739209590.0112839;-38.13080360867914
1739209590.0112917;-38.13080360867914
1739209590.0112996;-38.13080360867914
1739209590.0113075;-38.13080360867914
1739209590.0113153;-38.13080360867914
1739209590.0113232;-45.120503652039325
1739209590.011331;-38.13080360867914
1739209590.011339;-38.13080360867914
1739209590.0113468;-45.120503652039325
1739209590.0113547;-45.120503652039325
1739209590.0113626;-45.120503652039325
1739209590.0113702;-38.13080360867914
1739209590.011378;-45.120503652039325
1739209590.011386;-38.13080360867914
1739209590.0113938;-45.120503652039325
1739209590.0114017;-45.120503652039325
1739209590.0114095;-31.141103565318915
1739209590.0114174;-38.13080360867914
1739209590.0114253;-38.13080360867914
1739209590.0114331;-45.120503652039325
1739209590.011441;-38.13080360867914
1739209590.0114489;-45.120503652039325
1739209590.0114567;-45.120503652039325
1739209590.0114646;-33.981070128970906
1739209590.0114725;-32.816014438256545
1739209590.01148;-38.13080360867914
1739209590.011488;-45.120503652039325
1739209590.0114958;-38.13080360867914
1739209590.0115037;-33.981070128970906
1739209590.0115116;-45.120503652039325
1739209590.0115194;-38.13080360867914
1739209590.0115273;-38.13080360867914
1739209590.0115352;-28.992665084841942
1739209590.011543;-33.981070128970906
1739209590.011551;-38.13080360867914
1739209590.0115588;-45.120503652039325
1739209590.0115666;-38.13080360867914
1739209590.0115745;-35.57807855764607
1739209590.0115824;-38.13080360867914
1739209590.01159;-45.120503652039325
1739209590.0115979;-35.57807855764607
1739209590.0116057;-38.13080360867914
1739209590.0116136;-35.57807855764607
1739209590.0116215;-45.120503652039325
1739209590.0116293;-38.13080360867914
1739209590.0116372;-35.57807855764607
1739209590.011645;-38.13080360867914
1739209590.011653;-35.57807855764607
1739209590.0116608;-38.13080360867914
1739209590.0116687;-38.13080360867914
1739209590.0116765;-45.120503652039325
1739209590.0116844;-38.13080360867914
1739209590.0116923;-45.120503652039325
1739209590.0117002;-45.120503652039325
1739209590.0117078;-38.13080360867914
1739209590.0117157;-45.120503652039325
1739209590.0117235;-38.13080360867914
1739209590.0117314;-32.816014438256545
1739209590.0117393;-45.120503652039325
1739209590.0117471;-38.13080360867914
1739209590.011755;-32.816014438256545
1739209590.0117629;-38.13080360867914
1739209590.0117707;-38.13080360867914
1739209590.0117786;-32.816014438256545
1739209590.0117865;-38.13080360867914
1739209590.0117943;-38.13080360867914
1739209590.0118022;-35.57807855764607
1739209590.01181;-35.57807855764607
1739209590.0118177;-38.13080360867914
1739209590.0118256;-35.57807855764607
1739209590.0118334;-45.120503652039325
1739209590.0118413;-38.13080360867914
1739209590.0118492;-35.57807855764607
1739209590.011857;-45.120503652039325
1739209590.011865;-38.13080360867914
1739209590.0118728;-38.13080360867914
1739209590.0118806;-38.13080360867914
1739209590.0118885;-38.13080360867914
1739209590.0118964;-38.13080360867914
1739209590.0119042;-45.120503652039325
1739209590.011912;-45.120503652039325
1739209590.01192;-38.13080360867914
1739209590.0119278;-35.57807855764607
1739209590.0119355;-35.57807855764607
1739209590.0119433;-38.13080360867914
1739209590.0119512;-35.57807855764607
1739209590.011959;-38.13080360867914
1739209590.011967;-45.120503652039325
1739209590.0119748;-45.120503652039325
1739209590.0119827;-45.120503652039325
1739209590.0119905;-45.120503652039325
1739209590.0119984;-45.120503652039325
1739209590.0120063;-38.13080360867914
1739209590.0120142;-38.13080360867914
1739209590.012022;-38.13080360867914
1739209590.01203;-45.120503652039325
1739209590.0120378;-38.13080360867914
1739209590.0120454;-45.120503652039325
1739209590.0120533;-45.120503652039325
1739209590.012061;-38.13080360867914
1739209590.012069;-38.13080360867914
1739209590.0120769;-38.13080360867914
1739209590.0120847;-38.13080360867914
1739209590.0120926;-45.120503652039325
1739209590.0121005;-45.120503652039325
1739209590.0121083;-33.981070128970906
1739209590.0121162;-33.981070128970906
1739209590.012124;-45.120503652039325
1739209590.012132;-45.120503652039325
1739209590.0121398;-38.13080360867914
1739209590.0121477;-35.57807855764607
1739209590.0121555;-38.13080360867914
1739209590.0121632;-33.981070128970906
1739209590.012171;-45.120503652039325
1739209590.012179;-45.120503652039325
1739209590.0121868;-38.13080360867914
1739209590.0121946;-38.13080360867914
1739209590.0122025;-45.120503652039325
1739209590.0122104;-45.120503652039325
1739209590.0122182;-45.120503652039325
1739209590.012226;-45.120503652039325
1739209590.012234;-30.49652367304973
1739209590.0122418;-33.981070128970906
1739209590.0122497;-45.120503652039325
1739209590.0122576;-45.120503652039325
1739209590.0122654;-45.120503652039325
1739209590.012273;-38.13080360867914
1739209590.012281;-45.120503652039325
1739209590.0122888;-38.13080360867914
1739209590.0122967;-45.120503652039325
1739209590.0123045;-38.13080360867914
1739209590.0123124;-35.57807855764607
1739209590.0123203;-38.13080360867914
1739209590.0123281;-45.120503652039325
1739209590.012336;-45.120503652039325
1739209590.012344;-35.57807855764607
1739209590.0123518;-45.120503652039325
1739209590.0123596;-45.120503652039325
1739209590.0123675;-45.120503652039325
1739209590.0123754;-38.13080360867914
1739209590.012383;-45.120503652039325
1739209590.0123909;-35.57807855764607
1739209590.0123987;-35.57807855764607
1739209590.0124066;-45.120503652039325
1739209590.0124145;-45.120503652039325
1739209590.0124223;-38.13080360867914
1739209590.0124302;-33.981070128970906
1739209590.012438;-45.120503652039325
1739209590.012446;-45.120503652039325
1739209590.0124538;-45.120503652039325
1739209590.0124617;-38.13080360867914
1739209590.0124695;-38.13080360867914
1739209590.0124774;-45.120503652039325
1739209590.0124853;-45.120503652039325
1739209590.0124931;-35.57807855764607
1739209590.0125008;-35.57807855764607
1739209590.0125086;-45.120503652039325
1739209590.0125165;-38.13080360867914
1739209590.0125244;-45.120503652039325
1739209590.0125322;-38.13080360867914
1739209590.01254;-38.13080360867914
1739209590.012548;-33.981070128970906
1739209590.0125558;-27.267205301931607
1739209590.0125637;-35.57807855764607
1739209590.0125716;-45.120503652039325
1739209590.0125794;-38.13080360867914
1739209590.0125873;-33.981070128970906
1739209590.0125952;-45.120503652039325
1739209590.012603;-38.13080360867914
1739209590.0126107;-45.120503652039325
1739209590.0126185;-29.438486411369354
1739209590.0126264;-45.120503652039325
1739209590.0126343;-45.120503652039325
1739209590.0126421;-45.120503652039325
1739209590.01265;-38.13080360867914
1739209590.0126579;-35.57807855764607
1739209590.0126657;-45.120503652039325
1739209590.0126736;-38.13080360867914
1739209590.0126815;-45.120503652039325
1739209590.0126894;-38.13080360867914
1739209590.0126972;-38.13080360867914
1739209590.012705;-38.13080360867914
1739209590.012713;-38.13080360867914
1739209590.0127208;-45.120503652039325
1739209590.0127285;-45.120503652039325
1739209590.0127363;-38.13080360867914
1739209590.0127442;-33.981070128970906
1739209590.012752;-45.120503652039325
1739209590.01276;-45.120503652039325
1739209590.0127678;-38.13080360867914
1739209590.0127757;-33.981070128970906
1739209590.0127835;-38.13080360867914
1739209590.0127914;-38.13080360867914
1739209590.0127993;-45.120503652039325
1739209590.0128071;-33.981070128970906
1739209590.012815;-32.816014438256545
1739209590.0128229;-38.13080360867914
1739209590.0128307;-45.120503652039325
1739209590.0128384;-38.13080360867914
1739209590.0128462;-33.981070128970906
1739209590.012854;-38.13080360867914
1739209590.012862;-45.120503652039325
1739209590.0128698;-28.992665084841942
1739209590.0128777;-38.13080360867914
1739209590.0128856;-38.13080360867914
1739209590.0128934;-45.120503652039325
1739209590.0129013;-38.13080360867914
1739209590.0129092;-45.120503652039325
1739209590.012917;-45.120503652039325
1739209590.012925;-38.13080360867914
1739209590.0129328;-31.141103565318915
1739209590.0129406;-38.13080360867914
1739209590.0129485;-45.120503652039325
1739209590.0129561;-45.120503652039325
1739209590.012964;-38.13080360867914
1739209590.0129719;-35.57807855764607
1739209590.0129797;-33.981070128970906
1739209590.0129876;-45.120503652039325
1739209590.0129955;-38.13080360867914
1739209590.0130033;-38.13080360867914
1739209590.0130112;-45.120503652039325
1739209590.013019;-35.57807855764607
1739209590.013027;-38.13080360867914
1739209590.0130348;-38.13080360867914
1739209590.0130427;-38.13080360867914
1739209590.0130506;-38.13080360867914
1739209590.0130584;-38.13080360867914
1739209590.013066;-45.120503652039325
1739209590.013074;-45.120503652039325
1739209590.0130818;-45.120503652039325
1739209590.0130897;-38.13080360867914
1739209590.0130975;-38.13080360867914
1739209590.0131054;-45.120503652039325
1739209590.0131133;-45.120503652039325
1739209590.0131211;-38.13080360867914
1739209590.013129;-38.13080360867914
1739209590.0131369;-45.120503652039325
1739209590.0131447;-38.13080360867914
1739209590.0131526;-38.13080360867914
1739209590.0131605;-45.120503652039325
1739209590.0131683;-38.13080360867914
1739209590.013176;-38.13080360867914
1739209590.0131838;-45.120503652039325
1739209590.0131917;-38.13080360867914
1739209590.0131996;-35.57807855764607
1739209590.0132074;-38.13080360867914
1739209590.0132153;-38.13080360867914
1739209590.0132232;-35.57807855764607
1739209590.013231;-38.13080360867914
1739209590.013239;-45.120503652039325
1739209590.0132468;-35.57807855764607
1739209590.0132546;-38.13080360867914
1739209590.0132625;-38.13080360867914
1739209590.0132704;-45.120503652039325
1739209590.0132782;-45.120503652039325
1739209590.013286;-45.120503652039325
1739209590.0132937;-45.120503652039325
1739209590.0133016;-45.120503652039325
1739209590.0133095;-38.13080360867914
1739209590.0133173;-45.120503652039325
1739209590.0133252;-45.120503652039325
1739209590.013333;-45.120503652039325
1739209590.013341;-38.13080360867914
1739209590.0133488;-32.816014438256545
1739209590.0133567;-38.13080360867914
1739209590.0133646;-45.120503652039325
1739209590.0133724;-33.981070128970906
1739209590.0133803;-32.816014438256545
1739209590.0133882;-38.13080360867914
1739209590.013396;-45.120503652039325
1739209590.0134037;-38.13080360867914
1739209590.0134115;-38.13080360867914
1739209590.0134194;-45.120503652039325
1739209590.0134273;-45.120503652039325
1739209590.0134351;-45.120503652039325
1739209590.013443;-45.120503652039325
1739209590.0134509;-38.13080360867914
1739209590.0134587;-35.57807855764607
1739209590.0134666;-38.13080360867914
1739209590.0134745;-45.120503652039325
1739209590.0134823;-45.120503652039325
1739209590.0134902;-45.120503652039325
1739209590.013498;-45.120503652039325
1739209590.013506;-31.141103565318915
1739209590.0135138;-32.816014438256545
1739209590.0135214;-45.120503652039325
1739209590.0135293;-45.120503652039325
1739209590.0135372;-38.13080360867914
1739209590.013545;-35.57807855764607
1739209590.013553;-45.120503652039325
1739209590.0135608;-31.141103565318915
1739209590.0135686;-45.120503652039325
1739209590.0135765;-45.120503652039325
1739209590.0135844;-35.57807855764607
1739209590.0135922;-38.13080360867914
1739209590.0136;-45.120503652039325
1739209590.013608;-45.120503652039325
1739209590.0136158;-35.57807855764607
1739209590.0136237;-33.981070128970906
1739209590.0136313;-45.120503652039325
1739209590.0136392;-45.120503652039325
1739209590.013647;-38.13080360867914
1739209590.013655;-38.13080360867914
1739209590.0136628;-31.141103565318893
1739209590.0136707;-38.13080360867914
1739209590.0136786;-45.120503652039325
1739209590.0136864;-38.13080360867914
1739209590.0136943;-32.816014438256545
1739209590.0137022;-32.816014438256545
1739209590.01371;-45.120503652039325
1739209590.013718;-45.120503652039325
1739209590.0137258;-45.120503652039325
1739209590.0137336;-38.13080360867914
1739209590.0137413;-35.57807855764607
1739209590.0137491;-33.981070128970906
1739209590.013757;-38.13080360867914
1739209590.0137649;-45.120503652039325
1739209590.0137727;-38.13080360867914
1739209590.0137806;-45.120503652039325
1739209590.0137885;-38.13080360867914
1739209590.0137963;-45.120503652039325
1739209590.0138042;-38.13080360867914
1739209590.013812;-45.120503652039325
1739209590.01382;-32.816014438256545
1739209590.0138278;-33.981070128970906
1739209590.0138357;-45.120503652039325
1739209590.0138435;-38.13080360867914
1739209590.0138514;-35.57807855764607
1739209590.013859;-35.57807855764607
1739209590.013867;-35.57807855764607
1739209590.0138748;-45.120503652039325
1739209590.0138826;-33.981070128970906
1739209590.0138905;-32.816014438256545
1739209590.0138984;-45.120503652039325
1739209590.0139062;-45.120503652039325
1739209590.013914;-38.13080360867914
1739209590.013922;-38.13080360867914
1739209590.0139298;-45.120503652039325
1739209590.0139377;-45.120503652039325
1739209590.0139456;-33.981070128970906
1739209590.0139534;-45.120503652039325
1739209590.0139613;-45.120503652039325
1739209590.013969;-45.120503652039325
1739209590.0139768;-38.13080360867914
1739209590.0139847;-45.120503652039325
1739209590.0139925;-45.120503652039325
1739209590.0140004;-45.120503652039325
1739209590.0140083;-33.981070128970906
1739209590.0140162;-31.141103565318915
1739209590.014024;-45.120503652039325
1739209590.014032;-38.13080360867914
1739209590.0140398;-45.120503652039325
1739209590.0140476;-38.13080360867914
1739209590.0140555;-45.120503652039325
1739209590.0140634;-38.13080360867914
1739209590.0140712;-45.120503652039325
1739209590.014079;-45.120503652039325
1739209590.0140867;-45.120503652039325
1739209590.0140946;-45.120503652039325
1739209590.0141025;-45.120503652039325
1739209590.0141103;-33.981070128970906
1739209590.0141182;-45.120503652039325
1739209590.014126;-45.120503652039325
1739209590.014134;-45.120503652039325
1739209590.0141418;-45.120503652039325
1739209590.0141497;-45.120503652039325
1739209590.0141575;-38.13080360867914
1739209590.0141654;-38.13080360867914
1739209590.0141733;-45.120503652039325
1739209590.0141811;-32.816014438256545
1739209590.014189;-38.13080360867914
1739209590.0141966;-38.13080360867914
1739209590.0142045;-35.57807855764607
1739209590.0142124;-35.57807855764607
1739209590.0142202;-38.13080360867914
1739209590.014228;-38.13080360867914
1739209590.014236;-35.57807855764607
1739209590.0142438;-38.13080360867914
1739209590.0142517;-45.120503652039325
1739209590.0142596;-38.13080360867914
1739209590.0142674;-38.13080360867914
1739209590.0142753;-45.120503652039325
1739209590.0142832;-38.13080360867914
1739209590.014291;-38.13080360867914
1739209590.014299;-45.120503652039325
1739209590.0143068;-38.13080360867914
1739209590.0143144;-45.120503652039325
1739209590.0143223;-45.120503652039325
1739209590.0143301;-38.13080360867914
1739209590.014338;-45.120503652039325
1739209590.014346;-45.120503652039325
1739209590.0143538;-45.120503652039325
1739209590.0143616;-38.13080360867914
1739209590.0143695;-45.120503652039325
1739209590.0143774;-38.13080360867914
1739209590.0143852;-38.13080360867914
1739209590.014393;-45.120503652039325
1739209590.014401;-38.13080360867914
1739209590.0144088;-45.120503652039325
1739209590.0144167;-45.120503652039325
1739209590.0144243;-38.13080360867914
1739209590.0144322;-35.57807855764607
1739209590.01444;-38.13080360867914
1739209590.014448;-35.57807855764607
1739209590.0144558;-38.13080360867914
1739209590.0144637;-45.120503652039325
1739209590.0144715;-45.120503652039325
1739209590.0144794;-38.13080360867914
1739209590.0144873;-45.120503652039325
1739209590.0144951;-45.120503652039325
1739209590.014503;-38.13080360867914
1739209590.0145109;-35.57807855764607
1739209590.0145187;-38.13080360867914
1739209590.0145266;-38.13080360867914
1739209590.0145342;-45.120503652039325
1739209590.014542;-38.13080360867914
1739209590.01455;-45.120503652039325
1739209590.0145578;-45.120503652039325
1739209590.0145657;-38.13080360867914
1739209590.0145736;-38.13080360867914
1739209590.0145814;-45.120503652039325
1739209590.0145893;-45.120503652039325
1739209590.0145972;-38.13080360867914
1739209590.014605;-38.13080360867914
1739209590.014613;-45.120503652039325
1739209590.0146208;-45.120503652039325
1739209590.0146286;-38.13080360867914
1739209590.0146365;-45.120503652039325
1739209590.0146444;-38.13080360867914
1739209590.014652;-32.816014438256545
1739209590.01466;-45.120503652039325
1739209590.0146677;-45.120503652039325
1739209590.0146756;-35.57807855764607
1739209590.0146835;-38.13080360867914
1739209590.0146914;-38.13080360867914
1739209590.0146992;-32.816014438256545
1739209590.014707;-38.13080360867914
1739209590.014715;-45.120503652039325
1739209590.0147228;-45.120503652039325
1739209590.0147307;-35.57807855764607
1739209590.0147386;-38.13080360867914
1739209590.0147464;-38.13080360867914
1739209590.0147543;-38.13080360867914
1739209590.014762;-45.120503652039325
1739209590.0147698;-45.120503652039325
1739209590.0147777;-45.120503652039325
1739209590.0147855;-38.13080360867914
1739209590.0147934;-45.120503652039325
1739209590.0148013;-38.13080360867914
1739209590.0148091;-45.120503652039325
1739209590.014817;-45.120503652039325
1739209590.0148249;-45.120503652039325
1739209590.0148327;-38.13080360867914
1739209590.0148406;-27.8777449560314
1739209590.0148485;-45.120503652039325
1739209590.0148563;-45.120503652039325
1739209590.0148642;-38.13080360867914
1739209590.014872;-38.13080360867914
1739209590.0148797;-38.13080360867914
1739209590.0148876;-38.13080360867914
1739209590.0148954;-45.120503652039325
1739209590.0149033;-38.13080360867914
1739209590.0149112;-45.120503652039325
1739209590.014919;-35.57807855764607
1739209590.014927;-45.120503652039325
1739209590.0149348;-45.120503652039325
1739209590.0149426;-45.120503652039325
1739209590.0149505;-45.120503652039325
1739209590.0149584;-33.981070128970906
1739209590.0149662;-33.981070128970906
1739209590.014974;-38.13080360867914
1739209590.014982;-35.57807855764607
1739209590.0149896;-33.981070128970906
1739209590.0149975;-45.120503652039325
1739209590.0150054;-45.120503652039325
1739209590.0150132;-38.13080360867914
1739209590.015021;-45.120503652039325
1739209590.015029;-38.13080360867914
1739209590.0150368;-38.13080360867914
1739209590.0150447;-45.120503652039325
1739209590.0150526;-45.120503652039325
1739209590.0150604;-45.120503652039325
1739209590.0150683;-38.13080360867914
1739209590.0150762;-35.57807855764607
1739209590.015084;-38.13080360867914
