CAN Message; 0x77:2d2fb65b91743393
1739209741.5059142;-38.13080360867914
1739209741.505921;-35.57807855764607
1739209741.5059276;-38.13080360867914
1739209741.5059342;-38.13080360867914
1739209741.505941;-45.120503652039325
1739209741.5059476;-38.13080360867914
1739209741.5059543;-38.13080360867914
1739209741.505961;-32.816014438256545
1739209741.5059676;-45.120503652039325
1739209741.5059743;-45.120503652039325
1739209741.505981;-38.13080360867914
1739209741.5059876;-35.57807855764607
1739209741.5059943;-38.13080360867914
1739209741.506001;-45.120503652039325
1739209741.5060077;-35.57807855764607
1739209741.5060143;-32.816014438256545
1739209741.506021;-38.13080360867914
1739209741.5060277;-38.13080360867914
1739209741.5060344;-45.120503652039325
1739209741.506041;-38.13080360867914
1739209741.5060477;-38.13080360867914
1739209741.5060544;-45.120503652039325
1739209741.506061;-38.13080360867914
1739209741.5060678;-32.816014438256545
1739209741.5060744;-33.981070128970906
1739209741.506081;-45.120503652039325
1739209741.5060878;-31.141103565318915
1739209741.5060945;-35.57807855764607
1739209741.5061011;-38.13080360867914
1739209741.5061076;-45.120503652039325
1739209741.5061142;-38.13080360867914
1739209741.506121;-45.120503652039325
1739209741.5061276;-45.120503652039325
1739209741.5061343;-35.57807855764607
1739209741.506141;-45.120503652039325
1739209741.5061476;-38.13080360867914
1739209741.5061543;-38.13080360867914
1739209741.506161;-45.120503652039325
1739209741.5061677;-38.13080360867914
1739209741.5061743;-35.57807855764607
1739209741.506181;-38.13080360867914
1739209741.5061877;-45.120503652039325
1739209741.5061944;-27.267205301931607
1739209741.506201;-30.49652367304973
1739209741.5062077;-38.13080360867914
1739209741.5062144;-45.120503652039325
1739209741.506221;-38.13080360867914
1739209741.5062277;-35.57807855764607
1739209741.5062344;-38.13080360867914
1739209741.506241;-38.13080360867914
1739209741.5062478;-38.13080360867914
1739209741.5062544;-38.13080360867914
1739209741.506261;-38.13080360867914
1739209741.5062678;-45.120503652039325
1739209741.5062745;-45.120503652039325
1739209741.5062811;-38.13080360867914
1739209741.5062878;-45.120503652039325
1739209741.5062945;-45.120503652039325
1739209741.5063012;-32.816014438256545
1739209741.5063078;-32.816014438256545
1739209741.5063143;-45.120503652039325
1739209741.506321;-45.120503652039325
1739209741.5063276;-45.120503652039325
1739209741.5063343;-45.120503652039325
1739209741.506341;-35.57807855764607
1739209741.5063477;-38.13080360867914
1739209741.5063543;-45.120503652039325
1739209741.506361;-45.120503652039325
1739209741.5063677;-45.120503652039325
1739209741.5063744;-45.120503652039325
1739209741.506381;-45.120503652039325
1739209741.5063877;-38.13080360867914
1739209741.5063944;-33.981070128970906
1739209741.506401;-45.120503652039325
1739209741.5064077;-45.120503652039325
1739209741.5064144;-45.120503652039325
1739209741.506421;-38.13080360867914
1739209741.5064278;-38.13080360867914
1739209741.5064344;-45.120503652039325
1739209741.506441;-45.120503652039325
1739209741.5064478;-38.13080360867914
1739209741.5064545;-35.57807855764607
1739209741.5064611;-38.13080360867914
1739209741.5064678;-35.57807855764607
1739209741.5064745;-45.120503652039325
1739209741.5064812;-35.57807855764607
1739209741.5064878;-45.120503652039325
1739209741.5064945;-45.120503652039325
1739209741.5065012;-38.13080360867914
1739209741.5065079;-35.57807855764607
1739209741.5065145;-38.13080360867914
1739209741.5065212;-45.120503652039325
1739209741.506528;-35.57807855764607
1739209741.5065343;-45.120503652039325
1739209741.506541;-45.120503652039325
1739209741.5065477;-45.120503652039325
1739209741.5065544;-38.13080360867914
1739209741.506561;-45.120503652039325
1739209741.5065677;-33.981070128970906
1739209741.5065744;-29.438486411369333
1739209741.506581;-45.120503652039325
1739209741.5065877;-45.120503652039325
1739209741.5065944;-38.13080360867914
1739209741.506601;-38.13080360867914
1739209741.5066078;-45.120503652039325
1739209741.5066144;-45.120503652039325
1739209741.5066211;-38.13080360867914
1739209741.5066278;-45.120503652039325
1739209741.5066345;-38.13080360867914
1739209741.5066411;-45.120503652039325
1739209741.5066478;-45.120503652039325
1739209741.5066545;-38.13080360867914
1739209741.5066612;-38.13080360867914
1739209741.5066679;-45.120503652039325
1739209741.5066745;-35.57807855764607
1739209741.5066812;-38.13080360867914
1739209741.5066879;-45.120503652039325
1739209741.5066946;-45.120503652039325
1739209741.5067012;-38.13080360867914
1739209741.506708;-45.120503652039325
1739209741.5067146;-38.13080360867914
1739209741.5067213;-45.120503652039325
1739209741.506728;-38.13080360867914
1739209741.5067346;-35.57807855764607
1739209741.506741;-38.13080360867914
1739209741.5067477;-45.120503652039325
1739209741.5067544;-38.13080360867914
1739209741.506761;-31.141103565318893
1739209741.5067677;-45.120503652039325
1739209741.5067744;-45.120503652039325
1739209741.506781;-38.13080360867914
1739209741.5067878;-32.816014438256545
1739209741.5067945;-38.13080360867914
1739209741.5068011;-45.120503652039325
1739209741.5068078;-38.13080360867914
1739209741.5068145;-38.13080360867914
1739209741.5068212;-38.13080360867914
1739209741.5068278;-45.120503652039325
1739209741.5068345;-45.120503652039325
1739209741.5068412;-45.120503652039325
1739209741.5068479;-38.13080360867914
1739209741.5068545;-45.120503652039325
1739209741.5068612;-45.120503652039325
1739209741.506868;-32.816014438256545
1739209741.5068746;-45.120503652039325
1739209741.5068812;-45.120503652039325
1739209741.506888;-38.13080360867914
1739209741.5068946;-38.13080360867914
1739209741.5069013;-33.981070128970906
1739209741.506908;-45.120503652039325
1739209741.5069146;-38.13080360867914
1739209741.5069213;-45.120503652039325
1739209741.506928;-45.120503652039325
1739209741.5069346;-38.13080360867914
1739209741.5069413;-38.13080360867914
1739209741.506948;-38.13080360867914
1739209741.5069547;-31.141103565318915
1739209741.506961;-35.57807855764607
1739209741.5069678;-38.13080360867914
1739209741.5069745;-45.120503652039325
1739209741.5069811;-38.13080360867914
1739209741.5069878;-38.13080360867914
1739209741.5069945;-38.13080360867914
1739209741.5070012;-38.13080360867914
1739209741.5070078;-38.13080360867914
1739209741.5070145;-38.13080360867914
1739209741.5070212;-45.120503652039325
1739209741.5070279;-45.120503652039325
1739209741.5070345;-45.120503652039325
1739209741.5070412;-45.120503652039325
1739209741.507048;-45.120503652039325
1739209741.5070546;-38.13080360867914
1739209741.5070612;-31.141103565318915
1739209741.507068;-45.120503652039325
1739209741.5070746;-45.120503652039325
1739209741.5070813;-45.120503652039325
1739209741.507088;-33.981070128970906
1739209741.5070946;-45.120503652039325
1739209741.5071013;-45.120503652039325
1739209741.507108;-38.13080360867914
1739209741.5071146;-38.13080360867914
1739209741.5071213;-38.13080360867914
1739209741.507128;-38.13080360867914
1739209741.5071347;-35.57807855764607
1739209741.5071414;-38.13080360867914
1739209741.507148;-45.120503652039325
1739209741.5071547;-45.120503652039325
1739209741.5071614;-45.120503652039325
1739209741.5071678;-38.13080360867914
1739209741.5071745;-45.120503652039325
1739209741.5071812;-35.57807855764607
1739209741.5071878;-33.981070128970906
1739209741.5071945;-38.13080360867914
1739209741.5072012;-35.57807855764607
1739209741.5072079;-38.13080360867914
1739209741.5072145;-38.13080360867914
1739209741.5072212;-38.13080360867914
1739209741.507228;-45.120503652039325
1739209741.5072346;-38.13080360867914
1739209741.5072412;-45.120503652039325
1739209741.507248;-38.13080360867914
1739209741.5072546;-45.120503652039325
1739209741.5072613;-45.120503652039325
1739209741.507268;-38.13080360867914
1739209741.5072746;-38.13080360867914
1739209741.5072813;-45.120503652039325
1739209741.507288;-38.13080360867914
1739209741.5072947;-32.816014438256545
1739209741.5073013;-38.13080360867914
1739209741.507308;-38.13080360867914
1739209741.5073147;-38.13080360867914
1739209741.5073214;-38.13080360867914
1739209741.507328;-30.49652367304973
1739209741.5073347;-38.13080360867914
1739209741.5073414;-45.120503652039325
1739209741.507348;-38.13080360867914
1739209741.5073547;-38.13080360867914
1739209741.5073614;-32.816014438256545
1739209741.507368;-45.120503652039325
1739209741.5073748;-45.120503652039325
1739209741.5073814;-38.13080360867914
1739209741.5073879;-38.13080360867914
1739209741.5073946;-45.120503652039325
1739209741.5074012;-38.13080360867914
1739209741.507408;-38.13080360867914
1739209741.5074146;-38.13080360867914
1739209741.5074213;-38.13080360867914
1739209741.507428;-45.120503652039325
1739209741.5074346;-31.141103565318915
1739209741.5074413;-30.49652367304973
1739209741.507448;-45.120503652039325
1739209741.5074546;-45.120503652039325
1739209741.5074613;-38.13080360867914
1739209741.507468;-38.13080360867914
1739209741.5074747;-45.120503652039325
1739209741.5074813;-45.120503652039325
1739209741.507488;-45.120503652039325
1739209741.5074947;-38.13080360867914
1739209741.5075014;-38.13080360867914
1739209741.507508;-45.120503652039325
1739209741.5075147;-38.13080360867914
1739209741.5075214;-45.120503652039325
1739209741.507528;-45.120503652039325
1739209741.5075347;-45.120503652039325
1739209741.5075414;-32.816014438256545
1739209741.507548;-32.816014438256545
1739209741.5075548;-38.13080360867914
1739209741.5075614;-45.120503652039325
1739209741.5075681;-45.120503652039325
1739209741.5075748;-38.13080360867914
1739209741.5075815;-38.13080360867914
1739209741.5075881;-35.57807855764607
1739209741.5075946;-45.120503652039325
1739209741.5076013;-45.120503652039325
1739209741.507608;-38.13080360867914
1739209741.5076146;-45.120503652039325
1739209741.5076213;-38.13080360867914
1739209741.507628;-45.120503652039325
1739209741.5076346;-38.13080360867914
1739209741.5076413;-45.120503652039325
1739209741.507648;-35.57807855764607
1739209741.5076547;-26.991370085610736
1739209741.5076613;-45.120503652039325
1739209741.507668;-45.120503652039325
1739209741.5076747;-38.13080360867914
1739209741.5076814;-32.816014438256545
1739209741.507688;-45.120503652039325
1739209741.5076947;-45.120503652039325
1739209741.5077014;-45.120503652039325
1739209741.507708;-32.81601443825658
1739209741.5077147;-45.120503652039325
1739209741.5077214;-45.120503652039325
1739209741.507728;-38.13080360867914
1739209741.5077348;-38.13080360867914
1739209741.5077415;-38.13080360867914
1739209741.5077481;-45.120503652039325
1739209741.5077548;-33.981070128970906
1739209741.5077615;-26.035653463252796
1739209741.5077682;-38.13080360867914
1739209741.5077748;-35.57807855764607
1739209741.5077815;-45.120503652039325
1739209741.5077882;-35.57807855764607
1739209741.5077949;-38.13080360867914
1739209741.5078015;-35.57807855764607
1739209741.5078082;-45.120503652039325
1739209741.5078146;-32.81601443825658
1739209741.5078213;-33.981070128970906
1739209741.507828;-31.141103565318893
1739209741.5078347;-45.120503652039325
1739209741.5078413;-45.120503652039325
1739209741.507848;-45.120503652039325
1739209741.5078547;-45.120503652039325
1739209741.5078614;-33.981070128970906
1739209741.507868;-29.438486411369333
1739209741.5078747;-35.57807855764607
1739209741.5078814;-35.57807855764607
1739209741.507888;-45.120503652039325
1739209741.5078948;-45.120503652039325
1739209741.5079014;-45.120503652039325
1739209741.507908;-38.13080360867914
1739209741.5079148;-38.13080360867914
1739209741.5079215;-31.141103565318943
1739209741.5079281;-45.120503652039325
1739209741.5079348;-32.816014438256545
1739209741.5079415;-38.13080360867914
1739209741.5079482;-45.120503652039325
1739209741.5079548;-45.120503652039325
1739209741.5079615;-45.120503652039325
1739209741.5079682;-45.120503652039325
1739209741.5079749;-25.252786309376837
1739209741.5079815;-31.141103565318915
1739209741.5079882;-45.120503652039325
1739209741.507995;-38.13080360867914
1739209741.5080016;-45.120503652039325
1739209741.5080082;-45.120503652039325
1739209741.508015;-45.120503652039325
1739209741.5080214;-35.57807855764607
1739209741.508028;-38.13080360867914
1739209741.5080347;-45.120503652039325
1739209741.5080414;-45.120503652039325
1739209741.508048;-38.13080360867914
1739209741.5080547;-45.120503652039325
1739209741.5080614;-45.120503652039325
1739209741.508068;-45.120503652039325
1739209741.5080748;-45.120503652039325
1739209741.5080814;-31.141103565318915
1739209741.508088;-33.981070128970906
1739209741.5080948;-38.13080360867914
1739209741.5081015;-38.13080360867914
1739209741.5081081;-38.13080360867914
1739209741.5081148;-38.13080360867914
1739209741.5081215;-45.120503652039325
1739209741.5081282;-38.13080360867914
1739209741.5081348;-45.120503652039325
1739209741.5081415;-38.13080360867914
1739209741.5081482;-45.120503652039325
1739209741.5081549;-38.13080360867914
1739209741.5081615;-38.13080360867914
1739209741.5081682;-45.120503652039325
1739209741.508175;-38.13080360867914
1739209741.5081816;-38.13080360867914
1739209741.5081882;-38.13080360867914
1739209741.508195;-45.120503652039325
1739209741.5082016;-45.120503652039325
1739209741.5082083;-38.13080360867914
1739209741.508215;-35.57807855764607
1739209741.5082216;-45.120503652039325
1739209741.5082283;-45.120503652039325
1739209741.508235;-45.120503652039325
1739209741.5082414;-38.13080360867914
1739209741.508248;-33.981070128970906
1739209741.5082548;-45.120503652039325
1739209741.5082614;-45.120503652039325
1739209741.508268;-45.120503652039325
1739209741.5082748;-38.13080360867914
1739209741.5082815;-38.13080360867914
1739209741.5082881;-38.13080360867914
1739209741.5082948;-38.13080360867914
1739209741.5083015;-38.13080360867914
1739209741.5083082;-33.981070128970906
1739209741.5083148;-38.13080360867914
1739209741.5083215;-38.13080360867914
1739209741.5083282;-38.13080360867914
1739209741.5083349;-45.120503652039325
1739209741.5083416;-45.120503652039325
1739209741.5083482;-38.13080360867914
1739209741.508355;-33.981070128970906
1739209741.5083616;-38.13080360867914
1739209741.5083683;-45.120503652039325
1739209741.508375;-45.120503652039325
1739209741.5083816;-32.816014438256545
1739209741.5083883;-32.816014438256545
1739209741.508395;-38.13080360867914
1739209741.5084016;-45.120503652039325
1739209741.5084083;-28.58837851428586
1739209741.508415;-45.120503652039325
1739209741.5084217;-38.13080360867914
1739209741.5084283;-45.120503652039325
1739209741.508435;-45.120503652039325
1739209741.5084417;-45.120503652039325
1739209741.5084481;-45.120503652039325
1739209741.5084548;-45.120503652039325
1739209741.5084615;-33.981070128970906
1739209741.5084682;-45.120503652039325
1739209741.5084748;-33.981070128970906
1739209741.5084815;-45.120503652039325
1739209741.5084882;-45.120503652039325
1739209741.5084949;-32.816014438256545
1739209741.5085015;-45.120503652039325
1739209741.5085082;-38.13080360867914
1739209741.508515;-33.981070128970906
1739209741.5085216;-38.13080360867914
1739209741.5085282;-35.57807855764607
1739209741.508535;-38.13080360867914
1739209741.5085416;-45.120503652039325
1739209741.5085483;-45.120503652039325
1739209741.508555;-45.120503652039325
1739209741.5085616;-38.13080360867914
1739209741.5085683;-45.120503652039325
1739209741.508575;-45.120503652039325
1739209741.5085816;-45.120503652039325
1739209741.5085883;-38.13080360867914
1739209741.508595;-38.13080360867914
1739209741.5086017;-38.13080360867914
1739209741.5086083;-38.13080360867914
1739209741.508615;-45.120503652039325
1739209741.5086217;-45.120503652039325
1739209741.5086284;-45.120503652039325
1739209741.508635;-38.13080360867914
1739209741.5086417;-38.13080360867914
1739209741.5086484;-45.120503652039325
1739209741.508655;-45.120503652039325
1739209741.5086617;-45.120503652039325
1739209741.5086682;-38.13080360867914
1739209741.5086749;-38.13080360867914
1739209741.5086815;-45.120503652039325
1739209741.5086882;-45.120503652039325
1739209741.508695;-45.120503652039325
1739209741.5087016;-38.13080360867914
1739209741.5087082;-45.120503652039325
1739209741.508715;-38.13080360867914
1739209741.5087216;-38.13080360867914
1739209741.5087283;-38.13080360867914
1739209741.508735;-38.13080360867914
1739209741.5087416;-38.13080360867914
1739209741.5087483;-35.57807855764607
1739209741.508755;-38.13080360867914
1739209741.5087616;-38.13080360867914
1739209741.5087683;-45.120503652039325
1739209741.508775;-38.13080360867914
1739209741.5087817;-35.57807855764607
1739209741.5087883;-38.13080360867914
1739209741.508795;-38.13080360867914
1739209741.5088017;-32.816014438256545
1739209741.5088084;-33.981070128970906
1739209741.508815;-45.120503652039325
1739209741.5088217;-45.120503652039325
1739209741.5088284;-38.13080360867914
1739209741.508835;-38.13080360867914
1739209741.5088418;-45.120503652039325
1739209741.5088484;-33.981070128970906
1739209741.508855;-38.13080360867914
1739209741.5088618;-45.120503652039325
1739209741.5088685;-32.816014438256545
1739209741.508875;-35.57807855764607
1739209741.5088816;-45.120503652039325
1739209741.5088882;-38.13080360867914
1739209741.508895;-38.13080360867914
1739209741.5089016;-45.120503652039325
1739209741.5089083;-45.120503652039325
1739209741.508915;-38.13080360867914
1739209741.5089216;-45.120503652039325
1739209741.5089283;-45.120503652039325
1739209741.508935;-45.120503652039325
1739209741.5089417;-38.13080360867914
1739209741.5089483;-45.120503652039325
1739209741.508955;-45.120503652039325
1739209741.5089617;-45.120503652039325
1739209741.5089684;-38.13080360867914
1739209741.508975;-35.57807855764607
1739209741.5089817;-38.13080360867914
1739209741.5089884;-45.120503652039325
1739209741.508995;-38.13080360867914
1739209741.5090017;-32.816014438256545
1739209741.5090084;-45.120503652039325
1739209741.509015;-45.120503652039325
1739209741.5090218;-38.13080360867914
1739209741.5090284;-38.13080360867914
1739209741.509035;-38.13080360867914
1739209741.5090418;-38.13080360867914
1739209741.5090485;-45.120503652039325
1739209741.5090551;-45.120503652039325
1739209741.5090618;-45.120503652039325
1739209741.5090685;-45.120503652039325
1739209741.5090752;-45.120503652039325
1739209741.5090818;-38.13080360867914
1739209741.5090885;-45.120503652039325
1739209741.509095;-45.120503652039325
1739209741.5091016;-38.13080360867914
1739209741.5091083;-32.816014438256545
1739209741.509115;-45.120503652039325
1739209741.5091217;-38.13080360867914
1739209741.5091283;-38.13080360867914
1739209741.509135;-45.120503652039325
1739209741.5091417;-45.120503652039325
1739209741.5091484;-45.120503652039325
1739209741.509155;-33.981070128970906
1739209741.5091617;-30.49652367304973
1739209741.5091684;-45.120503652039325
1739209741.509175;-38.13080360867914
1739209741.5091817;-38.13080360867914
1739209741.5091884;-38.13080360867914
1739209741.509195;-38.13080360867914
1739209741.5092018;-45.120503652039325
1739209741.5092084;-45.120503652039325
1739209741.509215;-33.981070128970906
1739209741.5092218;-35.57807855764607
1739209741.5092285;-38.13080360867914
1739209741.5092351;-45.120503652039325
1739209741.5092418;-45.120503652039325
1739209741.5092485;-45.120503652039325
1739209741.5092552;-38.13080360867914
1739209741.5092618;-33.981070128970906
1739209741.5092685;-38.13080360867914
1739209741.5092752;-38.13080360867914
1739209741.5092819;-35.57807855764607
1739209741.5092885;-38.13080360867914
1739209741.5092952;-35.57807855764607
1739209741.5093017;-38.13080360867914
1739209741.5093083;-45.120503652039325
1739209741.509315;-45.120503652039325
1739209741.5093217;-33.981070128970906
1739209741.5093284;-33.981070128970906
1739209741.509335;-38.13080360867914
1739209741.5093417;-45.120503652039325
1739209741.5093484;-38.13080360867914
1739209741.509355;-33.981070128970906
1739209741.5093617;-38.13080360867914
1739209741.5093684;-45.120503652039325
1739209741.509375;-38.13080360867914
1739209741.5093818;-38.13080360867914
1739209741.5093884;-38.13080360867914
1739209741.5093951;-45.120503652039325
1739209741.5094018;-45.120503652039325
1739209741.5094085;-38.13080360867914
1739209741.5094151;-45.120503652039325
1739209741.5094218;-45.120503652039325
1739209741.5094285;-38.13080360867914
1739209741.5094352;-38.13080360867914
1739209741.5094419;-38.13080360867914
1739209741.5094485;-45.120503652039325
1739209741.5094552;-38.13080360867914
1739209741.5094619;-33.981070128970906
1739209741.5094686;-45.120503652039325
1739209741.5094752;-45.120503652039325
1739209741.509482;-38.13080360867914
1739209741.5094886;-38.13080360867914
1739209741.5094953;-45.120503652039325
1739209741.509502;-38.13080360867914
1739209741.5095086;-38.13080360867914
1739209741.5095153;-38.13080360867914
1739209741.5095217;-45.120503652039325
1739209741.5095284;-38.13080360867914
1739209741.509535;-38.13080360867914
1739209741.5095417;-33.981070128970906
1739209741.5095484;-45.120503652039325
1739209741.509555;-38.13080360867914
1739209741.5095618;-35.57807855764607
1739209741.5095685;-35.57807855764607
1739209741.5095751;-45.120503652039325
1739209741.5095818;-45.120503652039325
1739209741.5095885;-38.13080360867914
1739209741.5095952;-30.49652367304973
1739209741.5096018;-45.120503652039325
1739209741.5096085;-38.13080360867914
1739209741.5096152;-45.120503652039325
1739209741.5096219;-45.120503652039325
1739209741.5096285;-38.13080360867914
1739209741.5096352;-38.13080360867914
1739209741.509642;-38.13080360867914
1739209741.5096486;-28.58837851428586
1739209741.5096552;-35.57807855764607
1739209741.509662;-38.13080360867914
1739209741.5096686;-38.13080360867914
1739209741.5096753;-33.981070128970906
1739209741.509682;-45.120503652039325
1739209741.5096886;-45.120503652039325
1739209741.5096953;-38.13080360867914
1739209741.509702;-30.49652367304973
1739209741.5097086;-38.13080360867914
1739209741.5097153;-45.120503652039325
1739209741.509722;-38.13080360867914
1739209741.5097284;-38.13080360867914
1739209741.509735;-45.120503652039325
1739209741.5097418;-45.120503652039325
1739209741.5097485;-45.120503652039325
1739209741.5097551;-45.120503652039325
1739209741.5097618;-38.13080360867914
1739209741.5097685;-38.13080360867914
1739209741.5097752;-35.57807855764607
1739209741.5097818;-45.120503652039325
1739209741.5097885;-45.120503652039325
1739209741.5097952;-45.120503652039325
1739209741.5098019;-38.13080360867914
1739209741.5098085;-38.13080360867914
1739209741.5098152;-38.13080360867914
1739209741.509822;-45.120503652039325
1739209741.5098286;-45.120503652039325
1739209741.5098352;-33.981070128970906
1739209741.509842;-45.120503652039325
1739209741.5098486;-38.13080360867914
1739209741.5098553;-33.981070128970906
1739209741.509862;-32.81601443825658
1739209741.5098686;-45.120503652039325
1739209741.5098753;-45.120503652039325
1739209741.509882;-38.13080360867914
1739209741.5098886;-38.13080360867914
1739209741.5098953;-45.120503652039325
1739209741.509902;-33.981070128970906
1739209741.5099087;-45.120503652039325
1739209741.5099154;-31.141103565318915
1739209741.509922;-33.981070128970906
1739209741.5099287;-38.13080360867914
1739209741.5099354;-35.57807855764607
1739209741.509942;-35.57807855764607
1739209741.5099485;-45.120503652039325
1739209741.5099552;-45.120503652039325
1739209741.5099618;-38.13080360867914
1739209741.5099685;-45.120503652039325
1739209741.5099752;-45.120503652039325
1739209741.5099819;-45.120503652039325
1739209741.5099885;-45.120503652039325
1739209741.5099952;-38.13080360867914
1739209741.510002;-38.13080360867914
1739209741.5100086;-38.13080360867914
1739209741.5100152;-32.816014438256545
1739209741.510022;-45.120503652039325
1739209741.5100286;-38.13080360867914
1739209741.5100353;-38.13080360867914
1739209741.510042;-45.120503652039325
1739209741.5100486;-45.120503652039325
1739209741.5100553;-45.120503652039325
1739209741.510062;-45.120503652039325
1739209741.5100687;-38.13080360867914
1739209741.5100753;-35.57807855764607
1739209741.510082;-38.13080360867914
1739209741.5100887;-45.120503652039325
1739209741.5100954;-45.120503652039325
1739209741.510102;-45.120503652039325
1739209741.5101087;-45.120503652039325
1739209741.5101154;-38.13080360867914
1739209741.510122;-38.13080360867914
1739209741.5101287;-45.120503652039325
1739209741.5101354;-38.13080360867914
1739209741.510142;-38.13080360867914
1739209741.5101488;-45.120503652039325
1739209741.5101552;-45.120503652039325
1739209741.5101619;-33.981070128970906
1739209741.5101686;-38.13080360867914
1739209741.5101752;-45.120503652039325
1739209741.510182;-33.981070128970906
1739209741.5101886;-38.13080360867914
1739209741.5101953;-45.120503652039325
1739209741.510202;-45.120503652039325
1739209741.5102086;-33.981070128970906
1739209741.5102153;-38.13080360867914
1739209741.510222;-45.120503652039325
1739209741.5102286;-38.13080360867914
1739209741.5102353;-45.120503652039325
1739209741.510242;-45.120503652039325
1739209741.5102487;-38.13080360867914
1739209741.5102553;-38.13080360867914
1739209741.510262;-45.120503652039325
1739209741.5102687;-38.13080360867914
1739209741.5102754;-38.13080360867914
1739209741.510282;-45.120503652039325
1739209741.5102887;-45.120503652039325
1739209741.5102954;-45.120503652039325
1739209741.510302;-38.13080360867914
1739209741.5103087;-35.57807855764607
1739209741.5103154;-38.13080360867914
1739209741.510322;-45.120503652039325
1739209741.5103288;-38.13080360867914
1739209741.5103354;-38.13080360867914
1739209741.5103421;-45.120503652039325
1739209741.5103488;-45.120503652039325
1739209741.5103555;-33.981070128970906
1739209741.5103621;-35.57807855764607
1739209741.5103688;-38.13080360867914
1739209741.5103753;-45.120503652039325
1739209741.510382;-38.13080360867914
1739209741.5103886;-35.57807855764607
1739209741.5103953;-38.13080360867914
1739209741.510402;-38.13080360867914
1739209741.5104086;-35.57807855764607
1739209741.5104153;-35.57807855764607
1739209741.510422;-38.13080360867914
1739209741.5104287;-45.120503652039325
1739209741.5104353;-38.13080360867914
1739209741.510442;-38.13080360867914
1739209741.5104487;-33.981070128970906
1739209741.5104554;-45.120503652039325
1739209741.510462;-38.13080360867914
1739209741.5104687;-45.120503652039325
1739209741.5104754;-45.120503652039325
1739209741.510482;-32.816014438256545
1739209741.5104887;-38.13080360867914
1739209741.5104954;-45.120503652039325
1739209741.510502;-45.120503652039325
1739209741.5105088;-33.981070128970906
1739209741.5105155;-33.981070128970906
1739209741.5105221;-45.120503652039325
1739209741.5105288;-45.120503652039325
1739209741.5105355;-33.981070128970906
1739209741.5105422;-33.981070128970906
1739209741.5105488;-45.120503652039325
1739209741.5105555;-38.13080360867914
1739209741.5105622;-38.13080360867914
1739209741.5105689;-38.13080360867914
1739209741.5105755;-45.120503652039325
1739209741.510582;-33.981070128970906
1739209741.5105886;-32.816014438256545
