CAN Message; 0x77:88e13d8a93cb0c87
1739209812.636834;-45.120503652039325
1739209812.6368449;-29.438486411369333
1739209812.6368556;-29.438486411369333
1739209812.6368666;-35.57807855764607
1739209812.6368773;-38.13080360867914
1739209812.6368883;-33.981070128970906
1739209812.636899;-32.816014438256545
1739209812.63691;-45.120503652039325
1739209812.636921;-35.57807855764607
1739209812.6369317;-45.120503652039325
1739209812.6369426;-45.120503652039325
1739209812.6369534;-38.13080360867914
1739209812.6369643;-45.120503652039325
1739209812.636975;-45.120503652039325
1739209812.636986;-45.120503652039325
1739209812.6369967;-38.13080360867914
1739209812.6370077;-45.120503652039325
1739209812.6370184;-31.141103565318893
1739209812.6370294;-26.487275050834715
1739209812.6370401;-45.120503652039325
1739209812.637051;-45.120503652039325
1739209812.6370618;-35.57807855764607
1739209812.6370728;-35.57807855764607
1739209812.6370835;-45.120503652039325
1739209812.6370945;-45.120503652039325
1739209812.6371052;-38.13080360867914
1739209812.6371162;-38.13080360867914
1739209812.637127;-45.120503652039325
1739209812.637138;-45.120503652039325
1739209812.6371486;-45.120503652039325
1739209812.6371596;-38.13080360867914
1739209812.6371703;-45.120503652039325
1739209812.6371813;-45.120503652039325
1739209812.6371922;-38.13080360867914
1739209812.637203;-45.120503652039325
1739209812.637214;-45.120503652039325
1739209812.6372247;-38.13080360867914
1739209812.6372356;-45.120503652039325
1739209812.6372464;-45.120503652039325
1739209812.6372573;-33.981070128970906
1739209812.637268;-45.120503652039325
1739209812.637279;-32.816014438256545
1739209812.6372898;-27.267205301931607
1739209812.6373007;-45.120503652039325
1739209812.6373115;-45.120503652039325
1739209812.6373224;-38.13080360867914
1739209812.6373332;-30.49652367304973
1739209812.6373441;-45.120503652039325
1739209812.6373549;-45.120503652039325
1739209812.6373658;-38.13080360867914
1739209812.6373765;-38.13080360867914
1739209812.6373875;-45.120503652039325
1739209812.6373982;-38.13080360867914
1739209812.6374092;-38.13080360867914
1739209812.63742;-45.120503652039325
1739209812.637431;-35.57807855764607
1739209812.6374416;-35.57807855764607
1739209812.6374526;-38.13080360867914
1739209812.6374633;-28.992665084841942
1739209812.6374743;-33.981070128970906
1739209812.6374853;-38.13080360867914
1739209812.637496;-38.13080360867914
1739209812.637507;-38.13080360867914
1739209812.6375177;-38.13080360867914
1739209812.6375287;-38.13080360867914
1739209812.6375394;-45.120503652039325
1739209812.6375504;-45.120503652039325
1739209812.637561;-32.816014438256545
1739209812.637572;-35.57807855764607
1739209812.6375828;-38.13080360867914
1739209812.6375937;-35.57807855764607
1739209812.6376045;-38.13080360867914
1739209812.6376154;-38.13080360867914
1739209812.6376262;-45.120503652039325
1739209812.6376371;-45.120503652039325
1739209812.6376479;-38.13080360867914
1739209812.6376588;-33.981070128970906
1739209812.6376696;-45.120503652039325
1739209812.6376805;-45.120503652039325
1739209812.6376913;-38.13080360867914
1739209812.6377022;-38.13080360867914
1739209812.637713;-45.120503652039325
1739209812.637724;-38.13080360867914
1739209812.6377347;-35.57807855764607
1739209812.6377456;-38.13080360867914
1739209812.6377566;-45.120503652039325
1739209812.6377673;-35.57807855764607
1739209812.6377783;-31.141103565318915
1739209812.637789;-45.120503652039325
1739209812.6378;-45.120503652039325
1739209812.6378107;-38.13080360867914
1739209812.6378217;-38.13080360867914
1739209812.6378324;-33.981070128970906
1739209812.6378434;-38.13080360867914
1739209812.637854;-45.120503652039325
1739209812.637865;-45.120503652039325
1739209812.6378758;-45.120503652039325
1739209812.6378868;-45.120503652039325
1739209812.6378975;-38.13080360867914
1739209812.6379085;-38.13080360867914
1739209812.6379192;-45.120503652039325
1739209812.6379302;-45.120503652039325
1739209812.637941;-38.13080360867914
1739209812.6379519;-35.57807855764607
1739209812.6379626;-38.13080360867914
1739209812.6379735;-45.120503652039325
1739209812.6379843;-45.120503652039325
1739209812.6379952;-38.13080360867914
1739209812.638006;-38.13080360867914
1739209812.638017;-38.13080360867914
1739209812.638028;-38.13080360867914
1739209812.6380386;-38.13080360867914
1739209812.6380496;-45.120503652039325
1739209812.6380603;-38.13080360867914
1739209812.6380713;-33.981070128970906
1739209812.638082;-45.120503652039325
1739209812.638093;-45.120503652039325
1739209812.6381037;-38.13080360867914
1739209812.6381147;-38.13080360867914
1739209812.6381254;-45.120503652039325
1739209812.6381364;-45.120503652039325
1739209812.638147;-38.13080360867914
1739209812.638158;-38.13080360867914
1739209812.6381688;-35.57807855764607
1739209812.6381798;-38.13080360867914
1739209812.6381905;-38.13080360867914
1739209812.6382015;-33.981070128970906
1739209812.6382122;-38.13080360867914
1739209812.6382232;-38.13080360867914
1739209812.638234;-35.57807855764607
1739209812.6382449;-35.57807855764607
1739209812.6382556;-45.120503652039325
1739209812.6382666;-38.13080360867914
1739209812.6382773;-33.981070128970906
1739209812.6382883;-38.13080360867914
1739209812.638299;-45.120503652039325
1739209812.63831;-45.120503652039325
1739209812.638321;-35.57807855764607
1739209812.6383317;-38.13080360867914
1739209812.6383426;-35.57807855764607
1739209812.6383533;-38.13080360867914
1739209812.6383643;-38.13080360867914
1739209812.638375;-38.13080360867914
1739209812.638386;-35.57807855764607
1739209812.6383967;-38.13080360867914
1739209812.6384077;-38.13080360867914
1739209812.6384184;-38.13080360867914
1739209812.6384294;-45.120503652039325
1739209812.6384401;-45.120503652039325
1739209812.638451;-38.13080360867914
1739209812.6384618;-45.120503652039325
1739209812.6384728;-45.120503652039325
1739209812.6384835;-38.13080360867914
1739209812.6384945;-38.13080360867914
1739209812.6385052;-45.120503652039325
1739209812.6385162;-29.438486411369333
1739209812.638527;-32.816014438256545
1739209812.638538;-45.120503652039325
1739209812.6385486;-38.13080360867914
1739209812.6385596;-35.57807855764607
1739209812.6385703;-45.120503652039325
1739209812.6385813;-45.120503652039325
1739209812.6385922;-38.13080360867914
1739209812.638603;-38.13080360867914
1739209812.638614;-38.13080360867914
1739209812.6386247;-45.120503652039325
1739209812.6386356;-45.120503652039325
1739209812.6386464;-45.120503652039325
1739209812.6386573;-38.13080360867914
1739209812.638668;-45.120503652039325
1739209812.638679;-45.120503652039325
1739209812.6386898;-45.120503652039325
1739209812.6387007;-45.120503652039325
1739209812.6387115;-38.13080360867914
1739209812.6387224;-45.120503652039325
1739209812.6387331;-33.981070128970906
1739209812.638744;-38.13080360867914
1739209812.6387548;-32.816014438256545
1739209812.6387658;-38.13080360867914
1739209812.6387765;-29.438486411369333
1739209812.6387875;-29.438486411369333
1739209812.6387982;-45.120503652039325
1739209812.6388092;-38.13080360867914
1739209812.63882;-38.13080360867914
1739209812.638831;-35.57807855764607
1739209812.6388416;-45.120503652039325
1739209812.6388526;-38.13080360867914
1739209812.6388636;-38.13080360867914
1739209812.6388743;-45.120503652039325
1739209812.6388853;-32.816014438256545
1739209812.638896;-45.120503652039325
1739209812.638907;-45.120503652039325
1739209812.6389177;-45.120503652039325
1739209812.6389287;-35.57807855764607
1739209812.6389394;-38.13080360867914
1739209812.6389503;-35.57807855764607
1739209812.638961;-35.57807855764607
1739209812.638972;-38.13080360867914
1739209812.6389828;-45.120503652039325
1739209812.6389937;-45.120503652039325
1739209812.6390045;-45.120503652039325
1739209812.6390154;-38.13080360867914
1739209812.6390262;-33.981070128970906
1739209812.6390371;-45.120503652039325
1739209812.6390479;-38.13080360867914
1739209812.6390588;-38.13080360867914
1739209812.6390696;-33.981070128970906
1739209812.6390805;-45.120503652039325
1739209812.6390913;-38.13080360867914
1739209812.6391022;-38.13080360867914
1739209812.639113;-33.981070128970906
1739209812.639124;-45.120503652039325
1739209812.639135;-33.981070128970956
1739209812.6391456;-38.13080360867914
1739209812.6391566;-38.13080360867914
1739209812.6391673;-45.120503652039325
1739209812.6391783;-45.120503652039325
1739209812.639189;-35.57807855764607
1739209812.6392;-38.13080360867914
1739209812.6392107;-35.57807855764607
1739209812.6392217;-30.49652367304973
1739209812.6392324;-38.13080360867914
1739209812.6392434;-45.120503652039325
1739209812.639254;-38.13080360867914
1739209812.639265;-33.981070128970906
1739209812.6392758;-38.13080360867914
1739209812.6392868;-32.816014438256545
1739209812.6392975;-45.120503652039325
1739209812.6393085;-33.981070128970956
1739209812.6393192;-45.120503652039325
1739209812.6393301;-38.13080360867914
1739209812.6393409;-45.120503652039325
1739209812.6393518;-45.120503652039325
1739209812.6393626;-38.13080360867914
1739209812.6393735;-38.13080360867914
1739209812.6393843;-38.13080360867914
1739209812.6393952;-26.991370085610722
1739209812.639406;-35.57807855764607
1739209812.639417;-38.13080360867914
1739209812.639428;-35.57807855764607
1739209812.6394386;-35.57807855764607
1739209812.6394496;-38.13080360867914
1739209812.6394603;-45.120503652039325
1739209812.6394713;-45.120503652039325
1739209812.639482;-38.13080360867914
1739209812.639493;-45.120503652039325
1739209812.6395037;-38.13080360867914
1739209812.6395147;-38.13080360867914
1739209812.6395254;-38.13080360867914
1739209812.6395364;-38.13080360867914
1739209812.639547;-45.120503652039325
1739209812.639558;-45.120503652039325
1739209812.6395688;-45.120503652039325
1739209812.6395798;-45.120503652039325
1739209812.6395905;-45.120503652039325
1739209812.6396015;-45.120503652039325
1739209812.6396122;-45.120503652039325
1739209812.6396232;-38.13080360867914
1739209812.639634;-35.57807855764607
1739209812.6396449;-45.120503652039325
1739209812.6396556;-45.120503652039325
1739209812.6396666;-35.57807855764607
1739209812.6396773;-38.13080360867914
1739209812.6396883;-45.120503652039325
1739209812.6396992;-38.13080360867914
1739209812.63971;-38.13080360867914
1739209812.639721;-38.13080360867914
1739209812.6397316;-45.120503652039325
1739209812.6397426;-45.120503652039325
1739209812.6397533;-45.120503652039325
1739209812.6397643;-45.120503652039325
1739209812.639775;-38.13080360867914
1739209812.639786;-45.120503652039325
1739209812.6397967;-38.13080360867914
1739209812.6398077;-35.57807855764607
1739209812.6398184;-35.57807855764607
1739209812.6398294;-33.981070128970906
1739209812.6398401;-45.120503652039325
1739209812.639851;-45.120503652039325
1739209812.6398618;-45.120503652039325
1739209812.6398728;-45.120503652039325
