CAN Message; 0x77:88e13d8a93cb0c87
Timestamp;Amplitude
1739209812.6313643;-35.57807855764607
1739209812.631375;-45.120503652039325
1739209812.631386;-45.120503652039325
1739209812.6313968;-38.13080360867914
1739209812.6314077;-38.13080360867914
1739209812.6314185;-45.120503652039325
1739209812.6314294;-45.120503652039325
1739209812.6314402;-35.57807855764607
1739209812.6314511;-45.120503652039325
1739209812.6314619;-45.120503652039325
1739209812.6314728;-45.120503652039325
1739209812.6314836;-38.13080360867914
1739209812.6314945;-33.981070128970906
1739209812.6315053;-38.13080360867914
1739209812.6315162;-45.120503652039325
1739209812.631527;-45.120503652039325
1739209812.631538;-33.981070128970906
1739209812.6315486;-45.120503652039325
1739209812.6315596;-38.13080360867914
1739209812.6315703;-38.13080360867914
1739209812.6315813;-38.13080360867914
1739209812.631592;-38.13080360867914
1739209812.631603;-45.120503652039325
1739209812.6316137;-45.120503652039325
1739209812.6316247;-45.120503652039325
1739209812.6316357;-45.120503652039325
1739209812.6316464;-38.13080360867914
1739209812.6316574;-45.120503652039325
1739209812.631668;-38.13080360867914
1739209812.631679;-38.13080360867914
1739209812.6316898;-45.120503652039325
1739209812.6317008;-45.120503652039325
1739209812.6317115;-45.120503652039325
1739209812.6317225;-38.13080360867914
1739209812.6317332;-38.13080360867914
1739209812.6317441;-45.120503652039325
1739209812.6317549;-45.120503652039325
1739209812.6317658;-38.13080360867914
1739209812.6317766;-33.981070128970906
1739209812.6317875;-45.120503652039325
1739209812.6317983;-38.13080360867914
1739209812.6318092;-38.13080360867914
1739209812.63182;-38.13080360867914
1739209812.631831;-45.120503652039325
1739209812.6318417;-45.120503652039325
1739209812.6318526;-35.57807855764607
1739209812.6318634;-32.816014438256545
1739209812.6318743;-38.13080360867914
1739209812.631885;-33.981070128970906
1739209812.631896;-33.981070128970906
1739209812.6319067;-38.13080360867914
1739209812.6319177;-45.120503652039325
1739209812.6319287;-38.13080360867914
1739209812.6319394;-28.992665084841942
1739209812.6319504;-45.120503652039325
1739209812.631961;-45.120503652039325
1739209812.631972;-45.120503652039325
1739209812.6319828;-38.13080360867914
1739209812.6319938;-38.13080360867914
1739209812.6320045;-38.13080360867914
1739209812.6320155;-45.120503652039325
1739209812.6320262;-38.13080360867914
1739209812.6320372;-35.57807855764607
1739209812.632048;-38.13080360867914
1739209812.6320589;-38.13080360867914
1739209812.6320696;-33.981070128970906
1739209812.6320806;-31.141103565318915
1739209812.6320913;-45.120503652039325
1739209812.6321023;-38.13080360867914
1739209812.632113;-27.267205301931607
1739209812.632124;-33.981070128970906
1739209812.6321347;-45.120503652039325
1739209812.6321456;-45.120503652039325
1739209812.6321564;-32.816014438256545
1739209812.6321673;-38.13080360867914
1739209812.632178;-45.120503652039325
1739209812.632189;-45.120503652039325
1739209812.6322;-33.981070128970956
1739209812.6322107;-45.120503652039325
1739209812.6322217;-45.120503652039325
1739209812.6322324;-45.120503652039325
1739209812.6322434;-45.120503652039325
1739209812.6322541;-45.120503652039325
1739209812.632265;-38.13080360867914
1739209812.6322758;-45.120503652039325
1739209812.6322868;-35.57807855764607
1739209812.6322975;-38.13080360867914
1739209812.6323085;-45.120503652039325
1739209812.6323192;-45.120503652039325
1739209812.6323302;-45.120503652039325
1739209812.632341;-45.120503652039325
1739209812.6323519;-35.57807855764607
1739209812.6323626;-38.13080360867914
1739209812.6323736;-38.13080360867914
1739209812.6323843;-38.13080360867914
1739209812.6323953;-45.120503652039325
1739209812.632406;-45.120503652039325
1739209812.632417;-45.120503652039325
1739209812.6324277;-45.120503652039325
1739209812.6324387;-32.816014438256545
1739209812.6324494;-38.13080360867914
1739209812.6324604;-33.981070128970956
1739209812.6324713;-45.120503652039325
1739209812.632482;-38.13080360867914
1739209812.632493;-45.120503652039325
1739209812.6325037;-38.13080360867914
1739209812.6325147;-38.13080360867914
1739209812.6325254;-45.120503652039325
1739209812.6325364;-45.120503652039325
1739209812.6325471;-27.8777449560314
1739209812.632558;-38.13080360867914
1739209812.6325688;-38.13080360867914
1739209812.6325798;-35.57807855764607
1739209812.6325905;-38.13080360867914
1739209812.6326015;-38.13080360867914
1739209812.6326122;-45.120503652039325
1739209812.6326232;-38.13080360867914
1739209812.632634;-38.13080360867914
1739209812.632645;-45.120503652039325
1739209812.6326556;-35.57807855764607
1739209812.6326666;-38.13080360867914
1739209812.6326773;-45.120503652039325
1739209812.6326883;-45.120503652039325
1739209812.632699;-45.120503652039325
1739209812.63271;-38.13080360867914
1739209812.6327207;-29.438486411369333
1739209812.6327317;-31.141103565318893
1739209812.6327424;-45.120503652039325
1739209812.6327534;-38.13080360867914
1739209812.6327643;-38.13080360867914
1739209812.632775;-45.120503652039325
1739209812.632786;-45.120503652039325
1739209812.6327968;-45.120503652039325
1739209812.6328077;-45.120503652039325
1739209812.6328185;-45.120503652039325
1739209812.6328294;-45.120503652039325
1739209812.6328402;-45.120503652039325
1739209812.6328511;-35.57807855764607
1739209812.6328619;-32.816014438256545
1739209812.6328728;-45.120503652039325
1739209812.6328835;-45.120503652039325
1739209812.6328945;-33.981070128970906
1739209812.6329052;-38.13080360867914
1739209812.6329162;-38.13080360867914
1739209812.632927;-38.13080360867914
1739209812.632938;-45.120503652039325
1739209812.6329486;-38.13080360867914
1739209812.6329596;-38.13080360867914
1739209812.6329703;-45.120503652039325
1739209812.6329813;-32.816014438256545
1739209812.632992;-33.981070128970906
1739209812.633003;-45.120503652039325
1739209812.6330137;-38.13080360867914
1739209812.6330247;-35.57807855764607
1739209812.6330357;-38.13080360867914
1739209812.6330464;-45.120503652039325
1739209812.6330574;-45.120503652039325
1739209812.633068;-45.120503652039325
1739209812.633079;-45.120503652039325
1739209812.6330898;-35.57807855764607
1739209812.6331007;-38.13080360867914
1739209812.6331115;-38.13080360867914
1739209812.6331224;-38.13080360867914
1739209812.6331332;-35.57807855764607
1739209812.6331441;-45.120503652039325
1739209812.6331549;-35.57807855764607
1739209812.6331658;-35.57807855764607
1739209812.6331766;-38.13080360867914
1739209812.6331875;-32.816014438256545
1739209812.6331983;-38.13080360867914
1739209812.6332092;-38.13080360867914
1739209812.63322;-45.120503652039325
1739209812.633231;-33.981070128970906
1739209812.6332417;-45.120503652039325
1739209812.6332526;-45.120503652039325
1739209812.6332633;-35.57807855764607
1739209812.6332743;-35.57807855764607
1739209812.633285;-45.120503652039325
1739209812.633296;-38.13080360867914
1739209812.633307;-38.13080360867914
1739209812.6333177;-45.120503652039325
1739209812.6333287;-38.13080360867914
1739209812.6333394;-45.120503652039325
1739209812.6333504;-38.13080360867914
1739209812.633361;-35.57807855764607
1739209812.633372;-45.120503652039325
1739209812.6333828;-45.120503652039325
1739209812.6333938;-45.120503652039325
1739209812.6334045;-45.120503652039325
1739209812.6334155;-45.120503652039325
1739209812.6334262;-38.13080360867914
1739209812.6334372;-38.13080360867914
1739209812.633448;-45.120503652039325
1739209812.6334589;-45.120503652039325
1739209812.6334696;-33.981070128970906
1739209812.6334805;-45.120503652039325
1739209812.6334913;-45.120503652039325
1739209812.6335022;-38.13080360867914
1739209812.633513;-38.13080360867914
1739209812.633524;-33.981070128970906
1739209812.6335347;-38.13080360867914
1739209812.6335456;-38.13080360867914
1739209812.6335564;-45.120503652039325
1739209812.6335673;-45.120503652039325
1739209812.6335783;-45.120503652039325
1739209812.633589;-38.13080360867914
1739209812.6336;-38.13080360867914
1739209812.6336107;-38.13080360867914
1739209812.6336217;-45.120503652039325
1739209812.6336324;-45.120503652039325
1739209812.6336434;-32.816014438256545
1739209812.633654;-38.13080360867914
1739209812.633665;-45.120503652039325
1739209812.6336758;-33.981070128970906
1739209812.6336868;-38.13080360867914
1739209812.6336975;-35.57807855764607
1739209812.6337085;-45.120503652039325
1739209812.6337192;-38.13080360867914
1739209812.6337302;-38.13080360867914
1739209812.633741;-38.13080360867914
1739209812.6337519;-38.13080360867914
1739209812.6337626;-45.120503652039325
1739209812.6337736;-45.120503652039325
1739209812.6337843;-45.120503652039325
1739209812.6337953;-45.120503652039325
1739209812.633806;-38.13080360867914
1739209812.633817;-32.816014438256545
1739209812.6338277;-38.13080360867914
1739209812.6338387;-45.120503652039325
1739209812.6338494;-45.120503652039325
1739209812.6338603;-45.120503652039325
1739209812.6338713;-45.120503652039325
1739209812.633882;-38.13080360867914
1739209812.633893;-38.13080360867914
1739209812.6339037;-45.120503652039325
1739209812.6339147;-38.13080360867914
1739209812.6339254;-35.57807855764607
1739209812.6339364;-45.120503652039325
1739209812.6339471;-45.120503652039325
1739209812.633958;-38.13080360867914
1739209812.6339688;-38.13080360867914
1739209812.6339798;-45.120503652039325
1739209812.6339905;-38.13080360867914
1739209812.6340015;-33.981070128970906
1739209812.6340122;-45.120503652039325
1739209812.6340232;-45.120503652039325
1739209812.634034;-38.13080360867914
1739209812.634045;-38.13080360867914
1739209812.6340556;-45.120503652039325
1739209812.6340666;-45.120503652039325
1739209812.6340773;-45.120503652039325
1739209812.6340883;-38.13080360867914
1739209812.634099;-38.13080360867914
1739209812.63411;-35.57807855764607
1739209812.6341207;-45.120503652039325
1739209812.6341317;-32.81601443825658
1739209812.6341426;-33.981070128970906
1739209812.6341534;-38.13080360867914
1739209812.6341643;-38.13080360867914
1739209812.634175;-35.57807855764607
1739209812.634186;-35.57807855764607
1739209812.6341968;-45.120503652039325
1739209812.6342077;-38.13080360867914
1739209812.6342185;-27.267205301931607
1739209812.6342294;-45.120503652039325
1739209812.6342402;-45.120503652039325
1739209812.634251;-45.120503652039325
1739209812.6342618;-35.57807855764607
1739209812.6342728;-35.57807855764607
1739209812.6342835;-38.13080360867914
1739209812.6342945;-45.120503652039325
1739209812.6343052;-33.981070128970956
1739209812.6343162;-45.120503652039325
1739209812.634327;-38.13080360867914
1739209812.634338;-45.120503652039325
1739209812.6343486;-38.13080360867914
1739209812.6343596;-45.120503652039325
1739209812.6343703;-35.57807855764607
1739209812.6343813;-32.816014438256545
1739209812.634392;-28.58837851428586
1739209812.634403;-32.816014438256545
1739209812.634414;-45.120503652039325
1739209812.6344247;-33.981070128970906
1739209812.6344357;-35.57807855764607
1739209812.6344464;-38.13080360867914
1739209812.6344573;-38.13080360867914
1739209812.634468;-33.981070128970906
1739209812.634479;-33.981070128970956
1739209812.6344898;-45.120503652039325
1739209812.6345007;-38.13080360867914
1739209812.6345115;-45.120503652039325
1739209812.6345224;-45.120503652039325
1739209812.6345332;-45.120503652039325
1739209812.6345441;-38.13080360867914
1739209812.6345549;-38.13080360867914
1739209812.6345658;-35.57807855764607
1739209812.6345766;-38.13080360867914
1739209812.6345875;-32.816014438256545
1739209812.6345983;-35.57807855764607
1739209812.6346092;-38.13080360867914
1739209812.63462;-38.13080360867914
1739209812.634631;-38.13080360867914
1739209812.6346416;-38.13080360867914
1739209812.6346526;-45.120503652039325
1739209812.6346633;-45.120503652039325
1739209812.6346743;-45.120503652039325
1739209812.634685;-38.13080360867914
1739209812.634696;-45.120503652039325
1739209812.634707;-45.120503652039325
1739209812.6347177;-45.120503652039325
1739209812.6347287;-45.120503652039325
1739209812.6347394;-45.120503652039325
1739209812.6347504;-45.120503652039325
1739209812.634761;-45.120503652039325
1739209812.634772;-45.120503652039325
1739209812.6347828;-45.120503652039325
1739209812.6347938;-35.57807855764607
1739209812.6348045;-35.57807855764607
1739209812.6348155;-38.13080360867914
1739209812.6348262;-32.816014438256545
1739209812.6348372;-30.49652367304973
1739209812.6348479;-45.120503652039325
1739209812.6348588;-45.120503652039325
1739209812.6348696;-31.141103565318893
1739209812.6348805;-33.981070128970906
1739209812.6348913;-45.120503652039325
1739209812.6349022;-45.120503652039325
1739209812.634913;-45.120503652039325
1739209812.634924;-45.120503652039325
1739209812.6349347;-45.120503652039325
1739209812.6349456;-45.120503652039325
1739209812.6349564;-38.13080360867914
1739209812.6349673;-38.13080360867914
1739209812.6349783;-38.13080360867914
1739209812.634989;-45.120503652039325
1739209812.635;-32.816014438256545
1739209812.6350107;-27.8777449560314
1739209812.6350217;-45.120503652039325
1739209812.6350324;-45.120503652039325
1739209812.6350434;-32.816014438256545
1739209812.635054;-32.816014438256545
1739209812.635065;-45.120503652039325
1739209812.6350758;-38.13080360867914
1739209812.6350868;-45.120503652039325
1739209812.6350975;-45.120503652039325
1739209812.6351085;-38.13080360867914
1739209812.6351192;-38.13080360867914
1739209812.6351302;-38.13080360867914
1739209812.635141;-38.13080360867914
1739209812.6351519;-38.13080360867914
1739209812.6351626;-45.120503652039325
1739209812.6351736;-35.57807855764607
1739209812.6351843;-35.57807855764607
1739209812.6351953;-45.120503652039325
1739209812.635206;-38.13080360867914
1739209812.635217;-38.13080360867914
1739209812.6352277;-38.13080360867914
1739209812.6352386;-45.120503652039325
1739209812.6352496;-33.981070128970906
1739209812.6352603;-45.120503652039325
1739209812.6352713;-45.120503652039325
1739209812.635282;-38.13080360867914
1739209812.635293;-38.13080360867914
1739209812.6353037;-32.816014438256545
1739209812.6353147;-35.57807855764607
1739209812.6353254;-38.13080360867914
1739209812.6353364;-38.13080360867914
1739209812.6353471;-45.120503652039325
1739209812.635358;-45.120503652039325
1739209812.6353688;-45.120503652039325
1739209812.6353798;-38.13080360867914
1739209812.6353905;-45.120503652039325
1739209812.6354015;-45.120503652039325
1739209812.6354122;-38.13080360867914
1739209812.6354232;-38.13080360867914
1739209812.635434;-38.13080360867914
1739209812.6354449;-32.816014438256545
1739209812.6354556;-33.981070128970906
1739209812.6354666;-38.13080360867914
1739209812.6354773;-45.120503652039325
1739209812.6354883;-35.57807855764607
1739209812.635499;-33.981070128970906
1739209812.63551;-38.13080360867914
1739209812.635521;-45.120503652039325
1739209812.6355317;-45.120503652039325
1739209812.6355426;-45.120503652039325
1739209812.6355534;-38.13080360867914
1739209812.6355643;-45.120503652039325
1739209812.635575;-45.120503652039325
1739209812.635586;-38.13080360867914
1739209812.6355968;-38.13080360867914
1739209812.6356077;-45.120503652039325
1739209812.6356184;-38.13080360867914
1739209812.6356294;-38.13080360867914
1739209812.6356401;-45.120503652039325
1739209812.635651;-45.120503652039325
1739209812.6356618;-38.13080360867914
1739209812.6356728;-45.120503652039325
1739209812.6356835;-45.120503652039325
1739209812.6356945;-38.13080360867914
1739209812.6357052;-45.120503652039325
1739209812.6357162;-45.120503652039325
1739209812.635727;-45.120503652039325
1739209812.635738;-35.57807855764607
1739209812.6357486;-35.57807855764607
1739209812.6357596;-45.120503652039325
1739209812.6357703;-38.13080360867914
1739209812.6357813;-38.13080360867914
1739209812.635792;-33.981070128970906
1739209812.635803;-45.120503652039325
1739209812.635814;-45.120503652039325
1739209812.6358247;-38.13080360867914
1739209812.6358356;-45.120503652039325
1739209812.6358464;-45.120503652039325
1739209812.6358573;-45.120503652039325
1739209812.635868;-45.120503652039325
1739209812.635879;-38.13080360867914
1739209812.6358898;-38.13080360867914
1739209812.6359007;-38.13080360867914
1739209812.6359115;-45.120503652039325
1739209812.6359224;-38.13080360867914
1739209812.6359332;-38.13080360867914
1739209812.6359441;-35.57807855764607
1739209812.6359549;-45.120503652039325
1739209812.6359658;-45.120503652039325
1739209812.6359766;-45.120503652039325
1739209812.6359875;-45.120503652039325
1739209812.6359982;-45.120503652039325
1739209812.6360092;-45.120503652039325
1739209812.63602;-45.120503652039325
1739209812.636031;-38.13080360867914
1739209812.6360416;-38.13080360867914
1739209812.6360526;-38.13080360867914
1739209812.6360633;-38.13080360867914
1739209812.6360743;-45.120503652039325
1739209812.6360853;-45.120503652039325
1739209812.636096;-38.13080360867914
1739209812.636107;-35.57807855764607
1739209812.6361177;-38.13080360867914
1739209812.6361287;-45.120503652039325
1739209812.6361394;-45.120503652039325
1739209812.6361504;-38.13080360867914
1739209812.636161;-35.57807855764607
1739209812.636172;-45.120503652039325
1739209812.6361828;-38.13080360867914
1739209812.6361938;-38.13080360867914
1739209812.6362045;-38.13080360867914
1739209812.6362154;-45.120503652039325
1739209812.6362262;-45.120503652039325
1739209812.6362371;-29.438486411369333
1739209812.6362479;-32.816014438256545
1739209812.6362588;-45.120503652039325
1739209812.6362696;-45.120503652039325
1739209812.6362805;-35.57807855764607
1739209812.6362913;-38.13080360867914
1739209812.6363022;-38.13080360867914
1739209812.636313;-33.981070128970906
1739209812.636324;-45.120503652039325
1739209812.6363347;-38.13080360867914
1739209812.6363456;-45.120503652039325
1739209812.6363566;-38.13080360867914
1739209812.6363673;-38.13080360867914
1739209812.6363783;-38.13080360867914
1739209812.636389;-32.816014438256545
1739209812.6364;-45.120503652039325
1739209812.6364107;-32.816014438256545
1739209812.6364217;-33.981070128970906
1739209812.6364324;-38.13080360867914
1739209812.6364434;-45.120503652039325
1739209812.636454;-35.57807855764607
1739209812.636465;-35.57807855764607
1739209812.6364758;-45.120503652039325
1739209812.6364868;-45.120503652039325
1739209812.6364975;-45.120503652039325
1739209812.6365085;-45.120503652039325
1739209812.6365192;-38.13080360867914
1739209812.6365302;-45.120503652039325
1739209812.636541;-45.120503652039325
1739209812.6365519;-45.120503652039325
1739209812.6365626;-38.13080360867914
1739209812.6365736;-38.13080360867914
1739209812.6365843;-45.120503652039325
1739209812.6365952;-45.120503652039325
1739209812.636606;-38.13080360867914
1739209812.636617;-33.981070128970906
1739209812.6366277;-38.13080360867914
1739209812.6366386;-45.120503652039325
1739209812.6366496;-38.13080360867914
1739209812.6366603;-38.13080360867914
1739209812.6366713;-31.141103565318893
1739209812.636682;-32.816014438256545
1739209812.636693;-45.120503652039325
1739209812.6367037;-38.13080360867914
1739209812.6367147;-45.120503652039325
1739209812.6367254;-45.120503652039325
1739209812.6367364;-45.120503652039325
1739209812.6367471;-45.120503652039325
1739209812.636758;-45.120503652039325
1739209812.6367688;-45.120503652039325
1739209812.6367798;-38.13080360867914
1739209812.6367905;-38.13080360867914
1739209812.6368015;-33.981070128970906
1739209812.6368122;-45.120503652039325
1739209812.6368232;-38.13080360867914
