CAN Message; 0x24:0ccc9d2dd57350db
Timestamp;Amplitude
1739209584.5282564;-38.13080360867914
1739209584.528264;-38.13080360867914
1739209584.5282714;-38.13080360867914
1739209584.528279;-45.120503652039325
1739209584.5282867;-33.981070128970906
1739209584.528294;-35.57807855764607
1739209584.5283017;-38.13080360867914
1739209584.528309;-45.120503652039325
1739209584.5283167;-45.120503652039325
1739209584.5283241;-45.120503652039325
1739209584.5283318;-38.13080360867914
1739209584.5283391;-45.120503652039325
1739209584.5283468;-38.13080360867914
1739209584.5283542;-38.13080360867914
1739209584.5283618;-38.13080360867914
1739209584.5283692;-38.13080360867914
1739209584.5283768;-38.13080360867914
1739209584.5283844;-35.57807855764607
1739209584.5283918;-38.13080360867914
1739209584.5283995;-45.120503652039325
1739209584.5284069;-38.13080360867914
1739209584.5284145;-35.57807855764607
1739209584.5284219;-38.13080360867914
1739209584.5284295;-45.120503652039325
1739209584.528437;-38.13080360867914
1739209584.5284445;-38.13080360867914
1739209584.528452;-33.981070128970906
1739209584.5284595;-45.120503652039325
1739209584.528467;-45.120503652039325
1739209584.5284746;-45.120503652039325
1739209584.5284822;-38.13080360867914
1739209584.5284896;-45.120503652039325
1739209584.5284972;-45.120503652039325
1739209584.5285046;-45.120503652039325
1739209584.5285122;-38.13080360867914
1739209584.5285196;-38.13080360867914
1739209584.5285273;-38.13080360867914
1739209584.5285347;-38.13080360867914
1739209584.5285423;-45.120503652039325
1739209584.5285497;-45.120503652039325
1739209584.5285573;-33.981070128970906
1739209584.528565;-35.57807855764607
1739209584.5285723;-38.13080360867914
1739209584.52858;-38.13080360867914
1739209584.5285873;-38.13080360867914
1739209584.528595;-45.120503652039325
1739209584.5286024;-38.13080360867914
1739209584.52861;-38.13080360867914
1739209584.5286174;-33.981070128970906
1739209584.528625;-45.120503652039325
1739209584.5286324;-38.13080360867914
1739209584.52864;-45.120503652039325
1739209584.5286474;-45.120503652039325
1739209584.528655;-38.13080360867914
1739209584.5286627;-33.981070128970906
1739209584.52867;-45.120503652039325
1739209584.5286777;-45.120503652039325
1739209584.528685;-38.13080360867914
1739209584.5286927;-38.13080360867914
1739209584.5287;-45.120503652039325
1739209584.5287077;-45.120503652039325
1739209584.5287151;-45.120503652039325
1739209584.5287228;-38.13080360867914
1739209584.5287302;-38.13080360867914
1739209584.5287378;-45.120503652039325
1739209584.5287452;-45.120503652039325
1739209584.5287528;-38.13080360867914
1739209584.5287604;-32.816014438256545
1739209584.5287678;-45.120503652039325
1739209584.5287755;-38.13080360867914
1739209584.5287828;-32.816014438256545
1739209584.5287905;-38.13080360867914
1739209584.5287979;-45.120503652039325
1739209584.5288055;-38.13080360867914
1739209584.528813;-45.120503652039325
1739209584.5288205;-45.120503652039325
1739209584.528828;-45.120503652039325
1739209584.5288355;-38.13080360867914
1739209584.528843;-45.120503652039325
1739209584.5288506;-38.13080360867914
1739209584.5288582;-45.120503652039325
1739209584.5288656;-45.120503652039325
1739209584.5288732;-45.120503652039325
1739209584.5288806;-38.13080360867914
1739209584.5288882;-35.57807855764607
1739209584.5288956;-45.120503652039325
1739209584.5289032;-38.13080360867914
1739209584.5289106;-38.13080360867914
1739209584.5289183;-45.120503652039325
1739209584.5289257;-45.120503652039325
1739209584.5289333;-38.13080360867914
1739209584.528941;-45.120503652039325
1739209584.5289483;-38.13080360867914
1739209584.528956;-38.13080360867914
1739209584.5289633;-38.13080360867914
1739209584.528971;-45.120503652039325
1739209584.5289783;-45.120503652039325
1739209584.528986;-45.120503652039325
1739209584.5289934;-45.120503652039325
1739209584.529001;-33.981070128970906
1739209584.5290084;-38.13080360867914
1739209584.529016;-45.120503652039325
1739209584.5290234;-32.816014438256545
1739209584.529031;-35.57807855764607
1739209584.5290387;-45.120503652039325
1739209584.529046;-38.13080360867914
1739209584.5290537;-38.13080360867914
1739209584.529061;-45.120503652039325
1739209584.5290687;-38.13080360867914
1739209584.529076;-38.13080360867914
1739209584.5290837;-45.120503652039325
1739209584.5290911;-45.120503652039325
1739209584.5290987;-38.13080360867914
1739209584.5291061;-38.13080360867914
1739209584.5291138;-45.120503652039325
1739209584.5291212;-33.981070128970906
1739209584.5291288;-33.981070128970906
1739209584.5291364;-45.120503652039325
1739209584.5291438;-38.13080360867914
1739209584.5291514;-35.57807855764607
1739209584.5291588;-45.120503652039325
1739209584.5291665;-35.57807855764607
1739209584.5291739;-35.57807855764607
1739209584.5291815;-38.13080360867914
1739209584.5291889;-45.120503652039325
1739209584.5291965;-35.57807855764607
1739209584.529204;-45.120503652039325
1739209584.5292115;-45.120503652039325
1739209584.529219;-33.981070128970906
1739209584.5292265;-35.57807855764607
1739209584.5292342;-45.120503652039325
1739209584.5292416;-38.13080360867914
1739209584.5292492;-38.13080360867914
1739209584.5292566;-38.13080360867914
1739209584.5292642;-38.13080360867914
1739209584.5292716;-35.57807855764607
1739209584.5292792;-38.13080360867914
1739209584.5292866;-45.120503652039325
1739209584.5292943;-35.57807855764607
1739209584.5293016;-38.13080360867914
1739209584.5293093;-45.120503652039325
1739209584.529317;-45.120503652039325
1739209584.5293243;-45.120503652039325
1739209584.529332;-45.120503652039325
1739209584.5293393;-33.981070128970906
1739209584.529347;-38.13080360867914
1739209584.5293543;-38.13080360867914
1739209584.529362;-35.57807855764607
1739209584.5293694;-38.13080360867914
1739209584.529377;-45.120503652039325
1739209584.5293844;-38.13080360867914
1739209584.529392;-45.120503652039325
1739209584.5293994;-45.120503652039325
1739209584.529407;-45.120503652039325
1739209584.5294147;-38.13080360867914
1739209584.529422;-45.120503652039325
1739209584.5294297;-45.120503652039325
1739209584.529437;-38.13080360867914
1739209584.5294447;-45.120503652039325
1739209584.529452;-45.120503652039325
1739209584.5294597;-45.120503652039325
1739209584.529467;-45.120503652039325
1739209584.5294747;-45.120503652039325
1739209584.5294821;-38.13080360867914
1739209584.5294898;-38.13080360867914
1739209584.5294971;-45.120503652039325
1739209584.5295048;-38.13080360867914
1739209584.5295124;-45.120503652039325
1739209584.5295198;-38.13080360867914
1739209584.5295274;-35.57807855764607
1739209584.5295348;-38.13080360867914
1739209584.5295424;-45.120503652039325
1739209584.5295498;-45.120503652039325
1739209584.5295575;-45.120503652039325
1739209584.5295649;-38.13080360867914
1739209584.5295725;-38.13080360867914
1739209584.5295799;-38.13080360867914
1739209584.5295875;-38.13080360867914
1739209584.529595;-45.120503652039325
1739209584.5296025;-35.57807855764607
1739209584.5296102;-33.981070128970906
1739209584.5296175;-38.13080360867914
1739209584.5296252;-38.13080360867914
1739209584.5296326;-45.120503652039325
1739209584.5296402;-38.13080360867914
1739209584.5296476;-45.120503652039325
1739209584.5296552;-45.120503652039325
1739209584.5296626;-45.120503652039325
1739209584.5296702;-45.120503652039325
1739209584.5296776;-38.13080360867914
1739209584.5296853;-38.13080360867914
1739209584.529693;-38.13080360867914
1739209584.5297003;-33.981070128970906
1739209584.529708;-45.120503652039325
1739209584.5297153;-45.120503652039325
1739209584.529723;-38.13080360867914
1739209584.5297303;-33.981070128970906
1739209584.529738;-45.120503652039325
1739209584.5297453;-38.13080360867914
1739209584.529753;-45.120503652039325
1739209584.5297604;-38.13080360867914
1739209584.529768;-38.13080360867914
1739209584.5297754;-38.13080360867914
1739209584.529783;-38.13080360867914
1739209584.5297906;-45.120503652039325
1739209584.529798;-45.120503652039325
1739209584.5298057;-45.120503652039325
1739209584.529813;-45.120503652039325
1739209584.5298207;-33.981070128970906
1739209584.529828;-38.13080360867914
1739209584.5298357;-45.120503652039325
1739209584.529843;-45.120503652039325
1739209584.5298507;-38.13080360867914
1739209584.529858;-38.13080360867914
1739209584.5298657;-45.120503652039325
1739209584.5298731;-45.120503652039325
1739209584.5298808;-45.120503652039325
1739209584.5298884;-38.13080360867914
1739209584.5298958;-38.13080360867914
1739209584.5299034;-45.120503652039325
1739209584.5299108;-45.120503652039325
1739209584.5299184;-38.13080360867914
1739209584.5299258;-45.120503652039325
1739209584.5299335;-45.120503652039325
1739209584.5299408;-31.141103565318915
1739209584.5299485;-38.13080360867914
1739209584.5299559;-45.120503652039325
1739209584.5299635;-38.13080360867914
1739209584.529971;-45.120503652039325
1739209584.5299785;-35.57807855764607
1739209584.5299861;-38.13080360867914
1739209584.5299935;-45.120503652039325
1739209584.5300012;-45.120503652039325
1739209584.5300086;-38.13080360867914
1739209584.5300162;-45.120503652039325
1739209584.5300236;-45.120503652039325
1739209584.5300312;-38.13080360867914
1739209584.5300386;-38.13080360867914
1739209584.5300462;-38.13080360867914
1739209584.5300536;-45.120503652039325
1739209584.5300612;-33.981070128970906
1739209584.5300689;-33.981070128970906
1739209584.5300763;-45.120503652039325
1739209584.530084;-38.13080360867914
1739209584.5300913;-35.57807855764607
1739209584.530099;-45.120503652039325
1739209584.5301063;-45.120503652039325
1739209584.530114;-35.57807855764607
1739209584.5301213;-45.120503652039325
1739209584.530129;-38.13080360867914
1739209584.5301363;-45.120503652039325
1739209584.530144;-45.120503652039325
1739209584.5301514;-45.120503652039325
1739209584.530159;-45.120503652039325
1739209584.5301666;-38.13080360867914
1739209584.530174;-45.120503652039325
1739209584.5301816;-35.57807855764607
1739209584.530189;-35.57807855764607
1739209584.5301967;-38.13080360867914
1739209584.530204;-45.120503652039325
1739209584.5302117;-38.13080360867914
1739209584.530219;-38.13080360867914
1739209584.5302267;-38.13080360867914
1739209584.530234;-32.816014438256545
1739209584.5302417;-45.120503652039325
1739209584.530249;-38.13080360867914
1739209584.5302567;-38.13080360867914
1739209584.5302644;-45.120503652039325
1739209584.5302718;-38.13080360867914
1739209584.5302794;-45.120503652039325
1739209584.5302868;-45.120503652039325
1739209584.5302944;-45.120503652039325
1739209584.5303018;-33.981070128970906
1739209584.5303094;-32.816014438256545
1739209584.5303168;-45.120503652039325
1739209584.5303245;-45.120503652039325
1739209584.5303319;-35.57807855764607
1739209584.5303395;-33.981070128970906
1739209584.5303469;-45.120503652039325
1739209584.5303545;-45.120503652039325
1739209584.5303621;-38.13080360867914
1739209584.5303695;-38.13080360867914
1739209584.5303771;-45.120503652039325
1739209584.5303845;-45.120503652039325
1739209584.5303922;-45.120503652039325
1739209584.5303996;-45.120503652039325
1739209584.5304072;-38.13080360867914
1739209584.5304146;-45.120503652039325
1739209584.5304222;-45.120503652039325
1739209584.5304296;-38.13080360867914
1739209584.5304372;-38.13080360867914
1739209584.5304449;-45.120503652039325
1739209584.5304523;-38.13080360867914
1739209584.53046;-32.816014438256545
1739209584.5304673;-45.120503652039325
1739209584.530475;-45.120503652039325
1739209584.5304823;-38.13080360867914
1739209584.53049;-38.13080360867914
1739209584.5304973;-45.120503652039325
1739209584.530505;-33.981070128970906
1739209584.5305123;-45.120503652039325
1739209584.53052;-45.120503652039325
1739209584.5305274;-38.13080360867914
1739209584.530535;-45.120503652039325
1739209584.5305426;-38.13080360867914
1739209584.53055;-38.13080360867914
1739209584.5305576;-38.13080360867914
1739209584.530565;-45.120503652039325
1739209584.5305727;-33.981070128970906
1739209584.53058;-32.816014438256545
1739209584.5305877;-45.120503652039325
1739209584.530595;-45.120503652039325
1739209584.5306027;-45.120503652039325
1739209584.53061;-38.13080360867914
1739209584.5306177;-45.120503652039325
1739209584.530625;-45.120503652039325
1739209584.5306327;-45.120503652039325
1739209584.5306404;-45.120503652039325
1739209584.5306478;-38.13080360867914
1739209584.5306554;-33.981070128970906
1739209584.5306628;-38.13080360867914
1739209584.5306704;-45.120503652039325
1739209584.5306778;-45.120503652039325
1739209584.5306854;-45.120503652039325
1739209584.5306928;-33.981070128970906
1739209584.5307004;-31.141103565318893
1739209584.5307078;-45.120503652039325
1739209584.5307155;-45.120503652039325
1739209584.530723;-38.13080360867914
1739209584.5307305;-32.816014438256545
1739209584.530738;-33.981070128970906
1739209584.5307455;-45.120503652039325
1739209584.5307531;-45.120503652039325
1739209584.5307605;-45.120503652039325
1739209584.5307682;-45.120503652039325
1739209584.5307755;-38.13080360867914
1739209584.5307832;-38.13080360867914
1739209584.5307906;-45.120503652039325
1739209584.5307982;-45.120503652039325
1739209584.5308056;-35.57807855764607
1739209584.5308132;-45.120503652039325
1739209584.5308208;-35.57807855764607
1739209584.5308282;-38.13080360867914
1739209584.5308359;-38.13080360867914
1739209584.5308433;-38.13080360867914
1739209584.530851;-28.992665084841942
1739209584.5308583;-31.141103565318915
1739209584.530866;-38.13080360867914
1739209584.5308733;-38.13080360867914
1739209584.530881;-45.120503652039325
1739209584.5308883;-45.120503652039325
1739209584.530896;-45.120503652039325
1739209584.5309033;-38.13080360867914
1739209584.530911;-38.13080360867914
1739209584.5309186;-45.120503652039325
1739209584.530926;-45.120503652039325
1739209584.5309336;-45.120503652039325
1739209584.530941;-38.13080360867914
1739209584.5309486;-38.13080360867914
1739209584.530956;-32.816014438256545
1739209584.5309637;-38.13080360867914
1739209584.530971;-33.981070128970906
1739209584.5309787;-28.992665084841942
1739209584.530986;-45.120503652039325
1739209584.5309937;-38.13080360867914
1739209584.531001;-32.816014438256545
1739209584.5310087;-38.13080360867914
1739209584.5310163;-33.981070128970906
1739209584.5310237;-38.13080360867914
1739209584.5310314;-38.13080360867914
1739209584.5310388;-38.13080360867914
1739209584.5310464;-45.120503652039325
1739209584.5310538;-45.120503652039325
1739209584.5310614;-45.120503652039325
1739209584.5310688;-45.120503652039325
1739209584.5310764;-33.981070128970906
1739209584.5310838;-45.120503652039325
1739209584.5310915;-38.13080360867914
1739209584.531099;-31.141103565318915
1739209584.5311065;-45.120503652039325
1739209584.531114;-45.120503652039325
1739209584.5311215;-38.13080360867914
1739209584.5311291;-33.981070128970906
1739209584.5311365;-45.120503652039325
1739209584.5311441;-45.120503652039325
1739209584.5311515;-38.13080360867914
1739209584.5311592;-38.13080360867914
1739209584.5311666;-45.120503652039325
1739209584.5311742;-45.120503652039325
1739209584.5311816;-38.13080360867914
1739209584.5311892;-38.13080360867914
1739209584.5311968;-45.120503652039325
1739209584.5312042;-45.120503652039325
1739209584.5312119;-38.13080360867914
1739209584.5312192;-33.981070128970906
1739209584.5312269;-45.120503652039325
1739209584.5312343;-38.13080360867914
1739209584.531242;-38.13080360867914
1739209584.5312493;-38.13080360867914
1739209584.531257;-38.13080360867914
1739209584.5312643;-45.120503652039325
1739209584.531272;-38.13080360867914
1739209584.5312793;-33.981070128970906
1739209584.531287;-45.120503652039325
1739209584.5312946;-38.13080360867914
1739209584.531302;-38.13080360867914
1739209584.5313096;-38.13080360867914
1739209584.531317;-45.120503652039325
1739209584.5313246;-45.120503652039325
1739209584.531332;-38.13080360867914
1739209584.5313396;-33.981070128970906
1739209584.531347;-45.120503652039325
1739209584.5313547;-45.120503652039325
1739209584.531362;-45.120503652039325
1739209584.5313697;-45.120503652039325
1739209584.531377;-45.120503652039325
1739209584.5313847;-45.120503652039325
1739209584.5313923;-45.120503652039325
1739209584.5313997;-33.981070128970906
1739209584.5314074;-45.120503652039325
1739209584.5314147;-45.120503652039325
1739209584.5314224;-35.57807855764607
1739209584.5314298;-45.120503652039325
1739209584.5314374;-45.120503652039325
1739209584.5314448;-38.13080360867914
1739209584.5314524;-38.13080360867914
1739209584.5314598;-45.120503652039325
1739209584.5314674;-45.120503652039325
1739209584.531475;-38.13080360867914
1739209584.5314825;-35.57807855764607
1739209584.53149;-38.13080360867914
1739209584.5314975;-35.57807855764607
1739209584.531505;-45.120503652039325
1739209584.5315125;-45.120503652039325
1739209584.5315201;-45.120503652039325
1739209584.5315275;-38.13080360867914
1739209584.5315351;-38.13080360867914
1739209584.5315425;-35.57807855764607
1739209584.5315502;-38.13080360867914
1739209584.5315576;-38.13080360867914
1739209584.5315652;-45.120503652039325
1739209584.5315728;-45.120503652039325
1739209584.5315802;-33.981070128970906
1739209584.5315878;-38.13080360867914
1739209584.5315952;-38.13080360867914
1739209584.5316029;-35.57807855764607
1739209584.5316103;-38.13080360867914
1739209584.5316179;-45.120503652039325
1739209584.5316253;-45.120503652039325
1739209584.531633;-32.816014438256545
1739209584.5316403;-45.120503652039325
1739209584.531648;-45.120503652039325
1739209584.5316553;-35.57807855764607
1739209584.531663;-35.57807855764607
1739209584.5316706;-45.120503652039325
1739209584.531678;-38.13080360867914
1739209584.5316856;-33.981070128970906
1739209584.531693;-45.120503652039325
1739209584.5317006;-30.49652367304973
1739209584.531708;-32.816014438256545
1739209584.5317156;-45.120503652039325
1739209584.531723;-38.13080360867914
1739209584.5317307;-38.13080360867914
1739209584.531738;-38.13080360867914
1739209584.5317457;-45.120503652039325
1739209584.531753;-35.57807855764607
1739209584.5317607;-38.13080360867914
1739209584.5317683;-38.13080360867914
1739209584.5317757;-35.57807855764607
1739209584.5317833;-45.120503652039325
1739209584.5317907;-45.120503652039325
1739209584.5317984;-38.13080360867914
1739209584.5318058;-38.13080360867914
1739209584.5318134;-45.120503652039325
1739209584.5318208;-32.816014438256545
1739209584.5318284;-29.438486411369333
1739209584.5318358;-45.120503652039325
1739209584.5318434;-45.120503652039325
1739209584.531851;-38.13080360867914
1739209584.5318584;-45.120503652039325
1739209584.531866;-45.120503652039325
1739209584.5318735;-35.57807855764607
1739209584.531881;-45.120503652039325
1739209584.5318885;-45.120503652039325
1739209584.531896;-45.120503652039325
1739209584.5319035;-38.13080360867914
1739209584.5319111;-45.120503652039325
1739209584.5319185;-45.120503652039325
1739209584.5319262;-38.13080360867914
1739209584.5319335;-35.57807855764607
1739209584.5319412;-32.816014438256545
1739209584.5319488;-28.21854285175415
1739209584.5319562;-45.120503652039325
1739209584.5319638;-35.57807855764607
1739209584.5319712;-38.13080360867914
1739209584.5319788;-38.13080360867914
1739209584.5319862;-45.120503652039325
1739209584.5319939;-38.13080360867914
1739209584.5320013;-45.120503652039325
1739209584.532009;-31.141103565318943
1739209584.5320163;-38.13080360867914
1739209584.532024;-32.816014438256545
1739209584.5320313;-45.120503652039325
1739209584.532039;-45.120503652039325
1739209584.5320466;-38.13080360867914
1739209584.532054;-45.120503652039325
1739209584.5320616;-35.57807855764607
1739209584.532069;-25.826314394896354
1739209584.5320766;-38.13080360867914
1739209584.532084;-45.120503652039325
1739209584.5320916;-38.13080360867914
1739209584.532099;-35.57807855764607
1739209584.5321066;-38.13080360867914
1739209584.532114;-38.13080360867914
1739209584.5321217;-45.120503652039325
1739209584.532129;-33.981070128970956
1739209584.5321367;-38.13080360867914
1739209584.5321443;-38.13080360867914
1739209584.5321517;-45.120503652039325
1739209584.5321593;-45.120503652039325
1739209584.5321667;-45.120503652039325
1739209584.5321743;-45.120503652039325
1739209584.5321817;-45.120503652039325
1739209584.5321894;-28.992665084841942
1739209584.5321968;-38.13080360867914
1739209584.5322044;-45.120503652039325
1739209584.5322118;-38.13080360867914
1739209584.5322194;-38.13080360867914
1739209584.532227;-38.13080360867914
1739209584.5322344;-38.13080360867914
1739209584.532242;-38.13080360867914
1739209584.5322495;-38.13080360867914
1739209584.532257;-45.120503652039325
1739209584.5322645;-38.13080360867914
1739209584.532272;-45.120503652039325
1739209584.5322795;-45.120503652039325
1739209584.5322871;-38.13080360867914
1739209584.5322945;-38.13080360867914
1739209584.5323021;-45.120503652039325
1739209584.5323095;-38.13080360867914
1739209584.5323172;-38.13080360867914
1739209584.5323248;-38.13080360867914
1739209584.5323322;-35.57807855764607
1739209584.5323398;-45.120503652039325
1739209584.5323472;-45.120503652039325
1739209584.5323548;-45.120503652039325
1739209584.5323622;-45.120503652039325
1739209584.5323699;-38.13080360867914
1739209584.5323772;-38.13080360867914
1739209584.5323849;-45.120503652039325
1739209584.5323923;-45.120503652039325
1739209584.5324;-33.981070128970906
1739209584.5324073;-38.13080360867914
1739209584.532415;-38.13080360867914
1739209584.5324225;-32.816014438256545
1739209584.53243;-33.981070128970906
1739209584.5324376;-45.120503652039325
1739209584.532445;-38.13080360867914
1739209584.5324526;-38.13080360867914
1739209584.53246;-45.120503652039325
1739209584.5324676;-45.120503652039325
1739209584.532475;-45.120503652039325
1739209584.5324826;-45.120503652039325
1739209584.53249;-38.13080360867914
1739209584.5324976;-35.57807855764607
1739209584.532505;-38.13080360867914
1739209584.5325127;-38.13080360867914
1739209584.5325203;-32.816014438256545
1739209584.5325277;-35.57807855764607
1739209584.5325353;-45.120503652039325
1739209584.5325427;-38.13080360867914
1739209584.5325503;-38.13080360867914
1739209584.5325577;-38.13080360867914
1739209584.5325654;-38.13080360867914
1739209584.5325727;-45.120503652039325
1739209584.5325804;-45.120503652039325
1739209584.5325878;-45.120503652039325
1739209584.5325954;-31.141103565318915
1739209584.532603;-38.13080360867914
1739209584.5326104;-45.120503652039325
1739209584.532618;-35.57807855764607
1739209584.5326254;-35.57807855764607
1739209584.532633;-38.13080360867914
1739209584.5326405;-38.13080360867914
1739209584.532648;-35.57807855764607
1739209584.5326555;-45.120503652039325
1739209584.532663;-38.13080360867914
1739209584.5326705;-35.57807855764607
1739209584.5326781;-38.13080360867914
1739209584.5326855;-45.120503652039325
1739209584.5326931;-45.120503652039325
1739209584.5327008;-45.120503652039325
1739209584.5327082;-45.120503652039325
1739209584.5327158;-38.13080360867914
1739209584.5327232;-45.120503652039325
1739209584.5327308;-45.120503652039325
1739209584.5327382;-32.816014438256545
1739209584.5327458;-35.57807855764607
1739209584.5327532;-45.120503652039325
1739209584.5327609;-45.120503652039325
1739209584.5327682;-35.57807855764607
