CAN Message; 0x1bb:0000795828df2bec
1739209672.8105204;-35.57807855764607
1739209672.8105292;-45.120503652039325
1739209672.8105378;-45.120503652039325
1739209672.8105466;-45.120503652039325
1739209672.8105552;-33.981070128970906
1739209672.810564;-45.120503652039325
1739209672.8105726;-45.120503652039325
1739209672.8105814;-45.120503652039325
1739209672.8105903;-38.13080360867914
1739209672.8105989;-38.13080360867914
1739209672.8106077;-45.120503652039325
1739209672.8106163;-35.57807855764607
1739209672.810625;-38.13080360867914
1739209672.810634;-45.120503652039325
1739209672.8106425;-45.120503652039325
1739209672.8106513;-45.120503652039325
1739209672.81066;-45.120503652039325
1739209672.8106687;-45.120503652039325
1739209672.8106773;-45.120503652039325
1739209672.810686;-35.57807855764607
1739209672.810695;-32.816014438256545
1739209672.8107035;-45.120503652039325
1739209672.8107123;-45.120503652039325
1739209672.810721;-45.120503652039325
1739209672.8107297;-38.13080360867914
1739209672.8107383;-38.13080360867914
1739209672.8107471;-38.13080360867914
1739209672.810756;-45.120503652039325
1739209672.8107646;-45.120503652039325
1739209672.8107734;-45.120503652039325
1739209672.810782;-45.120503652039325
1739209672.8107908;-35.57807855764607
1739209672.8107994;-38.13080360867914
1739209672.8108082;-38.13080360867914
1739209672.810817;-45.120503652039325
1739209672.8108256;-45.120503652039325
1739209672.8108344;-38.13080360867914
1739209672.810843;-38.13080360867914
1739209672.8108518;-38.13080360867914
1739209672.8108606;-38.13080360867914
1739209672.8108692;-33.981070128970906
1739209672.810878;-45.120503652039325
1739209672.8108866;-45.120503652039325
1739209672.8108954;-45.120503652039325
1739209672.810904;-31.141103565318915
1739209672.8109128;-33.981070128970906
1739209672.8109217;-45.120503652039325
1739209672.8109303;-35.57807855764607
1739209672.810939;-45.120503652039325
1739209672.8109477;-45.120503652039325
1739209672.8109565;-38.13080360867914
1739209672.810965;-38.13080360867914
1739209672.810974;-33.981070128970906
1739209672.8109827;-38.13080360867914
1739209672.8109913;-38.13080360867914
1739209672.811;-45.120503652039325
1739209672.8110087;-45.120503652039325
1739209672.8110175;-45.120503652039325
1739209672.811026;-45.120503652039325
1739209672.811035;-38.13080360867914
1739209672.8110437;-31.141103565318915
1739209672.8110523;-33.981070128970906
1739209672.8110611;-45.120503652039325
1739209672.8110697;-38.13080360867914
1739209672.8110785;-45.120503652039325
1739209672.8110874;-38.13080360867914
1739209672.811096;-38.13080360867914
1739209672.8111048;-45.120503652039325
1739209672.8111134;-33.981070128970906
1739209672.8111222;-31.141103565318915
1739209672.8111308;-38.13080360867914
1739209672.8111396;-45.120503652039325
1739209672.8111484;-35.57807855764607
1739209672.811157;-38.13080360867914
1739209672.8111658;-45.120503652039325
1739209672.8111744;-45.120503652039325
1739209672.8111832;-33.981070128970906
1739209672.8111918;-31.141103565318915
1739209672.8112006;-35.57807855764607
1739209672.8112094;-38.13080360867914
1739209672.811218;-38.13080360867914
1739209672.8112268;-35.57807855764607
1739209672.8112354;-38.13080360867914
1739209672.8112442;-38.13080360867914
1739209672.811253;-33.981070128970906
1739209672.8112617;-31.141103565318915
1739209672.8112705;-45.120503652039325
1739209672.811279;-45.120503652039325
1739209672.8112879;-45.120503652039325
1739209672.8112965;-33.981070128970906
1739209672.8113053;-32.816014438256545
1739209672.811314;-45.120503652039325
1739209672.8113227;-38.13080360867914
1739209672.8113315;-33.981070128970906
1739209672.81134;-38.13080360867914
1739209672.811349;-45.120503652039325
1739209672.8113575;-45.120503652039325
1739209672.8113663;-38.13080360867914
1739209672.8113751;-35.57807855764607
1739209672.8113837;-38.13080360867914
1739209672.8113925;-45.120503652039325
1739209672.8114011;-45.120503652039325
1739209672.81141;-45.120503652039325
1739209672.8114185;-45.120503652039325
1739209672.8114274;-45.120503652039325
1739209672.8114362;-38.13080360867914
1739209672.8114448;-35.57807855764607
1739209672.8114536;-38.13080360867914
1739209672.8114622;-38.13080360867914
1739209672.811471;-33.981070128970906
1739209672.8114798;-45.120503652039325
1739209672.8114884;-45.120503652039325
1739209672.8114972;-38.13080360867914
1739209672.8115058;-38.13080360867914
1739209672.8115146;-45.120503652039325
1739209672.8115232;-38.13080360867914
1739209672.811532;-38.13080360867914
1739209672.8115408;-35.57807855764607
1739209672.8115494;-45.120503652039325
1739209672.8115582;-45.120503652039325
1739209672.8115668;-45.120503652039325
1739209672.8115757;-38.13080360867914
1739209672.8115842;-38.13080360867914
1739209672.811593;-38.13080360867914
1739209672.8116019;-32.816014438256545
1739209672.8116105;-27.267205301931607
1739209672.8116193;-38.13080360867914
1739209672.8116279;-38.13080360867914
1739209672.8116367;-35.57807855764607
1739209672.8116453;-38.13080360867914
1739209672.811654;-45.120503652039325
1739209672.811663;-35.57807855764607
1739209672.8116715;-38.13080360867914
1739209672.8116803;-33.981070128970956
1739209672.811689;-45.120503652039325
1739209672.8116977;-33.981070128970906
1739209672.8117065;-38.13080360867914
1739209672.8117151;-38.13080360867914
1739209672.811724;-45.120503652039325
1739209672.8117325;-33.981070128970906
1739209672.8117414;-38.13080360867914
1739209672.81175;-31.141103565318915
1739209672.8117588;-38.13080360867914
1739209672.8117676;-45.120503652039325
1739209672.8117762;-35.57807855764607
1739209672.811785;-38.13080360867914
1739209672.8117936;-45.120503652039325
1739209672.8118024;-38.13080360867914
1739209672.811811;-32.816014438256545
1739209672.8118198;-45.120503652039325
1739209672.8118286;-45.120503652039325
1739209672.8118372;-33.981070128970906
1739209672.811846;-38.13080360867914
1739209672.8118546;-45.120503652039325
1739209672.8118634;-32.816014438256545
1739209672.811872;-45.120503652039325
1739209672.8118808;-45.120503652039325
1739209672.8118896;-38.13080360867914
1739209672.8118982;-38.13080360867914
1739209672.811907;-45.120503652039325
1739209672.8119156;-38.13080360867914
1739209672.8119245;-45.120503652039325
1739209672.8119333;-45.120503652039325
1739209672.8119419;-45.120503652039325
1739209672.8119507;-38.13080360867914
1739209672.8119593;-45.120503652039325
1739209672.811968;-45.120503652039325
1739209672.8119767;-45.120503652039325
1739209672.8119855;-45.120503652039325
1739209672.8119943;-38.13080360867914
1739209672.812003;-38.13080360867914
1739209672.8120117;-38.13080360867914
1739209672.8120203;-32.816014438256545
1739209672.8120291;-45.120503652039325
1739209672.8120377;-38.13080360867914
1739209672.8120465;-35.57807855764607
1739209672.8120553;-38.13080360867914
1739209672.812064;-45.120503652039325
1739209672.8120728;-33.981070128970906
1739209672.8120813;-45.120503652039325
1739209672.8120902;-45.120503652039325
1739209672.8120987;-35.57807855764607
1739209672.8121076;-32.816014438256545
1739209672.8121164;-45.120503652039325
1739209672.812125;-38.13080360867914
1739209672.8121338;-35.57807855764607
1739209672.8121424;-35.57807855764607
1739209672.8121512;-45.120503652039325
1739209672.81216;-45.120503652039325
1739209672.8121686;-45.120503652039325
1739209672.8121774;-45.120503652039325
1739209672.812186;-45.120503652039325
1739209672.8121948;-45.120503652039325
1739209672.8122034;-38.13080360867914
1739209672.8122122;-45.120503652039325
1739209672.812221;-38.13080360867914
1739209672.8122296;-38.13080360867914
1739209672.8122385;-35.57807855764607
1739209672.812247;-35.57807855764607
1739209672.8122559;-45.120503652039325
1739209672.8122644;-45.120503652039325
1739209672.8122733;-32.816014438256545
1739209672.812282;-33.981070128970906
1739209672.8122907;-45.120503652039325
1739209672.8122995;-45.120503652039325
1739209672.812308;-45.120503652039325
1739209672.812317;-45.120503652039325
1739209672.8123255;-38.13080360867914
1739209672.8123343;-45.120503652039325
1739209672.8123431;-45.120503652039325
1739209672.8123517;-33.981070128970906
1739209672.8123605;-38.13080360867914
1739209672.812369;-45.120503652039325
1739209672.812378;-38.13080360867914
1739209672.8123868;-32.816014438256545
1739209672.8123953;-38.13080360867914
1739209672.8124042;-38.13080360867914
1739209672.8124127;-38.13080360867914
1739209672.8124216;-38.13080360867914
1739209672.8124301;-45.120503652039325
1739209672.812439;-45.120503652039325
1739209672.8124478;-35.57807855764607
1739209672.8124564;-35.57807855764607
1739209672.8124652;-38.13080360867914
1739209672.8124738;-45.120503652039325
1739209672.8124826;-33.981070128970906
1739209672.8124912;-31.141103565318915
1739209672.8125;-38.13080360867914
1739209672.8125088;-45.120503652039325
1739209672.8125174;-45.120503652039325
1739209672.8125262;-38.13080360867914
1739209672.8125348;-45.120503652039325
1739209672.8125436;-45.120503652039325
1739209672.8125522;-33.981070128970906
1739209672.812561;-45.120503652039325
1739209672.8125699;-38.13080360867914
1739209672.8125784;-45.120503652039325
1739209672.8125873;-45.120503652039325
1739209672.8125958;-35.57807855764607
1739209672.8126047;-45.120503652039325
1739209672.8126135;-45.120503652039325
1739209672.812622;-38.13080360867914
1739209672.812631;-35.57807855764607
1739209672.8126395;-38.13080360867914
1739209672.8126483;-45.120503652039325
1739209672.8126569;-33.981070128970906
1739209672.8126657;-38.13080360867914
1739209672.8126745;-38.13080360867914
1739209672.812683;-45.120503652039325
1739209672.812692;-45.120503652039325
1739209672.8127005;-45.120503652039325
1739209672.8127093;-38.13080360867914
1739209672.812718;-38.13080360867914
1739209672.8127267;-45.120503652039325
1739209672.8127356;-38.13080360867914
1739209672.8127441;-33.981070128970906
1739209672.812753;-38.13080360867914
1739209672.8127615;-45.120503652039325
1739209672.8127704;-33.981070128970906
1739209672.8127792;-38.13080360867914
1739209672.8127878;-38.13080360867914
1739209672.8127966;-38.13080360867914
1739209672.8128052;-45.120503652039325
1739209672.812814;-33.981070128970906
1739209672.8128226;-38.13080360867914
1739209672.8128314;-45.120503652039325
1739209672.8128402;-45.120503652039325
1739209672.8128488;-38.13080360867914
1739209672.8128576;-35.57807855764607
1739209672.8128662;-45.120503652039325
1739209672.812875;-45.120503652039325
1739209672.8128836;-28.992665084841942
1739209672.8128924;-45.120503652039325
1739209672.8129013;-45.120503652039325
1739209672.8129098;-38.13080360867914
1739209672.8129187;-33.981070128970906
1739209672.8129272;-38.13080360867914
1739209672.812936;-38.13080360867914
1739209672.8129447;-45.120503652039325
1739209672.8129535;-35.57807855764607
1739209672.8129623;-35.57807855764607
1739209672.8129709;-45.120503652039325
1739209672.8129797;-45.120503652039325
1739209672.8129883;-33.981070128970906
1739209672.812997;-35.57807855764607
1739209672.813006;-45.120503652039325
1739209672.8130145;-45.120503652039325
1739209672.8130233;-38.13080360867914
1739209672.813032;-38.13080360867914
1739209672.8130407;-45.120503652039325
1739209672.8130493;-45.120503652039325
1739209672.8130581;-33.981070128970906
1739209672.813067;-38.13080360867914
1739209672.8130755;-38.13080360867914
1739209672.8130844;-45.120503652039325
1739209672.813093;-28.992665084841942
1739209672.8131018;-45.120503652039325
1739209672.8131104;-45.120503652039325
1739209672.8131192;-45.120503652039325
1739209672.813128;-45.120503652039325
1739209672.8131366;-45.120503652039325
1739209672.8131454;-45.120503652039325
1739209672.813154;-45.120503652039325
1739209672.8131628;-38.13080360867914
1739209672.8131714;-45.120503652039325
1739209672.8131802;-45.120503652039325
1739209672.813189;-45.120503652039325
1739209672.8131976;-38.13080360867914
1739209672.8132064;-38.13080360867914
1739209672.813215;-45.120503652039325
1739209672.8132238;-38.13080360867914
1739209672.8132327;-27.267205301931607
1739209672.8132412;-38.13080360867914
1739209672.81325;-45.120503652039325
1739209672.8132586;-45.120503652039325
1739209672.8132675;-38.13080360867914
1739209672.813276;-45.120503652039325
1739209672.8132849;-45.120503652039325
1739209672.8132937;-45.120503652039325
1739209672.8133023;-31.141103565318943
1739209672.813311;-45.120503652039325
1739209672.8133197;-45.120503652039325
1739209672.8133285;-38.13080360867914
1739209672.8185456;-32.816014438256545
1739209672.8185475;-38.13080360867914
1739209672.8185496;-38.13080360867914
1739209672.8185518;-38.13080360867914
1739209672.8185537;-35.57807855764607
1739209672.8185558;-38.13080360867914
1739209672.818558;-38.13080360867914
1739209672.81856;-45.120503652039325
1739209672.818562;-38.13080360867914
1739209672.8185642;-33.981070128970906
1739209672.818566;-38.13080360867914
1739209672.8185682;-45.120503652039325
1739209672.8185704;-33.981070128970906
1739209672.8185723;-33.981070128970906
1739209672.8185744;-38.13080360867914
1739209672.8185766;-45.120503652039325
1739209672.8185785;-35.57807855764607
1739209672.8185806;-38.13080360867914
1739209672.8185828;-45.120503652039325
1739209672.8185847;-45.120503652039325
1739209672.8185868;-45.120503652039325
1739209672.818589;-45.120503652039325
1739209672.8185909;-35.57807855764607
1739209672.818593;-45.120503652039325
1739209672.8185952;-45.120503652039325
1739209672.818597;-38.13080360867914
1739209672.8185992;-38.13080360867914
1739209672.8186014;-45.120503652039325
1739209672.8186033;-38.13080360867914
1739209672.8186054;-33.981070128970906
1739209672.8186073;-45.120503652039325
1739209672.8186095;-45.120503652039325
1739209672.8186116;-38.13080360867914
1739209672.8186135;-38.13080360867914
1739209672.8186157;-45.120503652039325
1739209672.8186178;-45.120503652039325
1739209672.8186197;-33.981070128970906
1739209672.8186219;-33.981070128970906
1739209672.818624;-38.13080360867914
1739209672.818626;-38.13080360867914
1739209672.818628;-38.13080360867914
1739209672.8186302;-32.816014438256545
1739209672.8186321;-45.120503652039325
1739209672.8186343;-38.13080360867914
1739209672.8186364;-38.13080360867914
1739209672.8186383;-38.13080360867914
1739209672.8186405;-45.120503652039325
1739209672.8186426;-38.13080360867914
1739209672.8186445;-35.57807855764607
1739209672.8186467;-38.13080360867914
1739209672.8186488;-45.120503652039325
1739209672.8186507;-45.120503652039325
1739209672.8186529;-32.816014438256545
1739209672.818655;-38.13080360867914
1739209672.818657;-45.120503652039325
1739209672.818659;-33.981070128970906
1739209672.8186612;-33.981070128970906
1739209672.8186631;-38.13080360867914
1739209672.8186653;-38.13080360867914
1739209672.8186674;-38.13080360867914
1739209672.8186693;-38.13080360867914
1739209672.8186715;-38.13080360867914
1739209672.8186736;-45.120503652039325
1739209672.8186755;-38.13080360867914
1739209672.8186777;-33.981070128970906
1739209672.8186798;-35.57807855764607
1739209672.8186817;-38.13080360867914
1739209672.8186839;-38.13080360867914
1739209672.818686;-38.13080360867914
1739209672.818688;-45.120503652039325
1739209672.81869;-38.13080360867914
1739209672.8186922;-33.981070128970906
1739209672.818694;-33.981070128970906
1739209672.8186963;-33.981070128970906
1739209672.8186984;-45.120503652039325
1739209672.8187003;-38.13080360867914
1739209672.8187025;-33.981070128970906
1739209672.8187046;-38.13080360867914
1739209672.8187065;-45.120503652039325
1739209672.8187087;-33.981070128970906
1739209672.8187108;-31.141103565318915
1739209672.8187127;-35.57807855764607
1739209672.8187149;-45.120503652039325
1739209672.818717;-45.120503652039325
1739209672.818719;-35.57807855764607
1739209672.818721;-38.13080360867914
1739209672.8187232;-33.981070128970906
1739209672.818725;-33.981070128970906
1739209672.8187273;-28.992665084841942
1739209672.8187294;-33.981070128970906
1739209672.8187313;-45.120503652039325
1739209672.8187335;-38.13080360867914
1739209672.8187354;-38.13080360867914
1739209672.8187375;-45.120503652039325
1739209672.8187397;-38.13080360867914
1739209672.8187416;-38.13080360867914
1739209672.8187437;-32.81601443825658
1739209672.8187459;-45.120503652039325
1739209672.8187478;-38.13080360867914
1739209672.81875;-38.13080360867914
1739209672.818752;-38.13080360867914
1739209672.818754;-38.13080360867914
1739209672.818756;-35.57807855764607
1739209672.8187582;-35.57807855764607
1739209672.8187602;-38.13080360867914
1739209672.8187623;-45.120503652039325
1739209672.8187644;-45.120503652039325
1739209672.8187664;-45.120503652039325
1739209672.8187685;-45.120503652039325
1739209672.8187706;-45.120503652039325
1739209672.8187726;-38.13080360867914
1739209672.8187747;-33.981070128970906
1739209672.8187768;-45.120503652039325
1739209672.8187788;-38.13080360867914
1739209672.818781;-38.13080360867914
1739209672.818783;-38.13080360867914
1739209672.818785;-38.13080360867914
1739209672.818787;-45.120503652039325
1739209672.8187892;-35.57807855764607
1739209672.8187912;-38.13080360867914
1739209672.8187933;-45.120503652039325
1739209672.8187954;-38.13080360867914
1739209672.8187973;-33.981070128970906
1739209672.8187995;-45.120503652039325
1739209672.8188016;-38.13080360867914
1739209672.8188035;-38.13080360867914
1739209672.8188057;-38.13080360867914
1739209672.8188078;-38.13080360867914
1739209672.8188097;-38.13080360867914
1739209672.818812;-45.120503652039325
1739209672.818814;-45.120503652039325
1739209672.818816;-45.120503652039325
1739209672.818818;-38.13080360867914
1739209672.8188202;-45.120503652039325
1739209672.8188221;-45.120503652039325
1739209672.8188243;-45.120503652039325
1739209672.8188264;-45.120503652039325
1739209672.8188283;-38.13080360867914
1739209672.8188305;-45.120503652039325
1739209672.8188326;-45.120503652039325
1739209672.8188345;-33.981070128970906
1739209672.8188367;-31.141103565318915
1739209672.8188388;-45.120503652039325
1739209672.8188407;-45.120503652039325
1739209672.818843;-30.49652367304973
1739209672.818845;-45.120503652039325
1739209672.818847;-38.13080360867914
1739209672.818849;-38.13080360867914
1739209672.8188512;-33.981070128970906
1739209672.8188531;-45.120503652039325
1739209672.8188553;-38.13080360867914
1739209672.8188572;-45.120503652039325
1739209672.8188593;-38.13080360867914
1739209672.8188615;-38.13080360867914
1739209672.8188634;-45.120503652039325
1739209672.8188655;-45.120503652039325
1739209672.8188677;-45.120503652039325
1739209672.8188696;-45.120503652039325
1739209672.8188717;-38.13080360867914
1739209672.818874;-38.13080360867914
1739209672.8188758;-45.120503652039325
1739209672.818878;-45.120503652039325
1739209672.81888;-38.13080360867914
1739209672.818882;-38.13080360867914
1739209672.8188841;-45.120503652039325
1739209672.8188863;-45.120503652039325
1739209672.8188882;-45.120503652039325
1739209672.8188903;-45.120503652039325
1739209672.8188925;-45.120503652039325
1739209672.8188944;-45.120503652039325
1739209672.8188965;-45.120503652039325
1739209672.8188987;-45.120503652039325
1739209672.8189006;-35.57807855764607
1739209672.8189027;-38.13080360867914
1739209672.8189049;-38.13080360867914
1739209672.8189068;-38.13080360867914
1739209672.818909;-35.57807855764607
1739209672.818911;-28.58837851428586
1739209672.818913;-38.13080360867914
1739209672.8189151;-38.13080360867914
1739209672.8189173;-45.120503652039325
1739209672.8189192;-33.981070128970906
1739209672.8189213;-38.13080360867914
1739209672.8189235;-38.13080360867914
1739209672.8189254;-38.13080360867914
1739209672.8189275;-45.120503652039325
1739209672.8189297;-38.13080360867914
1739209672.8189316;-45.120503652039325
1739209672.8189337;-38.13080360867914
1739209672.8189359;-38.13080360867914
1739209672.8189378;-45.120503652039325
1739209672.81894;-45.120503652039325
1739209672.818942;-38.13080360867914
1739209672.818944;-35.57807855764607
1739209672.8189461;-45.120503652039325
1739209672.8189483;-45.120503652039325
1739209672.8189502;-38.13080360867914
1739209672.8189523;-38.13080360867914
1739209672.8189545;-45.120503652039325
1739209672.8189564;-45.120503652039325
1739209672.8189585;-38.13080360867914
1739209672.8189607;-45.120503652039325
1739209672.8189626;-45.120503652039325
1739209672.8189647;-45.120503652039325
1739209672.8189669;-38.13080360867914
1739209672.8189688;-38.13080360867914
1739209672.818971;-45.120503652039325
1739209672.818973;-45.120503652039325
1739209672.818975;-38.13080360867914
1739209672.818977;-38.13080360867914
1739209672.818979;-45.120503652039325
1739209672.8189812;-45.120503652039325
1739209672.8189833;-35.57807855764607
1739209672.8189852;-30.49652367304973
1739209672.8189874;-38.13080360867914
1739209672.8189895;-38.13080360867914
1739209672.8189914;-38.13080360867914
1739209672.8189936;-35.57807855764607
1739209672.8189957;-45.120503652039325
1739209672.8189976;-45.120503652039325
1739209672.8189998;-45.120503652039325
1739209672.819002;-45.120503652039325
1739209672.8190038;-45.120503652039325
1739209672.819006;-45.120503652039325
1739209672.819008;-45.120503652039325
1739209672.81901;-38.13080360867914
1739209672.8190122;-45.120503652039325
1739209672.8190143;-45.120503652039325
1739209672.8190162;-38.13080360867914
1739209672.8190184;-31.141103565318915
1739209672.8190205;-45.120503652039325
1739209672.8190224;-45.120503652039325
1739209672.8190246;-33.981070128970906
1739209672.8190267;-33.981070128970906
1739209672.8190286;-45.120503652039325
1739209672.8190308;-38.13080360867914
1739209672.819033;-38.13080360867914
1739209672.8190348;-45.120503652039325
1739209672.819037;-45.120503652039325
1739209672.819039;-45.120503652039325
1739209672.819041;-45.120503652039325
1739209672.8190432;-38.13080360867914
1739209672.8190453;-33.981070128970906
1739209672.8190472;-38.13080360867914
1739209672.8190494;-33.981070128970906
1739209672.8190515;-31.141103565318915
1739209672.8190534;-38.13080360867914
1739209672.8190556;-45.120503652039325
1739209672.8190577;-38.13080360867914
1739209672.8190596;-31.141103565318915
1739209672.8190618;-33.981070128970906
1739209672.819064;-38.13080360867914
1739209672.8190658;-45.120503652039325
1739209672.819068;-45.120503652039325
1739209672.81907;-45.120503652039325
1739209672.819072;-45.120503652039325
1739209672.8190742;-45.120503652039325
1739209672.8190763;-38.13080360867914
1739209672.8190782;-31.141103565318915
1739209672.8190804;-45.120503652039325
1739209672.8190825;-45.120503652039325
1739209672.8190844;-38.13080360867914
1739209672.8190866;-38.13080360867914
1739209672.8190887;-45.120503652039325
1739209672.8190906;-38.13080360867914
1739209672.8190928;-38.13080360867914
1739209672.819095;-38.13080360867914
1739209672.8190968;-45.120503652039325
1739209672.819099;-38.13080360867914
1739209672.819101;-45.120503652039325
1739209672.819103;-45.120503652039325
1739209672.8191051;-45.120503652039325
1739209672.819107;-38.13080360867914
1739209672.8191092;-33.981070128970906
1739209672.8191113;-28.992665084841942
1739209672.8191133;-38.13080360867914
1739209672.8191154;-45.120503652039325
1739209672.8191175;-38.13080360867914
1739209672.8191195;-38.13080360867914
1739209672.8191216;-38.13080360867914
1739209672.8191237;-38.13080360867914
1739209672.8191257;-38.13080360867914
1739209672.8191278;-32.81601443825658
1739209672.81913;-45.120503652039325
1739209672.8191319;-38.13080360867914
1739209672.819134;-45.120503652039325
1739209672.8191361;-38.13080360867914
1739209672.819138;-35.57807855764607
1739209672.8191402;-45.120503652039325
1739209672.8191423;-45.120503652039325
1739209672.8191442;-25.826314394896357
1739209672.8191464;-38.13080360867914
1739209672.8191485;-45.120503652039325
1739209672.8191504;-45.120503652039325
1739209672.8191526;-32.816014438256545
1739209672.8191547;-38.13080360867914
1739209672.8191566;-45.120503652039325
1739209672.8191588;-45.120503652039325
1739209672.819161;-38.13080360867914
1739209672.8191628;-38.13080360867914
1739209672.819165;-38.13080360867914
1739209672.8191671;-45.120503652039325
1739209672.819169;-45.120503652039325
1739209672.8191712;-45.120503652039325
1739209672.8191733;-45.120503652039325
1739209672.8191752;-45.120503652039325
1739209672.8191774;-28.58837851428586
1739209672.8191795;-35.57807855764607
1739209672.8191814;-45.120503652039325
1739209672.8191836;-45.120503652039325
1739209672.8191857;-33.981070128970906
1739209672.8191876;-45.120503652039325
1739209672.8191898;-45.120503652039325
1739209672.819192;-45.120503652039325
1739209672.8191938;-45.120503652039325
1739209672.819196;-38.13080360867914
1739209672.8191981;-38.13080360867914
1739209672.8192;-38.13080360867914
1739209672.8192022;-38.13080360867914
1739209672.8192043;-35.57807855764607
1739209672.8192062;-45.120503652039325
1739209672.8192084;-38.13080360867914
1739209672.8192105;-45.120503652039325
1739209672.8192124;-45.120503652039325
1739209672.8192146;-45.120503652039325
1739209672.8192167;-45.120503652039325
1739209672.8192186;-45.120503652039325
1739209672.8192208;-45.120503652039325
1739209672.819223;-38.13080360867914
1739209672.8192248;-38.13080360867914
1739209672.819227;-32.816014438256545
1739209672.819229;-35.57807855764607
1739209672.819231;-45.120503652039325
1739209672.8192332;-45.120503652039325
1739209672.819235;-35.57807855764607
1739209672.8192372;-35.57807855764607
1739209672.8192394;-45.120503652039325
1739209672.8192413;-38.13080360867914
1739209672.8192434;-45.120503652039325
1739209672.8192456;-45.120503652039325
1739209672.8192475;-32.816014438256545
1739209672.8192496;-35.57807855764607
1739209672.8192518;-45.120503652039325
1739209672.8192537;-38.13080360867914
1739209672.8192558;-35.57807855764607
1739209672.819258;-38.13080360867914
1739209672.81926;-29.438486411369333
1739209672.819262;-32.816014438256545
1739209672.8192642;-45.120503652039325
1739209672.819266;-38.13080360867914
1739209672.8192682;-32.816014438256545
1739209672.8192704;-38.13080360867914
1739209672.8192723;-45.120503652039325
1739209672.8192744;-38.13080360867914
1739209672.8192766;-38.13080360867914
1739209672.8192785;-38.13080360867914
1739209672.8192806;-35.57807855764607
1739209672.8192828;-45.120503652039325
1739209672.8192847;-45.120503652039325
