CAN Message; 0x1d3:00004597d468fb6b
Timestamp;Amplitude
1739209792.019765;-38.13080360867914
1739209792.0197682;-35.57807855764607
1739209792.0197716;-38.13080360867914
1739209792.019775;-33.981070128970906
1739209792.0197783;-35.57807855764607
1739209792.0197818;-35.57807855764607
1739209792.0197852;-45.120503652039325
1739209792.0197885;-32.816014438256545
1739209792.0197918;-45.120503652039325
1739209792.0197952;-45.120503652039325
1739209792.0197985;-38.13080360867914
1739209792.0198019;-38.13080360867914
1739209792.0198052;-45.120503652039325
1739209792.0198085;-45.120503652039325
1739209792.0198119;-45.120503652039325
1739209792.0198154;-45.120503652039325
1739209792.0198188;-45.120503652039325
1739209792.0198221;-38.13080360867914
1739209792.0198255;-45.120503652039325
1739209792.0198288;-45.120503652039325
1739209792.0198321;-45.120503652039325
1739209792.0198355;-45.120503652039325
1739209792.0198388;-33.981070128970906
1739209792.0198421;-35.57807855764607
1739209792.0198455;-45.120503652039325
1739209792.019849;-45.120503652039325
1739209792.0198524;-38.13080360867914
1739209792.0198557;-28.58837851428586
1739209792.019859;-38.13080360867914
1739209792.0198624;-45.120503652039325
1739209792.0198658;-38.13080360867914
1739209792.019869;-45.120503652039325
1739209792.0198724;-45.120503652039325
1739209792.0198758;-45.120503652039325
1739209792.019879;-38.13080360867914
1739209792.0198824;-33.981070128970956
1739209792.019886;-45.120503652039325
1739209792.0198894;-45.120503652039325
1739209792.0198927;-45.120503652039325
1739209792.019896;-45.120503652039325
1739209792.0198994;-45.120503652039325
1739209792.0199027;-45.120503652039325
1739209792.019906;-45.120503652039325
1739209792.0199094;-33.981070128970906
1739209792.0199127;-38.13080360867914
1739209792.019916;-45.120503652039325
1739209792.0199196;-38.13080360867914
1739209792.019923;-38.13080360867914
1739209792.0199263;-38.13080360867914
1739209792.0199296;-45.120503652039325
1739209792.019933;-45.120503652039325
1739209792.0199363;-33.981070128970906
1739209792.0199397;-45.120503652039325
1739209792.019943;-45.120503652039325
1739209792.0199463;-38.13080360867914
1739209792.0199497;-45.120503652039325
1739209792.0199533;-38.13080360867914
1739209792.0199566;-38.13080360867914
1739209792.01996;-38.13080360867914
1739209792.0199633;-33.981070128970906
1739209792.0199666;-45.120503652039325
1739209792.01997;-45.120503652039325
1739209792.0199733;-35.57807855764607
1739209792.0199766;-38.13080360867914
1739209792.01998;-38.13080360867914
1739209792.0199833;-45.120503652039325
1739209792.0199866;-45.120503652039325
1739209792.0199902;-31.141103565318915
1739209792.0199935;-33.981070128970906
1739209792.019997;-38.13080360867914
1739209792.0200002;-38.13080360867914
1739209792.0200036;-38.13080360867914
1739209792.020007;-35.57807855764607
1739209792.0200102;-45.120503652039325
1739209792.0200136;-45.120503652039325
1739209792.020017;-35.57807855764607
1739209792.0200202;-38.13080360867914
1739209792.0200238;-45.120503652039325
1739209792.0200272;-45.120503652039325
1739209792.0200305;-45.120503652039325
1739209792.0200338;-45.120503652039325
1739209792.0200372;-45.120503652039325
1739209792.0200405;-45.120503652039325
1739209792.0200438;-38.13080360867914
1739209792.0200472;-38.13080360867914
1739209792.0200505;-45.120503652039325
1739209792.0200539;-38.13080360867914
1739209792.0200574;-38.13080360867914
1739209792.0200608;-45.120503652039325
1739209792.020064;-45.120503652039325
1739209792.0200675;-38.13080360867914
1739209792.0200708;-35.57807855764607
1739209792.0200741;-38.13080360867914
1739209792.0200775;-45.120503652039325
1739209792.0200808;-33.981070128970906
1739209792.0200841;-38.13080360867914
1739209792.0200875;-33.981070128970906
1739209792.0200908;-35.57807855764607
1739209792.0200944;-38.13080360867914
1739209792.0200977;-38.13080360867914
1739209792.020101;-38.13080360867914
1739209792.0201044;-45.120503652039325
1739209792.0201077;-38.13080360867914
1739209792.020111;-45.120503652039325
1739209792.0201144;-45.120503652039325
1739209792.0201178;-45.120503652039325
1739209792.020121;-33.981070128970906
1739209792.0201244;-38.13080360867914
1739209792.020128;-38.13080360867914
1739209792.0201313;-45.120503652039325
1739209792.0201347;-45.120503652039325
1739209792.020138;-38.13080360867914
1739209792.0201414;-35.57807855764607
1739209792.0201447;-45.120503652039325
1739209792.020148;-45.120503652039325
1739209792.0201514;-45.120503652039325
1739209792.0201547;-45.120503652039325
1739209792.020158;-45.120503652039325
1739209792.0201616;-45.120503652039325
1739209792.020165;-45.120503652039325
1739209792.0201683;-35.57807855764607
1739209792.0201716;-35.57807855764607
1739209792.020175;-45.120503652039325
1739209792.0201783;-35.57807855764607
1739209792.0201817;-45.120503652039325
1739209792.020185;-45.120503652039325
1739209792.0201883;-35.57807855764607
1739209792.0201917;-38.13080360867914
1739209792.020195;-38.13080360867914
1739209792.0201986;-38.13080360867914
1739209792.020202;-45.120503652039325
1739209792.0202053;-38.13080360867914
1739209792.0202086;-31.141103565318915
1739209792.020212;-35.57807855764607
1739209792.0202153;-45.120503652039325
1739209792.0202186;-45.120503652039325
1739209792.020222;-38.13080360867914
1739209792.0202253;-35.57807855764607
1739209792.0202286;-45.120503652039325
1739209792.0202322;-38.13080360867914
1739209792.0202355;-45.120503652039325
1739209792.0202389;-45.120503652039325
1739209792.0202422;-38.13080360867914
1739209792.0202456;-45.120503652039325
1739209792.020249;-38.13080360867914
1739209792.0202522;-45.120503652039325
1739209792.0202556;-45.120503652039325
1739209792.020259;-45.120503652039325
1739209792.0202622;-35.57807855764607
1739209792.0202658;-29.438486411369333
1739209792.0202692;-45.120503652039325
1739209792.0202725;-45.120503652039325
1739209792.0202758;-38.13080360867914
1739209792.0202792;-35.57807855764607
1739209792.0202825;-45.120503652039325
1739209792.0202858;-38.13080360867914
1739209792.0202892;-38.13080360867914
1739209792.0202925;-45.120503652039325
1739209792.0202959;-38.13080360867914
1739209792.0202992;-35.57807855764607
1739209792.0203028;-45.120503652039325
1739209792.020306;-45.120503652039325
1739209792.0203094;-45.120503652039325
1739209792.0203128;-45.120503652039325
1739209792.0203161;-38.13080360867914
1739209792.0203195;-45.120503652039325
1739209792.0203228;-38.13080360867914
1739209792.0203261;-35.57807855764607
1739209792.0203295;-38.13080360867914
1739209792.0203328;-38.13080360867914
1739209792.0203364;-38.13080360867914
1739209792.0203397;-35.57807855764607
1739209792.020343;-38.13080360867914
1739209792.0203464;-35.57807855764607
1739209792.0203497;-45.120503652039325
1739209792.020353;-32.816014438256545
1739209792.0203564;-45.120503652039325
1739209792.0203598;-45.120503652039325
1739209792.020363;-38.13080360867914
1739209792.0203664;-32.816014438256545
1739209792.0203698;-45.120503652039325
1739209792.0203733;-33.981070128970956
1739209792.0203767;-38.13080360867914
1739209792.02038;-33.981070128970906
1739209792.0203834;-38.13080360867914
1739209792.0203867;-45.120503652039325
1739209792.02039;-38.13080360867914
1739209792.0203934;-38.13080360867914
1739209792.0203967;-31.141103565318893
1739209792.0204;-26.991370085610736
1739209792.0204034;-38.13080360867914
1739209792.020407;-38.13080360867914
1739209792.0204103;-38.13080360867914
1739209792.0204136;-38.13080360867914
1739209792.020417;-45.120503652039325
1739209792.0204203;-45.120503652039325
1739209792.0204237;-45.120503652039325
1739209792.020427;-33.981070128970956
1739209792.0204303;-38.13080360867914
1739209792.0204337;-38.13080360867914
1739209792.020437;-45.120503652039325
1739209792.0204406;-45.120503652039325
1739209792.020444;-45.120503652039325
1739209792.0204473;-45.120503652039325
1739209792.0204506;-35.57807855764607
1739209792.020454;-26.487275050834715
1739209792.0204573;-38.13080360867914
1739209792.0204606;-38.13080360867914
1739209792.020464;-35.57807855764607
1739209792.0204673;-35.57807855764607
1739209792.0204706;-38.13080360867914
1739209792.020474;-38.13080360867914
1739209792.0204775;-45.120503652039325
1739209792.0204809;-38.13080360867914
1739209792.0204842;-45.120503652039325
1739209792.0204875;-38.13080360867914
1739209792.020491;-38.13080360867914
1739209792.0204942;-38.13080360867914
1739209792.0204976;-45.120503652039325
1739209792.020501;-45.120503652039325
1739209792.0205042;-35.57807855764607
1739209792.0205076;-30.49652367304973
1739209792.0205112;-38.13080360867914
1739209792.0205145;-45.120503652039325
1739209792.0205178;-35.57807855764607
1739209792.0205212;-35.57807855764607
1739209792.0205245;-45.120503652039325
1739209792.0205278;-45.120503652039325
1739209792.0205312;-38.13080360867914
1739209792.0205345;-35.57807855764607
1739209792.0205379;-45.120503652039325
1739209792.0205412;-45.120503652039325
1739209792.0205448;-38.13080360867914
1739209792.020548;-45.120503652039325
1739209792.0205514;-45.120503652039325
1739209792.0205548;-45.120503652039325
1739209792.020558;-38.13080360867914
1739209792.0205615;-45.120503652039325
1739209792.0205648;-38.13080360867914
1739209792.0205681;-35.57807855764607
1739209792.0205715;-45.120503652039325
1739209792.0205748;-38.13080360867914
1739209792.0205781;-38.13080360867914
1739209792.0205817;-38.13080360867914
1739209792.020585;-45.120503652039325
1739209792.0205884;-31.141103565318915
1739209792.0205917;-38.13080360867914
1739209792.020595;-45.120503652039325
1739209792.0205984;-38.13080360867914
1739209792.0206017;-45.120503652039325
1739209792.020605;-38.13080360867914
1739209792.0206084;-38.13080360867914
1739209792.0206118;-38.13080360867914
1739209792.0206153;-32.81601443825658
1739209792.0206187;-33.981070128970906
1739209792.020622;-33.981070128970906
1739209792.0206254;-45.120503652039325
1739209792.0206287;-45.120503652039325
1739209792.020632;-45.120503652039325
1739209792.0206354;-38.13080360867914
1739209792.0206387;-45.120503652039325
1739209792.020642;-33.981070128970906
1739209792.0206454;-32.816014438256545
1739209792.020649;-35.57807855764607
1739209792.0206523;-38.13080360867914
1739209792.0206556;-45.120503652039325
1739209792.020659;-31.141103565318915
1739209792.0206623;-38.13080360867914
1739209792.0206656;-45.120503652039325
1739209792.020669;-45.120503652039325
1739209792.0206723;-33.981070128970906
1739209792.0206757;-35.57807855764607
1739209792.020679;-38.13080360867914
1739209792.0206823;-33.981070128970906
1739209792.020686;-30.49652367304973
1739209792.0206892;-38.13080360867914
1739209792.0206926;-45.120503652039325
1739209792.020696;-45.120503652039325
1739209792.0206993;-38.13080360867914
1739209792.0207026;-38.13080360867914
1739209792.020706;-38.13080360867914
1739209792.0207093;-38.13080360867914
1739209792.0207126;-45.120503652039325
1739209792.020716;-38.13080360867914
1739209792.0207195;-38.13080360867914
1739209792.0207229;-38.13080360867914
1739209792.0207262;-38.13080360867914
1739209792.0207295;-45.120503652039325
1739209792.0207329;-45.120503652039325
1739209792.0207362;-45.120503652039325
1739209792.0207396;-38.13080360867914
1739209792.020743;-38.13080360867914
1739209792.0207462;-45.120503652039325
1739209792.0207496;-45.120503652039325
1739209792.0207531;-45.120503652039325
1739209792.0207565;-45.120503652039325
1739209792.0207598;-38.13080360867914
1739209792.0207632;-32.816014438256545
1739209792.0207665;-45.120503652039325
1739209792.0207698;-45.120503652039325
1739209792.0207732;-45.120503652039325
1739209792.0207765;-45.120503652039325
1739209792.0207798;-45.120503652039325
1739209792.0207832;-45.120503652039325
1739209792.0207865;-35.57807855764607
1739209792.02079;-45.120503652039325
1739209792.0207934;-45.120503652039325
1739209792.0207968;-45.120503652039325
1739209792.0208;-45.120503652039325
1739209792.0208035;-33.981070128970906
1739209792.0208068;-32.816014438256545
1739209792.0208101;-38.13080360867914
1739209792.0208135;-45.120503652039325
1739209792.0208168;-45.120503652039325
1739209792.0208201;-38.13080360867914
1739209792.0208237;-45.120503652039325
1739209792.020827;-45.120503652039325
1739209792.0208304;-45.120503652039325
1739209792.0208337;-45.120503652039325
1739209792.020837;-45.120503652039325
1739209792.0208404;-45.120503652039325
1739209792.0208437;-45.120503652039325
1739209792.020847;-45.120503652039325
1739209792.0208504;-38.13080360867914
1739209792.0208538;-38.13080360867914
1739209792.0208573;-45.120503652039325
1739209792.0208607;-38.13080360867914
1739209792.020864;-35.57807855764607
1739209792.0208673;-45.120503652039325
1739209792.0208707;-45.120503652039325
1739209792.020874;-33.981070128970906
1739209792.0208774;-38.13080360867914
1739209792.0208807;-45.120503652039325
1739209792.020884;-45.120503652039325
1739209792.0208874;-45.120503652039325
1739209792.0208907;-38.13080360867914
1739209792.0208943;-45.120503652039325
1739209792.0208976;-45.120503652039325
1739209792.020901;-45.120503652039325
1739209792.0209043;-45.120503652039325
1739209792.0209076;-45.120503652039325
1739209792.020911;-45.120503652039325
1739209792.0209143;-45.120503652039325
1739209792.0209177;-45.120503652039325
1739209792.020921;-38.13080360867914
1739209792.0209243;-45.120503652039325
1739209792.020928;-45.120503652039325
1739209792.0209312;-45.120503652039325
1739209792.0209346;-45.120503652039325
1739209792.020938;-45.120503652039325
1739209792.0209413;-28.58837851428586
1739209792.0209446;-28.21854285175415
1739209792.020948;-45.120503652039325
1739209792.0209513;-38.13080360867914
1739209792.0209546;-38.13080360867914
1739209792.020958;-35.57807855764607
1739209792.0209615;-45.120503652039325
1739209792.0209649;-35.57807855764607
1739209792.0209682;-45.120503652039325
1739209792.0209715;-45.120503652039325
1739209792.0209749;-38.13080360867914
1739209792.0209782;-35.57807855764607
1739209792.0209816;-45.120503652039325
1739209792.020985;-45.120503652039325
1739209792.0209882;-35.57807855764607
1739209792.0209916;-35.57807855764607
1739209792.020995;-45.120503652039325
1739209792.0209985;-45.120503652039325
1739209792.0210018;-32.816014438256545
1739209792.0210052;-38.13080360867914
1739209792.0210085;-45.120503652039325
1739209792.0210118;-45.120503652039325
1739209792.0210152;-45.120503652039325
1739209792.0210185;-38.13080360867914
1739209792.0210218;-38.13080360867914
1739209792.0210252;-35.57807855764607
1739209792.0210285;-38.13080360867914
1739209792.021032;-38.13080360867914
1739209792.0210354;-32.816014438256545
1739209792.0210388;-38.13080360867914
1739209792.021042;-38.13080360867914
1739209792.0210454;-35.57807855764607
1739209792.0210488;-45.120503652039325
1739209792.0210521;-31.141103565318943
1739209792.0210555;-38.13080360867914
1739209792.0210588;-45.120503652039325
1739209792.0210621;-45.120503652039325
1739209792.0210657;-45.120503652039325
1739209792.021069;-38.13080360867914
1739209792.0210724;-38.13080360867914
1739209792.0210757;-35.57807855764607
1739209792.021079;-26.487275050834715
1739209792.0210824;-38.13080360867914
1739209792.0210857;-45.120503652039325
1739209792.021089;-35.57807855764607
1739209792.0210924;-35.57807855764607
1739209792.0210958;-45.120503652039325
1739209792.021099;-45.120503652039325
1739209792.0211027;-45.120503652039325
1739209792.021106;-45.120503652039325
1739209792.0211093;-45.120503652039325
1739209792.0211127;-45.120503652039325
1739209792.021116;-38.13080360867914
1739209792.0211194;-32.816014438256545
1739209792.0211227;-38.13080360867914
1739209792.021126;-45.120503652039325
1739209792.0211294;-33.981070128970906
1739209792.0211327;-30.49652367304973
1739209792.0211363;-45.120503652039325
1739209792.0211396;-45.120503652039325
1739209792.021143;-45.120503652039325
1739209792.0211463;-38.13080360867914
1739209792.0211496;-45.120503652039325
1739209792.021153;-45.120503652039325
1739209792.0211563;-38.13080360867914
1739209792.0211596;-35.57807855764607
1739209792.021163;-45.120503652039325
1739209792.0211663;-45.120503652039325
1739209792.02117;-35.57807855764607
1739209792.0211732;-35.57807855764607
1739209792.0211766;-38.13080360867914
1739209792.02118;-45.120503652039325
1739209792.0211833;-38.13080360867914
1739209792.0211866;-38.13080360867914
1739209792.02119;-45.120503652039325
1739209792.0211933;-45.120503652039325
1739209792.0211966;-45.120503652039325
1739209792.0212;-45.120503652039325
1739209792.0212033;-38.13080360867914
1739209792.0212069;-45.120503652039325
1739209792.0212102;-38.13080360867914
1739209792.0212135;-30.49652367304973
1739209792.0212169;-38.13080360867914
1739209792.0212202;-38.13080360867914
1739209792.0212235;-45.120503652039325
1739209792.021227;-35.57807855764607
1739209792.0212302;-33.981070128970906
1739209792.0212336;-45.120503652039325
1739209792.021237;-38.13080360867914
1739209792.0212405;-45.120503652039325
1739209792.0212438;-45.120503652039325
1739209792.0212471;-35.57807855764607
1739209792.0212505;-45.120503652039325
1739209792.0212538;-45.120503652039325
1739209792.0212572;-38.13080360867914
1739209792.0212605;-45.120503652039325
1739209792.0212638;-45.120503652039325
1739209792.0212672;-38.13080360867914
1739209792.0212705;-45.120503652039325
1739209792.021274;-38.13080360867914
1739209792.0212774;-38.13080360867914
1739209792.0212808;-45.120503652039325
1739209792.021284;-45.120503652039325
1739209792.0212874;-38.13080360867914
1739209792.0212908;-45.120503652039325
1739209792.021294;-35.57807855764607
1739209792.0212975;-31.141103565318915
1739209792.0213008;-35.57807855764607
1739209792.0213041;-45.120503652039325
1739209792.0213075;-45.120503652039325
1739209792.021311;-38.13080360867914
1739209792.0213144;-45.120503652039325
1739209792.0213177;-45.120503652039325
1739209792.021321;-38.13080360867914
1739209792.0213244;-38.13080360867914
1739209792.0213277;-38.13080360867914
1739209792.021331;-38.13080360867914
1739209792.0213344;-38.13080360867914
1739209792.0213377;-38.13080360867914
1739209792.021341;-38.13080360867914
1739209792.0213447;-38.13080360867914
1739209792.021348;-45.120503652039325
1739209792.0213513;-38.13080360867914
1739209792.0213547;-38.13080360867914
1739209792.021358;-38.13080360867914
1739209792.0213614;-38.13080360867914
1739209792.0213647;-38.13080360867914
1739209792.021368;-45.120503652039325
1739209792.0213714;-38.13080360867914
1739209792.0213747;-45.120503652039325
1739209792.0213783;-31.141103565318915
1739209792.0213816;-38.13080360867914
1739209792.021385;-45.120503652039325
1739209792.0213883;-38.13080360867914
1739209792.0213916;-45.120503652039325
1739209792.021395;-45.120503652039325
1739209792.0213983;-45.120503652039325
1739209792.0214016;-45.120503652039325
1739209792.021405;-32.81601443825658
1739209792.0214083;-45.120503652039325
1739209792.0214117;-33.981070128970906
1739209792.0214152;-45.120503652039325
1739209792.0214186;-38.13080360867914
1739209792.021422;-45.120503652039325
1739209792.0214252;-45.120503652039325
1739209792.0214286;-45.120503652039325
1739209792.021432;-27.267205301931607
1739209792.0214353;-35.57807855764607
1739209792.0214386;-33.981070128970906
1739209792.021442;-32.816014438256545
1739209792.0214453;-38.13080360867914
1739209792.0214489;-38.13080360867914
1739209792.0214522;-45.120503652039325
1739209792.0214555;-38.13080360867914
1739209792.0214589;-45.120503652039325
1739209792.0214622;-45.120503652039325
1739209792.0214655;-38.13080360867914
1739209792.0214689;-38.13080360867914
1739209792.0214722;-38.13080360867914
1739209792.0214756;-45.120503652039325
1739209792.021479;-45.120503652039325
1739209792.0214825;-38.13080360867914
1739209792.0214858;-45.120503652039325
1739209792.0214891;-45.120503652039325
1739209792.0214925;-38.13080360867914
1739209792.0214958;-45.120503652039325
1739209792.0214992;-38.13080360867914
1739209792.0215025;-38.13080360867914
1739209792.0215058;-38.13080360867914
1739209792.0215092;-45.120503652039325
1739209792.0215125;-30.49652367304973
1739209792.0215158;-33.981070128970906
1739209792.0215194;-45.120503652039325
1739209792.0215228;-45.120503652039325
1739209792.021526;-38.13080360867914
1739209792.0215294;-45.120503652039325
1739209792.0215328;-45.120503652039325
1739209792.021536;-45.120503652039325
1739209792.0215394;-45.120503652039325
1739209792.0215428;-45.120503652039325
1739209792.0215461;-38.13080360867914
1739209792.0215495;-45.120503652039325
1739209792.021553;-38.13080360867914
1739209792.0215564;-32.816014438256545
1739209792.0215597;-45.120503652039325
1739209792.021563;-45.120503652039325
1739209792.0215664;-45.120503652039325
1739209792.0215697;-45.120503652039325
1739209792.021573;-33.981070128970906
1739209792.0215764;-38.13080360867914
1739209792.0215797;-38.13080360867914
1739209792.021583;-38.13080360867914
1739209792.0215864;-35.57807855764607
1739209792.02159;-45.120503652039325
1739209792.0215933;-35.57807855764607
1739209792.0215967;-38.13080360867914
1739209792.0216;-45.120503652039325
1739209792.0216033;-38.13080360867914
1739209792.0216067;-38.13080360867914
1739209792.02161;-45.120503652039325
1739209792.0216134;-38.13080360867914
1739209792.0216167;-32.816014438256545
1739209792.02162;-45.120503652039325
1739209792.0216236;-45.120503652039325
1739209792.021627;-38.13080360867914
1739209792.0216303;-38.13080360867914
1739209792.0216336;-35.57807855764607
1739209792.021637;-38.13080360867914
1739209792.0216403;-45.120503652039325
1739209792.0216436;-35.57807855764607
1739209792.021647;-38.13080360867914
1739209792.0216503;-38.13080360867914
1739209792.0216537;-38.13080360867914
1739209792.0216572;-35.57807855764607
1739209792.0216606;-45.120503652039325
1739209792.021664;-38.13080360867914
1739209792.0216672;-33.981070128970906
1739209792.0216706;-45.120503652039325
1739209792.021674;-45.120503652039325
1739209792.0216773;-45.120503652039325
1739209792.0216806;-45.120503652039325
1739209792.021684;-38.13080360867914
1739209792.0216873;-45.120503652039325
1739209792.0216906;-45.120503652039325
1739209792.0216942;-38.13080360867914
1739209792.0216975;-38.13080360867914
1739209792.0217009;-38.13080360867914
1739209792.0217042;-38.13080360867914
1739209792.0217075;-45.120503652039325
1739209792.0217109;-45.120503652039325
1739209792.0217142;-38.13080360867914
1739209792.0217175;-32.816014438256545
1739209792.021721;-38.13080360867914
1739209792.0217242;-45.120503652039325
1739209792.0217278;-38.13080360867914
1739209792.0217311;-38.13080360867914
1739209792.0217345;-38.13080360867914
1739209792.0217378;-45.120503652039325
1739209792.0217412;-38.13080360867914
1739209792.0217445;-45.120503652039325
1739209792.0217478;-45.120503652039325
1739209792.0217512;-45.120503652039325
1739209792.0217545;-35.57807855764607
1739209792.0217578;-33.981070128970906
1739209792.0217614;-38.13080360867914
1739209792.0217648;-35.57807855764607
1739209792.021768;-45.120503652039325
1739209792.0217714;-33.981070128970906
1739209792.0217748;-38.13080360867914
1739209792.021778;-38.13080360867914
1739209792.0217814;-45.120503652039325
1739209792.0217848;-27.267205301931607
1739209792.0217881;-33.981070128970906
1739209792.0217915;-38.13080360867914
1739209792.0217948;-45.120503652039325
1739209792.0217984;-38.13080360867914
1739209792.0218017;-38.13080360867914
1739209792.021805;-35.57807855764607
1739209792.0218084;-38.13080360867914
1739209792.0218117;-35.57807855764607
1739209792.021815;-33.981070128970906
1739209792.0218184;-38.13080360867914
1739209792.0218217;-45.120503652039325
1739209792.021825;-45.120503652039325
1739209792.0218284;-45.120503652039325
1739209792.021832;-32.816014438256545
1739209792.0218353;-45.120503652039325
1739209792.0218387;-38.13080360867914
1739209792.021842;-38.13080360867914
1739209792.0218453;-45.120503652039325
1739209792.0218487;-33.981070128970906
1739209792.021852;-38.13080360867914
1739209792.0218554;-38.13080360867914
1739209792.0218587;-45.120503652039325
1739209792.021862;-45.120503652039325
1739209792.0218656;-33.981070128970906
1739209792.021869;-33.981070128970906
1739209792.0218723;-38.13080360867914
1739209792.0218756;-38.13080360867914
1739209792.021879;-38.13080360867914
1739209792.0218823;-35.57807855764607
1739209792.0218856;-38.13080360867914
1739209792.021889;-45.120503652039325
1739209792.0218923;-38.13080360867914
1739209792.0218956;-38.13080360867914
1739209792.021899;-45.120503652039325
1739209792.0219026;-45.120503652039325
1739209792.021906;-38.13080360867914
1739209792.0219092;-38.13080360867914
1739209792.0219126;-38.13080360867914
1739209792.021916;-45.120503652039325
1739209792.0219193;-38.13080360867914
1739209792.0219226;-38.13080360867914
1739209792.021926;-45.120503652039325
1739209792.0219293;-45.120503652039325
1739209792.0219326;-45.120503652039325
1739209792.0219362;-45.120503652039325
1739209792.0219395;-45.120503652039325
1739209792.0219429;-45.120503652039325
1739209792.0219462;-38.13080360867914
1739209792.0219495;-38.13080360867914
1739209792.0219529;-45.120503652039325
1739209792.0219562;-38.13080360867914
1739209792.0219595;-35.57807855764607
1739209792.021963;-38.13080360867914
1739209792.0219662;-38.13080360867914
1739209792.0219698;-38.13080360867914
1739209792.0219731;-35.57807855764607
1739209792.0219765;-38.13080360867914
1739209792.0219798;-45.120503652039325
1739209792.0219831;-38.13080360867914
1739209792.0219865;-38.13080360867914
1739209792.0219898;-45.120503652039325
1739209792.0219932;-45.120503652039325
1739209792.0219965;-38.13080360867914
1739209792.0219998;-33.981070128970906
1739209792.0220032;-33.981070128970906
1739209792.0220068;-45.120503652039325
1739209792.02201;-35.57807855764607
1739209792.0220134;-38.13080360867914
1739209792.0220168;-38.13080360867914
1739209792.02202;-35.57807855764607
1739209792.0220234;-38.13080360867914
1739209792.0220268;-38.13080360867914
1739209792.02203;-45.120503652039325
1739209792.0220335;-45.120503652039325
1739209792.0220368;-38.13080360867914
1739209792.0220404;-38.13080360867914
1739209792.0220437;-38.13080360867914
1739209792.022047;-45.120503652039325
1739209792.0220504;-45.120503652039325
1739209792.0220537;-45.120503652039325
1739209792.022057;-38.13080360867914
1739209792.0220604;-35.57807855764607
1739209792.0220637;-38.13080360867914
1739209792.022067;-38.13080360867914
1739209792.0220704;-38.13080360867914
1739209792.022074;-38.13080360867914
1739209792.0220773;-38.13080360867914
1739209792.0220807;-45.120503652039325
1739209792.022084;-30.49652367304973
1739209792.0220873;-31.141103565318893
1739209792.0220907;-45.120503652039325
1739209792.022094;-45.120503652039325
1739209792.0220973;-38.13080360867914
1739209792.0221007;-35.57807855764607
1739209792.022104;-45.120503652039325
1739209792.0221074;-45.120503652039325
1739209792.022111;-38.13080360867914
1739209792.0221143;-38.13080360867914
1739209792.0221176;-38.13080360867914
1739209792.022121;-45.120503652039325
1739209792.0221243;-45.120503652039325
1739209792.0221276;-45.120503652039325
1739209792.022131;-38.13080360867914
1739209792.0221343;-45.120503652039325
1739209792.0221376;-35.57807855764607
1739209792.022141;-32.816014438256545
1739209792.0221446;-45.120503652039325
1739209792.022148;-45.120503652039325
1739209792.0221512;-35.57807855764607
1739209792.0221546;-35.57807855764607
1739209792.022158;-45.120503652039325
1739209792.0221612;-38.13080360867914
1739209792.0221646;-38.13080360867914
1739209792.022168;-45.120503652039325
1739209792.0221713;-45.120503652039325
1739209792.0221746;-45.120503652039325
1739209792.0221782;-45.120503652039325
1739209792.0221815;-45.120503652039325
1739209792.0221848;-45.120503652039325
1739209792.0221882;-38.13080360867914
1739209792.0221915;-38.13080360867914
1739209792.0221949;-45.120503652039325
1739209792.0221982;-33.981070128970906
1739209792.0222015;-38.13080360867914
1739209792.0222049;-38.13080360867914
1739209792.0222082;-45.120503652039325
1739209792.0222116;-38.13080360867914
1739209792.0222151;-38.13080360867914
1739209792.0222185;-35.57807855764607
1739209792.0222218;-30.49652367304973
1739209792.0222251;-45.120503652039325
1739209792.0222285;-45.120503652039325
