CAN Message; 0x1a7:00006278de656ffc
Timestamp;Amplitude
1739209670.3179414;-33.981070128970906
1739209670.3179474;-31.141103565318915
1739209670.3179533;-33.981070128970906
1739209670.3179593;-45.120503652039325
1739209670.3179653;-45.120503652039325
1739209670.3179712;-35.57807855764607
1739209670.3179774;-35.57807855764607
1739209670.3179834;-38.13080360867914
1739209670.3179893;-38.13080360867914
1739209670.3179953;-31.141103565318915
1739209670.3180013;-38.13080360867914
1739209670.3180072;-45.120503652039325
1739209670.3180132;-45.120503652039325
1739209670.3180192;-45.120503652039325
1739209670.318025;-45.120503652039325
1739209670.318031;-45.120503652039325
1739209670.318037;-38.13080360867914
1739209670.318043;-38.13080360867914
1739209670.3180492;-38.13080360867914
1739209670.3180552;-38.13080360867914
1739209670.318061;-45.120503652039325
1739209670.318067;-33.981070128970906
1739209670.318073;-35.57807855764607
1739209670.318079;-38.13080360867914
1739209670.318085;-45.120503652039325
1739209670.318091;-45.120503652039325
1739209670.3180969;-35.57807855764607
1739209670.3181028;-45.120503652039325
1739209670.3181088;-38.13080360867914
1739209670.3181148;-32.816014438256545
1739209670.318121;-35.57807855764607
1739209670.318127;-38.13080360867914
1739209670.3181329;-32.816014438256545
1739209670.3181388;-33.981070128970906
1739209670.3181448;-38.13080360867914
1739209670.3181508;-38.13080360867914
1739209670.3181567;-38.13080360867914
1739209670.3181627;-38.13080360867914
1739209670.3181686;-38.13080360867914
1739209670.3181746;-38.13080360867914
1739209670.3181806;-35.57807855764607
1739209670.3181865;-33.981070128970906
1739209670.3181927;-45.120503652039325
1739209670.3181987;-45.120503652039325
1739209670.3182046;-45.120503652039325
1739209670.3182106;-38.13080360867914
1739209670.3182166;-35.57807855764607
1739209670.3182225;-38.13080360867914
1739209670.3182285;-35.57807855764607
1739209670.3182344;-38.13080360867914
1739209670.3182404;-45.120503652039325
1739209670.3182464;-38.13080360867914
1739209670.3182523;-35.57807855764607
1739209670.3182583;-45.120503652039325
1739209670.3182645;-45.120503652039325
1739209670.3182704;-35.57807855764607
1739209670.3182764;-38.13080360867914
1739209670.3182824;-38.13080360867914
1739209670.3182883;-35.57807855764607
1739209670.3182943;-38.13080360867914
1739209670.3183002;-38.13080360867914
1739209670.3183062;-45.120503652039325
1739209670.3183122;-38.13080360867914
1739209670.3183181;-38.13080360867914
1739209670.318324;-38.13080360867914
1739209670.31833;-45.120503652039325
1739209670.3183362;-38.13080360867914
1739209670.3183422;-45.120503652039325
1739209670.3183482;-38.13080360867914
1739209670.3183541;-38.13080360867914
1739209670.31836;-35.57807855764607
1739209670.318366;-38.13080360867914
1739209670.318372;-38.13080360867914
1739209670.318378;-45.120503652039325
1739209670.318384;-45.120503652039325
1739209670.31839;-45.120503652039325
1739209670.3183959;-33.981070128970906
1739209670.3184018;-32.816014438256545
1739209670.318408;-38.13080360867914
1739209670.318414;-38.13080360867914
1739209670.31842;-38.13080360867914
1739209670.318426;-38.13080360867914
1739209670.3184319;-32.816014438256545
1739209670.3184378;-45.120503652039325
1739209670.3184438;-38.13080360867914
1739209670.3184497;-45.120503652039325
1739209670.3184557;-38.13080360867914
1739209670.3184617;-35.57807855764607
1739209670.3184676;-35.57807855764607
1739209670.3184736;-45.120503652039325
1739209670.3184798;-45.120503652039325
1739209670.3184857;-38.13080360867914
1739209670.3184917;-35.57807855764607
1739209670.3184977;-45.120503652039325
1739209670.3185036;-45.120503652039325
1739209670.3185096;-38.13080360867914
1739209670.3185155;-45.120503652039325
1739209670.3185215;-38.13080360867914
1739209670.3185275;-30.49652367304973
1739209670.3185334;-38.13080360867914
1739209670.3185394;-45.120503652039325
1739209670.3185453;-35.57807855764607
1739209670.3185515;-31.141103565318893
1739209670.3185575;-45.120503652039325
1739209670.3185635;-45.120503652039325
1739209670.3185694;-45.120503652039325
1739209670.3185754;-38.13080360867914
1739209670.3185813;-38.13080360867914
1739209670.3185873;-45.120503652039325
1739209670.3185933;-45.120503652039325
1739209670.3185992;-38.13080360867914
1739209670.3186052;-38.13080360867914
1739209670.3186111;-45.120503652039325
1739209670.318617;-33.981070128970906
1739209670.3186233;-45.120503652039325
1739209670.3186293;-38.13080360867914
1739209670.3186352;-45.120503652039325
1739209670.3186412;-38.13080360867914
1739209670.3186471;-32.816014438256545
1739209670.318653;-38.13080360867914
1739209670.318659;-45.120503652039325
1739209670.318665;-33.981070128970906
1739209670.318671;-27.8777449560314
1739209670.318677;-45.120503652039325
1739209670.318683;-45.120503652039325
1739209670.3186889;-45.120503652039325
1739209670.318695;-38.13080360867914
1739209670.318701;-38.13080360867914
1739209670.318707;-45.120503652039325
1739209670.318713;-38.13080360867914
1739209670.318719;-45.120503652039325
1739209670.3187249;-38.13080360867914
1739209670.3187308;-32.816014438256545
1739209670.3187368;-38.13080360867914
1739209670.3187428;-38.13080360867914
1739209670.3187487;-38.13080360867914
1739209670.3187547;-32.816014438256545
1739209670.3187606;-45.120503652039325
1739209670.3187668;-25.826314394896357
1739209670.3187728;-31.141103565318915
1739209670.3187788;-45.120503652039325
1739209670.3187847;-38.13080360867914
1739209670.3187907;-45.120503652039325
1739209670.3187966;-38.13080360867914
1739209670.3188026;-45.120503652039325
1739209670.3188086;-45.120503652039325
1739209670.3188145;-32.81601443825658
1739209670.3188205;-45.120503652039325
1739209670.3188264;-45.120503652039325
1739209670.3188324;-38.13080360867914
1739209670.3188386;-38.13080360867914
1739209670.3188446;-45.120503652039325
1739209670.3188505;-45.120503652039325
1739209670.3188565;-45.120503652039325
1739209670.3188624;-28.992665084841942
1739209670.3188684;-31.141103565318915
1739209670.3188744;-38.13080360867914
1739209670.3188803;-38.13080360867914
1739209670.3188863;-33.981070128970906
1739209670.3188922;-38.13080360867914
1739209670.3188982;-45.120503652039325
1739209670.3189042;-38.13080360867914
1739209670.3189104;-38.13080360867914
1739209670.3189163;-45.120503652039325
1739209670.3189223;-45.120503652039325
1739209670.3189282;-45.120503652039325
1739209670.3189342;-38.13080360867914
1739209670.3189402;-38.13080360867914
1739209670.3189461;-38.13080360867914
1739209670.318952;-35.57807855764607
1739209670.318958;-38.13080360867914
1739209670.318964;-45.120503652039325
1739209670.31897;-45.120503652039325
1739209670.318976;-45.120503652039325
1739209670.3189821;-45.120503652039325
1739209670.318988;-45.120503652039325
1739209670.318994;-38.13080360867914
1739209670.319;-45.120503652039325
1739209670.319006;-33.981070128970906
1739209670.319012;-28.992665084841942
1739209670.319018;-38.13080360867914
1739209670.3190238;-45.120503652039325
1739209670.3190298;-38.13080360867914
1739209670.3190358;-35.57807855764607
1739209670.3190417;-45.120503652039325
1739209670.3190477;-33.981070128970906
1739209670.319054;-33.981070128970906
1739209670.3190598;-31.141103565318915
1739209670.3190658;-33.981070128970906
1739209670.3190718;-33.981070128970906
1739209670.3190777;-33.981070128970906
1739209670.3190837;-45.120503652039325
1739209670.3190897;-38.13080360867914
1739209670.3190956;-45.120503652039325
1739209670.3191016;-38.13080360867914
1739209670.3191075;-31.141103565318915
1739209670.3191135;-38.13080360867914
1739209670.3191195;-33.981070128970906
