CAN Message; 0x1a7:0000edf29b25012a
1739209794.7825837;-38.13080360867914
1739209794.782601;-38.13080360867914
1739209794.7826185;-45.120503652039325
1739209794.7826362;-45.120503652039325
1739209794.7826536;-45.120503652039325
1739209794.782671;-45.120503652039325
1739209794.7826884;-45.120503652039325
1739209794.7827058;-45.120503652039325
1739209794.7827232;-45.120503652039325
1739209794.7827406;-45.120503652039325
1739209794.7827582;-33.981070128970906
1739209794.7827756;-45.120503652039325
1739209794.782793;-38.13080360867914
1739209794.7828104;-38.13080360867914
1739209794.7828279;-38.13080360867914
1739209794.7828453;-45.120503652039325
1739209794.782863;-32.816014438256545
1739209794.7828803;-33.981070128970906
1739209794.7828977;-38.13080360867914
1739209794.782915;-32.816014438256545
1739209794.7829325;-45.120503652039325
1739209794.78295;-45.120503652039325
1739209794.7829673;-45.120503652039325
1739209794.782985;-45.120503652039325
1739209794.7830024;-45.120503652039325
1739209794.7830198;-38.13080360867914
1739209794.7830372;-35.57807855764607
1739209794.7830546;-38.13080360867914
1739209794.783072;-45.120503652039325
1739209794.7830894;-38.13080360867914
1739209794.783107;-38.13080360867914
1739209794.7831244;-38.13080360867914
1739209794.7831419;-38.13080360867914
1739209794.7831593;-45.120503652039325
1739209794.7831767;-32.816014438256545
1739209794.783194;-38.13080360867914
1739209794.7832115;-38.13080360867914
1739209794.783229;-38.13080360867914
1739209794.7832465;-38.13080360867914
1739209794.783264;-35.57807855764607
1739209794.7832813;-45.120503652039325
1739209794.7832987;-32.816014438256545
1739209794.7833161;-38.13080360867914
1739209794.7833338;-45.120503652039325
1739209794.7833512;-45.120503652039325
1739209794.7833686;-38.13080360867914
1739209794.783386;-31.141103565318915
1739209794.7834034;-45.120503652039325
1739209794.7834208;-38.13080360867914
1739209794.7834382;-35.57807855764607
1739209794.7834558;-38.13080360867914
1739209794.7834733;-45.120503652039325
1739209794.7834907;-38.13080360867914
1739209794.783508;-38.13080360867914
1739209794.7835255;-38.13080360867914
1739209794.7835429;-45.120503652039325
1739209794.7835603;-38.13080360867914
1739209794.783578;-38.13080360867914
1739209794.7835953;-45.120503652039325
1739209794.7836127;-45.120503652039325
1739209794.7836301;-38.13080360867914
1739209794.7836475;-35.57807855764607
1739209794.783665;-38.13080360867914
1739209794.7836823;-45.120503652039325
1739209794.7837;-38.13080360867914
1739209794.7837174;-35.57807855764607
1739209794.7837348;-38.13080360867914
1739209794.7837522;-45.120503652039325
1739209794.7837696;-38.13080360867914
1739209794.783787;-32.816014438256545
1739209794.7838047;-31.141103565318915
1739209794.783822;-45.120503652039325
1739209794.7838395;-38.13080360867914
1739209794.7838569;-38.13080360867914
1739209794.7838743;-45.120503652039325
1739209794.7838917;-45.120503652039325
1739209794.783909;-38.13080360867914
1739209794.7839267;-38.13080360867914
1739209794.7839441;-30.49652367304973
1739209794.7839615;-45.120503652039325
1739209794.783979;-38.13080360867914
1739209794.7839963;-45.120503652039325
1739209794.7840137;-33.981070128970906
1739209794.7840312;-45.120503652039325
1739209794.7840488;-45.120503652039325
1739209794.7840662;-38.13080360867914
1739209794.7840836;-38.13080360867914
1739209794.784101;-45.120503652039325
1739209794.7841184;-38.13080360867914
1739209794.7841358;-38.13080360867914
1739209794.7841535;-38.13080360867914
1739209794.7841709;-35.57807855764607
1739209794.7841883;-38.13080360867914
1739209794.7842057;-38.13080360867914
1739209794.784223;-45.120503652039325
1739209794.7842405;-35.57807855764607
1739209794.784258;-45.120503652039325
1739209794.7842755;-45.120503652039325
1739209794.784293;-33.981070128970906
1739209794.7843103;-45.120503652039325
1739209794.7843277;-45.120503652039325
1739209794.7843451;-38.13080360867914
1739209794.7843626;-28.992665084841942
1739209794.78438;-38.13080360867914
1739209794.7843976;-45.120503652039325
1739209794.784415;-35.57807855764607
1739209794.7844324;-45.120503652039325
1739209794.7844498;-45.120503652039325
1739209794.7844672;-38.13080360867914
1739209794.7844846;-32.816014438256545
1739209794.784502;-29.438486411369347
1739209794.7845197;-45.120503652039325
1739209794.784537;-45.120503652039325
1739209794.7845545;-35.57807855764607
1739209794.784572;-38.13080360867914
1739209794.7845893;-45.120503652039325
1739209794.7846067;-38.13080360867914
1739209794.7846243;-45.120503652039325
1739209794.7846417;-32.816014438256545
1739209794.7846591;-32.816014438256545
1739209794.7846766;-38.13080360867914
1739209794.784694;-35.57807855764607
1739209794.7847114;-38.13080360867914
1739209794.7847288;-35.57807855764607
1739209794.7847464;-45.120503652039325
1739209794.7847638;-45.120503652039325
1739209794.7847812;-45.120503652039325
1739209794.7847986;-38.13080360867914
1739209794.784816;-35.57807855764607
1739209794.7848334;-38.13080360867914
1739209794.7848508;-45.120503652039325
1739209794.7848685;-45.120503652039325
1739209794.784886;-38.13080360867914
1739209794.7849033;-32.816014438256545
1739209794.7849207;-33.981070128970906
1739209794.784938;-45.120503652039325
1739209794.7849555;-45.120503652039325
1739209794.784973;-35.57807855764607
1739209794.7849905;-38.13080360867914
1739209794.785008;-38.13080360867914
1739209794.7850254;-45.120503652039325
1739209794.7850428;-31.141103565318893
1739209794.7850602;-38.13080360867914
1739209794.7850776;-45.120503652039325
1739209794.7850952;-38.13080360867914
1739209794.7851126;-35.57807855764607
1739209794.78513;-38.13080360867914
1739209794.7851474;-45.120503652039325
1739209794.7851648;-38.13080360867914
1739209794.7851822;-38.13080360867914
1739209794.7851996;-45.120503652039325
1739209794.7852173;-38.13080360867914
1739209794.7852347;-35.57807855764607
1739209794.785252;-38.13080360867914
1739209794.7852695;-35.57807855764607
1739209794.785287;-38.13080360867914
1739209794.7853043;-45.120503652039325
1739209794.7853217;-38.13080360867914
1739209794.7853394;-38.13080360867914
1739209794.7853568;-31.141103565318893
1739209794.7853742;-45.120503652039325
1739209794.7853916;-45.120503652039325
1739209794.785409;-45.120503652039325
1739209794.7854264;-33.981070128970906
1739209794.7854438;-45.120503652039325
1739209794.7854614;-45.120503652039325
1739209794.7854788;-38.13080360867914
1739209794.7854962;-45.120503652039325
1739209794.7855136;-45.120503652039325
1739209794.785531;-45.120503652039325
1739209794.7855484;-38.13080360867914
1739209794.785566;-45.120503652039325
1739209794.7855835;-45.120503652039325
1739209794.785601;-45.120503652039325
1739209794.7856183;-45.120503652039325
1739209794.7856357;-29.438486411369333
1739209794.785653;-38.13080360867914
1739209794.7856705;-45.120503652039325
1739209794.7856882;-38.13080360867914
1739209794.7857056;-32.816014438256545
1739209794.785723;-38.13080360867914
1739209794.7857404;-45.120503652039325
1739209794.7857578;-38.13080360867914
1739209794.7857752;-35.57807855764607
1739209794.7857926;-38.13080360867914
1739209794.7858102;-38.13080360867914
1739209794.7858276;-45.120503652039325
1739209794.785845;-38.13080360867914
1739209794.7858624;-35.57807855764607
1739209794.7858799;-38.13080360867914
1739209794.7858973;-45.120503652039325
1739209794.7859147;-45.120503652039325
1739209794.7859323;-33.981070128970906
1739209794.7859497;-35.57807855764607
1739209794.785967;-38.13080360867914
1739209794.7859845;-38.13080360867914
1739209794.786002;-38.13080360867914
1739209794.7860193;-32.816014438256545
1739209794.786037;-38.13080360867914
1739209794.7860544;-26.991370085610736
1739209794.7860718;-38.13080360867914
1739209794.7860892;-45.120503652039325
1739209794.7861066;-45.120503652039325
1739209794.786124;-45.120503652039325
1739209794.7861414;-38.13080360867914
1739209794.786159;-38.13080360867914
1739209794.7861764;-38.13080360867914
1739209794.7861938;-38.13080360867914
1739209794.7862113;-45.120503652039325
1739209794.7862287;-38.13080360867914
1739209794.786246;-38.13080360867914
1739209794.7862635;-45.120503652039325
1739209794.786281;-45.120503652039325
1739209794.7862985;-45.120503652039325
1739209794.786316;-38.13080360867914
1739209794.7863333;-32.816014438256545
1739209794.7863507;-33.981070128970906
1739209794.7863681;-33.981070128970906
1739209794.7863855;-45.120503652039325
1739209794.7864032;-35.57807855764607
1739209794.7864206;-38.13080360867914
1739209794.786438;-45.120503652039325
1739209794.7864554;-38.13080360867914
1739209794.7864728;-30.49652367304973
1739209794.7864902;-33.981070128970906
1739209794.7865078;-45.120503652039325
1739209794.7865252;-38.13080360867914
1739209794.7865427;-38.13080360867914
1739209794.78656;-45.120503652039325
1739209794.7865775;-45.120503652039325
1739209794.7865949;-38.13080360867914
1739209794.7866123;-38.13080360867914
1739209794.78663;-45.120503652039325
1739209794.7866473;-45.120503652039325
1739209794.7866647;-38.13080360867914
1739209794.7866821;-38.13080360867914
1739209794.7866995;-38.13080360867914
1739209794.786717;-35.57807855764607
1739209794.7867343;-45.120503652039325
1739209794.786752;-31.141103565318915
1739209794.7867694;-33.981070128970906
1739209794.7867868;-45.120503652039325
1739209794.7868042;-45.120503652039325
1739209794.7868216;-45.120503652039325
1739209794.786839;-45.120503652039325
1739209794.7868567;-45.120503652039325
1739209794.786874;-38.13080360867914
1739209794.7868915;-45.120503652039325
1739209794.7869089;-38.13080360867914
1739209794.7869263;-35.57807855764607
1739209794.7869437;-38.13080360867914
1739209794.786961;-35.57807855764607
1739209794.7869787;-38.13080360867914
1739209794.7869961;-38.13080360867914
1739209794.7870135;-33.981070128970906
1739209794.787031;-45.120503652039325
1739209794.7870483;-38.13080360867914
1739209794.7870657;-32.816014438256545
1739209794.7870831;-38.13080360867914
1739209794.7871008;-45.120503652039325
1739209794.7871182;-45.120503652039325
1739209794.7871356;-35.57807855764607
1739209794.787153;-38.13080360867914
1739209794.7871704;-45.120503652039325
1739209794.7871878;-35.57807855764607
1739209794.7872052;-35.57807855764607
1739209794.7872229;-45.120503652039325
1739209794.7872403;-38.13080360867914
1739209794.7872577;-33.981070128970906
1739209794.787275;-45.120503652039325
1739209794.7872925;-45.120503652039325
1739209794.78731;-45.120503652039325
1739209794.7873275;-45.120503652039325
1739209794.787345;-45.120503652039325
1739209794.7873623;-45.120503652039325
1739209794.7873797;-45.120503652039325
1739209794.7873971;-38.13080360867914
1739209794.7874146;-45.120503652039325
1739209794.787432;-38.13080360867914
1739209794.7874496;-45.120503652039325
1739209794.787467;-38.13080360867914
1739209794.7874844;-35.57807855764607
1739209794.7875018;-38.13080360867914
1739209794.7875192;-45.120503652039325
1739209794.7875366;-38.13080360867914
1739209794.787554;-38.13080360867914
1739209794.7875717;-38.13080360867914
1739209794.787589;-45.120503652039325
1739209794.7876065;-38.13080360867914
1739209794.787624;-38.13080360867914
1739209794.7876413;-35.57807855764607
1739209794.7876587;-38.13080360867914
1739209794.787676;-38.13080360867914
1739209794.7876937;-38.13080360867914
1739209794.7877111;-38.13080360867914
1739209794.7877285;-32.816014438256545
1739209794.787746;-45.120503652039325
1739209794.7877634;-38.13080360867914
1739209794.7877808;-35.57807855764607
1739209794.7877984;-38.13080360867914
1739209794.7878158;-45.120503652039325
1739209794.7878332;-45.120503652039325
1739209794.7878506;-45.120503652039325
1739209794.787868;-33.981070128970906
1739209794.7878854;-32.816014438256545
1739209794.7879028;-33.981070128970906
1739209794.7879205;-45.120503652039325
1739209794.7879379;-45.120503652039325
1739209794.7879553;-38.13080360867914
1739209794.7879727;-35.57807855764607
1739209794.78799;-38.13080360867914
1739209794.7880075;-35.57807855764607
1739209794.788025;-38.13080360867914
1739209794.7880425;-45.120503652039325
1739209794.78806;-38.13080360867914
1739209794.7880774;-35.57807855764607
1739209794.7880948;-45.120503652039325
1739209794.7881122;-45.120503652039325
1739209794.7881296;-33.981070128970906
1739209794.788147;-45.120503652039325
1739209794.7881646;-35.57807855764607
1739209794.788182;-33.981070128970906
1739209794.7881994;-45.120503652039325
1739209794.7882168;-38.13080360867914
1739209794.7882342;-45.120503652039325
1739209794.7882516;-38.13080360867914
1739209794.7882693;-45.120503652039325
1739209794.7986658;-38.13080360867914
1739209794.7986681;-45.120503652039325
1739209794.7986705;-45.120503652039325
1739209794.798673;-33.981070128970906
1739209794.7986753;-45.120503652039325
1739209794.7986777;-35.57807855764607
1739209794.79868;-38.13080360867914
1739209794.7986825;-38.13080360867914
1739209794.7986846;-45.120503652039325
1739209794.798687;-38.13080360867914
1739209794.7986894;-35.57807855764607
1739209794.7986917;-38.13080360867914
1739209794.7986941;-38.13080360867914
1739209794.7986965;-38.13080360867914
1739209794.798699;-38.13080360867914
1739209794.7987013;-38.13080360867914
1739209794.7987037;-45.120503652039325
1739209794.798706;-45.120503652039325
1739209794.7987084;-38.13080360867914
1739209794.7987108;-38.13080360867914
1739209794.7987132;-38.13080360867914
1739209794.7987156;-38.13080360867914
1739209794.798718;-45.120503652039325
1739209794.7987204;-38.13080360867914
1739209794.7987227;-38.13080360867914
1739209794.798725;-38.13080360867914
1739209794.7987273;-45.120503652039325
1739209794.7987297;-38.13080360867914
1739209794.798732;-35.57807855764607
1739209794.7987344;-45.120503652039325
1739209794.7987368;-45.120503652039325
1739209794.7987392;-33.981070128970906
1739209794.7987416;-45.120503652039325
1739209794.798744;-45.120503652039325
1739209794.7987463;-45.120503652039325
1739209794.7987487;-45.120503652039325
1739209794.798751;-45.120503652039325
1739209794.7987535;-45.120503652039325
1739209794.798756;-33.981070128970906
1739209794.7987583;-31.141103565318915
1739209794.7987607;-38.13080360867914
1739209794.7987628;-38.13080360867914
1739209794.7987652;-38.13080360867914
1739209794.7987676;-35.57807855764607
1739209794.79877;-38.13080360867914
1739209794.7987723;-45.120503652039325
1739209794.7987747;-38.13080360867914
1739209794.798777;-31.141103565318915
1739209794.7987795;-38.13080360867914
1739209794.7987819;-38.13080360867914
1739209794.7987843;-33.981070128970906
1739209794.7987866;-45.120503652039325
1739209794.798789;-38.13080360867914
1739209794.7987914;-38.13080360867914
1739209794.7987938;-45.120503652039325
1739209794.7987962;-33.981070128970906
1739209794.7987986;-45.120503652039325
1739209794.798801;-45.120503652039325
1739209794.798803;-38.13080360867914
1739209794.7988055;-38.13080360867914
1739209794.7988079;-38.13080360867914
1739209794.7988102;-38.13080360867914
1739209794.7988126;-38.13080360867914
1739209794.798815;-28.218542851754165
1739209794.7988174;-45.120503652039325
1739209794.7988198;-33.981070128970906
1739209794.7988222;-38.13080360867914
1739209794.7988245;-38.13080360867914
1739209794.798827;-38.13080360867914
1739209794.7988293;-38.13080360867914
1739209794.7988317;-35.57807855764607
1739209794.798834;-28.992665084841942
1739209794.7988365;-45.120503652039325
1739209794.7988389;-45.120503652039325
1739209794.7988412;-35.57807855764607
1739209794.7988434;-45.120503652039325
1739209794.7988458;-45.120503652039325
1739209794.7988482;-38.13080360867914
1739209794.7988505;-38.13080360867914
1739209794.798853;-45.120503652039325
1739209794.7988553;-45.120503652039325
1739209794.7988577;-45.120503652039325
1739209794.79886;-38.13080360867914
1739209794.7988625;-38.13080360867914
1739209794.7988648;-45.120503652039325
1739209794.7988672;-45.120503652039325
1739209794.7988696;-45.120503652039325
1739209794.798872;-38.13080360867914
1739209794.7988744;-45.120503652039325
1739209794.7988768;-38.13080360867914
1739209794.7988791;-45.120503652039325
1739209794.7988815;-33.981070128970906
1739209794.7988837;-38.13080360867914
1739209794.798886;-38.13080360867914
1739209794.7988884;-38.13080360867914
1739209794.7988908;-38.13080360867914
1739209794.7988932;-45.120503652039325
1739209794.7988956;-45.120503652039325
1739209794.798898;-35.57807855764607
1739209794.7989004;-45.120503652039325
1739209794.7989028;-45.120503652039325
1739209794.7989051;-45.120503652039325
1739209794.7989075;-45.120503652039325
1739209794.79891;-45.120503652039325
1739209794.7989123;-45.120503652039325
1739209794.7989147;-38.13080360867914
1739209794.798917;-45.120503652039325
1739209794.7989194;-38.13080360867914
1739209794.7989218;-38.13080360867914
1739209794.798924;-45.120503652039325
1739209794.7989264;-45.120503652039325
1739209794.7989287;-38.13080360867914
1739209794.7989311;-35.57807855764607
1739209794.7989335;-45.120503652039325
1739209794.798936;-45.120503652039325
1739209794.7989383;-45.120503652039325
1739209794.7989407;-38.13080360867914
1739209794.798943;-45.120503652039325
1739209794.7989454;-45.120503652039325
1739209794.7989478;-45.120503652039325
1739209794.7989502;-38.13080360867914
1739209794.7989526;-38.13080360867914
1739209794.798955;-45.120503652039325
1739209794.7989573;-38.13080360867914
1739209794.7989597;-45.120503652039325
1739209794.7989619;-45.120503652039325
1739209794.7989643;-45.120503652039325
1739209794.7989666;-45.120503652039325
1739209794.798969;-32.816014438256545
1739209794.7989714;-45.120503652039325
1739209794.7989738;-45.120503652039325
1739209794.7989762;-45.120503652039325
1739209794.7989786;-38.13080360867914
1739209794.798981;-45.120503652039325
1739209794.7989833;-45.120503652039325
1739209794.7989857;-38.13080360867914
1739209794.798988;-45.120503652039325
1739209794.7989905;-38.13080360867914
1739209794.7989929;-32.816014438256545
1739209794.7989953;-38.13080360867914
1739209794.7989976;-45.120503652039325
1739209794.799;-38.13080360867914
1739209794.7990022;-32.816014438256545
1739209794.7990046;-38.13080360867914
1739209794.799007;-38.13080360867914
1739209794.7990093;-38.13080360867914
1739209794.7990117;-38.13080360867914
1739209794.799014;-38.13080360867914
1739209794.7990165;-35.57807855764607
1739209794.7990189;-38.13080360867914
1739209794.7990212;-35.57807855764607
1739209794.7990236;-38.13080360867914
1739209794.799026;-29.438486411369333
1739209794.7990284;-45.120503652039325
1739209794.7990308;-45.120503652039325
1739209794.7990332;-45.120503652039325
1739209794.7990355;-45.120503652039325
1739209794.799038;-38.13080360867914
1739209794.7990403;-38.13080360867914
1739209794.7990425;-45.120503652039325
1739209794.7990448;-33.981070128970956
1739209794.7990472;-45.120503652039325
1739209794.7990496;-45.120503652039325
1739209794.799052;-45.120503652039325
1739209794.7990544;-45.120503652039325
1739209794.7990568;-45.120503652039325
1739209794.7990592;-45.120503652039325
1739209794.7990615;-45.120503652039325
1739209794.799064;-25.252786309376837
1739209794.7990663;-33.981070128970906
1739209794.7990687;-45.120503652039325
1739209794.799071;-45.120503652039325
1739209794.7990735;-32.816014438256545
1739209794.7990758;-38.13080360867914
1739209794.7990782;-45.120503652039325
1739209794.7990806;-35.57807855764607
1739209794.7990828;-38.13080360867914
1739209794.7990851;-45.120503652039325
1739209794.7990875;-45.120503652039325
1739209794.79909;-45.120503652039325
1739209794.7990923;-45.120503652039325
1739209794.7990947;-38.13080360867914
1739209794.799097;-38.13080360867914
1739209794.7990994;-45.120503652039325
1739209794.7991018;-45.120503652039325
1739209794.7991042;-45.120503652039325
1739209794.7991066;-45.120503652039325
1739209794.799109;-38.13080360867914
1739209794.7991114;-45.120503652039325
1739209794.7991138;-38.13080360867914
1739209794.7991161;-35.57807855764607
1739209794.7991185;-45.120503652039325
1739209794.799121;-31.141103565318915
1739209794.799123;-32.816014438256545
1739209794.7991254;-38.13080360867914
1739209794.7991278;-45.120503652039325
1739209794.7991302;-38.13080360867914
1739209794.7991326;-32.816014438256545
1739209794.799135;-38.13080360867914
1739209794.7991374;-38.13080360867914
1739209794.7991397;-35.57807855764607
1739209794.7991421;-38.13080360867914
1739209794.7991445;-35.57807855764607
1739209794.799147;-45.120503652039325
1739209794.7991493;-45.120503652039325
1739209794.7991517;-38.13080360867914
1739209794.799154;-38.13080360867914
1739209794.7991564;-45.120503652039325
1739209794.7991588;-31.141103565318915
1739209794.799161;-32.816014438256545
1739209794.7991633;-38.13080360867914
1739209794.7991657;-33.981070128970906
1739209794.799168;-45.120503652039325
1739209794.7991705;-38.13080360867914
1739209794.7991729;-35.57807855764607
1739209794.7991753;-45.120503652039325
1739209794.7991776;-45.120503652039325
1739209794.79918;-33.981070128970906
1739209794.7991824;-38.13080360867914
1739209794.7991848;-38.13080360867914
1739209794.7991872;-38.13080360867914
1739209794.7991896;-45.120503652039325
1739209794.799192;-45.120503652039325
1739209794.7991943;-38.13080360867914
1739209794.7991967;-45.120503652039325
1739209794.799199;-45.120503652039325
1739209794.7992013;-38.13080360867914
1739209794.7992036;-38.13080360867914
1739209794.799206;-45.120503652039325
1739209794.7992084;-45.120503652039325
1739209794.7992108;-38.13080360867914
1739209794.7992132;-45.120503652039325
1739209794.7992156;-38.13080360867914
1739209794.799218;-35.57807855764607
1739209794.7992203;-38.13080360867914
1739209794.7992227;-45.120503652039325
1739209794.799225;-33.981070128970906
1739209794.7992275;-35.57807855764607
1739209794.7992299;-45.120503652039325
1739209794.7992322;-38.13080360867914
1739209794.7992346;-35.57807855764607
1739209794.799237;-45.120503652039325
1739209794.7992394;-45.120503652039325
1739209794.7992415;-45.120503652039325
1739209794.799244;-38.13080360867914
1739209794.7992463;-45.120503652039325
1739209794.7992487;-45.120503652039325
1739209794.799251;-45.120503652039325
1739209794.7992535;-45.120503652039325
1739209794.7992558;-45.120503652039325
1739209794.7992582;-45.120503652039325
1739209794.7992606;-45.120503652039325
1739209794.799263;-38.13080360867914
1739209794.7992654;-45.120503652039325
1739209794.7992678;-45.120503652039325
1739209794.7992702;-33.981070128970906
1739209794.7992725;-33.981070128970906
1739209794.799275;-38.13080360867914
1739209794.7992773;-38.13080360867914
1739209794.7992797;-45.120503652039325
1739209794.7992818;-45.120503652039325
1739209794.7992842;-38.13080360867914
1739209794.7992866;-45.120503652039325
1739209794.799289;-38.13080360867914
1739209794.7992914;-35.57807855764607
1739209794.7992938;-45.120503652039325
1739209794.7992961;-45.120503652039325
1739209794.7992985;-35.57807855764607
1739209794.799301;-38.13080360867914
1739209794.7993033;-38.13080360867914
1739209794.7993057;-38.13080360867914
1739209794.799308;-45.120503652039325
1739209794.7993104;-38.13080360867914
1739209794.7993128;-31.141103565318893
1739209794.7993152;-29.438486411369333
1739209794.7993176;-38.13080360867914
1739209794.7993197;-45.120503652039325
1739209794.7993221;-35.57807855764607
1739209794.7993245;-32.816014438256545
1739209794.799327;-45.120503652039325
1739209794.7993293;-45.120503652039325
1739209794.7993317;-45.120503652039325
1739209794.799334;-38.13080360867914
1739209794.7993364;-38.13080360867914
1739209794.7993388;-45.120503652039325
1739209794.7993412;-45.120503652039325
1739209794.7993436;-45.120503652039325
1739209794.799346;-45.120503652039325
1739209794.7993484;-45.120503652039325
1739209794.7993507;-38.13080360867914
1739209794.7993531;-38.13080360867914
1739209794.7993555;-38.13080360867914
1739209794.799358;-45.120503652039325
1739209794.79936;-31.141103565318915
1739209794.7993624;-32.816014438256545
1739209794.7993648;-38.13080360867914
1739209794.7993672;-45.120503652039325
1739209794.7993696;-30.49652367304973
1739209794.799372;-26.991370085610736
1739209794.7993743;-45.120503652039325
1739209794.7993767;-45.120503652039325
1739209794.799379;-38.13080360867914
1739209794.7993815;-35.57807855764607
1739209794.7993839;-45.120503652039325
1739209794.7993863;-35.57807855764607
1739209794.7993886;-45.120503652039325
1739209794.799391;-45.120503652039325
1739209794.7993934;-38.13080360867914
1739209794.7993958;-45.120503652039325
1739209794.7993982;-45.120503652039325
1739209794.7994003;-45.120503652039325
1739209794.7994027;-45.120503652039325
1739209794.799405;-45.120503652039325
1739209794.7994075;-45.120503652039325
1739209794.7994099;-45.120503652039325
1739209794.7994123;-35.57807855764607
1739209794.7994146;-38.13080360867914
1739209794.799417;-45.120503652039325
1739209794.7994194;-45.120503652039325
1739209794.7994218;-32.816014438256545
1739209794.7994242;-45.120503652039325
1739209794.7994266;-32.816014438256545
1739209794.799429;-28.21854285175415
1739209794.7994313;-45.120503652039325
1739209794.7994337;-35.57807855764607
1739209794.799436;-38.13080360867914
1739209794.7994385;-45.120503652039325
1739209794.7994406;-45.120503652039325
1739209794.799443;-38.13080360867914
1739209794.7994454;-45.120503652039325
1739209794.7994478;-45.120503652039325
1739209794.7994502;-33.981070128970906
1739209794.7994525;-45.120503652039325
1739209794.799455;-45.120503652039325
1739209794.7994573;-45.120503652039325
1739209794.7994597;-45.120503652039325
1739209794.799462;-38.13080360867914
1739209794.7994645;-38.13080360867914
1739209794.7994668;-45.120503652039325
1739209794.7994692;-45.120503652039325
1739209794.7994716;-45.120503652039325
1739209794.799474;-45.120503652039325
1739209794.7994764;-45.120503652039325
1739209794.7994788;-38.13080360867914
1739209794.799481;-38.13080360867914
1739209794.7994833;-38.13080360867914
1739209794.7994857;-32.816014438256545
1739209794.799488;-45.120503652039325
1739209794.7994905;-45.120503652039325
1739209794.7994928;-38.13080360867914
1739209794.7994952;-33.981070128970906
1739209794.7994976;-45.120503652039325
1739209794.7995;-45.120503652039325
1739209794.7995024;-33.981070128970906
1739209794.7995048;-45.120503652039325
1739209794.7995071;-38.13080360867914
1739209794.7995095;-45.120503652039325
