CAN Message; 0x1d3:000079380c19ad3c
1739209673.8217726;-38.13080360867914
1739209673.821778;-45.120503652039325
1739209673.8217838;-38.13080360867914
1739209673.8217893;-38.13080360867914
1739209673.821795;-38.13080360867914
1739209673.8218005;-45.120503652039325
1739209673.8218062;-38.13080360867914
1739209673.8218117;-35.57807855764607
1739209673.8218174;-45.120503652039325
1739209673.821823;-28.58837851428586
1739209673.8218286;-27.8777449560314
1739209673.821834;-45.120503652039325
1739209673.8218398;-38.13080360867914
1739209673.8218453;-35.57807855764607
1739209673.821851;-38.13080360867914
1739209673.8218567;-45.120503652039325
1739209673.8218622;-45.120503652039325
1739209673.821868;-45.120503652039325
1739209673.8218734;-33.981070128970956
1739209673.8218791;-45.120503652039325
1739209673.8218846;-35.57807855764607
1739209673.8218904;-45.120503652039325
1739209673.8218958;-38.13080360867914
1739209673.8219016;-33.981070128970906
1739209673.821907;-45.120503652039325
1739209673.8219128;-32.816014438256545
1739209673.8219182;-32.816014438256545
1739209673.821924;-38.13080360867914
1739209673.8219295;-32.816014438256545
1739209673.8219352;-38.13080360867914
1739209673.8219407;-45.120503652039325
1739209673.8219464;-33.981070128970906
1739209673.8219519;-35.57807855764607
1739209673.8219576;-33.981070128970906
1739209673.821963;-45.120503652039325
1739209673.8219688;-45.120503652039325
1739209673.8219743;-33.981070128970906
1739209673.82198;-38.13080360867914
1739209673.8219855;-45.120503652039325
1739209673.8219912;-45.120503652039325
1739209673.8219967;-31.141103565318915
1739209673.8220024;-33.981070128970906
1739209673.822008;-45.120503652039325
1739209673.8220136;-38.13080360867914
1739209673.822019;-45.120503652039325
1739209673.8220248;-45.120503652039325
1739209673.8220303;-45.120503652039325
1739209673.822036;-33.981070128970906
1739209673.8220415;-38.13080360867914
1739209673.8220472;-45.120503652039325
1739209673.8220527;-45.120503652039325
1739209673.8220584;-45.120503652039325
1739209673.822064;-45.120503652039325
1739209673.8220696;-38.13080360867914
1739209673.8220751;-38.13080360867914
1739209673.8220809;-45.120503652039325
1739209673.8220863;-35.57807855764607
1739209673.822092;-45.120503652039325
1739209673.8220975;-45.120503652039325
1739209673.8221033;-38.13080360867914
1739209673.8221087;-38.13080360867914
1739209673.8221145;-45.120503652039325
1739209673.82212;-45.120503652039325
1739209673.8221257;-38.13080360867914
1739209673.8221312;-45.120503652039325
1739209673.8221369;-38.13080360867914
1739209673.8221426;-29.438486411369333
1739209673.822148;-45.120503652039325
1739209673.8221538;-45.120503652039325
1739209673.8221593;-38.13080360867914
1739209673.822165;-38.13080360867914
1739209673.8221705;-45.120503652039325
1739209673.8221762;-45.120503652039325
1739209673.8221817;-38.13080360867914
1739209673.8221874;-45.120503652039325
1739209673.822193;-38.13080360867914
1739209673.8221986;-45.120503652039325
1739209673.822204;-38.13080360867914
1739209673.8222098;-45.120503652039325
1739209673.8222153;-38.13080360867914
1739209673.822221;-45.120503652039325
1739209673.8222265;-38.13080360867914
1739209673.8222322;-29.438486411369333
1739209673.8222377;-38.13080360867914
1739209673.8222435;-45.120503652039325
1739209673.822249;-38.13080360867914
1739209673.8222547;-35.57807855764607
1739209673.8222601;-45.120503652039325
1739209673.8222659;-45.120503652039325
1739209673.8222713;-45.120503652039325
1739209673.822277;-38.13080360867914
1739209673.8222826;-38.13080360867914
1739209673.8222883;-45.120503652039325
1739209673.8222938;-45.120503652039325
1739209673.8222995;-45.120503652039325
1739209673.822305;-45.120503652039325
1739209673.8223107;-45.120503652039325
1739209673.8223162;-38.13080360867914
1739209673.822322;-35.57807855764607
1739209673.8223274;-38.13080360867914
1739209673.822333;-45.120503652039325
1739209673.8223386;-38.13080360867914
1739209673.8223443;-35.57807855764607
1739209673.8223498;-38.13080360867914
1739209673.8223555;-45.120503652039325
1739209673.822361;-45.120503652039325
1739209673.8223667;-45.120503652039325
1739209673.8223722;-45.120503652039325
1739209673.822378;-45.120503652039325
1739209673.8223834;-45.120503652039325
1739209673.8223891;-45.120503652039325
1739209673.8223946;-45.120503652039325
1739209673.8224003;-38.13080360867914
1739209673.8224058;-45.120503652039325
1739209673.8224115;-38.13080360867914
1739209673.822417;-35.57807855764607
1739209673.8224227;-45.120503652039325
1739209673.8224282;-38.13080360867914
1739209673.822434;-35.57807855764607
1739209673.8224397;-38.13080360867914
1739209673.8224452;-45.120503652039325
1739209673.8224509;-38.13080360867914
1739209673.8224564;-45.120503652039325
1739209673.822462;-38.13080360867914
1739209673.8224676;-45.120503652039325
1739209673.8224733;-45.120503652039325
1739209673.8224788;-45.120503652039325
1739209673.8224845;-45.120503652039325
1739209673.82249;-33.981070128970906
1739209673.8224957;-45.120503652039325
1739209673.8225012;-38.13080360867914
1739209673.822507;-32.816014438256545
1739209673.8225124;-38.13080360867914
1739209673.822518;-45.120503652039325
1739209673.8225236;-38.13080360867914
1739209673.8225293;-35.57807855764607
1739209673.8225348;-38.13080360867914
1739209673.8225405;-45.120503652039325
1739209673.822546;-45.120503652039325
1739209673.8225517;-45.120503652039325
1739209673.8225572;-38.13080360867914
1739209673.822563;-33.981070128970906
1739209673.8225684;-45.120503652039325
1739209673.8225741;-45.120503652039325
1739209673.8225796;-32.816014438256545
1739209673.8225853;-38.13080360867914
1739209673.8225908;-38.13080360867914
1739209673.8225965;-38.13080360867914
1739209673.822602;-38.13080360867914
1739209673.8226078;-45.120503652039325
1739209673.8226132;-45.120503652039325
1739209673.822619;-33.981070128970906
1739209673.8226244;-35.57807855764607
1739209673.8226302;-45.120503652039325
1739209673.8226357;-45.120503652039325
1739209673.8226414;-38.13080360867914
1739209673.8226469;-35.57807855764607
1739209673.8226526;-45.120503652039325
1739209673.822658;-45.120503652039325
1739209673.8226638;-45.120503652039325
1739209673.8226693;-33.981070128970906
1739209673.822675;-38.13080360867914
1739209673.8226805;-45.120503652039325
1739209673.8226862;-38.13080360867914
1739209673.8226917;-45.120503652039325
1739209673.8226974;-38.13080360867914
1739209673.822703;-38.13080360867914
1739209673.8227086;-38.13080360867914
1739209673.822714;-45.120503652039325
1739209673.8227198;-45.120503652039325
1739209673.8227255;-45.120503652039325
1739209673.822731;-45.120503652039325
1739209673.8227367;-38.13080360867914
1739209673.8227422;-45.120503652039325
1739209673.822748;-38.13080360867914
1739209673.8227534;-38.13080360867914
1739209673.8227592;-45.120503652039325
1739209673.8227646;-45.120503652039325
1739209673.8227704;-38.13080360867914
1739209673.8227758;-45.120503652039325
1739209673.8227816;-45.120503652039325
1739209673.822787;-38.13080360867914
1739209673.8227928;-35.57807855764607
1739209673.8227983;-38.13080360867914
1739209673.822804;-45.120503652039325
1739209673.8228095;-33.981070128970906
1739209673.8228152;-45.120503652039325
1739209673.8228207;-38.13080360867914
1739209673.8228264;-33.981070128970906
1739209673.8228319;-45.120503652039325
1739209673.8228376;-45.120503652039325
1739209673.822843;-38.13080360867914
1739209673.8228488;-35.57807855764607
1739209673.8228543;-38.13080360867914
1739209673.82286;-32.816014438256545
1739209673.8228655;-38.13080360867914
1739209673.8228712;-45.120503652039325
1739209673.8228767;-45.120503652039325
1739209673.8228824;-45.120503652039325
1739209673.822888;-38.13080360867914
1739209673.8228936;-45.120503652039325
1739209673.822899;-45.120503652039325
1739209673.8229048;-45.120503652039325
1739209673.8229103;-38.13080360867914
1739209673.822916;-32.816014438256545
1739209673.8229215;-45.120503652039325
1739209673.8229272;-45.120503652039325
1739209673.8229327;-38.13080360867914
1739209673.8229384;-35.57807855764607
1739209673.822944;-45.120503652039325
1739209673.8229496;-38.13080360867914
1739209673.8229551;-45.120503652039325
1739209673.8229609;-45.120503652039325
1739209673.8229663;-33.981070128970906
1739209673.822972;-35.57807855764607
1739209673.8229775;-45.120503652039325
1739209673.8229833;-45.120503652039325
1739209673.8229887;-45.120503652039325
1739209673.8229945;-38.13080360867914
1739209673.823;-38.13080360867914
1739209673.8230057;-29.438486411369333
1739209673.8230114;-35.57807855764607
1739209673.823017;-35.57807855764607
1739209673.8230226;-45.120503652039325
1739209673.823028;-35.57807855764607
1739209673.8230338;-45.120503652039325
1739209673.8230393;-38.13080360867914
1739209673.823045;-45.120503652039325
1739209673.8230505;-45.120503652039325
1739209673.8230562;-45.120503652039325
1739209673.8230617;-38.13080360867914
1739209673.8230674;-32.816014438256545
1739209673.823073;-38.13080360867914
1739209673.8230786;-45.120503652039325
1739209673.823084;-35.57807855764607
1739209673.8230898;-45.120503652039325
1739209673.8230953;-32.816014438256545
1739209673.823101;-35.57807855764607
1739209673.8231065;-35.57807855764607
1739209673.8231122;-45.120503652039325
1739209673.8231177;-45.120503652039325
1739209673.8231235;-35.57807855764607
1739209673.823129;-45.120503652039325
1739209673.8231347;-45.120503652039325
1739209673.8231401;-45.120503652039325
1739209673.8231459;-45.120503652039325
1739209673.8231514;-45.120503652039325
1739209673.823157;-38.13080360867914
1739209673.8231626;-38.13080360867914
1739209673.8231683;-38.13080360867914
1739209673.8231738;-45.120503652039325
1739209673.8231795;-38.13080360867914
1739209673.823185;-38.13080360867914
1739209673.8231907;-35.57807855764607
1739209673.8231962;-45.120503652039325
1739209673.823202;-45.120503652039325
1739209673.8232074;-35.57807855764607
1739209673.823213;-38.13080360867914
1739209673.8232186;-45.120503652039325
1739209673.8232243;-45.120503652039325
1739209673.8232298;-45.120503652039325
1739209673.8232355;-45.120503652039325
1739209673.823241;-45.120503652039325
1739209673.8232467;-38.13080360867914
1739209673.8232522;-45.120503652039325
1739209673.823258;-45.120503652039325
1739209673.8232634;-45.120503652039325
1739209673.8232691;-45.120503652039325
1739209673.8232746;-38.13080360867914
1739209673.8232803;-38.13080360867914
1739209673.8232858;-45.120503652039325
1739209673.8232915;-45.120503652039325
1739209673.8232973;-38.13080360867914
1739209673.8233027;-38.13080360867914
1739209673.8233085;-45.120503652039325
1739209673.823314;-33.981070128970906
1739209673.8233197;-38.13080360867914
1739209673.8233252;-38.13080360867914
1739209673.8233309;-45.120503652039325
1739209673.8233364;-38.13080360867914
1739209673.823342;-38.13080360867914
1739209673.8233476;-38.13080360867914
1739209673.8233533;-45.120503652039325
1739209673.8233588;-45.120503652039325
1739209673.8233645;-38.13080360867914
1739209673.82337;-45.120503652039325
1739209673.8233757;-38.13080360867914
1739209673.8233812;-45.120503652039325
1739209673.823387;-31.141103565318893
1739209673.8233924;-38.13080360867914
1739209673.823398;-38.13080360867914
1739209673.8234036;-33.981070128970906
1739209673.8234093;-30.49652367304973
1739209673.8234148;-33.981070128970906
1739209673.8234205;-45.120503652039325
1739209673.823426;-38.13080360867914
1739209673.8234317;-45.120503652039325
1739209673.8234372;-45.120503652039325
1739209673.823443;-45.120503652039325
1739209673.8234484;-33.981070128970906
1739209673.8234541;-35.57807855764607
1739209673.8234596;-32.816014438256545
1739209673.8234653;-38.13080360867914
1739209673.8234708;-45.120503652039325
1739209673.8234766;-45.120503652039325
1739209673.823482;-45.120503652039325
1739209673.8234878;-33.981070128970906
1739209673.8234932;-45.120503652039325
1739209673.823499;-33.981070128970906
1739209673.8235044;-31.141103565318915
1739209673.8235102;-35.57807855764607
1739209673.8235157;-38.13080360867914
1739209673.8235214;-45.120503652039325
1739209673.8235269;-38.13080360867914
1739209673.8235326;-45.120503652039325
1739209673.823538;-45.120503652039325
1739209673.8235438;-45.120503652039325
1739209673.8235493;-38.13080360867914
1739209673.823555;-45.120503652039325
1739209673.8235605;-38.13080360867914
1739209673.8235662;-45.120503652039325
1739209673.8235717;-38.13080360867914
1739209673.8235774;-35.57807855764607
1739209673.8235831;-38.13080360867914
1739209673.8235886;-38.13080360867914
1739209673.8235943;-33.981070128970906
1739209673.8235998;-38.13080360867914
1739209673.8236055;-45.120503652039325
1739209673.823611;-38.13080360867914
1739209673.8236167;-33.981070128970906
1739209673.8236222;-45.120503652039325
1739209673.823628;-45.120503652039325
1739209673.8236334;-45.120503652039325
1739209673.8236392;-38.13080360867914
1739209673.8236446;-38.13080360867914
1739209673.8236504;-45.120503652039325
1739209673.8236558;-45.120503652039325
1739209673.8236616;-38.13080360867914
1739209673.823667;-35.57807855764607
1739209673.8236728;-45.120503652039325
1739209673.8236783;-38.13080360867914
1739209673.823684;-33.981070128970906
1739209673.8236895;-45.120503652039325
1739209673.8236952;-45.120503652039325
1739209673.8237007;-38.13080360867914
1739209673.8237064;-38.13080360867914
1739209673.8237119;-45.120503652039325
1739209673.8237176;-38.13080360867914
1739209673.823723;-45.120503652039325
1739209673.8237288;-38.13080360867914
1739209673.8237343;-38.13080360867914
1739209673.82374;-38.13080360867914
1739209673.8237455;-45.120503652039325
1739209673.8237512;-45.120503652039325
1739209673.8237567;-45.120503652039325
1739209673.8237624;-45.120503652039325
1739209673.823768;-45.120503652039325
1739209673.8237736;-38.13080360867914
1739209673.823779;-38.13080360867914
1739209673.8237848;-38.13080360867914
1739209673.8237903;-38.13080360867914
1739209673.823796;-38.13080360867914
1739209673.8238015;-38.13080360867914
1739209673.8238072;-33.981070128970906
1739209673.8238127;-35.57807855764607
1739209673.8238184;-33.981070128970906
1739209673.823824;-45.120503652039325
1739209673.8238297;-38.13080360867914
1739209673.8238351;-35.57807855764607
1739209673.8238409;-38.13080360867914
1739209673.8238463;-45.120503652039325
1739209673.823852;-45.120503652039325
1739209673.8238575;-38.13080360867914
1739209673.8238633;-31.141103565318915
1739209673.823869;-33.981070128970906
1739209673.8238745;-45.120503652039325
1739209673.8238802;-45.120503652039325
1739209673.8238857;-38.13080360867914
1739209673.8238914;-45.120503652039325
1739209673.823897;-45.120503652039325
1739209673.8239026;-35.57807855764607
1739209673.823908;-30.49652367304976
1739209673.8239138;-45.120503652039325
1739209673.8239193;-33.981070128970906
1739209673.823925;-38.13080360867914
1739209673.8239305;-38.13080360867914
1739209673.8239362;-45.120503652039325
1739209673.8239417;-38.13080360867914
1739209673.8239474;-45.120503652039325
1739209673.823953;-38.13080360867914
1739209673.8239586;-38.13080360867914
1739209673.823964;-45.120503652039325
1739209673.8239698;-45.120503652039325
1739209673.8239753;-38.13080360867914
1739209673.823981;-45.120503652039325
1739209673.8239865;-45.120503652039325
1739209673.8239923;-45.120503652039325
1739209673.8239977;-45.120503652039325
1739209673.8240035;-45.120503652039325
1739209673.824009;-38.13080360867914
1739209673.8240147;-38.13080360867914
1739209673.8240201;-35.57807855764607
1739209673.8240259;-38.13080360867914
1739209673.8240314;-38.13080360867914
1739209673.824037;-38.13080360867914
1739209673.8240426;-45.120503652039325
1739209673.8240483;-38.13080360867914
1739209673.8240538;-38.13080360867914
1739209673.8240595;-45.120503652039325
1739209673.824065;-45.120503652039325
1739209673.8240707;-45.120503652039325
1739209673.8240762;-45.120503652039325
1739209673.824082;-45.120503652039325
1739209673.8240874;-38.13080360867914
1739209673.824093;-35.57807855764607
1739209673.8240986;-45.120503652039325
1739209673.8241043;-45.120503652039325
1739209673.8241098;-33.981070128970906
1739209673.8241155;-38.13080360867914
1739209673.824121;-38.13080360867914
1739209673.8241267;-45.120503652039325
1739209673.8241322;-45.120503652039325
1739209673.824138;-38.13080360867914
1739209673.8241434;-38.13080360867914
1739209673.8241491;-45.120503652039325
1739209673.8241549;-45.120503652039325
1739209673.8241603;-31.141103565318915
1739209673.824166;-33.981070128970906
1739209673.8241715;-45.120503652039325
1739209673.8241773;-35.57807855764607
1739209673.8241827;-32.816014438256545
1739209673.8241885;-38.13080360867914
1739209673.824194;-45.120503652039325
1739209673.8241997;-35.57807855764607
1739209673.8242052;-33.981070128970906
1739209673.824211;-38.13080360867914
1739209673.8242164;-38.13080360867914
1739209673.824222;-45.120503652039325
1739209673.8242276;-45.120503652039325
1739209673.8242333;-45.120503652039325
1739209673.8242388;-45.120503652039325
1739209673.8242445;-38.13080360867914
1739209673.82425;-35.57807855764607
1739209673.8242557;-38.13080360867914
1739209673.8242612;-45.120503652039325
1739209673.824267;-38.13080360867914
1739209673.8242724;-33.981070128970906
1739209673.824278;-32.816014438256545
1739209673.8242836;-33.981070128970906
1739209673.8242893;-45.120503652039325
1739209673.8242948;-45.120503652039325
1739209673.8243005;-45.120503652039325
1739209673.824306;-45.120503652039325
1739209673.8243117;-45.120503652039325
1739209673.8243172;-45.120503652039325
1739209673.824323;-38.13080360867914
1739209673.8243284;-35.57807855764607
1739209673.8243341;-38.13080360867914
1739209673.8243396;-38.13080360867914
1739209673.8243454;-38.13080360867914
1739209673.8243508;-38.13080360867914
1739209673.8243566;-38.13080360867914
1739209673.824362;-38.13080360867914
1739209673.8243678;-33.981070128970906
1739209673.8243732;-45.120503652039325
1739209673.824379;-45.120503652039325
1739209673.8243845;-45.120503652039325
1739209673.8243902;-38.13080360867914
1739209673.8243957;-38.13080360867914
1739209673.8244014;-33.981070128970906
1739209673.8244069;-38.13080360867914
1739209673.8244126;-33.981070128970906
1739209673.824418;-38.13080360867914
1739209673.8244238;-45.120503652039325
1739209673.8244293;-45.120503652039325
1739209673.824435;-38.13080360867914
1739209673.8244407;-33.981070128970906
1739209673.8244462;-45.120503652039325
1739209673.824452;-45.120503652039325
1739209673.8244574;-38.13080360867914
1739209673.8244631;-45.120503652039325
1739209673.8244686;-45.120503652039325
1739209673.8244743;-38.13080360867914
1739209673.8244798;-38.13080360867914
1739209673.8244855;-38.13080360867914
1739209673.824491;-38.13080360867914
1739209673.8244967;-45.120503652039325
1739209673.8245022;-45.120503652039325
1739209673.824508;-32.816014438256545
1739209673.8245134;-38.13080360867914
1739209673.8245192;-45.120503652039325
1739209673.8245246;-33.981070128970906
1739209673.8245304;-31.141103565318893
1739209673.8245358;-45.120503652039325
1739209673.8245416;-45.120503652039325
1739209673.824547;-38.13080360867914
1739209673.8245528;-38.13080360867914
1739209673.8245583;-38.13080360867914
1739209673.824564;-45.120503652039325
1739209673.8245695;-35.57807855764607
1739209673.8245752;-35.57807855764607
1739209673.8245807;-38.13080360867914
1739209673.8245864;-45.120503652039325
1739209673.8245919;-33.981070128970906
1739209673.8245976;-45.120503652039325
1739209673.824603;-38.13080360867914
1739209673.8246088;-45.120503652039325
1739209673.8246143;-38.13080360867914
1739209673.82462;-45.120503652039325
1739209673.8246255;-45.120503652039325
1739209673.8246312;-45.120503652039325
1739209673.8246367;-38.13080360867914
1739209673.8246424;-35.57807855764607
1739209673.824648;-38.13080360867914
1739209673.8246536;-38.13080360867914
1739209673.824659;-38.13080360867914
1739209673.8246648;-38.13080360867914
1739209673.8246703;-38.13080360867914
1739209673.824676;-38.13080360867914
1739209673.8246815;-33.981070128970906
1739209673.8246872;-38.13080360867914
1739209673.8246927;-38.13080360867914
1739209673.8246984;-45.120503652039325
1739209673.824704;-38.13080360867914
1739209673.8247097;-45.120503652039325
1739209673.8247151;-38.13080360867914
1739209673.8247209;-45.120503652039325
1739209673.8247266;-28.992665084841942
1739209673.824732;-35.57807855764607
1739209673.8247378;-45.120503652039325
1739209673.8247433;-38.13080360867914
1739209673.824749;-38.13080360867914
1739209673.8247545;-45.120503652039325
1739209673.8247602;-38.13080360867914
1739209673.8247657;-38.13080360867914
1739209673.8247714;-30.49652367304973
1739209673.824777;-45.120503652039325
1739209673.8247826;-45.120503652039325
1739209673.824788;-45.120503652039325
1739209673.8247938;-38.13080360867914
1739209673.8247993;-45.120503652039325
1739209673.824805;-45.120503652039325
1739209673.8248105;-38.13080360867914
1739209673.8248162;-27.267205301931607
1739209673.8248217;-38.13080360867914
1739209673.8248274;-38.13080360867914
1739209673.824833;-35.57807855764607
1739209673.8248386;-38.13080360867914
1739209673.8248441;-38.13080360867914
1739209673.8248498;-45.120503652039325
1739209673.8248553;-45.120503652039325
1739209673.824861;-35.57807855764607
1739209673.8248665;-45.120503652039325
1739209673.8248723;-38.13080360867914
1739209673.8248777;-35.57807855764607
1739209673.8248835;-38.13080360867914
1739209673.824889;-45.120503652039325
1739209673.8248947;-33.981070128970906
1739209673.8249002;-35.57807855764607
1739209673.8249059;-33.981070128970906
1739209673.8249114;-38.13080360867914
1739209673.824917;-45.120503652039325
1739209673.8249226;-45.120503652039325
1739209673.8249283;-38.13080360867914
1739209673.8249338;-38.13080360867914
1739209673.8249395;-38.13080360867914
1739209673.824945;-35.57807855764607
1739209673.8249507;-38.13080360867914
1739209673.8249562;-45.120503652039325
1739209673.824962;-45.120503652039325
1739209673.8249674;-45.120503652039325
1739209673.824973;-38.13080360867914
1739209673.8249786;-45.120503652039325
1739209673.8249843;-45.120503652039325
1739209673.8249898;-45.120503652039325
1739209673.8249955;-38.13080360867914
1739209673.825001;-35.57807855764607
1739209673.8250067;-33.981070128970906
1739209673.8250124;-45.120503652039325
1739209673.825018;-38.13080360867914
1739209673.8250237;-38.13080360867914
1739209673.8250291;-35.57807855764607
1739209673.8250349;-38.13080360867914
1739209673.8250403;-38.13080360867914
1739209673.825046;-38.13080360867914
1739209673.8250515;-45.120503652039325
1739209673.8250573;-45.120503652039325
1739209673.8250628;-38.13080360867914
1739209673.8250685;-38.13080360867914
1739209673.825074;-38.13080360867914
1739209673.8250797;-45.120503652039325
1739209673.8250852;-45.120503652039325
1739209673.825091;-38.13080360867914
1739209673.8250964;-35.57807855764607
1739209673.825102;-35.57807855764607
1739209673.8251076;-38.13080360867914
1739209673.8251133;-35.57807855764607
1739209673.8251188;-38.13080360867914
1739209673.8251245;-45.120503652039325
1739209673.82513;-33.981070128970906
1739209673.8251357;-29.438486411369333
1739209673.8251412;-38.13080360867914
1739209673.825147;-45.120503652039325
1739209673.8251524;-38.13080360867914
1739209673.825158;-32.816014438256545
1739209673.8251636;-45.120503652039325
1739209673.8251693;-45.120503652039325
1739209673.8251748;-45.120503652039325
1739209673.8251805;-38.13080360867914
1739209673.825186;-38.13080360867914
1739209673.8251917;-38.13080360867914
1739209673.8251972;-45.120503652039325
1739209673.825203;-45.120503652039325
1739209673.8252084;-38.13080360867914
1739209673.8252141;-45.120503652039325
1739209673.8252196;-35.57807855764607
1739209673.8252254;-26.035653463252796
1739209673.8252308;-45.120503652039325
1739209673.8252366;-45.120503652039325
1739209673.825242;-38.13080360867914
1739209673.8252478;-38.13080360867914
1739209673.8252532;-45.120503652039325
1739209673.825259;-33.981070128970906
1739209673.8252645;-45.120503652039325
1739209673.8252702;-33.981070128970956
1739209673.8252757;-45.120503652039325
1739209673.8252814;-38.13080360867914
1739209673.8252869;-45.120503652039325
1739209673.8252926;-45.120503652039325
1739209673.8252983;-38.13080360867914
1739209673.8253038;-45.120503652039325
1739209673.8253095;-38.13080360867914
1739209673.825315;-30.49652367304973
1739209673.8253207;-38.13080360867914
1739209673.8253262;-45.120503652039325
1739209673.825332;-45.120503652039325
1739209673.8253374;-35.57807855764607
1739209673.8253431;-38.13080360867914
1739209673.8253486;-35.57807855764607
1739209673.8253543;-45.120503652039325
1739209673.8253598;-38.13080360867914
1739209673.8253655;-45.120503652039325
1739209673.825371;-45.120503652039325
1739209673.8253767;-45.120503652039325
1739209673.8253822;-45.120503652039325
1739209673.825388;-35.57807855764607
1739209673.8253934;-38.13080360867914
