CAN Message; 0x98:00004f37b18f8f70
1739209921.4170535;-38.13080360867914
1739209921.417059;-38.13080360867914
1739209921.4170647;-38.13080360867914
1739209921.4170702;-38.13080360867914
1739209921.4170759;-38.13080360867914
1739209921.4170814;-30.49652367304973
1739209921.417087;-38.13080360867914
1739209921.4170926;-45.120503652039325
1739209921.4170983;-45.120503652039325
1739209921.4171038;-38.13080360867914
1739209921.4171095;-35.57807855764607
1739209921.417115;-35.57807855764607
1739209921.4171207;-38.13080360867914
1739209921.4171262;-45.120503652039325
1739209921.417132;-38.13080360867914
1739209921.4171374;-38.13080360867914
1739209921.417143;-38.13080360867914
1739209921.4171486;-45.120503652039325
1739209921.4171543;-38.13080360867914
1739209921.4171598;-38.13080360867914
1739209921.4171655;-45.120503652039325
1739209921.417171;-45.120503652039325
1739209921.4171767;-45.120503652039325
1739209921.4171822;-38.13080360867914
1739209921.417188;-38.13080360867914
1739209921.4171934;-35.57807855764607
1739209921.4171991;-38.13080360867914
1739209921.4172046;-45.120503652039325
1739209921.4172103;-38.13080360867914
1739209921.4172158;-28.58837851428586
1739209921.4172215;-33.981070128970906
1739209921.417227;-38.13080360867914
1739209921.4172328;-45.120503652039325
1739209921.4172382;-38.13080360867914
1739209921.417244;-33.981070128970906
1739209921.4172494;-45.120503652039325
1739209921.4172552;-33.981070128970906
1739209921.4172606;-33.981070128970956
1739209921.4172664;-38.13080360867914
1739209921.4172719;-38.13080360867914
1739209921.4172776;-45.120503652039325
1739209921.417283;-45.120503652039325
1739209921.4172888;-45.120503652039325
1739209921.4172943;-45.120503652039325
1739209921.4173;-45.120503652039325
1739209921.4173055;-31.141103565318915
1739209921.4173112;-33.981070128970906
1739209921.4173167;-45.120503652039325
1739209921.4173224;-33.981070128970906
1739209921.417328;-38.13080360867914
1739209921.4173336;-38.13080360867914
1739209921.417339;-45.120503652039325
1739209921.4173448;-45.120503652039325
1739209921.4173503;-38.13080360867914
1739209921.417356;-35.57807855764607
1739209921.4173615;-45.120503652039325
1739209921.4173672;-38.13080360867914
1739209921.4173727;-35.57807855764607
1739209921.4173784;-35.57807855764607
1739209921.417384;-38.13080360867914
1739209921.4173896;-38.13080360867914
1739209921.417395;-38.13080360867914
1739209921.4174008;-38.13080360867914
1739209921.4174063;-45.120503652039325
1739209921.417412;-45.120503652039325
1739209921.4174175;-45.120503652039325
1739209921.4174232;-45.120503652039325
1739209921.4174287;-38.13080360867914
1739209921.4174345;-45.120503652039325
1739209921.41744;-31.141103565318915
1739209921.4174457;-28.992665084841942
1739209921.4174511;-45.120503652039325
1739209921.4174569;-45.120503652039325
1739209921.4174623;-38.13080360867914
1739209921.417468;-38.13080360867914
1739209921.4174736;-45.120503652039325
1739209921.4174793;-35.57807855764607
1739209921.4174848;-38.13080360867914
1739209921.4174905;-38.13080360867914
1739209921.417496;-45.120503652039325
1739209921.4175017;-38.13080360867914
1739209921.4175072;-32.816014438256545
1739209921.417513;-45.120503652039325
1739209921.4175184;-45.120503652039325
1739209921.417524;-45.120503652039325
1739209921.4175296;-38.13080360867914
1739209921.4175353;-38.13080360867914
1739209921.4175408;-35.57807855764607
1739209921.4175465;-35.57807855764607
1739209921.417552;-38.13080360867914
1739209921.4175577;-38.13080360867914
1739209921.4175632;-45.120503652039325
1739209921.417569;-45.120503652039325
1739209921.4175744;-38.13080360867914
1739209921.4175801;-45.120503652039325
1739209921.4175856;-45.120503652039325
1739209921.4175913;-45.120503652039325
1739209921.4175968;-45.120503652039325
1739209921.4176025;-35.57807855764607
1739209921.417608;-38.13080360867914
1739209921.4176137;-38.13080360867914
1739209921.4176192;-38.13080360867914
1739209921.417625;-38.13080360867914
1739209921.4176304;-45.120503652039325
1739209921.4176362;-45.120503652039325
1739209921.4176416;-45.120503652039325
1739209921.4176474;-45.120503652039325
1739209921.4176528;-38.13080360867914
1739209921.4176586;-45.120503652039325
1739209921.417664;-45.120503652039325
1739209921.4176698;-38.13080360867914
1739209921.4176753;-38.13080360867914
1739209921.417681;-38.13080360867914
1739209921.4176865;-45.120503652039325
1739209921.4176922;-35.57807855764607
1739209921.4176977;-38.13080360867914
1739209921.4177034;-38.13080360867914
1739209921.4177089;-38.13080360867914
1739209921.4177146;-38.13080360867914
1739209921.41772;-38.13080360867914
1739209921.4177258;-45.120503652039325
1739209921.4177313;-38.13080360867914
1739209921.417737;-45.120503652039325
1739209921.4177425;-45.120503652039325
1739209921.4177482;-45.120503652039325
1739209921.4177537;-45.120503652039325
1739209921.4177594;-45.120503652039325
1739209921.417765;-45.120503652039325
1739209921.4177706;-45.120503652039325
1739209921.417776;-45.120503652039325
1739209921.4177818;-33.981070128970906
1739209921.4177873;-45.120503652039325
1739209921.417793;-38.13080360867914
1739209921.4177985;-38.13080360867914
1739209921.4178042;-38.13080360867914
1739209921.4178097;-32.816014438256545
1739209921.4178154;-38.13080360867914
1739209921.417821;-45.120503652039325
1739209921.4178267;-38.13080360867914
1739209921.4178321;-38.13080360867914
1739209921.4178379;-45.120503652039325
1739209921.4178433;-38.13080360867914
1739209921.417849;-45.120503652039325
1739209921.4178545;-38.13080360867914
1739209921.4178603;-38.13080360867914
1739209921.4178658;-45.120503652039325
1739209921.4178715;-33.981070128970906
1739209921.417877;-45.120503652039325
1739209921.4178827;-38.13080360867914
1739209921.4178882;-45.120503652039325
1739209921.417894;-35.57807855764607
1739209921.4178994;-31.141103565318893
1739209921.417905;-45.120503652039325
1739209921.4179106;-45.120503652039325
1739209921.4179163;-38.13080360867914
1739209921.4179218;-35.57807855764607
1739209921.4179275;-45.120503652039325
1739209921.417933;-45.120503652039325
1739209921.4179387;-38.13080360867914
1739209921.4179442;-45.120503652039325
1739209921.41795;-45.120503652039325
1739209921.4179554;-45.120503652039325
1739209921.4179611;-33.981070128970906
1739209921.4179666;-45.120503652039325
1739209921.4179723;-45.120503652039325
1739209921.4179778;-45.120503652039325
1739209921.4179835;-35.57807855764607
1739209921.417989;-32.816014438256545
1739209921.4179947;-45.120503652039325
1739209921.4180002;-45.120503652039325
1739209921.418006;-38.13080360867914
1739209921.4180114;-31.141103565318893
1739209921.4180171;-38.13080360867914
1739209921.4180226;-45.120503652039325
1739209921.4180284;-45.120503652039325
1739209921.4180338;-45.120503652039325
1739209921.4180396;-38.13080360867914
1739209921.418045;-38.13080360867914
1739209921.4180508;-45.120503652039325
1739209921.4180562;-45.120503652039325
1739209921.418062;-38.13080360867914
1739209921.4180675;-38.13080360867914
1739209921.4180732;-38.13080360867914
1739209921.4180787;-45.120503652039325
1739209921.4180844;-38.13080360867914
1739209921.4180899;-38.13080360867914
1739209921.4180956;-35.57807855764607
1739209921.418101;-33.981070128970906
1739209921.4181068;-38.13080360867914
1739209921.4181123;-38.13080360867914
1739209921.418118;-45.120503652039325
1739209921.4181235;-29.438486411369333
1739209921.4181292;-45.120503652039325
1739209921.4181347;-45.120503652039325
1739209921.4181404;-45.120503652039325
1739209921.418146;-45.120503652039325
1739209921.4181516;-38.13080360867914
1739209921.418157;-35.57807855764607
1739209921.4181628;-45.120503652039325
1739209921.4181683;-33.981070128970956
1739209921.418174;-38.13080360867914
1739209921.4181795;-45.120503652039325
1739209921.4181852;-45.120503652039325
1739209921.4181907;-45.120503652039325
1739209921.4181964;-38.13080360867914
1739209921.418202;-38.13080360867914
1739209921.4182076;-45.120503652039325
1739209921.4182131;-26.991370085610722
1739209921.4182189;-35.57807855764607
1739209921.4182243;-38.13080360867914
1739209921.41823;-45.120503652039325
1739209921.4182355;-32.816014438256545
1739209921.4182413;-38.13080360867914
1739209921.4182467;-45.120503652039325
1739209921.4182525;-38.13080360867914
1739209921.418258;-38.13080360867914
1739209921.4182637;-45.120503652039325
1739209921.4182692;-45.120503652039325
1739209921.4182749;-45.120503652039325
1739209921.4182804;-45.120503652039325
1739209921.418286;-45.120503652039325
1739209921.4182916;-38.13080360867914
1739209921.4182973;-38.13080360867914
1739209921.4183028;-38.13080360867914
1739209921.4183085;-38.13080360867914
1739209921.418314;-38.13080360867914
1739209921.4183197;-45.120503652039325
1739209921.4183252;-45.120503652039325
1739209921.418331;-45.120503652039325
1739209921.4183364;-45.120503652039325
1739209921.418342;-38.13080360867914
1739209921.4183476;-45.120503652039325
1739209921.4183533;-45.120503652039325
1739209921.4183588;-38.13080360867914
1739209921.4183645;-45.120503652039325
1739209921.41837;-45.120503652039325
1739209921.4183757;-45.120503652039325
1739209921.4183812;-38.13080360867914
1739209921.418387;-38.13080360867914
1739209921.4183924;-38.13080360867914
1739209921.4183981;-45.120503652039325
1739209921.4184036;-45.120503652039325
1739209921.4184093;-45.120503652039325
1739209921.4184148;-45.120503652039325
1739209921.4184206;-45.120503652039325
1739209921.418426;-45.120503652039325
1739209921.4184318;-38.13080360867914
1739209921.4184372;-28.992665084841942
1739209921.418443;-31.141103565318915
1739209921.4184484;-45.120503652039325
1739209921.4184542;-45.120503652039325
1739209921.4184597;-38.13080360867914
1739209921.4184654;-38.13080360867914
1739209921.4184709;-45.120503652039325
1739209921.4184766;-38.13080360867914
1739209921.418482;-35.57807855764607
1739209921.4184878;-32.816014438256545
1739209921.4184933;-38.13080360867914
1739209921.418499;-45.120503652039325
1739209921.4185045;-45.120503652039325
1739209921.4185102;-45.120503652039325
1739209921.4185157;-45.120503652039325
1739209921.4185214;-38.13080360867914
1739209921.418527;-31.141103565318915
1739209921.4185326;-31.141103565318915
1739209921.418538;-45.120503652039325
1739209921.4185438;-45.120503652039325
1739209921.4185493;-38.13080360867914
1739209921.418555;-38.13080360867914
1739209921.4185605;-45.120503652039325
1739209921.4185662;-45.120503652039325
1739209921.4185717;-45.120503652039325
1739209921.4185774;-38.13080360867914
1739209921.418583;-33.981070128970906
1739209921.4185886;-38.13080360867914
1739209921.4185941;-38.13080360867914
1739209921.4185998;-33.981070128970906
1739209921.4186053;-45.120503652039325
1739209921.418611;-45.120503652039325
1739209921.4186165;-38.13080360867914
1739209921.4186223;-45.120503652039325
1739209921.4186277;-45.120503652039325
1739209921.4186335;-45.120503652039325
1739209921.418639;-45.120503652039325
1739209921.4186447;-45.120503652039325
1739209921.4186502;-45.120503652039325
1739209921.4186559;-33.981070128970906
1739209921.4186614;-35.57807855764607
1739209921.418667;-38.13080360867914
1739209921.4186726;-35.57807855764607
1739209921.4186783;-31.141103565318915
1739209921.4186838;-38.13080360867914
1739209921.4186895;-38.13080360867914
1739209921.418695;-38.13080360867914
1739209921.4187007;-45.120503652039325
1739209921.4187062;-38.13080360867914
1739209921.418712;-38.13080360867914
1739209921.4187174;-45.120503652039325
1739209921.418723;-38.13080360867914
1739209921.4187286;-38.13080360867914
1739209921.4187343;-38.13080360867914
1739209921.4187398;-45.120503652039325
1739209921.4187455;-45.120503652039325
1739209921.418751;-38.13080360867914
1739209921.4187567;-33.981070128970906
1739209921.4187622;-38.13080360867914
1739209921.418768;-38.13080360867914
1739209921.4187734;-38.13080360867914
1739209921.4187791;-35.57807855764607
1739209921.4187846;-32.816014438256545
1739209921.4187903;-38.13080360867914
1739209921.4187958;-38.13080360867914
1739209921.4188015;-45.120503652039325
1739209921.418807;-45.120503652039325
1739209921.4188128;-38.13080360867914
1739209921.4188182;-38.13080360867914
1739209921.418824;-38.13080360867914
1739209921.4188294;-45.120503652039325
1739209921.4188352;-38.13080360867914
1739209921.4188406;-45.120503652039325
1739209921.4188464;-45.120503652039325
1739209921.4188519;-45.120503652039325
1739209921.4188576;-38.13080360867914
1739209921.418863;-45.120503652039325
1739209921.4188688;-38.13080360867914
1739209921.4188743;-45.120503652039325
1739209921.41888;-45.120503652039325
1739209921.4188855;-38.13080360867914
1739209921.4188912;-35.57807855764607
1739209921.4188967;-32.816014438256545
1739209921.4189024;-38.13080360867914
1739209921.4189079;-45.120503652039325
1739209921.4189136;-38.13080360867914
1739209921.418919;-38.13080360867914
1739209921.4189248;-38.13080360867914
1739209921.4189303;-33.981070128970906
1739209921.418936;-45.120503652039325
1739209921.4189415;-45.120503652039325
1739209921.4189472;-38.13080360867914
1739209921.4189527;-45.120503652039325
1739209921.4189584;-33.981070128970906
1739209921.418964;-45.120503652039325
1739209921.4189696;-38.13080360867914
1739209921.418975;-45.120503652039325
1739209921.4189808;-28.992665084841942
1739209921.4189863;-31.141103565318893
1739209921.418992;-38.13080360867914
1739209921.4189975;-38.13080360867914
1739209921.4190032;-35.57807855764607
1739209921.4190087;-38.13080360867914
1739209921.4190145;-38.13080360867914
1739209921.41902;-45.120503652039325
1739209921.4190257;-38.13080360867914
1739209921.4190311;-35.57807855764607
1739209921.4190369;-45.120503652039325
1739209921.4190423;-31.141103565318893
1739209921.419048;-45.120503652039325
1739209921.4190536;-38.13080360867914
1739209921.4190593;-45.120503652039325
1739209921.4190648;-45.120503652039325
1739209921.4190702;-38.13080360867914
1739209921.419076;-45.120503652039325
1739209921.4190814;-38.13080360867914
1739209921.4190872;-38.13080360867914
1739209921.4190927;-38.13080360867914
1739209921.4190984;-38.13080360867914
1739209921.4191039;-38.13080360867914
1739209921.4191096;-38.13080360867914
1739209921.419115;-28.218542851754165
1739209921.4191208;-45.120503652039325
1739209921.4191263;-33.981070128970906
1739209921.419132;-45.120503652039325
1739209921.4191375;-33.981070128970906
1739209921.4191432;-45.120503652039325
1739209921.4191487;-45.120503652039325
1739209921.4191544;-38.13080360867914
1739209921.41916;-38.13080360867914
1739209921.4191656;-31.141103565318943
1739209921.419171;-45.120503652039325
1739209921.4191768;-32.816014438256545
1739209921.4191823;-38.13080360867914
1739209921.419188;-35.57807855764607
1739209921.4191935;-35.57807855764607
1739209921.4191992;-45.120503652039325
1739209921.4192047;-38.13080360867914
1739209921.4192104;-28.58837851428586
1739209921.419216;-35.57807855764607
1739209921.4192216;-45.120503652039325
1739209921.4192271;-38.13080360867914
1739209921.4192328;-29.438486411369333
1739209921.4192383;-38.13080360867914
1739209921.419244;-45.120503652039325
1739209921.4192495;-28.992665084841942
1739209921.4192553;-26.991370085610722
1739209921.4192607;-31.141103565318915
1739209921.4192665;-45.120503652039325
1739209921.419272;-38.13080360867914
1739209921.4192777;-45.120503652039325
1739209921.4192832;-38.13080360867914
1739209921.4192889;-35.57807855764607
1739209921.4192944;-38.13080360867914
1739209921.4193;-45.120503652039325
1739209921.4193056;-35.57807855764607
1739209921.4193113;-35.57807855764607
1739209921.4193168;-35.57807855764607
1739209921.4193225;-28.58837851428586
1739209921.419328;-28.58837851428586
1739209921.4193337;-45.120503652039325
1739209921.4193392;-38.13080360867914
1739209921.419345;-28.58837851428586
1739209921.4193504;-35.57807855764607
1739209921.419356;-38.13080360867914
1739209921.4193616;-38.13080360867914
1739209921.4193673;-45.120503652039325
1739209921.4193728;-45.120503652039325
1739209921.4193785;-35.57807855764607
1739209921.419384;-45.120503652039325
1739209921.4193897;-45.120503652039325
1739209921.4193952;-33.981070128970906
1739209921.419401;-31.141103565318893
1739209921.4194064;-38.13080360867914
1739209921.4194121;-45.120503652039325
1739209921.4194176;-38.13080360867914
1739209921.4194233;-45.120503652039325
1739209921.4194288;-38.13080360867914
1739209921.4194345;-35.57807855764607
1739209921.41944;-33.981070128970906
1739209921.4194458;-32.816014438256545
1739209921.4194512;-45.120503652039325
1739209921.419457;-32.816014438256545
1739209921.4194624;-26.487275050834715
1739209921.4194682;-45.120503652039325
1739209921.4194736;-38.13080360867914
1739209921.4194794;-38.13080360867914
1739209921.4194849;-38.13080360867914
1739209921.4194906;-38.13080360867914
1739209921.419496;-38.13080360867914
1739209921.4195018;-38.13080360867914
1739209921.4195073;-38.13080360867914
1739209921.419513;-38.13080360867914
1739209921.4195185;-33.981070128970906
1739209921.4195242;-33.981070128970906
1739209921.4195297;-26.991370085610747
1739209921.4195354;-45.120503652039325
1739209921.419541;-38.13080360867914
1739209921.4195466;-45.120503652039325
1739209921.419552;-38.13080360867914
1739209921.4195578;-45.120503652039325
1739209921.4195633;-35.57807855764607
1739209921.419569;-35.57807855764607
1739209921.4195745;-45.120503652039325
1739209921.4195802;-45.120503652039325
1739209921.4195857;-38.13080360867914
1739209921.4195914;-38.13080360867914
1739209921.419597;-45.120503652039325
1739209921.4196026;-45.120503652039325
1739209921.419608;-38.13080360867914
1739209921.4196138;-38.13080360867914
1739209921.4196193;-38.13080360867914
1739209921.419625;-38.13080360867914
1739209921.4196305;-38.13080360867914
1739209921.4196362;-33.981070128970906
1739209921.4196417;-33.981070128970906
1739209921.4196475;-38.13080360867914
1739209921.419653;-45.120503652039325
1739209921.4196587;-35.57807855764607
1739209921.4196641;-45.120503652039325
1739209921.4196699;-45.120503652039325
1739209921.4196754;-38.13080360867914
1739209921.419681;-38.13080360867914
1739209921.4196866;-45.120503652039325
1739209921.4196923;-45.120503652039325
1739209921.4196978;-45.120503652039325
1739209921.4197035;-45.120503652039325
1739209921.419709;-38.13080360867914
1739209921.4197147;-45.120503652039325
1739209921.4197202;-45.120503652039325
1739209921.419726;-45.120503652039325
1739209921.4197314;-33.981070128970906
1739209921.419737;-45.120503652039325
1739209921.4197426;-45.120503652039325
1739209921.4197483;-35.57807855764607
1739209921.4197538;-35.57807855764607
1739209921.4197595;-38.13080360867914
1739209921.419765;-33.981070128970906
1739209921.4197707;-35.57807855764607
1739209921.4197762;-38.13080360867914
1739209921.419782;-45.120503652039325
1739209921.4197874;-33.981070128970906
1739209921.4197931;-35.57807855764607
1739209921.4197986;-32.81601443825658
1739209921.4198043;-45.120503652039325
1739209921.4198098;-38.13080360867914
1739209921.4198155;-38.13080360867914
1739209921.419821;-45.120503652039325
1739209921.4198267;-45.120503652039325
1739209921.4198322;-33.981070128970906
1739209921.419838;-38.13080360867914
1739209921.4198434;-30.49652367304973
1739209921.4198492;-33.981070128970906
1739209921.4198546;-38.13080360867914
1739209921.4198604;-35.57807855764607
1739209921.4198658;-35.57807855764607
1739209921.4198716;-38.13080360867914
1739209921.419877;-38.13080360867914
1739209921.4198828;-31.141103565318893
1739209921.4198883;-33.981070128970956
1739209921.419894;-45.120503652039325
1739209921.4198995;-38.13080360867914
1739209921.4199052;-45.120503652039325
1739209921.4199107;-45.120503652039325
1739209921.4199164;-45.120503652039325
1739209921.4199219;-33.981070128970906
1739209921.4199276;-35.57807855764607
1739209921.419933;-32.816014438256545
1739209921.4199388;-38.13080360867914
1739209921.4199443;-45.120503652039325
1739209921.41995;-45.120503652039325
1739209921.4199555;-33.981070128970906
1739209921.4199612;-45.120503652039325
1739209921.4199667;-38.13080360867914
1739209921.4199724;-35.57807855764607
1739209921.419978;-38.13080360867914
1739209921.4199836;-35.57807855764607
1739209921.419989;-38.13080360867914
1739209921.4199948;-38.13080360867914
1739209921.4200003;-38.13080360867914
1739209921.420006;-45.120503652039325
1739209921.4200115;-45.120503652039325
1739209921.4200172;-35.57807855764607
1739209921.4200227;-38.13080360867914
1739209921.4200284;-45.120503652039325
1739209921.420034;-32.816014438256545
1739209921.4200397;-33.981070128970906
1739209921.4200451;-33.981070128970906
1739209921.4200509;-38.13080360867914
1739209921.4200563;-25.826314394896357
1739209921.420062;-29.438486411369333
1739209921.4200675;-27.8777449560314
1739209921.4200733;-26.487275050834715
1739209921.4200788;-45.120503652039325
1739209921.4200845;-30.49652367304973
1739209921.42009;-30.49652367304973
1739209921.4200957;-38.13080360867914
1739209921.4201012;-38.13080360867914
1739209921.420107;-33.981070128970906
1739209921.4201124;-45.120503652039325
1739209921.420118;-38.13080360867914
1739209921.4201236;-38.13080360867914
1739209921.4201293;-35.57807855764607
1739209921.4201348;-45.120503652039325
1739209921.4201405;-45.120503652039325
1739209921.420146;-28.992665084841942
1739209921.4201517;-35.57807855764607
1739209921.4201572;-28.992665084841942
1739209921.420163;-27.8777449560314
1739209921.4201684;-38.13080360867914
1739209921.4201741;-45.120503652039325
1739209921.4201796;-32.816014438256545
1739209921.4201853;-45.120503652039325
1739209921.4201908;-38.13080360867914
1739209921.4201965;-38.13080360867914
1739209921.420202;-33.981070128970906
1739209921.4202077;-32.816014438256545
1739209921.4202132;-38.13080360867914
1739209921.420219;-33.981070128970906
1739209921.4202244;-33.981070128970906
1739209921.4202302;-45.120503652039325
1739209921.4202356;-30.49652367304973
1739209921.4202414;-32.81601443825658
1739209921.4202468;-30.49652367304973
1739209921.4202526;-31.141103565318915
1739209921.420258;-38.13080360867914
1739209921.4202638;-45.120503652039325
1739209921.4202693;-38.13080360867914
1739209921.420275;-45.120503652039325
1739209921.4202805;-28.992665084841942
1739209921.4202862;-32.816014438256545
1739209921.4202917;-38.13080360867914
1739209921.4202974;-29.438486411369333
1739209921.4203029;-38.13080360867914
1739209921.4203086;-45.120503652039325
1739209921.420314;-32.816014438256545
1739209921.4203198;-33.981070128970906
1739209921.4203253;-27.267205301931607
1739209921.420331;-25.826314394896354
1739209921.4203365;-45.120503652039325
1739209921.4203422;-45.120503652039325
1739209921.4203477;-33.981070128970906
1739209921.4203534;-45.120503652039325
1739209921.420359;-45.120503652039325
1739209921.4203646;-45.120503652039325
1739209921.42037;-35.57807855764607
1739209921.4203758;-45.120503652039325
1739209921.4203813;-38.13080360867914
1739209921.420387;-38.13080360867914
1739209921.4203925;-33.981070128970906
1739209921.4203982;-38.13080360867914
1739209921.4204037;-45.120503652039325
1739209921.4204094;-45.120503652039325
1739209921.420415;-45.120503652039325
1739209921.4204206;-38.13080360867914
1739209921.4204261;-45.120503652039325
1739209921.4204319;-33.981070128970906
1739209921.4204373;-45.120503652039325
1739209921.420443;-31.141103565318915
1739209921.4204485;-33.981070128970906
1739209921.4204543;-38.13080360867914
1739209921.4204597;-33.981070128970906
1739209921.4204655;-30.49652367304973
1739209921.420471;-33.981070128970906
1739209921.4204767;-38.13080360867914
1739209921.4204822;-30.49652367304973
1739209921.4204879;-26.035653463252796
1739209921.4204934;-45.120503652039325
1739209921.420499;-45.120503652039325
1739209921.4205046;-33.981070128970906
1739209921.4205103;-45.120503652039325
1739209921.4205158;-31.141103565318915
1739209921.4205215;-32.816014438256545
1739209921.420527;-45.120503652039325
1739209921.4205327;-45.120503652039325
1739209921.4205382;-38.13080360867914
1739209921.420544;-45.120503652039325
1739209921.4205494;-33.981070128970906
1739209921.420555;-33.981070128970906
1739209921.4205606;-38.13080360867914
1739209921.4205663;-45.120503652039325
1739209921.4205718;-31.141103565318915
1739209921.4205775;-33.981070128970906
1739209921.420583;-45.120503652039325
1739209921.4205887;-38.13080360867914
1739209921.4205942;-27.267205301931607
1739209921.4206;-30.49652367304973
