CAN Message; 0x1b8:00009beb56b6163a
1739209798.5734067;-33.981070128970906
1739209798.5734096;-35.57807855764607
1739209798.5734124;-45.120503652039325
1739209798.5734153;-45.120503652039325
1739209798.5734184;-38.13080360867914
1739209798.5734212;-32.816014438256545
1739209798.573424;-45.120503652039325
1739209798.573427;-45.120503652039325
1739209798.57343;-38.13080360867914
1739209798.573433;-38.13080360867914
1739209798.5734358;-38.13080360867914
1739209798.5734386;-33.981070128970906
1739209798.5734417;-35.57807855764607
1739209798.5734446;-45.120503652039325
1739209798.5734475;-38.13080360867914
1739209798.5734503;-45.120503652039325
1739209798.5734534;-33.981070128970906
1739209798.5734563;-45.120503652039325
1739209798.5734591;-38.13080360867914
1739209798.573462;-38.13080360867914
1739209798.573465;-45.120503652039325
1739209798.573468;-38.13080360867914
1739209798.5734708;-45.120503652039325
1739209798.5734737;-45.120503652039325
1739209798.5734768;-33.981070128970906
1739209798.5734797;-35.57807855764607
1739209798.5734825;-35.57807855764607
1739209798.5734854;-35.57807855764607
1739209798.5734882;-38.13080360867914
1739209798.5734913;-45.120503652039325
1739209798.5734942;-38.13080360867914
1739209798.573497;-35.57807855764607
1739209798.5735;-38.13080360867914
1739209798.573503;-45.120503652039325
1739209798.5735059;-45.120503652039325
1739209798.5735087;-38.13080360867914
1739209798.5735116;-38.13080360867914
1739209798.5735147;-45.120503652039325
1739209798.5735176;-45.120503652039325
1739209798.5735204;-38.13080360867914
1739209798.5735233;-32.81601443825658
1739209798.5735264;-38.13080360867914
1739209798.5735292;-45.120503652039325
1739209798.573532;-45.120503652039325
1739209798.573535;-38.13080360867914
1739209798.573538;-38.13080360867914
1739209798.573541;-45.120503652039325
1739209798.5735438;-45.120503652039325
1739209798.5735466;-27.267205301931607
1739209798.5735497;-38.13080360867914
1739209798.5735526;-45.120503652039325
1739209798.5735555;-38.13080360867914
1739209798.5735583;-31.141103565318915
1739209798.5735612;-38.13080360867914
1739209798.5735643;-38.13080360867914
1739209798.5735672;-45.120503652039325
1739209798.57357;-45.120503652039325
1739209798.5735729;-38.13080360867914
1739209798.573576;-38.13080360867914
1739209798.5735788;-45.120503652039325
1739209798.5735817;-38.13080360867914
1739209798.5735846;-38.13080360867914
1739209798.5735877;-33.981070128970906
1739209798.5735905;-45.120503652039325
1739209798.5735934;-38.13080360867914
1739209798.5735962;-33.981070128970906
1739209798.5735993;-45.120503652039325
1739209798.5736022;-45.120503652039325
1739209798.573605;-45.120503652039325
1739209798.573608;-45.120503652039325
1739209798.573611;-45.120503652039325
1739209798.573614;-38.13080360867914
1739209798.5736167;-28.992665084841942
1739209798.5736196;-38.13080360867914
1739209798.5736227;-45.120503652039325
1739209798.5736256;-45.120503652039325
1739209798.5736284;-38.13080360867914
1739209798.5736313;-38.13080360867914
1739209798.5736341;-45.120503652039325
1739209798.5736372;-38.13080360867914
1739209798.57364;-33.981070128970956
1739209798.573643;-45.120503652039325
1739209798.5736458;-38.13080360867914
1739209798.573649;-45.120503652039325
1739209798.5736518;-45.120503652039325
1739209798.5736547;-35.57807855764607
1739209798.5736575;-45.120503652039325
1739209798.5736606;-38.13080360867914
1739209798.5736635;-35.57807855764607
1739209798.5736663;-35.57807855764607
1739209798.5736692;-45.120503652039325
1739209798.5736723;-38.13080360867914
1739209798.5736752;-38.13080360867914
1739209798.573678;-45.120503652039325
1739209798.5736809;-38.13080360867914
1739209798.573684;-38.13080360867914
1739209798.5736868;-38.13080360867914
1739209798.5736897;-35.57807855764607
1739209798.5736926;-45.120503652039325
1739209798.5736957;-38.13080360867914
1739209798.5736985;-35.57807855764607
1739209798.5737014;-38.13080360867914
1739209798.5737042;-38.13080360867914
1739209798.573707;-35.57807855764607
1739209798.5737102;-45.120503652039325
1739209798.573713;-45.120503652039325
1739209798.573716;-45.120503652039325
1739209798.5737188;-45.120503652039325
1739209798.573722;-45.120503652039325
1739209798.5737247;-32.816014438256545
1739209798.5737276;-38.13080360867914
1739209798.5737305;-45.120503652039325
1739209798.5737336;-33.981070128970906
1739209798.5737364;-38.13080360867914
1739209798.5737393;-45.120503652039325
1739209798.5737422;-45.120503652039325
1739209798.5737453;-38.13080360867914
1739209798.573748;-38.13080360867914
1739209798.573751;-45.120503652039325
1739209798.5737538;-45.120503652039325
1739209798.573757;-45.120503652039325
1739209798.5737598;-45.120503652039325
1739209798.5737627;-38.13080360867914
1739209798.5737655;-45.120503652039325
1739209798.5737686;-38.13080360867914
1739209798.5737715;-35.57807855764607
1739209798.5737743;-45.120503652039325
1739209798.5737772;-45.120503652039325
1739209798.5737803;-38.13080360867914
1739209798.5737832;-33.981070128970906
1739209798.573786;-38.13080360867914
1739209798.573789;-38.13080360867914
1739209798.5737917;-38.13080360867914
1739209798.5737948;-45.120503652039325
1739209798.5737977;-38.13080360867914
1739209798.5738006;-45.120503652039325
1739209798.5738034;-45.120503652039325
1739209798.5738065;-45.120503652039325
1739209798.5738094;-45.120503652039325
1739209798.5738122;-38.13080360867914
1739209798.573815;-38.13080360867914
1739209798.5738182;-45.120503652039325
1739209798.573821;-45.120503652039325
1739209798.573824;-45.120503652039325
1739209798.5738268;-38.13080360867914
1739209798.57383;-33.981070128970906
1739209798.5738328;-38.13080360867914
1739209798.5738356;-38.13080360867914
1739209798.5738385;-35.57807855764607
1739209798.5738416;-32.816014438256545
1739209798.5738444;-45.120503652039325
1739209798.5738473;-45.120503652039325
1739209798.5738502;-45.120503652039325
1739209798.5738533;-33.981070128970906
1739209798.573856;-35.57807855764607
1739209798.573859;-38.13080360867914
1739209798.5738618;-38.13080360867914
1739209798.5738647;-45.120503652039325
1739209798.5738678;-33.981070128970906
1739209798.5738707;-32.816014438256545
1739209798.5738735;-38.13080360867914
1739209798.5738764;-35.57807855764607
1739209798.5738795;-38.13080360867914
1739209798.5738823;-38.13080360867914
1739209798.5738852;-38.13080360867914
1739209798.573888;-35.57807855764607
1739209798.5738912;-32.816014438256545
1739209798.573894;-32.816014438256545
1739209798.573897;-45.120503652039325
1739209798.5738997;-28.992665084841942
1739209798.5739028;-33.981070128970906
1739209798.5739057;-45.120503652039325
1739209798.5739086;-45.120503652039325
1739209798.5739114;-38.13080360867914
1739209798.5739145;-38.13080360867914
1739209798.5739174;-45.120503652039325
1739209798.5739202;-38.13080360867914
1739209798.573923;-45.120503652039325
1739209798.5739262;-45.120503652039325
1739209798.573929;-45.120503652039325
1739209798.573932;-38.13080360867914
1739209798.5739348;-38.13080360867914
1739209798.5739377;-38.13080360867914
1739209798.5739408;-38.13080360867914
1739209798.5739436;-38.13080360867914
1739209798.5739465;-38.13080360867914
1739209798.5739493;-38.13080360867914
1739209798.5739524;-45.120503652039325
1739209798.5739553;-33.981070128970906
1739209798.5739582;-38.13080360867914
1739209798.573961;-45.120503652039325
1739209798.573964;-45.120503652039325
1739209798.573967;-38.13080360867914
1739209798.5739698;-31.141103565318915
1739209798.5739727;-31.141103565318915
1739209798.5739758;-38.13080360867914
1739209798.5739787;-38.13080360867914
1739209798.5739815;-38.13080360867914
1739209798.5739844;-38.13080360867914
1739209798.5739875;-45.120503652039325
1739209798.5739903;-45.120503652039325
1739209798.5739932;-45.120503652039325
1739209798.573996;-38.13080360867914
1739209798.5739992;-45.120503652039325
1739209798.574002;-38.13080360867914
1739209798.574005;-33.981070128970906
1739209798.5740077;-38.13080360867914
1739209798.5740106;-45.120503652039325
1739209798.5740137;-38.13080360867914
1739209798.5740166;-45.120503652039325
1739209798.5740194;-38.13080360867914
1739209798.5740223;-45.120503652039325
1739209798.5740254;-38.13080360867914
1739209798.5740283;-38.13080360867914
1739209798.574031;-38.13080360867914
1739209798.574034;-45.120503652039325
1739209798.574037;-45.120503652039325
1739209798.57404;-33.981070128970906
1739209798.5740428;-33.981070128970906
1739209798.5740457;-35.57807855764607
1739209798.5740488;-38.13080360867914
1739209798.5740516;-38.13080360867914
1739209798.5740545;-38.13080360867914
1739209798.5740573;-38.13080360867914
1739209798.5740604;-45.120503652039325
1739209798.5740633;-38.13080360867914
1739209798.5740662;-38.13080360867914
1739209798.574069;-45.120503652039325
1739209798.5740721;-45.120503652039325
1739209798.574075;-38.13080360867914
1739209798.5740778;-45.120503652039325
1739209798.5740807;-45.120503652039325
1739209798.5740836;-45.120503652039325
1739209798.5740867;-38.13080360867914
1739209798.5740895;-38.13080360867914
1739209798.5740924;-38.13080360867914
1739209798.5740952;-45.120503652039325
1739209798.5740983;-38.13080360867914
1739209798.5741012;-35.57807855764607
1739209798.574104;-35.57807855764607
1739209798.574107;-38.13080360867914
1739209798.57411;-45.120503652039325
1739209798.574113;-32.816014438256545
1739209798.5741158;-35.57807855764607
1739209798.5741186;-45.120503652039325
1739209798.5741217;-45.120503652039325
1739209798.5741246;-38.13080360867914
1739209798.5741274;-45.120503652039325
1739209798.5741303;-45.120503652039325
1739209798.5741334;-45.120503652039325
1739209798.5741363;-45.120503652039325
1739209798.574139;-45.120503652039325
1739209798.574142;-45.120503652039325
1739209798.574145;-45.120503652039325
1739209798.574148;-45.120503652039325
1739209798.5741508;-45.120503652039325
1739209798.5741537;-45.120503652039325
1739209798.5741565;-45.120503652039325
1739209798.5741596;-32.816014438256545
1739209798.5741625;-32.816014438256545
1739209798.5741653;-38.13080360867914
1739209798.5741682;-45.120503652039325
1739209798.5741713;-38.13080360867914
1739209798.5741742;-38.13080360867914
1739209798.574177;-38.13080360867914
1739209798.57418;-33.981070128970906
1739209798.574183;-45.120503652039325
1739209798.5741858;-38.13080360867914
1739209798.5741887;-33.981070128970906
1739209798.5741916;-38.13080360867914
1739209798.5741947;-45.120503652039325
1739209798.5741975;-45.120503652039325
1739209798.5742004;-33.981070128970906
1739209798.5742033;-32.816014438256545
1739209798.5742064;-38.13080360867914
1739209798.5742092;-45.120503652039325
1739209798.574212;-38.13080360867914
1739209798.574215;-38.13080360867914
1739209798.574218;-38.13080360867914
1739209798.574221;-45.120503652039325
1739209798.5742238;-33.981070128970906
1739209798.5742266;-35.57807855764607
1739209798.5742297;-31.141103565318893
1739209798.5742326;-32.816014438256545
1739209798.5742354;-38.13080360867914
1739209798.5742383;-38.13080360867914
1739209798.5742412;-38.13080360867914
1739209798.5742443;-38.13080360867914
1739209798.5742471;-38.13080360867914
1739209798.57425;-35.57807855764607
1739209798.5742528;-45.120503652039325
1739209798.574256;-45.120503652039325
1739209798.5742588;-45.120503652039325
1739209798.5742617;-45.120503652039325
1739209798.5742645;-38.13080360867914
1739209798.5742676;-38.13080360867914
1739209798.5742705;-38.13080360867914
1739209798.5742733;-45.120503652039325
1739209798.5742762;-38.13080360867914
1739209798.5742793;-45.120503652039325
1739209798.5742822;-45.120503652039325
1739209798.574285;-45.120503652039325
1739209798.574288;-38.13080360867914
1739209798.574291;-45.120503652039325
1739209798.5742939;-38.13080360867914
1739209798.5742967;-45.120503652039325
1739209798.5742996;-31.141103565318893
1739209798.5743027;-25.826314394896354
1739209798.5743055;-38.13080360867914
1739209798.5743084;-45.120503652039325
1739209798.5743113;-38.13080360867914
1739209798.574314;-32.816014438256545
1739209798.5743172;-45.120503652039325
1739209798.57432;-45.120503652039325
1739209798.574323;-45.120503652039325
1739209798.5743258;-38.13080360867914
1739209798.574329;-45.120503652039325
1739209798.5743318;-38.13080360867914
1739209798.5743346;-38.13080360867914
1739209798.5743375;-38.13080360867914
1739209798.5743406;-38.13080360867914
1739209798.5743434;-45.120503652039325
1739209798.5743463;-45.120503652039325
1739209798.5743492;-45.120503652039325
1739209798.5743523;-45.120503652039325
1739209798.5743551;-35.57807855764607
1739209798.574358;-45.120503652039325
1739209798.5743608;-38.13080360867914
1739209798.574364;-38.13080360867914
1739209798.5743668;-45.120503652039325
1739209798.5743697;-38.13080360867914
1739209798.5743725;-38.13080360867914
1739209798.5743756;-45.120503652039325
1739209798.5743785;-38.13080360867914
1739209798.5743814;-38.13080360867914
1739209798.5743842;-45.120503652039325
1739209798.574387;-38.13080360867914
1739209798.5743902;-32.816014438256545
1739209798.574393;-45.120503652039325
1739209798.574396;-45.120503652039325
1739209798.5743988;-45.120503652039325
1739209798.5744019;-45.120503652039325
1739209798.5744047;-45.120503652039325
1739209798.5744076;-38.13080360867914
1739209798.5744104;-33.981070128970906
1739209798.5744135;-38.13080360867914
1739209798.5744164;-45.120503652039325
1739209798.5744193;-35.57807855764607
1739209798.5744221;-38.13080360867914
1739209798.5744252;-35.57807855764607
1739209798.574428;-38.13080360867914
1739209798.574431;-38.13080360867914
1739209798.5744338;-38.13080360867914
1739209798.574437;-38.13080360867914
1739209798.5744398;-45.120503652039325
1739209798.5744426;-38.13080360867914
1739209798.5744455;-38.13080360867914
1739209798.5744486;-38.13080360867914
1739209798.5744514;-45.120503652039325
1739209798.5744543;-38.13080360867914
1739209798.5744572;-38.13080360867914
1739209798.57446;-45.120503652039325
1739209798.5744631;-38.13080360867914
1739209798.574466;-33.981070128970906
1739209798.5744689;-33.981070128970906
1739209798.5744717;-38.13080360867914
1739209798.5744748;-45.120503652039325
1739209798.5744777;-45.120503652039325
1739209798.5744805;-45.120503652039325
1739209798.5744834;-45.120503652039325
1739209798.5744865;-35.57807855764607
1739209798.5744894;-38.13080360867914
1739209798.5744922;-33.981070128970906
1739209798.574495;-35.57807855764607
1739209798.5744982;-33.981070128970906
1739209798.574501;-38.13080360867914
1739209798.574504;-38.13080360867914
1739209798.5745068;-45.120503652039325
1739209798.5745099;-38.13080360867914
1739209798.5745127;-45.120503652039325
1739209798.5745156;-38.13080360867914
1739209798.5745184;-38.13080360867914
1739209798.5745215;-33.981070128970906
1739209798.5745244;-38.13080360867914
1739209798.5745273;-38.13080360867914
1739209798.5745301;-45.120503652039325
1739209798.574533;-38.13080360867914
1739209798.574536;-35.57807855764607
1739209798.574539;-45.120503652039325
1739209798.5745418;-45.120503652039325
1739209798.5745447;-45.120503652039325
1739209798.5745478;-45.120503652039325
1739209798.5745506;-38.13080360867914
1739209798.5745535;-38.13080360867914
1739209798.5745564;-45.120503652039325
1739209798.5745595;-38.13080360867914
1739209798.5745623;-28.992665084841942
1739209798.5745652;-45.120503652039325
1739209798.574568;-45.120503652039325
1739209798.5745711;-45.120503652039325
1739209798.574574;-38.13080360867914
1739209798.5745769;-38.13080360867914
1739209798.5745797;-38.13080360867914
1739209798.5745828;-45.120503652039325
1739209798.5745857;-38.13080360867914
1739209798.5745885;-33.981070128970906
1739209798.5745914;-38.13080360867914
1739209798.5745945;-45.120503652039325
1739209798.5745974;-45.120503652039325
1739209798.5746002;-33.981070128970906
1739209798.574603;-38.13080360867914
1739209798.574606;-38.13080360867914
1739209798.574609;-38.13080360867914
1739209798.574612;-38.13080360867914
1739209798.5746148;-38.13080360867914
1739209798.5746176;-38.13080360867914
1739209798.5746207;-38.13080360867914
1739209798.5746236;-32.816014438256545
1739209798.5746264;-38.13080360867914
1739209798.5746293;-38.13080360867914
1739209798.5746324;-27.267205301931607
1739209798.5746353;-35.57807855764607
1739209798.5746381;-38.13080360867914
1739209798.574641;-38.13080360867914
1739209798.574644;-33.981070128970906
1739209798.574647;-45.120503652039325
1739209798.5746498;-45.120503652039325
1739209798.5746527;-45.120503652039325
1739209798.5746558;-38.13080360867914
1739209798.5746586;-38.13080360867914
1739209798.5746615;-38.13080360867914
1739209798.5746644;-45.120503652039325
1739209798.5746675;-45.120503652039325
1739209798.5746703;-35.57807855764607
1739209798.5746732;-38.13080360867914
1739209798.574676;-45.120503652039325
1739209798.574679;-38.13080360867914
1739209798.574682;-45.120503652039325
1739209798.5746849;-45.120503652039325
1739209798.5746877;-45.120503652039325
1739209798.5746906;-38.13080360867914
1739209798.5746937;-45.120503652039325
1739209798.5746965;-45.120503652039325
1739209798.5746994;-38.13080360867914
1739209798.5747023;-38.13080360867914
1739209798.5747054;-38.13080360867914
1739209798.5747082;-45.120503652039325
1739209798.574711;-45.120503652039325
1739209798.574714;-38.13080360867914
1739209798.574717;-45.120503652039325
1739209798.57472;-35.57807855764607
1739209798.5747228;-35.57807855764607
1739209798.5747256;-35.57807855764607
1739209798.5747287;-38.13080360867914
1739209798.5747316;-33.981070128970906
1739209798.5747344;-38.13080360867914
1739209798.5747373;-38.13080360867914
1739209798.5747404;-38.13080360867914
1739209798.5747433;-38.13080360867914
1739209798.5747461;-45.120503652039325
1739209798.574749;-45.120503652039325
1739209798.574752;-45.120503652039325
1739209798.574755;-38.13080360867914
1739209798.5747578;-45.120503652039325
1739209798.5747607;-45.120503652039325
1739209798.5747635;-45.120503652039325
1739209798.5747666;-38.13080360867914
1739209798.5747695;-38.13080360867914
1739209798.5747724;-38.13080360867914
1739209798.5747752;-45.120503652039325
1739209798.5747783;-33.981070128970906
1739209798.5747812;-38.13080360867914
1739209798.574784;-35.57807855764607
1739209798.574787;-38.13080360867914
1739209798.57479;-38.13080360867914
1739209798.5747929;-38.13080360867914
1739209798.5747957;-38.13080360867914
1739209798.5747986;-29.438486411369333
1739209798.5748017;-45.120503652039325
1739209798.5748045;-45.120503652039325
1739209798.5748074;-38.13080360867914
1739209798.5748103;-38.13080360867914
1739209798.5748134;-45.120503652039325
1739209798.5748162;-45.120503652039325
1739209798.574819;-33.981070128970906
1739209798.574822;-38.13080360867914
1739209798.574825;-45.120503652039325
1739209798.574828;-45.120503652039325
1739209798.5748308;-45.120503652039325
1739209798.5748336;-45.120503652039325
1739209798.5748365;-38.13080360867914
1739209798.5748396;-45.120503652039325
1739209798.5748425;-38.13080360867914
1739209798.5748453;-45.120503652039325
1739209798.5748482;-45.120503652039325
1739209798.5748513;-45.120503652039325
1739209798.5748541;-35.57807855764607
1739209798.574857;-31.141103565318893
1739209798.5748599;-45.120503652039325
1739209798.574863;-45.120503652039325
1739209798.5748658;-38.13080360867914
1739209798.5748687;-28.58837851428586
1739209798.5748715;-38.13080360867914
1739209798.5748746;-45.120503652039325
1739209798.5748775;-45.120503652039325
1739209798.5748804;-45.120503652039325
1739209798.5748832;-38.13080360867914
1739209798.5748863;-38.13080360867914
1739209798.5748892;-45.120503652039325
1739209798.574892;-33.981070128970956
1739209798.574895;-38.13080360867914
1739209798.574898;-35.57807855764607
1739209798.5749009;-45.120503652039325
1739209798.5749037;-38.13080360867914
1739209798.5749066;-38.13080360867914
1739209798.5749094;-33.981070128970906
1739209798.5749125;-45.120503652039325
1739209798.5749154;-45.120503652039325
1739209798.5749183;-45.120503652039325
1739209798.5749211;-45.120503652039325
1739209798.5749242;-45.120503652039325
1739209798.574927;-45.120503652039325
1739209798.57493;-38.13080360867914
1739209798.5749328;-38.13080360867914
1739209798.574936;-45.120503652039325
1739209798.5749388;-27.267205301931607
1739209798.5749416;-31.141103565318915
1739209798.5749445;-38.13080360867914
1739209798.5749476;-38.13080360867914
1739209798.5749505;-35.57807855764607
1739209798.5749533;-45.120503652039325
1739209798.5749562;-45.120503652039325
1739209798.5749593;-35.57807855764607
1739209798.5749621;-38.13080360867914
1739209798.574965;-38.13080360867914
1739209798.5749679;-35.57807855764607
1739209798.574971;-38.13080360867914
1739209798.5749738;-35.57807855764607
1739209798.5749767;-38.13080360867914
1739209798.5749795;-38.13080360867914
1739209798.5749824;-45.120503652039325
1739209798.5749855;-45.120503652039325
1739209798.5749884;-33.981070128970906
1739209798.5749912;-45.120503652039325
1739209798.574994;-33.981070128970906
1739209798.5749972;-33.981070128970906
1739209798.575;-45.120503652039325
1739209798.575003;-45.120503652039325
1739209798.5750058;-33.981070128970906
1739209798.5750089;-31.141103565318915
1739209798.5750117;-33.981070128970906
1739209798.5750146;-45.120503652039325
1739209798.5750175;-35.57807855764607
1739209798.5750206;-35.57807855764607
1739209798.5750234;-38.13080360867914
1739209798.5750263;-45.120503652039325
1739209798.5750291;-33.981070128970906
1739209798.5750322;-38.13080360867914
1739209798.575035;-45.120503652039325
1739209798.575038;-45.120503652039325
1739209798.5750408;-33.981070128970906
1739209798.575044;-33.981070128970906
1739209798.5750468;-38.13080360867914
1739209798.5750496;-45.120503652039325
1739209798.5750525;-35.57807855764607
1739209798.5750554;-38.13080360867914
1739209798.5750585;-33.981070128970906
1739209798.5750613;-45.120503652039325
1739209798.5750642;-38.13080360867914
1739209798.575067;-38.13080360867914
1739209798.5750701;-45.120503652039325
1739209798.575073;-38.13080360867914
1739209798.5750759;-38.13080360867914
1739209798.5750787;-38.13080360867914
1739209798.5750818;-33.981070128970906
1739209798.5750847;-45.120503652039325
1739209798.5750875;-38.13080360867914
1739209798.5750904;-38.13080360867914
1739209798.5750935;-38.13080360867914
1739209798.5750964;-38.13080360867914
1739209798.5750992;-38.13080360867914
1739209798.575102;-45.120503652039325
1739209798.5751052;-38.13080360867914
1739209798.575108;-45.120503652039325
1739209798.575111;-45.120503652039325
1739209798.5751138;-38.13080360867914
1739209798.5751169;-45.120503652039325
1739209798.5751197;-38.13080360867914
1739209798.5751226;-38.13080360867914
1739209798.5751255;-38.13080360867914
1739209798.5751283;-45.120503652039325
1739209798.5751314;-32.816014438256545
1739209798.5751343;-45.120503652039325
1739209798.5751371;-45.120503652039325
1739209798.57514;-38.13080360867914
1739209798.575143;-35.57807855764607
1739209798.575146;-45.120503652039325
1739209798.5751488;-45.120503652039325
1739209798.5751517;-33.981070128970906
1739209798.5751548;-38.13080360867914
1739209798.5751576;-45.120503652039325
1739209798.5751605;-38.13080360867914
1739209798.5751634;-33.981070128970906
1739209798.5751665;-45.120503652039325
1739209798.5751693;-38.13080360867914
1739209798.5751722;-32.816014438256545
1739209798.575175;-38.13080360867914
1739209798.5751781;-45.120503652039325
1739209798.575181;-38.13080360867914
1739209798.5751839;-35.57807855764607
1739209798.5751867;-45.120503652039325
1739209798.5751898;-45.120503652039325
1739209798.5751927;-33.981070128970906
1739209798.5751956;-38.13080360867914
1739209798.5751984;-30.49652367304973
1739209798.5752015;-33.981070128970906
1739209798.5752044;-45.120503652039325
1739209798.5752072;-38.13080360867914
1739209798.57521;-45.120503652039325
1739209798.575213;-45.120503652039325
1739209798.575216;-38.13080360867914
1739209798.575219;-32.816014438256545
1739209798.5752218;-45.120503652039325
1739209798.5752246;-45.120503652039325
1739209798.5752277;-33.981070128970906
1739209798.5752306;-38.13080360867914
1739209798.5752335;-38.13080360867914
1739209798.5752363;-45.120503652039325
1739209798.5752394;-38.13080360867914
1739209798.5752423;-35.57807855764607
1739209798.5752451;-45.120503652039325
1739209798.575248;-45.120503652039325
1739209798.575251;-45.120503652039325
