CAN Message; 0x98:0000d62131bd9393
Timestamp;Amplitude
1739209639.461099;-35.57807855764607
1739209639.4611015;-35.57807855764607
1739209639.4611044;-35.57807855764607
1739209639.461107;-38.13080360867914
1739209639.4611099;-35.57807855764607
1739209639.4611125;-35.57807855764607
1739209639.4611154;-38.13080360867914
1739209639.4611182;-38.13080360867914
1739209639.4611208;-31.141103565318915
1739209639.4611237;-38.13080360867914
1739209639.4611263;-38.13080360867914
1739209639.4611292;-45.120503652039325
1739209639.461132;-45.120503652039325
1739209639.4611347;-38.13080360867914
1739209639.4611375;-45.120503652039325
1739209639.4611402;-45.120503652039325
1739209639.461143;-38.13080360867914
1739209639.4611456;-45.120503652039325
1739209639.4611485;-38.13080360867914
1739209639.4611514;-38.13080360867914
1739209639.461154;-35.57807855764607
1739209639.4611568;-38.13080360867914
1739209639.4611595;-38.13080360867914
1739209639.4611623;-45.120503652039325
1739209639.461165;-38.13080360867914
1739209639.4611678;-38.13080360867914
1739209639.4611707;-38.13080360867914
1739209639.4611733;-45.120503652039325
1739209639.4611762;-45.120503652039325
1739209639.4611788;-35.57807855764607
1739209639.4611816;-38.13080360867914
1739209639.4611845;-35.57807855764607
1739209639.4611871;-31.141103565318915
1739209639.46119;-38.13080360867914
1739209639.4611926;-45.120503652039325
1739209639.4611955;-35.57807855764607
1739209639.461198;-38.13080360867914
1739209639.461201;-38.13080360867914
1739209639.4612038;-38.13080360867914
1739209639.4612064;-45.120503652039325
1739209639.4612093;-38.13080360867914
1739209639.461212;-35.57807855764607
1739209639.4612148;-45.120503652039325
1739209639.4612174;-45.120503652039325
1739209639.4612203;-45.120503652039325
1739209639.4612231;-45.120503652039325
1739209639.4612257;-38.13080360867914
1739209639.4612286;-38.13080360867914
1739209639.4612312;-33.981070128970906
1739209639.461234;-38.13080360867914
1739209639.4612367;-38.13080360867914
1739209639.4612396;-35.57807855764607
1739209639.4612424;-35.57807855764607
1739209639.461245;-38.13080360867914
1739209639.461248;-45.120503652039325
1739209639.4612505;-38.13080360867914
1739209639.4612534;-38.13080360867914
1739209639.4612563;-45.120503652039325
1739209639.461259;-38.13080360867914
1739209639.4612617;-45.120503652039325
1739209639.4612644;-45.120503652039325
1739209639.4612672;-33.981070128970906
1739209639.4612699;-38.13080360867914
1739209639.4612727;-45.120503652039325
1739209639.4612756;-31.141103565318915
1739209639.4612782;-38.13080360867914
1739209639.461281;-45.120503652039325
1739209639.4612837;-45.120503652039325
1739209639.4612865;-33.981070128970906
1739209639.4612892;-38.13080360867914
1739209639.461292;-45.120503652039325
1739209639.461295;-32.816014438256545
1739209639.4612975;-38.13080360867914
1739209639.4613004;-45.120503652039325
1739209639.461303;-38.13080360867914
1739209639.4613059;-38.13080360867914
1739209639.4613087;-45.120503652039325
1739209639.4613113;-45.120503652039325
1739209639.4613142;-45.120503652039325
1739209639.4613168;-38.13080360867914
1739209639.4613197;-35.57807855764607
1739209639.4613223;-38.13080360867914
1739209639.4613252;-38.13080360867914
1739209639.461328;-38.13080360867914
1739209639.4613307;-33.981070128970906
1739209639.4613335;-38.13080360867914
1739209639.4613361;-45.120503652039325
1739209639.461339;-45.120503652039325
1739209639.4613416;-38.13080360867914
1739209639.4613445;-38.13080360867914
1739209639.4613473;-38.13080360867914
1739209639.46135;-33.981070128970906
1739209639.4613528;-45.120503652039325
1739209639.4613554;-45.120503652039325
1739209639.4613583;-38.13080360867914
1739209639.461361;-38.13080360867914
1739209639.4613638;-38.13080360867914
1739209639.4613667;-45.120503652039325
1739209639.4613693;-45.120503652039325
1739209639.4613721;-38.13080360867914
1739209639.4613748;-38.13080360867914
1739209639.4613776;-45.120503652039325
1739209639.4613805;-38.13080360867914
1739209639.461383;-38.13080360867914
1739209639.461386;-32.816014438256545
1739209639.4613886;-28.992665084841942
1739209639.4613914;-45.120503652039325
1739209639.461394;-45.120503652039325
1739209639.461397;-45.120503652039325
1739209639.4613998;-38.13080360867914
1739209639.4614024;-45.120503652039325
1739209639.4614053;-45.120503652039325
1739209639.461408;-45.120503652039325
1739209639.4614108;-38.13080360867914
1739209639.4614134;-38.13080360867914
1739209639.4614162;-45.120503652039325
1739209639.461419;-45.120503652039325
1739209639.4614217;-45.120503652039325
1739209639.4614246;-45.120503652039325
1739209639.4614272;-38.13080360867914
1739209639.46143;-32.816014438256545
1739209639.461433;-28.58837851428586
1739209639.4614356;-38.13080360867914
1739209639.4614384;-45.120503652039325
1739209639.461441;-38.13080360867914
1739209639.461444;-33.981070128970906
1739209639.4614465;-45.120503652039325
1739209639.4614494;-45.120503652039325
1739209639.4614522;-38.13080360867914
1739209639.4614549;-38.13080360867914
1739209639.4614577;-38.13080360867914
1739209639.4614604;-38.13080360867914
1739209639.4614632;-45.120503652039325
1739209639.4614658;-45.120503652039325
1739209639.4614687;-38.13080360867914
1739209639.4614716;-38.13080360867914
1739209639.4614742;-38.13080360867914
1739209639.461477;-32.816014438256545
1739209639.4614797;-45.120503652039325
1739209639.4614825;-38.13080360867914
1739209639.4614854;-35.57807855764607
1739209639.461488;-32.816014438256545
1739209639.4614909;-38.13080360867914
1739209639.4614935;-38.13080360867914
1739209639.4614964;-33.981070128970906
1739209639.461499;-45.120503652039325
1739209639.4615018;-45.120503652039325
1739209639.4615047;-38.13080360867914
1739209639.4615073;-38.13080360867914
1739209639.4615102;-45.120503652039325
1739209639.4615128;-38.13080360867914
1739209639.4615157;-45.120503652039325
1739209639.4615183;-38.13080360867914
1739209639.4615211;-30.49652367304973
1739209639.461524;-38.13080360867914
1739209639.4615266;-45.120503652039325
1739209639.4615295;-45.120503652039325
1739209639.461532;-38.13080360867914
1739209639.461535;-38.13080360867914
1739209639.4615378;-45.120503652039325
1739209639.4615405;-45.120503652039325
1739209639.4615433;-35.57807855764607
1739209639.461546;-35.57807855764607
1739209639.4615488;-45.120503652039325
1739209639.4615514;-45.120503652039325
1739209639.4615543;-45.120503652039325
1739209639.4615571;-45.120503652039325
1739209639.4615598;-45.120503652039325
1739209639.4615626;-45.120503652039325
1739209639.4615653;-45.120503652039325
1739209639.461568;-45.120503652039325
1739209639.4615707;-32.816014438256545
1739209639.4615736;-38.13080360867914
1739209639.4615765;-38.13080360867914
1739209639.461579;-45.120503652039325
1739209639.461582;-45.120503652039325
1739209639.4615846;-45.120503652039325
1739209639.4615874;-27.8777449560314
1739209639.46159;-31.141103565318915
1739209639.461593;-45.120503652039325
1739209639.4615958;-38.13080360867914
1739209639.4615984;-35.57807855764607
1739209639.4616013;-35.57807855764607
1739209639.4616039;-45.120503652039325
1739209639.4616067;-45.120503652039325
1739209639.4616096;-38.13080360867914
1739209639.4616122;-45.120503652039325
1739209639.461615;-38.13080360867914
1739209639.4616177;-38.13080360867914
1739209639.4616206;-38.13080360867914
1739209639.4616232;-38.13080360867914
1739209639.461626;-45.120503652039325
1739209639.461629;-45.120503652039325
1739209639.4616315;-32.816014438256545
1739209639.4616344;-33.981070128970906
1739209639.461637;-45.120503652039325
1739209639.46164;-38.13080360867914
1739209639.4616425;-38.13080360867914
1739209639.4616454;-38.13080360867914
1739209639.4616482;-38.13080360867914
1739209639.4616508;-35.57807855764607
1739209639.4616537;-38.13080360867914
1739209639.4616563;-33.981070128970906
1739209639.4616592;-45.120503652039325
1739209639.461662;-38.13080360867914
1739209639.4616647;-35.57807855764607
1739209639.4616675;-38.13080360867914
1739209639.4616702;-45.120503652039325
1739209639.461673;-38.13080360867914
1739209639.4616756;-38.13080360867914
1739209639.4616785;-45.120503652039325
1739209639.4616814;-45.120503652039325
1739209639.461684;-45.120503652039325
1739209639.4616868;-38.13080360867914
1739209639.4616895;-45.120503652039325
1739209639.4616923;-45.120503652039325
1739209639.461695;-45.120503652039325
1739209639.4616978;-35.57807855764607
1739209639.4617007;-33.981070128970906
1739209639.4617033;-38.13080360867914
1739209639.4617062;-35.57807855764607
1739209639.4617088;-38.13080360867914
1739209639.4617116;-35.57807855764607
1739209639.4617143;-45.120503652039325
1739209639.4617171;-45.120503652039325
1739209639.46172;-38.13080360867914
1739209639.4617226;-45.120503652039325
1739209639.4617255;-45.120503652039325
1739209639.461728;-45.120503652039325
1739209639.461731;-35.57807855764607
1739209639.4617338;-45.120503652039325
1739209639.4617364;-38.13080360867914
1739209639.4617393;-33.981070128970906
1739209639.461742;-45.120503652039325
1739209639.4617448;-33.981070128970906
1739209639.4617474;-45.120503652039325
1739209639.4617503;-45.120503652039325
1739209639.4617531;-38.13080360867914
1739209639.4617558;-35.57807855764607
1739209639.4617586;-38.13080360867914
1739209639.4617612;-45.120503652039325
1739209639.461764;-38.13080360867914
1739209639.4617667;-38.13080360867914
1739209639.4617696;-35.57807855764607
1739209639.4617724;-38.13080360867914
1739209639.461775;-38.13080360867914
1739209639.461778;-45.120503652039325
1739209639.4617805;-45.120503652039325
1739209639.4617834;-38.13080360867914
1739209639.4617863;-35.57807855764607
1739209639.461789;-33.981070128970906
1739209639.4617918;-35.57807855764607
1739209639.4617944;-38.13080360867914
1739209639.4617972;-45.120503652039325
1739209639.4617999;-33.981070128970906
1739209639.4618027;-33.981070128970906
1739209639.4618056;-45.120503652039325
1739209639.4618082;-45.120503652039325
1739209639.461811;-45.120503652039325
1739209639.4618137;-38.13080360867914
1739209639.4618165;-33.981070128970906
1739209639.4618192;-38.13080360867914
1739209639.461822;-45.120503652039325
1739209639.461825;-45.120503652039325
1739209639.4618275;-45.120503652039325
1739209639.4618304;-45.120503652039325
1739209639.461833;-45.120503652039325
1739209639.4618359;-45.120503652039325
1739209639.4618387;-45.120503652039325
1739209639.4618413;-45.120503652039325
1739209639.4618442;-38.13080360867914
1739209639.4618468;-38.13080360867914
1739209639.4618497;-45.120503652039325
1739209639.4618523;-45.120503652039325
1739209639.4618552;-38.13080360867914
1739209639.461858;-45.120503652039325
1739209639.4618607;-45.120503652039325
1739209639.4618635;-45.120503652039325
1739209639.4618661;-45.120503652039325
1739209639.461869;-38.13080360867914
1739209639.4618716;-35.57807855764607
1739209639.4618745;-35.57807855764607
1739209639.4618773;-35.57807855764607
1739209639.46188;-45.120503652039325
1739209639.4618828;-45.120503652039325
1739209639.4618855;-45.120503652039325
1739209639.4618883;-45.120503652039325
1739209639.4618912;-45.120503652039325
1739209639.4618938;-45.120503652039325
1739209639.4618967;-38.13080360867914
1739209639.4618993;-38.13080360867914
1739209639.4619021;-35.57807855764607
1739209639.4619048;-45.120503652039325
1739209639.4619076;-45.120503652039325
1739209639.4619105;-38.13080360867914
1739209639.461913;-45.120503652039325
1739209639.461916;-45.120503652039325
1739209639.4619186;-38.13080360867914
1739209639.4619215;-38.13080360867914
1739209639.461924;-45.120503652039325
1739209639.461927;-45.120503652039325
1739209639.4619298;-35.57807855764607
1739209639.4619324;-33.981070128970906
1739209639.4619353;-45.120503652039325
1739209639.461938;-45.120503652039325
1739209639.4619408;-38.13080360867914
1739209639.4619434;-38.13080360867914
1739209639.4619462;-38.13080360867914
1739209639.461949;-38.13080360867914
1739209639.4619517;-45.120503652039325
1739209639.4619546;-38.13080360867914
1739209639.4619572;-35.57807855764607
1739209639.46196;-33.981070128970906
1739209639.461963;-45.120503652039325
1739209639.4619656;-38.13080360867914
1739209639.4619684;-45.120503652039325
1739209639.461971;-45.120503652039325
1739209639.461974;-35.57807855764607
1739209639.4619765;-35.57807855764607
1739209639.4619794;-38.13080360867914
1739209639.4619823;-38.13080360867914
1739209639.4619849;-45.120503652039325
1739209639.4619877;-45.120503652039325
1739209639.4619904;-32.816014438256545
1739209639.4619932;-45.120503652039325
1739209639.4619958;-45.120503652039325
1739209639.4619987;-45.120503652039325
1739209639.4620016;-45.120503652039325
1739209639.4620042;-38.13080360867914
1739209639.462007;-38.13080360867914
1739209639.4620097;-33.981070128970906
1739209639.4620125;-45.120503652039325
1739209639.4620154;-45.120503652039325
1739209639.462018;-45.120503652039325
1739209639.4620209;-45.120503652039325
1739209639.4620235;-45.120503652039325
1739209639.4620264;-45.120503652039325
1739209639.462029;-38.13080360867914
1739209639.4620318;-45.120503652039325
1739209639.4620347;-32.816014438256545
1739209639.4620373;-32.816014438256545
1739209639.4620402;-38.13080360867914
1739209639.4620428;-45.120503652039325
1739209639.4620457;-35.57807855764607
1739209639.4620483;-35.57807855764607
1739209639.4620512;-45.120503652039325
1739209639.462054;-38.13080360867914
1739209639.4620566;-45.120503652039325
1739209639.4620595;-45.120503652039325
1739209639.4620621;-45.120503652039325
1739209639.462065;-38.13080360867914
1739209639.4620676;-45.120503652039325
1739209639.4620705;-45.120503652039325
1739209639.4620733;-38.13080360867914
1739209639.462076;-38.13080360867914
1739209639.4620788;-45.120503652039325
