CAN Message; 0x24:0c28e78f0ad30f16
1739209603.0766315;-45.120503652039325
1739209603.0766337;-45.120503652039325
1739209603.0766358;-45.120503652039325
1739209603.0766377;-45.120503652039325
1739209603.07664;-32.816014438256545
1739209603.076642;-26.991370085610736
1739209603.0766442;-45.120503652039325
1739209603.076646;-38.13080360867914
1739209603.0766482;-38.13080360867914
1739209603.0766504;-38.13080360867914
1739209603.0766525;-45.120503652039325
1739209603.0766544;-38.13080360867914
1739209603.0766566;-45.120503652039325
1739209603.0766587;-38.13080360867914
1739209603.0766609;-45.120503652039325
1739209603.0766628;-38.13080360867914
1739209603.076665;-45.120503652039325
1739209603.076667;-45.120503652039325
1739209603.076669;-45.120503652039325
1739209603.0766711;-45.120503652039325
1739209603.0766733;-45.120503652039325
1739209603.0766754;-33.981070128970906
1739209603.0766773;-45.120503652039325
1739209603.0766795;-38.13080360867914
1739209603.0766816;-45.120503652039325
1739209603.0766838;-45.120503652039325
1739209603.0766857;-38.13080360867914
1739209603.0766878;-45.120503652039325
1739209603.07669;-38.13080360867914
1739209603.076692;-32.816014438256545
1739209603.076694;-45.120503652039325
1739209603.0766962;-38.13080360867914
1739209603.0766983;-38.13080360867914
1739209603.0767004;-38.13080360867914
1739209603.0767024;-38.13080360867914
1739209603.0767045;-33.981070128970906
1739209603.0767066;-38.13080360867914
1739209603.0767088;-45.120503652039325
1739209603.0767107;-38.13080360867914
1739209603.0767128;-38.13080360867914
1739209603.076715;-45.120503652039325
1739209603.0767171;-38.13080360867914
1739209603.076719;-33.981070128970906
1739209603.0767212;-45.120503652039325
1739209603.0767233;-45.120503652039325
1739209603.0767255;-32.816014438256545
1739209603.0767274;-38.13080360867914
1739209603.0767295;-38.13080360867914
1739209603.0767317;-45.120503652039325
1739209603.0767336;-45.120503652039325
1739209603.0767357;-45.120503652039325
1739209603.0767379;-45.120503652039325
1739209603.07674;-45.120503652039325
1739209603.076742;-45.120503652039325
1739209603.076744;-45.120503652039325
1739209603.0767462;-38.13080360867914
1739209603.0767484;-45.120503652039325
1739209603.0767503;-38.13080360867914
1739209603.0767524;-38.13080360867914
1739209603.0767546;-45.120503652039325
1739209603.0767567;-45.120503652039325
1739209603.0767586;-45.120503652039325
1739209603.0767608;-38.13080360867914
1739209603.076763;-38.13080360867914
1739209603.076765;-45.120503652039325
1739209603.076767;-45.120503652039325
1739209603.076769;-45.120503652039325
1739209603.0767713;-45.120503652039325
1739209603.0767734;-45.120503652039325
1739209603.0767753;-38.13080360867914
1739209603.0767775;-33.981070128970906
1739209603.0767796;-45.120503652039325
1739209603.0767817;-45.120503652039325
1739209603.0767837;-38.13080360867914
1739209603.0767858;-45.120503652039325
1739209603.076788;-45.120503652039325
1739209603.0767899;-38.13080360867914
1739209603.076792;-38.13080360867914
1739209603.0767941;-33.981070128970906
1739209603.0767963;-38.13080360867914
1739209603.0767982;-38.13080360867914
1739209603.0768003;-45.120503652039325
1739209603.0768025;-38.13080360867914
1739209603.0768046;-45.120503652039325
1739209603.0768065;-38.13080360867914
1739209603.0768087;-35.57807855764607
1739209603.0768108;-33.981070128970906
1739209603.076813;-45.120503652039325
1739209603.076815;-33.981070128970906
1739209603.076817;-35.57807855764607
1739209603.0768192;-38.13080360867914
1739209603.0768213;-45.120503652039325
1739209603.0768232;-35.57807855764607
1739209603.0768254;-38.13080360867914
1739209603.0768275;-38.13080360867914
1739209603.0768297;-45.120503652039325
1739209603.0768316;-45.120503652039325
1739209603.0768337;-45.120503652039325
1739209603.0768359;-45.120503652039325
1739209603.076838;-45.120503652039325
1739209603.07684;-45.120503652039325
1739209603.076842;-35.57807855764607
1739209603.0768442;-45.120503652039325
1739209603.0768464;-45.120503652039325
1739209603.0768483;-45.120503652039325
1739209603.0768504;-45.120503652039325
1739209603.0768526;-38.13080360867914
1739209603.0768545;-35.57807855764607
1739209603.0768566;-45.120503652039325
1739209603.0768588;-45.120503652039325
1739209603.076861;-28.992665084841942
1739209603.0768628;-32.816014438256545
1739209603.076865;-45.120503652039325
1739209603.076867;-38.13080360867914
1739209603.0768692;-35.57807855764607
1739209603.0768712;-38.13080360867914
1739209603.0768733;-38.13080360867914
1739209603.0768754;-38.13080360867914
1739209603.071235;-38.13080360867914
1739209603.0712402;-38.13080360867914
1739209603.0712452;-45.120503652039325
1739209603.0712502;-45.120503652039325
1739209603.0712554;-38.13080360867914
1739209603.0712605;-38.13080360867914
1739209603.0712655;-45.120503652039325
1739209603.0712705;-33.981070128970906
1739209603.0712757;-38.13080360867914
1739209603.0712807;-33.981070128970906
1739209603.0712857;-32.816014438256545
1739209603.071291;-32.816014438256545
1739209603.071296;-26.991370085610736
1739209603.071301;-45.120503652039325
1739209603.0713062;-45.120503652039325
1739209603.0713112;-38.13080360867914
1739209603.0713162;-38.13080360867914
1739209603.0713215;-38.13080360867914
1739209603.0713265;-38.13080360867914
1739209603.0713315;-45.120503652039325
1739209603.0713365;-38.13080360867914
1739209603.0713418;-33.981070128970906
1739209603.0713468;-45.120503652039325
1739209603.0713518;-38.13080360867914
1739209603.071357;-35.57807855764607
1739209603.071362;-38.13080360867914
1739209603.071367;-45.120503652039325
1739209603.0713723;-32.816014438256545
1739209603.0713773;-29.438486411369333
1739209603.0713823;-45.120503652039325
1739209603.0713873;-45.120503652039325
1739209603.0713925;-35.57807855764607
1739209603.0713975;-38.13080360867914
1739209603.0714025;-45.120503652039325
1739209603.0714078;-35.57807855764607
1739209603.0714128;-45.120503652039325
1739209603.0714178;-45.120503652039325
1739209603.071423;-45.120503652039325
1739209603.071428;-45.120503652039325
1739209603.071433;-45.120503652039325
1739209603.0714383;-38.13080360867914
1739209603.0714433;-38.13080360867914
1739209603.0714483;-45.120503652039325
1739209603.0714533;-45.120503652039325
1739209603.0714586;-45.120503652039325
1739209603.0714636;-45.120503652039325
1739209603.0714686;-38.13080360867914
1739209603.0714738;-38.13080360867914
1739209603.0714788;-45.120503652039325
1739209603.0714839;-32.816014438256545
1739209603.071489;-45.120503652039325
1739209603.071494;-38.13080360867914
1739209603.071499;-28.21854285175415
1739209603.0715044;-38.13080360867914
1739209603.0715094;-38.13080360867914
1739209603.0715144;-45.120503652039325
1739209603.0715194;-45.120503652039325
1739209603.0715246;-45.120503652039325
1739209603.0715296;-33.981070128970906
1739209603.0715346;-38.13080360867914
1739209603.0715399;-31.141103565318943
1739209603.071545;-45.120503652039325
1739209603.07155;-45.120503652039325
1739209603.0715551;-45.120503652039325
1739209603.0715601;-45.120503652039325
1739209603.0715652;-33.981070128970906
1739209603.0715702;-45.120503652039325
1739209603.0715754;-33.981070128970906
1739209603.0715804;-26.487275050834715
1739209603.0715854;-38.13080360867914
1739209603.0715907;-45.120503652039325
1739209603.0715957;-38.13080360867914
1739209603.0716007;-35.57807855764607
1739209603.071606;-45.120503652039325
1739209603.071611;-45.120503652039325
1739209603.071616;-38.13080360867914
1739209603.0716212;-45.120503652039325
1739209603.0716262;-45.120503652039325
1739209603.0716312;-45.120503652039325
1739209603.0716362;-45.120503652039325
1739209603.0716414;-38.13080360867914
1739209603.0716465;-38.13080360867914
1739209603.0716515;-38.13080360867914
1739209603.0716567;-38.13080360867914
1739209603.0716617;-45.120503652039325
1739209603.0716667;-45.120503652039325
1739209603.071672;-45.120503652039325
1739209603.071677;-45.120503652039325
1739209603.071682;-45.120503652039325
1739209603.0716872;-33.981070128970906
1739209603.0716922;-45.120503652039325
1739209603.0716972;-45.120503652039325
1739209603.0717022;-29.438486411369333
1739209603.0717075;-45.120503652039325
1739209603.0717125;-45.120503652039325
1739209603.0717175;-38.13080360867914
1739209603.0717227;-35.57807855764607
1739209603.0717278;-45.120503652039325
1739209603.0717328;-45.120503652039325
1739209603.071738;-38.13080360867914
1739209603.071743;-38.13080360867914
1739209603.071748;-33.981070128970906
1739209603.071753;-35.57807855764607
1739209603.0717583;-45.120503652039325
1739209603.0717633;-35.57807855764607
1739209603.0717683;-33.981070128970906
1739209603.0717735;-35.57807855764607
1739209603.0717785;-38.13080360867914
1739209603.0717835;-38.13080360867914
1739209603.0717888;-38.13080360867914
1739209603.0717938;-45.120503652039325
1739209603.0717988;-45.120503652039325
1739209603.071804;-38.13080360867914
1739209603.071809;-45.120503652039325
1739209603.071814;-45.120503652039325
1739209603.071819;-38.13080360867914
1739209603.0718243;-38.13080360867914
1739209603.0718293;-38.13080360867914
1739209603.0718343;-45.120503652039325
1739209603.0718396;-45.120503652039325
1739209603.0718446;-38.13080360867914
1739209603.0718496;-45.120503652039325
1739209603.0718548;-45.120503652039325
1739209603.0718598;-38.13080360867914
1739209603.0718648;-38.13080360867914
1739209603.07187;-33.981070128970906
1739209603.071875;-38.13080360867914
1739209603.07188;-38.13080360867914
1739209603.071885;-38.13080360867914
1739209603.0718904;-38.13080360867914
1739209603.0718954;-45.120503652039325
1739209603.0719004;-38.13080360867914
1739209603.0719056;-45.120503652039325
1739209603.0719106;-45.120503652039325
1739209603.0719156;-45.120503652039325
1739209603.0719209;-38.13080360867914
1739209603.0719259;-45.120503652039325
1739209603.071931;-38.13080360867914
1739209603.071936;-35.57807855764607
1739209603.0719411;-45.120503652039325
1739209603.0719461;-45.120503652039325
1739209603.0719512;-35.57807855764607
1739209603.0719564;-35.57807855764607
1739209603.0719614;-45.120503652039325
1739209603.0719664;-35.57807855764607
1739209603.0719717;-38.13080360867914
1739209603.0719767;-45.120503652039325
1739209603.0719817;-45.120503652039325
1739209603.071987;-38.13080360867914
1739209603.071992;-45.120503652039325
1739209603.071997;-45.120503652039325
1739209603.072002;-45.120503652039325
1739209603.0720072;-45.120503652039325
1739209603.0720122;-45.120503652039325
1739209603.0720172;-45.120503652039325
1739209603.0720224;-45.120503652039325
1739209603.0720274;-38.13080360867914
1739209603.0720325;-35.57807855764607
1739209603.0720377;-38.13080360867914
1739209603.0720427;-38.13080360867914
1739209603.0720477;-35.57807855764607
1739209603.072053;-38.13080360867914
1739209603.072058;-45.120503652039325
1739209603.072063;-38.13080360867914
1739209603.072068;-38.13080360867914
1739209603.0720732;-35.57807855764607
1739209603.0720782;-38.13080360867914
1739209603.0720832;-38.13080360867914
1739209603.0720885;-45.120503652039325
1739209603.0720935;-38.13080360867914
1739209603.0720985;-32.816014438256545
1739209603.0721037;-38.13080360867914
1739209603.0721087;-45.120503652039325
1739209603.0721138;-27.267205301931607
1739209603.0721188;-33.981070128970906
1739209603.072124;-45.120503652039325
1739209603.072129;-45.120503652039325
1739209603.072134;-38.13080360867914
1739209603.0721393;-38.13080360867914
1739209603.0721443;-45.120503652039325
1739209603.0721493;-35.57807855764607
1739209603.0721545;-35.57807855764607
1739209603.0721595;-45.120503652039325
1739209603.0721645;-33.981070128970906
1739209603.0721698;-45.120503652039325
1739209603.0721748;-45.120503652039325
1739209603.0721798;-45.120503652039325
1739209603.0721848;-45.120503652039325
1739209603.07219;-45.120503652039325
1739209603.072195;-38.13080360867914
1739209603.0722;-38.13080360867914
1739209603.0722053;-33.981070128970906
1739209603.0722103;-31.141103565318893
1739209603.0722153;-38.13080360867914
1739209603.0722206;-38.13080360867914
1739209603.0722256;-38.13080360867914
1739209603.0722306;-45.120503652039325
1739209603.0722358;-45.120503652039325
1739209603.0722408;-45.120503652039325
1739209603.0722458;-45.120503652039325
1739209603.0722508;-45.120503652039325
1739209603.072256;-38.13080360867914
1739209603.072261;-38.13080360867914
1739209603.072266;-38.13080360867914
1739209603.0722713;-38.13080360867914
1739209603.0722764;-45.120503652039325
1739209603.0722814;-45.120503652039325
1739209603.0722866;-45.120503652039325
1739209603.0722916;-45.120503652039325
1739209603.0722966;-38.13080360867914
1739209603.0723016;-38.13080360867914
1739209603.0723069;-38.13080360867914
1739209603.0723119;-45.120503652039325
1739209603.072317;-32.816014438256545
1739209603.0723221;-32.816014438256545
1739209603.0723271;-38.13080360867914
1739209603.0723321;-35.57807855764607
1739209603.0723374;-38.13080360867914
1739209603.0723424;-45.120503652039325
1739209603.0723474;-38.13080360867914
1739209603.0723526;-31.141103565318893
1739209603.0723577;-45.120503652039325
1739209603.0723627;-45.120503652039325
1739209603.0723677;-45.120503652039325
1739209603.072373;-45.120503652039325
1739209603.072378;-45.120503652039325
1739209603.072383;-45.120503652039325
1739209603.0723882;-45.120503652039325
1739209603.0723932;-45.120503652039325
1739209603.0723982;-33.981070128970906
1739209603.0724034;-32.816014438256545
1739209603.0724084;-45.120503652039325
1739209603.0724134;-45.120503652039325
1739209603.0724187;-33.981070128970906
1739209603.0724237;-38.13080360867914
1739209603.0724287;-38.13080360867914
1739209603.0724337;-38.13080360867914
1739209603.072439;-38.13080360867914
1739209603.072444;-32.816014438256545
1739209603.072449;-45.120503652039325
1739209603.0724542;-38.13080360867914
1739209603.0724592;-38.13080360867914
1739209603.0724642;-38.13080360867914
1739209603.0724695;-45.120503652039325
1739209603.0724745;-33.981070128970906
1739209603.0724795;-38.13080360867914
1739209603.0724845;-45.120503652039325
1739209603.0724897;-38.13080360867914
1739209603.0724947;-45.120503652039325
1739209603.0724998;-38.13080360867914
1739209603.072505;-38.13080360867914
1739209603.07251;-38.13080360867914
1739209603.072515;-45.120503652039325
1739209603.0725203;-38.13080360867914
1739209603.0725253;-32.816014438256545
1739209603.0725303;-45.120503652039325
1739209603.0725355;-45.120503652039325
1739209603.0725405;-38.13080360867914
1739209603.0725455;-45.120503652039325
1739209603.0725505;-45.120503652039325
1739209603.0725558;-38.13080360867914
1739209603.0725608;-45.120503652039325
1739209603.0725658;-45.120503652039325
1739209603.072571;-45.120503652039325
1739209603.072576;-45.120503652039325
1739209603.072581;-45.120503652039325
1739209603.0725863;-38.13080360867914
1739209603.0725913;-38.13080360867914
1739209603.0725963;-38.13080360867914
1739209603.0726016;-45.120503652039325
1739209603.0726066;-38.13080360867914
1739209603.0726116;-35.57807855764607
1739209603.0726166;-35.57807855764607
1739209603.0726218;-38.13080360867914
1739209603.0726268;-45.120503652039325
1739209603.0726318;-45.120503652039325
1739209603.072637;-38.13080360867914
1739209603.072642;-38.13080360867914
1739209603.072647;-38.13080360867914
1739209603.0726523;-38.13080360867914
1739209603.0726573;-38.13080360867914
1739209603.0726624;-45.120503652039325
1739209603.0726676;-38.13080360867914
1739209603.0726726;-45.120503652039325
1739209603.0726776;-45.120503652039325
1739209603.0726826;-38.13080360867914
1739209603.0726879;-38.13080360867914
1739209603.0726929;-31.141103565318915
1739209603.0726979;-45.120503652039325
1739209603.0727031;-38.13080360867914
1739209603.0727081;-38.13080360867914
1739209603.0727131;-45.120503652039325
1739209603.0727184;-35.57807855764607
1739209603.0727234;-45.120503652039325
1739209603.0727284;-38.13080360867914
1739209603.0727334;-31.141103565318915
1739209603.0727386;-35.57807855764607
1739209603.0727437;-38.13080360867914
1739209603.0727487;-45.120503652039325
1739209603.072754;-33.981070128970906
1739209603.072759;-38.13080360867914
1739209603.072764;-45.120503652039325
1739209603.0727692;-38.13080360867914
1739209603.0727742;-38.13080360867914
1739209603.0727792;-38.13080360867914
1739209603.0727844;-38.13080360867914
1739209603.0727894;-38.13080360867914
1739209603.0727944;-38.13080360867914
1739209603.0727994;-45.120503652039325
1739209603.0728047;-38.13080360867914
1739209603.0728097;-32.816014438256545
1739209603.0728147;-33.981070128970906
1739209603.07282;-45.120503652039325
1739209603.072825;-38.13080360867914
1739209603.07283;-38.13080360867914
1739209603.0728352;-45.120503652039325
1739209603.0728402;-45.120503652039325
1739209603.0728452;-45.120503652039325
1739209603.0728505;-38.13080360867914
1739209603.0728555;-31.141103565318915
1739209603.0728605;-33.981070128970906
1739209603.0728655;-38.13080360867914
1739209603.0728707;-45.120503652039325
1739209603.0728757;-38.13080360867914
1739209603.0728807;-33.981070128970906
1739209603.072886;-38.13080360867914
1739209603.072891;-45.120503652039325
1739209603.072896;-30.49652367304973
1739209603.0729012;-38.13080360867914
1739209603.0729063;-38.13080360867914
1739209603.0729113;-45.120503652039325
1739209603.0729163;-38.13080360867914
1739209603.0729215;-35.57807855764607
1739209603.0729265;-45.120503652039325
1739209603.0729315;-45.120503652039325
1739209603.0729368;-31.141103565318915
1739209603.0729418;-38.13080360867914
1739209603.0729468;-38.13080360867914
1739209603.072952;-38.13080360867914
1739209603.072957;-33.981070128970906
1739209603.072962;-45.120503652039325
1739209603.0729673;-45.120503652039325
1739209603.0729723;-33.981070128970906
1739209603.0729773;-45.120503652039325
1739209603.0729823;-45.120503652039325
1739209603.0729876;-35.57807855764607
1739209603.0729926;-35.57807855764607
1739209603.0729976;-38.13080360867914
1739209603.0730028;-45.120503652039325
1739209603.0730078;-45.120503652039325
1739209603.0730128;-45.120503652039325
1739209603.073018;-35.57807855764607
1739209603.073023;-38.13080360867914
1739209603.073028;-45.120503652039325
1739209603.0730333;-45.120503652039325
1739209603.0730383;-45.120503652039325
1739209603.0730433;-45.120503652039325
1739209603.0730484;-45.120503652039325
1739209603.0730536;-38.13080360867914
1739209603.0730586;-27.267205301931607
1739209603.0730636;-38.13080360867914
1739209603.0730689;-33.981070128970906
1739209603.0730739;-38.13080360867914
1739209603.0730789;-33.981070128970906
1739209603.073084;-35.57807855764607
1739209603.0730891;-38.13080360867914
1739209603.0730941;-38.13080360867914
1739209603.0730991;-38.13080360867914
1739209603.0731044;-45.120503652039325
1739209603.0731094;-33.981070128970906
1739209603.0731144;-45.120503652039325
1739209603.0731196;-45.120503652039325
1739209603.0731246;-45.120503652039325
1739209603.0731297;-38.13080360867914
1739209603.073135;-38.13080360867914
1739209603.07314;-30.49652367304973
1739209603.073145;-33.981070128970906
1739209603.0731502;-38.13080360867914
1739209603.0731552;-38.13080360867914
1739209603.0731602;-35.57807855764607
1739209603.0731652;-38.13080360867914
1739209603.0731704;-38.13080360867914
1739209603.0731754;-38.13080360867914
1739209603.0731804;-38.13080360867914
1739209603.0731857;-45.120503652039325
1739209603.0731907;-38.13080360867914
1739209603.0731957;-45.120503652039325
1739209603.073201;-45.120503652039325
1739209603.073206;-33.981070128970906
1739209603.073211;-38.13080360867914
1739209603.0732162;-45.120503652039325
1739209603.0732212;-31.141103565318893
1739209603.0732262;-27.8777449560314
1739209603.0732312;-45.120503652039325
1739209603.0732365;-45.120503652039325
1739209603.0732415;-38.13080360867914
1739209603.0732465;-38.13080360867914
1739209603.0732517;-45.120503652039325
1739209603.0732567;-38.13080360867914
1739209603.0732617;-45.120503652039325
1739209603.073267;-45.120503652039325
1739209603.073272;-38.13080360867914
1739209603.073277;-38.13080360867914
1739209603.073282;-45.120503652039325
1739209603.0732872;-38.13080360867914
1739209603.0732923;-38.13080360867914
1739209603.0732973;-45.120503652039325
1739209603.0733025;-32.816014438256545
1739209603.0733075;-32.816014438256545
1739209603.0733125;-45.120503652039325
1739209603.0733178;-45.120503652039325
1739209603.0733228;-45.120503652039325
1739209603.0733278;-45.120503652039325
1739209603.073333;-38.13080360867914
1739209603.073338;-38.13080360867914
1739209603.073343;-38.13080360867914
1739209603.073348;-38.13080360867914
1739209603.0733533;-45.120503652039325
1739209603.0733583;-45.120503652039325
1739209603.0733633;-31.141103565318915
1739209603.0733685;-35.57807855764607
1739209603.0733736;-38.13080360867914
1739209603.0733786;-45.120503652039325
1739209603.0733838;-38.13080360867914
1739209603.0733888;-38.13080360867914
1739209603.0733938;-45.120503652039325
1739209603.073399;-45.120503652039325
1739209603.073404;-38.13080360867914
1739209603.073409;-45.120503652039325
1739209603.073414;-38.13080360867914
1739209603.0734193;-45.120503652039325
1739209603.0734243;-38.13080360867914
1739209603.0734293;-35.57807855764607
1739209603.0734346;-38.13080360867914
1739209603.0734396;-38.13080360867914
1739209603.0734446;-38.13080360867914
1739209603.0734499;-35.57807855764607
1739209603.0734549;-45.120503652039325
1739209603.0734599;-38.13080360867914
1739209603.0734649;-45.120503652039325
1739209603.07347;-45.120503652039325
1739209603.0734751;-38.13080360867914
1739209603.0734801;-45.120503652039325
1739209603.0734854;-38.13080360867914
1739209603.0734904;-38.13080360867914
1739209603.0734954;-33.981070128970906
1739209603.0735006;-45.120503652039325
1739209603.0735056;-38.13080360867914
1739209603.0735106;-32.816014438256545
1739209603.073516;-45.120503652039325
1739209603.073521;-45.120503652039325
1739209603.073526;-45.120503652039325
1739209603.073531;-38.13080360867914
1739209603.0735362;-38.13080360867914
1739209603.0735412;-38.13080360867914
1739209603.0735462;-38.13080360867914
1739209603.0735514;-45.120503652039325
1739209603.0735564;-45.120503652039325
1739209603.0735614;-33.981070128970906
1739209603.0735667;-45.120503652039325
1739209603.0735717;-38.13080360867914
1739209603.0735767;-38.13080360867914
1739209603.073582;-35.57807855764607
1739209603.073587;-38.13080360867914
1739209603.073592;-45.120503652039325
1739209603.073597;-32.816014438256545
1739209603.0736022;-38.13080360867914
1739209603.0736072;-38.13080360867914
1739209603.0736122;-38.13080360867914
1739209603.0736175;-45.120503652039325
1739209603.0736225;-45.120503652039325
1739209603.0736275;-38.13080360867914
1739209603.0736327;-35.57807855764607
1739209603.0736377;-38.13080360867914
1739209603.0736427;-45.120503652039325
1739209603.0736477;-38.13080360867914
1739209603.073653;-35.57807855764607
1739209603.073658;-38.13080360867914
1739209603.073663;-45.120503652039325
1739209603.0736682;-38.13080360867914
1739209603.0736732;-45.120503652039325
1739209603.0736783;-38.13080360867914
1739209603.0736835;-38.13080360867914
1739209603.0736885;-38.13080360867914
1739209603.0736935;-45.120503652039325
1739209603.0736988;-45.120503652039325
1739209603.0737038;-38.13080360867914
1739209603.0737088;-45.120503652039325
1739209603.0737138;-38.13080360867914
1739209603.073719;-31.141103565318915
1739209603.073724;-35.57807855764607
1739209603.073729;-45.120503652039325
1739209603.0737343;-38.13080360867914
1739209603.0737393;-32.816014438256545
1739209603.0737443;-45.120503652039325
1739209603.0737495;-45.120503652039325
1739209603.0737545;-45.120503652039325
1739209603.0737596;-35.57807855764607
1739209603.0737648;-45.120503652039325
1739209603.0737698;-33.981070128970906
1739209603.0737748;-45.120503652039325
1739209603.0737798;-38.13080360867914
1739209603.073785;-45.120503652039325
1739209603.07379;-45.120503652039325
1739209603.073795;-38.13080360867914
1739209603.0738003;-31.141103565318915
1739209603.0738053;-45.120503652039325
1739209603.0738103;-45.120503652039325
1739209603.0738156;-38.13080360867914
1739209603.0738206;-35.57807855764607
1739209603.0738256;-45.120503652039325
1739209603.0738306;-45.120503652039325
1739209603.0738358;-38.13080360867914
1739209603.0738409;-38.13080360867914
1739209603.0738459;-45.120503652039325
1739209603.073851;-45.120503652039325
1739209603.073856;-45.120503652039325
1739209603.0738611;-38.13080360867914
1739209603.0738664;-45.120503652039325
1739209603.0738714;-45.120503652039325
1739209603.0738764;-45.120503652039325
1739209603.0738816;-32.81601443825658
1739209603.0738866;-45.120503652039325
1739209603.0738916;-32.816014438256545
1739209603.0738966;-38.13080360867914
1739209603.073902;-35.57807855764607
1739209603.073907;-38.13080360867914
1739209603.073912;-45.120503652039325
1739209603.0739172;-32.816014438256545
1739209603.0739222;-28.992665084841942
1739209603.0739272;-38.13080360867914
1739209603.0739324;-45.120503652039325
1739209603.0739374;-45.120503652039325
1739209603.0739424;-38.13080360867914
1739209603.0739477;-38.13080360867914
1739209603.0739527;-45.120503652039325
1739209603.0739577;-45.120503652039325
1739209603.0739627;-38.13080360867914
1739209603.073968;-38.13080360867914
1739209603.073973;-45.120503652039325
1739209603.073978;-45.120503652039325
1739209603.0739832;-38.13080360867914
1739209603.0739882;-38.13080360867914
1739209603.0739932;-38.13080360867914
1739209603.0739985;-45.120503652039325
1739209603.0740035;-27.267205301931607
1739209603.0740085;-32.816014438256545
1739209603.0740137;-45.120503652039325
1739209603.0740187;-38.13080360867914
1739209603.0740237;-38.13080360867914
1739209603.0740287;-38.13080360867914
1739209603.074034;-45.120503652039325
1739209603.074039;-31.141103565318893
1739209603.074044;-38.13080360867914
1739209603.0740492;-45.120503652039325
1739209603.0740542;-45.120503652039325
1739209603.0740592;-33.981070128970906
1739209603.0740645;-38.13080360867914
1739209603.0740695;-45.120503652039325
1739209603.0740745;-38.13080360867914
1739209603.0740795;-38.13080360867914
1739209603.0740848;-33.981070128970906
1739209603.0740898;-45.120503652039325
1739209603.0740948;-38.13080360867914
1739209603.0741;-45.120503652039325
1739209603.074105;-38.13080360867914
1739209603.07411;-38.13080360867914
1739209603.0741153;-38.13080360867914
1739209603.0741203;-45.120503652039325
1739209603.0741253;-33.981070128970906
1739209603.0741305;-38.13080360867914
