CAN Message; 0x1a7:0000183f7a497ca8
1739209873.134895;-31.141103565318915
1739209873.1349022;-28.992665084841942
1739209873.1349092;-32.816014438256545
1739209873.1349163;-38.13080360867914
1739209873.1349235;-38.13080360867914
1739209873.1349304;-45.120503652039325
1739209873.1349375;-38.13080360867914
1739209873.1349447;-38.13080360867914
1739209873.1349518;-38.13080360867914
1739209873.1349587;-33.981070128970956
1739209873.134966;-38.13080360867914
1739209873.134973;-33.981070128970906
1739209873.13498;-38.13080360867914
1739209873.134987;-45.120503652039325
1739209873.1349943;-38.13080360867914
1739209873.1350012;-35.57807855764607
1739209873.1350083;-45.120503652039325
1739209873.1350155;-31.141103565318915
1739209873.1350224;-38.13080360867914
1739209873.1350296;-45.120503652039325
1739209873.1350367;-38.13080360867914
1739209873.1350436;-32.816014438256545
1739209873.1350508;-45.120503652039325
1739209873.135058;-45.120503652039325
1739209873.1350648;-45.120503652039325
1739209873.135072;-45.120503652039325
1739209873.1350791;-38.13080360867914
1739209873.1350863;-45.120503652039325
1739209873.1350932;-45.120503652039325
1739209873.1351004;-45.120503652039325
1739209873.1351075;-38.13080360867914
1739209873.1351144;-35.57807855764607
1739209873.1351216;-38.13080360867914
1739209873.1351287;-35.57807855764607
1739209873.1351357;-38.13080360867914
1739209873.1351428;-33.981070128970906
1739209873.13515;-45.120503652039325
1739209873.1351569;-38.13080360867914
1739209873.135164;-45.120503652039325
1739209873.1351712;-38.13080360867914
1739209873.135178;-45.120503652039325
1739209873.1351852;-33.981070128970906
1739209873.1351924;-33.981070128970906
1739209873.1351993;-38.13080360867914
1739209873.1352065;-38.13080360867914
1739209873.1352136;-38.13080360867914
1739209873.1352205;-38.13080360867914
1739209873.1352277;-45.120503652039325
1739209873.1352348;-38.13080360867914
1739209873.135242;-33.981070128970906
1739209873.135249;-38.13080360867914
1739209873.135256;-45.120503652039325
1739209873.1352632;-45.120503652039325
1739209873.13527;-45.120503652039325
1739209873.1352773;-45.120503652039325
1739209873.1352844;-33.981070128970906
1739209873.1352913;-38.13080360867914
1739209873.1352985;-33.981070128970906
1739209873.1353056;-38.13080360867914
1739209873.1353126;-45.120503652039325
1739209873.1353197;-38.13080360867914
1739209873.1353269;-38.13080360867914
1739209873.1353338;-38.13080360867914
1739209873.135341;-38.13080360867914
1739209873.135348;-33.981070128970906
1739209873.135355;-38.13080360867914
1739209873.1353621;-38.13080360867914
1739209873.1353693;-38.13080360867914
1739209873.1353765;-38.13080360867914
1739209873.1353834;-38.13080360867914
1739209873.1353905;-35.57807855764607
1739209873.1353977;-38.13080360867914
1739209873.1354046;-38.13080360867914
1739209873.1354117;-38.13080360867914
1739209873.135419;-45.120503652039325
1739209873.1354258;-38.13080360867914
1739209873.135433;-38.13080360867914
1739209873.13544;-45.120503652039325
1739209873.135447;-45.120503652039325
1739209873.1354542;-33.981070128970906
1739209873.1354613;-35.57807855764607
1739209873.1354682;-38.13080360867914
1739209873.1354754;-45.120503652039325
1739209873.1354825;-38.13080360867914
1739209873.1354895;-38.13080360867914
1739209873.1354966;-45.120503652039325
1739209873.1355038;-38.13080360867914
1739209873.135511;-45.120503652039325
1739209873.1355178;-33.981070128970906
1739209873.135525;-45.120503652039325
1739209873.1355321;-38.13080360867914
1739209873.135539;-45.120503652039325
1739209873.1355462;-38.13080360867914
1739209873.1355534;-45.120503652039325
1739209873.1355603;-38.13080360867914
1739209873.1355674;-38.13080360867914
1739209873.1355746;-45.120503652039325
1739209873.1355815;-35.57807855764607
1739209873.1355886;-45.120503652039325
1739209873.1355958;-38.13080360867914
1739209873.1356027;-38.13080360867914
1739209873.1356099;-38.13080360867914
1739209873.135617;-38.13080360867914
1739209873.135624;-45.120503652039325
1739209873.135631;-38.13080360867914
1739209873.1356382;-45.120503652039325
1739209873.1356454;-33.981070128970906
1739209873.1356523;-31.141103565318893
1739209873.1356595;-45.120503652039325
1739209873.1356666;-45.120503652039325
1739209873.1356735;-33.981070128970906
1739209873.1356807;-38.13080360867914
1739209873.1356878;-38.13080360867914
1739209873.1356947;-45.120503652039325
1739209873.135702;-45.120503652039325
1739209873.135709;-45.120503652039325
1739209873.135716;-38.13080360867914
1739209873.135723;-35.57807855764607
1739209873.1357303;-45.120503652039325
1739209873.1357372;-38.13080360867914
1739209873.1357443;-38.13080360867914
1739209873.1357515;-38.13080360867914
1739209873.1357584;-45.120503652039325
1739209873.1357656;-45.120503652039325
1739209873.1357727;-38.13080360867914
1739209873.1357799;-45.120503652039325
1739209873.1357868;-33.981070128970906
1739209873.135794;-45.120503652039325
1739209873.135801;-45.120503652039325
1739209873.135808;-45.120503652039325
1739209873.1358151;-28.58837851428586
1739209873.1358223;-27.8777449560314
1739209873.1358292;-45.120503652039325
1739209873.1358364;-45.120503652039325
1739209873.1358435;-32.816014438256545
1739209873.1358504;-33.981070128970906
1739209873.1358576;-45.120503652039325
1739209873.1358647;-32.816014438256545
1739209873.1358716;-45.120503652039325
1739209873.1358788;-38.13080360867914
1739209873.135886;-38.13080360867914
1739209873.1358929;-35.57807855764607
1739209873.1359;-45.120503652039325
1739209873.1359072;-45.120503652039325
1739209873.135914;-38.13080360867914
1739209873.1359212;-45.120503652039325
1739209873.1359284;-35.57807855764607
1739209873.1359355;-32.816014438256545
1739209873.1359425;-38.13080360867914
1739209873.1359496;-45.120503652039325
1739209873.1359568;-33.981070128970906
1739209873.1359637;-35.57807855764607
1739209873.1359708;-38.13080360867914
1739209873.135978;-45.120503652039325
1739209873.135985;-32.816014438256545
1739209873.135992;-28.21854285175415
1739209873.1359992;-45.120503652039325
1739209873.136006;-45.120503652039325
1739209873.1360133;-38.13080360867914
1739209873.1360204;-32.816014438256545
1739209873.1360273;-45.120503652039325
1739209873.1360345;-33.981070128970906
1739209873.1360416;-45.120503652039325
1739209873.1360486;-38.13080360867914
1739209873.1360557;-38.13080360867914
1739209873.1360629;-38.13080360867914
1739209873.13607;-45.120503652039325
1739209873.136077;-45.120503652039325
1739209873.136084;-35.57807855764607
1739209873.1360912;-38.13080360867914
1739209873.1360981;-35.57807855764607
1739209873.1361053;-27.8777449560314
1739209873.1361125;-45.120503652039325
1739209873.1361194;-45.120503652039325
1739209873.1361265;-38.13080360867914
1739209873.1361337;-35.57807855764607
1739209873.1361406;-45.120503652039325
1739209873.1361477;-45.120503652039325
1739209873.136155;-45.120503652039325
1739209873.1361618;-45.120503652039325
1739209873.136169;-45.120503652039325
1739209873.136176;-38.13080360867914
1739209873.136183;-45.120503652039325
1739209873.1361902;-38.13080360867914
1739209873.1361973;-38.13080360867914
1739209873.1362045;-45.120503652039325
1739209873.1362114;-38.13080360867914
1739209873.1362185;-35.57807855764607
1739209873.1362257;-45.120503652039325
1739209873.1362326;-45.120503652039325
1739209873.1362398;-45.120503652039325
1739209873.136247;-45.120503652039325
1739209873.1362538;-38.13080360867914
1739209873.136261;-38.13080360867914
1739209873.1362681;-45.120503652039325
1739209873.136275;-32.816014438256545
1739209873.1362822;-35.57807855764607
1739209873.1362894;-45.120503652039325
1739209873.1362963;-38.13080360867914
1739209873.1363034;-35.57807855764607
1739209873.1363106;-38.13080360867914
1739209873.1363175;-45.120503652039325
1739209873.1363246;-45.120503652039325
1739209873.1363318;-38.13080360867914
1739209873.136339;-38.13080360867914
1739209873.1363459;-45.120503652039325
1739209873.136353;-38.13080360867914
1739209873.1363602;-38.13080360867914
1739209873.136367;-38.13080360867914
1739209873.1363742;-38.13080360867914
1739209873.1363814;-45.120503652039325
1739209873.1363883;-45.120503652039325
1739209873.1363955;-45.120503652039325
1739209873.1364026;-45.120503652039325
1739209873.1364095;-45.120503652039325
1739209873.1364167;-45.120503652039325
1739209873.1364238;-45.120503652039325
1739209873.1364307;-45.120503652039325
1739209873.136438;-45.120503652039325
1739209873.136445;-38.13080360867914
1739209873.136452;-38.13080360867914
1739209873.136459;-45.120503652039325
1739209873.1364663;-38.13080360867914
1739209873.1364732;-38.13080360867914
1739209873.1364803;-38.13080360867914
1739209873.1364875;-38.13080360867914
1739209873.1364946;-38.13080360867914
1739209873.1365016;-35.57807855764607
1739209873.1365087;-38.13080360867914
1739209873.1365159;-45.120503652039325
1739209873.1365228;-38.13080360867914
1739209873.13653;-45.120503652039325
1739209873.136537;-45.120503652039325
1739209873.136544;-35.57807855764607
1739209873.1365511;-38.13080360867914
1739209873.1365583;-45.120503652039325
1739209873.1365652;-38.13080360867914
1739209873.1365724;-38.13080360867914
1739209873.1365795;-38.13080360867914
1739209873.1365864;-38.13080360867914
1739209873.1365936;-38.13080360867914
1739209873.1366007;-38.13080360867914
1739209873.1366076;-38.13080360867914
1739209873.1366148;-38.13080360867914
1739209873.136622;-38.13080360867914
1739209873.136629;-45.120503652039325
1739209873.136636;-33.981070128970906
1739209873.1366432;-38.13080360867914
1739209873.1366503;-33.981070128970906
1739209873.1366572;-38.13080360867914
1739209873.1366644;-33.981070128970906
1739209873.1366715;-35.57807855764607
1739209873.1366785;-45.120503652039325
1739209873.1366856;-45.120503652039325
1739209873.1366928;-45.120503652039325
1739209873.1366997;-38.13080360867914
1739209873.1367068;-31.141103565318915
1739209873.136714;-35.57807855764607
1739209873.136721;-35.57807855764607
1739209873.136728;-35.57807855764607
1739209873.1367352;-27.267205301931607
1739209873.136742;-35.57807855764607
1739209873.1367493;-45.120503652039325
1739209873.1367564;-45.120503652039325
1739209873.1367636;-45.120503652039325
1739209873.1367705;-38.13080360867914
1739209873.1367776;-38.13080360867914
1739209873.1367848;-45.120503652039325
1739209873.1367917;-31.14110356531892
1739209873.1367989;-45.120503652039325
1739209873.136806;-45.120503652039325
1739209873.136813;-38.13080360867914
1739209873.13682;-38.13080360867914
1739209873.1368272;-45.120503652039325
1739209873.1368341;-45.120503652039325
1739209873.1368413;-38.13080360867914
1739209873.1368484;-33.981070128970906
1739209873.1368554;-45.120503652039325
1739209873.1368625;-45.120503652039325
1739209873.1368697;-45.120503652039325
1739209873.1368766;-38.13080360867914
1739209873.1368837;-38.13080360867914
1739209873.136891;-38.13080360867914
1739209873.136898;-45.120503652039325
1739209873.136905;-38.13080360867914
1739209873.136912;-35.57807855764607
1739209873.1369193;-45.120503652039325
1739209873.1369262;-45.120503652039325
1739209873.1369333;-33.981070128970906
1739209873.1369405;-45.120503652039325
1739209873.1369474;-45.120503652039325
1739209873.1369545;-32.816014438256545
1739209873.1369617;-33.981070128970956
1739209873.1369686;-45.120503652039325
1739209873.1369758;-38.13080360867914
1739209873.136983;-38.13080360867914
1739209873.1369898;-38.13080360867914
1739209873.136997;-45.120503652039325
1739209873.1370041;-45.120503652039325
1739209873.137011;-45.120503652039325
1739209873.1370182;-30.49652367304973
1739209873.1370254;-33.981070128970906
1739209873.1370325;-45.120503652039325
1739209873.1370394;-45.120503652039325
1739209873.1370466;-33.981070128970906
1739209873.1370537;-38.13080360867914
1739209873.1370606;-45.120503652039325
1739209873.1370678;-45.120503652039325
1739209873.137075;-45.120503652039325
1739209873.1370819;-45.120503652039325
1739209873.137089;-38.13080360867914
1739209873.1370962;-45.120503652039325
1739209873.137103;-35.57807855764607
1739209873.1371102;-35.57807855764607
1739209873.1371174;-45.120503652039325
1739209873.1371243;-45.120503652039325
1739209873.1371315;-45.120503652039325
1739209873.1371386;-45.120503652039325
1739209873.1371455;-38.13080360867914
1739209873.1371527;-35.57807855764607
1739209873.1371598;-45.120503652039325
1739209873.1371667;-45.120503652039325
1739209873.137174;-45.120503652039325
1739209873.137181;-38.13080360867914
1739209873.1371882;-35.57807855764607
1739209873.137195;-38.13080360867914
1739209873.1372023;-45.120503652039325
1739209873.1372094;-45.120503652039325
1739209873.1372163;-35.57807855764607
1739209873.1372235;-38.13080360867914
1739209873.1372306;-45.120503652039325
1739209873.1372375;-45.120503652039325
1739209873.1372447;-45.120503652039325
1739209873.1372519;-45.120503652039325
1739209873.1372588;-38.13080360867914
1739209873.137266;-38.13080360867914
1739209873.137273;-38.13080360867914
1739209873.13728;-28.58837851428586
1739209873.1372871;-38.13080360867914
1739209873.1372943;-45.120503652039325
1739209873.1373012;-45.120503652039325
1739209873.1373084;-45.120503652039325
1739209873.1373155;-45.120503652039325
1739209873.1373227;-38.13080360867914
1739209873.1373296;-45.120503652039325
1739209873.1373367;-45.120503652039325
1739209873.137344;-35.57807855764607
1739209873.1373508;-35.57807855764607
1739209873.137358;-45.120503652039325
1739209873.137365;-45.120503652039325
1739209873.137372;-38.13080360867914
1739209873.1373792;-38.13080360867914
1739209873.1373863;-32.816014438256545
1739209873.1373932;-35.57807855764607
1739209873.1374004;-45.120503652039325
1739209873.1374075;-45.120503652039325
1739209873.1374145;-45.120503652039325
1739209873.1374216;-33.981070128970906
1739209873.1374288;-38.13080360867914
1739209873.1374357;-45.120503652039325
1739209873.1374428;-45.120503652039325
1739209873.13745;-38.13080360867914
1739209873.1374571;-45.120503652039325
1739209873.137464;-45.120503652039325
1739209873.1374712;-33.981070128970906
1739209873.1374784;-38.13080360867914
1739209873.1374853;-38.13080360867914
1739209873.1374924;-38.13080360867914
1739209873.1374996;-38.13080360867914
1739209873.1375065;-38.13080360867914
1739209873.1375136;-38.13080360867914
1739209873.1375208;-38.13080360867914
1739209873.1375277;-45.120503652039325
1739209873.1375349;-45.120503652039325
1739209873.137542;-38.13080360867914
1739209873.137549;-38.13080360867914
1739209873.137556;-45.120503652039325
1739209873.1375632;-33.981070128970906
1739209873.1375701;-38.13080360867914
1739209873.1375773;-45.120503652039325
1739209873.1375844;-35.57807855764607
1739209873.1375916;-38.13080360867914
1739209873.1375985;-45.120503652039325
1739209873.1376057;-45.120503652039325
1739209873.1376128;-45.120503652039325
1739209873.1376197;-45.120503652039325
1739209873.137627;-45.120503652039325
1739209873.137634;-45.120503652039325
1739209873.137641;-38.13080360867914
1739209873.137648;-38.13080360867914
1739209873.1376553;-38.13080360867914
1739209873.1376622;-38.13080360867914
1739209873.1376693;-38.13080360867914
1739209873.1376765;-45.120503652039325
1739209873.1376834;-33.981070128970906
1739209873.1376905;-32.816014438256545
1739209873.1376977;-38.13080360867914
1739209873.1377046;-31.141103565318915
1739209873.1377118;-31.141103565318915
1739209873.137719;-45.120503652039325
1739209873.1377258;-38.13080360867914
1739209873.137733;-38.13080360867914
1739209873.1377401;-38.13080360867914
1739209873.1377473;-45.120503652039325
1739209873.1377542;-45.120503652039325
1739209873.1377614;-45.120503652039325
1739209873.1377685;-45.120503652039325
1739209873.1377754;-45.120503652039325
1739209873.1377826;-45.120503652039325
1739209873.1377897;-33.981070128970906
1739209873.1377966;-38.13080360867914
1739209873.1378038;-45.120503652039325
1739209873.137811;-33.981070128970906
1739209873.1378179;-38.13080360867914
1739209873.137825;-38.13080360867914
1739209873.1378322;-38.13080360867914
1739209873.137839;-38.13080360867914
1739209873.1378462;-45.120503652039325
1739209873.1378534;-38.13080360867914
1739209873.1378603;-38.13080360867914
1739209873.1378675;-45.120503652039325
1739209873.1378746;-33.981070128970906
1739209873.1378818;-33.981070128970906
1739209873.1378887;-38.13080360867914
1739209873.1378958;-38.13080360867914
1739209873.137903;-38.13080360867914
1739209873.13791;-38.13080360867914
1739209873.137917;-45.120503652039325
1739209873.1379242;-45.120503652039325
1739209873.137931;-45.120503652039325
1739209873.1379383;-45.120503652039325
1739209873.1379454;-45.120503652039325
1739209873.1379523;-45.120503652039325
1739209873.1379595;-38.13080360867914
1739209873.1379666;-38.13080360867914
1739209873.1379735;-35.57807855764607
1739209873.1379807;-38.13080360867914
1739209873.1379879;-38.13080360867914
1739209873.1379948;-31.141103565318915
1739209873.138002;-33.981070128970906
1739209873.138009;-38.13080360867914
1739209873.1380162;-45.120503652039325
1739209873.1380231;-38.13080360867914
1739209873.1380303;-38.13080360867914
1739209873.1380374;-45.120503652039325
1739209873.1380444;-33.981070128970906
1739209873.1380515;-33.981070128970906
1739209873.1380587;-38.13080360867914
1739209873.1380656;-38.13080360867914
1739209873.1380727;-33.981070128970906
1739209873.13808;-33.981070128970906
1739209873.1380868;-38.13080360867914
1739209873.138094;-45.120503652039325
1739209873.138101;-35.57807855764607
1739209873.138108;-38.13080360867914
1739209873.1381152;-45.120503652039325
1739209873.1381223;-45.120503652039325
1739209873.1381292;-45.120503652039325
1739209873.1381364;-45.120503652039325
1739209873.1381435;-38.13080360867914
1739209873.1381507;-45.120503652039325
1739209873.1381576;-45.120503652039325
1739209873.1381648;-38.13080360867914
1739209873.138172;-35.57807855764607
1739209873.1381788;-45.120503652039325
1739209873.138186;-38.13080360867914
1739209873.1381931;-38.13080360867914
1739209873.1382;-45.120503652039325
1739209873.1382072;-45.120503652039325
1739209873.1382143;-45.120503652039325
1739209873.1382213;-35.57807855764607
1739209873.1382284;-38.13080360867914
1739209873.1382356;-45.120503652039325
1739209873.1382425;-38.13080360867914
1739209873.1382496;-38.13080360867914
1739209873.1382568;-38.13080360867914
1739209873.1382637;-38.13080360867914
1739209873.1382709;-31.141103565318893
1739209873.138278;-45.120503652039325
1739209873.138285;-45.120503652039325
1739209873.138292;-45.120503652039325
1739209873.1382992;-45.120503652039325
1739209873.1383064;-33.981070128970906
1739209873.1383133;-38.13080360867914
1739209873.1383204;-38.13080360867914
1739209873.1383276;-45.120503652039325
1739209873.1383345;-35.57807855764607
1739209873.1383417;-32.816014438256545
1739209873.1383488;-45.120503652039325
1739209873.1383557;-45.120503652039325
1739209873.138363;-38.13080360867914
1739209873.13837;-35.57807855764607
1739209873.138377;-45.120503652039325
1739209873.138384;-45.120503652039325
1739209873.1383913;-45.120503652039325
1739209873.1383982;-45.120503652039325
1739209873.1384053;-45.120503652039325
1739209873.1384125;-45.120503652039325
1739209873.1384194;-45.120503652039325
1739209873.1384265;-45.120503652039325
1739209873.1384337;-38.13080360867914
1739209873.1384408;-45.120503652039325
1739209873.1384478;-38.13080360867914
1739209873.138455;-35.57807855764607
1739209873.138462;-45.120503652039325
1739209873.138469;-45.120503652039325
1739209873.1384761;-33.981070128970906
1739209873.1384833;-38.13080360867914
1739209873.1384902;-45.120503652039325
1739209873.1384974;-45.120503652039325
1739209873.1385045;-35.57807855764607
1739209873.1385114;-32.816014438256545
1739209873.1385186;-38.13080360867914
1739209873.1385257;-38.13080360867914
1739209873.1385326;-45.120503652039325
1739209873.1385398;-38.13080360867914
1739209873.138547;-45.120503652039325
1739209873.1385539;-45.120503652039325
1739209873.138561;-45.120503652039325
1739209873.1385682;-45.120503652039325
1739209873.1385753;-38.13080360867914
1739209873.1385822;-45.120503652039325
1739209873.1385894;-38.13080360867914
1739209873.1385965;-45.120503652039325
1739209873.1386034;-32.816014438256545
1739209873.1386106;-38.13080360867914
1739209873.1386178;-38.13080360867914
1739209873.1386247;-26.991370085610736
1739209873.1386318;-45.120503652039325
1739209873.138639;-45.120503652039325
1739209873.138646;-38.13080360867914
1739209873.138653;-32.816014438256545
1739209873.1386602;-45.120503652039325
1739209873.138667;-45.120503652039325
1739209873.1386743;-38.13080360867914
1739209873.1386814;-45.120503652039325
1739209873.1386883;-38.13080360867914
1739209873.1386955;-45.120503652039325
1739209873.1387026;-45.120503652039325
1739209873.1387098;-45.120503652039325
1739209873.1387167;-45.120503652039325
1739209873.1387239;-45.120503652039325
1739209873.138731;-38.13080360867914
1739209873.138738;-35.57807855764607
1739209873.138745;-45.120503652039325
1739209873.1387522;-45.120503652039325
1739209873.1387591;-45.120503652039325
1739209873.1387663;-45.120503652039325
1739209873.1387734;-38.13080360867914
1739209873.1387804;-45.120503652039325
1739209873.1387875;-38.13080360867914
1739209873.1387947;-28.58837851428586
1739209873.1388016;-38.13080360867914
1739209873.1388087;-38.13080360867914
1739209873.1388159;-45.120503652039325
1739209873.1388228;-35.57807855764607
1739209873.13883;-45.120503652039325
1739209873.138837;-45.120503652039325
1739209873.138844;-45.120503652039325
1739209873.1388512;-33.981070128970956
1739209873.1388583;-45.120503652039325
1739209873.1388655;-45.120503652039325
1739209873.1388724;-45.120503652039325
1739209873.1388795;-45.120503652039325
1739209873.1388867;-45.120503652039325
1739209873.1388936;-38.13080360867914
1739209873.1389008;-38.13080360867914
1739209873.138908;-33.981070128970906
1739209873.1389148;-38.13080360867914
1739209873.138922;-45.120503652039325
1739209873.1389291;-45.120503652039325
1739209873.138936;-45.120503652039325
1739209873.1389432;-45.120503652039325
1739209873.1389503;-38.13080360867914
1739209873.1389573;-38.13080360867914
1739209873.1389644;-32.816014438256545
1739209873.1389716;-38.13080360867914
1739209873.1389785;-45.120503652039325
1739209873.1389856;-38.13080360867914
1739209873.1389928;-38.13080360867914
1739209873.139;-38.13080360867914
1739209873.1390069;-45.120503652039325
1739209873.139014;-45.120503652039325
1739209873.1390212;-45.120503652039325
1739209873.139028;-45.120503652039325
1739209873.1390352;-45.120503652039325
1739209873.1390424;-45.120503652039325
1739209873.1390493;-45.120503652039325
1739209873.1390564;-45.120503652039325
1739209873.1390636;-38.13080360867914
1739209873.1390705;-38.13080360867914
1739209873.1390777;-38.13080360867914
1739209873.1390848;-38.13080360867914
1739209873.1390917;-45.120503652039325
1739209873.139099;-38.13080360867914
1739209873.139106;-45.120503652039325
1739209873.139113;-45.120503652039325
1739209873.13912;-45.120503652039325
1739209873.1391273;-38.13080360867914
1739209873.1391344;-38.13080360867914
1739209873.1391413;-45.120503652039325
1739209873.1391485;-45.120503652039325
1739209873.1391556;-38.13080360867914
1739209873.1391625;-38.13080360867914
1739209873.1391697;-38.13080360867914
1739209873.1391768;-45.120503652039325
1739209873.1391838;-45.120503652039325
1739209873.139191;-45.120503652039325
1739209873.139198;-45.120503652039325
1739209873.139205;-45.120503652039325
1739209873.1392121;-45.120503652039325
1739209873.1392193;-45.120503652039325
1739209873.1392262;-31.141103565318915
1739209873.1392334;-35.57807855764607
1739209873.1392405;-45.120503652039325
1739209873.1392474;-38.13080360867914
1739209873.1392546;-28.992665084841942
1739209873.1392617;-38.13080360867914
1739209873.1392689;-38.13080360867914
1739209873.1392758;-35.57807855764607
1739209873.139283;-35.57807855764607
1739209873.13929;-45.120503652039325
1739209873.139297;-45.120503652039325
1739209873.1393042;-38.13080360867914
1739209873.1393113;-45.120503652039325
1739209873.1393182;-45.120503652039325
1739209873.1393254;-45.120503652039325
1739209873.1393325;-45.120503652039325
1739209873.1393394;-45.120503652039325
1739209873.1393466;-45.120503652039325
1739209873.1393538;-45.120503652039325
1739209873.1393607;-45.120503652039325
1739209873.1393678;-45.120503652039325
1739209873.139375;-38.13080360867914
1739209873.139382;-38.13080360867914
1739209873.139389;-45.120503652039325
1739209873.1393962;-33.981070128970906
1739209873.1394033;-38.13080360867914
1739209873.1394103;-45.120503652039325
1739209873.1394174;-45.120503652039325
1739209873.1394246;-45.120503652039325
1739209873.1394315;-38.13080360867914
1739209873.1394386;-45.120503652039325
1739209873.1394458;-38.13080360867914
1739209873.1394527;-38.13080360867914
1739209873.1394598;-45.120503652039325
1739209873.139467;-45.120503652039325
1739209873.139474;-38.13080360867914
1739209873.139481;-30.49652367304976
1739209873.1394882;-45.120503652039325
1739209873.1394951;-38.13080360867914
1739209873.1395023;-38.13080360867914
1739209873.1395094;-45.120503652039325
1739209873.1395164;-45.120503652039325
1739209873.1395235;-38.13080360867914
1739209873.1395307;-45.120503652039325
1739209873.1395376;-32.816014438256545
1739209873.1395447;-35.57807855764607
1739209873.1395519;-45.120503652039325
1739209873.139559;-45.120503652039325
1739209873.139566;-38.13080360867914
1739209873.139573;-38.13080360867914
1739209873.1395802;-45.120503652039325
1739209873.1395872;-45.120503652039325
1739209873.1395943;-30.49652367304973
1739209873.1396015;-33.981070128970906
1739209873.1396084;-38.13080360867914
1739209873.1396155;-35.57807855764607
1739209873.1396227;-38.13080360867914
1739209873.1396296;-45.120503652039325
1739209873.1396368;-45.120503652039325
1739209873.139644;-35.57807855764607
1739209873.1396508;-33.981070128970956
1739209873.139658;-45.120503652039325
1739209873.1396651;-38.13080360867914
1739209873.139672;-38.13080360867914
1739209873.1396792;-38.13080360867914
1739209873.1396863;-35.57807855764607
1739209873.1396935;-45.120503652039325
1739209873.1397004;-45.120503652039325
1739209873.1397076;-28.992665084841942
1739209873.1397147;-32.816014438256545
1739209873.1397216;-45.120503652039325
1739209873.1397288;-45.120503652039325
1739209873.139736;-38.13080360867914
1739209873.1397429;-35.57807855764607
1739209873.13975;-45.120503652039325
1739209873.1397572;-45.120503652039325
1739209873.139764;-45.120503652039325
1739209873.1397712;-38.13080360867914
1739209873.1397784;-32.816014438256545
1739209873.1397853;-45.120503652039325
1739209873.1397924;-35.57807855764607
1739209873.1397996;-38.13080360867914
1739209873.1398065;-38.13080360867914
1739209873.1398137;-45.120503652039325
1739209873.1398208;-45.120503652039325
1739209873.139828;-45.120503652039325
1739209873.139835;-45.120503652039325
1739209873.139842;-38.13080360867914
1739209873.1398492;-45.120503652039325
1739209873.139856;-38.13080360867914
1739209873.1398633;-38.13080360867914
1739209873.1398704;-45.120503652039325
