CAN Message; 0x62:00cd50bc9018b200
Timestamp;Amplitude
1739209640.0104318;-38.13080360867914
1739209640.010441;-45.120503652039325
1739209640.0104501;-35.57807855764607
1739209640.0104594;-38.13080360867914
1739209640.0104687;-38.13080360867914
1739209640.010478;-38.13080360867914
1739209640.010487;-38.13080360867914
1739209640.0104964;-38.13080360867914
1739209640.0105057;-45.120503652039325
1739209640.010515;-45.120503652039325
1739209640.010524;-38.13080360867914
1739209640.0105333;-38.13080360867914
1739209640.0105426;-45.120503652039325
1739209640.010552;-38.13080360867914
1739209640.0105612;-38.13080360867914
1739209640.0105703;-38.13080360867914
1739209640.0105796;-45.120503652039325
1739209640.010589;-45.120503652039325
1739209640.0105982;-45.120503652039325
1739209640.0106072;-33.981070128970906
1739209640.0106165;-38.13080360867914
1739209640.0106258;-38.13080360867914
1739209640.0106351;-38.13080360867914
1739209640.0106442;-38.13080360867914
1739209640.0106535;-45.120503652039325
1739209640.0106628;-38.13080360867914
1739209640.010672;-38.13080360867914
1739209640.0106814;-45.120503652039325
1739209640.0106905;-45.120503652039325
1739209640.0106997;-45.120503652039325
1739209640.010709;-38.13080360867914
1739209640.0107183;-35.57807855764607
1739209640.0107274;-45.120503652039325
1739209640.0107367;-45.120503652039325
1739209640.010746;-38.13080360867914
1739209640.0107553;-33.981070128970906
1739209640.0107646;-45.120503652039325
1739209640.0107737;-38.13080360867914
1739209640.010783;-35.57807855764607
1739209640.0107923;-38.13080360867914
1739209640.0108016;-38.13080360867914
1739209640.0108106;-45.120503652039325
1739209640.01082;-38.13080360867914
1739209640.0108292;-35.57807855764607
1739209640.0108385;-45.120503652039325
1739209640.0108476;-45.120503652039325
1739209640.0108569;-38.13080360867914
1739209640.0108662;-38.13080360867914
1739209640.0108755;-45.120503652039325
1739209640.0108848;-45.120503652039325
1739209640.0108938;-45.120503652039325
1739209640.0109031;-38.13080360867914
1739209640.0109124;-45.120503652039325
1739209640.0109217;-45.120503652039325
1739209640.0109308;-45.120503652039325
1739209640.01094;-45.120503652039325
1739209640.0109494;-35.57807855764607
1739209640.0109587;-38.13080360867914
1739209640.0109677;-45.120503652039325
1739209640.010977;-45.120503652039325
1739209640.0109863;-45.120503652039325
1739209640.0109956;-38.13080360867914
1739209640.011005;-38.13080360867914
1739209640.011014;-31.141103565318915
1739209640.0110233;-28.992665084841942
1739209640.0110326;-38.13080360867914
1739209640.0110419;-38.13080360867914
1739209640.011051;-38.13080360867914
1739209640.0110602;-38.13080360867914
1739209640.0110695;-45.120503652039325
1739209640.0110788;-38.13080360867914
1739209640.011088;-45.120503652039325
1739209640.0110972;-38.13080360867914
1739209640.0111065;-38.13080360867914
1739209640.0111158;-32.816014438256545
1739209640.011125;-38.13080360867914
1739209640.0111341;-45.120503652039325
1739209640.0111434;-33.981070128970906
1739209640.0111527;-45.120503652039325
1739209640.011162;-38.13080360867914
1739209640.011171;-38.13080360867914
1739209640.0111804;-45.120503652039325
1739209640.0111897;-38.13080360867914
1739209640.011199;-35.57807855764607
1739209640.011208;-45.120503652039325
1739209640.0112174;-38.13080360867914
1739209640.0112267;-45.120503652039325
1739209640.011236;-38.13080360867914
1739209640.0112453;-29.438486411369333
1739209640.0112543;-35.57807855764607
1739209640.0112636;-45.120503652039325
1739209640.011273;-35.57807855764607
1739209640.0112822;-32.816014438256545
1739209640.0112913;-45.120503652039325
1739209640.0113006;-32.816014438256545
1739209640.0113099;-38.13080360867914
1739209640.0113192;-33.981070128970956
1739209640.0113285;-45.120503652039325
1739209640.0113375;-38.13080360867914
1739209640.0113468;-38.13080360867914
1739209640.011356;-45.120503652039325
1739209640.0113654;-35.57807855764607
1739209640.0113745;-45.120503652039325
1739209640.0113838;-38.13080360867914
1739209640.011393;-26.991370085610736
1739209640.0114024;-35.57807855764607
1739209640.0114114;-45.120503652039325
1739209640.0114207;-35.57807855764607
1739209640.01143;-38.13080360867914
1739209640.0114393;-45.120503652039325
1739209640.0114486;-45.120503652039325
1739209640.0114577;-45.120503652039325
1739209640.011467;-38.13080360867914
1739209640.0114763;-45.120503652039325
1739209640.0114856;-35.57807855764607
1739209640.0114946;-38.13080360867914
1739209640.011504;-38.13080360867914
1739209640.0115132;-35.57807855764607
1739209640.0115225;-38.13080360867914
1739209640.0115316;-38.13080360867914
1739209640.011541;-31.141103565318893
1739209640.0115502;-35.57807855764607
1739209640.0115595;-45.120503652039325
1739209640.0115688;-45.120503652039325
1739209640.0115778;-45.120503652039325
1739209640.0115871;-38.13080360867914
1739209640.0115964;-38.13080360867914
1739209640.0116057;-38.13080360867914
1739209640.0116148;-45.120503652039325
1739209640.011624;-38.13080360867914
1739209640.0116334;-35.57807855764607
1739209640.0116427;-38.13080360867914
1739209640.0116518;-45.120503652039325
1739209640.011661;-45.120503652039325
1739209640.0116704;-45.120503652039325
1739209640.0116796;-45.120503652039325
1739209640.011689;-45.120503652039325
1739209640.011698;-45.120503652039325
1739209640.0117073;-35.57807855764607
1739209640.0117166;-38.13080360867914
1739209640.011726;-45.120503652039325
1739209640.011735;-45.120503652039325
1739209640.0117443;-38.13080360867914
1739209640.0117536;-45.120503652039325
1739209640.0117629;-35.57807855764607
1739209640.011772;-38.13080360867914
1739209640.0117812;-45.120503652039325
1739209640.0117905;-45.120503652039325
1739209640.0117998;-35.57807855764607
1739209640.011809;-38.13080360867914
1739209640.0118182;-45.120503652039325
1739209640.0118275;-38.13080360867914
1739209640.0118368;-45.120503652039325
1739209640.011846;-45.120503652039325
1739209640.0118551;-35.57807855764607
1739209640.0118644;-38.13080360867914
1739209640.0118737;-45.120503652039325
1739209640.011883;-45.120503652039325
1739209640.0118923;-35.57807855764607
1739209640.0119014;-45.120503652039325
1739209640.0119107;-38.13080360867914
1739209640.01192;-38.13080360867914
1739209640.0119293;-45.120503652039325
1739209640.0119383;-38.13080360867914
1739209640.0119476;-45.120503652039325
1739209640.011957;-33.981070128970906
1739209640.0119662;-38.13080360867914
1739209640.0119753;-38.13080360867914
1739209640.0119846;-38.13080360867914
1739209640.011994;-38.13080360867914
1739209640.0120032;-38.13080360867914
1739209640.0120125;-38.13080360867914
1739209640.0120215;-45.120503652039325
1739209640.0120308;-45.120503652039325
1739209640.0120401;-35.57807855764607
1739209640.0120494;-38.13080360867914
1739209640.0120585;-45.120503652039325
1739209640.0120678;-45.120503652039325
1739209640.012077;-45.120503652039325
1739209640.0120864;-38.13080360867914
1739209640.0120955;-38.13080360867914
1739209640.0121047;-38.13080360867914
1739209640.012114;-32.816014438256545
1739209640.0121233;-38.13080360867914
1739209640.0121326;-45.120503652039325
1739209640.0121417;-33.981070128970906
1739209640.012151;-35.57807855764607
1739209640.0121603;-45.120503652039325
1739209640.0121696;-45.120503652039325
1739209640.0121787;-32.816014438256545
1739209640.012188;-38.13080360867914
1739209640.0121973;-45.120503652039325
1739209640.0122066;-45.120503652039325
1739209640.0122156;-38.13080360867914
1739209640.012225;-38.13080360867914
1739209640.0122342;-38.13080360867914
1739209640.0122435;-45.120503652039325
1739209640.0122528;-45.120503652039325
1739209640.0122619;-38.13080360867914
1739209640.0122712;-38.13080360867914
1739209640.0122805;-45.120503652039325
1739209640.0122898;-31.141103565318915
1739209640.0122988;-33.981070128970906
1739209640.0123081;-45.120503652039325
1739209640.0123174;-45.120503652039325
1739209640.0123267;-38.13080360867914
1739209640.0123358;-33.981070128970906
1739209640.012345;-45.120503652039325
1739209640.0123544;-45.120503652039325
1739209640.0123637;-45.120503652039325
1739209640.012373;-38.13080360867914
1739209640.012382;-38.13080360867914
1739209640.0123913;-45.120503652039325
1739209640.0124006;-38.13080360867914
1739209640.01241;-35.57807855764607
1739209640.012419;-38.13080360867914
1739209640.0124283;-45.120503652039325
1739209640.0124376;-45.120503652039325
1739209640.0124469;-45.120503652039325
1739209640.0124562;-38.13080360867914
1739209640.0124652;-38.13080360867914
1739209640.0124745;-35.57807855764607
1739209640.0124838;-38.13080360867914
1739209640.0124931;-38.13080360867914
1739209640.0125022;-35.57807855764607
1739209640.0125115;-38.13080360867914
1739209640.0125208;-45.120503652039325
1739209640.01253;-38.13080360867914
1739209640.0125391;-33.981070128970906
1739209640.0125484;-38.13080360867914
1739209640.0125577;-38.13080360867914
1739209640.012567;-33.981070128970906
1739209640.0125763;-38.13080360867914
1739209640.0125854;-33.981070128970906
1739209640.0125947;-45.120503652039325
1739209640.012604;-38.13080360867914
1739209640.0126133;-45.120503652039325
1739209640.0126224;-38.13080360867914
1739209640.0126317;-45.120503652039325
1739209640.012641;-45.120503652039325
1739209640.0126503;-45.120503652039325
1739209640.0126593;-32.816014438256545
1739209640.0126686;-31.141103565318915
1739209640.012678;-45.120503652039325
1739209640.0126872;-35.57807855764607
1739209640.0126965;-33.981070128970906
1739209640.0127056;-45.120503652039325
1739209640.0127149;-45.120503652039325
1739209640.0127242;-45.120503652039325
1739209640.0127335;-38.13080360867914
1739209640.0127425;-31.141103565318943
1739209640.0127518;-38.13080360867914
1739209640.012761;-38.13080360867914
1739209640.0127704;-45.120503652039325
1739209640.0127795;-45.120503652039325
1739209640.0127888;-45.120503652039325
1739209640.012798;-38.13080360867914
1739209640.0128074;-32.816014438256545
1739209640.0128167;-28.58837851428586
1739209640.0128257;-38.13080360867914
1739209640.012835;-38.13080360867914
1739209640.0128443;-38.13080360867914
1739209640.0128536;-45.120503652039325
1739209640.0128627;-45.120503652039325
1739209640.012872;-38.13080360867914
1739209640.0128813;-38.13080360867914
1739209640.0128906;-28.992665084841967
1739209640.0128996;-38.13080360867914
1739209640.012909;-31.141103565318893
