CAN Message; 0x150:03009fc7e82bdb7a
1739209714.734397;-38.13080360867914
1739209714.7344034;-38.13080360867914
1739209714.7344096;-38.13080360867914
1739209714.7344158;-38.13080360867914
1739209714.7344222;-38.13080360867914
1739209714.7344284;-38.13080360867914
1739209714.7344346;-45.120503652039325
1739209714.7344408;-45.120503652039325
1739209714.7344472;-45.120503652039325
1739209714.7344534;-45.120503652039325
1739209714.7344596;-45.120503652039325
1739209714.7344658;-45.120503652039325
1739209714.7344723;-38.13080360867914
1739209714.7344785;-45.120503652039325
1739209714.7344847;-45.120503652039325
1739209714.734491;-33.981070128970906
1739209714.7344973;-38.13080360867914
1739209714.7345035;-38.13080360867914
1739209714.7345097;-45.120503652039325
1739209714.7345161;-33.981070128970906
1739209714.7345223;-38.13080360867914
1739209714.7345285;-38.13080360867914
1739209714.7345347;-45.120503652039325
1739209714.7345412;-38.13080360867914
1739209714.7345474;-38.13080360867914
1739209714.7345536;-38.13080360867914
1739209714.7345598;-38.13080360867914
1739209714.7345662;-38.13080360867914
1739209714.7345724;-45.120503652039325
1739209714.7345786;-45.120503652039325
1739209714.734585;-45.120503652039325
1739209714.7345912;-38.13080360867914
1739209714.7345974;-45.120503652039325
1739209714.7346036;-45.120503652039325
1739209714.73461;-38.13080360867914
1739209714.7346163;-45.120503652039325
1739209714.7346225;-45.120503652039325
1739209714.7346287;-38.13080360867914
1739209714.734635;-35.57807855764607
1739209714.7346413;-31.141103565318915
1739209714.7346475;-45.120503652039325
1739209714.7346537;-38.13080360867914
1739209714.7346601;-38.13080360867914
1739209714.7346663;-38.13080360867914
1739209714.7346725;-45.120503652039325
1739209714.734679;-45.120503652039325
1739209714.7346852;-38.13080360867914
1739209714.7346914;-30.49652367304976
1739209714.7346976;-45.120503652039325
1739209714.734704;-45.120503652039325
1739209714.7347102;-38.13080360867914
1739209714.7347164;-45.120503652039325
1739209714.7347226;-38.13080360867914
1739209714.734729;-38.13080360867914
1739209714.7347353;-45.120503652039325
1739209714.7347414;-31.141103565318915
1739209714.734748;-45.120503652039325
1739209714.734754;-38.13080360867914
1739209714.7347603;-32.816014438256545
1739209714.7347665;-38.13080360867914
1739209714.734773;-38.13080360867914
1739209714.7347791;-38.13080360867914
1739209714.7347853;-35.57807855764607
1739209714.7347915;-38.13080360867914
1739209714.734798;-45.120503652039325
1739209714.7348042;-45.120503652039325
1739209714.7348104;-38.13080360867914
1739209714.7348166;-38.13080360867914
1739209714.734823;-45.120503652039325
1739209714.7348292;-45.120503652039325
1739209714.7348354;-38.13080360867914
1739209714.7348418;-38.13080360867914
1739209714.734848;-38.13080360867914
1739209714.7348542;-45.120503652039325
1739209714.7348604;-45.120503652039325
1739209714.7348669;-45.120503652039325
1739209714.734873;-35.57807855764607
1739209714.7348793;-45.120503652039325
1739209714.7348855;-45.120503652039325
1739209714.734892;-30.49652367304973
1739209714.734898;-32.816014438256545
1739209714.7349043;-45.120503652039325
1739209714.7349107;-45.120503652039325
1739209714.734917;-38.13080360867914
1739209714.7349231;-45.120503652039325
1739209714.7349293;-45.120503652039325
1739209714.7349358;-45.120503652039325
1739209714.734942;-45.120503652039325
1739209714.7349482;-45.120503652039325
1739209714.7349544;-45.120503652039325
1739209714.7349608;-45.120503652039325
1739209714.734967;-38.13080360867914
1739209714.7349732;-38.13080360867914
1739209714.7349794;-38.13080360867914
1739209714.7349858;-45.120503652039325
1739209714.734992;-35.57807855764607
1739209714.7349982;-32.816014438256545
1739209714.7350047;-38.13080360867914
1739209714.7350109;-38.13080360867914
1739209714.735017;-45.120503652039325
1739209714.7350233;-45.120503652039325
1739209714.7350297;-38.13080360867914
1739209714.735036;-35.57807855764607
1739209714.735042;-38.13080360867914
1739209714.7350483;-35.57807855764607
1739209714.7350547;-45.120503652039325
1739209714.735061;-45.120503652039325
1739209714.7350671;-38.13080360867914
1739209714.7350733;-38.13080360867914
1739209714.7350798;-45.120503652039325
1739209714.735086;-45.120503652039325
1739209714.7350922;-45.120503652039325
1739209714.7350986;-45.120503652039325
1739209714.7351048;-35.57807855764607
1739209714.735111;-38.13080360867914
1739209714.7351172;-45.120503652039325
1739209714.7351236;-38.13080360867914
1739209714.7351298;-35.57807855764607
1739209714.735136;-45.120503652039325
1739209714.7351422;-32.816014438256545
1739209714.7351487;-32.816014438256545
1739209714.7351549;-45.120503652039325
1739209714.735161;-45.120503652039325
1739209714.7351675;-33.981070128970906
1739209714.7351737;-38.13080360867914
1739209714.73518;-45.120503652039325
1739209714.735186;-35.57807855764607
1739209714.7351925;-45.120503652039325
1739209714.7351987;-45.120503652039325
1739209714.735205;-33.981070128970906
1739209714.7352111;-38.13080360867914
1739209714.7352176;-38.13080360867914
1739209714.7352238;-45.120503652039325
1739209714.73523;-38.13080360867914
1739209714.7352362;-45.120503652039325
1739209714.7352426;-38.13080360867914
1739209714.7352488;-45.120503652039325
1739209714.735255;-38.13080360867914
1739209714.7352614;-33.981070128970906
1739209714.7352676;-38.13080360867914
1739209714.7352738;-45.120503652039325
1739209714.73528;-45.120503652039325
1739209714.7352865;-38.13080360867914
1739209714.7352927;-45.120503652039325
1739209714.7352989;-45.120503652039325
1739209714.735305;-45.120503652039325
1739209714.7353115;-38.13080360867914
1739209714.7353177;-38.13080360867914
1739209714.735324;-35.57807855764607
1739209714.73533;-38.13080360867914
1739209714.7353365;-35.57807855764607
1739209714.7353427;-45.120503652039325
1739209714.735349;-33.981070128970906
1739209714.7353554;-38.13080360867914
1739209714.7353616;-38.13080360867914
1739209714.7353678;-38.13080360867914
1739209714.735374;-45.120503652039325
1739209714.7353804;-38.13080360867914
1739209714.7353866;-45.120503652039325
1739209714.7353928;-38.13080360867914
1739209714.735399;-45.120503652039325
1739209714.7354054;-45.120503652039325
1739209714.7354116;-45.120503652039325
1739209714.7354178;-45.120503652039325
1739209714.7354243;-38.13080360867914
1739209714.7354305;-38.13080360867914
1739209714.7354367;-38.13080360867914
1739209714.7354429;-45.120503652039325
1739209714.7354493;-38.13080360867914
1739209714.7354555;-45.120503652039325
1739209714.7354617;-45.120503652039325
1739209714.735468;-33.981070128970906
1739209714.7354743;-28.58837851428586
1739209714.7354805;-38.13080360867914
1739209714.7354867;-45.120503652039325
1739209714.735493;-45.120503652039325
1739209714.7354994;-33.981070128970906
1739209714.7355056;-31.141103565318915
1739209714.7355118;-38.13080360867914
1739209714.7355182;-38.13080360867914
1739209714.7355244;-32.816014438256545
1739209714.7355306;-45.120503652039325
1739209714.7355368;-45.120503652039325
1739209714.7355433;-35.57807855764607
1739209714.7355494;-38.13080360867914
1739209714.7355556;-38.13080360867914
1739209714.7355618;-33.981070128970906
1739209714.7355683;-38.13080360867914
1739209714.7355745;-45.120503652039325
1739209714.7355807;-38.13080360867914
1739209714.7355871;-45.120503652039325
1739209714.7355933;-45.120503652039325
1739209714.7355995;-45.120503652039325
1739209714.7356057;-31.141103565318915
1739209714.7356122;-32.816014438256545
1739209714.7356184;-45.120503652039325
1739209714.7356246;-45.120503652039325
1739209714.7356308;-33.981070128970906
1739209714.7356372;-33.981070128970906
1739209714.7356434;-38.13080360867914
1739209714.7356496;-33.981070128970906
1739209714.7356558;-31.141103565318915
1739209714.7356622;-35.57807855764607
1739209714.7356684;-38.13080360867914
1739209714.7356746;-38.13080360867914
1739209714.735681;-38.13080360867914
1739209714.7356873;-45.120503652039325
1739209714.7356935;-38.13080360867914
1739209714.7356997;-33.981070128970906
1739209714.735706;-28.58837851428586
1739209714.7357123;-38.13080360867914
1739209714.7357185;-38.13080360867914
1739209714.7357247;-38.13080360867914
1739209714.7357311;-45.120503652039325
1739209714.7357373;-45.120503652039325
1739209714.7357435;-38.13080360867914
1739209714.7357497;-38.13080360867914
1739209714.7357562;-38.13080360867914
1739209714.7357624;-38.13080360867914
1739209714.7357686;-38.13080360867914
1739209714.735775;-38.13080360867914
1739209714.7357812;-33.981070128970906
1739209714.7357874;-38.13080360867914
1739209714.7357936;-45.120503652039325
1739209714.7358;-45.120503652039325
1739209714.7358062;-38.13080360867914
1739209714.7358124;-31.141103565318893
1739209714.7358186;-45.120503652039325
1739209714.735825;-45.120503652039325
1739209714.7358313;-31.141103565318915
1739209714.7358375;-31.141103565318893
1739209714.735844;-45.120503652039325
1739209714.73585;-45.120503652039325
1739209714.7358563;-33.981070128970906
1739209714.7358625;-45.120503652039325
1739209714.735869;-45.120503652039325
1739209714.7358751;-45.120503652039325
1739209714.7358813;-45.120503652039325
1739209714.7358875;-38.13080360867914
1739209714.735894;-38.13080360867914
1739209714.7359002;-45.120503652039325
1739209714.7359064;-38.13080360867914
1739209714.7359126;-38.13080360867914
1739209714.735919;-45.120503652039325
1739209714.7359252;-45.120503652039325
1739209714.7359314;-35.57807855764607
1739209714.7359378;-32.816014438256545
1739209714.735944;-45.120503652039325
1739209714.7359502;-38.13080360867914
1739209714.7359564;-38.13080360867914
1739209714.7359629;-38.13080360867914
1739209714.735969;-38.13080360867914
1739209714.7359753;-38.13080360867914
1739209714.7359815;-38.13080360867914
1739209714.735988;-38.13080360867914
1739209714.735994;-38.13080360867914
1739209714.7360003;-45.120503652039325
1739209714.7360067;-35.57807855764607
1739209714.736013;-35.57807855764607
1739209714.7360191;-45.120503652039325
1739209714.7360253;-38.13080360867914
1739209714.7360318;-45.120503652039325
1739209714.736038;-38.13080360867914
1739209714.7360442;-38.13080360867914
1739209714.7360504;-38.13080360867914
1739209714.7360568;-35.57807855764607
1739209714.736063;-33.981070128970906
1739209714.7360692;-45.120503652039325
1739209714.7360754;-45.120503652039325
1739209714.7360818;-38.13080360867914
1739209714.736088;-35.57807855764607
1739209714.7360942;-38.13080360867914
1739209714.7361007;-45.120503652039325
1739209714.7361069;-45.120503652039325
1739209714.736113;-45.120503652039325
1739209714.7361193;-38.13080360867914
1739209714.7361257;-35.57807855764607
1739209714.736132;-45.120503652039325
1739209714.736138;-45.120503652039325
1739209714.7361443;-45.120503652039325
1739209714.7361507;-45.120503652039325
1739209714.736157;-35.57807855764607
1739209714.7361631;-38.13080360867914
1739209714.7361693;-45.120503652039325
1739209714.7361758;-45.120503652039325
1739209714.736182;-38.13080360867914
1739209714.7361882;-35.57807855764607
1739209714.7361946;-38.13080360867914
1739209714.7362008;-45.120503652039325
1739209714.736207;-38.13080360867914
1739209714.7362132;-38.13080360867914
1739209714.7362196;-33.981070128970906
1739209714.7362258;-35.57807855764607
1739209714.736232;-38.13080360867914
1739209714.7362382;-45.120503652039325
1739209714.7362447;-33.981070128970906
1739209714.7362509;-38.13080360867914
1739209714.736257;-45.120503652039325
1739209714.7362635;-45.120503652039325
1739209714.7362697;-45.120503652039325
1739209714.736276;-45.120503652039325
1739209714.736282;-35.57807855764607
1739209714.7362885;-45.120503652039325
1739209714.7362947;-38.13080360867914
1739209714.736301;-35.57807855764607
1739209714.7363071;-35.57807855764607
1739209714.7363136;-26.487275050834715
1739209714.7363198;-38.13080360867914
1739209714.736326;-45.120503652039325
1739209714.7363322;-38.13080360867914
1739209714.7363386;-32.816014438256545
1739209714.7363448;-45.120503652039325
1739209714.736351;-45.120503652039325
1739209714.7363575;-45.120503652039325
1739209714.7363636;-38.13080360867914
1739209714.7363698;-45.120503652039325
1739209714.736376;-45.120503652039325
1739209714.7363825;-38.13080360867914
1739209714.7363887;-45.120503652039325
1739209714.736395;-45.120503652039325
1739209714.736401;-45.120503652039325
1739209714.7364075;-45.120503652039325
1739209714.7364137;-32.816014438256545
1739209714.73642;-38.13080360867914
1739209714.736426;-45.120503652039325
1739209714.7364326;-38.13080360867914
1739209714.7364388;-38.13080360867914
1739209714.736445;-45.120503652039325
1739209714.7364514;-45.120503652039325
1739209714.7364576;-38.13080360867914
1739209714.7364638;-38.13080360867914
1739209714.73647;-45.120503652039325
1739209714.7364764;-45.120503652039325
1739209714.7364826;-38.13080360867914
1739209714.7364888;-35.57807855764607
1739209714.736495;-38.13080360867914
1739209714.7365015;-45.120503652039325
1739209714.7365077;-33.981070128970906
1739209714.7365139;-35.57807855764607
1739209714.7365203;-45.120503652039325
1739209714.7365265;-45.120503652039325
1739209714.7365327;-33.981070128970906
1739209714.736539;-38.13080360867914
1739209714.7365453;-45.120503652039325
1739209714.7365515;-38.13080360867914
1739209714.7365577;-38.13080360867914
1739209714.736564;-25.826314394896357
1739209714.7365704;-33.981070128970906
1739209714.7365766;-45.120503652039325
1739209714.7365828;-45.120503652039325
1739209714.736589;-38.13080360867914
1739209714.7365954;-38.13080360867914
1739209714.7366016;-45.120503652039325
1739209714.7366078;-35.57807855764607
1739209714.7366142;-32.816014438256545
1739209714.7366204;-33.981070128970906
1739209714.7366266;-45.120503652039325
1739209714.7366328;-45.120503652039325
1739209714.7366393;-45.120503652039325
1739209714.7366455;-45.120503652039325
1739209714.7366517;-45.120503652039325
1739209714.7366579;-45.120503652039325
1739209714.7366643;-31.141103565318915
1739209714.7366705;-33.981070128970906
1739209714.7366767;-45.120503652039325
1739209714.7366831;-38.13080360867914
1739209714.7366893;-45.120503652039325
1739209714.7366955;-33.981070128970906
1739209714.7367017;-45.120503652039325
1739209714.7367082;-45.120503652039325
1739209714.7367144;-45.120503652039325
1739209714.7367206;-33.981070128970906
1739209714.7367268;-45.120503652039325
1739209714.7367332;-45.120503652039325
1739209714.7367394;-35.57807855764607
1739209714.7367456;-35.57807855764607
1739209714.7367518;-38.13080360867914
1739209714.7367582;-45.120503652039325
1739209714.7367644;-38.13080360867914
1739209714.7367706;-38.13080360867914
1739209714.736777;-38.13080360867914
1739209714.7367833;-38.13080360867914
1739209714.7367895;-45.120503652039325
1739209714.7367957;-45.120503652039325
1739209714.736802;-33.981070128970906
1739209714.7368083;-45.120503652039325
1739209714.7368145;-38.13080360867914
1739209714.7368207;-35.57807855764607
1739209714.7368271;-35.57807855764607
1739209714.7368333;-45.120503652039325
1739209714.7368395;-32.816014438256545
1739209714.7368457;-35.57807855764607
1739209714.7368522;-38.13080360867914
1739209714.7368584;-45.120503652039325
1739209714.7368646;-38.13080360867914
1739209714.736871;-38.13080360867914
1739209714.7368772;-45.120503652039325
1739209714.7368834;-45.120503652039325
1739209714.7368896;-45.120503652039325
1739209714.736896;-45.120503652039325
1739209714.7369022;-45.120503652039325
1739209714.7369084;-38.13080360867914
1739209714.7369146;-35.57807855764607
1739209714.736921;-38.13080360867914
1739209714.7369273;-45.120503652039325
1739209714.7369335;-45.120503652039325
1739209714.73694;-38.13080360867914
1739209714.736946;-45.120503652039325
1739209714.7369523;-45.120503652039325
1739209714.7369585;-38.13080360867914
1739209714.736965;-38.13080360867914
1739209714.7369711;-32.816014438256545
1739209714.7369773;-45.120503652039325
1739209714.7369835;-38.13080360867914
1739209714.73699;-33.981070128970906
1739209714.7369962;-33.981070128970906
1739209714.7370024;-38.13080360867914
1739209714.7370086;-33.981070128970906
1739209714.737015;-38.13080360867914
1739209714.7370212;-45.120503652039325
1739209714.7370274;-45.120503652039325
1739209714.7370338;-31.141103565318915
1739209714.73704;-38.13080360867914
1739209714.7370462;-38.13080360867914
1739209714.7370524;-38.13080360867914
1739209714.7370589;-35.57807855764607
1739209714.737065;-32.816014438256545
1739209714.7370713;-35.57807855764607
1739209714.7370775;-45.120503652039325
1739209714.737084;-38.13080360867914
1739209714.73709;-32.816014438256545
1739209714.7370963;-38.13080360867914
1739209714.7371025;-38.13080360867914
1739209714.737109;-38.13080360867914
1739209714.7371151;-38.13080360867914
1739209714.7371213;-38.13080360867914
1739209714.7371278;-38.13080360867914
1739209714.737134;-45.120503652039325
1739209714.7371402;-38.13080360867914
1739209714.7371464;-38.13080360867914
1739209714.7371528;-45.120503652039325
1739209714.737159;-38.13080360867914
1739209714.7371652;-35.57807855764607
1739209714.7371714;-33.981070128970956
1739209714.7371778;-45.120503652039325
1739209714.737184;-33.981070128970906
1739209714.7371902;-45.120503652039325
1739209714.7371967;-45.120503652039325
1739209714.737203;-45.120503652039325
1739209714.737209;-45.120503652039325
1739209714.7372153;-45.120503652039325
1739209714.7372217;-27.8777449560314
1739209714.737228;-29.438486411369333
1739209714.737234;-45.120503652039325
1739209714.7372403;-45.120503652039325
1739209714.7372468;-33.981070128970906
1739209714.737253;-32.816014438256545
1739209714.7372591;-45.120503652039325
1739209714.7372653;-45.120503652039325
1739209714.7372718;-45.120503652039325
1739209714.737278;-45.120503652039325
1739209714.7372842;-38.13080360867914
1739209714.7372906;-45.120503652039325
1739209714.7372968;-45.120503652039325
1739209714.737303;-45.120503652039325
1739209714.7373092;-45.120503652039325
1739209714.7373157;-45.120503652039325
1739209714.7373219;-32.816014438256545
1739209714.737328;-45.120503652039325
1739209714.7373343;-31.141103565318893
1739209714.7373407;-29.438486411369333
1739209714.737347;-45.120503652039325
1739209714.737353;-38.13080360867914
1739209714.7373595;-38.13080360867914
1739209714.7373657;-38.13080360867914
1739209714.737372;-45.120503652039325
1739209714.7373781;-35.57807855764607
1739209714.7373846;-38.13080360867914
1739209714.7373908;-45.120503652039325
1739209714.737397;-38.13080360867914
1739209714.7374032;-38.13080360867914
1739209714.7374096;-38.13080360867914
1739209714.7374158;-38.13080360867914
1739209714.737422;-45.120503652039325
1739209714.7374282;-45.120503652039325
1739209714.7374346;-45.120503652039325
1739209714.7374408;-45.120503652039325
1739209714.737447;-45.120503652039325
1739209714.7374535;-38.13080360867914
1739209714.7374597;-38.13080360867914
1739209714.7374659;-45.120503652039325
1739209714.737472;-35.57807855764607
1739209714.7374785;-27.8777449560314
1739209714.7374847;-45.120503652039325
1739209714.737491;-45.120503652039325
1739209714.737497;-38.13080360867914
1739209714.7375035;-35.57807855764607
1739209714.7375097;-45.120503652039325
1739209714.737516;-45.120503652039325
1739209714.7375221;-45.120503652039325
1739209714.7375286;-33.981070128970956
1739209714.7375348;-38.13080360867914
1739209714.737541;-38.13080360867914
1739209714.7375474;-45.120503652039325
1739209714.7375536;-45.120503652039325
1739209714.7375598;-35.57807855764607
1739209714.737566;-45.120503652039325
1739209714.7375724;-35.57807855764607
1739209714.7375786;-27.8777449560314
1739209714.7375848;-38.13080360867914
1739209714.737591;-45.120503652039325
1739209714.7375975;-35.57807855764607
1739209714.7376037;-35.57807855764607
1739209714.7376099;-45.120503652039325
1739209714.7376163;-45.120503652039325
1739209714.7376225;-45.120503652039325
1739209714.7376287;-45.120503652039325
1739209714.737635;-45.120503652039325
1739209714.7376413;-45.120503652039325
1739209714.7376475;-45.120503652039325
1739209714.7376537;-45.120503652039325
1739209714.73766;-38.13080360867914
1739209714.7376664;-45.120503652039325
1739209714.7376726;-38.13080360867914
1739209714.7376788;-45.120503652039325
1739209714.737685;-38.13080360867914
1739209714.7376914;-45.120503652039325
1739209714.7376976;-45.120503652039325
1739209714.7377038;-45.120503652039325
1739209714.7377102;-45.120503652039325
1739209714.7377164;-38.13080360867914
1739209714.7377226;-45.120503652039325
1739209714.7377288;-35.57807855764607
1739209714.7377353;-45.120503652039325
1739209714.7377415;-38.13080360867914
1739209714.7377477;-38.13080360867914
1739209714.7377539;-38.13080360867914
1739209714.7377603;-33.981070128970906
1739209714.7377665;-38.13080360867914
1739209714.7377727;-45.120503652039325
1739209714.7377791;-45.120503652039325
1739209714.7377853;-38.13080360867914
1739209714.7377915;-38.13080360867914
1739209714.7377977;-38.13080360867914
1739209714.7378042;-45.120503652039325
1739209714.7378104;-45.120503652039325
1739209714.7378166;-38.13080360867914
1739209714.7378228;-38.13080360867914
1739209714.7378292;-45.120503652039325
1739209714.7378354;-38.13080360867914
1739209714.7378416;-35.57807855764607
1739209714.7378478;-38.13080360867914
1739209714.7378542;-45.120503652039325
1739209714.7378604;-33.981070128970906
1739209714.7378666;-38.13080360867914
1739209714.737873;-38.13080360867914
1739209714.7378793;-38.13080360867914
1739209714.7378855;-38.13080360867914
1739209714.7378917;-45.120503652039325
1739209714.737898;-45.120503652039325
1739209714.7379043;-33.981070128970906
1739209714.7403095;-45.120503652039325
1739209714.74031;-38.13080360867914
1739209714.7403102;-38.13080360867914
1739209714.7403104;-38.13080360867914
1739209714.740311;-38.13080360867914
1739209714.7403111;-45.120503652039325
1739209714.7403114;-35.57807855764607
1739209714.7403119;-30.49652367304973
1739209714.740312;-38.13080360867914
1739209714.7403123;-35.57807855764607
1739209714.7403128;-38.13080360867914
1739209714.740313;-38.13080360867914
1739209714.7403133;-38.13080360867914
1739209714.7403138;-45.120503652039325
1739209714.740314;-33.981070128970906
1739209714.7403145;-38.13080360867914
1739209714.7403147;-45.120503652039325
1739209714.740315;-45.120503652039325
1739209714.7403154;-35.57807855764607
1739209714.7403157;-35.57807855764607
1739209714.740316;-45.120503652039325
1739209714.7403164;-38.13080360867914
1739209714.7403166;-38.13080360867914
1739209714.7403169;-27.267205301931607
1739209714.7403173;-38.13080360867914
1739209714.7403176;-45.120503652039325
1739209714.7403178;-45.120503652039325
1739209714.7403183;-38.13080360867914
1739209714.7403185;-38.13080360867914
1739209714.7403188;-45.120503652039325
1739209714.7403193;-38.13080360867914
1739209714.7403195;-35.57807855764607
1739209714.7403197;-45.120503652039325
1739209714.7403202;-45.120503652039325
1739209714.7403204;-35.57807855764607
1739209714.7403207;-35.57807855764607
1739209714.7403212;-45.120503652039325
1739209714.7403214;-45.120503652039325
1739209714.7403216;-38.13080360867914
1739209714.740322;-27.267205301931607
1739209714.7403224;-38.13080360867914
1739209714.7403226;-45.120503652039325
1739209714.740323;-38.13080360867914
1739209714.7403233;-33.981070128970906
1739209714.7403235;-45.120503652039325
1739209714.740324;-38.13080360867914
1739209714.7403243;-38.13080360867914
1739209714.7403245;-45.120503652039325
1739209714.740325;-45.120503652039325
1739209714.7403252;-38.13080360867914
1739209714.7403257;-38.13080360867914
1739209714.740326;-35.57807855764607
1739209714.7403262;-38.13080360867914
1739209714.7403266;-38.13080360867914
1739209714.740327;-38.13080360867914
1739209714.7403271;-38.13080360867914
1739209714.7403276;-38.13080360867914
1739209714.7403278;-45.120503652039325
1739209714.740328;-45.120503652039325
1739209714.7403286;-38.13080360867914
1739209714.7403288;-38.13080360867914
1739209714.740329;-45.120503652039325
1739209714.7403295;-45.120503652039325
1739209714.7403297;-31.141103565318915
1739209714.74033;-33.981070128970906
1739209714.7403305;-38.13080360867914
1739209714.7403307;-38.13080360867914
1739209714.740331;-38.13080360867914
1739209714.7403314;-45.120503652039325
1739209714.7403316;-38.13080360867914
1739209714.740332;-38.13080360867914
1739209714.7403324;-32.816014438256545
1739209714.7403326;-38.13080360867914
1739209714.7403328;-45.120503652039325
1739209714.7403333;-45.120503652039325
1739209714.7403336;-45.120503652039325
1739209714.7403338;-45.120503652039325
1739209714.7403343;-45.120503652039325
1739209714.7403345;-38.13080360867914
1739209714.740335;-31.141103565318915
1739209714.7403352;-33.981070128970906
1739209714.7403355;-35.57807855764607
1739209714.740336;-38.13080360867914
1739209714.7403362;-38.13080360867914
1739209714.7403364;-35.57807855764607
1739209714.740337;-35.57807855764607
1739209714.7403371;-38.13080360867914
1739209714.7403374;-32.816014438256545
1739209714.7403378;-28.992665084841942
1739209714.740338;-38.13080360867914
1739209714.7403383;-38.13080360867914
1739209714.7403388;-38.13080360867914
1739209714.740339;-38.13080360867914
1739209714.7403393;-38.13080360867914
1739209714.7403398;-38.13080360867914
1739209714.74034;-45.120503652039325
1739209714.7403402;-33.981070128970906
1739209714.7403407;-38.13080360867914
1739209714.740341;-45.120503652039325
1739209714.7403412;-45.120503652039325
1739209714.7403417;-33.981070128970906
1739209714.740342;-35.57807855764607
1739209714.7403421;-38.13080360867914
1739209714.7403426;-38.13080360867914
1739209714.7403429;-27.267205301931607
1739209714.740343;-38.13080360867914
1739209714.7403436;-45.120503652039325
1739209714.7403438;-38.13080360867914
1739209714.740344;-38.13080360867914
1739209714.7403445;-33.981070128970906
1739209714.7403448;-45.120503652039325
1739209714.740345;-45.120503652039325
1739209714.7403455;-33.981070128970906
1739209714.7403457;-45.120503652039325
1739209714.7403462;-45.120503652039325
1739209714.7403464;-33.981070128970906
1739209714.7403467;-32.816014438256545
1739209714.7403471;-38.13080360867914
1739209714.7403474;-38.13080360867914
1739209714.7403476;-38.13080360867914
1739209714.740348;-33.981070128970906
1739209714.7403483;-38.13080360867914
1739209714.7403486;-45.120503652039325
1739209714.740349;-38.13080360867914
1739209714.7403493;-38.13080360867914
1739209714.7403495;-38.13080360867914
1739209714.74035;-38.13080360867914
1739209714.7403502;-38.13080360867914
1739209714.7403505;-38.13080360867914
1739209714.740351;-45.120503652039325
1739209714.7403512;-38.13080360867914
1739209714.7403514;-35.57807855764607
1739209714.740352;-45.120503652039325
1739209714.7403522;-45.120503652039325
1739209714.7403524;-33.981070128970906
1739209714.7403529;-45.120503652039325
1739209714.740353;-38.13080360867914
1739209714.7403533;-45.120503652039325
1739209714.7403538;-45.120503652039325
1739209714.740354;-45.120503652039325
1739209714.7403543;-38.13080360867914
1739209714.7403548;-35.57807855764607
1739209714.740355;-45.120503652039325
1739209714.7403555;-45.120503652039325
