CAN Message; 0x24:0f5b54d56572dc7a
1739209878.3496397;-38.13080360867914
1739209878.3496404;-45.120503652039325
1739209878.349641;-38.13080360867914
1739209878.3496418;-38.13080360867914
1739209878.3496425;-30.49652367304973
1739209878.3496432;-38.13080360867914
1739209878.3496437;-45.120503652039325
1739209878.3496444;-45.120503652039325
1739209878.3496451;-31.141103565318893
1739209878.3496459;-28.58837851428586
1739209878.3496466;-38.13080360867914
1739209878.3496473;-38.13080360867914
1739209878.349648;-35.57807855764607
1739209878.3496487;-32.816014438256545
1739209878.3496494;-45.120503652039325
1739209878.3496501;-38.13080360867914
1739209878.3496509;-45.120503652039325
1739209878.3496516;-33.981070128970956
1739209878.3496523;-38.13080360867914
1739209878.349653;-38.13080360867914
1739209878.3496537;-45.120503652039325
1739209878.3496544;-45.120503652039325
1739209878.3496552;-35.57807855764607
1739209878.3496559;-45.120503652039325
1739209878.3496566;-31.141103565318915
1739209878.349657;-29.438486411369333
1739209878.3496578;-38.13080360867914
1739209878.3496585;-45.120503652039325
1739209878.3496592;-38.13080360867914
1739209878.34966;-35.57807855764607
1739209878.3496606;-45.120503652039325
1739209878.3496614;-45.120503652039325
1739209878.349662;-45.120503652039325
1739209878.3496628;-45.120503652039325
1739209878.3496635;-45.120503652039325
1739209878.3496642;-38.13080360867914
1739209878.349665;-38.13080360867914
1739209878.3496656;-45.120503652039325
1739209878.3496664;-38.13080360867914
1739209878.349667;-45.120503652039325
1739209878.3496678;-35.57807855764607
1739209878.3496685;-33.981070128970906
1739209878.3496692;-45.120503652039325
1739209878.34967;-38.13080360867914
1739209878.3496704;-35.57807855764607
1739209878.3496711;-35.57807855764607
1739209878.3496718;-38.13080360867914
1739209878.3496726;-45.120503652039325
1739209878.3496733;-38.13080360867914
1739209878.349674;-33.981070128970906
1739209878.3496747;-45.120503652039325
1739209878.3496754;-45.120503652039325
1739209878.3496761;-45.120503652039325
1739209878.3496768;-45.120503652039325
1739209878.3496776;-35.57807855764607
1739209878.3496783;-38.13080360867914
1739209878.349679;-45.120503652039325
1739209878.3496797;-35.57807855764607
1739209878.3496804;-38.13080360867914
1739209878.3496811;-38.13080360867914
1739209878.3496819;-45.120503652039325
1739209878.3496826;-38.13080360867914
1739209878.3496833;-45.120503652039325
1739209878.3496838;-45.120503652039325
1739209878.3496845;-35.57807855764607
1739209878.3496852;-25.826314394896357
1739209878.349686;-38.13080360867914
1739209878.3496866;-38.13080360867914
1739209878.3496873;-35.57807855764607
1739209878.349688;-33.981070128970906
1739209878.3496888;-45.120503652039325
1739209878.3496895;-38.13080360867914
1739209878.3496902;-45.120503652039325
1739209878.349691;-32.816014438256545
1739209878.3496916;-38.13080360867914
1739209878.3496923;-45.120503652039325
1739209878.349693;-45.120503652039325
1739209878.3496938;-45.120503652039325
1739209878.3496945;-45.120503652039325
1739209878.3496952;-45.120503652039325
1739209878.349696;-45.120503652039325
1739209878.3496966;-38.13080360867914
1739209878.349697;-35.57807855764607
1739209878.3496978;-35.57807855764607
1739209878.3496985;-35.57807855764607
1739209878.3496993;-38.13080360867914
1739209878.3497;-45.120503652039325
1739209878.3497007;-45.120503652039325
1739209878.3497014;-38.13080360867914
1739209878.3497021;-45.120503652039325
1739209878.3497028;-32.816014438256545
1739209878.3497036;-38.13080360867914
1739209878.3497043;-45.120503652039325
1739209878.349705;-38.13080360867914
1739209878.3497057;-35.57807855764607
1739209878.3497064;-38.13080360867914
1739209878.3497071;-35.57807855764607
1739209878.3497078;-33.981070128970906
1739209878.3497086;-38.13080360867914
1739209878.3497093;-45.120503652039325
1739209878.34971;-38.13080360867914
1739209878.3497105;-45.120503652039325
1739209878.3497112;-45.120503652039325
1739209878.349712;-45.120503652039325
1739209878.3497126;-45.120503652039325
1739209878.3497133;-38.13080360867914
1739209878.349714;-35.57807855764607
1739209878.3497148;-38.13080360867914
1739209878.3497155;-45.120503652039325
1739209878.3497162;-45.120503652039325
1739209878.349717;-32.816014438256545
1739209878.3497176;-38.13080360867914
1739209878.3497183;-45.120503652039325
1739209878.349719;-38.13080360867914
1739209878.3497198;-38.13080360867914
1739209878.3497205;-38.13080360867914
1739209878.3497212;-45.120503652039325
1739209878.349722;-45.120503652039325
1739209878.3497226;-45.120503652039325
1739209878.3497233;-45.120503652039325
1739209878.3497238;-35.57807855764607
1739209878.3497245;-38.13080360867914
1739209878.3497252;-45.120503652039325
1739209878.349726;-38.13080360867914
1739209878.3497267;-30.49652367304973
1739209878.3497274;-35.57807855764607
1739209878.349728;-38.13080360867914
1739209878.3497288;-45.120503652039325
1739209878.3497295;-38.13080360867914
1739209878.3497303;-35.57807855764607
1739209878.349731;-38.13080360867914
1739209878.3497317;-45.120503652039325
1739209878.3497324;-38.13080360867914
1739209878.349733;-38.13080360867914
1739209878.3497338;-33.981070128970906
1739209878.3497345;-38.13080360867914
1739209878.3497353;-45.120503652039325
1739209878.349736;-45.120503652039325
1739209878.3497367;-45.120503652039325
1739209878.3497372;-45.120503652039325
1739209878.349738;-45.120503652039325
1739209878.3497386;-45.120503652039325
1739209878.3497393;-45.120503652039325
1739209878.34974;-45.120503652039325
1739209878.3497407;-45.120503652039325
1739209878.3497415;-38.13080360867914
1739209878.3497422;-35.57807855764607
1739209878.349743;-38.13080360867914
1739209878.3497436;-45.120503652039325
1739209878.3497443;-38.13080360867914
1739209878.349745;-31.141103565318915
1739209878.3497458;-38.13080360867914
1739209878.3497465;-38.13080360867914
1739209878.3497472;-45.120503652039325
1739209878.349748;-32.816014438256545
1739209878.3497486;-38.13080360867914
1739209878.3497493;-38.13080360867914
1739209878.34975;-38.13080360867914
1739209878.3497505;-38.13080360867914
1739209878.3497512;-45.120503652039325
1739209878.349752;-45.120503652039325
1739209878.3497527;-33.981070128970906
1739209878.3497534;-38.13080360867914
1739209878.349754;-45.120503652039325
1739209878.3497548;-45.120503652039325
1739209878.3497555;-45.120503652039325
1739209878.3497562;-45.120503652039325
1739209878.349757;-45.120503652039325
1739209878.3497577;-45.120503652039325
1739209878.3497584;-45.120503652039325
1739209878.349759;-27.8777449560314
1739209878.3497598;-32.816014438256545
1739209878.3497605;-45.120503652039325
1739209878.3497612;-45.120503652039325
1739209878.349762;-35.57807855764607
1739209878.3497627;-38.13080360867914
1739209878.3497634;-38.13080360867914
1739209878.3497639;-38.13080360867914
1739209878.3497646;-45.120503652039325
1739209878.3497653;-45.120503652039325
1739209878.349766;-38.13080360867914
1739209878.3497667;-38.13080360867914
1739209878.3497674;-45.120503652039325
1739209878.3497682;-45.120503652039325
1739209878.3497689;-35.57807855764607
1739209878.3497696;-38.13080360867914
1739209878.3497703;-45.120503652039325
1739209878.349771;-45.120503652039325
1739209878.3497717;-33.981070128970906
1739209878.3497725;-45.120503652039325
1739209878.3497732;-45.120503652039325
1739209878.349774;-45.120503652039325
1739209878.3497746;-38.13080360867914
1739209878.3497753;-45.120503652039325
1739209878.349776;-30.49652367304973
1739209878.3497767;-28.58837851428586
1739209878.3497772;-45.120503652039325
1739209878.349778;-45.120503652039325
1739209878.3497787;-38.13080360867914
1739209878.3497794;-38.13080360867914
1739209878.34978;-38.13080360867914
1739209878.3497808;-35.57807855764607
1739209878.3500583;-45.120503652039325
1739209878.3500667;-38.13080360867914
1739209878.350075;-33.981070128970906
1739209878.3500834;-38.13080360867914
1739209878.3500915;-38.13080360867914
1739209878.3500998;-38.13080360867914
1739209878.3501081;-33.981070128970906
1739209878.3501165;-45.120503652039325
1739209878.3501248;-45.120503652039325
1739209878.3501332;-45.120503652039325
1739209878.3501415;-45.120503652039325
1739209878.3501499;-35.57807855764607
1739209878.350158;-38.13080360867914
1739209878.3501663;-45.120503652039325
1739209878.3501747;-38.13080360867914
1739209878.350183;-38.13080360867914
1739209878.3501914;-45.120503652039325
1739209878.3501997;-38.13080360867914
1739209878.350208;-33.981070128970906
1739209878.3502164;-45.120503652039325
1739209878.3502245;-45.120503652039325
1739209878.3502328;-45.120503652039325
1739209878.3502412;-38.13080360867914
1739209878.3502495;-38.13080360867914
1739209878.3502579;-38.13080360867914
1739209878.3502662;-38.13080360867914
1739209878.3502746;-33.981070128970906
1739209878.350283;-45.120503652039325
1739209878.350291;-45.120503652039325
1739209878.3502994;-38.13080360867914
1739209878.3503077;-45.120503652039325
1739209878.350316;-45.120503652039325
1739209878.3503244;-45.120503652039325
1739209878.3503327;-45.120503652039325
1739209878.350341;-38.13080360867914
1739209878.3503494;-38.13080360867914
1739209878.3503575;-38.13080360867914
1739209878.3503659;-38.13080360867914
1739209878.3503742;-38.13080360867914
1739209878.3503826;-45.120503652039325
1739209878.350391;-38.13080360867914
1739209878.3503993;-45.120503652039325
1739209878.3504076;-45.120503652039325
1739209878.350416;-35.57807855764607
1739209878.3504243;-45.120503652039325
1739209878.3504324;-45.120503652039325
1739209878.3504407;-31.141103565318915
1739209878.350449;-38.13080360867914
1739209878.3504574;-35.57807855764607
1739209878.3504658;-38.13080360867914
1739209878.350474;-38.13080360867914
1739209878.3504825;-38.13080360867914
1739209878.3504908;-35.57807855764607
1739209878.350499;-35.57807855764607
1739209878.3505073;-32.816014438256545
1739209878.3505156;-38.13080360867914
1739209878.350524;-45.120503652039325
1739209878.3505323;-45.120503652039325
1739209878.3505406;-33.981070128970906
1739209878.350549;-38.13080360867914
1739209878.3505573;-38.13080360867914
1739209878.3505654;-45.120503652039325
1739209878.3505738;-31.141103565318915
1739209878.3505821;-38.13080360867914
1739209878.3505905;-38.13080360867914
1739209878.3505988;-35.57807855764607
1739209878.3506072;-45.120503652039325
1739209878.3506155;-38.13080360867914
1739209878.3506238;-45.120503652039325
1739209878.350632;-45.120503652039325
1739209878.3506403;-33.981070128970906
1739209878.3506486;-33.981070128970906
1739209878.350657;-45.120503652039325
1739209878.3506653;-38.13080360867914
1739209878.3506737;-33.981070128970906
1739209878.350682;-45.120503652039325
1739209878.3506904;-38.13080360867914
1739209878.3506985;-38.13080360867914
1739209878.3507068;-45.120503652039325
1739209878.3507152;-45.120503652039325
1739209878.3507235;-38.13080360867914
1739209878.3507318;-38.13080360867914
1739209878.3507402;-38.13080360867914
1739209878.3507485;-45.120503652039325
1739209878.350757;-45.120503652039325
1739209878.3507652;-35.57807855764607
1739209878.3507733;-38.13080360867914
1739209878.3507817;-38.13080360867914
1739209878.35079;-38.13080360867914
1739209878.3507984;-45.120503652039325
1739209878.3508067;-45.120503652039325
1739209878.350815;-38.13080360867914
1739209878.3508234;-35.57807855764607
1739209878.3508317;-38.13080360867914
1739209878.3508399;-33.981070128970906
1739209878.3508482;-31.141103565318915
1739209878.3508565;-45.120503652039325
1739209878.350865;-45.120503652039325
1739209878.3508732;-35.57807855764607
1739209878.3508816;-38.13080360867914
1739209878.35089;-45.120503652039325
1739209878.3508983;-35.57807855764607
1739209878.3509064;-38.13080360867914
1739209878.3509147;-33.981070128970956
1739209878.350923;-38.13080360867914
1739209878.3509314;-38.13080360867914
1739209878.3509398;-38.13080360867914
1739209878.350948;-45.120503652039325
1739209878.3509564;-38.13080360867914
1739209878.3509648;-45.120503652039325
1739209878.350973;-38.13080360867914
1739209878.3509812;-28.58837851428586
1739209878.3509896;-38.13080360867914
1739209878.350998;-45.120503652039325
1739209878.3510063;-45.120503652039325
1739209878.3510146;-45.120503652039325
1739209878.351023;-45.120503652039325
1739209878.3510313;-38.13080360867914
1739209878.3510394;-45.120503652039325
1739209878.3510478;-45.120503652039325
1739209878.351056;-45.120503652039325
1739209878.3510644;-38.13080360867914
1739209878.3510728;-35.57807855764607
1739209878.3510811;-38.13080360867914
1739209878.3510895;-45.120503652039325
1739209878.3510978;-38.13080360867914
1739209878.351106;-45.120503652039325
1739209878.3511143;-45.120503652039325
1739209878.3511226;-38.13080360867914
1739209878.351131;-45.120503652039325
1739209878.3511393;-45.120503652039325
1739209878.3511477;-45.120503652039325
1739209878.351156;-32.816014438256545
1739209878.3511643;-45.120503652039325
1739209878.3511727;-45.120503652039325
1739209878.3511808;-30.49652367304973
1739209878.3511891;-38.13080360867914
1739209878.3511975;-45.120503652039325
1739209878.3512058;-45.120503652039325
1739209878.3512142;-45.120503652039325
1739209878.3512225;-45.120503652039325
1739209878.3512309;-38.13080360867914
1739209878.3512392;-45.120503652039325
1739209878.3512473;-45.120503652039325
1739209878.3512557;-45.120503652039325
1739209878.351264;-38.13080360867914
1739209878.3512723;-45.120503652039325
1739209878.3512807;-38.13080360867914
1739209878.351289;-35.57807855764607
1739209878.3512974;-38.13080360867914
1739209878.3513057;-45.120503652039325
1739209878.3513138;-38.13080360867914
1739209878.3513222;-38.13080360867914
1739209878.3513305;-45.120503652039325
1739209878.3513389;-38.13080360867914
1739209878.3513472;-38.13080360867914
1739209878.3513556;-38.13080360867914
1739209878.351364;-45.120503652039325
1739209878.3513722;-38.13080360867914
1739209878.3513803;-35.57807855764607
1739209878.3513887;-38.13080360867914
1739209878.351397;-38.13080360867914
1739209878.3514054;-38.13080360867914
1739209878.3514137;-35.57807855764607
1739209878.351422;-38.13080360867914
1739209878.3514304;-38.13080360867914
1739209878.3514388;-35.57807855764607
1739209878.3514469;-38.13080360867914
1739209878.3514552;-38.13080360867914
1739209878.3514636;-45.120503652039325
1739209878.351472;-45.120503652039325
1739209878.3514802;-45.120503652039325
1739209878.3514886;-45.120503652039325
1739209878.351497;-45.120503652039325
1739209878.3515053;-38.13080360867914
1739209878.3515136;-45.120503652039325
1739209878.3515217;-38.13080360867914
1739209878.35153;-38.13080360867914
1739209878.3515384;-45.120503652039325
1739209878.3515468;-35.57807855764607
1739209878.351555;-38.13080360867914
1739209878.3515635;-45.120503652039325
1739209878.3515718;-38.13080360867914
1739209878.3515801;-38.13080360867914
1739209878.3515882;-28.992665084841942
1739209878.3515966;-45.120503652039325
1739209878.351605;-38.13080360867914
1739209878.3516133;-38.13080360867914
1739209878.3516216;-38.13080360867914
1739209878.35163;-38.13080360867914
1739209878.3516383;-33.981070128970906
1739209878.3516467;-33.981070128970906
1739209878.3516548;-45.120503652039325
1739209878.351663;-45.120503652039325
1739209878.3516715;-38.13080360867914
1739209878.3516798;-38.13080360867914
1739209878.3516881;-45.120503652039325
1739209878.3516965;-38.13080360867914
1739209878.3517048;-45.120503652039325
1739209878.3517132;-38.13080360867914
1739209878.3517213;-35.57807855764607
1739209878.3517296;-45.120503652039325
1739209878.351738;-38.13080360867914
1739209878.3517463;-38.13080360867914
1739209878.3517547;-38.13080360867914
1739209878.351763;-45.120503652039325
1739209878.3517714;-45.120503652039325
1739209878.3517797;-45.120503652039325
1739209878.3517878;-33.981070128970906
1739209878.3517962;-38.13080360867914
1739209878.3518045;-38.13080360867914
1739209878.3518128;-38.13080360867914
1739209878.3518212;-45.120503652039325
1739209878.3518295;-35.57807855764607
1739209878.3518379;-38.13080360867914
1739209878.3518462;-38.13080360867914
1739209878.3518546;-29.438486411369347
1739209878.3518627;-38.13080360867914
1739209878.351871;-45.120503652039325
1739209878.3518794;-45.120503652039325
1739209878.3518877;-38.13080360867914
1739209878.351896;-45.120503652039325
1739209878.3519044;-38.13080360867914
1739209878.3519127;-35.57807855764607
1739209878.351921;-31.141103565318915
1739209878.3519292;-38.13080360867914
1739209878.3519375;-45.120503652039325
1739209878.3519459;-45.120503652039325
1739209878.3519542;-38.13080360867914
1739209878.3519626;-38.13080360867914
1739209878.351971;-45.120503652039325
1739209878.3519793;-38.13080360867914
1739209878.3519876;-33.981070128970906
1739209878.3519957;-38.13080360867914
1739209878.352004;-38.13080360867914
1739209878.3520124;-45.120503652039325
1739209878.3520207;-38.13080360867914
1739209878.352029;-38.13080360867914
1739209878.3520374;-45.120503652039325
1739209878.3520458;-38.13080360867914
1739209878.352054;-38.13080360867914
1739209878.3520622;-38.13080360867914
1739209878.3520706;-38.13080360867914
1739209878.352079;-45.120503652039325
1739209878.3520873;-38.13080360867914
1739209878.3520956;-38.13080360867914
1739209878.352104;-38.13080360867914
1739209878.3521123;-45.120503652039325
1739209878.3521206;-38.13080360867914
1739209878.3521287;-35.57807855764607
1739209878.352137;-38.13080360867914
1739209878.3521454;-35.57807855764607
1739209878.3521538;-33.981070128970906
1739209878.3521621;-45.120503652039325
1739209878.3521705;-33.981070128970906
1739209878.3521788;-45.120503652039325
1739209878.3521872;-38.13080360867914
1739209878.3521955;-38.13080360867914
1739209878.3522036;-45.120503652039325
1739209878.352212;-45.120503652039325
1739209878.3522203;-38.13080360867914
1739209878.3522286;-38.13080360867914
1739209878.352237;-45.120503652039325
1739209878.3522453;-45.120503652039325
1739209878.3522537;-33.981070128970906
1739209878.352262;-33.981070128970906
1739209878.3522701;-38.13080360867914
1739209878.3522785;-45.120503652039325
1739209878.3522868;-45.120503652039325
1739209878.3522952;-38.13080360867914
1739209878.3523035;-38.13080360867914
1739209878.3523118;-45.120503652039325
1739209878.3523202;-33.981070128970906
1739209878.3523285;-31.141103565318915
1739209878.3523366;-45.120503652039325
1739209878.352345;-35.57807855764607
1739209878.3523533;-38.13080360867914
1739209878.3523617;-45.120503652039325
1739209878.35237;-38.13080360867914
1739209878.3523784;-45.120503652039325
1739209878.3523867;-38.13080360867914
1739209878.352395;-38.13080360867914
1739209878.3524032;-38.13080360867914
1739209878.3524115;-35.57807855764607
1739209878.3524199;-35.57807855764607
1739209878.3524282;-38.13080360867914
1739209878.3524365;-38.13080360867914
1739209878.352445;-35.57807855764607
1739209878.3524532;-38.13080360867914
1739209878.3524616;-45.120503652039325
1739209878.3524697;-38.13080360867914
1739209878.352478;-38.13080360867914
1739209878.3524864;-45.120503652039325
1739209878.3524947;-35.57807855764607
1739209878.352503;-38.13080360867914
1739209878.3525114;-45.120503652039325
1739209878.3525198;-38.13080360867914
1739209878.352528;-33.981070128970906
1739209878.3525364;-38.13080360867914
1739209878.3525445;-38.13080360867914
1739209878.352553;-38.13080360867914
1739209878.3525612;-33.981070128970906
1739209878.3525696;-38.13080360867914
1739209878.352578;-38.13080360867914
1739209878.3525863;-38.13080360867914
1739209878.3525946;-45.120503652039325
1739209878.352603;-45.120503652039325
1739209878.352611;-45.120503652039325
1739209878.3526194;-45.120503652039325
1739209878.3526278;-38.13080360867914
1739209878.352636;-38.13080360867914
1739209878.3526444;-45.120503652039325
1739209878.3526528;-38.13080360867914
1739209878.3526611;-33.981070128970906
1739209878.3526695;-45.120503652039325
1739209878.3526776;-38.13080360867914
1739209878.352686;-45.120503652039325
1739209878.3526943;-38.13080360867914
1739209878.3527026;-45.120503652039325
1739209878.352711;-35.57807855764607
1739209878.3527193;-38.13080360867914
1739209878.3527277;-45.120503652039325
1739209878.352736;-38.13080360867914
1739209878.352744;-45.120503652039325
1739209878.3527524;-45.120503652039325
1739209878.3527608;-38.13080360867914
1739209878.3527691;-38.13080360867914
1739209878.3527775;-45.120503652039325
1739209878.3527858;-45.120503652039325
1739209878.3527942;-35.57807855764607
1739209878.3528025;-45.120503652039325
1739209878.3528106;-45.120503652039325
1739209878.352819;-45.120503652039325
1739209878.3528273;-45.120503652039325
1739209878.3528357;-38.13080360867914
1739209878.352844;-38.13080360867914
1739209878.3528523;-45.120503652039325
1739209878.3528607;-38.13080360867914
1739209878.352869;-38.13080360867914
1739209878.3528771;-38.13080360867914
1739209878.3528855;-38.13080360867914
1739209878.3528938;-35.57807855764607
1739209878.3529022;-45.120503652039325
1739209878.3529105;-45.120503652039325
1739209878.3529189;-45.120503652039325
1739209878.3529272;-38.13080360867914
1739209878.3529356;-33.981070128970906
1739209878.352944;-38.13080360867914
1739209878.352952;-38.13080360867914
1739209878.3529603;-38.13080360867914
1739209878.3529687;-32.816014438256545
1739209878.352977;-35.57807855764607
1739209878.3529854;-33.981070128970906
1739209878.3529937;-45.120503652039325
1739209878.353002;-45.120503652039325
1739209878.3530104;-38.13080360867914
1739209878.3530185;-45.120503652039325
1739209878.3530269;-38.13080360867914
1739209878.3530352;-38.13080360867914
1739209878.3530436;-38.13080360867914
1739209878.353052;-45.120503652039325
1739209878.3530602;-45.120503652039325
1739209878.3530686;-45.120503652039325
1739209878.353077;-38.13080360867914
1739209878.353085;-38.13080360867914
1739209878.3530934;-45.120503652039325
1739209878.3531017;-45.120503652039325
1739209878.35311;-33.981070128970906
1739209878.3531184;-45.120503652039325
1739209878.3531268;-32.816014438256545
1739209878.353135;-30.49652367304973
1739209878.3531435;-45.120503652039325
1739209878.3531516;-45.120503652039325
1739209878.35316;-33.981070128970906
1739209878.3531682;-32.816014438256545
1739209878.3531766;-45.120503652039325
1739209878.353185;-45.120503652039325
1739209878.3531933;-33.981070128970906
1739209878.3532016;-45.120503652039325
1739209878.35321;-45.120503652039325
1739209878.353218;-45.120503652039325
1739209878.3532264;-38.13080360867914
1739209878.3532348;-45.120503652039325
1739209878.353243;-38.13080360867914
1739209878.3532515;-38.13080360867914
1739209878.3532598;-35.57807855764607
1739209878.3532681;-33.981070128970906
1739209878.3532765;-38.13080360867914
1739209878.3532848;-38.13080360867914
1739209878.353293;-38.13080360867914
1739209878.3533013;-38.13080360867914
1739209878.3533096;-45.120503652039325
1739209878.353318;-38.13080360867914
1739209878.3533263;-45.120503652039325
1739209878.3533347;-45.120503652039325
1739209878.353343;-32.816014438256545
1739209878.3533514;-38.13080360867914
1739209878.3533595;-45.120503652039325
1739209878.3533678;-45.120503652039325
1739209878.3533762;-38.13080360867914
1739209878.3533845;-38.13080360867914
1739209878.3533928;-38.13080360867914
1739209878.3534012;-38.13080360867914
1739209878.3534095;-38.13080360867914
1739209878.3534179;-38.13080360867914
1739209878.353426;-45.120503652039325
1739209878.3534343;-38.13080360867914
1739209878.3534427;-45.120503652039325
1739209878.353451;-38.13080360867914
1739209878.3534594;-35.57807855764607
1739209878.3534677;-31.141103565318915
1739209878.353476;-38.13080360867914
1739209878.3534844;-45.120503652039325
1739209878.3534925;-45.120503652039325
1739209878.3535008;-38.13080360867914
1739209878.3535092;-35.57807855764607
1739209878.3535175;-38.13080360867914
1739209878.3535259;-38.13080360867914
1739209878.3535342;-38.13080360867914
1739209878.3535426;-38.13080360867914
1739209878.353551;-45.120503652039325
1739209878.353559;-45.120503652039325
1739209878.3535674;-38.13080360867914
1739209878.3535757;-45.120503652039325
1739209878.353584;-45.120503652039325
1739209878.3535924;-38.13080360867914
1739209878.3536007;-31.141103565318915
1739209878.353609;-33.981070128970906
1739209878.3536174;-38.13080360867914
1739209878.3536258;-45.120503652039325
1739209878.3536339;-38.13080360867914
1739209878.3536422;-38.13080360867914
1739209878.3536506;-45.120503652039325
1739209878.353659;-45.120503652039325
1739209878.3536673;-31.141103565318915
1739209878.3536756;-33.981070128970906
1739209878.353684;-38.13080360867914
1739209878.3536923;-38.13080360867914
1739209878.3537004;-45.120503652039325
1739209878.3537087;-45.120503652039325
1739209878.353717;-38.13080360867914
1739209878.3537254;-33.981070128970906
1739209878.3537338;-35.57807855764607
1739209878.3537421;-33.981070128970906
1739209878.3537505;-45.120503652039325
1739209878.3537588;-38.13080360867914
1739209878.353767;-38.13080360867914
1739209878.3537753;-38.13080360867914
1739209878.3537836;-45.120503652039325
1739209878.353792;-35.57807855764607
1739209878.3538003;-33.981070128970906
1739209878.3538086;-38.13080360867914
1739209878.353817;-45.120503652039325
1739209878.3538253;-38.13080360867914
1739209878.3538334;-45.120503652039325
1739209878.3538418;-45.120503652039325
1739209878.3538501;-33.981070128970906
1739209878.3538585;-45.120503652039325
1739209878.3538668;-45.120503652039325
1739209878.3538752;-38.13080360867914
1739209878.3538835;-38.13080360867914
1739209878.3538918;-38.13080360867914
1739209878.3539;-33.981070128970906
1739209878.3539083;-33.981070128970906
1739209878.3539166;-38.13080360867914
1739209878.353925;-38.13080360867914
1739209878.3539333;-45.120503652039325
1739209878.3539417;-45.120503652039325
1739209878.35395;-45.120503652039325
1739209878.3539584;-45.120503652039325
1739209878.3539667;-45.120503652039325
1739209878.3539748;-32.816014438256545
1739209878.3539832;-32.816014438256545
1739209878.3539915;-45.120503652039325
1739209878.3539999;-38.13080360867914
1739209878.3540082;-33.981070128970906
1739209878.3540165;-38.13080360867914
1739209878.354025;-45.120503652039325
1739209878.3540332;-45.120503652039325
1739209878.3540413;-45.120503652039325
1739209878.3540497;-45.120503652039325
1739209878.354058;-35.57807855764607
1739209878.3540664;-38.13080360867914
1739209878.3540747;-45.120503652039325
1739209878.354083;-45.120503652039325
1739209878.3540914;-38.13080360867914
1739209878.3540998;-45.120503652039325
1739209878.3541079;-35.57807855764607
1739209878.3541162;-32.816014438256545
1739209878.3541245;-45.120503652039325
1739209878.354133;-38.13080360867914
1739209878.3541412;-33.981070128970906
1739209878.3541496;-45.120503652039325
1739209878.354158;-45.120503652039325
1739209878.3541663;-45.120503652039325
1739209878.3541744;-38.13080360867914
1739209878.3541827;-35.57807855764607
1739209878.354191;-38.13080360867914
1739209878.3541994;-45.120503652039325
1739209878.3542078;-45.120503652039325
1739209878.354216;-45.120503652039325
1739209878.3542244;-35.57807855764607
1739209878.3542328;-38.13080360867914
1739209878.354241;-33.981070128970906
1739209878.3542492;-45.120503652039325
1739209878.3542576;-38.13080360867914
1739209878.354266;-38.13080360867914
1739209878.3542743;-38.13080360867914
1739209878.3542826;-35.57807855764607
1739209878.354291;-45.120503652039325
1739209878.3542993;-45.120503652039325
1739209878.3543077;-45.120503652039325
1739209878.3543158;-45.120503652039325
1739209878.354324;-45.120503652039325
1739209878.3543324;-38.13080360867914
1739209878.3543408;-38.13080360867914
1739209878.3543491;-45.120503652039325
1739209878.3543575;-45.120503652039325
1739209878.3543658;-45.120503652039325
1739209878.3543742;-33.981070128970906
1739209878.3543823;-45.120503652039325
1739209878.3543906;-38.13080360867914
1739209878.354399;-45.120503652039325
1739209878.3544073;-32.816014438256545
1739209878.3544157;-32.816014438256545
1739209878.354424;-38.13080360867914
1739209878.3544323;-38.13080360867914
1739209878.3544407;-35.57807855764607
1739209878.3544488;-38.13080360867914
1739209878.3544571;-35.57807855764607
1739209878.3544655;-38.13080360867914
1739209878.3544738;-45.120503652039325
1739209878.3544822;-38.13080360867914
1739209878.3544905;-45.120503652039325
1739209878.3544989;-38.13080360867914
1739209878.3545072;-45.120503652039325
1739209878.3545153;-45.120503652039325
1739209878.3545237;-45.120503652039325
1739209878.354532;-33.981070128970906
1739209878.3545403;-38.13080360867914
1739209878.3545487;-45.120503652039325
1739209878.354557;-45.120503652039325
1739209878.3545654;-38.13080360867914
1739209878.3545737;-32.816014438256545
1739209878.3545818;-38.13080360867914
1739209878.3545902;-45.120503652039325
1739209878.3545985;-45.120503652039325
1739209878.3546069;-31.141103565318893
1739209878.3546152;-27.267205301931607
1739209878.3546236;-38.13080360867914
1739209878.354632;-38.13080360867914
1739209878.3546402;-35.57807855764607
1739209878.3546484;-38.13080360867914
1739209878.3546567;-45.120503652039325
1739209878.354665;-35.57807855764607
1739209878.3546734;-38.13080360867914
1739209878.3546817;-35.57807855764607
1739209878.35469;-38.13080360867914
1739209878.3546984;-45.120503652039325
1739209878.3547068;-45.120503652039325
1739209878.354715;-45.120503652039325
1739209878.3547232;-31.141103565318893
1739209878.3547316;-38.13080360867914
1739209878.35474;-33.981070128970906
1739209878.3547482;-25.826314394896357
1739209878.3547566;-38.13080360867914
1739209878.354765;-45.120503652039325
1739209878.3547733;-38.13080360867914
1739209878.3547816;-33.981070128970906
1739209878.3547897;-45.120503652039325
1739209878.354798;-45.120503652039325
1739209878.3548064;-38.13080360867914
1739209878.3548148;-32.81601443825658
1739209878.354823;-38.13080360867914
1739209878.3548315;-38.13080360867914
1739209878.3548398;-35.57807855764607
1739209878.3548481;-38.13080360867914
1739209878.3548563;-45.120503652039325
1739209878.3548646;-45.120503652039325
1739209878.354873;-38.13080360867914
1739209878.3548813;-27.267205301931607
1739209878.3548896;-38.13080360867914
1739209878.354898;-45.120503652039325
1739209878.3549063;-38.13080360867914
