CAN Message; 0x1bb:0000d7cb3cb0f02a
1739209695.9587722;-45.120503652039325
1739209695.958782;-45.120503652039325
1739209695.958792;-35.57807855764607
1739209695.9588017;-38.13080360867914
1739209695.9588115;-45.120503652039325
1739209695.9588215;-45.120503652039325
1739209695.9588313;-38.13080360867914
1739209695.9588413;-38.13080360867914
1739209695.958851;-35.57807855764607
1739209695.9588609;-38.13080360867914
1739209695.958871;-38.13080360867914
1739209695.9588807;-38.13080360867914
1739209695.9588904;-38.13080360867914
1739209695.9589005;-38.13080360867914
1739209695.9589102;-45.120503652039325
1739209695.95892;-38.13080360867914
1739209695.95893;-45.120503652039325
1739209695.9589398;-35.57807855764607
1739209695.9589496;-38.13080360867914
1739209695.9589596;-45.120503652039325
1739209695.9589694;-38.13080360867914
1739209695.9589791;-38.13080360867914
1739209695.9589891;-38.13080360867914
1739209695.958999;-33.981070128970906
1739209695.9590087;-38.13080360867914
1739209695.9590187;-38.13080360867914
1739209695.9590285;-45.120503652039325
1739209695.9590385;-45.120503652039325
1739209695.9590483;-38.13080360867914
1739209695.959058;-45.120503652039325
1739209695.959068;-33.981070128970906
1739209695.9590778;-31.141103565318915
1739209695.9590876;-38.13080360867914
1739209695.9590976;-45.120503652039325
1739209695.9591074;-38.13080360867914
1739209695.9591172;-35.57807855764607
1739209695.9591272;-38.13080360867914
1739209695.959137;-45.120503652039325
1739209695.9591467;-38.13080360867914
1739209695.9591568;-31.141103565318915
1739209695.9591665;-45.120503652039325
1739209695.9591763;-45.120503652039325
1739209695.9591863;-45.120503652039325
1739209695.959196;-33.981070128970906
1739209695.959206;-38.13080360867914
1739209695.9592159;-35.57807855764607
1739209695.9592257;-30.49652367304973
1739209695.9592357;-38.13080360867914
1739209695.9592454;-45.120503652039325
1739209695.9592552;-32.816014438256545
1739209695.9592652;-29.438486411369333
1739209695.959275;-45.120503652039325
1739209695.9592848;-45.120503652039325
1739209695.9592948;-38.13080360867914
1739209695.9593046;-45.120503652039325
1739209695.9593143;-35.57807855764607
1739209695.9593244;-45.120503652039325
1739209695.9593341;-38.13080360867914
1739209695.959344;-38.13080360867914
1739209695.959354;-38.13080360867914
1739209695.9593637;-45.120503652039325
1739209695.9593737;-45.120503652039325
1739209695.9593835;-38.13080360867914
1739209695.9593933;-28.992665084841942
1739209695.9594033;-38.13080360867914
1739209695.959413;-38.13080360867914
1739209695.9594228;-38.13080360867914
1739209695.9594328;-38.13080360867914
1739209695.9594426;-45.120503652039325
1739209695.9594524;-45.120503652039325
1739209695.9594624;-45.120503652039325
1739209695.9594722;-32.816014438256545
1739209695.959482;-45.120503652039325
1739209695.959492;-45.120503652039325
1739209695.9595017;-45.120503652039325
1739209695.9595115;-45.120503652039325
1739209695.9595215;-38.13080360867914
1739209695.9595313;-45.120503652039325
1739209695.959541;-45.120503652039325
1739209695.959551;-31.141103565318915
1739209695.9595609;-35.57807855764607
1739209695.959571;-45.120503652039325
1739209695.9595807;-45.120503652039325
1739209695.9595904;-45.120503652039325
1739209695.9596004;-45.120503652039325
1739209695.9596102;-45.120503652039325
1739209695.95962;-45.120503652039325
1739209695.95963;-45.120503652039325
1739209695.9596398;-38.13080360867914
1739209695.9596496;-38.13080360867914
1739209695.9596596;-45.120503652039325
1739209695.9596694;-38.13080360867914
1739209695.9596791;-45.120503652039325
1739209695.9596891;-45.120503652039325
1739209695.959699;-38.13080360867914
1739209695.9597087;-45.120503652039325
1739209695.9597187;-45.120503652039325
1739209695.9597285;-38.13080360867914
1739209695.9597385;-35.57807855764607
1739209695.9597483;-38.13080360867914
1739209695.959758;-45.120503652039325
1739209695.959768;-45.120503652039325
1739209695.9597778;-38.13080360867914
1739209695.9597876;-32.816014438256545
1739209695.9597976;-45.120503652039325
1739209695.9598074;-38.13080360867914
1739209695.9598172;-38.13080360867914
1739209695.9598272;-35.57807855764607
1739209695.959837;-45.120503652039325
1739209695.9598467;-45.120503652039325
1739209695.9598567;-35.57807855764607
1739209695.9598665;-38.13080360867914
1739209695.9598763;-45.120503652039325
1739209695.9598863;-33.981070128970906
1739209695.959896;-38.13080360867914
1739209695.9599059;-45.120503652039325
1739209695.9599159;-32.816014438256545
1739209695.9599257;-33.981070128970906
1739209695.9599357;-38.13080360867914
1739209695.9599454;-32.816014438256545
1739209695.9599552;-38.13080360867914
1739209695.9599652;-38.13080360867914
1739209695.959975;-32.816014438256545
1739209695.9599848;-38.13080360867914
1739209695.9599948;-45.120503652039325
1739209695.9600046;-45.120503652039325
1739209695.9600143;-45.120503652039325
1739209695.9600244;-45.120503652039325
1739209695.9600341;-38.13080360867914
1739209695.960044;-38.13080360867914
1739209695.960054;-45.120503652039325
1739209695.9600637;-38.13080360867914
1739209695.9600735;-35.57807855764607
1739209695.9600835;-45.120503652039325
1739209695.9600933;-45.120503652039325
1739209695.9601033;-38.13080360867914
1739209695.960113;-35.57807855764607
1739209695.9601228;-38.13080360867914
1739209695.9601328;-45.120503652039325
1739209695.9601426;-45.120503652039325
1739209695.9601524;-38.13080360867914
1739209695.9601624;-38.13080360867914
1739209695.9601722;-45.120503652039325
1739209695.960182;-45.120503652039325
1739209695.960192;-45.120503652039325
1739209695.9602017;-45.120503652039325
1739209695.9602115;-45.120503652039325
1739209695.9602215;-38.13080360867914
1739209695.9602313;-33.981070128970906
1739209695.960241;-38.13080360867914
1739209695.960251;-45.120503652039325
1739209695.9602609;-33.981070128970906
1739209695.960271;-35.57807855764607
1739209695.9602807;-38.13080360867914
1739209695.9602904;-45.120503652039325
1739209695.9603004;-38.13080360867914
1739209695.9603102;-38.13080360867914
1739209695.96032;-38.13080360867914
1739209695.96033;-45.120503652039325
1739209695.9603398;-45.120503652039325
1739209695.9603496;-45.120503652039325
1739209695.9603596;-38.13080360867914
1739209695.9603693;-38.13080360867914
1739209695.9603791;-45.120503652039325
1739209695.9603891;-45.120503652039325
1739209695.960399;-38.13080360867914
1739209695.9604087;-45.120503652039325
1739209695.9604187;-38.13080360867914
1739209695.9604285;-33.981070128970906
1739209695.9604383;-45.120503652039325
1739209695.9604483;-38.13080360867914
1739209695.960458;-38.13080360867914
1739209695.960468;-35.57807855764607
1739209695.9604778;-45.120503652039325
1739209695.9604876;-38.13080360867914
1739209695.9604976;-45.120503652039325
1739209695.9605074;-31.141103565318915
1739209695.9605172;-32.816014438256545
1739209695.9605272;-35.57807855764607
1739209695.960537;-38.13080360867914
1739209695.9605467;-45.120503652039325
1739209695.9605567;-38.13080360867914
1739209695.9605665;-45.120503652039325
1739209695.9605763;-45.120503652039325
1739209695.9605863;-38.13080360867914
1739209695.960596;-45.120503652039325
1739209695.9606059;-45.120503652039325
1739209695.9606159;-38.13080360867914
1739209695.9606256;-35.57807855764607
1739209695.9606357;-38.13080360867914
1739209695.9606454;-45.120503652039325
1739209695.9606552;-45.120503652039325
1739209695.9606652;-31.141103565318915
1739209695.960675;-33.981070128970906
1739209695.9606848;-38.13080360867914
1739209695.9606948;-38.13080360867914
1739209695.9607046;-33.981070128970906
1739209695.9607143;-38.13080360867914
1739209695.9607244;-45.120503652039325
1739209695.9607341;-38.13080360867914
1739209695.960744;-38.13080360867914
1739209695.960754;-45.120503652039325
1739209695.9607637;-45.120503652039325
1739209695.9607735;-35.57807855764607
1739209695.9607835;-38.13080360867914
1739209695.9607933;-45.120503652039325
1739209695.960803;-45.120503652039325
1739209695.960813;-45.120503652039325
1739209695.9608228;-38.13080360867914
1739209695.9608328;-38.13080360867914
1739209695.9608426;-45.120503652039325
1739209695.9608524;-38.13080360867914
1739209695.9608624;-38.13080360867914
1739209695.9608722;-38.13080360867914
1739209695.960882;-45.120503652039325
1739209695.960892;-45.120503652039325
1739209695.9609017;-33.981070128970906
1739209695.9609115;-31.141103565318915
1739209695.9609215;-38.13080360867914
1739209695.9609313;-45.120503652039325
1739209695.960941;-45.120503652039325
1739209695.960951;-35.57807855764607
1739209695.9609609;-35.57807855764607
1739209695.9609706;-38.13080360867914
1739209695.9609807;-33.981070128970906
1739209695.9609904;-28.58837851428586
1739209695.9610004;-38.13080360867914
1739209695.9610102;-38.13080360867914
1739209695.96102;-38.13080360867914
1739209695.96103;-38.13080360867914
1739209695.9610398;-33.981070128970906
1739209695.9610496;-45.120503652039325
1739209695.9610596;-38.13080360867914
1739209695.9610693;-33.981070128970906
1739209695.9610791;-35.57807855764607
1739209695.9610891;-38.13080360867914
1739209695.961099;-45.120503652039325
1739209695.9611087;-35.57807855764607
1739209695.9611187;-38.13080360867914
1739209695.9611285;-45.120503652039325
1739209695.9611382;-38.13080360867914
1739209695.9611483;-31.141103565318915
1739209695.961158;-38.13080360867914
1739209695.9611678;-45.120503652039325
1739209695.9611778;-45.120503652039325
1739209695.9611876;-45.120503652039325
1739209695.9611976;-45.120503652039325
1739209695.9612074;-38.13080360867914
1739209695.9612172;-35.57807855764607
1739209695.9612272;-45.120503652039325
1739209695.961237;-45.120503652039325
1739209695.9612467;-45.120503652039325
1739209695.9612567;-45.120503652039325
1739209695.9612665;-38.13080360867914
1739209695.9612763;-45.120503652039325
1739209695.9612863;-45.120503652039325
1739209695.961296;-45.120503652039325
1739209695.9613059;-38.13080360867914
1739209695.9613159;-35.57807855764607
1739209695.9613256;-45.120503652039325
1739209695.9613354;-45.120503652039325
1739209695.9613454;-33.981070128970906
1739209695.9613552;-33.981070128970906
1739209695.9613652;-33.981070128970906
1739209695.961375;-38.13080360867914
1739209695.9613848;-45.120503652039325
1739209695.9613948;-45.120503652039325
1739209695.9614046;-45.120503652039325
1739209695.9614143;-38.13080360867914
1739209695.9614244;-38.13080360867914
1739209695.9614341;-45.120503652039325
1739209695.961444;-38.13080360867914
1739209695.961454;-35.57807855764607
1739209695.9614637;-45.120503652039325
1739209695.9614735;-45.120503652039325
1739209695.9614835;-45.120503652039325
1739209695.9614933;-45.120503652039325
1739209695.961503;-33.981070128970906
1739209695.961513;-45.120503652039325
1739209695.9615228;-45.120503652039325
1739209695.9615326;-45.120503652039325
1739209695.9615426;-35.57807855764607
1739209695.9615524;-35.57807855764607
1739209695.9615624;-38.13080360867914
1739209695.9615722;-45.120503652039325
1739209695.961582;-45.120503652039325
1739209695.961592;-35.57807855764607
1739209695.9616017;-45.120503652039325
1739209695.9616115;-45.120503652039325
1739209695.9616215;-45.120503652039325
1739209695.9616313;-45.120503652039325
1739209695.961641;-38.13080360867914
1739209695.961651;-45.120503652039325
1739209695.9616609;-33.981070128970906
1739209695.9616706;-45.120503652039325
1739209695.9616807;-38.13080360867914
1739209695.9616904;-45.120503652039325
1739209695.9617002;-35.57807855764607
1739209695.9617102;-29.438486411369333
1739209695.96172;-45.120503652039325
1739209695.96173;-45.120503652039325
1739209695.9617398;-38.13080360867914
1739209695.9617496;-45.120503652039325
1739209695.9617596;-45.120503652039325
1739209695.9617693;-45.120503652039325
1739209695.961779;-45.120503652039325
1739209695.9617891;-45.120503652039325
1739209695.961799;-45.120503652039325
1739209695.9618087;-45.120503652039325
1739209695.9618187;-45.120503652039325
1739209695.9618285;-45.120503652039325
1739209695.9618382;-38.13080360867914
1739209695.9618483;-45.120503652039325
1739209695.961858;-45.120503652039325
1739209695.9618678;-35.57807855764607
1739209695.9618778;-45.120503652039325
1739209695.9618876;-45.120503652039325
1739209695.9618976;-38.13080360867914
1739209695.9619074;-35.57807855764607
1739209695.9619172;-35.57807855764607
1739209695.9619272;-35.57807855764607
1739209695.961937;-38.13080360867914
1739209695.9619467;-27.8777449560314
1739209695.9619567;-33.981070128970906
1739209695.9619665;-35.57807855764607
1739209695.9619763;-38.13080360867914
1739209695.9619863;-45.120503652039325
1739209695.961996;-38.13080360867914
1739209695.9620059;-35.57807855764607
1739209695.9620159;-45.120503652039325
1739209695.9620256;-38.13080360867914
1739209695.9620354;-45.120503652039325
1739209695.9620454;-45.120503652039325
1739209695.9620552;-38.13080360867914
1739209695.962065;-38.13080360867914
1739209695.962075;-45.120503652039325
1739209695.9620848;-45.120503652039325
1739209695.9620948;-45.120503652039325
1739209695.9621046;-25.62660358559016
1739209695.9621143;-38.13080360867914
1739209695.9621243;-45.120503652039325
1739209695.9621341;-38.13080360867914
1739209695.962144;-38.13080360867914
1739209695.962154;-38.13080360867914
1739209695.9621637;-45.120503652039325
1739209695.9621735;-38.13080360867914
1739209695.9621835;-38.13080360867914
1739209695.9621933;-45.120503652039325
1739209695.962203;-45.120503652039325
1739209695.962213;-45.120503652039325
1739209695.9622228;-45.120503652039325
1739209695.9622326;-45.120503652039325
1739209695.9622426;-45.120503652039325
1739209695.9622524;-35.57807855764607
1739209695.9622624;-32.816014438256545
1739209695.9622722;-45.120503652039325
1739209695.962282;-45.120503652039325
1739209695.962292;-38.13080360867914
1739209695.9623017;-45.120503652039325
1739209695.9623115;-45.120503652039325
1739209695.9623215;-45.120503652039325
1739209695.9623313;-38.13080360867914
1739209695.962341;-33.981070128970906
1739209695.962351;-35.57807855764607
1739209695.9623609;-45.120503652039325
1739209695.9623706;-45.120503652039325
1739209695.9623806;-33.981070128970906
1739209695.9623904;-38.13080360867914
1739209695.9624002;-38.13080360867914
1739209695.9624102;-33.981070128970906
1739209695.96242;-30.49652367304976
1739209695.9624298;-38.13080360867914
1739209695.9624398;-33.981070128970906
1739209695.9624496;-45.120503652039325
1739209695.9624596;-45.120503652039325
1739209695.9624693;-45.120503652039325
1739209695.962479;-35.57807855764607
1739209695.9624891;-45.120503652039325
1739209695.962499;-31.141103565318915
1739209695.9625087;-33.981070128970906
1739209695.9625187;-38.13080360867914
1739209695.9625285;-45.120503652039325
1739209695.9625382;-32.816014438256545
1739209695.9625483;-38.13080360867914
1739209695.962558;-45.120503652039325
1739209695.9625678;-38.13080360867914
1739209695.9625778;-38.13080360867914
1739209695.9625876;-38.13080360867914
1739209695.9625974;-45.120503652039325
1739209695.9626074;-45.120503652039325
1739209695.9626172;-33.981070128970906
1739209695.9626272;-38.13080360867914
1739209695.962637;-45.120503652039325
1739209695.9626467;-45.120503652039325
1739209695.9626567;-38.13080360867914
1739209695.9626665;-38.13080360867914
1739209695.9626763;-45.120503652039325
1739209695.9626863;-38.13080360867914
1739209695.962696;-38.13080360867914
1739209695.9627059;-45.120503652039325
1739209695.9627159;-45.120503652039325
1739209695.9627256;-38.13080360867914
1739209695.9627354;-33.981070128970906
1739209695.9627454;-38.13080360867914
1739209695.9627552;-45.120503652039325
1739209695.962765;-33.981070128970906
1739209695.962775;-45.120503652039325
1739209695.9627848;-38.13080360867914
1739209695.9627948;-45.120503652039325
1739209695.9628046;-45.120503652039325
1739209695.9628143;-45.120503652039325
1739209695.9628243;-45.120503652039325
1739209695.9628341;-45.120503652039325
1739209695.962844;-45.120503652039325
1739209695.962854;-45.120503652039325
1739209695.9628637;-45.120503652039325
1739209695.9628735;-45.120503652039325
1739209695.9628835;-38.13080360867914
1739209695.9628932;-38.13080360867914
1739209695.962903;-45.120503652039325
1739209695.962913;-45.120503652039325
1739209695.9629228;-38.13080360867914
1739209695.9629326;-35.57807855764607
1739209695.9629426;-38.13080360867914
1739209695.9629524;-38.13080360867914
1739209695.9629622;-45.120503652039325
1739209695.9629722;-45.120503652039325
1739209695.962982;-38.13080360867914
1739209695.962992;-38.13080360867914
1739209695.9630017;-45.120503652039325
1739209695.9630115;-38.13080360867914
1739209695.9630215;-38.13080360867914
1739209695.9630313;-45.120503652039325
1739209695.963041;-45.120503652039325
1739209695.963051;-45.120503652039325
1739209695.9630609;-45.120503652039325
1739209695.9630706;-45.120503652039325
1739209695.9630806;-38.13080360867914
1739209695.9630904;-38.13080360867914
1739209695.9631002;-38.13080360867914
1739209695.9631102;-45.120503652039325
1739209695.96312;-38.13080360867914
1739209695.9631298;-45.120503652039325
1739209695.9631398;-30.49652367304973
1739209695.9631495;-32.816014438256545
1739209695.9631596;-38.13080360867914
1739209695.9631693;-38.13080360867914
1739209695.963179;-35.57807855764607
1739209695.9631891;-32.816014438256545
1739209695.963199;-45.120503652039325
1739209695.9632087;-38.13080360867914
1739209695.9632187;-45.120503652039325
1739209695.9632285;-45.120503652039325
1739209695.9632382;-45.120503652039325
1739209695.9632483;-45.120503652039325
1739209695.963258;-45.120503652039325
1739209695.9632678;-33.981070128970906
1739209695.9632778;-38.13080360867914
1739209695.9632876;-45.120503652039325
1739209695.9632974;-35.57807855764607
1739209695.9633074;-35.57807855764607
1739209695.9633172;-45.120503652039325
1739209695.963327;-38.13080360867914
1739209695.963337;-33.981070128970906
1739209695.9633467;-38.13080360867914
1739209695.9633567;-45.120503652039325
1739209695.9633665;-45.120503652039325
1739209695.9633763;-35.57807855764607
1739209695.9633863;-35.57807855764607
1739209695.963396;-38.13080360867914
1739209695.9634058;-45.120503652039325
1739209695.9634159;-45.120503652039325
1739209695.9634256;-45.120503652039325
1739209695.9634354;-45.120503652039325
1739209695.9634454;-35.57807855764607
1739209695.9634552;-45.120503652039325
1739209695.963465;-38.13080360867914
1739209695.963475;-38.13080360867914
1739209695.9634848;-38.13080360867914
1739209695.9634945;-45.120503652039325
1739209695.9635046;-45.120503652039325
1739209695.9635143;-35.57807855764607
1739209695.9635243;-32.816014438256545
1739209695.963534;-31.141103565318893
1739209695.963544;-29.438486411369333
1739209695.963554;-38.13080360867914
1739209695.9635637;-38.13080360867914
1739209695.9635735;-32.816014438256545
1739209695.9635835;-38.13080360867914
1739209695.9635932;-45.120503652039325
1739209695.963603;-35.57807855764607
1739209695.963613;-38.13080360867914
1739209695.9636228;-38.13080360867914
1739209695.9636326;-45.120503652039325
1739209695.9636426;-45.120503652039325
1739209695.9636524;-38.13080360867914
1739209695.9636621;-45.120503652039325
1739209695.9636722;-35.57807855764607
1739209695.963682;-35.57807855764607
1739209695.9636917;-45.120503652039325
1739209695.9637017;-45.120503652039325
1739209695.9637115;-45.120503652039325
1739209695.9637215;-45.120503652039325
1739209695.9637313;-38.13080360867914
1739209695.963741;-45.120503652039325
1739209695.963751;-45.120503652039325
1739209695.9637609;-45.120503652039325
1739209695.9637706;-35.57807855764607
1739209695.9637806;-27.8777449560314
1739209695.9637904;-45.120503652039325
1739209695.9638002;-45.120503652039325
1739209695.9638102;-35.57807855764607
1739209695.96382;-35.57807855764607
1739209695.9638298;-45.120503652039325
1739209695.9638398;-45.120503652039325
1739209695.9638495;-45.120503652039325
1739209695.9638593;-38.13080360867914
1739209695.9638693;-38.13080360867914
1739209695.963879;-45.120503652039325
1739209695.9638891;-45.120503652039325
1739209695.963899;-45.120503652039325
1739209695.9639087;-38.13080360867914
1739209695.9639187;-38.13080360867914
1739209695.9639285;-38.13080360867914
1739209695.9639382;-31.141103565318915
1739209695.9639482;-35.57807855764607
1739209695.963958;-38.13080360867914
1739209695.9639678;-45.120503652039325
1739209695.9639778;-45.120503652039325
1739209695.9639876;-45.120503652039325
1739209695.9639974;-45.120503652039325
1739209695.9640074;-45.120503652039325
1739209695.9640172;-45.120503652039325
1739209695.964027;-38.13080360867914
1739209695.964037;-38.13080360867914
1739209695.9640467;-38.13080360867914
1739209695.9640565;-35.57807855764607
1739209695.9640665;-38.13080360867914
1739209695.9640763;-35.57807855764607
1739209695.9640863;-45.120503652039325
1739209695.964096;-45.120503652039325
1739209695.9641058;-38.13080360867914
1739209695.9641159;-38.13080360867914
1739209695.9641256;-38.13080360867914
1739209695.9641354;-45.120503652039325
1739209695.9641454;-38.13080360867914
1739209695.9641552;-35.57807855764607
1739209695.964165;-45.120503652039325
1739209695.964175;-38.13080360867914
1739209695.9641848;-33.981070128970906
1739209695.9641945;-35.57807855764607
1739209695.9642045;-45.120503652039325
1739209695.9642143;-45.120503652039325
1739209695.964224;-33.981070128970906
1739209695.964234;-45.120503652039325
1739209695.964244;-38.13080360867914
1739209695.964254;-38.13080360867914
1739209695.9642637;-45.120503652039325
1739209695.9642735;-38.13080360867914
1739209695.9642835;-38.13080360867914
1739209695.9642932;-45.120503652039325
1739209695.964303;-38.13080360867914
1739209695.964313;-35.57807855764607
1739209695.9643228;-33.981070128970906
1739209695.9643326;-33.981070128970906
1739209695.9643426;-45.120503652039325
1739209695.9643524;-45.120503652039325
1739209695.9643621;-45.120503652039325
1739209695.9643722;-35.57807855764607
1739209695.964382;-38.13080360867914
1739209695.9643917;-45.120503652039325
1739209695.9644017;-38.13080360867914
1739209695.9644115;-45.120503652039325
1739209695.9644215;-45.120503652039325
1739209695.9644313;-45.120503652039325
1739209695.964441;-45.120503652039325
1739209695.964451;-38.13080360867914
1739209695.9644608;-38.13080360867914
1739209695.9644706;-38.13080360867914
1739209695.9644806;-38.13080360867914
1739209695.9644904;-35.57807855764607
1739209695.9645002;-38.13080360867914
1739209695.9645102;-38.13080360867914
1739209695.96452;-35.57807855764607
1739209695.9645298;-45.120503652039325
1739209695.9645398;-45.120503652039325
1739209695.9645495;-35.57807855764607
1739209695.9645593;-38.13080360867914
1739209695.9645693;-45.120503652039325
1739209695.964579;-31.141103565318915
1739209695.9645889;-38.13080360867914
1739209695.964599;-38.13080360867914
1739209695.9646087;-38.13080360867914
1739209695.9646187;-35.57807855764607
1739209695.9646285;-45.120503652039325
1739209695.9646382;-38.13080360867914
1739209695.9646482;-38.13080360867914
1739209695.964658;-38.13080360867914
1739209695.9646678;-38.13080360867914
1739209695.9646778;-38.13080360867914
1739209695.9646876;-38.13080360867914
1739209695.9646974;-45.120503652039325
1739209695.9647074;-32.816014438256545
1739209695.9647171;-45.120503652039325
1739209695.964727;-45.120503652039325
1739209695.964737;-31.141103565318915
1739209695.9647467;-35.57807855764607
1739209695.9647565;-38.13080360867914
1739209695.9647665;-45.120503652039325
1739209695.9647763;-33.981070128970906
1739209695.9647863;-45.120503652039325
1739209695.964796;-45.120503652039325
1739209695.9648058;-45.120503652039325
1739209695.9648159;-45.120503652039325
1739209695.9648256;-38.13080360867914
1739209695.9648354;-45.120503652039325
1739209695.9648454;-45.120503652039325
