CAN Message; 0x1b8:03002e4a12e177bb
1739209645.847946;-35.57807855764607
1739209645.8479507;-35.57807855764607
1739209645.8479555;-45.120503652039325
1739209645.8479602;-45.120503652039325
1739209645.8479648;-35.57807855764607
1739209645.8479695;-35.57807855764607
1739209645.8479743;-45.120503652039325
1739209645.847979;-45.120503652039325
1739209645.8479836;-45.120503652039325
1739209645.8479884;-33.981070128970906
1739209645.8479931;-45.120503652039325
1739209645.8479977;-38.13080360867914
1739209645.8480024;-45.120503652039325
1739209645.8480072;-38.13080360867914
1739209645.848012;-38.13080360867914
1739209645.8480165;-45.120503652039325
1739209645.8480213;-45.120503652039325
1739209645.848026;-45.120503652039325
1739209645.8480308;-45.120503652039325
1739209645.8480353;-45.120503652039325
1739209645.84804;-35.57807855764607
1739209645.8480449;-35.57807855764607
1739209645.8480496;-38.13080360867914
1739209645.8480542;-38.13080360867914
1739209645.848059;-32.816014438256545
1739209645.8480637;-29.438486411369333
1739209645.8480685;-45.120503652039325
1739209645.848073;-45.120503652039325
1739209645.8480778;-45.120503652039325
1739209645.8480825;-33.981070128970906
1739209645.848087;-38.13080360867914
1739209645.8480918;-35.57807855764607
1739209645.8480966;-45.120503652039325
1739209645.8481014;-33.981070128970956
1739209645.848106;-33.981070128970906
1739209645.8481107;-38.13080360867914
1739209645.8481154;-45.120503652039325
1739209645.8481202;-45.120503652039325
1739209645.8481247;-45.120503652039325
1739209645.8481295;-45.120503652039325
1739209645.8481343;-35.57807855764607
1739209645.848139;-28.58837851428586
1739209645.8481436;-35.57807855764607
1739209645.8481483;-45.120503652039325
1739209645.848153;-35.57807855764607
1739209645.848158;-32.816014438256545
1739209645.8481624;-45.120503652039325
1739209645.8481672;-38.13080360867914
1739209645.848172;-45.120503652039325
1739209645.8481765;-38.13080360867914
1739209645.8481812;-38.13080360867914
1739209645.848186;-38.13080360867914
1739209645.8481908;-38.13080360867914
1739209645.8481953;-45.120503652039325
1739209645.8482;-45.120503652039325
1739209645.8482049;-45.120503652039325
1739209645.8482096;-45.120503652039325
1739209645.8482141;-45.120503652039325
1739209645.848219;-45.120503652039325
1739209645.8482237;-45.120503652039325
1739209645.8482285;-38.13080360867914
1739209645.848233;-35.57807855764607
1739209645.8482378;-45.120503652039325
1739209645.8482425;-38.13080360867914
1739209645.848247;-33.981070128970906
1739209645.8482518;-28.992665084841942
1739209645.8482566;-38.13080360867914
1739209645.8482614;-45.120503652039325
1739209645.848266;-45.120503652039325
1739209645.8482707;-33.981070128970906
1739209645.8482754;-38.13080360867914
1739209645.8482802;-45.120503652039325
1739209645.8482847;-38.13080360867914
1739209645.8482895;-32.81601443825658
1739209645.8482943;-45.120503652039325
1739209645.848299;-45.120503652039325
1739209645.8483036;-38.13080360867914
1739209645.8483083;-45.120503652039325
1739209645.848313;-45.120503652039325
1739209645.8483179;-38.13080360867914
1739209645.8483224;-35.57807855764607
1739209645.8483272;-25.826314394896357
1739209645.848332;-33.981070128970906
1739209645.8483365;-38.13080360867914
1739209645.8483412;-35.57807855764607
1739209645.848346;-38.13080360867914
1739209645.8483508;-45.120503652039325
1739209645.8483553;-45.120503652039325
1739209645.84836;-38.13080360867914
1739209645.8483648;-38.13080360867914
1739209645.8483696;-33.981070128970906
1739209645.8483741;-33.981070128970906
1739209645.848379;-45.120503652039325
1739209645.8483837;-45.120503652039325
1739209645.8483884;-45.120503652039325
1739209645.848393;-45.120503652039325
1739209645.8483977;-45.120503652039325
1739209645.8484025;-33.981070128970906
1739209645.8484073;-38.13080360867914
1739209645.8484118;-38.13080360867914
1739209645.8484166;-38.13080360867914
1739209645.8484213;-38.13080360867914
1739209645.8484259;-45.120503652039325
1739209645.8484306;-38.13080360867914
1739209645.8484354;-38.13080360867914
1739209645.8484402;-45.120503652039325
1739209645.8484447;-32.816014438256545
1739209645.8484495;-38.13080360867914
1739209645.8484542;-38.13080360867914
1739209645.848459;-33.981070128970906
1739209645.8484635;-38.13080360867914
1739209645.8484683;-38.13080360867914
1739209645.848473;-35.57807855764607
1739209645.8484778;-33.981070128970906
1739209645.8484824;-38.13080360867914
1739209645.8484871;-45.120503652039325
1739209645.848492;-45.120503652039325
1739209645.8484967;-38.13080360867914
1739209645.8485012;-45.120503652039325
1739209645.848506;-38.13080360867914
1739209645.8485107;-35.57807855764607
1739209645.8485153;-32.816014438256545
1739209645.84852;-38.13080360867914
1739209645.8485248;-45.120503652039325
1739209645.8485296;-45.120503652039325
1739209645.848534;-38.13080360867914
1739209645.8485389;-32.816014438256545
1739209645.8485436;-45.120503652039325
1739209645.8485484;-38.13080360867914
1739209645.848553;-32.816014438256545
1739209645.8485577;-45.120503652039325
1739209645.8485625;-45.120503652039325
1739209645.8485672;-35.57807855764607
1739209645.8485718;-38.13080360867914
1739209645.8485765;-45.120503652039325
1739209645.8485813;-45.120503652039325
1739209645.848586;-38.13080360867914
1739209645.8485906;-32.816014438256545
1739209645.8485954;-45.120503652039325
1739209645.8486001;-45.120503652039325
1739209645.8486047;-35.57807855764607
1739209645.8486094;-35.57807855764607
1739209645.8486142;-38.13080360867914
1739209645.848619;-38.13080360867914
1739209645.8486235;-38.13080360867914
1739209645.8486283;-45.120503652039325
1739209645.848633;-38.13080360867914
1739209645.8486378;-45.120503652039325
1739209645.8486423;-35.57807855764607
1739209645.848647;-31.141103565318915
1739209645.848652;-33.981070128970906
1739209645.8486567;-38.13080360867914
1739209645.8486612;-38.13080360867914
1739209645.848666;-38.13080360867914
1739209645.8486707;-45.120503652039325
1739209645.8486755;-45.120503652039325
1739209645.84868;-45.120503652039325
1739209645.8486848;-45.120503652039325
1739209645.8486896;-45.120503652039325
1739209645.848694;-45.120503652039325
1739209645.8486989;-38.13080360867914
1739209645.8487036;-45.120503652039325
1739209645.8487084;-31.141103565318893
1739209645.848713;-32.816014438256545
1739209645.8487177;-45.120503652039325
1739209645.8487225;-45.120503652039325
1739209645.8487272;-38.13080360867914
1739209645.8487318;-35.57807855764607
1739209645.8487365;-45.120503652039325
1739209645.8487413;-35.57807855764607
1739209645.848746;-45.120503652039325
1739209645.8487506;-45.120503652039325
1739209645.8487554;-38.13080360867914
1739209645.8487601;-45.120503652039325
1739209645.8487647;-38.13080360867914
1739209645.8487694;-45.120503652039325
1739209645.8487742;-38.13080360867914
1739209645.848779;-45.120503652039325
1739209645.8487835;-32.816014438256545
1739209645.8487883;-35.57807855764607
1739209645.848793;-38.13080360867914
1739209645.8487978;-35.57807855764607
1739209645.8488023;-45.120503652039325
1739209645.848807;-35.57807855764607
1739209645.8488119;-45.120503652039325
1739209645.8488166;-45.120503652039325
1739209645.8488212;-45.120503652039325
1739209645.848826;-45.120503652039325
1739209645.8488307;-38.13080360867914
1739209645.8488355;-38.13080360867914
1739209645.84884;-45.120503652039325
1739209645.8488448;-45.120503652039325
1739209645.8488495;-38.13080360867914
1739209645.848854;-45.120503652039325
1739209645.8488588;-38.13080360867914
1739209645.8488636;-45.120503652039325
1739209645.8488684;-45.120503652039325
1739209645.848873;-45.120503652039325
1739209645.8488777;-38.13080360867914
1739209645.8488824;-32.816014438256545
1739209645.8488872;-38.13080360867914
1739209645.8488917;-38.13080360867914
1739209645.8488965;-32.816014438256545
1739209645.8489013;-29.438486411369333
1739209645.848906;-38.13080360867914
1739209645.8489106;-38.13080360867914
1739209645.8489153;-45.120503652039325
1739209645.84892;-38.13080360867914
1739209645.8489249;-38.13080360867914
1739209645.8489294;-38.13080360867914
1739209645.8489342;-45.120503652039325
1739209645.848939;-38.13080360867914
1739209645.8489435;-38.13080360867914
1739209645.8489482;-45.120503652039325
1739209645.848953;-38.13080360867914
1739209645.8489578;-45.120503652039325
1739209645.8489623;-38.13080360867914
1739209645.848967;-45.120503652039325
1739209645.8489718;-35.57807855764607
1739209645.8489766;-26.487275050834715
1739209645.8489811;-45.120503652039325
1739209645.848986;-38.13080360867914
1739209645.8489907;-33.981070128970906
1739209645.8489954;-35.57807855764607
1739209645.849;-45.120503652039325
1739209645.8490047;-45.120503652039325
1739209645.8490095;-45.120503652039325
1739209645.8490143;-38.13080360867914
1739209645.8490188;-45.120503652039325
1739209645.8490236;-38.13080360867914
1739209645.8490283;-38.13080360867914
1739209645.8490329;-45.120503652039325
1739209645.8490376;-45.120503652039325
1739209645.8490424;-45.120503652039325
1739209645.8490472;-38.13080360867914
1739209645.8490517;-30.49652367304973
1739209645.8490565;-45.120503652039325
1739209645.8490613;-45.120503652039325
1739209645.849066;-35.57807855764607
1739209645.8490705;-35.57807855764607
1739209645.8490753;-45.120503652039325
1739209645.84908;-45.120503652039325
1739209645.8490849;-35.57807855764607
1739209645.8490894;-35.57807855764607
1739209645.8490942;-45.120503652039325
1739209645.849099;-45.120503652039325
1739209645.8491037;-45.120503652039325
1739209645.8491082;-31.141103565318915
1739209645.849113;-38.13080360867914
1739209645.8491178;-45.120503652039325
1739209645.8491223;-38.13080360867914
1739209645.849127;-35.57807855764607
1739209645.8491318;-45.120503652039325
1739209645.8491366;-45.120503652039325
1739209645.8491411;-33.981070128970906
1739209645.849146;-38.13080360867914
1739209645.8491507;-38.13080360867914
1739209645.8491554;-45.120503652039325
1739209645.84916;-45.120503652039325
1739209645.8491647;-27.267205301931607
1739209645.8491695;-33.981070128970906
1739209645.8491743;-38.13080360867914
1739209645.8491788;-38.13080360867914
1739209645.8491836;-38.13080360867914
1739209645.8491883;-38.13080360867914
1739209645.849193;-45.120503652039325
1739209645.8491976;-45.120503652039325
1739209645.8492024;-45.120503652039325
1739209645.8492072;-45.120503652039325
1739209645.8492117;-45.120503652039325
1739209645.8492165;-33.981070128970906
1739209645.8492212;-33.981070128970906
1739209645.849226;-38.13080360867914
1739209645.8492305;-45.120503652039325
1739209645.8492353;-35.57807855764607
1739209645.84924;-35.57807855764607
1739209645.8492448;-45.120503652039325
1739209645.8492494;-45.120503652039325
1739209645.8492541;-38.13080360867914
1739209645.849259;-35.57807855764607
1739209645.8492637;-45.120503652039325
1739209645.8492682;-38.13080360867914
1739209645.849273;-33.981070128970906
1739209645.8492777;-38.13080360867914
1739209645.8492823;-38.13080360867914
1739209645.849287;-45.120503652039325
1739209645.8492918;-38.13080360867914
1739209645.8492966;-38.13080360867914
1739209645.849301;-35.57807855764607
1739209645.8493059;-45.120503652039325
1739209645.8493106;-32.816014438256545
1739209645.8493154;-32.816014438256545
1739209645.84932;-45.120503652039325
1739209645.8493247;-45.120503652039325
1739209645.8493295;-33.981070128970906
1739209645.8493342;-38.13080360867914
1739209645.8493388;-45.120503652039325
1739209645.8493435;-45.120503652039325
1739209645.8493483;-38.13080360867914
1739209645.849353;-32.816014438256545
1739209645.8493576;-38.13080360867914
1739209645.8493624;-45.120503652039325
1739209645.8493671;-38.13080360867914
1739209645.8493717;-35.57807855764607
1739209645.8493764;-38.13080360867914
1739209645.8493812;-45.120503652039325
1739209645.849386;-45.120503652039325
1739209645.8493905;-45.120503652039325
1739209645.8493953;-38.13080360867914
1739209645.8494;-38.13080360867914
1739209645.8494048;-38.13080360867914
1739209645.8494093;-38.13080360867914
1739209645.849414;-38.13080360867914
1739209645.8494189;-38.13080360867914
1739209645.8494236;-45.120503652039325
1739209645.8494282;-45.120503652039325
1739209645.849433;-45.120503652039325
1739209645.8494377;-45.120503652039325
1739209645.8494425;-45.120503652039325
1739209645.849447;-35.57807855764607
1739209645.8494518;-45.120503652039325
1739209645.8494565;-33.981070128970906
1739209645.849461;-38.13080360867914
1739209645.8494658;-45.120503652039325
1739209645.8494706;-28.58837851428586
1739209645.8494754;-35.57807855764607
1739209645.84948;-45.120503652039325
1739209645.8494847;-45.120503652039325
1739209645.8494895;-35.57807855764607
1739209645.8494942;-38.13080360867914
1739209645.8494987;-38.13080360867914
1739209645.8495035;-32.816014438256545
1739209645.8495083;-45.120503652039325
1739209645.849513;-38.13080360867914
1739209645.8495176;-38.13080360867914
1739209645.8495224;-45.120503652039325
1739209645.8495271;-45.120503652039325
1739209645.849532;-38.13080360867914
1739209645.8495364;-38.13080360867914
1739209645.8495412;-45.120503652039325
1739209645.849546;-35.57807855764607
1739209645.8495505;-35.57807855764607
1739209645.8495553;-45.120503652039325
1739209645.84956;-45.120503652039325
1739209645.8495648;-33.981070128970906
1739209645.8495693;-45.120503652039325
1739209645.849574;-45.120503652039325
1739209645.8495789;-45.120503652039325
1739209645.8495836;-30.49652367304973
1739209645.8495882;-32.816014438256545
1739209645.849593;-45.120503652039325
1739209645.8495977;-35.57807855764607
1739209645.8496025;-45.120503652039325
1739209645.849607;-45.120503652039325
1739209645.8496118;-38.13080360867914
1739209645.8496165;-45.120503652039325
1739209645.8496213;-45.120503652039325
1739209645.8496258;-45.120503652039325
1739209645.8496306;-35.57807855764607
1739209645.8496354;-35.57807855764607
1739209645.84964;-38.13080360867914
1739209645.8496447;-35.57807855764607
1739209645.8496494;-35.57807855764607
1739209645.8496542;-45.120503652039325
1739209645.8496587;-30.49652367304973
1739209645.8496635;-33.981070128970906
1739209645.8496683;-45.120503652039325
1739209645.849673;-45.120503652039325
1739209645.8496776;-45.120503652039325
1739209645.8496823;-45.120503652039325
1739209645.849687;-45.120503652039325
1739209645.8496919;-35.57807855764607
1739209645.8496964;-38.13080360867914
1739209645.8497012;-45.120503652039325
1739209645.849706;-45.120503652039325
1739209645.8497105;-45.120503652039325
1739209645.8497152;-45.120503652039325
1739209645.84972;-45.120503652039325
1739209645.8497248;-45.120503652039325
1739209645.8497293;-45.120503652039325
1739209645.849734;-30.49652367304973
1739209645.8497388;-29.438486411369333
1739209645.8497436;-38.13080360867914
1739209645.8497481;-38.13080360867914
1739209645.849753;-33.981070128970906
1739209645.8497577;-38.13080360867914
1739209645.8497624;-45.120503652039325
1739209645.849767;-45.120503652039325
1739209645.8497717;-45.120503652039325
1739209645.8497765;-45.120503652039325
1739209645.8497813;-38.13080360867914
1739209645.8497858;-45.120503652039325
1739209645.8497906;-45.120503652039325
1739209645.8497953;-45.120503652039325
1739209645.8497999;-45.120503652039325
1739209645.8498046;-45.120503652039325
1739209645.8498094;-45.120503652039325
1739209645.8498142;-45.120503652039325
1739209645.8498187;-45.120503652039325
1739209645.8498235;-45.120503652039325
1739209645.8498282;-45.120503652039325
1739209645.849833;-45.120503652039325
1739209645.8498375;-38.13080360867914
1739209645.8498423;-45.120503652039325
1739209645.849847;-32.816014438256545
1739209645.8498518;-27.8777449560314
1739209645.8498564;-45.120503652039325
1739209645.8498611;-45.120503652039325
1739209645.849866;-38.13080360867914
1739209645.8498707;-32.816014438256545
1739209645.8498752;-45.120503652039325
1739209645.84988;-45.120503652039325
1739209645.8498847;-45.120503652039325
1739209645.8498893;-33.981070128970956
1739209645.849894;-45.120503652039325
1739209645.8498988;-45.120503652039325
1739209645.8499036;-45.120503652039325
1739209645.849908;-33.981070128970906
1739209645.849913;-38.13080360867914
1739209645.8499177;-45.120503652039325
1739209645.8499224;-45.120503652039325
1739209645.849927;-31.141103565318915
1739209645.8499317;-38.13080360867914
1739209645.8499365;-45.120503652039325
1739209645.8499413;-38.13080360867914
1739209645.8499458;-35.57807855764607
1739209645.8499506;-45.120503652039325
1739209645.8499553;-45.120503652039325
1739209645.84996;-45.120503652039325
1739209645.8499646;-45.120503652039325
1739209645.8499694;-45.120503652039325
1739209645.8499742;-45.120503652039325
1739209645.8499787;-32.816014438256545
1739209645.8499835;-32.816014438256545
1739209645.8499882;-38.13080360867914
1739209645.849993;-45.120503652039325
1739209645.8499975;-38.13080360867914
1739209645.8500023;-38.13080360867914
1739209645.850007;-45.120503652039325
1739209645.8500118;-45.120503652039325
1739209645.8500164;-45.120503652039325
1739209645.8500211;-45.120503652039325
1739209645.850026;-38.13080360867914
1739209645.8500307;-38.13080360867914
1739209645.8500352;-38.13080360867914
1739209645.85004;-33.981070128970906
1739209645.8500447;-45.120503652039325
1739209645.8500495;-45.120503652039325
1739209645.850054;-38.13080360867914
1739209645.8500588;-35.57807855764607
1739209645.8500636;-38.13080360867914
1739209645.850068;-45.120503652039325
1739209645.8500729;-38.13080360867914
1739209645.8500776;-38.13080360867914
1739209645.8500824;-45.120503652039325
1739209645.850087;-45.120503652039325
1739209645.8500917;-45.120503652039325
1739209645.8500965;-38.13080360867914
1739209645.8501012;-38.13080360867914
1739209645.8501058;-45.120503652039325
1739209645.8501105;-38.13080360867914
1739209645.8501153;-38.13080360867914
1739209645.85012;-38.13080360867914
1739209645.8501246;-38.13080360867914
1739209645.8501294;-45.120503652039325
1739209645.8501341;-45.120503652039325
1739209645.850139;-38.13080360867914
1739209645.8501434;-45.120503652039325
1739209645.8501482;-45.120503652039325
1739209645.850153;-35.57807855764607
1739209645.8501575;-33.981070128970906
1739209645.8501623;-45.120503652039325
1739209645.850167;-45.120503652039325
1739209645.8501718;-38.13080360867914
1739209645.8501763;-35.57807855764607
1739209645.850181;-45.120503652039325
1739209645.8501859;-45.120503652039325
1739209645.8501906;-38.13080360867914
1739209645.8501952;-33.981070128970906
1739209645.8502;-45.120503652039325
1739209645.8502047;-38.13080360867914
1739209645.8502095;-38.13080360867914
1739209645.850214;-38.13080360867914
1739209645.8502188;-35.57807855764607
1739209645.8502235;-45.120503652039325
1739209645.850228;-35.57807855764607
1739209645.8502328;-38.13080360867914
1739209645.8502376;-45.120503652039325
1739209645.8502424;-45.120503652039325
1739209645.850247;-35.57807855764607
1739209645.8502517;-38.13080360867914
1739209645.8502564;-45.120503652039325
1739209645.8502612;-35.57807855764607
1739209645.8502657;-35.57807855764607
1739209645.8502705;-38.13080360867914
1739209645.8502753;-38.13080360867914
1739209645.85028;-45.120503652039325
1739209645.8502846;-45.120503652039325
1739209645.8502893;-38.13080360867914
1739209645.850294;-38.13080360867914
1739209645.850299;-38.13080360867914
1739209645.8503034;-45.120503652039325
1739209645.8503082;-35.57807855764607
1739209645.850313;-45.120503652039325
1739209645.8503175;-45.120503652039325
1739209645.8503222;-45.120503652039325
1739209645.850327;-45.120503652039325
1739209645.8503318;-45.120503652039325
1739209645.8503363;-38.13080360867914
1739209645.850341;-45.120503652039325
1739209645.8503458;-31.141103565318915
1739209645.8503506;-38.13080360867914
1739209645.8503551;-45.120503652039325
1739209645.85036;-45.120503652039325
1739209645.8503647;-38.13080360867914
1739209645.8503695;-45.120503652039325
1739209645.850374;-45.120503652039325
1739209645.8503788;-45.120503652039325
1739209645.8503835;-33.981070128970956
1739209645.8503883;-38.13080360867914
1739209645.8503928;-38.13080360867914
1739209645.8503976;-45.120503652039325
1739209645.8504024;-38.13080360867914
1739209645.850407;-45.120503652039325
1739209645.8504117;-45.120503652039325
1739209645.8504164;-38.13080360867914
1739209645.8504212;-28.58837851428586
1739209645.8504257;-33.981070128970906
1739209645.8504305;-45.120503652039325
1739209645.8504353;-45.120503652039325
1739209645.85044;-35.57807855764607
1739209645.8504446;-38.13080360867914
1739209645.8504493;-45.120503652039325
1739209645.850454;-45.120503652039325
1739209645.8504589;-38.13080360867914
1739209645.8504634;-45.120503652039325
1739209645.8504682;-45.120503652039325
1739209645.850473;-45.120503652039325
1739209645.8504777;-38.13080360867914
1739209645.8504822;-38.13080360867914
1739209645.850487;-35.57807855764607
1739209645.8504918;-38.13080360867914
1739209645.8504963;-27.8777449560314
1739209645.850501;-30.49652367304973
1739209645.8505058;-45.120503652039325
1739209645.8505106;-45.120503652039325
1739209645.8505151;-38.13080360867914
1739209645.85052;-35.57807855764607
1739209645.8505247;-38.13080360867914
1739209645.8505294;-32.816014438256545
1739209645.850534;-45.120503652039325
1739209645.8505387;-45.120503652039325
1739209645.8505435;-45.120503652039325
1739209645.8505483;-45.120503652039325
1739209645.8505528;-45.120503652039325
1739209645.8505576;-45.120503652039325
1739209645.8505623;-45.120503652039325
1739209645.850567;-45.120503652039325
1739209645.8505716;-45.120503652039325
1739209645.8505764;-38.13080360867914
1739209645.8505812;-38.13080360867914
1739209645.8505857;-45.120503652039325
1739209645.8505905;-32.816014438256545
1739209645.8505952;-33.981070128970906
1739209645.8506;-38.13080360867914
1739209645.8506045;-45.120503652039325
1739209645.8506093;-31.141103565318893
1739209645.850614;-29.438486411369333
1739209645.8506188;-45.120503652039325
1739209645.8506234;-38.13080360867914
1739209645.8506281;-32.816014438256545
1739209645.850633;-32.816014438256545
1739209645.8506377;-45.120503652039325
1739209645.8506422;-38.13080360867914
1739209645.850647;-45.120503652039325
1739209645.8506517;-45.120503652039325
1739209645.8506565;-33.981070128970906
1739209645.850661;-38.13080360867914
1739209645.8506658;-45.120503652039325
1739209645.8506706;-38.13080360867914
1739209645.850675;-38.13080360867914
1739209645.8506799;-45.120503652039325
1739209645.8506846;-33.981070128970906
1739209645.8506894;-32.816014438256545
1739209645.850694;-45.120503652039325
1739209645.8506987;-45.120503652039325
1739209645.8507035;-45.120503652039325
1739209645.8507082;-45.120503652039325
1739209645.8507128;-45.120503652039325
1739209645.8507175;-45.120503652039325
1739209645.8507223;-35.57807855764607
1739209645.850727;-35.57807855764607
1739209645.8507316;-45.120503652039325
1739209645.8507364;-45.120503652039325
