CAN Message; 0x150:0300a46ea91cafbe
1739209680.2452462;-38.13080360867914
1739209680.2452497;-38.13080360867914
1739209680.245253;-35.57807855764607
1739209680.2452567;-38.13080360867914
1739209680.24526;-45.120503652039325
1739209680.2452636;-38.13080360867914
1739209680.245267;-38.13080360867914
1739209680.2452705;-45.120503652039325
1739209680.245274;-45.120503652039325
1739209680.2452774;-38.13080360867914
1739209680.245281;-35.57807855764607
1739209680.2452843;-38.13080360867914
1739209680.245288;-45.120503652039325
1739209680.2452912;-38.13080360867914
1739209680.2452948;-38.13080360867914
1739209680.2452984;-45.120503652039325
1739209680.2453017;-45.120503652039325
1739209680.2453053;-45.120503652039325
1739209680.2453086;-45.120503652039325
1739209680.2453122;-38.13080360867914
1739209680.2453156;-30.49652367304973
1739209680.2453191;-38.13080360867914
1739209680.2453225;-45.120503652039325
1739209680.245326;-38.13080360867914
1739209680.2453296;-35.57807855764607
1739209680.245333;-38.13080360867914
1739209680.2453365;-35.57807855764607
1739209680.2453399;-45.120503652039325
1739209680.2453434;-38.13080360867914
1739209680.2453468;-45.120503652039325
1739209680.2453504;-33.981070128970906
1739209680.245354;-38.13080360867914
1739209680.2453573;-45.120503652039325
1739209680.2453609;-38.13080360867914
1739209680.2453642;-45.120503652039325
1739209680.2453678;-45.120503652039325
1739209680.245371;-26.991370085610722
1739209680.2453747;-38.13080360867914
1739209680.245378;-45.120503652039325
1739209680.2453816;-38.13080360867914
1739209680.2453852;-35.57807855764607
1739209680.2453885;-45.120503652039325
1739209680.245392;-45.120503652039325
1739209680.2453954;-45.120503652039325
1739209680.245399;-38.13080360867914
1739209680.2454023;-45.120503652039325
1739209680.245406;-45.120503652039325
1739209680.2454095;-45.120503652039325
1739209680.2454128;-45.120503652039325
1739209680.2454164;-33.981070128970906
1739209680.2454197;-45.120503652039325
1739209680.2454233;-38.13080360867914
1739209680.2454267;-28.992665084841942
1739209680.2454302;-33.981070128970906
1739209680.2454336;-38.13080360867914
1739209680.2454371;-45.120503652039325
1739209680.2454407;-38.13080360867914
1739209680.245444;-45.120503652039325
1739209680.2454476;-45.120503652039325
1739209680.245451;-33.981070128970906
1739209680.2454545;-33.981070128970906
1739209680.245458;-45.120503652039325
1739209680.2454615;-45.120503652039325
1739209680.245465;-38.13080360867914
1739209680.2454684;-38.13080360867914
1739209680.245472;-38.13080360867914
1739209680.2454753;-45.120503652039325
1739209680.2454789;-35.57807855764607
1739209680.2454822;-45.120503652039325
1739209680.2454858;-45.120503652039325
1739209680.2454894;-45.120503652039325
1739209680.2454927;-45.120503652039325
1739209680.2454963;-45.120503652039325
1739209680.2454996;-45.120503652039325
1739209680.2455032;-45.120503652039325
1739209680.2455065;-45.120503652039325
1739209680.24551;-33.981070128970906
1739209680.2455134;-38.13080360867914
1739209680.245517;-38.13080360867914
1739209680.2455206;-38.13080360867914
1739209680.245524;-38.13080360867914
1739209680.2455275;-38.13080360867914
1739209680.2455308;-45.120503652039325
1739209680.2455344;-38.13080360867914
1739209680.2455378;-38.13080360867914
1739209680.2455413;-45.120503652039325
1739209680.245545;-45.120503652039325
1739209680.2455482;-45.120503652039325
1739209680.2455518;-45.120503652039325
1739209680.2455552;-45.120503652039325
1739209680.2455587;-45.120503652039325
1739209680.245562;-45.120503652039325
1739209680.2455657;-38.13080360867914
1739209680.245569;-38.13080360867914
1739209680.2455726;-45.120503652039325
1739209680.2455761;-45.120503652039325
1739209680.2455795;-38.13080360867914
1739209680.245583;-38.13080360867914
1739209680.2455864;-45.120503652039325
1739209680.24559;-38.13080360867914
1739209680.2455933;-38.13080360867914
1739209680.245597;-38.13080360867914
1739209680.2456005;-45.120503652039325
1739209680.2456038;-33.981070128970906
1739209680.2456074;-45.120503652039325
1739209680.2456107;-45.120503652039325
1739209680.2456143;-38.13080360867914
1739209680.2456176;-38.13080360867914
1739209680.2456212;-38.13080360867914
1739209680.2456245;-38.13080360867914
1739209680.245628;-45.120503652039325
1739209680.2456317;-45.120503652039325
1739209680.245635;-45.120503652039325
1739209680.2456386;-38.13080360867914
1739209680.245642;-45.120503652039325
1739209680.2456455;-45.120503652039325
1739209680.2456489;-45.120503652039325
1739209680.2456524;-45.120503652039325
1739209680.245656;-45.120503652039325
1739209680.2456594;-38.13080360867914
1739209680.245663;-45.120503652039325
1739209680.2456663;-38.13080360867914
1739209680.2456698;-38.13080360867914
1739209680.2456732;-45.120503652039325
1739209680.2456768;-45.120503652039325
1739209680.24568;-45.120503652039325
1739209680.2456837;-45.120503652039325
1739209680.2456872;-38.13080360867914
1739209680.2456906;-45.120503652039325
1739209680.2456942;-38.13080360867914
1739209680.2456975;-38.13080360867914
1739209680.245701;-38.13080360867914
1739209680.2457044;-45.120503652039325
1739209680.245708;-32.816014438256545
1739209680.2457116;-32.816014438256545
1739209680.245715;-38.13080360867914
1739209680.2457185;-45.120503652039325
1739209680.2457218;-38.13080360867914
1739209680.2457254;-35.57807855764607
1739209680.2457287;-45.120503652039325
1739209680.2457323;-45.120503652039325
1739209680.245736;-45.120503652039325
1739209680.2457392;-45.120503652039325
1739209680.2457428;-45.120503652039325
1739209680.2457461;-45.120503652039325
1739209680.2457497;-33.981070128970906
1739209680.245753;-45.120503652039325
1739209680.2457566;-38.13080360867914
1739209680.24576;-45.120503652039325
1739209680.2457635;-35.57807855764607
1739209680.245767;-35.57807855764607
1739209680.2457705;-45.120503652039325
1739209680.245774;-45.120503652039325
1739209680.2457774;-45.120503652039325
1739209680.245781;-35.57807855764607
1739209680.2457843;-45.120503652039325
1739209680.2457879;-35.57807855764607
1739209680.2457914;-38.13080360867914
1739209680.2457948;-45.120503652039325
1739209680.2457983;-38.13080360867914
1739209680.2458017;-45.120503652039325
1739209680.2458053;-38.13080360867914
1739209680.2458086;-45.120503652039325
1739209680.2458122;-45.120503652039325
1739209680.2458155;-45.120503652039325
1739209680.245819;-35.57807855764607
1739209680.2458227;-35.57807855764607
1739209680.245826;-38.13080360867914
1739209680.2458296;-45.120503652039325
1739209680.245833;-32.816014438256545
1739209680.2458365;-32.816014438256545
1739209680.2458398;-45.120503652039325
1739209680.2458434;-45.120503652039325
1739209680.245847;-38.13080360867914
1739209680.2458503;-35.57807855764607
1739209680.245854;-45.120503652039325
1739209680.2458572;-38.13080360867914
1739209680.2458608;-45.120503652039325
1739209680.2458642;-45.120503652039325
1739209680.2458677;-32.816014438256545
1739209680.245871;-35.57807855764607
1739209680.2458746;-45.120503652039325
1739209680.2458782;-45.120503652039325
1739209680.2458816;-33.981070128970906
1739209680.2458851;-38.13080360867914
1739209680.2458885;-38.13080360867914
1739209680.245892;-38.13080360867914
1739209680.2458954;-45.120503652039325
1739209680.245899;-45.120503652039325
1739209680.2459025;-38.13080360867914
1739209680.2459059;-30.49652367304973
1739209680.2459095;-38.13080360867914
1739209680.2459128;-45.120503652039325
1739209680.2459164;-45.120503652039325
1739209680.2459197;-38.13080360867914
1739209680.2459233;-38.13080360867914
1739209680.2459269;-45.120503652039325
1739209680.2459302;-38.13080360867914
1739209680.2459338;-38.13080360867914
1739209680.245937;-45.120503652039325
1739209680.2459407;-45.120503652039325
1739209680.245944;-33.981070128970906
1739209680.2459476;-35.57807855764607
1739209680.245951;-38.13080360867914
1739209680.2459545;-45.120503652039325
1739209680.245958;-38.13080360867914
1739209680.2459614;-26.487275050834715
1739209680.245965;-38.13080360867914
1739209680.2459683;-38.13080360867914
1739209680.245972;-38.13080360867914
1739209680.2459753;-33.981070128970906
1739209680.2459788;-38.13080360867914
1739209680.2459824;-45.120503652039325
1739209680.2459857;-45.120503652039325
1739209680.2459893;-38.13080360867914
1739209680.2459927;-45.120503652039325
1739209680.2459962;-45.120503652039325
1739209680.2459996;-38.13080360867914
1739209680.2460032;-38.13080360867914
1739209680.2460065;-45.120503652039325
1739209680.24601;-45.120503652039325
1739209680.2460136;-35.57807855764607
1739209680.246017;-26.991370085610722
1739209680.2460206;-38.13080360867914
1739209680.246024;-38.13080360867914
1739209680.2460275;-45.120503652039325
1739209680.2460308;-38.13080360867914
1739209680.2460344;-38.13080360867914
1739209680.246038;-45.120503652039325
1739209680.2460413;-35.57807855764607
1739209680.2460449;-38.13080360867914
1739209680.2460482;-45.120503652039325
1739209680.2460518;-38.13080360867914
1739209680.2460551;-38.13080360867914
1739209680.2460587;-45.120503652039325
1739209680.246062;-45.120503652039325
1739209680.2460656;-45.120503652039325
1739209680.2460692;-33.981070128970906
1739209680.2460725;-33.981070128970906
1739209680.246076;-38.13080360867914
1739209680.2460794;-38.13080360867914
1739209680.246083;-33.981070128970906
1739209680.2460864;-32.816014438256545
1739209680.24609;-45.120503652039325
1739209680.2460935;-45.120503652039325
1739209680.2460968;-45.120503652039325
1739209680.2461004;-33.981070128970906
1739209680.2461038;-38.13080360867914
1739209680.2461073;-38.13080360867914
1739209680.2461107;-38.13080360867914
1739209680.2461143;-45.120503652039325
1739209680.2461176;-45.120503652039325
1739209680.2461212;-45.120503652039325
1739209680.2461247;-38.13080360867914
1739209680.246128;-32.816014438256545
1739209680.2461317;-38.13080360867914
1739209680.246135;-38.13080360867914
1739209680.2461386;-45.120503652039325
1739209680.246142;-45.120503652039325
1739209680.2461455;-45.120503652039325
1739209680.246149;-33.981070128970906
1739209680.2461524;-38.13080360867914
1739209680.246156;-33.981070128970906
1739209680.2461593;-31.141103565318915
1739209680.246163;-35.57807855764607
1739209680.2461662;-45.120503652039325
1739209680.2461698;-38.13080360867914
1739209680.2461734;-35.57807855764607
1739209680.2461767;-38.13080360867914
1739209680.2461803;-45.120503652039325
1739209680.2461836;-38.13080360867914
1739209680.2461872;-33.981070128970906
1739209680.2461905;-38.13080360867914
1739209680.2461941;-45.120503652039325
1739209680.2461975;-45.120503652039325
1739209680.246201;-45.120503652039325
1739209680.2462046;-38.13080360867914
1739209680.246208;-45.120503652039325
1739209680.2462115;-45.120503652039325
1739209680.2462149;-38.13080360867914
1739209680.2462184;-38.13080360867914
1739209680.2462218;-45.120503652039325
1739209680.2462254;-45.120503652039325
1739209680.246229;-33.981070128970906
1739209680.2462323;-38.13080360867914
1739209680.2462358;-33.981070128970906
1739209680.2462392;-38.13080360867914
1739209680.2462428;-38.13080360867914
1739209680.246246;-45.120503652039325
1739209680.2462497;-45.120503652039325
1739209680.246253;-45.120503652039325
1739209680.2462566;-38.13080360867914
1739209680.2462602;-38.13080360867914
1739209680.2462635;-45.120503652039325
1739209680.246267;-45.120503652039325
1739209680.2462704;-38.13080360867914
1739209680.246274;-38.13080360867914
1739209680.2462773;-38.13080360867914
1739209680.246281;-38.13080360867914
1739209680.2462845;-45.120503652039325
1739209680.2462878;-38.13080360867914
1739209680.2462914;-45.120503652039325
1739209680.2462947;-45.120503652039325
1739209680.2462983;-38.13080360867914
1739209680.2463017;-45.120503652039325
1739209680.2463052;-38.13080360867914
1739209680.2463086;-38.13080360867914
1739209680.2463121;-35.57807855764607
1739209680.2463157;-38.13080360867914
1739209680.246319;-45.120503652039325
1739209680.2463226;-35.57807855764607
1739209680.246326;-38.13080360867914
1739209680.2463295;-45.120503652039325
1739209680.246333;-38.13080360867914
1739209680.2463365;-35.57807855764607
1739209680.24634;-38.13080360867914
1739209680.2463434;-45.120503652039325
1739209680.246347;-38.13080360867914
1739209680.2463503;-45.120503652039325
1739209680.2463539;-38.13080360867914
1739209680.2463572;-45.120503652039325
1739209680.2463608;-45.120503652039325
1739209680.2463644;-38.13080360867914
1739209680.2463677;-38.13080360867914
1739209680.2463713;-45.120503652039325
1739209680.2463746;-38.13080360867914
1739209680.2463782;-38.13080360867914
1739209680.2463815;-45.120503652039325
1739209680.246385;-45.120503652039325
1739209680.2463884;-38.13080360867914
1739209680.246392;-45.120503652039325
1739209680.2463956;-45.120503652039325
1739209680.246399;-45.120503652039325
1739209680.2464025;-38.13080360867914
1739209680.2464058;-38.13080360867914
1739209680.2464094;-45.120503652039325
1739209680.2464128;-45.120503652039325
1739209680.2464163;-45.120503652039325
1739209680.24642;-38.13080360867914
1739209680.2464232;-38.13080360867914
1739209680.2464268;-45.120503652039325
1739209680.2464302;-38.13080360867914
1739209680.2464337;-35.57807855764607
1739209680.246437;-38.13080360867914
1739209680.2464406;-45.120503652039325
1739209680.246444;-38.13080360867914
1739209680.2464476;-32.816014438256545
1739209680.2464511;-45.120503652039325
1739209680.2464545;-45.120503652039325
1739209680.246458;-38.13080360867914
1739209680.2464614;-38.13080360867914
1739209680.246465;-45.120503652039325
1739209680.2464683;-45.120503652039325
1739209680.246472;-38.13080360867914
1739209680.2464755;-33.981070128970906
1739209680.2464788;-38.13080360867914
1739209680.2464824;-45.120503652039325
1739209680.2464857;-35.57807855764607
1739209680.2464893;-38.13080360867914
1739209680.2464926;-38.13080360867914
1739209680.2464962;-35.57807855764607
1739209680.2464995;-38.13080360867914
1739209680.246503;-38.13080360867914
1739209680.2465067;-45.120503652039325
1739209680.24651;-45.120503652039325
1739209680.2465136;-38.13080360867914
1739209680.246517;-35.57807855764607
1739209680.2465205;-45.120503652039325
1739209680.2465239;-45.120503652039325
1739209680.2465274;-38.13080360867914
1739209680.246531;-32.816014438256545
1739209680.2465343;-45.120503652039325
1739209680.246538;-45.120503652039325
1739209680.2465413;-38.13080360867914
1739209680.2465448;-45.120503652039325
1739209680.2465482;-45.120503652039325
1739209680.2465518;-45.120503652039325
1739209680.246555;-45.120503652039325
1739209680.2465587;-38.13080360867914
1739209680.2465622;-38.13080360867914
1739209680.2465656;-45.120503652039325
1739209680.2465692;-38.13080360867914
1739209680.2465725;-35.57807855764607
1739209680.246576;-38.13080360867914
1739209680.2465794;-33.981070128970906
1739209680.246583;-38.13080360867914
1739209680.2465866;-31.141103565318915
1739209680.24659;-33.981070128970906
1739209680.2465935;-45.120503652039325
1739209680.2465968;-38.13080360867914
1739209680.2466004;-38.13080360867914
1739209680.2466037;-45.120503652039325
1739209680.2466073;-38.13080360867914
1739209680.2466109;-38.13080360867914
1739209680.2466142;-45.120503652039325
1739209680.2466178;-38.13080360867914
1739209680.2466211;-35.57807855764607
1739209680.2466247;-38.13080360867914
1739209680.246628;-38.13080360867914
1739209680.2466316;-38.13080360867914
1739209680.246635;-28.58837851428586
1739209680.2466385;-33.981070128970906
1739209680.246642;-38.13080360867914
1739209680.2466455;-45.120503652039325
1739209680.246649;-38.13080360867914
1739209680.2466524;-38.13080360867914
1739209680.246656;-45.120503652039325
1739209680.2466593;-38.13080360867914
1739209680.2466629;-38.13080360867914
1739209680.2466664;-45.120503652039325
1739209680.2466698;-45.120503652039325
1739209680.2466733;-35.57807855764607
1739209680.2466767;-35.57807855764607
1739209680.2466803;-45.120503652039325
1739209680.2466836;-45.120503652039325
1739209680.2466872;-38.13080360867914
1739209680.2466905;-27.267205301931607
1739209680.246694;-33.981070128970906
1739209680.2466977;-38.13080360867914
1739209680.246701;-35.57807855764607
1739209680.2467046;-45.120503652039325
1739209680.246708;-35.57807855764607
1739209680.2467115;-38.13080360867914
1739209680.2467148;-33.981070128970906
1739209680.2467184;-32.816014438256545
1739209680.246722;-45.120503652039325
1739209680.2467253;-45.120503652039325
1739209680.246729;-45.120503652039325
1739209680.2467322;-45.120503652039325
1739209680.2467358;-45.120503652039325
1739209680.2467391;-45.120503652039325
1739209680.2467427;-45.120503652039325
1739209680.246746;-31.141103565318915
1739209680.2467496;-31.141103565318915
1739209680.2467532;-38.13080360867914
1739209680.2467566;-38.13080360867914
1739209680.2467601;-38.13080360867914
1739209680.2467635;-38.13080360867914
1739209680.246767;-38.13080360867914
1739209680.2467704;-33.981070128970906
1739209680.246774;-35.57807855764607
1739209680.2467775;-31.141103565318915
1739209680.2467809;-38.13080360867914
1739209680.2467844;-45.120503652039325
1739209680.2467878;-45.120503652039325
1739209680.2467914;-45.120503652039325
1739209680.2467947;-38.13080360867914
1739209680.2467983;-38.13080360867914
1739209680.2468019;-45.120503652039325
1739209680.2468052;-31.141103565318915
1739209680.2468088;-35.57807855764607
1739209680.246812;-38.13080360867914
1739209680.2468157;-38.13080360867914
1739209680.246819;-38.13080360867914
1739209680.2468226;-38.13080360867914
1739209680.246826;-38.13080360867914
1739209680.2468295;-38.13080360867914
1739209680.246833;-31.141103565318915
1739209680.2468364;-35.57807855764607
1739209680.24684;-38.13080360867914
1739209680.2468433;-45.120503652039325
1739209680.246847;-35.57807855764607
1739209680.2468503;-35.57807855764607
1739209680.2468538;-38.13080360867914
1739209680.2468574;-38.13080360867914
1739209680.2468607;-31.141103565318915
1739209680.2468643;-38.13080360867914
1739209680.2468677;-38.13080360867914
1739209680.2468712;-38.13080360867914
1739209680.2468746;-38.13080360867914
1739209680.2468781;-45.120503652039325
1739209680.2468815;-45.120503652039325
1739209680.246885;-38.13080360867914
1739209680.2468886;-32.816014438256545
1739209680.246892;-45.120503652039325
1739209680.2468956;-45.120503652039325
1739209680.246899;-45.120503652039325
1739209680.2469025;-38.13080360867914
1739209680.2469058;-38.13080360867914
1739209680.2469094;-38.13080360867914
1739209680.246913;-38.13080360867914
1739209680.2469163;-31.141103565318915
1739209680.2469199;-45.120503652039325
1739209680.2469232;-45.120503652039325
1739209680.2469268;-45.120503652039325
1739209680.2469301;-45.120503652039325
1739209680.2469337;-45.120503652039325
1739209680.246937;-38.13080360867914
1739209680.2469406;-31.141103565318915
1739209680.2469442;-31.141103565318915
1739209680.2469475;-38.13080360867914
1739209680.246951;-38.13080360867914
1739209680.2469544;-45.120503652039325
1739209680.246958;-45.120503652039325
1739209680.2469614;-38.13080360867914
1739209680.246965;-45.120503652039325
1739209680.2469685;-45.120503652039325
1739209680.2469718;-38.13080360867914
1739209680.2469754;-38.13080360867914
1739209680.2469788;-45.120503652039325
1739209680.2469823;-38.13080360867914
1739209680.2469857;-38.13080360867914
1739209680.2469893;-45.120503652039325
1739209680.2469926;-45.120503652039325
1739209680.2469962;-45.120503652039325
1739209680.2469997;-45.120503652039325
1739209680.247003;-45.120503652039325
1739209680.2470067;-45.120503652039325
1739209680.24701;-45.120503652039325
1739209680.2470136;-33.981070128970906
1739209680.247017;-45.120503652039325
1739209680.2470205;-45.120503652039325
1739209680.247024;-45.120503652039325
1739209680.2470274;-45.120503652039325
1739209680.247031;-38.13080360867914
1739209680.2470343;-45.120503652039325
1739209680.247038;-38.13080360867914
1739209680.2470412;-45.120503652039325
1739209680.2470448;-38.13080360867914
1739209680.2470484;-45.120503652039325
1739209680.2470517;-38.13080360867914
1739209680.2470553;-32.816014438256545
1739209680.2470586;-38.13080360867914
1739209680.2470622;-45.120503652039325
1739209680.2470655;-45.120503652039325
1739209680.2470691;-38.13080360867914
1739209680.2470725;-45.120503652039325
1739209680.247076;-45.120503652039325
1739209680.2470796;-38.13080360867914
1739209680.247083;-38.13080360867914
1739209680.2470865;-45.120503652039325
1739209680.2470899;-45.120503652039325
1739209680.2470934;-45.120503652039325
1739209680.2470968;-45.120503652039325
1739209680.2471004;-38.13080360867914
1739209680.247104;-45.120503652039325
1739209680.2471073;-45.120503652039325
1739209680.2471108;-38.13080360867914
1739209680.2471142;-38.13080360867914
1739209680.2471178;-38.13080360867914
1739209680.247121;-38.13080360867914
1739209680.2471247;-38.13080360867914
1739209680.247128;-45.120503652039325
1739209680.2471316;-45.120503652039325
1739209680.2471352;-38.13080360867914
1739209680.2471385;-38.13080360867914
1739209680.247142;-38.13080360867914
1739209680.2471454;-45.120503652039325
1739209680.247149;-45.120503652039325
1739209680.2471523;-45.120503652039325
1739209680.247156;-35.57807855764607
1739209680.2471595;-38.13080360867914
1739209680.2471628;-38.13080360867914
1739209680.2471664;-45.120503652039325
1739209680.2471697;-45.120503652039325
1739209680.2471733;-45.120503652039325
1739209680.2471766;-38.13080360867914
1739209680.2471802;-38.13080360867914
1739209680.2471836;-45.120503652039325
1739209680.2471871;-45.120503652039325
1739209680.2471907;-38.13080360867914
1739209680.247194;-38.13080360867914
1739209680.2471976;-45.120503652039325
1739209680.247201;-38.13080360867914
1739209680.2472045;-45.120503652039325
1739209680.2472079;-45.120503652039325
1739209680.2472115;-38.13080360867914
1739209680.247215;-45.120503652039325
1739209680.2472184;-45.120503652039325
1739209680.247222;-38.13080360867914
1739209680.2472253;-38.13080360867914
1739209680.2472289;-45.120503652039325
1739209680.2472322;-45.120503652039325
1739209680.2472358;-45.120503652039325
1739209680.247239;-45.120503652039325
1739209680.2472427;-45.120503652039325
1739209680.2472463;-45.120503652039325
1739209680.2472496;-45.120503652039325
1739209680.2472532;-38.13080360867914
1739209680.2472565;-38.13080360867914
1739209680.24726;-45.120503652039325
1739209680.2472634;-45.120503652039325
1739209680.247267;-45.120503652039325
1739209680.2472706;-45.120503652039325
1739209680.247274;-45.120503652039325
1739209680.2472775;-38.13080360867914
1739209680.2472808;-38.13080360867914
1739209680.2472844;-45.120503652039325
1739209680.2472878;-45.120503652039325
1739209680.2472913;-35.57807855764607
1739209680.247295;-38.13080360867914
1739209680.2472982;-45.120503652039325
1739209680.2473018;-45.120503652039325
1739209680.2473052;-45.120503652039325
1739209680.2473087;-35.57807855764607
1739209680.247312;-38.13080360867914
1739209680.2473156;-45.120503652039325
1739209680.247319;-38.13080360867914
1739209680.2473226;-35.57807855764607
1739209680.2473261;-45.120503652039325
1739209680.2473295;-45.120503652039325
1739209680.247333;-38.13080360867914
1739209680.2473364;-38.13080360867914
1739209680.24734;-33.981070128970906
1739209680.2473433;-45.120503652039325
1739209680.2473469;-45.120503652039325
1739209680.2473505;-45.120503652039325
1739209680.2473538;-38.13080360867914
1739209680.2473574;-38.13080360867914
1739209680.2473607;-45.120503652039325
1739209680.2473643;-38.13080360867914
1739209680.2473676;-45.120503652039325
1739209680.2473712;-45.120503652039325
1739209680.2473745;-45.120503652039325
1739209680.247378;-35.57807855764607
1739209680.2473817;-45.120503652039325
1739209680.247385;-45.120503652039325
1739209680.2473886;-38.13080360867914
1739209680.247392;-31.141103565318915
1739209680.2473955;-33.981070128970906
1739209680.2473989;-45.120503652039325
1739209680.2474024;-33.981070128970906
1739209680.247406;-45.120503652039325
1739209680.2474093;-38.13080360867914
1739209680.247413;-45.120503652039325
1739209680.2474163;-38.13080360867914
1739209680.2474198;-38.13080360867914
1739209680.2474232;-38.13080360867914
1739209680.2474267;-38.13080360867914
1739209680.24743;-35.57807855764607
1739209680.2474337;-32.816014438256545
1739209680.2474372;-33.981070128970906
1739209680.2474406;-38.13080360867914
1739209680.2474442;-45.120503652039325
1739209680.2474475;-38.13080360867914
1739209680.247451;-38.13080360867914
1739209680.2474544;-38.13080360867914
1739209680.247458;-38.13080360867914
1739209680.2474616;-45.120503652039325
1739209680.247465;-38.13080360867914
1739209680.2474685;-45.120503652039325
1739209680.2474718;-45.120503652039325
1739209680.2474754;-38.13080360867914
1739209680.2474787;-38.13080360867914
1739209680.2474823;-35.57807855764607
1739209680.2474859;-38.13080360867914
1739209680.2474892;-38.13080360867914
1739209680.2474928;-33.981070128970906
1739209680.2474961;-38.13080360867914
1739209680.2474997;-38.13080360867914
1739209680.247503;-45.120503652039325
1739209680.2475066;-38.13080360867914
1739209680.24751;-45.120503652039325
1739209680.2475135;-45.120503652039325
1739209680.247517;-45.120503652039325
1739209680.2475204;-38.13080360867914
1739209680.247524;-45.120503652039325
1739209680.2475274;-45.120503652039325
1739209680.247531;-45.120503652039325
1739209680.2475343;-38.13080360867914
1739209680.2475379;-35.57807855764607
1739209680.2475414;-45.120503652039325
1739209680.2475448;-38.13080360867914
1739209680.2475483;-38.13080360867914
1739209680.2475517;-38.13080360867914
1739209680.2475553;-38.13080360867914
1739209680.2475586;-45.120503652039325
1739209680.2475622;-38.13080360867914
1739209680.2475655;-38.13080360867914
1739209680.247569;-45.120503652039325
1739209680.2475727;-45.120503652039325
1739209680.247576;-38.13080360867914
1739209680.2475796;-35.57807855764607
1739209680.247583;-38.13080360867914
1739209680.2475865;-45.120503652039325
1739209680.2475898;-45.120503652039325
1739209680.2475934;-38.13080360867914
1739209680.247597;-45.120503652039325
1739209680.2476003;-45.120503652039325
1739209680.247604;-38.13080360867914
1739209680.2476072;-33.981070128970906
1739209680.2476108;-38.13080360867914
1739209680.2476141;-38.13080360867914
1739209680.2476177;-32.816014438256545
1739209680.247621;-38.13080360867914
1739209680.2476246;-33.981070128970906
1739209680.2476282;-45.120503652039325
1739209680.2476315;-38.13080360867914
1739209680.2476351;-45.120503652039325
1739209680.2476385;-45.120503652039325
1739209680.247642;-45.120503652039325
1739209680.2476454;-35.57807855764607
1739209680.247649;-33.981070128970906
1739209680.2476525;-38.13080360867914
1739209680.2476559;-45.120503652039325
1739209680.2476594;-45.120503652039325
1739209680.2476628;-45.120503652039325
1739209680.2476664;-33.981070128970906
1739209680.2476697;-38.13080360867914
1739209680.2476733;-30.49652367304973
1739209680.2476766;-32.816014438256545
1739209680.2476802;-38.13080360867914
1739209680.2476838;-38.13080360867914
1739209680.247687;-45.120503652039325
1739209680.2476907;-45.120503652039325
1739209680.247694;-45.120503652039325
1739209680.2476976;-31.141103565318893
1739209680.247701;-33.981070128970956
1739209680.2477045;-45.120503652039325
1739209680.247708;-35.57807855764607
1739209680.2477114;-35.57807855764607
1739209680.247715;-45.120503652039325
1739209680.2477183;-45.120503652039325
1739209680.247722;-33.981070128970906
1739209680.2477252;-38.13080360867914
1739209680.2477288;-32.816014438256545
1739209680.2477324;-32.816014438256545
1739209680.2477357;-45.120503652039325
1739209680.2477393;-38.13080360867914
1739209680.2477427;-38.13080360867914
1739209680.2477462;-38.13080360867914
1739209680.2477496;-38.13080360867914
