CAN Message; 0x77:d99f4145b991b9b1
1739209788.9506595;-45.120503652039325
1739209788.9506643;-30.49652367304973
1739209788.950669;-45.120503652039325
1739209788.9506738;-33.981070128970906
1739209788.9506783;-45.120503652039325
1739209788.950683;-45.120503652039325
1739209788.950688;-45.120503652039325
1739209788.9506927;-45.120503652039325
1739209788.9506972;-35.57807855764607
1739209788.950702;-33.981070128970906
1739209788.9507067;-45.120503652039325
1739209788.9507115;-38.13080360867914
1739209788.9507163;-38.13080360867914
1739209788.9507208;-45.120503652039325
1739209788.9507256;-45.120503652039325
1739209788.9507303;-35.57807855764607
1739209788.950735;-38.13080360867914
1739209788.9507396;-33.981070128970906
1739209788.9507444;-38.13080360867914
1739209788.9507492;-38.13080360867914
1739209788.950754;-45.120503652039325
1739209788.9507585;-33.981070128970906
1739209788.9507632;-38.13080360867914
1739209788.950768;-33.981070128970906
1739209788.9507728;-35.57807855764607
1739209788.9507773;-28.992665084841942
1739209788.950782;-33.981070128970906
1739209788.9507868;-45.120503652039325
1739209788.9507916;-35.57807855764607
1739209788.9507961;-38.13080360867914
1739209788.950801;-45.120503652039325
1739209788.9508057;-38.13080360867914
1739209788.9508104;-45.120503652039325
1739209788.950815;-38.13080360867914
1739209788.9508197;-38.13080360867914
1739209788.9508245;-35.57807855764607
1739209788.9508293;-45.120503652039325
1739209788.9508338;-38.13080360867914
1739209788.9508386;-35.57807855764607
1739209788.9508433;-38.13080360867914
1739209788.950848;-45.120503652039325
1739209788.9508526;-45.120503652039325
1739209788.9508574;-35.57807855764607
1739209788.9508622;-35.57807855764607
1739209788.950867;-45.120503652039325
1739209788.9508715;-45.120503652039325
1739209788.9508762;-32.816014438256545
1739209788.950881;-45.120503652039325
1739209788.9508858;-38.13080360867914
1739209788.9508903;-38.13080360867914
1739209788.950895;-38.13080360867914
1739209788.9508998;-45.120503652039325
1739209788.9509046;-45.120503652039325
1739209788.9509091;-45.120503652039325
1739209788.950914;-45.120503652039325
1739209788.9509187;-38.13080360867914
1739209788.9509234;-38.13080360867914
1739209788.950928;-38.13080360867914
1739209788.9509327;-45.120503652039325
1739209788.9509375;-38.13080360867914
1739209788.9509423;-35.57807855764607
1739209788.9509468;-38.13080360867914
1739209788.9509516;-45.120503652039325
1739209788.9509563;-45.120503652039325
1739209788.950961;-45.120503652039325
1739209788.9509656;-45.120503652039325
1739209788.9509704;-35.57807855764607
1739209788.9509752;-45.120503652039325
1739209788.95098;-45.120503652039325
1739209788.9509845;-45.120503652039325
1739209788.9509892;-45.120503652039325
1739209788.950994;-38.13080360867914
1739209788.9509988;-38.13080360867914
1739209788.9510033;-38.13080360867914
1739209788.951008;-45.120503652039325
1739209788.9510128;-38.13080360867914
1739209788.9510176;-38.13080360867914
1739209788.9510221;-38.13080360867914
1739209788.951027;-45.120503652039325
1739209788.9510317;-45.120503652039325
1739209788.9510365;-45.120503652039325
1739209788.951041;-45.120503652039325
1739209788.9510458;-29.438486411369333
1739209788.9510505;-33.981070128970906
1739209788.9510553;-45.120503652039325
1739209788.9510598;-45.120503652039325
1739209788.9510646;-31.141103565318893
1739209788.9510694;-35.57807855764607
1739209788.9510741;-45.120503652039325
1739209788.9510787;-38.13080360867914
1739209788.9510834;-45.120503652039325
1739209788.9510882;-45.120503652039325
1739209788.951093;-45.120503652039325
1739209788.9510975;-45.120503652039325
1739209788.9511023;-45.120503652039325
1739209788.951107;-38.13080360867914
1739209788.9511118;-45.120503652039325
1739209788.9511166;-38.13080360867914
1739209788.951121;-45.120503652039325
1739209788.9511259;-38.13080360867914
1739209788.9511306;-38.13080360867914
1739209788.9511354;-38.13080360867914
1739209788.95114;-32.816014438256545
1739209788.9511447;-38.13080360867914
1739209788.9511495;-45.120503652039325
1739209788.9511542;-45.120503652039325
1739209788.9511588;-27.8777449560314
1739209788.9511635;-29.438486411369333
1739209788.9511683;-45.120503652039325
1739209788.951173;-45.120503652039325
1739209788.9511776;-45.120503652039325
1739209788.9511824;-33.981070128970906
1739209788.9511871;-45.120503652039325
1739209788.951192;-35.57807855764607
1739209788.9511964;-38.13080360867914
1739209788.9512012;-45.120503652039325
1739209788.951206;-45.120503652039325
1739209788.9512107;-45.120503652039325
1739209788.9512153;-45.120503652039325
1739209788.95122;-45.120503652039325
1739209788.9512248;-38.13080360867914
1739209788.9512296;-38.13080360867914
1739209788.951234;-29.438486411369333
1739209788.9512389;-32.816014438256545
1739209788.9512436;-45.120503652039325
1739209788.9512484;-45.120503652039325
1739209788.951253;-45.120503652039325
1739209788.9512577;-38.13080360867914
1739209788.9512625;-45.120503652039325
1739209788.9512672;-45.120503652039325
1739209788.9512718;-33.981070128970906
1739209788.9512765;-31.141103565318915
1739209788.9512813;-45.120503652039325
1739209788.951286;-38.13080360867914
1739209788.9512906;-35.57807855764607
1739209788.9512954;-45.120503652039325
1739209788.9513001;-38.13080360867914
1739209788.951305;-31.141103565318915
1739209788.9513094;-45.120503652039325
1739209788.9513142;-32.81601443825658
1739209788.951319;-35.57807855764607
1739209788.9513237;-38.13080360867914
1739209788.9513283;-45.120503652039325
1739209788.951333;-38.13080360867914
1739209788.9513378;-32.816014438256545
1739209788.9513426;-38.13080360867914
1739209788.951347;-33.981070128970906
1739209788.951352;-30.49652367304973
1739209788.9513566;-35.57807855764607
1739209788.9513614;-35.57807855764607
1739209788.951366;-38.13080360867914
1739209788.9513707;-45.120503652039325
1739209788.9513755;-38.13080360867914
1739209788.9513803;-45.120503652039325
1739209788.9513848;-45.120503652039325
1739209788.9513896;-45.120503652039325
1739209788.9513943;-32.816014438256545
1739209788.951399;-38.13080360867914
1739209788.9514036;-45.120503652039325
1739209788.9514084;-35.57807855764607
1739209788.9514132;-35.57807855764607
1739209788.951418;-38.13080360867914
1739209788.9514225;-45.120503652039325
1739209788.9514272;-38.13080360867914
1739209788.951432;-45.120503652039325
1739209788.9514368;-45.120503652039325
1739209788.9514413;-33.981070128970906
1739209788.951446;-45.120503652039325
1739209788.9514508;-45.120503652039325
1739209788.9514556;-38.13080360867914
1739209788.9514601;-35.57807855764607
1739209788.951465;-28.992665084841942
1739209788.9514697;-45.120503652039325
1739209788.9514744;-45.120503652039325
1739209788.951479;-35.57807855764607
1739209788.9514837;-35.57807855764607
1739209788.9514885;-45.120503652039325
1739209788.9514933;-45.120503652039325
1739209788.9514978;-38.13080360867914
1739209788.9515026;-45.120503652039325
1739209788.9515073;-45.120503652039325
1739209788.951512;-45.120503652039325
1739209788.9515169;-38.13080360867914
1739209788.9515214;-45.120503652039325
1739209788.9515262;-45.120503652039325
1739209788.951531;-45.120503652039325
1739209788.9515357;-35.57807855764607
1739209788.9515402;-33.981070128970906
1739209788.951545;-45.120503652039325
1739209788.9515498;-38.13080360867914
1739209788.9515545;-38.13080360867914
1739209788.951559;-38.13080360867914
1739209788.9515638;-38.13080360867914
1739209788.9515686;-45.120503652039325
1739209788.9515734;-38.13080360867914
1739209788.951578;-38.13080360867914
1739209788.9515827;-38.13080360867914
1739209788.9515874;-38.13080360867914
1739209788.9515922;-38.13080360867914
1739209788.9515967;-38.13080360867914
1739209788.9516015;-38.13080360867914
1739209788.9516063;-45.120503652039325
1739209788.951611;-45.120503652039325
1739209788.9516156;-45.120503652039325
1739209788.9516203;-45.120503652039325
1739209788.951625;-38.13080360867914
1739209788.9516299;-38.13080360867914
1739209788.9516344;-33.981070128970906
1739209788.9516392;-38.13080360867914
1739209788.951644;-38.13080360867914
1739209788.9516487;-45.120503652039325
1739209788.9516532;-38.13080360867914
1739209788.951658;-32.816014438256545
1739209788.9516628;-38.13080360867914
1739209788.9516675;-45.120503652039325
1739209788.951672;-33.981070128970906
1739209788.9516768;-32.816014438256545
1739209788.9516816;-38.13080360867914
1739209788.9516864;-38.13080360867914
1739209788.951691;-45.120503652039325
1739209788.9516957;-38.13080360867914
1739209788.9517004;-45.120503652039325
1739209788.9517052;-38.13080360867914
1739209788.9517097;-45.120503652039325
1739209788.9517145;-45.120503652039325
1739209788.9517193;-38.13080360867914
1739209788.951724;-38.13080360867914
1739209788.9517286;-38.13080360867914
1739209788.9517334;-35.57807855764607
1739209788.951738;-33.981070128970906
1739209788.951743;-45.120503652039325
1739209788.9517474;-35.57807855764607
1739209788.9517522;-32.816014438256545
1739209788.951757;-45.120503652039325
1739209788.9517617;-45.120503652039325
1739209788.9517663;-45.120503652039325
1739209788.951771;-32.816014438256545
1739209788.9517758;-45.120503652039325
1739209788.9517806;-35.57807855764607
1739209788.951785;-38.13080360867914
1739209788.9517899;-45.120503652039325
1739209788.9517946;-38.13080360867914
1739209788.9517994;-35.57807855764607
1739209788.951804;-33.981070128970906
1739209788.9518087;-38.13080360867914
1739209788.9518135;-38.13080360867914
1739209788.9518182;-38.13080360867914
1739209788.9518228;-38.13080360867914
1739209788.9518275;-45.120503652039325
1739209788.9518323;-38.13080360867914
1739209788.951837;-45.120503652039325
1739209788.9518416;-35.57807855764607
1739209788.9518464;-27.8777449560314
1739209788.9518511;-38.13080360867914
1739209788.951856;-35.57807855764607
1739209788.9518604;-33.981070128970906
1739209788.9518652;-38.13080360867914
1739209788.95187;-38.13080360867914
1739209788.9518747;-38.13080360867914
1739209788.9518793;-45.120503652039325
1739209788.951884;-33.981070128970956
1739209788.9518888;-38.13080360867914
1739209788.9518936;-35.57807855764607
1739209788.951898;-45.120503652039325
1739209788.9519029;-45.120503652039325
1739209788.9519076;-45.120503652039325
1739209788.9519124;-38.13080360867914
1739209788.9519172;-38.13080360867914
1739209788.9519217;-32.816014438256545
1739209788.9519265;-45.120503652039325
1739209788.9519312;-38.13080360867914
1739209788.951936;-32.816014438256545
1739209788.9519405;-38.13080360867914
1739209788.9519453;-45.120503652039325
1739209788.95195;-38.13080360867914
1739209788.9519548;-38.13080360867914
1739209788.9519594;-35.57807855764607
1739209788.9519641;-38.13080360867914
1739209788.951969;-38.13080360867914
1739209788.9519737;-45.120503652039325
1739209788.9519782;-38.13080360867914
1739209788.951983;-45.120503652039325
1739209788.9519877;-45.120503652039325
1739209788.9519925;-35.57807855764607
1739209788.951997;-35.57807855764607
1739209788.9520018;-45.120503652039325
1739209788.9520066;-45.120503652039325
1739209788.9520113;-45.120503652039325
1739209788.9520159;-38.13080360867914
1739209788.9520206;-45.120503652039325
1739209788.9520254;-45.120503652039325
1739209788.9520302;-45.120503652039325
1739209788.9520347;-29.438486411369333
1739209788.9520395;-32.816014438256545
1739209788.9520442;-38.13080360867914
1739209788.952049;-45.120503652039325
1739209788.9520535;-32.816014438256545
1739209788.9520583;-45.120503652039325
1739209788.952063;-38.13080360867914
1739209788.9520679;-33.981070128970906
1739209788.9520724;-45.120503652039325
1739209788.9520772;-38.13080360867914
1739209788.952082;-38.13080360867914
1739209788.9520867;-45.120503652039325
1739209788.9520912;-32.816014438256545
1739209788.952096;-38.13080360867914
1739209788.9521008;-45.120503652039325
1739209788.9521055;-33.981070128970906
1739209788.95211;-45.120503652039325
1739209788.9521148;-45.120503652039325
1739209788.9521196;-38.13080360867914
1739209788.9521244;-38.13080360867914
1739209788.952129;-38.13080360867914
1739209788.9521337;-38.13080360867914
1739209788.9521384;-35.57807855764607
1739209788.9521432;-45.120503652039325
1739209788.9521477;-38.13080360867914
1739209788.9521525;-35.57807855764607
1739209788.9521573;-35.57807855764607
1739209788.952162;-38.13080360867914
1739209788.9521666;-45.120503652039325
1739209788.9521713;-45.120503652039325
1739209788.952176;-45.120503652039325
1739209788.9521809;-38.13080360867914
1739209788.9521854;-38.13080360867914
1739209788.9521902;-45.120503652039325
1739209788.952195;-38.13080360867914
1739209788.9521997;-45.120503652039325
1739209788.9522042;-38.13080360867914
1739209788.952209;-33.981070128970906
1739209788.9522138;-45.120503652039325
1739209788.9522185;-45.120503652039325
1739209788.952223;-45.120503652039325
1739209788.9522278;-33.981070128970906
1739209788.9522326;-38.13080360867914
1739209788.9522374;-38.13080360867914
1739209788.952242;-45.120503652039325
1739209788.9522467;-38.13080360867914
1739209788.9522514;-38.13080360867914
1739209788.9522562;-38.13080360867914
1739209788.9522607;-45.120503652039325
1739209788.9522655;-33.981070128970906
1739209788.9522703;-38.13080360867914
1739209788.952275;-45.120503652039325
1739209788.9522796;-38.13080360867914
1739209788.9522843;-45.120503652039325
1739209788.952289;-45.120503652039325
1739209788.9522939;-45.120503652039325
1739209788.9522984;-45.120503652039325
1739209788.9523032;-38.13080360867914
1739209788.952308;-38.13080360867914
1739209788.9523127;-38.13080360867914
1739209788.9523175;-45.120503652039325
1739209788.952322;-45.120503652039325
1739209788.9523268;-32.816014438256545
1739209788.9523315;-45.120503652039325
1739209788.9523363;-45.120503652039325
1739209788.9523408;-38.13080360867914
1739209788.9523456;-45.120503652039325
1739209788.9523504;-45.120503652039325
1739209788.9523551;-45.120503652039325
1739209788.9523597;-38.13080360867914
1739209788.9523644;-35.57807855764607
1739209788.9523692;-38.13080360867914
1739209788.952374;-45.120503652039325
1739209788.9523785;-33.981070128970906
1739209788.9523833;-33.981070128970906
1739209788.952388;-38.13080360867914
1739209788.9523928;-45.120503652039325
1739209788.9523973;-45.120503652039325
1739209788.952402;-38.13080360867914
1739209788.952407;-45.120503652039325
1739209788.9524117;-45.120503652039325
1739209788.9524162;-33.981070128970906
1739209788.952421;-38.13080360867914
1739209788.9524257;-45.120503652039325
1739209788.9524305;-38.13080360867914
1739209788.952435;-45.120503652039325
1739209788.9524398;-38.13080360867914
1739209788.9524446;-38.13080360867914
1739209788.9524493;-45.120503652039325
1739209788.9524539;-28.58837851428586
1739209788.9524586;-33.981070128970906
1739209788.9524634;-45.120503652039325
1739209788.9524682;-32.816014438256545
1739209788.9524727;-38.13080360867914
1739209788.9524775;-38.13080360867914
1739209788.9524822;-38.13080360867914
1739209788.952487;-35.57807855764607
1739209788.9524915;-30.49652367304973
1739209788.9524963;-38.13080360867914
1739209788.952501;-38.13080360867914
1739209788.9525058;-45.120503652039325
1739209788.9525104;-45.120503652039325
1739209788.9525151;-38.13080360867914
1739209788.95252;-38.13080360867914
1739209788.9525247;-35.57807855764607
1739209788.9525292;-33.981070128970906
1739209788.952534;-30.49652367304973
1739209788.9525387;-45.120503652039325
1739209788.9525435;-38.13080360867914
1739209788.952548;-38.13080360867914
1739209788.9525528;-45.120503652039325
1739209788.9525576;-45.120503652039325
1739209788.9525623;-45.120503652039325
1739209788.9525669;-38.13080360867914
1739209788.9525716;-33.981070128970906
1739209788.9525764;-45.120503652039325
1739209788.9525812;-38.13080360867914
1739209788.9525857;-35.57807855764607
1739209788.9525905;-38.13080360867914
1739209788.9525952;-45.120503652039325
1739209788.9526;-32.816014438256545
1739209788.9526045;-38.13080360867914
1739209788.9526093;-35.57807855764607
1739209788.952614;-38.13080360867914
1739209788.9526188;-35.57807855764607
1739209788.9526234;-38.13080360867914
1739209788.9526281;-38.13080360867914
1739209788.952633;-38.13080360867914
1739209788.9526377;-45.120503652039325
1739209788.9526422;-33.981070128970906
1739209788.952647;-30.49652367304973
1739209788.9526517;-38.13080360867914
1739209788.9526565;-45.120503652039325
1739209788.952661;-38.13080360867914
1739209788.9526658;-38.13080360867914
1739209788.9526706;-45.120503652039325
1739209788.9526753;-45.120503652039325
1739209788.9526799;-38.13080360867914
1739209788.9526846;-38.13080360867914
1739209788.9526894;-45.120503652039325
1739209788.9526942;-45.120503652039325
1739209788.9526987;-38.13080360867914
1739209788.9527035;-38.13080360867914
1739209788.9527082;-45.120503652039325
1739209788.952713;-45.120503652039325
1739209788.9527178;-45.120503652039325
1739209788.9527223;-45.120503652039325
1739209788.952727;-45.120503652039325
1739209788.9527318;-45.120503652039325
1739209788.9527366;-45.120503652039325
1739209788.9527411;-38.13080360867914
1739209788.952746;-45.120503652039325
1739209788.9527507;-45.120503652039325
1739209788.9527555;-38.13080360867914
1739209788.95276;-33.981070128970906
1739209788.9527647;-38.13080360867914
1739209788.9527695;-45.120503652039325
1739209788.9527743;-38.13080360867914
1739209788.9527788;-38.13080360867914
1739209788.9527836;-38.13080360867914
1739209788.9527884;-45.120503652039325
1739209788.9527931;-45.120503652039325
1739209788.9527977;-45.120503652039325
1739209788.9528024;-45.120503652039325
1739209788.9528072;-45.120503652039325
1739209788.952812;-33.981070128970906
1739209788.9528165;-32.816014438256545
1739209788.9528213;-38.13080360867914
1739209788.952826;-38.13080360867914
1739209788.9528308;-38.13080360867914
1739209788.9528353;-35.57807855764607
1739209788.95284;-38.13080360867914
1739209788.9528449;-45.120503652039325
1739209788.9528496;-45.120503652039325
1739209788.9528542;-45.120503652039325
1739209788.952859;-45.120503652039325
1739209788.9528637;-38.13080360867914
1739209788.9528685;-35.57807855764607
1739209788.952873;-38.13080360867914
1739209788.9528778;-38.13080360867914
1739209788.9528825;-29.438486411369333
1739209788.9528873;-31.141103565318893
1739209788.9528918;-33.981070128970906
1739209788.9528966;-45.120503652039325
1739209788.9529014;-45.120503652039325
1739209788.9529061;-45.120503652039325
1739209788.9529107;-38.13080360867914
1739209788.9529154;-38.13080360867914
1739209788.9529202;-38.13080360867914
1739209788.952925;-38.13080360867914
1739209788.9529295;-33.981070128970906
1739209788.9529343;-35.57807855764607
1739209788.952939;-38.13080360867914
1739209788.9529438;-38.13080360867914
1739209788.9529483;-38.13080360867914
1739209788.952953;-38.13080360867914
1739209788.9529579;-35.57807855764607
1739209788.9529626;-33.981070128970906
1739209788.9529672;-45.120503652039325
1739209788.952972;-38.13080360867914
1739209788.9529767;-32.816014438256545
1739209788.9529815;-33.981070128970906
1739209788.952986;-45.120503652039325
1739209788.9529908;-38.13080360867914
1739209788.9529955;-38.13080360867914
