CAN Message; 0x150:0300ea8d1e366ebe
Timestamp;Amplitude
1739209590.2992375;-45.120503652039325
1739209590.299249;-45.120503652039325
1739209590.2992604;-38.13080360867914
1739209590.299272;-38.13080360867914
1739209590.2992835;-45.120503652039325
1739209590.2992952;-45.120503652039325
1739209590.2993066;-38.13080360867914
1739209590.2993183;-32.816014438256545
1739209590.2993298;-45.120503652039325
1739209590.2993414;-38.13080360867914
1739209590.299353;-38.13080360867914
1739209590.2993643;-45.120503652039325
1739209590.299376;-38.13080360867914
1739209590.2993875;-38.13080360867914
1739209590.2993991;-38.13080360867914
1739209590.2994106;-35.57807855764607
1739209590.2994223;-38.13080360867914
1739209590.2994337;-35.57807855764607
1739209590.2994454;-38.13080360867914
1739209590.2994568;-45.120503652039325
1739209590.2994683;-38.13080360867914
1739209590.29948;-32.816014438256545
1739209590.2994914;-45.120503652039325
1739209590.299503;-45.120503652039325
1739209590.2995145;-45.120503652039325
1739209590.2995262;-45.120503652039325
1739209590.2995377;-45.120503652039325
1739209590.299549;-45.120503652039325
1739209590.2995608;-45.120503652039325
1739209590.2995722;-45.120503652039325
1739209590.299584;-33.981070128970906
1739209590.2995954;-38.13080360867914
1739209590.299607;-45.120503652039325
1739209590.2996185;-45.120503652039325
1739209590.2996302;-45.120503652039325
1739209590.2996416;-33.981070128970906
1739209590.299653;-38.13080360867914
1739209590.2996647;-45.120503652039325
1739209590.2996762;-45.120503652039325
1739209590.2996879;-38.13080360867914
1739209590.2996993;-32.816014438256545
1739209590.299711;-38.13080360867914
1739209590.2997224;-33.981070128970906
1739209590.299734;-45.120503652039325
1739209590.2997456;-45.120503652039325
1739209590.299757;-45.120503652039325
1739209590.2997687;-45.120503652039325
1739209590.2997801;-45.120503652039325
1739209590.2997918;-45.120503652039325
1739209590.2998033;-45.120503652039325
1739209590.299815;-45.120503652039325
1739209590.2998264;-45.120503652039325
1739209590.299838;-45.120503652039325
1739209590.2998495;-38.13080360867914
1739209590.299861;-38.13080360867914
1739209590.2998726;-32.816014438256545
1739209590.299884;-38.13080360867914
1739209590.2998958;-45.120503652039325
1739209590.2999072;-45.120503652039325
1739209590.299919;-31.141103565318915
1739209590.2999303;-35.57807855764607
1739209590.2999418;-35.57807855764607
1739209590.2999535;-38.13080360867914
1739209590.299965;-45.120503652039325
1739209590.2999766;-45.120503652039325
1739209590.299988;-45.120503652039325
1739209590.2999997;-38.13080360867914
1739209590.3000112;-32.81601443825658
1739209590.3000228;-38.13080360867914
1739209590.3000343;-38.13080360867914
1739209590.3000457;-35.57807855764607
1739209590.3000574;-38.13080360867914
1739209590.3000689;-45.120503652039325
1739209590.3000805;-45.120503652039325
1739209590.300092;-33.981070128970906
1739209590.3001037;-28.992665084841942
1739209590.300115;-33.981070128970906
1739209590.3001268;-45.120503652039325
1739209590.3001382;-45.120503652039325
1739209590.3001497;-33.981070128970906
1739209590.3001614;-38.13080360867914
1739209590.3001728;-38.13080360867914
1739209590.3001845;-33.981070128970906
1739209590.300196;-35.57807855764607
1739209590.3002076;-32.816014438256545
1739209590.300219;-35.57807855764607
1739209590.3002305;-45.120503652039325
1739209590.3002422;-45.120503652039325
1739209590.3002536;-33.981070128970906
1739209590.3002653;-38.13080360867914
1739209590.3002768;-45.120503652039325
1739209590.3002884;-31.141103565318915
1739209590.3003;-33.981070128970906
1739209590.3003116;-45.120503652039325
1739209590.300323;-38.13080360867914
1739209590.3003345;-33.981070128970906
1739209590.3003461;-38.13080360867914
1739209590.3003576;-45.120503652039325
1739209590.3003693;-33.981070128970906
1739209590.3003807;-35.57807855764607
1739209590.3003924;-38.13080360867914
1739209590.3004038;-38.13080360867914
1739209590.3004155;-38.13080360867914
1739209590.300427;-45.120503652039325
1739209590.3004384;-35.57807855764607
1739209590.30045;-38.13080360867914
1739209590.3004615;-45.120503652039325
1739209590.3004732;-32.816014438256545
1739209590.3004847;-31.141103565318915
1739209590.3004963;-45.120503652039325
1739209590.3005078;-38.13080360867914
1739209590.3005192;-38.13080360867914
1739209590.300531;-38.13080360867914
1739209590.3005424;-45.120503652039325
1739209590.300554;-38.13080360867914
1739209590.3005655;-38.13080360867914
1739209590.3005772;-33.981070128970906
1739209590.3005886;-45.120503652039325
1739209590.3006003;-38.13080360867914
1739209590.3006117;-45.120503652039325
1739209590.3006232;-38.13080360867914
1739209590.3006349;-35.57807855764607
1739209590.3006463;-38.13080360867914
1739209590.300658;-45.120503652039325
1739209590.3006694;-28.992665084841942
1739209590.300681;-45.120503652039325
1739209590.3006926;-38.13080360867914
1739209590.3007042;-45.120503652039325
1739209590.3007157;-45.120503652039325
1739209590.3007271;-38.13080360867914
1739209590.3007388;-38.13080360867914
1739209590.3007503;-38.13080360867914
1739209590.300762;-38.13080360867914
1739209590.3007734;-38.13080360867914
1739209590.300785;-38.13080360867914
1739209590.3007965;-45.120503652039325
1739209590.300808;-45.120503652039325
1739209590.3008196;-45.120503652039325
1739209590.300831;-45.120503652039325
1739209590.3008428;-45.120503652039325
1739209590.3008542;-38.13080360867914
1739209590.300866;-45.120503652039325
1739209590.3008773;-38.13080360867914
1739209590.300889;-45.120503652039325
1739209590.3009005;-38.13080360867914
1739209590.300912;-38.13080360867914
1739209590.3009236;-45.120503652039325
1739209590.300935;-45.120503652039325
1739209590.3009467;-38.13080360867914
1739209590.3009582;-45.120503652039325
1739209590.3009698;-38.13080360867914
1739209590.3009813;-35.57807855764607
1739209590.300993;-45.120503652039325
1739209590.3010044;-45.120503652039325
1739209590.3010159;-38.13080360867914
1739209590.3010275;-45.120503652039325
1739209590.301039;-38.13080360867914
1739209590.3010507;-45.120503652039325
1739209590.301062;-45.120503652039325
1739209590.3010738;-45.120503652039325
1739209590.3010852;-35.57807855764607
1739209590.301097;-35.57807855764607
1739209590.3011084;-45.120503652039325
1739209590.3011198;-45.120503652039325
1739209590.3011315;-33.981070128970906
1739209590.301143;-35.57807855764607
1739209590.3011546;-38.13080360867914
1739209590.301166;-45.120503652039325
1739209590.3011777;-45.120503652039325
1739209590.3011892;-38.13080360867914
1739209590.3012006;-38.13080360867914
1739209590.3012123;-45.120503652039325
1739209590.3012238;-38.13080360867914
1739209590.3012354;-35.57807855764607
1739209590.301247;-38.13080360867914
1739209590.3012586;-45.120503652039325
1739209590.30127;-38.13080360867914
1739209590.3012817;-32.816014438256545
1739209590.3012931;-45.120503652039325
1739209590.3013046;-45.120503652039325
1739209590.3013163;-45.120503652039325
1739209590.3013277;-45.120503652039325
1739209590.3013394;-38.13080360867914
1739209590.3013508;-38.13080360867914
1739209590.3013625;-45.120503652039325
1739209590.301374;-45.120503652039325
1739209590.3013856;-45.120503652039325
1739209590.301397;-45.120503652039325
1739209590.3014085;-38.13080360867914
1739209590.3014202;-45.120503652039325
1739209590.3014317;-45.120503652039325
1739209590.3014433;-45.120503652039325
1739209590.3014548;-33.981070128970906
1739209590.3014665;-38.13080360867914
1739209590.301478;-45.120503652039325
1739209590.3014894;-45.120503652039325
1739209590.301501;-38.13080360867914
1739209590.3015125;-35.57807855764607
1739209590.3015242;-45.120503652039325
1739209590.3015356;-45.120503652039325
1739209590.3015473;-45.120503652039325
1739209590.3015587;-38.13080360867914
1739209590.3015704;-38.13080360867914
1739209590.3015819;-45.120503652039325
1739209590.3015933;-45.120503652039325
1739209590.301605;-45.120503652039325
1739209590.3016164;-38.13080360867914
1739209590.301628;-38.13080360867914
1739209590.3016396;-45.120503652039325
1739209590.3016512;-45.120503652039325
1739209590.3016627;-45.120503652039325
1739209590.3016744;-45.120503652039325
1739209590.3016858;-38.13080360867914
1739209590.3016973;-32.816014438256545
1739209590.301709;-38.13080360867914
1739209590.3017204;-45.120503652039325
1739209590.301732;-35.57807855764607
1739209590.3017435;-35.57807855764607
1739209590.3017552;-45.120503652039325
1739209590.3017666;-38.13080360867914
1739209590.301778;-38.13080360867914
1739209590.3017898;-38.13080360867914
1739209590.3018012;-45.120503652039325
1739209590.301813;-45.120503652039325
1739209590.3018243;-45.120503652039325
1739209590.301836;-45.120503652039325
1739209590.3018475;-45.120503652039325
1739209590.3018591;-38.13080360867914
1739209590.3018706;-38.13080360867914
1739209590.301882;-45.120503652039325
1739209590.3018937;-38.13080360867914
1739209590.3019052;-38.13080360867914
1739209590.3019168;-45.120503652039325
1739209590.3019283;-38.13080360867914
1739209590.30194;-45.120503652039325
1739209590.3019514;-45.120503652039325
1739209590.301963;-33.981070128970906
1739209590.3019745;-30.49652367304973
1739209590.301986;-38.13080360867914
1739209590.3019977;-38.13080360867914
1739209590.302009;-38.13080360867914
1739209590.3020208;-38.13080360867914
1739209590.3020322;-38.13080360867914
1739209590.302044;-45.120503652039325
1739209590.3020554;-38.13080360867914
1739209590.302067;-33.981070128970956
1739209590.3020785;-45.120503652039325
1739209590.30209;-33.981070128970906
1739209590.3021016;-38.13080360867914
1739209590.302113;-38.13080360867914
1739209590.3021247;-45.120503652039325
1739209590.3021362;-45.120503652039325
1739209590.3021479;-38.13080360867914
1739209590.3021593;-28.992665084841942
1739209590.3021708;-33.981070128970906
1739209590.3021824;-45.120503652039325
1739209590.3021939;-33.981070128970906
1739209590.3022056;-32.816014438256545
1739209590.302217;-38.13080360867914
1739209590.3022287;-45.120503652039325
1739209590.3022401;-45.120503652039325
1739209590.3022518;-45.120503652039325
1739209590.3022633;-45.120503652039325
1739209590.3022747;-45.120503652039325
1739209590.3022864;-45.120503652039325
1739209590.3022978;-38.13080360867914
1739209590.3023095;-45.120503652039325
1739209590.302321;-38.13080360867914
1739209590.3023326;-38.13080360867914
1739209590.302344;-45.120503652039325
1739209590.3023558;-38.13080360867914
1739209590.3023672;-45.120503652039325
1739209590.3023787;-35.57807855764607
1739209590.3023903;-35.57807855764607
1739209590.3024018;-45.120503652039325
1739209590.3024135;-45.120503652039325
1739209590.302425;-38.13080360867914
1739209590.3024366;-28.992665084841942
1739209590.302448;-31.141103565318915
1739209590.3024595;-38.13080360867914
1739209590.3024712;-38.13080360867914
1739209590.3024826;-45.120503652039325
1739209590.3024943;-38.13080360867914
1739209590.3025057;-38.13080360867914
1739209590.3025174;-45.120503652039325
1739209590.3025289;-38.13080360867914
1739209590.3025405;-32.816014438256545
1739209590.302552;-45.120503652039325
1739209590.3025634;-38.13080360867914
1739209590.302575;-33.981070128970906
1739209590.3025866;-45.120503652039325
1739209590.3025982;-45.120503652039325
1739209590.3026097;-33.981070128970906
1739209590.3026214;-31.141103565318915
1739209590.3026328;-33.981070128970906
1739209590.3026445;-38.13080360867914
1739209590.302656;-45.120503652039325
1739209590.3026674;-45.120503652039325
1739209590.302679;-38.13080360867914
1739209590.3026905;-45.120503652039325
1739209590.3027022;-45.120503652039325
1739209590.3027136;-45.120503652039325
1739209590.3027253;-38.13080360867914
1739209590.3027368;-38.13080360867914
1739209590.3027482;-45.120503652039325
1739209590.30276;-45.120503652039325
1739209590.3027713;-38.13080360867914
1739209590.302783;-38.13080360867914
1739209590.3027945;-33.981070128970906
1739209590.3028061;-33.981070128970906
1739209590.3028176;-38.13080360867914
1739209590.3028293;-45.120503652039325
1739209590.3028407;-45.120503652039325
1739209590.3028522;-38.13080360867914
1739209590.3028638;-38.13080360867914
1739209590.3028753;-45.120503652039325
1739209590.302887;-33.981070128970906
1739209590.3028984;-45.120503652039325
1739209590.30291;-38.13080360867914
1739209590.3029215;-45.120503652039325
1739209590.3029332;-45.120503652039325
1739209590.3029447;-45.120503652039325
1739209590.302956;-35.57807855764607
1739209590.3029678;-35.57807855764607
1739209590.3029792;-45.120503652039325
1739209590.302991;-38.13080360867914
1739209590.3030024;-31.141103565318915
1739209590.303014;-38.13080360867914
1739209590.3030255;-38.13080360867914
1739209590.3030372;-45.120503652039325
1739209590.3030486;-45.120503652039325
1739209590.30306;-38.13080360867914
1739209590.3030717;-38.13080360867914
1739209590.3030832;-38.13080360867914
1739209590.3030949;-38.13080360867914
1739209590.3031063;-45.120503652039325
1739209590.303118;-45.120503652039325
1739209590.3031294;-38.13080360867914
1739209590.3031409;-35.57807855764607
1739209590.3031526;-38.13080360867914
1739209590.303164;-38.13080360867914
1739209590.3031757;-38.13080360867914
1739209590.3031871;-45.120503652039325
1739209590.3031988;-45.120503652039325
1739209590.3032103;-45.120503652039325
1739209590.303222;-45.120503652039325
1739209590.3032334;-45.120503652039325
1739209590.3032448;-38.13080360867914
1739209590.3032565;-45.120503652039325
1739209590.303268;-45.120503652039325
1739209590.3032796;-45.120503652039325
1739209590.303291;-45.120503652039325
1739209590.3033028;-38.13080360867914
1739209590.3033142;-35.57807855764607
1739209590.303326;-38.13080360867914
1739209590.3033373;-45.120503652039325
1739209590.3033488;-38.13080360867914
1739209590.3033605;-38.13080360867914
1739209590.303372;-45.120503652039325
1739209590.3033836;-45.120503652039325
1739209590.303395;-45.120503652039325
1739209590.3034067;-32.816014438256545
1739209590.3034182;-38.13080360867914
1739209590.3034296;-38.13080360867914
1739209590.3034413;-38.13080360867914
1739209590.3034527;-38.13080360867914
1739209590.3034644;-45.120503652039325
1739209590.3034759;-45.120503652039325
1739209590.3034875;-45.120503652039325
1739209590.303499;-45.120503652039325
1739209590.3035107;-38.13080360867914
1739209590.303522;-45.120503652039325
1739209590.3035336;-45.120503652039325
1739209590.3035452;-45.120503652039325
1739209590.3035567;-38.13080360867914
1739209590.3035684;-32.816014438256545
1739209590.3035798;-45.120503652039325
1739209590.3035915;-35.57807855764607
1739209590.303603;-45.120503652039325
1739209590.3036146;-45.120503652039325
1739209590.303626;-38.13080360867914
1739209590.3036375;-38.13080360867914
1739209590.3036492;-45.120503652039325
1739209590.3036606;-38.13080360867914
1739209590.3036723;-38.13080360867914
1739209590.3036838;-35.57807855764607
1739209590.3036954;-38.13080360867914
1739209590.303707;-45.120503652039325
1739209590.3037183;-45.120503652039325
1739209590.30373;-45.120503652039325
1739209590.3037415;-45.120503652039325
1739209590.3037531;-30.49652367304973
1739209590.3037646;-38.13080360867914
1739209590.3037763;-45.120503652039325
1739209590.3037877;-45.120503652039325
1739209590.3037994;-33.981070128970906
1739209590.3038108;-38.13080360867914
1739209590.3038223;-38.13080360867914
1739209590.303834;-35.57807855764607
1739209590.3038454;-45.120503652039325
1739209590.303857;-38.13080360867914
1739209590.3038685;-38.13080360867914
1739209590.3038802;-45.120503652039325
1739209590.3038917;-45.120503652039325
1739209590.3039033;-38.13080360867914
1739209590.3039148;-32.816014438256545
1739209590.3039262;-38.13080360867914
1739209590.303938;-45.120503652039325
1739209590.3039494;-45.120503652039325
1739209590.303961;-38.13080360867914
1739209590.3039725;-38.13080360867914
1739209590.3039842;-35.57807855764607
1739209590.3039956;-38.13080360867914
1739209590.304007;-45.120503652039325
1739209590.3040187;-33.981070128970906
1739209590.3040302;-29.438486411369333
1739209590.3040419;-38.13080360867914
1739209590.3040533;-45.120503652039325
1739209590.304065;-38.13080360867914
1739209590.3040764;-45.120503652039325
1739209590.304088;-38.13080360867914
1739209590.3040996;-35.57807855764607
1739209590.304111;-38.13080360867914
1739209590.3041227;-38.13080360867914
1739209590.3041341;-45.120503652039325
1739209590.3041458;-38.13080360867914
1739209590.3041573;-38.13080360867914
1739209590.304169;-45.120503652039325
1739209590.3041804;-38.13080360867914
1739209590.304192;-32.816014438256545
1739209590.3042035;-45.120503652039325
1739209590.304215;-28.992665084841942
1739209590.3042266;-31.141103565318915
1739209590.304238;-38.13080360867914
1739209590.3042498;-38.13080360867914
1739209590.3042612;-31.141103565318915
1739209590.304273;-38.13080360867914
1739209590.3042843;-35.57807855764607
1739209590.304296;-38.13080360867914
1739209590.3043075;-45.120503652039325
1739209590.304319;-45.120503652039325
1739209590.3043306;-45.120503652039325
1739209590.304342;-38.13080360867914
1739209590.3043537;-45.120503652039325
1739209590.3043652;-45.120503652039325
1739209590.3043768;-38.13080360867914
1739209590.3043883;-38.13080360867914
1739209590.3043997;-45.120503652039325
1739209590.3044114;-45.120503652039325
1739209590.3044229;-45.120503652039325
1739209590.3044345;-38.13080360867914
1739209590.304446;-38.13080360867914
1739209590.3044577;-38.13080360867914
1739209590.304469;-45.120503652039325
1739209590.3044808;-45.120503652039325
1739209590.3044922;-33.981070128970906
1739209590.3045037;-38.13080360867914
1739209590.3045154;-45.120503652039325
1739209590.3045268;-45.120503652039325
1739209590.3045385;-38.13080360867914
1739209590.30455;-38.13080360867914
1739209590.3045616;-45.120503652039325
1739209590.304573;-35.57807855764607
1739209590.3045847;-33.981070128970906
1739209590.3045962;-33.981070128970906
1739209590.3046076;-38.13080360867914
1739209590.3046193;-45.120503652039325
1739209590.3046308;-35.57807855764607
1739209590.3046424;-45.120503652039325
1739209590.304654;-38.13080360867914
1739209590.3046656;-45.120503652039325
1739209590.304677;-33.981070128970906
1739209590.3046885;-33.981070128970906
1739209590.3047001;-45.120503652039325
1739209590.3047116;-33.981070128970906
1739209590.3047233;-45.120503652039325
1739209590.3047347;-33.981070128970906
1739209590.3047464;-45.120503652039325
1739209590.3047578;-38.13080360867914
1739209590.3047695;-38.13080360867914
1739209590.304781;-38.13080360867914
1739209590.3047924;-45.120503652039325
1739209590.304804;-45.120503652039325
1739209590.3048155;-38.13080360867914
1739209590.3048272;-45.120503652039325
1739209590.3048387;-45.120503652039325
1739209590.3048503;-45.120503652039325
1739209590.3048618;-45.120503652039325
1739209590.3048735;-38.13080360867914
1739209590.304885;-38.13080360867914
1739209590.3048964;-38.13080360867914
1739209590.304908;-38.13080360867914
1739209590.3049195;-38.13080360867914
1739209590.3049312;-38.13080360867914
1739209590.3049426;-38.13080360867914
1739209590.3049543;-45.120503652039325
1739209590.3049657;-38.13080360867914
1739209590.3049772;-35.57807855764607
1739209590.3049889;-45.120503652039325
1739209590.3050003;-45.120503652039325
1739209590.305012;-35.57807855764607
1739209590.3050234;-38.13080360867914
1739209590.305035;-38.13080360867914
1739209590.3050466;-38.13080360867914
1739209590.3050582;-38.13080360867914
1739209590.3050697;-38.13080360867914
1739209590.3050811;-38.13080360867914
1739209590.3050928;-38.13080360867914
1739209590.3051043;-45.120503652039325
1739209590.305116;-38.13080360867914
1739209590.3051274;-38.13080360867914
1739209590.305139;-45.120503652039325
1739209590.3051505;-33.981070128970906
1739209590.3051622;-35.57807855764607
1739209590.3051736;-45.120503652039325
1739209590.305185;-45.120503652039325
1739209590.3051968;-32.816014438256545
1739209590.3052082;-32.816014438256545
1739209590.30522;-38.13080360867914
1739209590.3052313;-38.13080360867914
1739209590.305243;-38.13080360867914
1739209590.3052545;-38.13080360867914
1739209590.3052661;-38.13080360867914
1739209590.3052776;-35.57807855764607
1739209590.305289;-38.13080360867914
1739209590.3053007;-45.120503652039325
1739209590.3053122;-38.13080360867914
1739209590.3053238;-45.120503652039325
1739209590.3053353;-38.13080360867914
1739209590.305347;-35.57807855764607
1739209590.3053584;-38.13080360867914
1739209590.3053699;-45.120503652039325
1739209590.3053815;-45.120503652039325
1739209590.305393;-38.13080360867914
1739209590.3054047;-45.120503652039325
1739209590.305416;-45.120503652039325
1739209590.3054278;-38.13080360867914
1739209590.3054392;-38.13080360867914
1739209590.305451;-45.120503652039325
1739209590.3054624;-38.13080360867914
1739209590.3054738;-45.120503652039325
1739209590.3054855;-45.120503652039325
1739209590.305497;-38.13080360867914
1739209590.3055086;-35.57807855764607
1739209590.30552;-38.13080360867914
1739209590.3055317;-45.120503652039325
1739209590.3055432;-33.981070128970906
1739209590.3055549;-35.57807855764607
1739209590.3055663;-32.816014438256545
1739209590.3055778;-38.13080360867914
1739209590.3055894;-38.13080360867914
1739209590.305601;-45.120503652039325
1739209590.3056126;-38.13080360867914
1739209590.305624;-38.13080360867914
1739209590.3056357;-38.13080360867914
1739209590.3056471;-35.57807855764607
1739209590.3056586;-45.120503652039325
1739209590.3056703;-45.120503652039325
1739209590.3056817;-45.120503652039325
1739209590.3056934;-45.120503652039325
1739209590.3057048;-45.120503652039325
1739209590.3057165;-45.120503652039325
1739209590.305728;-35.57807855764607
1739209590.3057396;-38.13080360867914
1739209590.305751;-38.13080360867914
1739209590.3057625;-38.13080360867914
1739209590.3057742;-45.120503652039325
1739209590.3057857;-38.13080360867914
1739209590.3057973;-38.13080360867914
1739209590.3058088;-32.816014438256545
1739209590.3058205;-35.57807855764607
1739209590.305832;-35.57807855764607
1739209590.3058436;-45.120503652039325
1739209590.305855;-33.981070128970906
1739209590.3058665;-38.13080360867914
1739209590.3058782;-45.120503652039325
1739209590.3058896;-45.120503652039325
1739209590.3059013;-45.120503652039325
1739209590.3059127;-45.120503652039325
1739209590.3059244;-45.120503652039325
1739209590.3059359;-38.13080360867914
1739209590.3059473;-38.13080360867914
1739209590.305959;-45.120503652039325
1739209590.3059704;-45.120503652039325
1739209590.305982;-45.120503652039325
1739209590.3059936;-32.816014438256545
1739209590.3060052;-38.13080360867914
1739209590.3060167;-45.120503652039325
1739209590.3060284;-45.120503652039325
1739209590.3060398;-38.13080360867914
1739209590.3060513;-38.13080360867914
1739209590.306063;-45.120503652039325
1739209590.3060744;-35.57807855764607
1739209590.306086;-38.13080360867914
1739209590.3060975;-45.120503652039325
1739209590.3061092;-38.13080360867914
1739209590.3061206;-38.13080360867914
1739209590.3061323;-45.120503652039325
1739209590.3061438;-45.120503652039325
1739209590.3061552;-45.120503652039325
1739209590.306167;-38.13080360867914
1739209590.3061783;-32.816014438256545
